['time', 'x', 'y', 'z']
['1731067770.88', '10501.1511009', '10500.5261654', '0.0']
['1731067771.38', '10501.2076611', '10500.7334411', '0.0']
['1731067771.88', '10501.0152319', '10501.3064759', '0.0']
['1731067772.38', '10500.9717813', '10501.540495', '0.0']
['1731067772.88', '10501.598791', '10501.4141522', '0.0']
['1731067773.38', '10501.984569', '10501.5763292', '0.0']
['1731067773.88', '10501.5476973', '10501.6972435', '0.0']
['1731067774.38', '10502.0928655', '10502.1880885', '0.0']
['1731067774.88', '10501.920259', '10502.1632764', '0.0']
['1731067775.38', '10502.1398272', '10501.99371', '0.0']
['1731067775.88', '10502.1669896', '10502.4490125', '0.0']
['1731067776.38', '10502.6725386', '10502.6493589', '0.0']
['1731067776.88', '10502.7398369', '10502.9339806', '0.0']
['1731067777.38', '10502.6794741', '10502.6098043', '0.0']
['1731067777.88', '10502.6306541', '10503.078904', '0.0']
['1731067778.38', '10503.0847094', '10502.8684453', '0.0']
['1731067778.88', '10503.4074191', '10503.0809681', '0.0']
['1731067779.38', '10503.2538065', '10503.5280563', '0.0']
['1731067779.89', '10503.3067588', '10503.5377052', '0.0']
['1731067780.39', '10503.6764449', '10503.5353683', '0.0']
['1731067780.89', '10503.8680309', '10503.575509', '0.0']
['1731067781.39', '10503.796207', '10503.7407883', '0.0']
['1731067781.89', '10503.923406', '10504.4649956', '0.0']
['1731067782.39', '10504.3666848', '10504.2726138', '0.0']
['1731067782.89', '10504.7978879', '10504.7261374', '0.0']
['1731067783.39', '10504.6043888', '10504.4620021', '0.0']
['1731067783.89', '10504.4248278', '10505.1051819', '0.0']
['1731067784.39', '10504.8010082', '10504.8929897', '0.0']
['1731067784.89', '10504.7277657', '10505.1552979', '0.0']
['1731067785.39', '10505.5287234', '10505.3681112', '0.0']
['1731067785.89', '10505.7258898', '10505.2287927', '0.0']
['1731067786.39', '10505.5438566', '10505.7315201', '0.0']
['1731067786.89', '10505.3979868', '10505.8195576', '0.0']
['1731067787.39', '10505.7276564', '10506.0601136', '0.0']
['1731067787.89', '10506.2634805', '10505.8074761', '0.0']
['1731067788.4', '10506.3855173', '10505.784333', '0.0']
['1731067788.9', '10505.9262077', '10506.5338965', '0.0']
['1731067789.4', '10506.7069288', '10506.1381946', '0.0']
['1731067789.9', '10506.4333984', '10506.7057277', '0.0']
['1731067790.4', '10506.5181889', '10506.7693449', '0.0']
['1731067790.9', '10507.0304232', '10507.1018485', '0.0']
['1731067791.4', '10506.8001238', '10507.217906', '0.0']
['1731067791.9', '10507.3586114', '10507.5162631', '0.0']
['1731067792.4', '10507.5080899', '10507.4085113', '0.0']
['1731067792.9', '10507.4875433', '10507.7517505', '0.0']
['1731067793.4', '10507.2853246', '10507.3878698', '0.0']
['1731067793.9', '10508.0465724', '10508.0606757', '0.0']
['1731067794.4', '10507.6614195', '10508.2584629', '0.0']
['1731067794.9', '10508.234066', '10507.8312184', '0.0']
['1731067795.4', '10508.1500378', '10508.3559306', '0.0']
['1731067795.9', '10508.3630402', '10508.6705349', '0.0']
['1731067796.4', '10508.2328056', '10508.531394', '0.0']
['1731067796.9', '10508.8815121', '10508.9362592', '0.0']
['1731067797.4', '10508.907503', '10508.5846257', '0.0']
['1731067797.91', '10509.2134156', '10508.8441038', '0.0']
['1731067798.41', '10509.1928954', '10508.8678521', '0.0']
['1731067798.91', '10509.4289919', '10509.3359954', '0.0']
['1731067799.41', '10509.5655882', '10509.4502863', '0.0']
['1731067799.91', '10509.6322728', '10509.4427755', '0.0']
['1731067800.41', '10509.6932888', '10509.9758617', '0.0']
['1731067800.91', '10509.8322886', '10509.842407', '0.0']
['1731067801.41', '10509.7508484', '10510.2623037', '0.0']
['1731067801.91', '10510.0391887', '10510.3136356', '0.0']
['1731067802.41', '10510.5998235', '10510.319651', '0.0']
['1731067802.91', '10510.316353', '10510.6303687', '0.0']
['1731067803.41', '10510.4617009', '10510.8620096', '0.0']
['1731067803.91', '10511.0556804', '10510.5677617', '0.0']
['1731067804.41', '10511.2122205', '10510.794163', '0.0']
['1731067804.91', '10510.7160931', '10511.1361251', '0.0']
['1731067805.41', '10511.3117408', '10511.1700657', '0.0']
['1731067805.91', '10511.179197', '10511.3728208', '0.0']
['1731067806.41', '10511.6138714', '10511.3872343', '0.0']
['1731067806.91', '10511.3188302', '10511.935519', '0.0']
['1731067807.41', '10511.5153288', '10511.7985449', '0.0']
['1731067807.92', '10511.8925289', '10512.0602484', '0.0']
['1731067808.41', '10511.7507466', '10511.8369811', '0.0']
['1731067808.92', '10512.1854306', '10512.6114134', '0.0']
['1731067809.42', '10512.4663963', '10512.2943152', '0.0']
['1731067809.92', '10512.4392313', '10512.6313136', '0.0']
['1731067810.42', '10513.0722149', '10513.0729015', '0.0']
['1731067810.92', '10512.615506', '10513.0096392', '0.0']
['1731067811.42', '10513.0694349', '10512.6950986', '0.0']
['1731067811.92', '10513.2547348', '10513.3938606', '0.0']
['1731067812.42', '10513.4539658', '10513.0832956', '0.0']
['1731067812.92', '10513.3321822', '10513.7256075', '0.0']
['1731067813.42', '10513.7679971', '10513.4872978', '0.0']
['1731067813.92', '10513.6842657', '10514.1132912', '0.0']
['1731067814.42', '10513.8967908', '10513.9273118', '0.0']
['1731067814.92', '10513.8344347', '10514.015397', '0.0']
['1731067815.42', '10514.417906', '10513.9238847', '0.0']
['1731067815.92', '10514.2199361', '10514.1207948', '0.0']
['1731067816.42', '10514.4313793', '10514.2288498', '0.0']
['1731067816.92', '10514.6094727', '10514.6981466', '0.0']
['1731067817.42', '10514.8716424', '10514.6678314', '0.0']
['1731067817.92', '10514.6532637', '10514.6098642', '0.0']
['1731067818.42', '10515.0759118', '10515.1358301', '0.0']
['1731067818.92', '10515.3758467', '10515.6124733', '0.0']
['1731067819.43', '10515.0865752', '10515.5852435', '0.0']
['1731067819.93', '10515.2592976', '10515.3202069', '0.0']
['1731067820.43', '10515.4516647', '10515.5127644', '0.0']
['1731067820.93', '10516.142638', '10515.6022784', '0.0']
['1731067821.43', '10516.0083459', '10516.0688369', '0.0']
['1731067821.93', '10516.4723896', '10515.8456846', '0.0']
['1731067822.43', '10516.6082106', '10516.185174', '0.0']
['1731067822.93', '10516.4114047', '10516.846978', '0.0']
['1731067823.43', '10516.8259261', '10516.712285', '0.0']
['1731067823.93', '10516.6099803', '10516.7999355', '0.0']
['1731067824.43', '10517.1105677', '10517.1608629', '0.0']
['1731067824.93', '10516.81216', '10517.2400884', '0.0']
['1731067825.43', '10516.9754266', '10516.8882801', '0.0']
['1731067825.93', '10517.186959', '10517.6552909', '0.0']
['1731067826.43', '10517.7875985', '10517.4154217', '0.0']
['1731067826.93', '10517.81528', '10517.3901856', '0.0']
['1731067827.43', '10517.987834', '10517.5988302', '0.0']
['1731067827.93', '10518.1387139', '10517.876479', '0.0']
['1731067828.44', '10518.4388657', '10518.2579692', '0.0']
['1731067828.93', '10518.2377933', '10518.519695', '0.0']
['1731067829.44', '10518.0741615', '10518.5378811', '0.0']
['1731067829.94', '10518.6897768', '10518.6432033', '0.0']
['1731067830.44', '10518.4539111', '10518.6992964', '0.0']
['1731067830.94', '10519.0506343', '10519.1261576', '0.0']
['1731067831.44', '10519.3747787', '10519.2090317', '0.0']
['1731067831.94', '10519.4026926', '10519.2896633', '0.0']
['1731067832.44', '10519.265084', '10519.2920681', '0.0']
['1731067832.94', '10519.3039218', '10519.7973073', '0.0']
['1731067833.44', '10519.3459209', '10519.3407314', '0.0']
['1731067833.94', '10519.6234716', '10520.0591732', '0.0']
['1731067834.44', '10519.6407384', '10520.1028928', '0.0']
['1731067834.94', '10520.349864', '10520.3844344', '0.0']
['1731067835.44', '10520.380064', '10520.4299411', '0.0']
['1731067835.94', '10520.5061946', '10520.2270629', '0.0']
['1731067836.44', '10520.4355514', '10520.7078503', '0.0']
['1731067836.94', '10520.541426', '10520.6977338', '0.0']
['1731067837.44', '10520.7617265', '10520.6174044', '0.0']
['1731067837.94', '10520.8450419', '10521.0775565', '0.0']
['1731067838.44', '10521.4339376', '10521.2178372', '0.0']
['1731067838.94', '10520.995029', '10521.085154', '0.0']
['1731067839.45', '10521.7427501', '10521.304837', '0.0']
['1731067839.95', '10521.5071079', '10521.4472996', '0.0']
['1731067840.44', '10521.5257695', '10521.9646025', '0.0']
['1731067840.94', '10521.7916657', '10522.11033', '0.0']
['1731067841.45', '10521.9088734', '10521.7894442', '0.0']
['1731067841.95', '10522.1525698', '10522.3542528', '0.0']
['1731067842.45', '10522.542751', '10522.69924', '0.0']
['1731067842.95', '10522.8206198', '10522.1104667', '0.0']
['1731067843.45', '10522.8283477', '10522.516897', '0.0']
['1731067843.95', '10522.5218068', '10522.7832099', '0.0']
['1731067844.45', '10522.6054865', '10523.0300714', '0.0']
['1731067844.95', '10523.2804544', '10523.3416533', '0.0']
['1731067845.45', '10523.0073164', '10523.0286914', '0.0']
['1731067845.95', '10523.5440668', '10523.5350038', '0.0']
['1731067846.45', '10523.531814', '10523.6573579', '0.0']
['1731067846.95', '10523.7239527', '10523.4135537', '0.0']
['1731067847.45', '10523.5749939', '10524.0242297', '0.0']
['1731067847.95', '10523.8027285', '10524.0516552', '0.0']
['1731067848.45', '10523.9515162', '10524.2527962', '0.0']
['1731067848.95', '10523.9032784', '10524.0201697', '0.0']
['1731067849.45', '10524.5329831', '10524.5061126', '0.0']
['1731067849.95', '10524.4154716', '10524.4168525', '0.0']
['1731067850.45', '10524.4927296', '10524.7651471', '0.0']
['1731067850.96', '10525.0032706', '10524.9574292', '0.0']
['1731067851.46', '10525.1816934', '10525.204057', '0.0']
['1731067851.96', '10525.4794822', '10525.0328865', '0.0']
['1731067852.46', '10525.3859752', '10525.2848404', '0.0']
['1731067852.96', '10525.3515527', '10525.5483965', '0.0']
['1731067853.46', '10525.4955832', '10525.7388685', '0.0']
['1731067853.96', '10526.0218658', '10525.5315082', '0.0']
['1731067854.46', '10525.8109005', '10525.9078517', '0.0']
['1731067854.96', '10526.2025452', '10526.3926704', '0.0']
['1731067855.46', '10526.5998311', '10526.3947203', '0.0']
['1731067855.96', '10526.2325908', '10526.3646682', '0.0']
['1731067856.46', '10526.1887359', '10526.3365758', '0.0']
['1731067856.96', '10526.5711117', '10526.3374771', '0.0']
['1731067857.46', '10526.8387637', '10526.8419594', '0.0']
['1731067857.96', '10527.2538112', '10527.1190045', '0.0']
['1731067858.46', '10527.2970087', '10527.4531764', '0.0']
['1731067858.96', '10526.9282474', '10527.3592292', '0.0']
['1731067859.46', '10527.2845855', '10527.1839791', '0.0']
['1731067859.97', '10527.790825', '10527.4556187', '0.0']
['1731067860.47', '10527.8542767', '10527.7765835', '0.0']
['1731067860.96', '10527.779503', '10527.5699027', '0.0']
['1731067861.47', '10528.2917556', '10528.1409327', '0.0']
['1731067861.97', '10528.4315462', '10527.9901556', '0.0']
['1731067862.47', '10528.0967933', '10528.1720072', '0.0']
['1731067862.97', '10528.3577101', '10528.1781439', '0.0']
['1731067863.47', '10528.2935922', '10528.6094125', '0.0']
['1731067863.97', '10528.7073969', '10529.1323511', '0.0']
['1731067864.47', '10528.7826008', '10529.2377598', '0.0']
['1731067864.97', '10528.8120097', '10529.1041642', '0.0']
['1731067865.47', '10528.9489023', '10529.0531073', '0.0']
['1731067865.97', '10529.7246954', '10529.4087858', '0.0']
['1731067866.47', '10529.4455694', '10529.7792151', '0.0']
['1731067866.97', '10529.4036475', '10529.8263029', '0.0']
['1731067867.47', '10529.9478793', '10529.8699652', '0.0']
['1731067867.97', '10529.6983619', '10529.7827328', '0.0']
['1731067868.47', '10530.0594691', '10530.1897402', '0.0']
['1731067868.97', '10530.4428641', '10529.9259885', '0.0']
['1731067869.47', '10530.2577009', '10530.6466245', '0.0']
['1731067869.97', '10530.2943585', '10530.6772474', '0.0']
['1731067870.47', '10530.6622017', '10530.4997937', '0.0']
['1731067870.97', '10530.7930771', '10530.7826959', '0.0']
['1731067871.48', '10531.2187548', '10531.2413913', '0.0']
['1731067871.98', '10531.1969988', '10531.2970756', '0.0']
['1731067872.48', '10531.6056971', '10531.493541', '0.0']
['1731067872.98', '10531.7377119', '10531.5341345', '0.0']
['1731067873.48', '10531.4033348', '10531.5071695', '0.0']
['1731067873.98', '10531.5116144', '10531.4747046', '0.0']
['1731067874.48', '10531.8738755', '10531.8214', '0.0']
['1731067874.98', '10531.9248104', '10532.242896', '0.0']
['1731067875.48', '10532.462258', '10532.0343513', '0.0']
['1731067875.98', '10532.3427507', '10532.1665248', '0.0']
['1731067876.48', '10532.4898641', '10532.4079623', '0.0']
['1731067876.98', '10532.4947098', '10532.9993295', '0.0']
['1731067877.48', '10532.9154295', '10533.0517271', '0.0']
['1731067877.98', '10533.1434977', '10533.1157302', '0.0']
['1731067878.48', '10533.200641', '10533.2947856', '0.0']
['1731067878.98', '10533.5072925', '10533.6471724', '0.0']
['1731067879.48', '10533.1572394', '10533.3992142', '0.0']
['1731067879.98', '10533.220064', '10533.4387189', '0.0']
['1731067880.48', '10533.4114959', '10533.75962', '0.0']
['1731067880.99', '10533.8393838', '10533.7467694', '0.0']
['1731067881.49', '10533.7336043', '10533.6988435', '0.0']
['1731067881.99', '10534.0666217', '10534.2740423', '0.0']
['1731067882.49', '10534.5711392', '10534.0824115', '0.0']
['1731067882.99', '10534.8386142', '10534.7974561', '0.0']
['1731067883.49', '10534.5083166', '10534.568', '0.0']
['1731067883.99', '10535.0555015', '10534.4566805', '0.0']
['1731067884.49', '10534.6200438', '10534.609278', '0.0']
['1731067884.99', '10534.8192177', '10534.7193618', '0.0']
['1731067885.49', '10535.5461431', '10535.1111528', '0.0']
['1731067885.99', '10535.7113437', '10535.004351', '0.0']
['1731067886.49', '10535.5031377', '10535.5530663', '0.0']
['1731067886.99', '10535.737454', '10535.6990749', '0.0']
['1731067887.49', '10536.196002', '10535.4804089', '0.0']
['1731067887.99', '10535.6074757', '10535.6929462', '0.0']
['1731067888.5', '10536.4407786', '10536.3207342', '0.0']
['1731067888.99', '10536.0278421', '10536.2282486', '0.0']
['1731067889.49', '10536.6447664', '10536.5911336', '0.0']
['1731067890.0', '10536.4909424', '10536.3465644', '0.0']
['1731067890.5', '10536.8619358', '10536.9502712', '0.0']
['1731067891.0', '10536.745389', '10536.9158587', '0.0']
['1731067891.5', '10537.3680434', '10537.1238951', '0.0']
['1731067892.0', '10537.3419956', '10537.1862852', '0.0']
['1731067892.5', '10537.0937699', '10537.3873175', '0.0']
['1731067893.0', '10537.5690346', '10537.2675921', '0.0']
['1731067893.5', '10537.5569354', '10537.5861396', '0.0']
['1731067894.0', '10538.0453593', '10537.7699114', '0.0']
['1731067894.5', '10537.7106951', '10537.9149021', '0.0']
['1731067895.0', '10538.4114495', '10537.8469116', '0.0']
['1731067895.5', '10537.9475354', '10538.1797897', '0.0']
['1731067896.0', '10538.1766873', '10538.6477782', '0.0']
['1731067896.5', '10538.415332', '10538.8710804', '0.0']
['1731067897.0', '10538.5947832', '10538.8700833', '0.0']
['1731067897.5', '10539.1810419', '10538.4809077', '0.0']
['1731067898.0', '10539.2290512', '10539.2983', '0.0']
['1731067898.5', '10538.9979364', '10538.936857', '0.0']
['1731067899.0', '10539.6145791', '10539.328438', '0.0']
['1731067899.51', '10539.6984477', '10539.5158852', '0.0']
['1731067900.01', '10539.4663586', '10539.2956059', '0.0']
['1731067900.51', '10540.0821424', '10539.7458681', '0.0']
['1731067901.01', '10540.0900714', '10540.1738375', '0.0']
['1731067901.51', '10540.2740463', '10540.1504442', '0.0']
['1731067902.01', '10539.8309872', '10540.2245161', '0.0']
['1731067902.51', '10540.6324661', '10540.304142', '0.0']
['1731067903.01', '10540.1774785', '10540.8159137', '0.0']
['1731067903.51', '10540.7314797', '10540.7896242', '0.0']
['1731067904.01', '10540.8589928', '10540.8144575', '0.0']
['1731067904.51', '10540.8345475', '10540.8255951', '0.0']
['1731067905.01', '10540.9220882', '10540.8838785', '0.0']
['1731067905.51', '10541.5496534', '10541.5380467', '0.0']
['1731067906.01', '10541.6652251', '10541.548971', '0.0']
['1731067906.51', '10541.5394504', '10541.7041307', '0.0']
['1731067907.01', '10541.9460171', '10541.6771634', '0.0']
['1731067907.51', '10541.8652891', '10541.632233', '0.0']
['1731067908.01', '10541.883636', '10541.8103708', '0.0']
['1731067908.51', '10542.3726458', '10542.2034175', '0.0']
['1731067909.02', '10542.5855896', '10542.0096234', '0.0']
['1731067909.52', '10542.6721838', '10542.0669688', '0.0']
['1731067910.02', '10542.7313811', '10542.7567745', '0.0']
['1731067910.52', '10543.0277842', '10542.5837062', '0.0']
['1731067911.02', '10542.8118707', '10542.6215105', '0.0']
['1731067911.52', '10543.1499685', '10542.994462', '0.0']
['1731067912.02', '10542.8285358', '10543.2826369', '0.0']
['1731067912.52', '10543.3954795', '10543.167551', '0.0']
['1731067913.02', '10543.7772866', '10543.6765903', '0.0']
['1731067913.52', '10543.6722328', '10543.3411158', '0.0']
['1731067914.02', '10543.5484536', '10544.0416144', '0.0']
['1731067914.52', '10543.7083046', '10544.0095769', '0.0']
['1731067915.02', '10544.26613', '10544.4271304', '0.0']
['1731067915.52', '10544.4927374', '10544.1838539', '0.0']
['1731067916.02', '10544.0649773', '10544.6402424', '0.0']
['1731067916.52', '10544.4753418', '10544.8911779', '0.0']
['1731067917.02', '10544.4606131', '10544.5115905', '0.0']
['1731067917.52', '10544.9761816', '10544.7278146', '0.0']
['1731067918.02', '10545.3301467', '10545.3182646', '0.0']
['1731067918.52', '10545.1626469', '10544.9744067', '0.0']
['1731067919.03', '10545.0764732', '10545.5176487', '0.0']
['1731067919.53', '10545.2655938', '10545.6065797', '0.0']
['1731067920.03', '10545.8111276', '10545.5388588', '0.0']
['1731067920.53', '10545.7264731', '10545.9315821', '0.0']
['1731067921.03', '10546.0368981', '10546.1850228', '0.0']
['1731067921.53', '10546.2953319', '10546.3784182', '0.0']
['1731067922.03', '10546.1427412', '10545.872948', '0.0']
['1731067922.53', '10546.6937759', '10546.5952091', '0.0']
['1731067923.03', '10546.3675558', '10546.8011081', '0.0']
['1731067923.53', '10546.7974779', '10546.3002513', '0.0']
['1731067924.03', '10547.0451824', '10546.9747138', '0.0']
['1731067924.53', '10546.7944801', '10547.1846063', '0.0']
['1731067925.03', '10547.0619203', '10546.8527037', '0.0']
['1731067925.53', '10547.2721663', '10546.8681134', '0.0']
['1731067926.03', '10547.1229342', '10547.3423587', '0.0']
['1731067926.53', '10547.3463266', '10547.8293264', '0.0']
['1731067927.03', '10547.4514442', '10547.3935836', '0.0']
['1731067927.53', '10548.0810955', '10548.0074002', '0.0']
['1731067928.04', '10548.1680094', '10547.6437444', '0.0']
['1731067928.54', '10548.2728306', '10548.0789144', '0.0']
['1731067929.04', '10548.0803305', '10548.6295633', '0.0']
['1731067929.54', '10548.263107', '10548.2192455', '0.0']
['1731067930.04', '10548.9261512', '10548.2520265', '0.0']
['1731067930.54', '10548.4200482', '10548.8769253', '0.0']
['1731067931.04', '10548.6132428', '10549.0951743', '0.0']
['1731067931.54', '10549.1948079', '10548.9085158', '0.0']
['1731067932.04', '10549.1980426', '10549.4040457', '0.0']
['1731067932.54', '10549.6071085', '10549.082871', '0.0']
['1731067933.04', '10549.758242', '10549.6182271', '0.0']
['1731067933.54', '10549.7353714', '10549.8692759', '0.0']
['1731067934.04', '10549.5014711', '10549.4956364', '0.0']
['1731067934.54', '10550.242637', '10549.7658177', '0.0']
['1731067935.04', '10549.8613475', '10550.164112', '0.0']
['1731067935.54', '10550.092154', '10549.984382', '0.0']
['1731067936.04', '10550.5693881', '10550.4399749', '0.0']
['1731067936.54', '10550.8925413', '10550.5974234', '0.0']
['1731067937.04', '10550.9510529', '10550.6400011', '0.0']
['1731067937.54', '10550.6059071', '10550.5422367', '0.0']
['1731067938.04', '10551.2600992', '10550.827201', '0.0']
['1731067938.55', '10551.2353649', '10550.7506728', '0.0']
['1731067939.05', '10551.2538527', '10551.2148167', '0.0']
['1731067939.55', '10551.1039395', '10551.3735893', '0.0']
['1731067940.05', '10551.6485666', '10551.5990555', '0.0']
['1731067940.55', '10551.3792458', '10551.931223', '0.0']
['1731067941.05', '10551.8374746', '10551.9431473', '0.0']
['1731067941.55', '10551.9930189', '10552.1208046', '0.0']
['1731067942.05', '10552.5044464', '10552.2592607', '0.0']
['1731067942.55', '10552.5741832', '10552.1425226', '0.0']
['1731067943.05', '10552.7176083', '10552.6939964', '0.0']
['1731067943.55', '10552.8930186', '10552.8488088', '0.0']
['1731067944.05', '10553.1346826', '10553.0340742', '0.0']
['1731067944.55', '10553.2725179', '10553.0377598', '0.0']
['1731067945.05', '10553.1509119', '10552.7377068', '0.0']
['1731067945.55', '10553.5888058', '10552.8762984', '0.0']
['1731067946.05', '10553.0955284', '10553.5616317', '0.0']
['1731067946.55', '10553.537544', '10553.3301143', '0.0']
['1731067947.06', '10553.3803934', '10553.8991713', '0.0']
['1731067947.55', '10553.5690143', '10553.64179', '0.0']
['1731067948.06', '10553.867009', '10554.0854718', '0.0']
['1731067948.56', '10554.4532049', '10554.2666163', '0.0']
['1731067949.06', '10554.4154453', '10554.5679426', '0.0']
['1731067949.56', '10554.2304137', '10554.2804267', '0.0']
['1731067950.06', '10554.2263251', '10554.4605206', '0.0']
['1731067950.56', '10554.3504406', '10554.7747588', '0.0']
['1731067951.06', '10554.521536', '10554.8989106', '0.0']
['1731067951.56', '10555.0696723', '10554.8813165', '0.0']
['1731067952.06', '10554.8596455', '10554.9862659', '0.0']
['1731067952.56', '10555.1032884', '10555.6485533', '0.0']
['1731067953.06', '10555.5734303', '10555.8347061', '0.0']
['1731067953.56', '10555.521425', '10555.8801757', '0.0']
['1731067954.06', '10555.829074', '10556.1392055', '0.0']
['1731067954.56', '10556.2106569', '10555.7477917', '0.0']
['1731067955.06', '10555.8458708', '10556.1732637', '0.0']
['1731067955.56', '10556.100394', '10556.4157813', '0.0']
['1731067956.06', '10556.6742385', '10556.4363908', '0.0']
['1731067956.56', '10556.4468401', '10556.3988228', '0.0']
['1731067957.07', '10556.5536967', '10556.6979051', '0.0']
['1731067957.57', '10556.8057413', '10557.1823625', '0.0']
['1731067958.07', '10556.9485176', '10556.6611121', '0.0']
['1731067958.57', '10557.124421', '10557.3334198', '0.0']
['1731067959.07', '10557.4970177', '10557.6061717', '0.0']
['1731067959.57', '10557.2041753', '10557.6499289', '0.0']
['1731067960.07', '10557.7938498', '10557.6445312', '0.0']
['1731067960.57', '10557.3957823', '10557.6128743', '0.0']
['1731067961.07', '10557.500945', '10558.0830384', '0.0']
['1731067961.57', '10557.9390919', '10557.9592757', '0.0']
['1731067962.07', '10558.329444', '10558.3153152', '0.0']
['1731067962.57', '10558.6913825', '10558.5873131', '0.0']
['1731067963.07', '10558.7733486', '10558.1068069', '0.0']
['1731067963.57', '10558.4498776', '10558.6309379', '0.0']
['1731067964.07', '10558.6090444', '10559.1237972', '0.0']
['1731067964.57', '10558.9741141', '10558.7598908', '0.0']
['1731067965.07', '10558.8418232', '10559.2174689', '0.0']
['1731067965.57', '10559.4584918', '10559.1033952', '0.0']
['1731067966.07', '10559.3766835', '10559.4840952', '0.0']
['1731067966.57', '10559.2791286', '10559.782266', '0.0']
['1731067967.07', '10559.3809671', '10559.4238109', '0.0']
['1731067967.57', '10559.6685736', '10560.0341115', '0.0']
['1731067968.08', '10560.1791792', '10560.2075064', '0.0']
['1731067968.58', '10559.8939845', '10560.2812228', '0.0']
['1731067969.08', '10560.4062696', '10559.9398197', '0.0']
['1731067969.58', '10560.7642877', '10560.3577124', '0.0']
['1731067970.08', '10560.67606', '10560.478154', '0.0']
['1731067970.58', '10560.9748063', '10560.6864329', '0.0']
['1731067971.08', '10560.9375178', '10560.5127215', '0.0']
['1731067971.58', '10560.7566743', '10560.7609269', '0.0']
['1731067972.08', '10561.3158275', '10560.9137381', '0.0']
['1731067972.58', '10560.988552', '10561.6586332', '0.0']
['1731067973.08', '10561.7904463', '10561.3658677', '0.0']
['1731067973.58', '10561.7966545', '10561.9029217', '0.0']
['1731067974.08', '10561.8607047', '10561.9970536', '0.0']
['1731067974.58', '10561.9078833', '10561.9339423', '0.0']
['1731067975.08', '10561.8595564', '10561.7322221', '0.0']
['1731067975.59', '10561.9138236', '10562.0652528', '0.0']
['1731067976.08', '10562.5274476', '10562.406472', '0.0']
['1731067976.58', '10562.5190837', '10562.4341839', '0.0']
['1731067977.08', '10562.4859216', '10562.7903728', '0.0']
['1731067977.58', '10563.0213771', '10562.5689691', '0.0']
['1731067978.08', '10563.1485429', '10562.8467714', '0.0']
['1731067978.58', '10563.2098501', '10563.0042298', '0.0']
['1731067979.09', '10562.9142178', '10563.2328303', '0.0']
['1731067979.59', '10563.4538816', '10563.1601832', '0.0']
['1731067980.09', '10563.6005549', '10563.3055463', '0.0']
['1731067980.59', '10563.6679654', '10563.6518954', '0.0']
['1731067981.09', '10563.7160418', '10564.2476028', '0.0']
['1731067981.59', '10563.9410061', '10564.1015644', '0.0']
['1731067982.09', '10564.3103732', '10564.2404664', '0.0']
['1731067982.59', '10564.106907', '10564.4821593', '0.0']
['1731067983.09', '10564.8302333', '10564.3844389', '0.0']
['1731067983.59', '10564.2746251', '10564.9651202', '0.0']
['1731067984.09', '10564.5398057', '10564.9259901', '0.0']
['1731067984.59', '10564.5858837', '10564.7114781', '0.0']
['1731067985.09', '10565.2320809', '10564.7251394', '0.0']
['1731067985.59', '10564.9339546', '10564.9010675', '0.0']
['1731067986.09', '10565.1265755', '10565.4218833', '0.0']
['1731067986.59', '10565.4518515', '10565.8977102', '0.0']
['1731067987.09', '10565.3325749', '10565.6041563', '0.0']
['1731067987.59', '10566.0585627', '10566.1096469', '0.0']
['1731067988.09', '10565.9059102', '10566.1638169', '0.0']
['1731067988.59', '10566.0462646', '10566.1202449', '0.0']
['1731067989.1', '10566.6388068', '10566.4532408', '0.0']
['1731067989.6', '10566.6817415', '10566.271545', '0.0']
['1731067990.1', '10566.8702008', '10566.894523', '0.0']
['1731067990.6', '10566.39872', '10566.5507324', '0.0']
['1731067991.1', '10566.6275796', '10567.1681338', '0.0']
['1731067991.6', '10567.0580709', '10566.8522834', '0.0']
['1731067992.1', '10567.2576257', '10567.1050617', '0.0']
['1731067992.6', '10567.5730373', '10567.6936076', '0.0']
['1731067993.1', '10567.3434611', '10567.8254341', '0.0']
['1731067993.6', '10567.7221585', '10567.8560854', '0.0']
['1731067994.1', '10567.434315', '10567.8767985', '0.0']
['1731067994.6', '10567.6504697', '10568.0668779', '0.0']
['1731067995.1', '10568.2158535', '10567.8066406', '0.0']
['1731067995.6', '10568.5212263', '10568.4127142', '0.0']
['1731067996.1', '10568.4350295', '10568.6871377', '0.0']
['1731067996.6', '10568.6641222', '10568.3150135', '0.0']
['1731067997.1', '10568.3142625', '10568.9607194', '0.0']
['1731067997.61', '10568.8375656', '10568.7615758', '0.0']
['1731067998.11', '10569.1187374', '10569.0583689', '0.0']
['1731067998.61', '10568.8350753', '10568.9886211', '0.0']
['1731067999.11', '10569.0892171', '10568.9527088', '0.0']
['1731067999.61', '10569.0637957', '10569.7019357', '0.0']
['1731068000.11', '10569.8834505', '10569.7439125', '0.0']
['1731068000.61', '10569.9257455', '10569.9031902', '0.0']
['1731068001.11', '10570.2121975', '10569.6013597', '0.0']
['1731068001.61', '10570.3384306', '10570.0070391', '0.0']
['1731068002.11', '10570.5386534', '10570.416422', '0.0']
['1731068002.61', '10570.5495916', '10570.2208946', '0.0']
['1731068003.11', '10570.5414233', '10570.1359795', '0.0']
['1731068003.61', '10570.5083061', '10570.974335', '0.0']
['1731068004.11', '10571.097866', '10570.8565102', '0.0']
['1731068004.61', '10570.9068708', '10570.9161118', '0.0']
['1731068005.11', '10571.4053577', '10570.8869765', '0.0']
