timestamp,variable1,variable2,variable3,variable4,variable5
0,-0.8960471308174532,0.2035313162190229,-0.0763588934926046,-0.6567223753751468,-0.4812327981636473
1,-0.2412305246459627,-0.4282083749505076,-1.1248953188364956,-0.2701659945164593,-0.1761397164426001
2,-0.427336296926281,0.07090088381879,-1.2710549417632198,-1.139062638216518,-0.7021622711340607
3,-0.5272819894471927,-0.5782901800349818,-1.2491663025809567,-1.0501204620897402,-0.9686803655110676
4,-0.6789237298237485,-0.3269904133819088,-1.3109487518857317,-1.0124910798822573,-0.547862321757899
5,-0.8684759052944432,0.339652023156104,-0.0057503800014337,-1.2656341965507782,-0.8950372078542631
6,-0.0413391396041393,-0.3339709624556052,-0.415279758250226,-0.2462200240207884,-0.081455656598137
7,-1.099384919049653,-0.2571849226449442,-0.6553487041202077,-1.2348465201992012,-0.677614551915126
8,-1.1407417573341685,-0.6131929254034642,-0.4011580555519918,-1.2553716377669193,-0.9020508419168158
9,-1.0270104520517511,-0.3549126096766947,-0.6200444473746223,-1.1937962850637656,-0.4847396151949237
10,-1.1028313222400294,-0.4386791985610524,-0.5000099744396314,-1.272475902406684,-0.9897212676987258
11,-0.7478517936312739,-0.4980138656874724,-0.5988618933272709,-1.1869545792078595,-0.6039713942583215
12,-1.1614201764764258,-0.4526402967084454,-0.6271052987237394,-1.295395617023969,-0.3655078361315259
13,-0.9959928233383648,-0.4072667277294182,-0.3552625217827306,-1.1219583735767529,-0.8389281353538406
14,-1.0201176456709988,-0.2327530008870064,-0.5812097649544781,-1.2143214026314837,-0.3935623723817371
15,-0.9787608073864836,-0.4875430420769276,-0.5812097649544781,-1.2074796967755774,-0.972187182542344
16,-0.9098327435789584,-0.2502043735712477,-0.4823578460668386,-1.248529931911013,-0.6670941008212966
17,-1.1927824455088498,-0.4107570022662665,-0.5000099744396314,-1.2143214026314837,-0.9581599144172382
18,-0.9787608073864836,-0.5713096309612853,-0.5176621028124242,-1.272475902406684,-0.6530668326961911
19,-1.192437805189812,5.6302101661106585,12.008994275656242,-1.2888959964608584,-0.4707123470698181
20,4.968007897607763,11.83138093572892,24.536003696692365,5.077995473045239,4.324859943200665
21,11.12845360040534,18.032551705347178,37.06301311772849,11.444886942551337,9.120432233471147
22,17.288899303202914,24.234071502419123,49.58966949619715,17.811778412057432,13.916004523741634
23,23.44934500600049,5.700713711754992,5.882999645162236,24.17866988156353,18.711576814012115
24,-0.3687474426898845,0.1511771981662993,5.265175152114489,5.706064070617407,5.84155830922771
25,2.338402263350672,4.618728605332041,4.647350659066742,5.261353189983519,5.350603924849013
26,5.04555196939123,5.212075276596241,4.788567686049085,4.816642309349631,4.859649540470317
27,5.2523361608138055,4.863047822911417,5.141610253504941,5.124519072865399,4.824581370157552
28,5.355728256525094,4.8979505682798985,4.859176199540255,5.09031054358587,5.140194902972429
29,5.4418883362845,5.142269785859276,5.353435793978453,5.192936131424458,4.789513199844789
30,5.528048416043907,4.863047822911417,5.45934856421521,5.363978777822108,5.31553575453625
31,5.631440511755195,5.142269785859276,5.6358698479431375,5.740272599896937,5.420740265474542
32,5.907152766985297,4.932853313648382,5.918303901907822,5.945523775574117,5.596081117038362
33,6.113936958407872,4.688534096069006,5.882999645162236,6.082357892692235,6.122103671729823
34,6.251793086022923,4.932853313648382,6.800910320547461,6.184983480530825,6.192240012355351
35,6.493041309349262,4.723436841437487,6.553780523328363,6.424443185487534,6.858535248297867
36,6.389649213637973,4.932853313648382,5.247523023741696,6.356026126928474,6.402649034231934
37,5.011087937487467,5.142269785859276,5.318131537232868,5.979732304853646,5.105126732659665
38,5.493584384140144,5.840324693228924,5.176914510250525,5.261353189983519,5.140194902972429
39,5.114480033198755,6.328963128387676,5.706478361434308,5.056102014306339,5.175263073285192
40,5.528048416043907,6.6081850913355344,5.600565591197552,5.363978777822108,5.66621745766389
41,5.631440511755195,6.957212545020358,5.882999645162236,5.535021424219757,5.5259447764128335
42,5.70036857556272,7.44585098017911,6.09482518563575,5.6718555413378775,5.8064901389149455
43,5.907152766985297,7.306239998705181,6.165433699126921,5.842898187735527,5.911694649853239
44,6.010544862696584,7.690170197758488,6.553780523328363,5.808689658455996,6.051967331104294
45,6.286257117926685,7.515656470916076,4.4708293753388135,6.184983480530825,6.192240012355351
46,4.425199395123502,7.829781179232416,4.612046402321157,6.048149363412705,4.263490645153328
47,4.6664476184498405,6.36386587375616,4.647350659066742,6.253400539089885,4.403763326404384
48,4.52859149083479,4.618728605332041,4.576742145575571,4.645599662951981,4.3336269857788565
49,4.597519554642315,4.479117623858111,4.612046402321157,4.337722899436212,4.438831496717149
50,4.597519554642315,4.7583395868059695,4.4708293753388135,4.645599662951981,4.36869515609162
51,4.28734326750845,4.548923114595075,4.612046402321157,4.166680253038563,4.36869515609162
52,4.631983586546077,4.7583395868059695,4.400220861847643,4.371931428715742,4.3336269857788565
53,4.28734326750845,4.653631350700523,4.576742145575571,4.269305840877153,4.438831496717149
54,4.735375682257366,4.723436841437487,4.4708293753388135,4.371931428715742,4.544036007655441
55,4.494127458931027,4.653631350700523,4.612046402321157,4.303514370156683,4.36869515609162
56,4.356271331315977,-0.0722003721919876,-0.4541144406703701,4.200888782318093,4.403763326404384
57,1.880030639030629,-0.152476686539497,-0.9377827580848922,-0.1675404066778696,-1.1615553022312697
58,-0.5962100532547182,-0.0582392740445946,-0.3623233731318477,-0.6054095814558519,-1.0563507912929777
59,-0.4066578777840235,-0.0861614703393806,-0.8636438189191626,-0.1949072301014935,-1.1475280341061642
60,-0.7409589872505213,-0.1838891573711312,-0.4011580555519918,-0.6088304343838049,-1.1861030214502046
61,-0.3446226203572507,0.294278454177077,-0.4894186974159557,-0.2188532005971645,-1.0212826209802135
62,-0.3411762171668744,-0.0896517448762287,-0.7153659405877033,-0.2325366123089765,-1.1159666808246764
63,-0.2515697342170915,0.2489048851980499,-0.4046884812265503,-0.4788380231215915,-1.0212826209802135
64,0.0069105050611285,-0.2641654717186407,-0.7224267919368202,-0.0683356717672333,-0.9511462803546856
65,-0.1998736863614475,0.1267452764083618,-0.4576448663449286,-0.4856797289774975,-0.9511462803546856
66,0.0654993592975251,0.1127841782609689,-0.8636438189191626,-0.2906911120841772,-1.0493371572304249
67,0.0069105050611285,-0.0582392740445946,-0.79656573110255,-0.3830541411389078,-1.214157557700416
68,-0.3032657820727354,0.0534495111345486,-0.6977138122149105,-0.4070001116345788,-1.0879121445744653
