Time,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1F1Distance,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F2Distance,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay,S1F4Distance,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1C1Distance
1731068776.81,-0.4742677878317513,0.11508407998349267,-0.16079260305988133,-0.16297516892016395,-1.0389695505235739,-0.16128529061090793,-0.4114523872513189,-0.1264435866502287,-0.300610767209624,-1.0394683740857138,-0.040919754261378345,-0.1555629830017278,-0.2200071895867306,-0.28784352214965636,-1.0380122926351332,-0.9000588213515957,-0.11046935327691401,-0.10618487618330075,0.5327518595898678,1.0309527489952548
1731068777.31,-0.4742677878317513,0.21680978786951718,-0.16079260305988133,-0.0198557565277384,-1.0375930456378977,-0.40881180358707603,-0.027271902498522373,-0.1264435866502287,-0.3113220486223442,-1.0376235524360768,-0.040919754261378345,0.24349688212052137,-0.2200071895867306,-0.2337139927608316,-1.0375569552349182,0.9600569007030418,-0.3427204511378587,-0.10618487618330075,-0.1974056029307407,1.0347198111762224
1731068777.81,1.5345349014458474,0.37063890711179787,-0.16079260305988133,-0.2065200114140296,-1.0347649199553155,1.3238737872461357,-0.5427545782427808,-0.1264435866502287,-0.26490649583389003,-1.0343257027060213,0.519442976377961,-0.11542086639179762,-0.2200071895867306,-0.12481434783656882,-1.0364508446945446,0.9600569007030418,-0.20458417724670866,-0.10618487618330075,-0.36001709021698974,1.0491040695648173
1731068778.31,-0.18729597507781445,0.33094106988798344,-0.16079260305988133,-0.20377942692140866,-1.0371804161097067,-0.40881180358707603,-0.3530958579217801,-0.1264435866502287,-0.22206137018300917,-1.038058628285837,-0.040919754261378345,-0.20278900254282245,-0.2200071895867306,-0.27695355765723007,-1.0363467324072373,-0.9000588213515957,-0.4368352751076532,-0.10618487618330075,-0.3121901821916224,1.0382147658050735
1731068778.81,-0.4742677878317513,0.7626550496969653,-0.16079260305988133,-0.224181555922031,-1.0372041055425092,-0.40881180358707603,-0.722687210342192,-0.1264435866502287,-0.3291741843102112,-1.0376003916505585,-0.040919754261378345,0.16793525085476993,-0.2200071895867306,-0.2955305559090161,-1.0365303562022126,-0.9000588213515957,0.24018426506215923,-0.10618487618330075,-0.37277093235708775,1.031632238528821
1731068779.31,-0.4742677878317513,0.8792674465419199,-0.16079260305988133,-0.2244860653101,-1.0363744588829722,-0.40881180358707603,-0.5792274090737425,-0.1264435866502287,-0.3541671742732251,-1.0371950400601766,0.039132064401382796,0.22932907625819296,-0.2200071895867306,-0.29392909054248284,-1.035645092492385,0.9600569007030418,0.09142212394861286,-0.10618487618330075,-0.11769408955512842,1.0379451188456874
1731068779.81,1.5345349014458474,1.0256532213047358,-0.16079260305988133,-0.1447046056360245,-1.0361754334562026,1.3238737872461357,-0.8248111366688845,-0.1264435866502287,2.3272236060444005,-1.0363115002278673,0.519442976377961,0.18446435769415306,-0.2200071895867306,-0.24972864642616438,-1.0358819830318993,0.9600569007030418,-0.022426453434203072,-0.10618487618330075,-0.14957869490537334,1.0315072772651828
1731068780.31,-0.18729597507781445,0.6882216049023132,-0.16079260305988133,-0.03508122593118794,-1.0337852067089175,-0.40881180358707603,-0.46008282835926756,-0.1264435866502287,-0.047110440441912524,-1.033678953317224,-0.040919754261378345,0.2765550957992876,-0.2200071895867306,-0.22730813129469848,-1.034800512166123,-0.9000588213515957,0.02614893958246513,-0.10618487618330075,-0.16552099758049577,1.0443530975611384
1731068780.81,-0.4742677878317513,0.8891919058478736,-0.16079260305988133,0.10194799869985778,-1.0355839347976867,-0.16128529061090793,-0.8637154895552437,-0.1264435866502287,-0.157793681706688,-1.0363378979113234,-0.040919754261378345,0.2623872899369592,-0.2200071895867306,-0.27086798926440364,-1.0347654609477712,-0.87099451319449,-0.6888201263816193,-0.10618487618330075,-0.2675517347012796,1.0346236306228171
1731068781.31,-0.4742677878317513,0.08282958723914342,-0.16079260305988133,-0.15079479339740431,-1.0351577329134354,-0.40881180358707603,-0.1293958288252152,-0.1264435866502287,-0.09352599323036671,-1.0358864080954167,-0.040919754261378345,0.17029655183182466,-0.2200071895867306,0.7015417812946021,-1.0344015420577275,0.9309925925459387,-0.14234695494410252,-0.10618487618330075,0.18202120073717376,1.034684739707464
