Time,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1F1Distance,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F2Distance,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay,S1F4Distance,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1C1Distance
1731071782.23,-0.4742677878317513,-0.4555723301088396,-0.16079260305988133,-0.15383988727809422,1.042560659045115,-0.40881180358707603,-0.07590234360647133,-0.1264435866502287,-0.3291741843102112,1.0420825823740543,-0.040919754261378345,1.6248579536975383,-0.2200071895867306,-0.10559676343816948,1.0421317239158652,0.9600569007030418,0.45118362847831156,-0.10618487618330075,-0.42378630091747965,-1.032329496551103
1731071782.73,-0.4742677878317513,-0.5796280714332596,-0.16079260305988133,0.257247786615043,1.0408045286914254,-0.40881180358707603,0.18427051632105532,-0.1264435866502287,0.7276722484115159,1.0395756750112735,-0.040919754261378345,1.7405617015732202,-0.2200071895867306,-0.03192935657763875,1.0421199517504602,-0.9000588213515957,-0.1605627273253531,-0.10618487618330075,-0.13682485276527537,-1.0427323528616432
1731071783.23,1.5345349014458474,-0.2893376367341167,-0.16079260305988133,-0.1681518285173368,1.041910348267526,1.3238737872461357,-0.22665671104111282,-0.1264435866502287,0.8990527510150391,1.0411467466284574,0.519442976377961,1.8609880514030113,-0.2200071895867306,9.995075302681723e-05,1.042478753341644,0.9891212088601449,0.31001139252361976,-0.10618487618330075,0.01303279238087564,-1.0403556760773396
1731071783.73,-0.4742677878317513,0.3830444812442399,-0.16079260305988133,-0.18642239180147618,1.0441733039424281,-0.16128529061090793,0.6049238319048138,-0.1264435866502287,1.952328756599193,1.0442082563805997,-0.5212306662379566,0.4324009602848999,-0.2200071895867306,0.12821718007568902,1.0430822818434289,-0.9291231295086987,0.2917956201423692,-0.10618487618330075,-0.35364016914694085,-1.0320727093627557
1731071784.23,-0.18729597507781445,-0.34144104809037307,-0.16079260305988133,-0.20499746447368464,1.0449787974831857,-0.40881180358707603,0.2499216118167864,-0.1264435866502287,0.02429810230955559,1.0454296616828107,0.519442976377961,0.16321264890066048,-0.2200071895867306,-0.07677038684057047,1.0433553011078989,0.9600569007030418,-0.1195772394675393,-0.10618487618330075,-0.11769408955512842,-1.0314022745418012
1731071784.73,-0.4742677878317513,0.1547819172073071,-0.16079260305988133,-0.15688498115878413,1.04441387638016,-0.40881180358707603,0.5927662216278263,-0.1264435866502287,-0.39701229992410586,1.0448084145388234,-0.040919754261378345,0.6968666697150293,-0.2200071895867306,1.2716634517804484,1.0433849406876095,-0.9000588213515957,1.0781097945996851,-0.10618487618330075,-0.11450562902010399,-1.0373647836193394
1731071785.23,1.5345349014458474,-0.11814071370641693,-0.16079260305988133,-0.09902819742567594,1.04283736603474,1.3238737872461357,0.2645107441491711,-0.1264435866502287,-0.33631503858535805,1.0422895902008371,0.519442976377961,0.021534590277376826,-0.2200071895867306,0.03533218881675887,1.0435569658670556,0.9600569007030418,0.3601047665720587,-0.10618487618330075,0.6539133599207985,-1.0457151025439737
1731071785.73,-0.4742677878317513,-0.24467756985732547,-0.16079260305988133,-0.07771254026084659,1.043192078723058,-0.40881180358707603,0.34231944992188945,-0.1264435866502287,-0.2934699129344773,1.0427748793719998,-0.040919754261378345,0.193909561602372,-0.2200071895867306,0.022520465884492715,1.0438278421255003,-0.9000588213515957,-0.25619553232691844,-0.10618487618330075,-0.3281324848667449,-1.0466195304341706
1731071786.23,-0.4742677878317513,-0.23475311055137188,-0.16079260305988133,-0.23179429062375578,1.0451710432201595,-0.40881180358707603,0.8310553830567762,-0.1264435866502287,-0.33274461144778467,1.0452948398381898,-0.040919754261378345,0.4961560866653774,-0.2200071895867306,0.1474347644740882,1.044476612462529,0.9600569007030418,-0.40495767344046485,-0.10618487618330075,-0.34088632700684285,-1.0389655726432534
1731071786.73,-0.4742677878317513,-0.420836722538002,-0.16079260305988133,-0.20377942692140866,1.0443164492747188,-0.40881180358707603,-0.0005251598891504476,-0.1264435866502287,-0.16136410884426133,1.0431323032467554,-0.040919754261378345,0.5197690964359247,-0.2200071895867306,0.10259373421115656,1.0451449022116275,-0.9000588213515957,-0.37004410970973456,-0.10618487618330075,-0.23566712935103462,-1.0409556577500425
