,mean,std
S1F1Bitrate,19.965266331658295,0.3484662798075663
S1F1Jitter,0.5926159798994975,0.4030446270861761
S1F1Datagrams,0.0011635175879396986,0.007236138763835977
S1F1Delay,1.5452057286432161,3.283971001161505
S1F1Distance,4139.701637799079,191.7541747310553
S1F2Bitrate,19.965158793969852,0.40399712660124576
S1F2Jitter,0.8752159798994974,0.41126503367724726
S1F2Datagrams,0.0010758793969849246,0.008508770001605919
S1F2Delay,2.7019462311557785,2.8007853443541713
S1F2Distance,4367.3613038385365,140.4553132997915
S1F4Bitrate,19.851116582914578,1.2491908575028579
S1F4Jitter,0.7438802010050252,0.4234953568889419
S1F4Datagrams,0.0033482412060301513,0.01521878086038737
S1F4Delay,1.7996879396984926,3.1221405748059334
S1F4Distance,5065.203410017843,726.5849166158891
S1C1Bitrate,7.989678391959799,0.3440646151267796
S1C1Jitter,0.9747738693467337,0.6587697600103724
S1C1Datagrams,0.0012225125628140706,0.011513057289850944
S1C1Delay,2.739125125628141,3.13630979281454
S1C1Distance,7711.870186269668,37.43859620045009
