Time,S1_X,S1_Y,S1_Z
1731067770.88,10501.1511009,10500.5261654,0.0
1731067771.38,10501.2076611,10500.7334411,0.0
1731067771.88,10501.0152319,10501.3064759,0.0
1731067772.38,10500.9717813,10501.540495,0.0
1731067772.88,10501.598791,10501.4141522,0.0
1731067773.38,10501.984569,10501.5763292,0.0
1731067773.88,10501.5476973,10501.6972435,0.0
1731067774.38,10502.0928655,10502.1880885,0.0
1731067774.88,10501.920259,10502.1632764,0.0
1731067775.38,10502.1398272,10501.99371,0.0
1731067775.88,10502.1669896,10502.4490125,0.0
1731067776.38,10502.6725386,10502.6493589,0.0
1731067776.88,10502.7398369,10502.9339806,0.0
1731067777.38,10502.6794741,10502.6098043,0.0
1731067777.88,10502.6306541,10503.078904,0.0
1731067778.38,10503.0847094,10502.8684453,0.0
1731067778.88,10503.4074191,10503.0809681,0.0
1731067779.38,10503.2538065,10503.5280563,0.0
1731067779.89,10503.3067588,10503.5377052,0.0
1731067780.39,10503.6764449,10503.5353683,0.0
1731067780.89,10503.8680309,10503.575509,0.0
1731067781.39,10503.796207,10503.7407883,0.0
1731067781.89,10503.923406,10504.4649956,0.0
1731067782.39,10504.3666848,10504.2726138,0.0
1731067782.89,10504.7978879,10504.7261374,0.0
1731067783.39,10504.6043888,10504.4620021,0.0
1731067783.89,10504.4248278,10505.1051819,0.0
1731067784.39,10504.8010082,10504.8929897,0.0
1731067784.89,10504.7277657,10505.1552979,0.0
1731067785.39,10505.5287234,10505.3681112,0.0
1731067785.89,10505.7258898,10505.2287927,0.0
1731067786.39,10505.5438566,10505.7315201,0.0
1731067786.89,10505.3979868,10505.8195576,0.0
1731067787.39,10505.7276564,10506.0601136,0.0
1731067787.89,10506.2634805,10505.8074761,0.0
1731067788.4,10506.3855173,10505.784333,0.0
1731067788.9,10505.9262077,10506.5338965,0.0
1731067789.4,10506.7069288,10506.1381946,0.0
1731067789.9,10506.4333984,10506.7057277,0.0
1731067790.4,10506.5181889,10506.7693449,0.0
1731067790.9,10507.0304232,10507.1018485,0.0
1731067791.4,10506.8001238,10507.217906,0.0
1731067791.9,10507.3586114,10507.5162631,0.0
