Time,Bitrate,Jitter,Datagrams,Delay,S1_X,S1_Y,S1_Z,F2_X,F2_Y,F2_Z,Distance
1731069778.8,19.9,0.948,0.0,1.84,11102.0886046,11102.3227474,0.0,6900.8,10101.2,0.0,4318.9203158316695
1731069779.3,19.8,0.668,0.0,3.13,11102.492937,11102.0869105,0.0,6900.9,10101.35,0.0,4319.126945608959
1731069779.8,20.5,0.602,0.0,1.96,11102.4487002,11102.5236404,0.0,6901.0,10101.5,0.0,4319.053080138277
1731069780.3,19.9,0.809,0.0,2.11,11102.2575972,11102.5161543,0.0,6901.1,10101.65,0.0,4318.733404058943
1731069780.8,19.8,0.633,0.0,1.62,11102.8209717,11102.795207,0.0,6901.2,10101.8,0.0,4319.214071363705
1731069781.3,19.2,0.753,0.0,3.02,11102.8811608,11102.4993071,0.0,6901.3,10101.95,0.0,4319.072026110211
1731069781.8,20.5,0.601,0.03,2.36,11103.0091076,11103.1386368,0.0,6901.4,10102.1,0.0,4319.212595535635
1731069782.3,19.8,0.648,0.0,2.01,11103.4761462,11103.2163188,0.0,6901.5,10102.25,0.0,4319.552882487473
1731069782.8,19.9,0.941,0.0,4.09,11103.0261594,11103.0865066,0.0,6901.6,10102.4,0.0,4318.953027920303
1731069783.3,19.8,0.802,0.0,2.04,11103.6123724,11103.2941007,0.0,6901.7,10102.55,0.0,4319.439354871655
1731069783.8,20.5,0.713,0.0,2.14,11103.5637693,11103.3488164,0.0,6901.8,10102.7,0.0,4319.272719656038
1731069784.3,19.9,0.528,0.0,2.42,11103.8032567,11103.5994553,0.0,6901.9,10102.85,0.0,4319.431727779629
1731069784.8,19.8,0.829,0.0,1.85,11104.1684524,11103.6563055,0.0,6902.0,10103.0,0.0,4319.668128928739
1731069785.3,19.8,1.034,0.0,2.45,11104.040194,11103.7970391,0.0,6902.1,10103.15,0.0,4319.443933055776
1731069785.8,20.5,0.922,0.0,2.18,11104.5366872,11103.8945852,0.0,6902.2,10103.3,0.0,4319.817491112168
1731069786.3,19.8,0.986,0.0,9.75,11104.4971542,11104.1347957,0.0,6902.3,10103.45,0.0,4319.702649848914
1731069786.8,19.9,0.903,0.0,3.26,11104.6881299,11104.3869618,0.0,6902.4,10103.6,0.0,4319.814818902231
1731069787.3,19.8,1.137,0.0,2.53,11104.9746938,11104.6086606,0.0,6902.5,10103.75,0.0,4320.012917865806
1731069787.8,20.5,0.738,0.0,2.45,11104.9389043,11104.54723,0.0,6902.6,10103.9,0.0,4319.831842271176
1731069788.3,19.2,0.954,0.032,1.7,11105.0794793,11105.0305442,0.0,6902.7,10104.05,0.0,4319.9485341736045
1731069788.8,19.8,0.873,0.0,1.51,11105.1852844,11104.7372197,0.0,6902.8,10104.2,0.0,4319.851479686156
1731069789.3,19.8,0.561,0.0,2.24,11105.540711,11105.3702615,0.0,6902.9,10104.35,0.0,4320.211859352284
1731069789.8,20.5,0.752,0.0,1.79,11105.2446998,11105.4941696,0.0,6903.0,10104.5,0.0,4319.820580136447
1731069790.3,19.8,0.721,0.0,2.01,11105.2463511,11105.6372323,0.0,6903.1,10104.65,0.0,4319.723300778727
1731069790.8,19.8,0.796,0.0,6.69,11105.7555414,11105.9386924,0.0,6903.2,10104.8,0.0,4320.156450867518
1731069791.3,19.8,0.595,0.0,1.78,11105.4515341,11105.6428591,0.0,6903.3,10104.95,0.0,4319.660138690626
1731069791.8,20.5,0.284,0.0,1.77,11105.8514902,11105.7929865,0.0,6903.4,10105.1,0.0,4319.95196509342
1731069792.3,19.8,0.372,0.0,3.08,11106.3517525,11106.4191976,0.0,6903.5,10105.25,0.0,4320.451668022148
1731069792.8,19.8,0.837,0.0,1.62,11105.9755977,11106.5764362,0.0,6903.6,10105.4,0.0,4319.990152829815
1731069793.3,19.9,0.946,0.0,1.92,11106.1718313,11106.3582096,0.0,6903.7,10105.55,0.0,4319.998445054434
1731069793.8,20.5,1.21,0.0,2.31,11106.5482541,11106.5002519,0.0,6903.8,10105.7,0.0,4320.265504751265
1731069794.3,19.8,0.392,0.0,1.72,11106.6560458,11106.5879414,0.0,6903.9,10105.85,0.0,4320.25865057475
1731069794.8,19.8,1.011,0.0,2.02,11107.2373287,11106.5197361,0.0,6904.0,10106.0,0.0,4320.676310915077
1731069795.3,19.8,1.126,0.0,1.75,11106.7876407,11107.3003409,0.0,6904.1,10106.15,0.0,4320.287653661122
1731069795.8,20.5,1.274,0.0,1.69,11107.5334553,11107.398534,0.0,6904.2,10106.3,0.0,4320.903888218434
1731069796.3,19.8,0.476,0.0,1.83,11107.1388738,11107.161215,0.0,6904.3,10106.45,0.0,4320.333035189675
1731069796.8,19.9,0.617,0.0,1.84,11107.4731935,11107.4460716,0.0,6904.4,10106.6,0.0,4320.592219702693
1731069797.3,19.8,0.653,0.0,1.63,11107.758199,11107.8113146,0.0,6904.5,10106.75,0.0,4320.822056397301
1731069797.8,19.9,0.465,0.0,2.05,11107.6884426,11107.5103424,0.0,6904.6,10106.9,0.0,4320.552454679325
1731069798.3,20.5,0.662,0.0,1.55,11108.0425175,11108.1900709,0.0,6904.7,10107.05,0.0,4320.92232758064
1731069798.8,19.8,0.464,0.0,1.69,11108.0003022,11108.2786601,0.0,6904.8,10107.2,0.0,4320.769753657533
1731069799.3,19.8,0.708,0.0,1.82,11108.4670092,11108.2429772,0.0,6904.9,10107.35,0.0,4321.083469761133
1731069799.8,20.5,0.805,0.0,1.63,11108.7329602,11108.724082,0.0,6905.0,10107.5,0.0,4321.321610693724
1731069800.3,19.8,0.653,0.0,10.5,11108.5011522,11108.8013115,0.0,6905.1,10107.65,0.0,4320.981971130458
1731069800.8,19.9,0.555,0.0,1.82,11108.9883973,11108.4527936,0.0,6905.2,10107.8,0.0,4321.243212619904
1731069801.3,19.2,0.485,0.032,1.59,11109.0332873,11109.1086982,0.0,6905.3,10107.95,0.0,4321.306780331105
1731069801.8,19.8,0.572,0.0,2.0,11108.8113019,11109.2958019,0.0,6905.4,10108.1,0.0,4321.002153052325
1731069802.3,20.5,0.529,0.0,1.63,11109.2354964,11109.4773949,0.0,6905.5,10108.25,0.0,4321.324845460197
1731069802.8,19.8,0.66,0.0,1.59,11109.0495659,11109.3043512,0.0,6905.6,10108.4,0.0,4320.971855186746
1731069803.3,19.8,0.895,0.0,3.01,11109.7207664,11109.4173206,0.0,6905.7,10108.55,0.0,4321.518945668001
1731069803.8,20.5,0.785,0.0,1.92,11109.6694579,11109.5831164,0.0,6905.8,10108.7,0.0,4321.375409723044
1731069804.3,19.9,0.709,0.0,1.55,11109.914437,11109.3720555,0.0,6905.9,10108.85,0.0,4321.432837618372
1731069804.8,19.8,0.7,0.0,3.51,11109.9470869,11109.996853,0.0,6906.0,10109.0,0.0,4321.477271624935
1731069805.3,19.8,0.631,0.0,1.93,11110.2995821,11110.2772018,0.0,6906.1,10109.15,0.0,4321.753093400143
1731069805.8,20.5,0.599,0.0,1.63,11109.952364,11110.3317006,0.0,6906.2,10109.3,0.0,4321.295917134318
1731069806.3,19.8,0.796,0.0,3.36,11110.0512388,11109.9622705,0.0,6906.3,10109.45,0.0,4321.174525650822
1731069806.8,19.9,0.672,0.0,1.81,11110.1705414,11110.5346444,0.0,6906.4,10109.6,0.0,4321.291118069068
1731069807.3,19.8,0.936,0.0,2.39,11110.9782579,11110.8178311,0.0,6906.5,10109.75,0.0,4322.010437703393
1731069807.8,20.5,0.987,0.0,3.91,11111.1456897,11110.6726475,0.0,6906.6,10109.9,0.0,4322.007675694134
1731069808.3,19.9,0.928,0.0,2.03,11111.1093887,11111.0829026,0.0,6906.7,10110.05,0.0,4321.935351191234
1731069808.8,19.8,1.265,0.0,1.63,11111.4179338,11111.4010746,0.0,6906.8,10110.2,0.0,4322.1771783457425
1731069809.3,19.8,1.008,0.0,2.56,11111.1009492,11110.9939887,0.0,6906.9,10110.35,0.0,4321.642513371001
1731069809.8,20.5,1.056,0.0,7.86,11111.6457393,11111.2452119,0.0,6907.0,10110.5,0.0,4322.0986536813825
1731069810.3,19.2,0.715,0.0,1.96,11111.2206261,11111.7554331,0.0,6907.1,10110.65,0.0,4321.6712423531
1731069810.8,20.5,0.284,0.0,2.04,11111.5005755,11111.8727119,0.0,6907.2,10110.8,0.0,4321.838717913992
1731069811.3,19.8,0.441,0.0,1.75,11111.8603036,11111.8887563,0.0,6907.3,10110.95,0.0,4322.060358263442
1731069811.8,20.5,0.729,0.0,1.67,11111.9519791,11112.1456059,0.0,6907.4,10111.1,0.0,4322.077006491836
1731069812.3,19.9,0.375,0.0,2.12,11112.348553,11111.8170002,0.0,6907.5,10111.25,0.0,4322.254698135618
1731069812.8,19.8,0.697,0.0,1.97,11112.0543974,11112.3050734,0.0,6907.6,10111.4,0.0,4321.949530683352
1731069813.3,19.8,1.452,0.0,1.69,11112.695252,11112.1379251,0.0,6907.7,10111.55,0.0,4322.402256292034
1731069813.8,20.5,0.99,0.0,1.56,11112.3778938,11112.385995,0.0,6907.8,10111.7,0.0,4322.018940914163
1731069814.3,19.8,0.837,0.0,5.28,11112.44696,11112.8542147,0.0,6907.9,10111.85,0.0,4322.062537341681
1731069814.8,19.8,0.446,0.0,1.75,11112.7246297,11112.9513458,0.0,6908.0,10112.0,0.0,4322.223132632631
1731069815.3,19.9,0.423,0.0,1.68,11113.2767622,11112.8014189,0.0,6908.1,10112.15,0.0,4322.593534383432
1731069815.8,20.5,0.911,0.0,3.42,11113.2015881,11112.8853885,0.0,6908.2,10112.3,0.0,4322.407833095256
1731069816.3,19.2,0.353,0.032,1.7,11113.6470514,11113.1156648,0.0,6908.3,10112.45,0.0,4322.762495838546
