Time,Bitrate,Jitter,Datagrams,Delay,S1_X,S1_Y,S1_Z,F1_X,F1_Y,F1_Z,Distance
1731069778.8,19.8,0.643,0.0,1.07,11102.0886046,11102.3227474,0.0,7401.3,9400.8,0.0,4073.2070848235617
1731069779.3,19.8,0.643,0.0,0.972,11102.492937,11102.0869105,0.0,7401.4,9400.9,0.0,4073.3433237044765
1731069779.8,20.5,0.991,0.0,0.763,11102.4487002,11102.5236404,0.0,7401.5,9401.0,0.0,4073.352916253654
1731069780.3,19.8,0.835,0.0,2.24,11102.2575972,11102.5161543,0.0,7401.6,9401.1,0.0,4073.0435281036553
1731069780.8,19.8,0.916,0.0,1.09,11102.8209717,11102.795207,0.0,7401.7,9401.2,0.0,4073.539332772292
1731069781.3,19.8,0.765,0.0,1.25,11102.8811608,11102.4993071,0.0,7401.8,9401.3,0.0,4073.337801030771
1731069781.8,20.5,0.774,0.0,0.829,11103.0091076,11103.1386368,0.0,7401.9,9401.4,0.0,4073.5884689469553
1731069782.3,19.8,0.74,0.0,1.04,11103.4761462,11103.2163188,0.0,7402.0,9401.5,0.0,4073.9126267702195
1731069782.8,19.8,0.851,0.0,0.816,11103.0261594,11103.0865066,0.0,7402.1,9401.6,0.0,4073.3169247522474
1731069783.3,19.8,0.759,0.0,0.856,11103.6123724,11103.2941007,0.0,7402.2,9401.7,0.0,4073.8036322450357
1731069783.8,19.8,0.757,0.0,0.902,11103.5637693,11103.3488164,0.0,7402.3,9401.8,0.0,4073.6496983080283
1731069784.3,20.5,0.624,0.0,1.07,11103.8032567,11103.5994553,0.0,7402.4,9401.9,0.0,4073.839356783436
1731069784.8,19.8,0.586,0.0,0.914,11104.1684524,11103.6563055,0.0,7402.5,9402.0,0.0,4074.0622864091456
1731069785.3,19.8,0.725,0.0,1.97,11104.040194,11103.7970391,0.0,7402.6,9402.1,0.0,4073.8719079814546
1731069785.8,20.5,0.674,0.0,0.906,11104.5366872,11103.8945852,0.0,7402.7,9402.2,0.0,4074.2311323731824
1731069786.3,19.8,0.69,0.0,1.1,11104.4971542,11104.1347957,0.0,7402.8,9402.3,0.0,4074.162919332957
1731069786.8,19.8,0.805,0.0,2.39,11104.6881299,11104.3869618,0.0,7402.9,9402.4,0.0,4074.309141045355
1731069787.3,19.8,0.779,0.0,0.912,11104.9746938,11104.6086606,0.0,7403.0,9402.5,0.0,4074.5294852320235
1731069787.8,20.5,0.726,0.0,0.893,11104.9389043,11104.54723,0.0,7403.1,9402.6,0.0,4074.338676042247
1731069788.3,19.8,0.857,0.0,0.682,11105.0794793,11105.0305442,0.0,7403.2,9402.7,0.0,4074.5356742797962
1731069788.8,19.9,0.904,0.0,0.838,11105.1852844,11104.7372197,0.0,7403.3,9402.8,0.0,4074.3766343647517
1731069789.3,19.8,0.855,0.0,0.782,11105.540711,11105.3702615,0.0,7403.4,9402.9,0.0,4074.831387350336
1731069789.8,20.5,1.005,0.0,1.79,11105.2446998,11105.4941696,0.0,7403.5,9403.0,0.0,4074.4815891128264
1731069790.3,19.8,0.982,0.0,1.46,11105.2463511,11105.6372323,0.0,7403.6,9403.1,0.0,4074.410231675216
1731069790.8,19.8,1.154,0.0,0.97,11105.7555414,11105.9386924,0.0,7403.7,9403.2,0.0,4074.8661678890144
1731069791.3,19.8,1.116,0.0,0.938,11105.4515341,11105.6428591,0.0,7403.8,9403.3,0.0,4074.333723424439
1731069791.8,19.8,0.856,0.0,0.954,11105.8514902,11105.7929865,0.0,7403.9,9403.4,0.0,4074.6271873974433
1731069792.3,19.8,0.529,0.0,0.867,11106.3517525,11106.4191976,0.0,7404.0,9403.5,0.0,4075.2107053248737
1731069792.8,20.5,0.43,0.0,0.754,11105.9755977,11106.5764362,0.0,7404.1,9403.6,0.0,4074.8020421977785
1731069793.3,19.8,0.587,0.0,0.846,11106.1718313,11106.3582096,0.0,7404.2,9403.7,0.0,4074.7564857862303
1731069793.8,20.5,0.536,0.0,2.24,11106.5482541,11106.5002519,0.0,7404.3,9403.8,0.0,4075.0251879966127
1731069794.3,19.8,0.669,0.0,0.741,11106.6560458,11106.5879414,0.0,7404.4,9403.9,0.0,4075.0271231553324
1731069794.8,19.8,0.618,0.0,1.16,11107.2373287,11106.5197361,0.0,7404.5,9404.0,0.0,4075.394113108377
1731069795.3,19.8,0.724,0.0,0.712,11106.7876407,11107.3003409,0.0,7404.6,9404.1,0.0,4075.1791038178562
1731069795.8,20.5,0.595,0.0,1.47,11107.5334553,11107.398534,0.0,7404.7,9404.2,0.0,4075.76506240346
1731069796.3,19.8,0.627,0.0,0.846,11107.1388738,11107.161215,0.0,7404.8,9404.3,0.0,4075.174775884089
1731069796.8,19.9,0.495,0.0,2.04,11107.4731935,11107.4460716,0.0,7404.9,9404.4,0.0,4075.464902954874
1731069797.3,19.8,0.438,0.0,1.03,11107.758199,11107.8113146,0.0,7405.0,9404.5,0.0,4075.743823488677
1731069797.8,20.5,0.436,0.0,2.58,11107.6884426,11107.5103424,0.0,7405.1,9404.6,0.0,4075.4220406637614
1731069798.3,19.8,0.486,0.0,0.905,11108.0425175,11108.1900709,0.0,7405.2,9404.7,0.0,4075.895132490607
1731069798.8,19.8,0.531,0.0,4.64,11108.0003022,11108.2786601,0.0,7405.3,9404.8,0.0,4075.761164902584
1731069799.3,19.8,0.635,0.0,1.29,11108.4670092,11108.2429772,0.0,7405.4,9404.9,0.0,4076.037606867973
1731069799.8,20.5,0.525,0.0,0.93,11108.7329602,11108.724082,0.0,7405.5,9405.0,0.0,4076.34764281684
1731069800.3,19.8,0.503,0.0,1.05,11108.5011522,11108.8013115,0.0,7405.6,9405.1,0.0,4076.036690434828
1731069800.8,19.8,0.746,0.0,1.16,11108.9883973,11108.4527936,0.0,7405.7,9405.2,0.0,4076.201053981881
1731069801.3,19.8,0.635,0.0,1.52,11109.0332873,11109.1086982,0.0,7405.8,9405.3,0.0,4076.3833063426146
1731069801.8,20.5,0.711,0.0,1.07,11108.8113019,11109.2958019,0.0,7405.9,9405.4,0.0,4076.127207714597
1731069802.3,19.8,0.712,0.0,0.939,11109.2354964,11109.4773949,0.0,7406.0,9405.5,0.0,4076.4558263431663
1731069802.8,19.9,0.736,0.0,2.12,11109.0495659,11109.3043512,0.0,7406.1,9405.6,0.0,4076.081942735795
1731069803.3,19.8,0.815,0.0,5.11,11109.7207664,11109.4173206,0.0,7406.2,9405.7,0.0,4076.606281659842
1731069803.8,20.5,0.971,0.0,0.802,11109.6694579,11109.5831164,0.0,7406.3,9405.8,0.0,4076.4963203020593
1731069804.3,19.8,0.915,0.0,1.22,11109.914437,11109.3720555,0.0,7406.4,9405.9,0.0,4076.4980349482353
1731069804.8,19.8,0.72,0.0,1.25,11109.9470869,11109.996853,0.0,7406.5,9406.0,0.0,4076.656178843391
1731069805.3,19.8,0.555,0.0,1.7,11110.2995821,11110.2772018,0.0,7406.6,9406.1,0.0,4076.960942857141
1731069805.8,20.5,0.704,0.0,0.832,11109.952364,11110.3317006,0.0,7406.7,9406.2,0.0,4076.5356522985835
1731069806.3,19.8,0.631,0.0,1.29,11110.0512388,11109.9622705,0.0,7406.8,9406.3,0.0,4076.3384145086575
1731069806.8,19.9,0.719,0.0,1.08,11110.1705414,11110.5346444,0.0,7406.9,9406.4,0.0,4076.553395829052
1731069807.3,19.8,0.778,0.0,1.71,11110.9782579,11110.8178311,0.0,7407.0,9406.5,0.0,4077.2728881448843
1731069807.8,20.5,0.749,0.0,0.702,11111.1456897,11110.6726475,0.0,7407.1,9406.6,0.0,4077.2316661360815
1731069808.3,19.8,0.548,0.0,1.25,11111.1093887,11111.0829026,0.0,7407.2,9406.7,0.0,4077.237525381028
1731069808.8,19.9,0.695,0.0,1.26,11111.4179338,11111.4010746,0.0,7407.3,9406.8,0.0,4077.5181778903516
1731069809.3,19.8,0.823,0.0,3.68,11111.1009492,11110.9939887,0.0,7407.4,9406.9,0.0,4076.9274022759414
1731069809.8,20.5,0.792,0.0,0.836,11111.6457393,11111.2452119,0.0,7407.5,9407.0,0.0,4077.3946829143756
1731069810.3,19.8,0.918,0.0,0.833,11111.2206261,11111.7554331,0.0,7407.6,9407.1,0.0,4077.089143944573
1731069810.8,19.8,0.871,0.0,0.809,11111.5005755,11111.8727119,0.0,7407.7,9407.2,0.0,4077.2598344685653
1731069811.3,19.9,0.907,0.0,0.881,11111.8603036,11111.8887563,0.0,7407.8,9407.3,0.0,4077.460675568768
1731069811.8,20.5,0.932,0.0,0.952,11111.9519791,11112.1456059,0.0,7407.9,9407.4,0.0,4077.5186872300155
1731069812.3,19.8,0.982,0.0,1.02,11112.348553,11111.8170002,0.0,7408.0,9407.5,0.0,4077.6089365317907
1731069812.8,19.8,1.026,0.0,2.28,11112.0543974,11112.3050734,0.0,7408.1,9407.6,0.0,4077.413097209368
1731069813.3,19.8,0.912,0.0,1.36,11112.695252,11112.1379251,0.0,7408.2,9407.7,0.0,4077.792750080579
1731069813.8,19.8,0.437,0.0,1.19,11112.3778938,11112.385995,0.0,7408.3,9407.8,0.0,4077.4755005625702
1731069814.3,20.5,0.581,0.0,1.02,11112.44696,11112.8542147,0.0,7408.4,9407.9,0.0,4077.6013483552483
1731069814.8,19.9,0.499,0.0,1.02,11112.7246297,11112.9513458,0.0,7408.5,9408.0,0.0,4077.7615426630005
1731069815.3,19.8,0.516,0.0,1.18,11113.2767622,11112.8014189,0.0,7408.6,9408.1,0.0,4078.0677826618257
1731069815.8,20.5,0.517,0.0,0.986,11113.2015881,11112.8853885,0.0,7408.7,9408.2,0.0,4077.9019470802414
1731069816.3,19.8,0.676,0.0,2.62,11113.6470514,11113.1156648,0.0,7408.8,9408.3,0.0,4078.2702369037215
1731069816.8,19.8,0.668,0.0,0.89,11113.2116572,11113.1987764,0.0,7408.9,9408.4,0.0,4077.7768111659507
1731069817.3,19.8,0.649,0.0,3.94,11113.9612276,11113.6512417,0.0,7409.0,9408.5,0.0,4078.514246032537
1731069817.8,19.9,0.423,0.0,0.914,11113.8399657,11113.4349479,0.0,7409.1,9408.6,0.0,4078.18101768865
1731069818.3,20.5,0.429,0.0,3.24,11114.2919976,11113.8459429,0.0,7409.2,9408.7,0.0,4078.6308238510483
1731069818.8,19.9,0.475,0.0,1.07,11114.2388661,11114.3664772,0.0,7409.3,9408.8,0.0,4078.667553219651
1731069819.3,19.8,0.481,0.0,1.25,11113.9163469,11114.368331,0.0,7409.4,9408.9,0.0,4078.2427088751406
1731069819.8,20.5,0.49,0.0,1.11,11114.0266023,11114.3775023,0.0,7409.5,9409.0,0.0,4078.2140420163546
1731069820.3,19.9,0.538,0.0,0.808,11114.3091224,11114.2310697,0.0,7409.6,9409.1,0.0,4078.27679865529
1731069820.8,19.8,0.542,0.0,1.39,11114.4625643,11114.6057031,0.0,7409.7,9409.2,0.0,4078.4401760973174
1731069821.3,19.8,0.564,0.0,1.27,11114.7996154,11114.8351195,0.0,7409.8,9409.3,0.0,4078.709623638587
1731069821.8,20.5,0.628,0.0,2.16,11114.7459812,11114.9154106,0.0,7409.9,9409.4,0.0,4078.5618249829045
1731069822.3,19.8,0.612,0.0,0.982,11114.7767272,11114.8530409,0.0,7410.0,9409.5,0.0,4078.431020933126
1731069822.8,19.8,0.623,0.0,0.838,11115.6123304,11115.2233333,0.0,7410.1,9409.6,0.0,4079.2122506488718
1731069823.3,19.8,0.682,0.0,0.766,11115.1266484,11115.5625777,0.0,7410.2,9409.7,0.0,4078.780283862046
1731069823.8,20.5,0.741,0.0,0.657,11115.6853775,11115.2756425,0.0,7410.3,9409.8,0.0,4079.035175498197
1731069824.3,19.8,0.81,0.0,1.04,11115.6334293,11115.6452935,0.0,7410.4,9409.9,0.0,4079.0099009317987
1731069824.8,19.8,0.809,0.0,1.09,11115.9787589,11116.1681929,0.0,7410.5,9410.0,0.0,4079.409606195821
1731069825.3,19.8,1.116,0.0,1.04,11115.8324939,11115.6890106,0.0,7410.6,9410.1,0.0,4078.943699897302
1731069825.8,20.5,0.815,0.0,0.757,11115.8802914,11116.4695635,0.0,7410.7,9410.2,0.0,4079.1809000221447
1731069826.3,19.8,0.715,0.0,1.11,11116.2664875,11116.1918595,0.0,7410.8,9410.3,0.0,4079.282893633874
1731069826.8,19.8,0.557,0.0,0.837,11116.7241408,11116.8453326,0.0,7410.9,9410.4,0.0,4079.8392414025816
1731069827.3,19.8,0.871,0.0,0.722,11116.3645242,11116.4841388,0.0,7411.0,9410.5,0.0,4079.228865733948
1731069827.8,20.5,0.611,0.0,1.09,11116.7611003,11116.9858515,0.0,7411.1,9410.6,0.0,4079.666268762187
1731069828.3,19.2,0.643,0.032,1.06,11116.876452,11116.7991185,0.0,7411.2,9410.7,0.0,4079.5602911409196
1731069828.8,19.9,0.759,0.0,1.04,11117.0496345,11117.338163,0.0,7411.3,9410.8,0.0,4079.8103945370176
1731069829.3,19.8,0.769,0.0,1.1,11117.0699527,11117.2183205,0.0,7411.4,9410.9,0.0,4079.646064209194
1731069829.8,20.5,0.735,0.0,1.47,11117.2431085,11117.6877731,0.0,7411.5,9411.0,0.0,4079.867049432406
1731069830.3,19.8,0.706,0.0,0.826,11117.389508,11117.5576569,0.0,7411.6,9411.1,0.0,4079.812938407289
1731069830.8,19.8,0.78,0.0,0.782,11117.9555265,11117.5939038,0.0,7411.7,9411.2,0.0,4080.2095758229866
1731069831.3,19.8,0.923,0.0,0.94,11117.684143,11118.0879999,0.0,7411.8,9411.3,0.0,4080.037078010627
1731069831.8,20.5,0.94,0.0,3.7,11117.7811836,11117.9564485,0.0,7411.9,9411.4,0.0,4079.937531246952
1731069832.3,19.8,0.919,0.0,2.42,11118.4915896,11118.0054829,0.0,7412.0,9411.5,0.0,4080.4706673303385
1731069832.8,19.8,0.943,0.0,0.755,11117.9269347,11118.4044239,0.0,7412.1,9411.6,0.0,4079.9919866824016
1731069833.3,19.8,0.984,0.0,1.16,11118.2225502,11118.6715953,0.0,7412.2,9411.7,0.0,4080.2395971011233
1731069833.8,20.5,0.946,0.0,1.0,11118.2682642,11118.2714355,0.0,7412.3,9411.8,0.0,4079.9810704750817
1731069834.3,19.8,1.136,0.0,1.47,11118.7137716,11118.7256753,0.0,7412.4,9411.9,0.0,4080.443071458677
1731069834.8,19.8,0.792,0.0,3.61,11119.0067749,11118.7960087,0.0,7412.5,9412.0,0.0,4080.6059706487044
1731069835.3,19.9,0.455,0.0,2.94,11118.8985284,11119.3456701,0.0,7412.6,9412.1,0.0,4080.6049257058926
1731069835.8,20.5,0.414,0.0,3.64,11119.0204446,11119.1696656,0.0,7412.7,9412.2,0.0,4080.5093649369956
1731069836.3,19.9,0.437,0.0,3.55,11119.4499867,11118.9758839,0.0,7412.8,9412.3,0.0,4080.6858120405395
1731069836.8,19.8,0.601,0.0,3.21,11119.2344487,11119.3614882,0.0,7412.9,9412.4,0.0,4080.5186640693473
1731069837.3,19.8,0.569,0.0,0.783,11119.967666,11119.8601928,0.0,7413.0,9412.5,0.0,4081.2606024030797
1731069837.8,20.5,0.559,0.0,3.25,11119.6183028,11119.7762378,0.0,7413.1,9412.6,0.0,4080.7754944250914
1731069838.3,19.9,0.474,0.0,0.934,11119.9554815,11120.0988926,0.0,7413.2,9412.7,0.0,4081.0840689799566
1731069838.8,19.8,0.527,0.0,2.56,11119.9670927,11119.7460097,0.0,7413.3,9412.8,0.0,4080.8143324753
1731069839.3,19.9,0.513,0.0,1.25,11120.4953449,11120.2489478,0.0,7413.4,9412.9,0.0,4081.3718681018304
1731069839.8,19.8,0.466,0.0,1.07,11120.4062448,11120.4244289,0.0,7413.5,9413.0,0.0,4081.2316876332484
1731069840.3,20.5,0.795,0.0,0.953,11120.8238417,11120.6332002,0.0,7413.6,9413.1,0.0,4081.565660656968
1731069840.8,19.8,0.554,0.0,0.876,11120.9093388,11120.4175469,0.0,7413.7,9413.2,0.0,4081.420443194892
1731069841.3,19.8,0.627,0.0,1.02,11120.9858553,11121.0414823,0.0,7413.8,9413.3,0.0,4081.6182986781832
1731069841.8,20.5,0.669,0.0,0.883,11121.3037422,11121.2344054,0.0,7413.9,9413.4,0.0,4081.855076303731
1731069842.3,19.8,0.574,0.0,1.63,11121.3013678,11121.3779306,0.0,7414.0,9413.5,0.0,4081.7803049064623
1731069842.8,19.8,0.603,0.0,1.02,11120.9779946,11120.9700283,0.0,7414.1,9413.6,0.0,4081.1832696396837
1731069843.3,19.8,0.693,0.0,4.83,11121.6757692,11121.1560946,0.0,7414.2,9413.7,0.0,4081.762229012343
1731069843.8,19.8,0.743,0.0,1.06,11121.6242762,11121.6070911,0.0,7414.3,9413.8,0.0,4081.7714719608325
1731069844.3,20.5,0.796,0.0,1.01,11121.7438323,11121.9294289,0.0,7414.4,9413.9,0.0,4081.882264456108
1731069844.8,19.9,0.75,0.0,0.959,11121.7019596,11121.7046143,0.0,7414.5,9414.0,0.0,4081.617500325525
1731069845.3,19.8,0.81,0.0,0.815,11122.2473191,11121.7440545,0.0,7414.6,9414.1,0.0,4081.996675610922
1731069845.8,19.8,0.857,0.0,0.869,11122.5397867,11122.4366014,0.0,7414.7,9414.2,0.0,4082.4194015556654
1731069846.3,20.5,0.713,0.0,1.28,11122.198303,11122.4016349,0.0,7414.8,9414.3,0.0,4081.9619513458633
1731069846.8,19.8,0.838,0.0,1.91,11122.2981237,11122.505694,0.0,7414.9,9414.4,0.0,4081.963487035315
