Time,Bitrate,Jitter,Datagrams,Delay,S1_X,S1_Y,S1_Z,F4_X,F4_Y,F4_Z,Distance
1731070780.55,19.9,0.97,0.0,3.0,11401.8530526,11401.8198388,0.0,9600.8,6399.2,0.0,5316.953766005035
1731070781.05,19.8,1.0,0.0,4.965,11401.9252292,11402.2000414,0.0,9600.9,6399.1,0.0,5317.396157939672
1731070781.55,20.5,1.025,0.0,6.93,11402.3043001,11402.1437381,0.0,9601.0,6399.0,0.0,5317.531800153902
1731070782.05,19.2,0.394,0.0,0.847,11402.8231108,11402.5268193,0.0,9601.1,6398.9,0.0,5318.128196537675
1731070782.55,20.5,0.432,0.0,3.22,11402.7787073,11402.9216412,0.0,9601.2,6398.8,0.0,5318.544842202886
1731070783.05,19.2,0.502,0.032,0.735,11402.7411682,11402.8484797,0.0,9601.3,6398.7,0.0,5318.523506516598
1731070783.55,19.8,0.542,0.031,4.92,11402.7634723,11402.8575364,0.0,9601.4,6398.6,0.0,5318.599801635099
1731070784.05,19.8,0.701,0.0,1.03,11402.7861227,11403.4886717,0.0,9601.5,6398.5,0.0,5319.261537062916
1731070784.55,19.8,0.529,0.0,2.13,11403.1116736,11402.9996391,0.0,9601.6,6398.4,0.0,5318.971879771215
1731070785.05,19.8,0.542,0.0,1.12,11403.1788616,11403.4987781,0.0,9601.7,6398.3,0.0,5319.52449915266
1731070785.55,20.5,0.767,0.0,0.861,11403.5846404,11403.3403918,0.0,9601.8,6398.2,0.0,5319.573124979976
1731070786.05,19.8,0.578,0.0,0.744,11403.8295361,11403.7698811,0.0,9601.9,6398.1,0.0,5320.120394466768
1731070786.55,19.8,0.482,0.0,0.813,11403.7456703,11404.2325105,0.0,9602.0,6398.0,0.0,5320.587506059075
1731070787.05,19.2,0.618,0.032,0.812,11404.3584182,11404.2004504,0.0,9602.1,6397.9,0.0,5320.825086924772
1731070787.55,20.5,0.861,0.0,1.33,11403.8711317,11403.9881187,0.0,9602.2,6397.8,0.0,5320.520495836304
1731070788.05,19.2,0.619,0.032,0.782,11404.5259566,11404.3656097,0.0,9602.3,6397.7,0.0,5321.157667838406
1731070788.55,19.8,0.522,0.0,0.79,11404.2236878,11404.6832678,0.0,9602.4,6397.6,0.0,5321.414422181372
1731070789.05,19.8,0.669,0.0,0.857,11404.3948832,11404.6607296,0.0,9602.5,6397.5,0.0,5321.511415204402
1731070789.55,20.5,0.57,0.0,0.845,11405.0419393,11404.4526517,0.0,9602.6,6397.4,0.0,5321.5949866035035
1731070790.05,19.9,0.648,0.0,0.833,11404.5508045,11405.0913044,0.0,9602.7,6397.3,0.0,5322.089821686736
1731070790.55,19.2,0.687,0.032,0.759,11405.2069206,11404.9727263,0.0,9602.8,6397.2,0.0,5322.260646163519
1731070791.05,19.8,0.63,0.0,0.805,11405.4503856,11404.956636,0.0,9602.9,6397.1,0.0,5322.388183828379
1731070791.55,20.5,0.685,0.0,0.79,11405.6874507,11405.1291661,0.0,9603.0,6397.0,0.0,5322.691028911291
1731070792.05,19.8,0.692,0.0,0.975,11405.897708,11405.7391907,0.0,9603.1,6396.9,0.0,5323.396435947851
1731070792.55,19.2,0.732,0.032,0.799,11405.8748865,11405.7389691,0.0,9603.2,6396.8,0.0,5323.4487263978
1731070793.05,19.8,0.818,0.0,0.817,11406.0217418,11405.8544688,0.0,9603.3,6396.7,0.0,5323.667361007582
1731070793.55,20.5,0.739,0.0,0.792,11405.6661803,11406.1169735,0.0,9603.4,6396.6,0.0,5323.854214048104
1731070794.05,19.8,0.91,0.0,0.997,11405.905418,11405.8341106,0.0,9603.5,6396.5,0.0,5323.729287112226
1731070794.55,19.8,0.708,0.0,2.88,11406.2721658,11406.3350431,0.0,9603.6,6396.4,0.0,5324.385041808252
1731070795.05,19.8,0.827,0.0,1.53,11406.3872517,11406.7176948,0.0,9603.7,6396.3,0.0,5324.844298550582
1731070795.55,20.5,0.596,0.0,0.827,11406.3378105,11406.5596299,0.0,9603.8,6396.2,0.0,5324.739071467616
1731070796.05,19.9,0.612,0.0,0.857,11406.6476804,11406.9392416,0.0,9603.9,6396.1,0.0,5325.261411831914
1731070796.55,19.8,0.623,0.0,0.746,11406.78701,11406.604656,0.0,9604.0,6396.0,0.0,5325.053992416754
1731070797.05,19.8,0.983,0.0,2.79,11407.3701049,11406.9171679,0.0,9604.1,6395.9,0.0,5325.605705289736
1731070797.55,20.5,0.672,0.0,3.49,11407.4977006,11406.9261928,0.0,9604.2,6395.8,0.0,5325.717634005343
1731070798.05,19.8,0.789,0.0,2.0,11407.1116404,11407.3112563,0.0,9604.3,6395.7,0.0,5326.009500088655
1731070798.55,19.8,0.828,0.0,1.48,11407.3058971,11407.4860815,0.0,9604.4,6395.6,0.0,5326.300007296939
