Time,S1_X,S1_Y,S1_Z
1731070888.98,11434.5458867,11434.8291303,0.0
1731070889.48,11434.6504293,11434.4263404,0.0
1731070889.98,11434.7381328,11434.8378856,0.0
1731070890.48,11434.9269949,11435.1856412,0.0
1731070890.99,11435.5304533,11435.4475602,0.0
1731070891.48,11435.1869129,11435.6228981,0.0
1731070891.99,11435.8114798,11435.7191458,0.0
1731070892.49,11435.5087543,11436.0054335,0.0
1731070892.99,11435.607163,11436.0729614,0.0
1731070893.49,11435.9064437,11436.1079597,0.0
1731070893.99,11436.2273323,11436.392299,0.0
1731070894.49,11435.93703,11436.5561566,0.0
1731070894.99,11436.590013,11436.7636952,0.0
1731070895.49,11436.7507137,11436.8127222,0.0
1731070895.99,11437.0408717,11436.5271196,0.0
1731070896.49,11436.7941265,11437.1940435,0.0
1731070896.99,11437.2055274,11437.082082,0.0
1731070897.49,11437.2023543,11437.03377,0.0
1731070897.99,11437.4438313,11437.6720842,0.0
1731070898.49,11437.7767806,11437.3313099,0.0
1731070898.99,11437.7068778,11437.3613464,0.0
1731070899.49,11437.5500803,11437.457289,0.0
1731070899.99,11437.5759968,11437.8188375,0.0
1731070900.49,11437.8236423,11437.7228892,0.0
1731070900.99,11438.068673,11438.5071929,0.0
1731070901.49,11438.446628,11438.4558383,0.0
1731070901.99,11438.1564419,11438.3670348,0.0
1731070902.49,11438.5656363,11438.9104992,0.0
1731070902.99,11438.923385,11438.7711435,0.0
1731070903.49,11438.6848855,11438.9386195,0.0
1731070904.0,11438.804384,11438.8241853,0.0
1731070904.5,11439.3862261,11439.5437868,0.0
1731070905.0,11439.2940699,11439.6325156,0.0
1731070905.5,11439.3647309,11439.3283711,0.0
1731070906.0,11439.769644,11439.8592036,0.0
1731070906.5,11440.1430334,11440.1709259,0.0
1731070907.0,11440.2655737,11439.7403408,0.0
1731070907.5,11440.2423458,11440.3107169,0.0
1731070908.0,11440.4510771,11440.0318574,0.0
1731070908.5,11440.8403954,11440.5757304,0.0
1731070909.0,11440.8319366,11440.4707905,0.0
1731070909.5,11440.4179242,11440.6553702,0.0
1731070910.0,11440.5836537,11441.1290482,0.0
1731070910.5,11440.8784735,11441.211672,0.0
1731070911.01,11440.9187653,11440.8845869,0.0
1731070911.51,11441.7395113,11441.5856488,0.0
1731070912.01,11441.5023402,11441.6794089,0.0
1731070912.51,11441.5784867,11441.8908552,0.0
1731070913.01,11441.7760873,11441.5189904,0.0
1731070913.51,11441.7927103,11442.229097,0.0
1731070914.01,11441.8182187,11441.9411786,0.0
1731070914.51,11442.5949165,11442.6174725,0.0
1731070915.01,11442.210971,11442.3918982,0.0
1731070915.51,11442.8526562,11442.9234033,0.0
1731070916.01,11442.937495,11443.0319469,0.0
1731070916.51,11442.7414847,11442.991293,0.0
1731070917.01,11443.3503103,11443.0948372,0.0
1731070917.51,11443.2338641,11443.3358209,0.0
1731070918.01,11443.6515356,11443.0636642,0.0
1731070918.51,11443.6295486,11443.8448686,0.0
1731070919.01,11443.5266416,11443.264309,0.0
1731070919.51,11444.0946602,11443.6157105,0.0
1731070920.01,11443.7313453,11443.9820784,0.0
1731070920.51,11444.0498735,11444.1340827,0.0
1731070921.02,11444.0836051,11444.5832842,0.0
1731070921.52,11444.0920189,11444.2240636,0.0
1731070922.02,11444.8154971,11444.6442489,0.0
1731070922.52,11444.3124562,11444.3183457,0.0
1731070923.02,11444.8013091,11445.0720213,0.0
1731070923.52,11445.2018344,11444.7779994,0.0
1731070924.02,11445.2680171,11445.4211615,0.0
1731070924.52,11445.0559629,11445.175599,0.0
1731070925.02,11445.3594944,11445.7403033,0.0
1731070925.52,11445.785952,11445.5768457,0.0
1731070926.02,11445.4447166,11445.7492922,0.0
1731070926.52,11445.7164418,11445.6183372,0.0
1731070927.02,11445.7329777,11446.2735836,0.0
1731070927.52,11445.8897118,11446.3395242,0.0
1731070928.02,11446.0382177,11446.6340235,0.0
1731070928.52,11446.5331248,11446.7702702,0.0
1731070929.02,11446.7405178,11446.8869935,0.0
1731070929.52,11446.7292279,11446.7810816,0.0
1731070930.02,11446.6332595,11446.8446081,0.0
1731070930.52,11447.1573636,11446.8320033,0.0
1731070931.02,11447.0820616,11447.4934575,0.0
1731070931.52,11447.0959322,11447.3218811,0.0
1731070932.03,11447.3776645,11447.292518,0.0
1731070932.53,11447.6646372,11447.3927869,0.0
1731070933.03,11447.8469919,11447.8867314,0.0
1731070933.53,11447.8381662,11447.9600534,0.0
1731070934.03,11447.9718491,11447.9616651,0.0
1731070934.53,11448.1676838,11448.3332181,0.0
1731070935.03,11448.6489097,11448.7597324,0.0
1731070935.53,11448.895692,11448.7750436,0.0
1731070936.03,11448.6918829,11448.730289,0.0
1731070936.53,11448.9443508,11448.7772064,0.0
1731070937.03,11449.2340498,11449.1254112,0.0
1731070937.53,11449.3435471,11449.1110946,0.0
1731070938.03,11449.6730946,11449.4809392,0.0
1731070938.53,11449.1716614,11449.6960375,0.0
1731070939.03,11449.8062371,11449.4562039,0.0
1731070939.53,11450.0386622,11449.9679461,0.0
1731070940.03,11450.2513338,11449.8739684,0.0
1731070940.53,11450.1310567,11450.3122323,0.0
1731070941.03,11450.5897881,11450.0089334,0.0
1731070941.54,11450.4412615,11450.1513032,0.0
1731070942.04,11450.2776985,11450.5024052,0.0
1731070942.54,11450.7510458,11450.8484375,0.0
1731070943.04,11451.150071,11450.7295976,0.0
1731070943.54,11451.2901964,11451.1573211,0.0
1731070944.04,11450.9255274,11451.3181816,0.0
1731070944.54,11451.1002637,11450.95574,0.0
1731070945.04,11451.2760922,11451.4079646,0.0
1731070945.54,11451.2772046,11451.3137084,0.0
1731070946.04,11451.4450097,11451.5823525,0.0
1731070946.54,11452.2046698,11451.689664,0.0
1731070947.04,11452.0640247,11452.2480289,0.0
1731070947.54,11452.0506303,11452.2115226,0.0
1731070948.04,11452.1226948,11452.2006956,0.0
1731070948.55,11452.7042236,11452.3806801,0.0
1731070949.04,11452.277635,11452.7307805,0.0
1731070949.54,11452.6384857,11452.4919997,0.0
1731070950.04,11452.5856651,11452.8554686,0.0
1731070950.55,11453.17131,11452.7642568,0.0
1731070951.05,11453.1732611,11453.5289507,0.0
1731070951.54,11453.046004,11453.586168,0.0
1731070952.05,11453.8047789,11453.8497028,0.0
1731070952.55,11453.3535634,11453.8863165,0.0
1731070953.05,11453.8564183,11453.6530719,0.0
1731070953.55,11453.9284285,11453.7755044,0.0
1731070954.05,11453.9052841,11454.3197517,0.0
1731070954.55,11453.9008371,11454.0176839,0.0
1731070955.05,11454.2944684,11454.1620361,0.0
1731070955.55,11454.7082651,11454.6699183,0.0
1731070956.05,11454.9414787,11454.9540546,0.0
1731070956.55,11454.5486014,11454.7965821,0.0
1731070957.05,11455.2085975,11455.0976547,0.0
1731070957.55,11455.4948804,11455.2274638,0.0
1731070958.06,11454.9701739,11455.6521818,0.0
1731070958.55,11455.7742391,11455.5634543,0.0
1731070959.05,11455.5723075,11455.6058164,0.0
1731070959.55,11455.9817607,11456.0548157,0.0
1731070960.05,11456.1215642,11455.6259156,0.0
1731070960.55,11456.4171965,11456.0841932,0.0
1731070961.05,11456.3403325,11456.0399353,0.0
1731070961.56,11456.0501285,11456.6332811,0.0
1731070962.06,11456.2291327,11456.3770266,0.0
1731070962.56,11456.7387442,11456.6071736,0.0
1731070963.06,11456.7655464,11456.661399,0.0
1731070963.56,11456.6095727,11457.1065109,0.0
1731070964.06,11457.0104626,11457.2766874,0.0
1731070964.56,11457.0933739,11456.9920858,0.0
1731070965.06,11457.1750321,11457.0703222,0.0
1731070965.56,11457.9339534,11457.8425622,0.0
1731070966.06,11457.9202576,11457.5007771,0.0
1731070966.56,11457.6428981,11458.0431907,0.0
1731070967.06,11458.1742819,11458.0962985,0.0
1731070967.56,11458.0810186,11457.9677713,0.0
1731070968.06,11458.3951547,11458.6575541,0.0
1731070968.56,11458.655451,11458.1710635,0.0
1731070969.06,11458.9152194,11458.5974687,0.0
1731070969.56,11458.7068837,11458.9923165,0.0
1731070970.06,11458.561713,11458.6891418,0.0
1731070970.56,11459.0263568,11459.3538575,0.0
1731070971.06,11458.9093312,11459.2294681,0.0
1731070971.56,11459.1629351,11459.3239039,0.0
1731070972.06,11459.3708876,11459.8409847,0.0
1731070972.57,11459.6785281,11459.7663352,0.0
1731070973.07,11459.6719313,11460.0888545,0.0
1731070973.57,11460.2130601,11459.7890421,0.0
1731070974.07,11460.0476049,11460.46858,0.0
1731070974.57,11460.4259245,11460.3813868,0.0
1731070975.07,11460.7519991,11460.5548795,0.0
1731070975.57,11460.2547576,11460.8975768,0.0
1731070976.07,11460.8347857,11461.0974405,0.0
1731070976.57,11460.6574227,11460.6873649,0.0
1731070977.07,11461.3290783,11461.2488744,0.0
1731070977.57,11461.3763128,11461.0338866,0.0
1731070978.07,11461.1553989,11461.3523846,0.0
1731070978.57,11461.5527308,11461.3918498,0.0
1731070979.07,11461.8393925,11461.2832529,0.0
1731070979.57,11461.7435878,11462.0316813,0.0
1731070980.07,11462.2061098,11461.6327365,0.0
1731070980.57,11461.8106505,11462.1022971,0.0
1731070981.07,11462.3464804,11462.4841577,0.0
1731070981.57,11462.6721796,11462.1531334,0.0
1731070982.07,11462.4547219,11462.6090341,0.0
1731070982.57,11462.3060682,11462.4044385,0.0
1731070983.08,11462.4533699,11462.8992607,0.0
1731070983.58,11462.7278515,11462.8777295,0.0
1731070984.08,11462.8748429,11463.3489842,0.0
1731070984.58,11463.458875,11463.3464007,0.0
1731070985.08,11463.6171186,11463.1851172,0.0
1731070985.58,11463.9136673,11463.6138417,0.0
1731070986.08,11464.0511215,11463.9365736,0.0
1731070986.58,11464.026377,11463.6048022,0.0
1731070987.08,11464.1471936,11464.2631149,0.0
1731070987.58,11463.9000012,11464.3186566,0.0
1731070988.08,11464.1255486,11464.2694112,0.0
1731070988.58,11464.6095397,11464.1428914,0.0
1731070989.08,11464.2642917,11464.6988181,0.0
1731070989.58,11464.5974429,11464.5525773,0.0
1731070990.08,11464.6299925,11464.760601,0.0
1731070990.58,11464.790583,11465.2968573,0.0
1731070991.08,11465.3759351,11465.2895228,0.0
1731070991.58,11465.4912514,11465.0069479,0.0
1731070992.08,11465.4578784,11465.843927,0.0
1731070992.59,11465.3808936,11465.3258387,0.0
1731070993.08,11466.0400279,11466.1176889,0.0
1731070993.59,11465.9966147,11466.0695705,0.0
1731070994.09,11466.3703724,11465.9450468,0.0
1731070994.59,11466.0710099,11466.4643919,0.0
1731070995.09,11466.585027,11466.4385274,0.0
1731070995.59,11466.4989866,11466.7521441,0.0
1731070996.09,11466.4826006,11466.9168188,0.0
1731070996.59,11466.9014667,11466.8474446,0.0
1731070997.09,11466.9468133,11466.8027326,0.0
1731070997.59,11466.916176,11467.1239398,0.0
1731070998.09,11467.4178033,11467.6138837,0.0
1731070998.59,11467.1553932,11467.1412653,0.0
1731070999.09,11467.5285911,11467.4468939,0.0
1731070999.59,11467.6627232,11467.8937115,0.0
1731071000.09,11467.9260979,11467.5680967,0.0
1731071000.59,11468.121272,11468.048479,0.0
1731071001.09,11468.5280744,11468.0891065,0.0
1731071001.59,11468.7457487,11468.3227032,0.0
1731071002.09,11468.6856443,11468.8130529,0.0
1731071002.59,11468.6561265,11468.7264649,0.0
1731071003.09,11468.6461145,11468.5670137,0.0
1731071003.59,11469.0852651,11469.2836946,0.0
1731071004.09,11469.3459216,11469.2754797,0.0
1731071004.6,11469.392636,11469.5600283,0.0
1731071005.09,11469.7496047,11469.7442616,0.0
1731071005.6,11469.2031641,11469.5656937,0.0
1731071006.1,11469.7320654,11469.8055559,0.0
1731071006.6,11469.8895756,11469.6066914,0.0
1731071007.1,11470.2962737,11469.6824051,0.0
1731071007.6,11470.3507342,11470.2926289,0.0
1731071008.1,11470.035532,11470.2426871,0.0
1731071008.6,11470.5498846,11470.1637356,0.0
1731071009.1,11470.6070038,11470.7952534,0.0
1731071009.6,11470.793371,11471.0367526,0.0
1731071010.1,11470.6619764,11471.0482991,0.0
1731071010.6,11470.7241643,11470.8911681,0.0
1731071011.1,11471.2823536,11471.4524038,0.0
1731071011.6,11471.0265157,11471.2046992,0.0
1731071012.1,11471.2791407,11471.2936838,0.0
1731071012.6,11471.4406359,11471.9135574,0.0
1731071013.1,11471.9276964,11472.0657417,0.0
1731071013.6,11472.265841,11471.8852218,0.0
1731071014.1,11471.8483758,11472.3437827,0.0
1731071014.61,11472.6261692,11472.0859402,0.0
1731071015.11,11472.5275036,11472.4488602,0.0
1731071015.61,11472.9345849,11472.2153031,0.0
1731071016.11,11472.6177978,11472.5955331,0.0
1731071016.61,11473.0388991,11473.0488509,0.0
1731071017.11,11473.0073061,11472.9368599,0.0
1731071017.61,11472.9127845,11472.8747805,0.0
1731071018.11,11473.3319699,11473.1019668,0.0
1731071018.61,11473.3715089,11473.8171937,0.0
1731071019.11,11473.6429001,11473.951926,0.0
1731071019.61,11474.1281516,11473.5458037,0.0
1731071020.11,11473.558136,11473.8715826,0.0
1731071020.61,11473.9787157,11474.4454495,0.0
1731071021.11,11474.3988288,11474.4826211,0.0
1731071021.61,11474.3838343,11474.1432973,0.0
1731071022.11,11474.5340755,11474.2661407,0.0
1731071022.61,11474.4101444,11474.792862,0.0
1731071023.11,11474.7296529,11474.9160649,0.0
1731071023.61,11475.1456613,11475.3310784,0.0
1731071024.11,11475.187762,11475.4546524,0.0
1731071024.61,11475.5879794,11475.0076707,0.0
1731071025.12,11475.0811525,11475.7590027,0.0
1731071025.62,11475.6554268,11475.5665462,0.0
1731071026.12,11475.5031948,11475.8896573,0.0
1731071026.62,11476.087449,11475.9070889,0.0
1731071027.12,11476.0950477,11476.329992,0.0
1731071027.62,11476.3373419,11475.9484581,0.0
1731071028.12,11476.527341,11476.3127973,0.0
1731071028.62,11476.7862382,11476.2911286,0.0
1731071029.12,11476.2761589,11476.848273,0.0
1731071029.62,11476.4421947,11477.0748025,0.0
1731071030.12,11476.9622558,11476.8456137,0.0
1731071030.62,11476.853329,11477.0648895,0.0
1731071031.12,11476.858933,11477.0757844,0.0
1731071031.62,11477.7009963,11477.743041,0.0
1731071032.12,11477.7291219,11477.7191576,0.0
1731071032.62,11477.8848108,11477.655168,0.0
1731071033.12,11478.1615145,11477.8826245,0.0
1731071033.62,11478.0547864,11477.9467114,0.0
1731071034.12,11478.4743728,11478.2096162,0.0
1731071034.62,11478.5661831,11478.225778,0.0
1731071035.12,11478.487047,11478.6822302,0.0
1731071035.62,11478.3717599,11478.3281435,0.0
1731071036.12,11478.3960558,11478.4652855,0.0
1731071036.63,11479.2272504,11478.6190175,0.0
1731071037.13,11479.1539232,11479.0764923,0.0
1731071037.63,11478.9237014,11479.2337715,0.0
1731071038.13,11478.95551,11479.4614103,0.0
1731071038.63,11479.1883285,11479.3858979,0.0
1731071039.13,11479.2846088,11479.4904062,0.0
1731071039.63,11479.9431857,11479.4613876,0.0
1731071040.13,11480.2056738,11479.5670566,0.0
1731071040.63,11479.9551061,11480.1665346,0.0
1731071041.13,11480.0433607,11480.4037987,0.0
1731071041.63,11480.1703222,11480.2552786,0.0
1731071042.13,11480.1580613,11480.5088404,0.0
1731071042.63,11480.6919323,11480.5511778,0.0
1731071043.13,11480.5647923,11481.1343702,0.0
1731071043.63,11481.3236528,11481.3425918,0.0
1731071044.13,11481.1584539,11481.4775768,0.0
1731071044.63,11481.111644,11480.9771122,0.0
1731071045.13,11481.4415233,11481.3703864,0.0
1731071045.63,11481.8673283,11481.5478385,0.0
1731071046.14,11481.4670136,11481.548907,0.0
1731071046.64,11482.0668362,11482.1109341,0.0
1731071047.14,11482.2991556,11482.3087175,0.0
1731071047.64,11481.8459279,11482.3233,0.0
1731071048.14,11482.0559033,11482.655329,0.0
1731071048.64,11482.363997,11482.590421,0.0
1731071049.14,11482.6101504,11482.4454879,0.0
1731071049.64,11482.9063196,11482.6025532,0.0
1731071050.14,11482.9634452,11482.9340986,0.0
1731071050.64,11483.1841954,11482.7007446,0.0
1731071051.14,11483.355242,11483.1557233,0.0
1731071051.64,11483.1638967,11483.352112,0.0
1731071052.14,11483.1513468,11483.4046842,0.0
1731071052.64,11483.557205,11483.6227471,0.0
1731071053.14,11483.4752584,11483.8221419,0.0
1731071053.64,11483.9360663,11484.1959372,0.0
1731071054.14,11484.1794218,11484.1228857,0.0
1731071054.64,11484.2971347,11484.0965166,0.0
1731071055.14,11484.355801,11484.1392271,0.0
1731071055.64,11484.6154182,11484.5477195,0.0
1731071056.14,11484.9720039,11484.4741223,0.0
1731071056.64,11484.9460114,11484.6304523,0.0
1731071057.15,11484.8566054,11484.8066499,0.0
1731071057.65,11484.9921977,11485.4685174,0.0
