Time,Bitrate,Jitter,Datagrams,Delay,S1_X,S1_Y,S1_Z,F2_X,F2_Y,F2_Z,Distance
1731070780.55,19.8,1.211,0.0,2.21,11401.8530526,11401.8198388,0.0,7100.8,10401.2,0.0,4415.914109567792
1731070781.05,19.8,1.06,0.0,2.0,11401.9252292,11402.2000414,0.0,7100.9,10401.35,0.0,4415.939178429125
1731070781.55,19.8,0.682,0.0,2.05,11402.3043001,11402.1437381,0.0,7101.0,10401.5,0.0,4416.164237509458
1731070782.05,20.5,0.737,0.0,2.13,11402.8231108,11402.5268193,0.0,7101.1,10401.65,0.0,4416.62497042741
1731070782.55,19.8,0.827,0.0,1.41,11402.7787073,11402.9216412,0.0,7101.2,10401.8,0.0,4416.539812520174
1731070783.05,19.8,0.848,0.0,2.99,11402.7411682,11402.8484797,0.0,7101.3,10401.95,0.0,4416.355272184469
1731070783.55,20.5,0.834,0.0,1.66,11402.7634723,11402.8575364,0.0,7101.4,10402.1,0.0,4416.247656947933
1731070784.05,19.8,0.823,0.0,1.85,11402.7861227,11403.4886717,0.0,7101.5,10402.25,0.0,4416.281375437844
1731070784.55,19.8,0.819,0.0,2.45,11403.1116736,11402.9996391,0.0,7101.6,10402.4,0.0,4416.356226108139
1731070785.05,19.8,0.882,0.0,1.71,11403.1788616,11403.4987781,0.0,7101.7,10402.55,0.0,4416.403384335665
1731070785.55,19.9,1.072,0.0,1.78,11403.5846404,11403.3403918,0.0,7101.8,10402.7,0.0,4416.631327842863
1731070786.05,20.5,1.324,0.0,2.39,11403.8295361,11403.7698811,0.0,7101.9,10402.85,0.0,4416.835783901276
1731070786.55,19.8,1.044,0.0,1.59,11403.7456703,11404.2325105,0.0,7102.0,10403.0,0.0,4416.727561444891
1731070787.05,19.8,1.171,0.0,6.28,11404.3584182,11404.2004504,0.0,7102.1,10403.15,0.0,4417.185699200205
1731070787.55,20.5,1.177,0.0,2.59,11403.8711317,11403.9881187,0.0,7102.2,10403.3,0.0,4416.531584423291
1731070788.05,19.8,1.383,0.0,1.55,11404.5259566,11404.3656097,0.0,7102.3,10403.45,0.0,4417.123525483967
1731070788.55,19.8,1.167,0.0,2.01,11404.2236878,11404.6832678,0.0,7102.4,10403.6,0.0,4416.769718922
1731070789.05,19.8,1.363,0.0,1.72,11404.3948832,11404.6607296,0.0,7102.5,10403.75,0.0,4416.799958650013
1731070789.55,20.5,1.241,0.0,1.65,11405.0419393,11404.4526517,0.0,7102.6,10403.9,0.0,4417.251662501407
1731070790.05,19.8,0.905,0.0,2.34,11404.5508045,11405.0913044,0.0,7102.7,10404.05,0.0,4416.786618945063
1731070790.55,19.8,0.581,0.0,1.85,11405.2069206,11404.9727263,0.0,7102.8,10404.2,0.0,4417.267408719185
1731070791.05,19.8,0.628,0.0,1.98,11405.4503856,11404.956636,0.0,7102.9,10404.35,0.0,4417.369518235252
1731070791.55,20.5,0.663,0.0,5.6,11405.6874507,11405.1291661,0.0,7103.0,10404.5,0.0,4417.508124096801
1731070792.05,19.8,0.72,0.0,2.45,11405.897708,11405.7391907,0.0,7103.1,10404.65,0.0,4417.719738021691
1731070792.55,19.9,0.739,0.0,2.46,11405.8748865,11405.7389691,0.0,7103.2,10404.8,0.0,4417.5660718070485
1731070793.05,19.8,0.774,0.0,2.32,11406.0217418,11405.8544688,0.0,7103.3,10404.95,0.0,4417.603891593521
1731070793.55,20.5,0.961,0.0,2.08,11405.6661803,11406.1169735,0.0,7103.4,10405.1,0.0,4417.185672731933
1731070794.05,19.8,0.889,0.0,3.21,11405.905418,11405.8341106,0.0,7103.5,10405.25,0.0,4417.223216368056
1731070794.55,19.8,0.656,0.0,1.74,11406.2721658,11406.3350431,0.0,7103.6,10405.4,0.0,4417.562532308473
1731070795.05,19.8,0.869,0.0,1.64,11406.3872517,11406.7176948,0.0,7103.7,10405.55,0.0,4417.629945915892
1731070795.55,20.5,0.807,0.0,2.98,11406.3378105,11406.5596299,0.0,7103.8,10405.7,0.0,4417.4145842953985
1731070796.05,19.8,0.711,0.0,1.46,11406.6476804,11406.9392416,0.0,7103.9,10405.85,0.0,4417.671023382665
1731070796.55,19.8,0.805,0.0,8.79,11406.78701,11406.604656,0.0,7104.0,10406.0,0.0,4417.599543986939
1731070797.05,19.8,0.962,0.0,2.66,11407.3701049,11406.9171679,0.0,7104.1,10406.15,0.0,4418.106893237491
1731070797.55,20.5,0.82,0.0,1.49,11407.4977006,11406.9261928,0.0,7104.2,10406.3,0.0,4418.101841029322
1731070798.05,19.8,0.881,0.0,1.95,11407.1116404,11407.3112563,0.0,7104.3,10406.45,0.0,4417.681662039961
1731070798.55,19.8,0.913,0.0,2.12,11407.3058971,11407.4860815,0.0,7104.4,10406.6,0.0,4417.77909219535
1731070799.05,19.8,1.017,0.0,2.18,11407.7218,11407.3886792,0.0,7104.5,10406.75,0.0,4418.030740760679
1731070799.55,20.5,0.985,0.0,2.13,11407.791767,11407.7489909,0.0,7104.6,10406.9,0.0,4418.049126725747
1731070800.05,19.8,1.077,0.0,1.67,11408.1737336,11407.6583953,0.0,7104.7,10407.05,0.0,4418.269269355364
1731070800.55,19.8,1.144,0.0,3.42,11408.0961528,11408.1736214,0.0,7104.8,10407.2,0.0,4418.179033203828
1731070801.05,19.8,1.098,0.0,7.97,11408.1903622,11407.863037,0.0,7104.9,10407.35,0.0,4418.069066754206
1731070801.55,20.5,1.154,0.0,2.12,11408.395761,11408.7319045,0.0,7105.0,10407.5,0.0,4418.334573386387
1731070802.05,19.8,1.178,0.0,1.51,11408.4554487,11408.2657279,0.0,7105.1,10407.65,0.0,4418.155718484448
1731070802.55,19.9,0.933,0.0,1.51,11408.8424671,11408.9885111,0.0,7105.2,10407.8,0.0,4418.565029439445
1731070803.05,19.8,0.831,0.0,2.42,11408.5651954,11408.6724715,0.0,7105.3,10407.95,0.0,4418.091987148533
1731070803.55,20.5,0.96,0.0,1.69,11408.9873805,11408.9959334,0.0,7105.4,10408.1,0.0,4418.445089745432
1731070804.05,19.8,0.711,0.0,1.81,11409.4362071,11408.9116218,0.0,7105.5,10408.25,0.0,4418.731781419839
1731070804.55,19.8,0.84,0.0,1.93,11409.5625758,11408.9034569,0.0,7105.6,10408.4,0.0,4418.721650110564
1731070805.05,19.8,0.925,0.0,1.68,11409.4172357,11409.2182192,0.0,7105.7,10408.55,0.0,4418.519993140028
1731070805.55,20.5,0.936,0.0,4.98,11409.8503148,11409.206834,0.0,7105.8,10408.7,0.0,4418.8078751186595
1731070806.05,19.8,0.826,0.0,2.12,11409.4460822,11409.5942188,0.0,7105.9,10408.85,0.0,4418.37049975221
1731070806.55,19.8,0.904,0.0,1.8,11409.811404,11409.8737023,0.0,7106.0,10409.0,0.0,4418.658254397613
1731070807.05,19.9,0.892,0.0,2.18,11409.6749574,11409.775743,0.0,7106.1,10409.15,0.0,4418.371791906462
1731070807.55,20.5,0.915,0.0,1.91,11409.8364717,11410.2611287,0.0,7106.2,10409.3,0.0,4418.507673605966
1731070808.05,19.9,1.044,0.0,1.79,11410.4140392,11410.3672463,0.0,7106.3,10409.45,0.0,4418.962886965596
1731070808.55,19.8,1.229,0.0,3.01,11410.4139155,11410.3178485,0.0,7106.4,10409.6,0.0,4418.820204208823
1731070809.05,19.8,1.377,0.0,1.56,11410.7088301,11410.7654662,0.0,7106.5,10409.75,0.0,4419.077462172667
1731070809.55,20.5,1.097,0.0,1.93,11410.5285761,11410.5195009,0.0,7106.6,10409.9,0.0,4418.71481018537
1731070810.05,19.8,1.149,0.0,1.98,11410.567808,11410.7904543,0.0,7106.7,10410.05,0.0,4418.683012574142
1731070810.55,19.8,1.358,0.0,1.83,11411.4156126,11411.1675265,0.0,7106.8,10410.2,0.0,4419.462813662673
1731070811.05,19.9,0.949,0.0,2.23,11411.3829088,11410.9641737,0.0,7106.9,10410.35,0.0,4419.253538411283
1731070811.55,19.8,0.636,0.0,2.3,11411.1324545,11411.1919488,0.0,7107.0,10410.5,0.0,4418.929798296567
1731070812.05,19.8,0.542,0.031,2.23,11411.3777263,11411.5552323,0.0,7107.1,10410.65,0.0,4419.119598875754
1731070812.55,19.2,0.557,0.032,2.18,11411.775179,11411.4258678,0.0,7107.2,10410.8,0.0,4419.346060105883
1731070813.05,19.8,0.694,0.0,1.66,11411.8302265,11411.4544869,0.0,7107.3,10410.95,0.0,4419.274793352318
1731070813.55,20.5,0.757,0.0,3.63,11412.3090458,11412.1396396,0.0,7107.4,10411.1,0.0,4419.764954458684
1731070814.05,19.8,0.647,0.0,1.76,11412.083529,11411.7961959,0.0,7107.5,10411.25,0.0,4419.336154703334
1731070814.55,19.8,0.859,0.0,1.55,11412.5399636,11412.5054601,0.0,7107.6,10411.4,0.0,4419.80997696082
1731070815.05,19.8,0.947,0.0,10.8,11412.4707852,11412.7374798,0.0,7107.7,10411.55,0.0,4419.663774861126
1731070815.55,19.8,0.773,0.031,1.61,11412.647477,11412.4391461,0.0,7107.8,10411.7,0.0,4419.636935175809
1731070816.05,19.8,0.783,0.0,1.69,11412.5330388,11412.6717368,0.0,7107.9,10411.85,0.0,4419.44676940224
1731070816.55,19.8,1.033,0.0,2.46,11412.5671887,11412.6170013,0.0,7108.0,10412.0,0.0,4419.336269772106
1731070817.05,19.8,0.809,0.0,1.52,11413.344824,11413.130832,0.0,7108.1,10412.15,0.0,4420.078689413821
1731070817.55,20.5,0.777,0.0,1.8,11413.5289854,11412.836781,0.0,7108.2,10412.3,0.0,4420.060126588692
1731070818.05,19.8,1.094,0.0,1.99,11413.2720295,11413.5299632,0.0,7108.3,10412.45,0.0,4419.835434436203
1731070818.55,19.9,0.983,0.0,1.56,11413.3425739,11413.1492232,0.0,7108.4,10412.6,0.0,4419.6865627126635
1731070819.05,19.8,0.983,0.0,2.36,11413.9288128,11413.5575802,0.0,7108.5,10412.75,0.0,4420.218668196654
1731070819.55,20.5,0.997,0.0,7.17,11413.6742024,11414.0447541,0.0,7108.6,10412.9,0.0,4419.949627182638
1731070820.05,19.8,1.216,0.0,1.95,11414.2447502,11414.2851554,0.0,7108.7,10413.05,0.0,4420.4284218142975
1731070820.55,19.8,1.081,0.0,2.08,11413.7005477,11414.252885,0.0,7108.8,10413.2,0.0,4419.759677194516
1731070821.05,19.8,0.984,0.0,1.49,11414.1757211,11414.5653509,0.0,7108.9,10413.35,0.0,4420.161899022585
1731070821.55,20.5,1.019,0.0,3.43,11414.2760832,11414.4472434,0.0,7109.0,10413.5,0.0,4420.101530128464
1731070822.05,19.8,1.282,0.0,2.74,11414.5846921,11414.5735056,0.0,7109.1,10413.65,0.0,4420.299344837407
1731070822.55,19.8,1.128,0.0,1.61,11414.7538518,11414.4798697,0.0,7109.2,10413.8,0.0,4420.3115469808945
1731070823.05,19.8,1.457,0.0,3.03,11414.8014216,11414.8689106,0.0,7109.3,10413.95,0.0,4420.314599323933
1731070823.55,20.5,1.362,0.0,1.75,11415.1243393,11414.9923409,0.0,7109.4,10414.1,0.0,4420.525711282846
1731070824.05,19.8,1.02,0.0,5.85,11415.4977128,11414.8294149,0.0,7109.5,10414.25,0.0,4420.721147975797
1731070824.55,19.8,0.648,0.0,1.67,11415.3136037,11415.4125216,0.0,7109.6,10414.4,0.0,4420.542467332174
1731070825.05,19.9,0.848,0.0,1.48,11415.3886558,11415.6348775,0.0,7109.7,10414.55,0.0,4420.534552816435
1731070825.55,20.5,0.956,0.0,2.29,11415.2880628,11415.5385708,0.0,7109.8,10414.7,0.0,4420.2833963123085
1731070826.05,19.8,0.737,0.0,1.91,11415.7059935,11415.8831168,0.0,7109.9,10414.85,0.0,4420.637120890025
1731070826.55,19.8,0.95,0.0,1.83,11415.93137,11415.5362427,0.0,7110.0,10415.0,0.0,4420.646755408796
1731070827.05,19.8,0.818,0.0,1.67,11415.8351181,11416.0966658,0.0,7110.1,10415.15,0.0,4420.5485106506585
1731070827.55,20.5,0.864,0.0,2.07,11416.1637287,11416.230044,0.0,7110.2,10415.3,0.0,4420.767420466931
1731070828.05,19.8,0.886,0.0,3.02,11416.006375,11416.3547498,0.0,7110.3,10415.45,0.0,4420.511023160992
1731070828.55,19.8,0.932,0.0,2.38,11416.3146844,11416.3459456,0.0,7110.4,10415.6,0.0,4420.677970285372
1731070829.05,19.8,1.127,0.0,1.75,11416.6740728,11416.3556205,0.0,7110.5,10415.75,0.0,4420.898862565296
1731070829.55,20.5,1.127,0.0,2.92,11417.0108303,11417.0033689,0.0,7110.6,10415.9,0.0,4421.242155158215
1731070830.05,19.8,0.954,0.0,1.47,11416.6414073,11417.1584736,0.0,7110.7,10416.05,0.0,4420.786081571288
1731070830.55,19.9,1.03,0.0,1.93,11417.2264571,11417.1895493,0.0,7110.8,10416.2,0.0,4421.231605358247
1731070831.05,19.8,1.183,0.0,1.68,11416.9942703,11417.1303645,0.0,7110.9,10416.35,0.0,4420.860685735216
1731070831.55,20.5,1.157,0.0,1.69,11417.4565627,11417.1419495,0.0,7111.0,10416.5,0.0,4421.182244323463
1731070832.05,19.8,1.217,0.0,2.45,11417.5017666,11417.397817,0.0,7111.1,10416.65,0.0,4421.152832532015
1731070832.55,19.8,0.938,0.0,2.0,11417.3628241,11417.6983214,0.0,7111.2,10416.8,0.0,4420.954163689354
1731070833.05,19.8,0.576,0.0,2.19,11418.0477717,11417.8088253,0.0,7111.3,10416.95,0.0,4421.5149843943545
1731070833.55,20.5,0.647,0.0,8.77,11417.6339129,11418.3196862,0.0,7111.4,10417.1,0.0,4421.096173195566
1731070834.05,19.8,0.622,0.0,1.95,11417.9645863,11417.7564623,0.0,7111.5,10417.25,0.0,4421.159397054136
1731070834.55,19.8,0.864,0.0,2.8,11418.3434906,11418.6074401,0.0,7111.6,10417.4,0.0,4421.58974034646
1731070835.05,19.8,0.736,0.0,1.61,11418.6429941,11418.763029,0.0,7111.7,10417.55,0.0,4421.785327655158
1731070835.55,20.5,0.691,0.0,1.53,11418.8622825,11418.8391814,0.0,7111.8,10417.7,0.0,4421.884797896522
1731070836.05,19.8,1.035,0.0,3.06,11418.4619942,11418.9107305,0.0,7111.9,10417.85,0.0,4421.379738954469
1731070836.55,19.9,0.725,0.0,1.59,11418.7826261,11418.9157271,0.0,7112.0,10418.0,0.0,4421.561814702235
1731070837.05,19.8,0.698,0.0,1.69,11419.1315735,11418.9660943,0.0,7112.1,10418.15,0.0,4421.781748315468
1731070837.55,20.5,0.884,0.0,2.47,11419.2816011,11419.2185179,0.0,7112.2,10418.3,0.0,4421.853660854153
1731070838.05,19.2,0.911,0.032,8.32,11419.2531131,11419.1662055,0.0,7112.3,10418.45,0.0,4421.682716160454
1731070838.55,19.2,1.04,0.032,1.75,11419.2149139,11419.4964266,0.0,7112.4,10418.6,0.0,4421.588895337525
1731070839.05,19.9,0.813,0.0,1.75,11419.5819414,11419.5484978,0.0,7112.5,10418.75,0.0,4421.826826452245
1731070839.55,20.5,0.743,0.0,1.51,11420.0003124,11419.8488306,0.0,7112.6,10418.9,0.0,4422.1709615010495
1731070840.05,19.8,1.073,0.0,2.25,11419.9907469,11420.1186124,0.0,7112.7,10419.05,0.0,4422.091354219498
1731070840.55,19.9,1.301,0.0,1.79,11419.8785065,11420.4359503,0.0,7112.8,10419.2,0.0,4421.922510552103
1731070841.05,19.8,1.059,0.0,1.62,11420.0399484,11420.0090035,0.0,7112.9,10419.35,0.0,4421.851758753201
