Time,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F2Distance,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay,S1F4Distance,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1C1Distance,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1F1Distance
1731070792.05,19.8,0.72,0.0,2.45,4417.719738021691,19.8,0.692,0.0,0.975,5323.396435947851,8.32,1.108,0.0,6.13,7698.086049029454,20.5,0.449,0.0,1.17,4207.965768885199
1731070792.55,19.9,0.739,0.0,2.46,4417.5660718070485,19.2,0.732,0.032,0.799,5323.4487263978,8.32,0.814,0.0,1.67,7697.844494563019,19.8,0.587,0.0,0.844,4207.811854474411
1731070793.05,19.8,0.774,0.0,2.32,4417.603891593521,19.8,0.818,0.0,0.817,5323.667361007582,7.68,0.935,0.0,6.02,7697.805904606404,19.8,0.465,0.0,0.759,4207.860832633071
1731070793.55,20.5,0.961,0.0,2.08,4417.185672731933,20.5,0.739,0.0,0.792,5323.854214048104,8.32,0.745,0.0,1.64,7697.500873353035,19.9,0.357,0.0,0.808,4207.518814719414
1731070794.05,19.8,0.889,0.0,3.21,4417.223216368056,19.8,0.91,0.0,0.997,5323.729287112226,7.68,0.425,0.0,1.76,7697.2575768995075,20.5,0.53,0.0,0.956,4207.480606449666
1731070794.55,19.8,0.656,0.0,1.74,4417.562532308473,19.8,0.708,0.0,2.88,5324.385041808252,8.32,0.846,0.0,2.39,7697.642885959864,19.2,0.447,0.032,0.806,4207.893393849827
1731070795.05,19.8,0.869,0.0,1.64,4417.629945915892,19.8,0.827,0.0,1.53,5324.844298550582,7.68,0.549,0.0,2.28,7697.7636154090205,19.8,0.721,0.0,0.856,4208.028125470634
1731070795.55,20.5,0.807,0.0,2.98,4417.414584295399,20.5,0.596,0.0,0.827,5324.739071467616,7.68,0.958,0.0,1.95,7697.394783242605,19.9,0.559,0.0,0.798,4207.782527135738
1731070796.05,19.8,0.711,0.0,1.46,4417.671023382665,19.9,0.612,0.0,0.857,5325.261411831914,8.32,0.838,0.0,1.69,7697.655672546994,20.5,0.415,0.0,0.739,4208.091958341296
1731070796.55,19.8,0.805,0.0,8.79,4417.599543986939,19.8,0.623,0.0,0.746,5325.053992416754,8.32,0.406,0.0,1.81,7697.304098914399,19.2,0.594,0.032,0.861,4207.94130808019
1731070797.05,19.8,0.962,0.0,2.66,4418.106893237491,19.8,0.983,0.0,2.79,5325.605705289736,7.68,1.172,0.0,2.32,7697.718677762592,19.8,0.478,0.0,0.857,4208.468867842094
1731070797.55,20.5,0.82,0.0,1.49,4418.101841029322,20.5,0.672,0.0,3.49,5325.717634005343,8.32,0.544,0.0,1.76,7697.593291532098,19.8,0.203,0.0,0.913,4208.45483258355
1731070798.05,19.8,0.881,0.0,1.95,4417.681662039961,19.8,0.789,0.0,2.0,5326.009500088655,7.69,1.096,0.0,9.16,7697.349683125066,20.5,0.253,0.0,0.854,4208.137759278544
1731070798.55,19.8,0.913,0.0,2.12,4417.77909219535,19.8,0.828,0.0,1.48,5326.300007296939,8.32,1.093,0.0,3.03,7697.386239991374,19.8,0.155,0.0,0.834,4208.254985572984
1731070799.05,19.8,1.017,0.0,2.18,4418.030740760679,19.8,0.85,0.0,0.868,5326.40939026361,7.68,0.618,0.0,1.57,7697.398689103093,19.8,0.215,0.0,0.668,4208.455854322669
1731070799.55,20.5,0.985,0.0,2.13,4418.049126725747,19.8,0.877,0.031,0.757,5326.832356584242,8.32,1.204,0.0,1.84,7697.471194437093,20.5,0.266,0.0,1.13,4208.540240771527
1731070800.05,19.8,1.077,0.0,1.67,4418.269269355364,19.2,0.903,0.032,0.796,5326.93666103883,7.68,0.622,0.0,2.69,7697.4635217106415,19.8,0.224,0.0,1.3,4208.713365582679
1731070800.55,19.8,1.144,0.0,3.42,4418.179033203828,19.8,0.857,0.0,1.08,5327.455447355286,8.32,1.048,0.0,1.53,7697.534097732954,19.8,0.316,0.0,1.32,4208.730806087726
1731070801.05,19.8,1.098,0.0,7.97,4418.069066754206,19.9,0.874,0.0,0.804,5327.255334176959,7.68,0.555,0.0,1.83,7697.165994987328,19.8,0.347,0.0,0.939,4208.549661300135
1731070801.55,20.5,1.154,0.0,2.12,4418.334573386387,20.5,0.955,0.0,2.64,5328.202687679399,7.68,0.722,0.0,2.57,7697.684817215821,20.5,0.246,0.0,0.853,4208.97433495893
1731070802.05,19.8,1.178,0.0,1.51,4418.155718484448,19.8,0.964,0.0,6.43,5327.844479340428,8.31,1.301,0.0,1.39,7697.185210226748,19.8,0.23,0.0,0.898,4208.695309235442
1731070802.55,19.9,0.933,0.0,1.51,4418.565029439445,19.8,1.032,0.0,1.07,5328.71584661575,8.32,0.823,0.0,3.23,7697.7368691986,19.8,0.285,0.0,0.717,4209.221497834941
1731070803.05,19.8,0.831,0.0,2.42,4418.091987148533,19.2,0.749,0.032,1.04,5328.384868785364,7.67,1.298,0.0,2.13,7697.093748823295,19.9,0.314,0.0,0.938,4208.702341851895
1731070803.55,20.5,0.96,0.0,1.69,4418.445089745432,19.8,0.449,0.0,0.956,5328.892381724115,8.32,0.604,0.0,1.71,7697.398303409049,20.5,0.338,0.0,0.862,4209.0892025110825
1731070804.05,19.8,0.711,0.0,1.81,4418.731781419839,20.5,0.454,0.0,0.952,5329.025215940457,7.69,0.658,0.0,2.92,7697.4437688534945,19.8,0.268,0.0,1.08,4209.325416159048
1731070804.55,19.8,0.84,0.0,1.93,4418.721650110564,19.8,0.692,0.0,0.807,5329.120555415219,7.68,0.536,0.0,2.38,7697.305755800631,19.8,0.293,0.0,0.813,4209.302902284256
1731070805.05,19.8,0.925,0.0,1.68,4418.519993140028,19.2,0.516,0.032,0.848,5329.42779401554,8.31,0.776,0.0,2.54,7697.189885057378,19.8,0.43,0.0,0.876,4209.173233416736
1731070805.55,20.5,0.936,0.0,4.98,4418.80787511866,20.5,0.529,0.0,1.14,5329.623915755848,8.32,1.441,0.0,2.12,7697.2736770890915,20.5,0.368,0.0,0.854,4209.42646997582
1731070806.05,19.8,0.826,0.0,2.12,4418.37049975221,19.8,0.546,0.0,0.984,5329.911887586435,7.68,0.692,0.0,1.81,7697.018335084039,19.8,0.308,0.0,0.838,4209.09400444672
1731070806.55,19.8,0.904,0.0,1.8,4418.658254397613,19.2,0.693,0.032,0.842,5330.358766408238,8.32,0.488,0.0,2.79,7697.251322347505,19.9,0.386,0.0,0.726,4209.410643979269
1731070807.05,19.9,0.892,0.0,2.18,4418.371791906462,19.8,0.641,0.0,0.911,5330.280677054091,7.68,0.417,0.0,2.87,7696.860024921877,19.8,0.358,0.0,1.09,4209.112176871699
1731070807.55,20.5,0.915,0.0,1.91,4418.507673605966,19.9,0.445,0.0,0.809,5330.852350028511,8.33,0.595,0.0,1.6,7697.084819660839,20.5,0.422,0.0,0.804,4209.332913712225
1731070808.05,19.9,1.044,0.0,1.79,4418.962886965596,20.5,0.48,0.0,0.865,5331.207905019065,7.68,0.997,0.0,3.1,7697.354391319676,19.9,0.391,0.0,1.01,4209.7670230514905
1731070808.55,19.8,1.229,0.0,3.01,4418.820204208823,19.8,0.517,0.0,0.805,5331.221640372506,8.32,0.682,0.0,1.69,7697.095829121545,19.8,0.437,0.0,1.07,4209.612536747178
1731070809.05,19.8,1.377,0.0,1.56,4419.077462172667,19.8,0.49,0.0,1.17,5331.802909048113,7.68,0.574,0.0,1.76,7697.392246307349,19.8,0.445,0.0,1.71,4209.93761672339
1731070809.55,20.5,1.097,0.0,1.93,4418.71481018537,19.8,0.504,0.031,0.789,5331.570724840967,8.32,0.497,0.0,4.12,7696.867856220504,20.5,0.56,0.0,0.819,4209.536138248652
1731070810.05,19.8,1.149,0.0,1.98,4418.683012574142,19.8,0.833,0.0,0.885,5331.899242083476,7.68,0.963,0.0,1.77,7696.856860834934,19.8,0.407,0.0,3.11,4209.554495457578
1731070810.55,19.8,1.358,0.0,1.83,4419.462813662673,19.8,0.632,0.0,0.884,5332.601204501251,8.32,0.729,0.0,1.76,7697.508898741756,19.8,0.391,0.0,4.07,4210.348888716326
1731070811.05,19.9,0.949,0.0,2.23,4419.253538411283,19.2,0.643,0.032,0.943,5332.459041929276,7.68,0.81,0.0,2.57,7697.12138801597,19.8,0.386,0.0,10.0,4210.098990911066
1731070811.55,19.8,0.636,0.0,2.3,4418.929798296567,20.5,0.757,0.0,1.59,5332.64890541102,8.32,0.804,0.0,1.47,7696.869314227952,20.4,0.333,0.0,0.797,4209.837103385408
1731070812.05,19.8,0.542,0.031,2.23,4419.119598875754,18.6,0.645,0.065,1.03,5333.13401803428,7.68,0.639,0.0,7.44,7697.071867307964,19.9,0.326,0.0,0.877,4210.081195947511
1731070812.55,19.2,0.557,0.032,2.18,4419.346060105883,19.8,0.716,0.0,6.38,5333.207025572342,8.32,1.107,0.0,1.48,7697.049070544554,19.8,0.33,0.0,0.822,4210.251649191833
1731070813.05,19.8,0.694,0.0,1.66,4419.274793352318,19.8,1.021,0.0,0.83,5333.31284832711,7.68,0.822,0.0,1.59,7696.884099081798,19.9,0.292,0.0,0.813,4210.180444675388
1731070813.55,20.5,0.757,0.0,3.63,4419.764954458684,20.5,0.75,0.0,0.856,5334.179867339155,8.32,1.141,0.0,2.29,7697.477075863882,20.5,0.453,0.0,0.769,4210.773486487776
1731070814.05,19.8,0.647,0.0,1.76,4419.336154703334,19.8,0.74,0.0,1.1,5333.8406439745,7.68,0.871,0.0,1.77,7696.853053918547,19.8,0.365,0.0,0.904,4210.289331880685
1731070814.55,19.8,0.859,0.0,1.55,4419.80997696082,19.8,0.888,0.0,1.04,5334.722776557954,8.32,0.442,0.0,1.55,7697.446149440948,19.8,0.374,0.0,0.868,4210.872493502452
1731070815.05,19.8,0.947,0.0,10.8,4419.663774861126,19.2,0.542,0.032,1.81,5334.97798268109,7.68,1.086,0.0,2.18,7697.329373359015,19.8,0.586,0.0,0.782,4210.776236112405
1731070815.55,19.8,0.773,0.031,1.61,4419.636935175809,20.5,0.775,0.0,1.1,5334.817288274091,8.29,0.937,0.0,2.09,7697.0299328854835,20.5,0.514,0.0,0.891,4210.674788367395
1731070816.05,19.8,0.783,0.0,1.69,4419.44676940224,19.2,0.812,0.032,0.857,5335.057728748912,7.71,0.992,0.0,2.14,7696.880484410019,19.9,0.51,0.0,0.832,4210.537875241335
1731070816.55,19.8,1.033,0.0,2.46,4419.336269772106,19.2,0.56,0.032,1.26,5335.0780511886815,7.68,0.938,0.077,4.68,7696.643316346624,19.8,0.421,0.0,0.702,4210.412057925558
1731070817.05,19.8,0.809,0.0,1.52,4420.078689413821,19.9,0.693,0.0,1.37,5335.884925933674,7.69,0.481,0.0,1.73,7697.337536175623,19.8,0.72,0.0,0.823,4211.201667009715
1731070817.55,20.5,0.777,0.0,1.8,4420.060126588692,20.5,0.572,0.0,1.14,5335.730793591468,8.31,0.954,0.0,2.72,7697.046502560402,20.5,0.5,0.0,0.84,4211.108823039133
1731070818.05,19.8,1.094,0.0,1.99,4419.835434436203,19.8,0.753,0.0,0.699,5336.356454227048,7.68,0.49,0.0,1.97,7697.107525602498,19.8,0.691,0.0,0.853,4211.040565380833
1731070818.55,19.9,0.983,0.0,1.56,4419.686562712664,19.2,0.746,0.032,1.06,5336.082298474909,8.32,0.947,0.0,1.55,7696.674282846678,19.8,0.739,0.0,0.677,4210.807886468328
1731070819.05,19.8,0.983,0.0,2.36,4420.218668196654,19.8,0.691,0.0,0.822,5336.725169702174,7.68,0.827,0.0,3.25,7697.156671225198,19.8,0.505,0.0,0.879,4211.379362906304
1731070819.55,20.5,0.997,0.0,7.17,4419.949627182638,20.5,0.728,0.0,0.784,5337.1577831331015,8.32,0.448,0.0,1.54,7697.078708078204,19.9,0.444,0.0,0.982,4211.224955007129
1731070820.05,19.8,1.216,0.0,1.95,4420.4284218142975,19.8,0.763,0.0,0.747,5337.637278454161,7.68,1.023,0.0,1.66,7697.434916206594,20.5,0.285,0.0,2.17,4211.710258840869
1731070820.55,19.8,1.081,0.0,2.08,4419.759677194516,19.8,0.758,0.0,0.846,5337.483140263264,8.32,0.71,0.0,2.77,7696.790656478038,19.8,0.276,0.0,0.935,4211.071555708225
1731070821.05,19.8,0.984,0.0,1.49,4420.161899022585,19.2,0.769,0.032,0.913,5337.998179175972,7.68,1.106,0.0,2.09,7697.1264198220015,19.9,0.202,0.0,1.33,4211.501590562783
1731070821.55,20.5,1.019,0.0,3.43,4420.101530128464,20.5,0.814,0.0,0.864,5337.98126109459,7.68,0.725,0.0,9.76,7696.894336401639,19.2,0.232,0.032,0.888,4211.408409545599
1731070822.05,19.8,1.282,0.0,2.74,4420.299344837407,19.8,0.917,0.0,0.722,5338.2647428049895,8.32,0.562,0.0,1.74,7696.981268496675,20.5,0.238,0.0,0.965,4211.608135444093
1731070822.55,19.8,1.128,0.0,1.61,4420.311546980895,19.8,0.977,0.0,0.778,5338.294123123868,8.32,1.331,0.0,1.67,7696.816162293615,19.8,0.272,0.0,1.63,4211.587613126678
1731070823.05,19.8,1.457,0.0,3.03,4420.314599323933,19.8,1.029,0.0,0.833,5338.73661324842,7.68,0.841,0.0,1.71,7696.891886071462,19.8,0.248,0.0,6.06,4211.664149632932
1731070823.55,20.5,1.362,0.0,1.75,4420.525711282846,20.5,1.027,0.0,0.875,5339.022268621382,8.32,1.206,0.0,2.59,7696.987340640187,20.5,0.284,0.0,1.73,4211.875588608698
1731070824.05,19.8,1.02,0.0,5.85,4420.721147975797,19.8,1.171,0.0,0.865,5339.055516481188,7.68,0.583,0.0,1.56,7696.924099259167,19.8,0.309,0.0,1.05,4212.009869222673
1731070824.55,19.8,0.648,0.0,1.67,4420.542467332174,19.8,0.902,0.0,0.978,5339.602275528022,8.32,0.528,0.0,1.8,7696.963112204627,19.8,0.406,0.0,0.838,4211.9602838762485
1731070825.05,19.9,0.848,0.0,1.48,4420.534552816435,19.8,0.443,0.0,0.984,5339.897204319832,7.68,0.904,0.0,1.6,7696.945072728306,19.8,0.288,0.0,2.07,4211.99020511681
1731070825.55,20.5,0.956,0.0,2.29,4420.2833963123085,20.5,0.408,0.0,1.73,5339.832852822594,8.32,0.832,0.0,1.53,7696.581098896077,20.5,0.535,0.0,0.847,4211.72481818617
1731070826.05,19.8,0.737,0.0,1.91,4420.637120890025,19.8,0.434,0.0,0.953,5340.358716722355,7.68,1.323,0.0,3.95,7696.896969303285,19.8,0.292,0.0,1.04,4212.116893241885
1731070826.55,19.8,0.95,0.0,1.83,4420.646755408796,19.9,0.465,0.0,0.919,5340.1687838345815,8.32,0.687,0.0,1.85,7696.5999957732,19.8,0.289,0.0,0.916,4212.038584282356
1731070827.05,19.8,0.818,0.0,1.67,4420.5485106506585,19.8,0.625,0.0,0.882,5340.723943440501,7.68,0.553,0.0,2.11,7696.687691874766,19.8,0.372,0.0,1.303,4212.058672537959
1731070827.55,20.5,0.864,0.0,2.07,4420.767420466931,20.5,0.487,0.0,0.766,5341.02087400956,8.32,0.501,0.0,1.87,7696.794103622524,20.5,0.367,0.0,1.69,4212.279514738064
1731070828.05,19.8,0.886,0.0,3.02,4420.511023160992,19.8,0.502,0.0,0.821,5341.145334701402,7.68,0.766,0.0,1.91,7696.5396058893375,19.8,0.366,0.0,0.928,4212.057610671511
1731070828.55,19.8,0.932,0.0,2.38,4420.677970285372,19.8,0.635,0.0,0.829,5341.301587528792,8.32,1.377,0.0,2.22,7696.534089170679,19.8,0.378,0.0,0.802,4212.19914993062
1731070829.05,19.8,1.127,0.0,1.75,4420.898862565296,19.9,0.528,0.0,0.735,5341.492507774151,7.68,0.664,0.0,1.87,7696.578515211743,19.8,0.389,0.0,1.33,4212.394766694307
1731070829.55,20.5,1.127,0.0,2.92,4421.242155158215,20.5,0.493,0.0,1.37,5342.276267921733,8.32,0.698,0.0,1.72,7697.0421498079295,20.5,0.522,0.0,1.67,4212.843502833697
1731070830.05,19.8,0.954,0.0,1.47,4420.786081571288,19.8,0.579,0.0,0.859,5342.3576440698935,7.68,0.763,0.0,3.61,7696.653494838431,19.8,0.415,0.0,1.56,4212.443058515408
1731070830.55,19.9,1.03,0.0,1.93,4421.231605358247,19.9,0.518,0.0,1.12,5342.644986594269,8.32,1.159,0.0,3.49,7696.87737500373,19.8,0.631,0.0,4.25,4212.851694597617
1731070831.05,19.8,1.183,0.0,1.68,4420.860685735216,19.2,0.731,0.032,1.1,5342.571090733795,7.68,0.813,0.0,1.78,7696.442624899522,19.9,0.559,0.0,1.12,4212.483338813579
1731070831.55,20.5,1.157,0.0,1.69,4421.182244323463,20.5,0.634,0.0,2.82,5342.798590368492,8.32,0.745,0.0,3.37,7696.563535878036,19.8,0.291,0.0,2.05,4212.772732880668
1731070832.05,19.8,1.217,0.0,2.45,4421.152832532015,19.9,0.531,0.0,1.04,5343.114975175938,7.68,0.749,0.0,1.56,7696.546568416626,20.5,0.324,0.0,0.863,4212.790056566783
1731070832.55,19.8,0.938,0.0,2.0,4420.954163689354,19.8,0.662,0.0,1.0,5343.41112718651,8.32,0.732,0.0,2.07,7696.425563020214,19.8,0.301,0.0,1.32,4212.660170955855
1731070833.05,19.8,0.576,0.0,2.19,4421.5149843943545,19.8,0.634,0.0,0.852,5343.806984468401,7.68,0.875,0.0,1.48,7696.776681072277,19.8,0.276,0.0,1.12,4213.193116326143
1731070833.55,20.5,0.647,0.0,8.77,4421.096173195566,19.9,0.639,0.031,0.732,5344.208179876405,8.32,1.06,0.0,1.52,7696.598494271545,20.5,0.303,0.0,1.74,4212.90509840588
1731070834.05,19.8,0.622,0.0,1.95,4421.159397054136,19.8,0.72,0.0,1.56,5343.85019112085,7.68,0.944,0.0,2.46,7696.230724006451,19.8,0.293,0.0,0.793,4212.829077920233
1731070834.55,19.8,0.864,0.0,2.8,4421.58974034646,19.9,0.679,0.0,0.997,5344.839467305157,8.32,0.718,0.0,1.7,7696.863920201765,19.8,0.294,0.0,0.814,4213.403066205704
1731070835.05,19.8,0.736,0.0,1.61,4421.785327655158,19.8,0.711,0.0,1.35,5345.147450731637,7.68,0.35,0.0,1.56,7696.964249499754,19.8,0.329,0.0,0.836,4213.607131438766
1731070835.55,20.5,0.691,0.0,1.53,4421.884797896522,20.5,0.729,0.0,0.855,5345.353558584407,8.32,0.773,0.0,8.29,7696.951736297945,20.5,0.433,0.0,0.808,4213.704666165677
1731070836.05,19.8,1.035,0.0,3.06,4421.379738954469,19.8,1.001,0.0,1.21,5345.34590508433,7.68,0.729,0.0,2.22,7696.483453082156,19.8,0.453,0.0,0.879,4213.240520529992
1731070836.55,19.9,0.725,0.0,1.59,4421.561814702235,19.8,0.987,0.0,1.12,5345.519292936743,8.32,0.8,0.0,2.2,7696.496383731213,19.8,0.399,0.0,1.14,4213.399087980159
1731070837.05,19.8,0.698,0.0,1.69,4421.781748315468,19.8,0.679,0.0,1.37,5345.744957706171,7.68,0.844,0.0,1.91,7696.560990665089,19.9,0.397,0.0,1.13,4213.602698734579
1731070837.55,20.5,0.884,0.0,2.47,4421.853660854153,19.8,0.653,0.0,4.98,5346.093547189496,8.32,0.452,0.0,1.55,7696.618247337431,20.5,0.686,0.0,1.97,4213.71325672103
1731070838.05,19.2,0.911,0.032,8.32,4421.682716160454,20.5,0.512,0.0,0.973,5346.094998223502,7.68,1.057,0.0,2.63,7696.337001040215,19.8,0.554,0.0,4.91,4213.531866119758
1731070838.55,19.2,1.04,0.032,1.75,4421.588895337525,19.8,0.682,0.0,0.973,5346.453196383684,7.69,0.56,0.0,1.57,7696.309869011793,19.8,0.632,0.0,1.33,4213.505751604957
1731070839.05,19.9,0.813,0.0,1.75,4421.826826452245,19.9,0.586,0.0,0.797,5346.686565261259,8.32,0.952,0.0,1.86,7696.388850766769,19.8,0.57,0.0,0.923,4213.726420876636
1731070839.55,20.5,0.743,0.0,1.51,4422.1709615010495,20.5,0.659,0.0,0.819,5347.170945637602,8.32,0.766,0.0,2.45,7696.674868050094,20.5,0.455,0.0,0.991,4214.099942366849
1731070840.05,19.8,1.073,0.0,2.25,4422.091354219498,19.9,0.646,0.0,0.725,5347.481933503864,7.68,0.4,0.0,6.99,7696.627380552742,19.8,0.341,0.0,0.829,4214.073780931393
1731070840.55,19.9,1.301,0.0,1.79,4421.922510552103,19.8,0.657,0.0,0.92,5347.802993757961,8.32,1.109,0.0,2.14,7696.537359717395,19.8,0.437,0.0,0.79,4213.975279349032
1731070841.05,19.8,1.059,0.0,1.62,4421.851758753201,19.8,0.737,0.0,0.804,5347.516043044145,7.68,0.608,0.0,1.82,7696.139059256669,19.8,0.28,0.0,1.35,4213.804770903076
1731070841.55,20.5,1.112,0.0,2.51,4421.989797993337,20.5,0.707,0.0,1.38,5347.881080795146,8.32,1.033,0.0,1.45,7696.242049455917,20.5,0.301,0.0,0.867,4213.975014175115
1731070842.05,19.8,0.901,0.0,2.28,4422.170911760713,19.8,0.831,0.0,0.854,5348.199932278531,7.68,1.028,0.0,3.09,7696.340991049921,19.9,0.371,0.0,0.97,4214.169688255028
1731070842.55,19.2,1.273,0.032,5.14,4422.110271872416,19.8,1.0,0.0,1.87,5348.549580864247,7.04,0.686,0.083,1.94,7696.32680016259,19.8,0.248,0.0,0.823,4214.169265444988
1731070843.05,19.8,1.798,0.0,2.19,4422.304216788959,19.8,1.143,0.0,1.53,5348.845930205446,8.32,1.625,0.0,2.01,7696.419337017947,19.8,0.789,0.0,0.838,4214.368997090478
1731070843.55,20.5,1.161,0.0,1.58,4422.020963559681,20.5,0.884,0.0,1.19,5348.682752554762,8.32,0.824,0.0,1.79,7695.979106942347,20.5,0.506,0.0,0.773,4214.051532329641
1731070844.05,19.8,1.183,0.0,3.11,4422.085910812592,19.8,0.94,0.0,1.65,5349.232525000128,7.68,1.324,0.0,1.4,7696.152216799755,19.8,0.697,0.0,0.698,4214.207332731061
1731070844.55,19.8,1.212,0.0,1.57,4422.681868639746,19.8,0.953,0.0,2.04,5349.563614077018,8.32,0.644,0.0,4.68,7696.48401927013,19.8,0.349,0.0,0.923,4214.753305865749
1731070845.05,19.8,1.36,0.0,1.68,4422.190054733486,19.8,1.047,0.0,1.09,5349.871925722984,7.68,0.503,0.0,1.65,7696.210772802807,19.8,0.306,0.0,0.734,4214.38049980675
1731070845.55,19.8,0.784,0.0,1.83,4422.674980191419,20.5,0.999,0.0,1.1,5350.166226719247,8.32,1.028,0.0,1.57,7696.460331141933,19.8,0.261,0.0,1.06,4214.823935403149
1731070846.05,20.5,0.774,0.0,1.35,4422.639511085516,19.2,0.406,0.0,0.915,5350.177281730613,7.68,0.531,0.0,2.89,7696.25846161242,20.5,0.287,0.0,1.3,4214.758674699284
