Time,Bitrate,Jitter,Datagrams
1731069774.35,20.5,0.658,0.0
1731069774.85,19.8,0.517,0.0
1731069775.35,18.6,0.493,0.06451612903225806
1731069775.85,20.5,0.417,0.0
1731069776.35,19.8,0.502,0.0
1731069776.85,19.8,0.457,0.0
1731069777.35,19.8,0.523,0.0
1731069777.85,20.5,0.736,0.0
1731069778.35,19.8,0.780,0.0
1731069778.85,19.8,0.643,0.0
1731069779.35,19.8,0.643,0.0
1731069779.85,20.5,0.991,0.0
1731069780.35,19.8,0.835,0.0
1731069780.85,19.8,0.916,0.0
1731069781.35,19.8,0.765,0.0
1731069781.85,20.5,0.774,0.0
1731069782.35,19.8,0.740,0.0
1731069782.85,19.8,0.851,0.0
1731069783.35,19.8,0.759,0.0
1731069783.85,19.8,0.757,0.0
1731069784.35,20.5,0.624,0.0
1731069784.85,19.8,0.586,0.0
1731069785.35,19.8,0.725,0.0
1731069785.85,20.5,0.674,0.0
1731069786.35,19.8,0.690,0.0
1731069786.85,19.8,0.805,0.0
1731069787.35,19.8,0.779,0.0
1731069787.85,20.5,0.726,0.0
1731069788.35,19.8,0.857,0.0
1731069788.85,19.9,0.904,0.0
1731069789.35,19.8,0.855,0.0
1731069789.85,20.5,1.005,0.0
1731069790.35,19.8,0.982,0.0
1731069790.85,19.8,1.154,0.0
1731069791.35,19.8,1.116,0.0
1731069791.85,19.8,0.856,0.0
1731069792.35,19.8,0.529,0.0
1731069792.85,20.5,0.430,0.0
1731069793.35,19.8,0.587,0.0
1731069793.85,20.5,0.536,0.0
1731069794.35,19.8,0.669,0.0
1731069794.85,19.8,0.618,0.0
1731069795.35,19.8,0.724,0.0
1731069795.85,20.5,0.595,0.0
1731069796.35,19.8,0.627,0.0
1731069796.85,19.9,0.495,0.0
1731069797.35,19.8,0.438,0.0
1731069797.85,20.5,0.436,0.0
1731069798.35,19.8,0.486,0.0
1731069798.85,19.8,0.531,0.0
1731069799.35,19.8,0.635,0.0
1731069799.85,20.5,0.525,0.0
1731069800.35,19.8,0.503,0.0
1731069800.85,19.8,0.746,0.0
1731069801.35,19.8,0.635,0.0
1731069801.85,20.5,0.711,0.0
1731069802.35,19.8,0.712,0.0
1731069802.85,19.9,0.736,0.0
1731069803.35,19.8,0.815,0.0
1731069803.85,20.5,0.971,0.0
1731069804.35,19.8,0.915,0.0
1731069804.85,19.8,0.720,0.0
1731069805.35,19.8,0.555,0.0
1731069805.85,20.5,0.704,0.0
1731069806.35,19.8,0.631,0.0
1731069806.85,19.9,0.719,0.0
1731069807.35,19.8,0.778,0.0
1731069807.85,20.5,0.749,0.0
1731069808.35,19.8,0.548,0.0
1731069808.85,19.9,0.695,0.0
1731069809.35,19.8,0.823,0.0
1731069809.85,20.5,0.792,0.0
1731069810.35,19.8,0.918,0.0
1731069810.85,19.8,0.871,0.0
1731069811.35,19.9,0.907,0.0
1731069811.85,20.5,0.932,0.0
1731069812.35,19.8,0.982,0.0
1731069812.85,19.8,1.026,0.0
1731069813.35,19.8,0.912,0.0
1731069813.85,19.8,0.437,0.0
1731069814.35,20.5,0.581,0.0
1731069814.85,19.9,0.499,0.0
1731069815.35,19.8,0.516,0.0
1731069815.85,20.5,0.517,0.0
1731069816.35,19.8,0.676,0.0
1731069816.85,19.8,0.668,0.0
1731069817.35,19.8,0.649,0.0
1731069817.85,19.9,0.423,0.0
1731069818.35,20.5,0.429,0.0
1731069818.85,19.9,0.475,0.0
1731069819.35,19.8,0.481,0.0
1731069819.85,20.5,0.490,0.0
1731069820.35,19.9,0.538,0.0
1731069820.85,19.8,0.542,0.0
1731069821.35,19.8,0.564,0.0
1731069821.85,20.5,0.628,0.0
1731069822.35,19.8,0.612,0.0
1731069822.85,19.8,0.623,0.0
1731069823.35,19.8,0.682,0.0
1731069823.85,20.5,0.741,0.0
1731069824.35,19.8,0.810,0.0
1731069824.85,19.8,0.809,0.0
1731069825.35,19.8,1.116,0.0
1731069825.85,20.5,0.815,0.0
1731069826.35,19.8,0.715,0.0
1731069826.85,19.8,0.557,0.0
1731069827.35,19.8,0.871,0.0
1731069827.85,20.5,0.611,0.0
1731069828.35,19.2,0.643,0.03225806451612903
1731069828.85,19.9,0.759,0.0
1731069829.35,19.8,0.769,0.0
1731069829.85,20.5,0.735,0.0
1731069830.35,19.8,0.706,0.0
1731069830.85,19.8,0.780,0.0
1731069831.35,19.8,0.923,0.0
1731069831.85,20.5,0.940,0.0
1731069832.35,19.8,0.919,0.0
1731069832.85,19.8,0.943,0.0
1731069833.35,19.8,0.984,0.0
1731069833.85,20.5,0.946,0.0
1731069834.35,19.8,1.136,0.0
1731069834.85,19.8,0.792,0.0
1731069835.35,19.9,0.455,0.0
1731069835.85,20.5,0.414,0.0
1731069836.35,19.9,0.437,0.0
1731069836.85,19.8,0.601,0.0
1731069837.35,19.8,0.569,0.0
1731069837.85,20.5,0.559,0.0
1731069838.35,19.9,0.474,0.0
1731069838.85,19.8,0.527,0.0
1731069839.35,19.9,0.513,0.0
1731069839.85,19.8,0.466,0.0
1731069840.35,20.5,0.795,0.0
1731069840.85,19.8,0.554,0.0
1731069841.35,19.8,0.627,0.0
1731069841.85,20.5,0.669,0.0
1731069842.35,19.8,0.574,0.0
1731069842.85,19.8,0.603,0.0
1731069843.35,19.8,0.693,0.0
1731069843.85,19.8,0.743,0.0
1731069844.35,20.5,0.796,0.0
1731069844.85,19.9,0.750,0.0
1731069845.35,19.8,0.810,0.0
1731069845.85,19.8,0.857,0.0
1731069846.35,20.5,0.713,0.0
1731069846.85,19.8,0.838,0.0
1731069847.35,19.8,0.761,0.0
1731069847.85,19.8,0.639,0.0
1731069848.35,20.5,0.594,0.0
1731069848.85,19.9,0.738,0.0
1731069849.35,19.8,0.664,0.0
1731069849.85,20.5,0.654,0.0
1731069850.35,19.8,1.052,0.0
1731069850.85,19.8,0.720,0.0
1731069851.35,19.9,0.820,0.0
1731069851.85,20.5,0.768,0.0
1731069852.35,19.9,0.773,0.0
1731069852.85,19.8,0.829,0.0
1731069853.35,19.8,0.992,0.0
1731069853.85,20.5,0.868,0.0
1731069854.35,19.9,0.890,0.0
1731069854.85,19.8,0.963,0.0
1731069855.35,19.8,1.059,0.0
1731069855.85,20.5,1.118,0.0
1731069856.35,19.2,0.593,0.0
1731069856.85,20.5,0.605,0.0
1731069857.35,19.8,0.517,0.0
1731069857.85,20.5,0.510,0.0
1731069858.35,19.9,0.760,0.0
1731069858.85,19.8,0.589,0.0
1731069859.35,19.9,0.549,0.0
1731069859.85,20.5,0.905,0.0
1731069860.35,19.8,0.544,0.0
1731069860.85,19.8,0.436,0.0
1731069861.35,19.8,0.432,0.0
1731069861.85,20.5,0.603,0.0
1731069862.35,19.8,0.665,0.0
1731069862.85,19.9,0.626,0.0
1731069863.35,19.8,0.562,0.0
1731069863.85,20.5,0.603,0.0
1731069864.35,19.8,0.548,0.0
1731069864.85,19.9,0.706,0.0
1731069865.35,19.8,0.652,0.0
1731069865.85,20.5,0.707,0.0
1731069866.35,19.8,0.641,0.0
1731069866.85,19.8,0.723,0.0
1731069867.35,19.8,0.776,0.0
1731069867.85,19.9,0.798,0.0
1731069868.35,20.5,0.885,0.0
1731069868.85,19.8,0.916,0.0
1731069869.35,19.8,0.811,0.0
1731069869.85,20.5,0.522,0.0
1731069870.35,19.8,0.575,0.0
1731069870.85,19.8,0.738,0.0
1731069871.35,19.8,0.683,0.0
1731069871.85,20.5,0.828,0.0
1731069872.35,19.8,0.707,0.0
1731069872.85,19.2,0.649,0.03225806451612903
1731069873.35,19.9,0.922,0.0
1731069873.85,20.5,0.764,0.0
1731069874.35,19.9,0.830,0.0
1731069874.85,17.3,8.996,0.12903225806451613
1731069875.35,19.8,2.218,0.0
1731069875.85,19.9,1.197,0.0
1731069876.35,20.5,0.969,0.0
1731069876.85,19.9,1.217,0.0
1731069877.35,19.8,0.799,0.0
1731069877.85,19.2,0.523,0.03225806451612903
1731069878.35,20.5,0.584,0.0
1731069878.85,19.9,0.477,0.0
1731069879.35,19.8,0.766,0.0
1731069879.85,20.5,0.746,0.0
1731069880.35,19.8,0.641,0.0
1731069880.85,19.8,0.740,0.0
1731069881.35,19.8,0.563,0.0
1731069881.85,19.8,0.427,0.0
1731069882.35,20.5,0.420,0.0
1731069882.85,19.8,0.499,0.0
1731069883.35,19.8,0.566,0.0
1731069883.85,20.5,0.661,0.0
1731069884.35,19.9,0.503,0.0
1731069884.85,19.8,0.532,0.0
1731069885.35,19.8,0.697,0.0
1731069885.85,20.5,0.642,0.0
1731069886.35,19.8,0.707,0.0
1731069886.85,19.8,0.662,0.0
1731069887.35,19.8,0.691,0.0
1731069887.85,19.8,0.838,0.0
1731069888.35,20.5,0.797,0.0
1731069888.85,19.8,0.922,0.0
1731069889.35,19.8,0.889,0.0
1731069889.85,20.5,0.823,0.0
1731069890.35,19.8,0.754,0.0
1731069890.85,19.8,0.603,0.0
1731069891.35,19.9,0.705,0.0
1731069891.85,20.5,0.694,0.0
1731069892.35,19.8,0.781,0.0
1731069892.85,19.9,0.675,0.0
1731069893.35,19.8,0.730,0.0
1731069893.85,20.5,0.721,0.0
1731069894.35,19.9,0.699,0.0
