Time,Bitrate,Jitter,Datagrams,Delay,S1_X,S1_Y,S1_Z,F1_X,F1_Y,F1_Z,Distance
1731067774.96,19.8,0.535,0.0,0.95,10501.920259,10502.1632764,0.0,7001.3,9000.8,0.0,3808.993815359087
1731067775.46,19.8,0.494,0.0,0.812,10502.1398272,10501.99371,0.0,7001.4,9000.9,0.0,3808.997461793045
1731067775.96,20.5,0.537,0.0,0.819,10502.1669896,10502.4490125,0.0,7001.5,9001.0,0.0,3809.0705571323238
1731067776.46,19.8,0.497,0.0,4.29,10502.6725386,10502.6493589,0.0,7001.6,9001.1,0.0,3809.4828254964013
1731067776.96,19.8,0.512,0.0,2.0,10502.7398369,10502.9339806,0.0,7001.7,9001.2,0.0,3809.525546318006
1731067777.46,19.8,0.392,0.0,1.55,10502.6794741,10502.6098043,0.0,7001.8,9001.3,0.0,3809.2109708786143
1731067777.96,19.8,0.392,0.0,1.63,10502.6306541,10503.078904,0.0,7001.9,9001.4,0.0,3809.219689552449
1731067778.46,20.5,0.532,0.0,2.41,10503.0847094,10502.8684453,0.0,7002.0,9001.5,0.0,3809.422705730755
1731067778.96,19.9,0.503,0.0,1.07,10503.4074191,10503.0809681,0.0,7002.1,9001.6,0.0,3809.6717365950585
1731067779.46,19.8,0.604,0.0,1.06,10503.2538065,10503.5280563,0.0,7002.2,9001.7,0.0,3809.575470665725
1731067779.96,20.5,0.444,0.0,0.859,10503.3067588,10503.5377052,0.0,7002.3,9001.8,0.0,3809.4966150900623
1731067780.46,19.8,0.443,0.0,1.1,10503.6764449,10503.5353683,0.0,7002.4,9001.9,0.0,3809.7041253804823
1731067780.96,19.8,0.455,0.0,0.843,10503.8680309,10503.575509,0.0,7002.5,9002.0,0.0,3809.7647036315966
1731067781.46,19.8,0.411,0.0,7.83,10503.796207,10503.7407883,0.0,7002.6,9002.1,0.0,3809.63251994171
1731067781.96,20.5,0.508,0.0,1.01,10503.923406,10504.4649956,0.0,7002.7,9002.2,0.0,3809.903601894319
1731067782.46,19.8,0.51,0.0,0.79,10504.3666848,10504.2726138,0.0,7002.8,9002.3,0.0,3810.1038018282998
1731067782.96,19.9,0.491,0.0,1.08,10504.7978879,10504.7261374,0.0,7002.9,9002.4,0.0,3810.5475512573903
1731067783.46,19.8,0.492,0.0,0.839,10504.6043888,10504.4620021,0.0,7003.0,9002.5,0.0,3810.134269473408
1731067783.96,19.9,0.496,0.0,0.922,10504.4248278,10505.1051819,0.0,7003.1,9002.6,0.0,3810.0915174579527
1731067784.46,20.5,0.613,0.0,0.812,10504.8010082,10504.8929897,0.0,7003.2,9002.7,0.0,3810.2222243500546
1731067784.96,19.8,0.677,0.0,0.857,10504.7277657,10505.1552979,0.0,7003.3,9002.8,0.0,3810.127010946366
1731067785.46,19.8,0.654,0.0,1.08,10505.5287234,10505.3681112,0.0,7003.4,9002.9,0.0,3810.8156634028123
1731067785.96,20.5,0.648,0.0,1.11,10505.7258898,10505.2287927,0.0,7003.5,9003.0,0.0,3810.8106130851347
1731067786.46,19.8,0.401,0.0,2.32,10505.5438566,10505.7315201,0.0,7003.6,9003.1,0.0,3810.710204145221
1731067786.96,19.8,0.223,0.0,1.02,10505.3979868,10505.8195576,0.0,7003.7,9003.2,0.0,3810.47954011581
1731067787.46,19.8,0.247,0.0,0.864,10505.7276564,10506.0601136,0.0,7003.8,9003.3,0.0,3810.7460253454688
1731067787.96,20.5,0.253,0.0,0.897,10506.2634805,10505.8074761,0.0,7003.9,9003.4,0.0,3811.00750114471
1731067788.46,19.8,0.311,0.0,0.674,10506.3855173,10505.784333,0.0,7004.0,9003.5,0.0,3810.979208677218
1731067788.96,19.8,0.247,0.0,0.841,10505.9262077,10506.5338965,0.0,7004.1,9003.6,0.0,3810.721334102407
1731067789.46,19.9,0.258,0.0,0.838,10506.7069288,10506.1381946,0.0,7004.2,9003.7,0.0,3811.151442134636
1731067789.96,20.5,0.284,0.0,1.3,10506.4333984,10506.7057277,0.0,7004.3,9003.8,0.0,3810.9925172508806
1731067790.46,19.8,0.326,0.0,0.803,10506.5181889,10506.7693449,0.0,7004.4,9003.9,0.0,3810.964192545552
1731067790.96,19.9,0.314,0.0,1.18,10507.0304232,10507.1018485,0.0,7004.5,9004.0,0.0,3811.434707876509
1731067791.46,19.8,0.367,0.0,5.15,10506.8001238,10507.217906,0.0,7004.6,9004.1,0.0,3811.1375134574396
1731067791.96,20.5,0.332,0.0,1.46,10507.3586114,10507.5162631,0.0,7004.7,9004.2,0.0,3811.6370675754965
