Time,Bitrate,Jitter,Datagrams,Delay,C1_X,C1_Y,C1_Z,F2_X,F2_Y,F2_Z,Distance
1731067821.96,19.8,0.549,0.0,2.35,5013.76,5019.88,0.0,6510.2,9515.3,0.0,4737.946142581191
1731067822.46,20.5,0.581,0.0,6.06,5013.89,5020.07,0.0,6510.3,9515.45,0.0,4737.898714884058
1731067822.96,19.8,0.465,0.0,2.09,5014.02,5020.26,0.0,6510.4,9515.6,0.0,4737.851287239818
1731067823.46,19.8,0.424,0.0,1.54,5014.15,5020.45,0.0,6510.5,9515.75,0.0,4737.803859648477
1731067823.96,20.5,0.503,0.0,2.72,5014.28,5020.64,0.0,6510.6,9515.9,0.0,4737.7564321100335
1731067824.46,19.8,0.616,0.0,3.52,5014.41,5020.83,0.0,6510.7,9516.05,0.0,4737.709004624492
1731067824.96,19.9,0.576,0.0,2.45,5014.54,5021.02,0.0,6510.8,9516.2,0.0,4737.661577191854
1731067825.46,19.8,0.68,0.0,3.37,5014.67,5021.21,0.0,6510.9,9516.35,0.0,4737.614149812118
1731067825.96,20.5,0.592,0.0,2.4,5014.8,5021.4,0.0,6511.0,9516.5,0.0,4737.566722485289
1731067826.46,19.8,0.635,0.0,1.68,5014.93,5021.59,0.0,6511.1,9516.65,0.0,4737.519295211366
1731067826.96,19.9,0.631,0.0,2.51,5015.06,5021.78,0.0,6511.2,9516.8,0.0,4737.471867990352
1731067827.46,19.8,0.783,0.0,9.14,5015.19,5021.97,0.0,6511.3,9516.95,0.0,4737.42444082225
1731067827.96,20.5,0.695,0.0,1.84,5015.32,5022.16,0.0,6511.4,9517.1,0.0,4737.377013707058
1731067828.46,19.9,0.652,0.0,2.36,5015.45,5022.35,0.0,6511.5,9517.25,0.0,4737.32958664478
1731067828.96,19.8,1.032,0.0,2.34,5015.58,5022.54,0.0,6511.6,9517.4,0.0,4737.282159635417
1731067829.46,19.8,0.842,0.0,1.57,5015.71,5022.73,0.0,6511.7,9517.55,0.0,4737.23473267897
1731067829.96,20.5,0.692,0.0,2.58,5015.84,5022.92,0.0,6511.8,9517.7,0.0,4737.187305775444
1731067830.46,19.8,0.494,0.0,1.66,5015.97,5023.11,0.0,6511.9,9517.85,0.0,4737.139878924835
1731067830.96,19.2,0.376,0.032,1.38,5016.1,5023.3,0.0,6512.0,9518.0,0.0,4737.092452127148
1731067831.46,19.8,0.37,0.0,2.02,5016.23,5023.49,0.0,6512.1,9518.15,0.0,4737.045025382385
1731067831.96,20.5,0.303,0.0,8.5,5016.36,5023.68,0.0,6512.2,9518.3,0.0,4736.997598690546
1731067832.46,19.8,0.262,0.0,2.19,5016.49,5023.87,0.0,6512.3,9518.45,0.0,4736.950172051635
1731067832.96,19.8,0.375,0.0,1.87,5016.62,5024.06,0.0,6512.4,9518.6,0.0,4736.902745465648
1731067833.46,19.8,0.381,0.0,2.06,5016.75,5024.25,0.0,6512.5,9518.75,0.0,4736.855318932593
1731067833.96,19.8,0.397,0.0,3.04,5016.88,5024.44,0.0,6512.6,9518.9,0.0,4736.807892452469
1731067834.46,20.5,0.368,0.0,1.99,5017.01,5024.63,0.0,6512.7,9519.05,0.0,4736.760466025276
1731067834.96,19.2,0.356,0.032,3.6,5017.14,5024.82,0.0,6512.8,9519.2,0.0,4736.71303965102
1731067835.46,19.9,0.418,0.0,2.12,5017.27,5025.01,0.0,6512.9,9519.35,0.0,4736.665613329697
1731067835.96,20.5,0.378,0.0,1.76,5017.4,5025.2,0.0,6513.0,9519.5,0.0,4736.618187061314
1731067836.46,19.8,0.418,0.0,5.37,5017.53,5025.39,0.0,6513.1,9519.65,0.0,4736.570760845867
1731067836.96,19.9,0.446,0.0,1.61,5017.66,5025.58,0.0,6513.2,9519.8,0.0,4736.523334683362
1731067837.46,19.8,0.477,0.0,1.63,5017.79,5025.77,0.0,6513.3,9519.95,0.0,4736.475908573801
1731067837.96,20.5,0.478,0.0,2.4,5017.92,5025.96,0.0,6513.4,9520.1,0.0,4736.428482517181
1731067838.46,19.9,0.559,0.0,1.89,5018.05,5026.15,0.0,6513.5,9520.25,0.0,4736.381056513507
1731067838.96,19.8,0.568,0.0,1.59,5018.18,5026.34,0.0,6513.6,9520.4,0.0,4736.333630562779
1731067839.46,19.8,0.573,0.0,2.42,5018.31,5026.53,0.0,6513.7,9520.55,0.0,4736.286204665001
1731067839.96,20.5,0.431,0.0,2.29,5018.44,5026.72,0.0,6513.8,9520.7,0.0,4736.238778820173
1731067840.46,19.8,0.647,0.0,2.04,5018.57,5026.91,0.0,6513.9,9520.85,0.0,4736.191353028296
1731067840.96,19.8,0.73,0.0,1.84,5018.7,5027.1,0.0,6514.0,9521.0,0.0,4736.143927289372
1731067841.46,19.9,0.543,0.0,2.18,5018.83,5027.29,0.0,6514.1,9521.15,0.0,4736.096501603403
1731067841.96,20.5,0.558,0.0,1.94,5018.96,5027.48,0.0,6514.2,9521.3,0.0,4736.049075970392
1731067842.46,19.8,0.575,0.0,1.5,5019.09,5027.67,0.0,6514.3,9521.45,0.0,4736.001650390338
1731067842.96,19.8,0.69,0.0,2.42,5019.22,5027.86,0.0,6514.4,9521.6,0.0,4735.954224863243
1731067843.46,19.9,0.806,0.0,1.47,5019.35,5028.05,0.0,6514.5,9521.75,0.0,4735.906799389109
1731067843.96,19.8,0.518,0.031,1.48,5019.48,5028.24,0.0,6514.6,9521.9,0.0,4735.859373967939
1731067844.46,19.8,0.429,0.0,2.29,5019.61,5028.43,0.0,6514.7,9522.05,0.0,4735.811948599732
1731067844.96,19.8,0.583,0.0,1.66,5019.74,5028.62,0.0,6514.8,9522.2,0.0,4735.764523284493
1731067845.46,19.8,0.617,0.0,2.2,5019.87,5028.81,0.0,6514.9,9522.35,0.0,4735.717098022221
1731067845.96,20.5,0.52,0.0,11.6,5020.0,5029.0,0.0,6515.0,9522.5,0.0,4735.669672812917
1731067846.46,19.8,0.553,0.0,1.98,5020.13,5029.19,0.0,6515.1,9522.65,0.0,4735.6222476565845
1731067846.96,19.8,0.565,0.0,2.36,5020.26,5029.38,0.0,6515.2,9522.8,0.0,4735.574822553223
1731067847.46,19.2,0.573,0.032,1.72,5020.39,5029.57,0.0,6515.3,9522.95,0.0,4735.5273975028385
1731067847.96,20.5,0.704,0.0,2.32,5020.52,5029.76,0.0,6515.4,9523.1,0.0,4735.479972505427
1731067848.46,19.8,0.974,0.0,2.05,5020.65,5029.95,0.0,6515.5,9523.25,0.0,4735.432547560994
1731067848.96,19.8,0.676,0.0,1.74,5020.78,5030.14,0.0,6515.6,9523.4,0.0,4735.385122669538
1731067849.46,19.8,0.618,0.0,2.39,5020.91,5030.33,0.0,6515.7,9523.55,0.0,4735.337697831063
1731067849.96,20.5,0.654,0.0,1.9,5021.04,5030.52,0.0,6515.8,9523.7,0.0,4735.290273045572
1731067850.46,19.9,0.738,0.0,5.62,5021.17,5030.71,0.0,6515.9,9523.85,0.0,4735.2428483130625
1731067850.96,19.8,0.77,0.0,2.28,5021.3,5030.9,0.0,6516.0,9524.0,0.0,4735.195423633538
1731067851.46,19.8,0.457,0.0,1.56,5021.43,5031.09,0.0,6516.1,9524.15,0.0,4735.147999007
1731067851.96,19.8,0.367,0.0,1.63,5021.56,5031.28,0.0,6516.2,9524.3,0.0,4735.100574433451
1731067852.46,20.5,0.614,0.0,2.23,5021.69,5031.47,0.0,6516.3,9524.45,0.0,4735.053149912893
1731067852.96,19.9,0.413,0.0,1.75,5021.82,5031.66,0.0,6516.4,9524.6,0.0,4735.005725445325
1731067853.46,19.8,0.302,0.0,2.25,5021.95,5031.85,0.0,6516.5,9524.75,0.0,4734.958301030749
1731067853.96,20.5,0.33,0.0,1.65,5022.08,5032.04,0.0,6516.6,9524.9,0.0,4734.910876669169
1731067854.46,19.8,0.334,0.0,2.14,5022.21,5032.23,0.0,6516.7,9525.05,0.0,4734.863452360584
1731067854.96,19.8,0.362,0.0,5.56,5022.34,5032.42,0.0,6516.8,9525.2,0.0,4734.8160281049995
1731067855.46,19.8,0.278,0.0,1.65,5022.47,5032.61,0.0,6516.9,9525.35,0.0,4734.768603902413
1731067855.96,20.5,0.331,0.0,3.14,5022.6,5032.8,0.0,6517.0,9525.5,0.0,4734.721179752827
1731067856.46,19.8,0.332,0.0,1.68,5022.73,5032.99,0.0,6517.1,9525.65,0.0,4734.673755656244
1731067856.96,19.9,0.346,0.0,1.61,5022.86,5033.18,0.0,6517.2,9525.8,0.0,4734.626331612663
1731067857.46,19.8,0.335,0.0,2.19,5022.99,5033.37,0.0,6517.3,9525.95,0.0,4734.578907622093
1731067857.96,20.5,0.519,0.0,1.61,5023.12,5033.56,0.0,6517.4,9526.1,0.0,4734.5314836845255
1731067858.46,19.8,0.614,0.0,1.82,5023.25,5033.75,0.0,6517.5,9526.25,0.0,4734.484059799969
1731067858.96,19.8,0.662,0.0,2.05,5023.38,5033.94,0.0,6517.6,9526.4,0.0,4734.436635968423
1731067859.46,19.8,0.682,0.0,1.64,5023.51,5034.13,0.0,6517.7,9526.55,0.0,4734.389212189888
1731067859.96,20.5,0.454,0.0,6.92,5023.64,5034.32,0.0,6517.8,9526.7,0.0,4734.3417884643695
1731067860.46,19.8,0.427,0.0,1.77,5023.77,5034.51,0.0,6517.9,9526.85,0.0,4734.294364791864
1731067860.96,19.8,0.642,0.0,1.81,5023.9,5034.7,0.0,6518.0,9527.0,0.0,4734.246941172377
1731067861.46,19.8,0.624,0.0,1.73,5024.03,5034.89,0.0,6518.1,9527.15,0.0,4734.199517605906
1731067861.96,20.5,0.579,0.0,2.38,5024.16,5035.08,0.0,6518.2,9527.3,0.0,4734.1520940924565
1731067862.46,19.8,0.64,0.0,1.83,5024.29,5035.27,0.0,6518.3,9527.45,0.0,4734.10467063203
1731067862.96,19.9,0.79,0.0,1.91,5024.42,5035.46,0.0,6518.4,9527.6,0.0,4734.057247224626
1731067863.46,19.8,0.652,0.0,1.63,5024.55,5035.65,0.0,6518.5,9527.75,0.0,4734.009823870247
1731067863.96,20.5,0.609,0.0,2.18,5024.68,5035.84,0.0,6518.6,9527.9,0.0,4733.962400568893
1731067864.46,19.8,0.514,0.0,6.05,5024.81,5036.03,0.0,6518.7,9528.05,0.0,4733.914977320568
1731067864.96,19.8,0.452,0.0,1.69,5024.94,5036.22,0.0,6518.8,9528.2,0.0,4733.867554125274
1731067865.46,19.9,0.48,0.0,2.99,5025.07,5036.41,0.0,6518.9,9528.35,0.0,4733.82013098301
1731067865.96,20.5,0.604,0.0,2.16,5025.2,5036.6,0.0,6519.0,9528.5,0.0,4733.772707893779
1731067866.46,19.8,0.741,0.0,1.72,5025.33,5036.79,0.0,6519.1,9528.65,0.0,4733.725284857583
1731067866.96,19.8,0.517,0.0,1.99,5025.46,5036.98,0.0,6519.2,9528.8,0.0,4733.677861874421
1731067867.46,19.8,0.62,0.0,1.52,5025.59,5037.17,0.0,6519.3,9528.95,0.0,4733.6304389443
1731067867.96,20.5,0.67,0.0,1.64,5025.72,5037.36,0.0,6519.4,9529.1,0.0,4733.583016067216
1731067868.46,19.8,0.528,0.0,1.98,5025.85,5037.55,0.0,6519.5,9529.25,0.0,4733.535593243173
1731067868.96,19.9,0.624,0.0,6.63,5025.98,5037.74,0.0,6519.6,9529.4,0.0,4733.488170472173
1731067869.46,19.8,0.588,0.0,2.12,5026.11,5037.93,0.0,6519.7,9529.55,0.0,4733.440747754216
1731067869.96,20.5,0.634,0.0,1.68,5026.24,5038.12,0.0,6519.8,9529.7,0.0,4733.393325089307
1731067870.46,19.8,0.649,0.0,2.14,5026.37,5038.31,0.0,6519.9,9529.85,0.0,4733.345902477443
1731067870.96,19.8,0.997,0.0,16.7,5026.5,5038.5,0.0,6520.0,9530.0,0.0,4733.298479918629
1731067871.46,19.8,0.904,0.0,1.74,5026.63,5038.69,0.0,6520.1,9530.15,0.0,4733.251057412865
1731067871.96,20.5,0.952,0.0,2.26,5026.76,5038.88,0.0,6520.2,9530.3,0.0,4733.203634960151
1731067872.46,19.8,0.837,0.0,2.7,5026.89,5039.07,0.0,6520.3,9530.45,0.0,4733.156212560495
1731067872.96,19.8,0.545,0.0,1.84,5027.02,5039.26,0.0,6520.4,9530.6,0.0,4733.108790213891
1731067873.46,19.8,0.23,0.0,2.12,5027.15,5039.45,0.0,6520.5,9530.75,0.0,4733.061367920344
1731067873.96,20.5,0.433,0.0,9.06,5027.28,5039.64,0.0,6520.6,9530.9,0.0,4733.013945679855
1731067874.46,19.9,0.296,0.0,1.53,5027.41,5039.83,0.0,6520.7,9531.05,0.0,4732.966523492428
1731067874.96,19.8,0.415,0.0,2.49,5027.54,5040.02,0.0,6520.8,9531.2,0.0,4732.919101358062
1731067875.46,19.8,0.515,0.0,1.63,5027.67,5040.21,0.0,6520.9,9531.35,0.0,4732.871679276758
1731067875.96,20.5,0.461,0.0,1.79,5027.8,5040.4,0.0,6521.0,9531.5,0.0,4732.82425724852
1731067876.46,19.8,0.324,0.0,2.07,5027.93,5040.59,0.0,6521.1,9531.65,0.0,4732.776835273347
1731067876.96,19.8,0.294,0.0,1.62,5028.06,5040.78,0.0,6521.2,9531.8,0.0,4732.729413351242
1731067877.46,19.8,0.396,0.0,1.75,5028.19,5040.97,0.0,6521.3,9531.95,0.0,4732.681991482208
1731067877.96,20.5,0.351,0.0,1.9,5028.32,5041.16,0.0,6521.4,9532.1,0.0,4732.634569666245
1731067878.46,19.2,0.312,0.032,8.86,5028.45,5041.35,0.0,6521.5,9532.25,0.0,4732.587147903353
1731067878.96,19.8,0.444,0.0,2.2,5028.58,5041.54,0.0,6521.6,9532.4,0.0,4732.539726193537
1731067879.46,19.9,0.523,0.0,1.65,5028.71,5041.73,0.0,6521.7,9532.55,0.0,4732.492304536796
1731067879.96,20.5,0.478,0.0,2.04,5028.84,5041.92,0.0,6521.8,9532.7,0.0,4732.444882933134
1731067880.46,19.8,0.394,0.0,2.71,5028.97,5042.11,0.0,6521.9,9532.85,0.0,4732.39746138255
1731067880.96,19.8,0.471,0.0,1.62,5029.1,5042.3,0.0,6522.0,9533.0,0.0,4732.3500398850465
1731067881.46,19.8,0.653,0.0,2.335,5029.23,5042.49,0.0,6522.1,9533.15,0.0,4732.302618440625
1731067881.96,20.5,0.643,0.0,3.05,5029.36,5042.68,0.0,6522.2,9533.3,0.0,4732.255197049287
1731067882.46,19.9,0.641,0.0,3.57,5029.49,5042.87,0.0,6522.3,9533.45,0.0,4732.207775711038
1731067882.96,19.8,0.497,0.0,1.73,5029.62,5043.06,0.0,6522.4,9533.6,0.0,4732.160354425872
1731067883.46,19.8,0.478,0.0,5.02,5029.75,5043.25,0.0,6522.5,9533.75,0.0,4732.112933193797
1731067883.96,20.5,0.552,0.0,2.25,5029.88,5043.44,0.0,6522.6,9533.9,0.0,4732.065512014811
1731067884.46,19.9,0.567,0.0,1.43,5030.01,5043.63,0.0,6522.7,9534.05,0.0,4732.018090888917
1731067884.96,19.8,0.677,0.0,3.51,5030.14,5043.82,0.0,6522.8,9534.2,0.0,4731.970669816119
1731067885.46,19.8,0.576,0.0,2.23,5030.27,5044.01,0.0,6522.9,9534.35,0.0,4731.923248796413
1731067885.96,19.8,0.401,0.0,2.44,5030.4,5044.2,0.0,6523.0,9534.5,0.0,4731.875827829805
1731067886.46,20.5,0.41,0.0,1.66,5030.53,5044.39,0.0,6523.1,9534.65,0.0,4731.828406916294
1731067886.96,19.8,0.471,0.0,1.81,5030.66,5044.58,0.0,6523.2,9534.8,0.0,4731.780986055884
1731067887.46,19.8,0.454,0.0,2.42,5030.79,5044.77,0.0,6523.3,9534.95,0.0,4731.733565248576
1731067887.96,19.9,0.458,0.0,1.66,5030.92,5044.96,0.0,6523.4,9535.1,0.0,4731.686144494371
1731067888.46,20.5,0.513,0.0,7.2,5031.05,5045.15,0.0,6523.5,9535.25,0.0,4731.6387237932695
1731067888.96,19.8,0.565,0.0,2.28,5031.18,5045.34,0.0,6523.6,9535.4,0.0,4731.591303145275
1731067889.46,19.8,0.855,0.0,1.95,5031.31,5045.53,0.0,6523.7,9535.55,0.0,4731.543882550388
1731067889.96,20.5,0.566,0.0,2.57,5031.44,5045.72,0.0,6523.8,9535.7,0.0,4731.496462008611
1731067890.46,19.8,0.568,0.0,1.96,5031.57,5045.91,0.0,6523.9,9535.85,0.0,4731.449041519944
1731067890.96,19.8,0.696,0.0,1.42,5031.7,5046.1,0.0,6524.0,9536.0,0.0,4731.40162108439
1731067891.46,19.9,0.696,0.0,1.96,5031.83,5046.29,0.0,6524.1,9536.15,0.0,4731.354200701951
