Time,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance
1731068961.81,40.3,1.027,0.0,1.65,7745.999134746593,20.5,0.451,0.0,0.866,4248.480696201878,20.5,0.602,0.0,1.66,4630.14083695086,19.8,0.488,0.0,1.25,4140.800236669234
1731068962.31,39.7,1.009,0.0,1.75,7745.474515893711,19.8,0.487,0.0,0.823,4248.386885513135,19.8,0.65,0.0,1.68,4630.093533882442,20.5,0.676,0.0,1.74,4140.680048615202
1731068962.81,40.3,1.148,0.0,1.98,7745.5293135396605,19.9,0.509,0.0,1.05,4248.293074871366,19.8,0.746,0.0,2.36,4630.046230870703,19.8,0.547,0.0,0.913,4140.559877601097
1731068963.31,39.7,0.797,0.0,1.44,7745.559410704536,19.8,0.515,0.0,1.4,4248.199264276572,19.8,0.632,0.0,1.61,4629.9989279156425,19.8,0.625,0.0,0.904,4140.439723628398
1731068963.81,40.3,0.66,0.0,1.96,7745.334235425583,20.5,0.502,0.0,0.76,4248.105453728756,20.5,0.55,0.0,1.65,4629.951625017263,20.5,0.558,0.0,0.986,4140.319586698593
1731068964.31,39.7,0.746,0.0,2.89,7745.660551200632,19.8,0.631,0.0,1.14,4248.011643227922,19.8,0.684,0.0,2.53,4629.904322175567,19.8,0.618,0.0,1.24,4140.199466813162
1731068964.81,40.4,0.805,0.0,7.8,7745.873967744377,19.8,0.67,0.0,1.32,4247.917832774075,19.8,0.678,0.0,1.99,4629.857019390555,19.8,0.812,0.0,0.752,4140.079363973594
1731068965.31,39.6,0.962,0.0,2.02,7745.997466901277,19.8,0.685,0.0,0.858,4247.8240223672165,19.8,0.617,0.0,5.16,4629.80971666223,19.9,0.762,0.0,1.15,4139.959278181369
1731068965.81,40.3,1.094,0.0,2.3,7745.394582103275,20.5,0.706,0.0,1.04,4247.73021200735,19.8,0.587,0.0,1.57,4629.762413990592,20.5,0.822,0.0,2.68,4139.839209437971
1731068966.31,39.7,1.069,0.0,2.45,7745.4355230856545,19.8,0.823,0.0,1.4,4247.636401694477,20.5,0.499,0.0,1.86,4629.7151113756445,19.8,0.446,0.0,2.72,4139.719157744883
1731068966.81,40.3,1.126,0.0,1.97,7745.215905130797,19.8,0.776,0.0,1.47,4247.542591428601,19.8,0.583,0.0,2.18,4629.6678088173885,19.8,0.366,0.0,3.77,4139.599123103588
1731068967.31,39.7,1.064,0.0,1.72,7745.601061364889,19.8,0.736,0.0,0.878,4247.448781209727,19.9,0.613,0.0,1.77,4629.620506315826,19.8,0.355,0.0,1.34,4139.479105515572
1731068967.81,40.3,0.693,0.0,1.8,7745.267141107754,20.5,0.712,0.0,1.42,4247.3549710378575,20.5,0.598,0.0,1.66,4629.573203870957,20.5,0.266,0.0,1.49,4139.359104982316
1731068968.31,39.7,0.73,0.0,2.09,7745.57496434679,19.8,0.904,0.0,1.44,4247.261160912995,19.8,0.543,0.0,2.3,4629.525901482785,19.9,0.25,0.0,1.65,4139.239121505304
1731068968.81,39.7,0.922,0.016,1.5,7745.574403122481,19.9,0.734,0.0,0.832,4247.167350835143,19.9,0.563,0.0,1.89,4629.478599151312,19.8,0.455,0.0,0.727,4139.119155086019
1731068969.31,39.7,0.824,0.0,4.7,7745.445023201101,19.8,0.53,0.0,1.5,4247.073540804303,19.8,0.594,0.0,1.77,4629.43129687654,19.8,0.417,0.0,0.823,4138.999205725944
1731068969.81,40.3,0.831,0.0,2.64,7745.88615229664,20.5,0.486,0.0,1.41,4246.979730820481,20.5,0.91,0.0,1.67,4629.383994658469,20.5,0.448,0.0,0.778,4138.879273426564
1731068970.31,39.7,0.939,0.0,2.19,7745.70836183173,19.8,0.661,0.0,1.19,4246.8859208836775,19.8,0.768,0.0,2.74,4629.336692497101,19.8,0.433,0.0,0.81,4138.75935818936
1731068970.81,40.3,0.921,0.0,1.91,7745.295566385537,19.8,0.601,0.0,0.838,4246.792110993898,19.8,0.694,0.0,2.2,4629.28939039244,19.8,0.416,0.0,1.07,4138.639460015816
1731068971.31,39.7,1.075,0.0,1.63,7745.721267097027,19.8,0.634,0.0,0.808,4246.698301151143,19.8,0.976,0.0,1.88,4629.242088344483,19.8,0.365,0.0,0.891,4138.519578907415
1731068971.81,39.7,0.718,0.0,1.74,7745.8352951524785,19.8,0.634,0.0,0.962,4246.604491355417,20.5,0.894,0.0,2.15,4629.194786353239,20.5,0.469,0.0,1.26,4138.399714865638
1731068972.31,40.3,0.539,0.0,2.53,7745.560294260578,20.5,0.644,0.0,1.36,4246.510681606723,19.9,0.717,0.0,1.85,4629.147484418702,19.9,0.411,0.0,1.8,4138.279867891973
1731068972.81,40.3,0.497,0.0,1.95,7745.354142607369,19.9,0.692,0.0,1.18,4246.416871905065,19.2,0.866,0.032,2.13,4629.100182540879,19.8,0.47,0.0,1.06,4138.160037987898
1731068973.31,39.7,0.496,0.0,1.88,7745.474569197751,19.8,0.749,0.0,6.8,4246.323062250446,19.2,1.024,0.032,2.21,4629.05288071977,19.8,0.57,0.0,1.09,4138.0402251548985
1731068973.81,40.3,0.655,0.0,1.86,7745.052351197768,20.5,0.747,0.0,0.86,4246.229252642867,19.8,0.592,0.0,1.73,4629.005578955376,20.5,0.469,0.0,0.937,4137.920429394457
1731068974.31,39.7,1.033,0.0,1.8,7745.066885675727,19.8,0.75,0.0,1.15,4246.135443082333,19.8,0.603,0.0,1.74,4628.9582772477015,19.8,0.628,0.0,1.41,4137.800650708054
1731068974.81,40.3,1.096,0.0,1.77,7745.649320660009,19.8,0.832,0.0,1.22,4246.041633568845,20.5,0.348,0.0,11.4,4628.910975596744,19.9,0.546,0.0,1.03,4137.680889097175
1731068975.31,39.7,0.843,0.0,1.64,7745.177003655125,19.9,0.849,0.0,0.881,4245.947824102412,19.8,0.422,0.0,1.69,4628.863674002509,19.8,0.671,0.0,6.17,4137.561144563304
1731068975.81,40.3,0.974,0.0,4.26,7745.161024639055,20.5,0.793,0.0,0.834,4245.85401468303,20.5,0.428,0.0,1.93,4628.816372464995,20.5,0.606,0.0,1.14,4137.441417107922
1731068976.31,39.7,0.632,0.0,1.83,7745.229943984211,19.8,1.002,0.0,1.03,4245.760205310706,19.8,0.458,0.0,2.14,4628.769070984206,19.8,0.623,0.0,1.03,4137.3217067325095
1731068976.81,40.3,0.655,0.0,1.7,7745.330736980237,19.9,1.146,0.0,1.38,4245.66639598544,19.9,0.357,0.0,1.97,4628.721769560145,19.8,0.558,0.0,0.964,4137.20201343855
1731068977.31,39.7,0.824,0.0,2.28,7745.323592121732,19.8,0.703,0.0,0.776,4245.572586707239,19.8,0.422,0.0,2.05,4628.674468192811,19.9,0.698,0.0,1.45,4137.082337227529
1731068977.81,40.3,0.704,0.0,2.09,7745.268543086803,19.8,0.377,0.0,0.804,4245.478777476105,20.5,0.393,0.0,1.85,4628.627166882206,20.5,0.561,0.0,1.05,4136.962678100927
1731068978.31,39.7,0.805,0.0,1.54,7745.455616783011,20.5,0.408,0.0,0.811,4245.38496829204,19.9,0.673,0.0,1.51,4628.579865628333,19.9,0.602,0.0,0.988,4136.843036060227
1731068978.81,40.3,0.813,0.0,8.83,7745.42122782061,19.8,0.62,0.0,1.04,4245.291159155047,19.8,0.681,0.0,2.2,4628.532564431193,19.8,0.538,0.0,1.21,4136.723411106912
1731068979.31,39.7,1.085,0.0,1.75,7745.26428083454,19.8,0.843,0.0,1.19,4245.197350065129,19.8,0.73,0.0,6.76,4628.48526329079,19.8,0.516,0.0,0.943,4136.603803242461
1731068979.81,40.3,0.907,0.0,2.1,7744.914934558182,19.9,0.562,0.0,0.869,4245.103541022291,20.5,0.537,0.0,1.79,4628.437962207121,20.5,0.517,0.0,6.64,4136.484212468362
1731068980.31,39.7,0.629,0.0,2.22,7745.339067475487,20.5,0.422,0.0,1.06,4245.009732026535,19.8,0.658,0.0,2.42,4628.39066118019,19.9,0.511,0.0,0.802,4136.364638786093
1731068980.81,40.3,0.741,0.0,2.39,7744.751017341822,19.8,0.575,0.0,1.26,4244.915923077865,19.8,0.665,0.0,1.9,4628.34336021,19.8,0.438,0.0,0.999,4136.245082197137
1731068981.31,39.7,0.697,0.0,2.71,7745.147340988888,19.9,0.474,0.0,0.924,4244.822114176283,19.8,0.576,0.0,1.7,4628.296059296553,19.8,0.5,0.0,1.14,4136.125542702978
1731068981.81,40.3,0.751,0.0,1.79,7745.48788125528,19.8,0.464,0.0,0.953,4244.72830532179,20.5,0.425,0.0,2.39,4628.24875843985,20.5,0.662,0.0,1.22,4136.006020305095
1731068982.31,39.7,0.746,0.0,1.68,7745.2271725757855,20.5,0.456,0.0,0.809,4244.6344965143935,19.8,0.587,0.0,1.72,4628.201457639891,19.8,0.447,0.0,0.938,4135.886515004975
1731068982.81,40.3,0.859,0.0,2.22,7744.818280334197,19.9,0.507,0.0,0.988,4244.540687754095,19.8,0.61,0.0,1.91,4628.154156896678,19.9,0.546,0.0,1.33,4135.7670268040965
1731068983.31,39.7,0.968,0.0,6.7,7745.402286006926,19.8,0.463,0.0,1.29,4244.446879040896,19.8,0.696,0.0,1.93,4628.106856210216,19.8,0.53,0.0,0.849,4135.647555703944
1731068983.81,40.3,1.022,0.0,2.14,7745.114274162634,19.9,0.541,0.0,0.898,4244.353070374801,20.5,0.548,0.0,3.58,4628.059555580502,19.9,0.614,0.0,1.06,4135.528101705997
1731068984.31,39.7,0.949,0.0,1.88,7745.0361557111055,20.5,0.498,0.0,0.988,4244.259261755813,19.8,0.627,0.0,2.25,4628.012255007544,20.5,0.552,0.0,1.41,4135.408664811737
1731068984.81,40.3,0.655,0.0,1.77,7745.278035702029,19.8,0.487,0.0,3.31,4244.165453183935,19.8,0.634,0.0,2.5,4627.964954491336,19.8,0.543,0.0,1.96,4135.28924502265
1731068985.31,39.7,0.713,0.0,1.59,7744.995534745698,19.8,0.522,0.0,0.712,4244.0716446591705,19.8,0.705,0.0,1.74,4627.917654031887,19.8,0.583,0.0,2.51,4135.169842340215
1731068985.81,40.3,0.758,0.0,2.28,7744.828802760369,19.8,0.622,0.0,1.13,4243.977836181523,20.4,0.683,0.0,2.22,4627.870353629194,20.5,0.674,0.0,1.19,4135.0504567659145
1731068986.31,39.7,0.934,0.0,2.04,7744.94083121848,20.5,0.569,0.0,1.57,4243.884027750994,19.9,0.768,0.0,2.01,4627.82305328326,19.9,0.745,0.0,1.31,4134.931088301231
1731068986.81,40.3,0.97,0.0,1.89,7745.093250159303,19.8,0.614,0.0,1.09,4243.790219367587,19.8,0.671,0.0,2.0,4627.775752994089,19.8,0.696,0.0,1.43,4134.811736947644
1731068987.31,39.7,1.183,0.0,1.67,7744.984455832826,19.8,0.672,0.0,0.91,4243.6964110313065,19.8,0.6,0.0,1.8,4627.728452761678,19.8,0.636,0.0,1.0,4134.692402706638
1731068987.81,40.3,1.358,0.0,3.2,7744.895668910931,20.5,0.668,0.0,0.88,4243.602602742156,20.5,0.466,0.0,1.66,4627.681152586034,19.8,0.312,0.0,0.731,4134.573085579696
1731068988.31,39.7,1.144,0.0,2.06,7744.946810371834,19.8,0.779,0.0,1.02,4243.508794500137,19.8,0.771,0.0,2.31,4627.633852467154,20.5,0.296,0.0,1.3,4134.453785568295
1731068988.81,39.7,0.658,0.0,1.94,7745.224031356988,19.8,0.869,0.0,1.18,4243.414986305253,19.9,0.533,0.0,9.21,4627.586552405043,19.8,0.255,0.0,1.65,4134.33450267392
1731068989.31,40.3,0.664,0.0,1.66,7745.381597168324,19.8,0.863,0.0,1.37,4243.321178157505,19.8,0.538,0.0,1.89,4627.539252399703,19.9,0.435,0.0,1.0,4134.215236898049
1731068989.81,40.3,0.718,0.0,1.49,7745.054854560631,20.5,0.858,0.0,0.763,4243.227370056899,20.5,0.709,0.0,1.39,4627.491952451133,19.8,0.379,0.0,0.822,4134.095988242169
1731068990.31,39.7,0.774,0.0,2.37,7745.062317667875,19.8,0.639,0.0,0.858,4243.13356200344,19.8,0.626,0.0,2.6,4627.444652559337,20.4,0.285,0.0,0.728,4133.976756707759
1731068990.81,40.3,0.752,0.0,2.62,7745.047181925912,19.9,0.582,0.0,1.33,4243.039753997127,19.8,0.715,0.0,2.26,4627.397352724315,19.9,0.317,0.0,0.808,4133.8575422963
1731068991.31,39.7,0.822,0.0,1.68,7744.915455348531,19.8,0.556,0.0,0.823,4242.945946037966,19.8,0.65,0.0,1.7,4627.35005294607,19.8,0.393,0.0,1.09,4133.738345009273
1731068991.81,39.7,0.957,0.016,1.97,7744.722772113896,20.5,0.511,0.0,1.09,4242.852138125956,20.5,0.74,0.0,1.74,4627.302753224605,20.5,0.382,0.0,1.05,4133.619164848159
1731068992.31,39.7,1.015,0.0,1.5,7744.5824793972115,19.8,0.594,0.0,1.05,4242.758330261105,19.9,0.772,0.0,2.32,4627.255453559918,19.8,0.391,0.0,0.892,4133.500001814443
1731068992.81,40.3,1.01,0.0,9.48,7745.291167134629,19.8,0.608,0.0,0.829,4242.664522443414,19.8,0.716,0.0,2.04,4627.208153952013,19.2,0.343,0.032,6.84,4133.380855909602
1731068993.31,39.7,0.446,0.0,2.14,7744.618749428334,19.8,0.808,0.0,0.951,4242.570714672886,19.8,1.103,0.0,6.29,4627.160854400892,19.8,0.414,0.0,0.729,4133.261727135121
1731068993.81,40.3,0.473,0.0,2.06,7744.854673866755,20.5,0.624,0.0,1.31,4242.476906949525,20.5,0.743,0.0,1.57,4627.1135549065575,20.5,0.363,0.0,5.47,4133.142615492478
1731068994.31,39.7,0.65,0.0,2.3,7744.491332343721,19.8,0.679,0.0,1.91,4242.383099273331,19.8,0.781,0.0,2.31,4627.06625546901,19.8,0.356,0.0,1.77,4133.023520983154
1731068994.81,40.3,0.511,0.0,1.51,7745.0680444039635,19.9,0.703,0.0,0.923,4242.289291644312,19.8,0.972,0.0,1.7,4627.01895608825,19.8,0.392,0.0,0.919,4132.904443608634
1731068995.31,39.7,0.638,0.0,1.74,7744.638412664527,19.8,0.748,0.0,0.843,4242.1954840624685,19.8,0.526,0.0,1.5,4626.971656764281,19.9,0.378,0.0,0.859,4132.785383370397
1731068995.81,40.3,0.738,0.0,1.69,7744.912674554665,20.5,0.855,0.0,1.21,4242.101676527805,19.8,0.282,0.0,1.75,4626.924357497105,20.5,0.38,0.0,0.974,4132.666340269924
1731068996.31,39.7,0.661,0.0,2.07,7744.861612160292,19.8,0.802,0.0,1.09,4242.007869040321,20.5,0.319,0.0,2.06,4626.877058286722,19.9,0.493,0.0,1.02,4132.547314308695
1731068996.81,40.3,0.832,0.0,1.95,7744.69318100784,19.9,0.799,0.0,0.793,4241.914061600022,19.8,0.548,0.0,1.79,4626.8297591331375,19.8,0.497,0.0,0.889,4132.42830548819
1731068997.31,39.7,0.76,0.0,7.79,7745.059783597594,19.8,0.961,0.0,0.816,4241.820254206912,19.9,0.992,0.0,1.65,4626.782460036347,19.8,0.623,0.0,0.91,4132.309313809894
1731068997.81,40.3,0.832,0.0,1.5,7744.605490545013,19.8,0.994,0.0,1.08,4241.726446860995,20.5,0.78,0.0,3.27,4626.735160996359,20.5,0.799,0.0,1.4,4132.190339275286
1731068998.31,39.7,0.736,0.0,1.91,7744.701894286622,20.5,0.966,0.0,1.54,4241.632639562272,19.8,0.518,0.0,1.83,4626.68786201317,19.8,0.535,0.0,0.793,4132.071381885846
1731068998.81,40.3,0.63,0.0,1.52,7744.7429062591345,19.8,0.625,0.0,0.807,4241.538832310745,19.8,0.824,0.0,2.58,4626.640563086784,19.8,0.64,0.0,0.746,4131.952441643055
1731068999.31,39.7,0.77,0.0,1.8,7744.552223138196,19.9,0.407,0.0,1.27,4241.44502510642,19.8,0.73,0.0,3.99,4626.593264217205,19.8,0.776,0.0,0.873,4131.833518548393
1731068999.81,40.3,0.805,0.0,1.8,7744.398887389396,20.5,0.451,0.0,1.42,4241.351217949298,20.5,0.5,0.0,2.32,4626.545965404429,20.5,0.641,0.0,1.39,4131.714612603343
1731069000.31,39.7,1.048,0.0,1.48,7744.604358890095,19.8,0.669,0.0,0.839,4241.257410839385,19.8,0.706,0.0,1.97,4626.498666648463,19.9,0.654,0.0,6.8,4131.595723809386
1731069000.81,40.3,0.903,0.0,2.1,7744.670058749073,19.8,0.449,0.0,4.75,4241.163603776681,19.8,0.403,0.0,1.89,4626.451367949305,19.8,0.5,0.0,0.887,4131.476852168
1731069001.31,39.7,0.772,0.0,2.33,7744.460254852089,19.8,0.475,0.0,1.1,4241.06979676119,19.9,0.736,0.0,1.87,4626.404069306959,19.8,0.426,0.0,1.19,4131.357997680667
1731069001.81,40.3,0.589,0.0,6.06,7744.608605297762,19.8,0.417,0.031,0.806,4240.975989792915,20.5,0.532,0.0,2.21,4626.356770721429,20.5,0.624,0.0,1.51,4131.239160348865
1731069002.31,39.7,0.669,0.0,1.65,7744.608648165546,19.8,0.512,0.0,1.03,4240.88218287186,19.8,0.508,0.0,1.88,4626.309472192711,19.8,0.511,0.0,0.697,4131.120340174079
1731069002.81,40.3,0.763,0.0,1.6,7744.524206144106,19.8,0.462,0.0,1.3,4240.78837599803,19.8,0.544,0.0,8.14,4626.262173720811,19.9,0.448,0.0,0.994,4131.001537157787
1731069003.31,38.4,0.751,0.032,1.61,7744.296807962802,19.9,0.412,0.0,1.43,4240.694569171423,19.8,0.46,0.0,1.54,4626.214875305728,19.8,0.457,0.0,1.38,4130.882751301469
1731069003.81,40.3,0.852,0.0,2.24,7744.681009849038,20.5,0.433,0.0,1.0,4240.600762392047,20.5,0.56,0.0,1.91,4626.167576947466,20.5,0.494,0.0,1.17,4130.763982606608
1731069004.31,39.7,0.916,0.0,2.02,7744.526329636226,19.8,0.443,0.0,0.953,4240.5069556599,19.8,0.646,0.0,1.53,4626.120278646028,19.9,0.839,0.0,1.49,4130.64523107468
1731069004.81,40.3,0.95,0.0,1.79,7744.813358958445,19.8,0.524,0.0,1.02,4240.413148974991,19.8,0.564,0.0,2.12,4626.072980401412,19.2,0.717,0.032,5.67,4130.526496707169
1731069005.31,39.7,1.107,0.0,1.86,7744.523881403598,19.8,0.538,0.0,2.5,4240.31934233732,19.8,0.591,0.0,1.97,4626.025682213622,19.8,0.563,0.0,0.914,4130.407779505554
1731069005.81,39.7,0.769,0.0,1.91,7744.477396839031,19.9,0.701,0.0,0.806,4240.22553574689,20.5,0.575,0.0,1.85,4625.978384082658,20.5,0.558,0.0,1.05,4130.289079471315
1731069006.31,40.3,0.73,0.0,4.38,7744.347803312314,20.5,0.852,0.0,1.39,4240.131729203706,19.8,0.844,0.0,1.8,4625.931086008523,19.8,0.638,0.0,1.56,4130.170396605932
1731069006.81,40.3,1.495,0.0,2.16,7744.576362466609,19.8,1.78,0.0,6.21,4240.037922707767,19.8,1.271,0.0,2.39,4625.883787991221,19.2,1.195,0.032,0.891,4130.0517309108845
1731069007.31,39.7,0.992,0.0,1.79,7744.583720035607,18.6,0.887,0.065,0.755,4239.944116259081,19.8,0.973,0.0,8.01,4625.836490030749,19.8,0.835,0.0,0.923,4129.933082387655
1731069007.81,40.3,0.888,0.0,1.76,7744.538301584487,20.5,1.015,0.0,0.555,4239.850309857648,20.5,0.767,0.0,1.56,4625.789192127112,19.8,1.07,0.0,0.858,4129.8144510377215
1731069008.31,39.7,1.309,0.0,2.08,7744.7236574210865,19.8,0.64,0.0,0.985,4239.756503503474,19.8,0.846,0.0,1.49,4625.741894280312,20.5,0.957,0.0,0.897,4129.695836862566
1731069008.81,39.7,1.508,0.016,1.65,7744.380601304427,19.8,1.446,0.0,2.1,4239.662697196559,19.8,1.142,0.0,1.43,4625.694596490347,19.8,1.245,0.0,1.41,4129.577239863665
1731069009.31,39.7,1.342,0.0,1.3,7744.432431351452,19.8,0.873,0.0,0.889,4239.568890936907,19.8,1.07,0.0,1.93,4625.647298757224,19.8,0.556,0.0,1.16,4129.458660042499
1731069009.81,40.3,1.376,0.0,1.7,7744.752050081282,20.5,1.242,0.0,1.09,4239.475084724522,20.5,0.797,0.0,1.66,4625.600001080941,20.5,0.452,0.0,1.57,4129.340097400552
1731069010.31,39.7,0.604,0.0,1.92,7744.312590522251,19.9,0.987,0.0,1.43,4239.381278559408,19.9,0.803,0.0,4.44,4625.552703461501,19.8,0.592,0.0,1.42,4129.2215519393
1731069010.81,40.3,0.826,0.0,1.52,7744.624343594085,19.8,0.66,0.0,0.877,4239.287472441567,19.8,0.707,0.0,4.11,4625.505405898906,19.8,0.438,0.0,8.74,4129.103023660224
1731069011.31,39.7,0.686,0.0,9.92,7744.519245007322,19.8,0.874,0.0,0.907,4239.193666371,19.8,0.717,0.0,4.68,4625.458108393156,19.8,0.466,0.0,1.11,4128.984512564804
1731069011.81,40.3,0.713,0.0,1.72,7744.041618555773,19.8,0.522,0.0,1.07,4239.099860347713,20.5,0.682,0.0,8.23,4625.410810944257,20.5,0.54,0.0,0.81,4128.866018654516
1731069012.31,39.7,1.087,0.0,1.96,7744.298720679862,20.5,0.525,0.0,1.28,4239.006054371707,19.8,0.739,0.0,4.66,4625.363513552205,19.8,0.597,0.0,0.849,4128.747541930845
1731069012.81,40.3,0.9,0.0,1.6,7744.183317251104,19.8,0.578,0.0,0.786,4238.91224844299,19.8,0.735,0.0,1.87,4625.316216217006,19.8,0.501,0.0,1.19,4128.6290823952695
1731069013.31,39.7,0.915,0.0,2.5,7744.541195118056,19.8,0.589,0.0,1.01,4238.818442561559,19.8,0.895,0.0,2.12,4625.268918938659,19.8,0.362,0.0,1.03,4128.510640049267
1731069013.81,40.3,0.983,0.0,1.93,7744.275674259463,19.9,0.718,0.0,3.6,4238.724636727421,20.5,0.811,0.0,1.94,4625.221621717169,19.9,0.445,0.0,1.07,4128.3922148943175
1731069014.31,39.7,1.189,0.0,2.14,7744.499404822935,20.5,0.988,0.0,0.843,4238.630830940575,19.8,1.384,0.0,1.79,4625.174324552536,20.5,1.575,0.0,0.944,4128.273806931898
1731069014.81,40.3,0.404,0.0,1.86,7744.391082258512,19.8,0.902,0.0,1.07,4238.53702520103,19.8,0.829,0.0,2.46,4625.12702744476,19.8,0.608,0.0,0.832,4128.155416163495
1731069015.31,39.7,0.536,0.0,1.84,7743.871609193558,19.8,0.983,0.0,1.21,4238.443219508786,19.8,0.768,0.0,2.44,4625.079730393845,19.8,0.383,0.0,0.93,4128.037042590582
1731069015.81,40.3,0.509,0.0,6.07,7744.064250982328,19.8,0.908,0.0,0.921,4238.349413863845,20.5,0.878,0.0,2.27,4625.032433399791,20.5,0.493,0.0,1.46,4127.91868621464
1731069016.31,39.7,0.669,0.0,1.67,7744.574610087233,20.5,0.813,0.0,0.935,4238.255608266212,19.8,1.473,0.0,2.85,4624.985136462602,19.2,0.551,0.032,2.04,4127.800347037149
1731069016.81,40.3,0.61,0.0,2.32,7743.790970789902,19.8,0.851,0.0,0.935,4238.161802715889,19.8,0.885,0.0,2.03,4624.93783958228,19.9,0.465,0.0,0.997,4127.682025059585
1731069017.31,39.7,0.58,0.0,2.1,7744.3709762222525,19.8,0.837,0.0,1.15,4238.067997212881,19.8,0.463,0.0,2.05,4624.890542758823,19.8,0.624,0.0,0.815,4127.563720283431
1731069017.81,40.3,0.714,0.0,2.02,7744.415259813413,20.5,0.907,0.0,0.859,4237.974191757188,20.5,0.735,0.0,1.86,4624.843245992235,20.5,0.544,0.0,1.23,4127.445432710165
1731069018.31,39.7,0.637,0.0,1.68,7743.957965903727,19.8,0.931,0.0,2.32,4237.880386348817,19.9,0.947,0.0,2.23,4624.795949282519,19.8,0.53,0.0,1.52,4127.327162341266
1731069018.81,40.3,0.557,0.0,1.52,7743.909327767023,19.8,0.954,0.0,1.21,4237.786580987769,19.8,0.495,0.0,1.61,4624.748652629675,19.8,0.551,0.0,0.898,4127.208909178212
1731069019.31,39.7,0.603,0.0,1.9,7744.513152458995,19.8,0.931,0.0,0.805,4237.692775674045,19.8,0.672,0.0,1.78,4624.701356033707,19.8,0.549,0.0,1.05,4127.090673222481
1731069019.81,40.3,0.674,0.0,2.24,7744.230273004232,20.5,0.962,0.0,1.27,4237.598970407653,20.5,0.491,0.0,1.85,4624.654059494613,20.5,0.537,0.0,1.49,4126.972454475556
1731069020.31,39.7,0.692,0.0,2.62,7744.315471930952,19.2,0.508,0.0,1.1,4237.505165188592,19.8,0.606,0.0,1.91,4624.606763012397,19.8,0.562,0.0,1.07,4126.854252938913
1731069020.81,40.3,0.985,0.0,1.65,7744.226691044038,20.5,0.529,0.0,0.769,4237.4113600168685,19.8,1.345,0.0,1.98,4624.55946658706,19.8,1.291,0.0,0.867,4126.736068614033
1731069021.31,39.7,0.856,0.0,1.96,7744.391577474645,19.8,0.486,0.0,0.905,4237.317554892482,19.8,0.608,0.0,10.3,4624.512170218604,19.8,0.628,0.0,1.04,4126.617901502392
1731069021.81,40.3,1.006,0.0,2.14,7744.149520982893,19.8,0.438,0.0,1.1,4237.223749815437,20.5,0.443,0.0,5.46,4624.464873907035,19.8,0.401,0.0,1.06,4126.499751605469
1731069022.31,39.7,1.063,0.0,2.06,7744.17689477339,20.5,0.488,0.0,0.873,4237.129944785738,19.8,0.554,0.0,1.53,4624.417577652347,20.5,0.509,0.0,0.916,4126.3816189247445
1731069022.81,39.7,0.69,0.0,1.74,7744.472068933675,19.8,0.486,0.0,0.776,4237.036139803388,19.9,1.197,0.0,1.59,4624.370281454546,19.8,0.544,0.0,7.29,4126.263503461697
1731069023.31,40.3,0.565,0.0,1.94,7743.598408392196,19.9,0.479,0.0,1.02,4236.94233486839,19.8,0.699,0.0,1.71,4624.3229853136345,19.8,0.685,0.0,1.01,4126.145405217804
1731069023.81,40.3,0.705,0.0,1.6,7744.13645767986,19.8,0.534,0.0,1.05,4236.848529980745,20.5,0.452,0.0,2.13,4624.275689229611,20.5,0.457,0.0,0.881,4126.027324194546
1731069024.31,39.7,0.717,0.0,1.89,7744.143637239434,20.5,0.454,0.0,2.67,4236.754725140458,19.8,0.698,0.0,1.6,4624.228393202482,19.8,0.536,0.0,0.848,4125.909260393397
1731069024.81,40.3,0.709,0.0,2.75,7743.979872342023,19.8,0.457,0.0,0.9,4236.660920347532,19.9,0.645,0.0,1.7,4624.181097232244,19.8,0.449,0.0,0.777,4125.791213815842
1731069025.31,39.7,0.893,0.0,1.85,7744.24967455014,19.8,0.508,0.0,5.75,4236.567115601971,19.8,0.597,0.0,2.17,4624.133801318902,19.8,0.629,0.0,0.957,4125.673184463356
1731069025.81,40.3,0.919,0.0,1.64,7744.313893642188,19.9,0.48,0.0,0.867,4236.473310903776,20.5,0.539,0.0,6.87,4624.086505462456,20.5,0.509,0.0,1.41,4125.555172337416
1731069026.31,39.7,1.174,0.0,2.22,7744.123368243815,20.5,0.504,0.0,0.992,4236.3795062529525,19.8,0.685,0.0,2.09,4624.03920966291,19.8,0.567,0.0,1.83,4125.437177439502
1731069026.81,40.3,1.203,0.0,1.87,7744.36039645165,19.9,0.575,0.0,0.878,4236.2857016495,19.9,0.613,0.0,1.66,4623.991913920266,19.9,0.573,0.0,0.951,4125.319199771091
1731069027.31,39.7,0.821,0.0,2.05,7744.159579403848,19.8,0.681,0.0,1.029,4236.191897093426,19.8,1.04,0.0,1.91,4623.944618234523,19.8,0.608,0.0,1.05,4125.201239333664
1731069027.81,40.3,0.806,0.0,1.5,7744.081981990034,19.8,0.582,0.0,1.18,4236.098092584732,20.5,0.667,0.0,1.8,4623.897322605683,20.5,0.589,0.0,0.867,4125.083296128698
