Time,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance
1731072207.23,20.5,0.794,0.0,0.8,3641.737901881462,20.5,0.994,0.0,1.58,4324.890862206815,20.5,0.41,0.0,3.08,3776.915275724357,40.3,0.816,0.0,8.09,7662.5313889142335
1731072207.73,19.8,0.694,0.0,1.2,3641.644475920185,19.8,0.965,0.0,2.0,4324.843966260517,19.8,0.348,0.0,1.08,3776.92934339524,39.7,0.737,0.0,2.33,7662.567598106697
1731072208.23,19.8,0.648,0.0,5.07,3641.551050033488,19.8,1.016,0.0,6.86,4324.7970703837655,19.9,0.359,0.0,1.09,3776.943433518697,40.3,0.878,0.0,1.63,7662.76184323413
1731072208.73,19.8,0.516,0.0,0.984,3641.457624221378,19.8,1.078,0.0,2.15,4324.750174576561,19.8,0.339,0.0,1.0,3776.957546094475,39.7,1.071,0.0,1.89,7662.667217905192
1731072209.23,20.5,0.517,0.0,0.783,3641.36419848386,19.9,1.101,0.0,2.01,4324.703278838907,20.5,0.513,0.0,0.766,3776.971681122325,40.3,0.957,0.0,2.04,7662.677941358013
1731072209.73,19.8,0.672,0.0,2.72,3641.270772820939,20.5,1.139,0.0,2.67,4324.656383170806,19.8,0.32,0.0,1.59,3776.985838601993,39.7,1.112,0.0,1.54,7662.709419070018
1731072210.23,19.8,0.637,0.0,1.36,3641.177347232623,19.8,1.348,0.0,1.59,4324.609487572259,19.9,0.512,0.0,1.12,3777.0000185332274,39.7,0.939,0.0,2.37,7662.629935104714
1731072210.73,19.8,0.669,0.0,0.818,3641.083921718916,19.8,1.293,0.0,2.21,4324.5625920432685,19.8,0.44,0.0,0.687,3777.0142209157752,40.3,0.585,0.0,1.87,7662.769824141699
1731072211.23,20.5,0.635,0.0,1.13,3640.9904962798246,20.5,1.296,0.0,2.68,4324.515696583838,20.5,0.474,0.0,1.56,3777.028445749384,40.3,0.582,0.0,1.6,7662.796458808618
1731072211.73,19.8,0.775,0.0,1.24,3640.897070915354,19.9,1.278,0.0,1.66,4324.468801193968,19.9,0.387,0.0,1.57,3777.042693033798,39.0,0.584,0.016,6.15,7662.543582317586
1731072212.23,19.8,0.663,0.0,0.778,3640.8036456255086,19.8,1.576,0.0,2.06,4324.421905873664,19.8,0.561,0.0,0.934,3777.0569627687632,40.3,0.713,0.0,2.38,7662.544071450002
1731072212.73,19.8,0.725,0.0,1.26,3640.7102204102976,19.8,1.039,0.0,7.57,4324.375010622923,19.8,0.408,0.0,1.5,3777.071254954028,39.7,0.593,0.0,2.13,7662.441057556169
1731072213.23,20.5,0.804,0.0,1.47,3640.616795269724,19.8,0.828,0.0,1.55,4324.32811544175,20.5,0.434,0.0,5.87,3777.085569589336,40.4,0.717,0.0,2.02,7662.267994393812
1731072213.73,19.8,0.73,0.0,6.66,3640.523370203796,20.5,0.775,0.0,1.95,4324.281220330149,19.8,0.481,0.0,1.13,3777.099906674433,39.6,0.756,0.0,1.33,7662.503642019293
1731072214.23,19.8,0.788,0.0,0.836,3640.429945212516,19.8,0.662,0.0,1.81,4324.234325288118,19.8,0.428,0.0,1.15,3777.1142662090606,40.3,0.729,0.0,2.2,7662.799703472949
1731072214.73,19.8,0.904,0.0,1.21,3640.336520295891,19.8,0.914,0.0,1.72,4324.1874303156665,19.8,0.452,0.0,0.938,3777.1286481929615,39.7,0.571,0.0,2.37,7662.721526583645
1731072215.23,20.5,0.921,0.0,1.19,3640.243095453928,20.5,1.019,0.0,2.04,4324.140535412788,20.5,0.717,0.0,1.25,3777.143052625886,40.3,0.848,0.0,1.81,7662.523164118755
1731072215.73,19.8,1.011,0.0,0.91,3640.149670686633,19.8,0.875,0.0,1.74,4324.093640579492,19.8,0.481,0.0,1.54,3777.1574795075726,39.7,0.64,0.0,1.62,7662.455995632268
1731072216.23,19.9,0.65,0.0,1.02,3640.05624599401,19.8,1.042,0.0,1.82,4324.046745815776,19.8,0.619,0.0,0.814,3777.171928837765,40.3,0.707,0.0,5.71,7662.20407237284
1731072216.73,19.8,0.315,0.0,1.01,3639.9628213760648,19.9,0.848,0.0,2.13,4323.999851121643,19.8,0.559,0.0,1.19,3777.186400616205,39.7,0.717,0.0,2.04,7662.515348613876
1731072217.23,19.8,0.42,0.0,1.0,3639.869396832804,19.8,0.63,0.0,2.42,4323.9529564971,20.5,0.564,0.0,1.04,3777.2008948426337,40.3,0.899,0.0,2.36,7662.198680614124
1731072217.73,20.5,0.311,0.0,1.08,3639.775972364233,20.5,0.709,0.0,9.75,4323.906061942142,19.8,0.455,0.0,0.86,3777.215411516796,39.7,0.866,0.0,1.99,7662.540119146901
1731072218.23,19.8,0.368,0.0,1.48,3639.682547970359,19.9,0.677,0.0,1.63,4323.859167456776,19.9,0.401,0.0,1.4,3777.229950638431,40.3,0.975,0.0,2.08,7662.564993699578
1731072218.73,19.8,0.593,0.0,7.13,3639.589123651185,19.8,0.88,0.0,2.18,4323.812273041002,19.8,0.496,0.0,1.52,3777.244512207279,39.7,0.812,0.0,1.58,7662.820383991141
1731072219.23,20.5,0.473,0.0,0.865,3639.4956994067193,19.8,1.003,0.0,2.66,4323.765378694824,20.5,0.439,0.0,3.35,3777.259096223081,39.7,0.932,0.016,2.62,7662.325744313385
1731072219.73,19.8,0.477,0.0,1.23,3639.402275236964,20.5,0.787,0.0,1.55,4323.718484418245,19.8,0.403,0.0,5.18,3777.2737026855752,39.0,0.777,0.016,2.71,7662.316588222035
1731072220.23,19.8,0.416,0.0,1.19,3639.3088511419305,19.8,1.011,0.0,2.56,4323.671590211265,19.8,0.526,0.0,3.515,3777.2883315945046,40.3,0.675,0.0,1.6,7662.352982015001
1731072220.73,19.8,0.384,0.0,0.832,3639.215427121621,19.8,1.04,0.0,2.72,4323.624696073886,19.8,0.61,0.0,1.85,3777.302982949607,39.7,0.911,0.0,2.68,7662.5722790856835
1731072221.23,20.5,0.391,0.0,1.21,3639.122003176041,20.5,1.341,0.0,1.56,4323.577802006111,20.5,0.459,0.0,0.805,3777.3176567506207,40.3,0.773,0.0,9.73,7661.873033502247
1731072221.73,19.8,0.458,0.0,1.28,3639.0285793051976,19.8,0.972,0.0,1.79,4323.530908007944,19.8,0.655,0.0,1.042,3777.332352997285,39.0,1.075,0.016,1.87,7662.084775934031
1731072222.23,19.8,0.51,0.0,0.827,3638.9351555090943,19.9,1.113,0.0,7.54,4323.484014079387,19.8,0.638,0.0,1.28,3777.347071689336,40.3,1.045,0.0,1.64,7662.393607025185
1731072222.73,19.8,0.594,0.0,1.06,3638.84173178774,19.9,1.04,0.0,1.76,4323.437120220439,19.8,0.636,0.0,1.53,3777.361812826513,39.7,1.057,0.0,1.97,7662.376369976512
1731072223.23,20.5,0.464,0.0,0.924,3638.7483081411383,20.5,1.124,0.0,2.17,4323.390226431105,20.5,0.61,0.0,0.751,3777.376576408553,39.7,0.919,0.0,1.88,7662.182664637557
1731072223.73,19.8,0.533,0.0,0.814,3638.654884569297,19.9,1.093,0.0,1.87,4323.343332711386,19.8,0.607,0.0,1.14,3777.391362435193,40.4,0.775,0.0,2.2,7662.166523042886
1731072224.23,19.8,0.539,0.0,5.59,3638.56146107222,19.8,1.354,0.0,1.73,4323.296439061286,19.8,0.669,0.0,1.24,3777.406170906169,40.3,0.952,0.0,1.81,7662.23982065803
1731072224.73,19.8,0.684,0.0,1.23,3638.468037649911,19.8,1.452,0.0,2.01,4323.249545480807,19.8,0.856,0.0,2.59,3777.421001821216,39.7,0.88,0.0,1.65,7661.897487073995
1731072225.23,20.5,0.562,0.0,0.841,3638.374614302381,20.5,1.702,0.0,2.18,4323.202651969949,20.5,0.89,0.0,1.01,3777.435855180071,40.3,1.082,0.0,1.82,7662.459468622321
1731072225.73,19.8,0.548,0.0,1.27,3638.281191029632,19.2,0.915,0.0,1.81,4323.155758528716,19.8,1.045,0.0,1.05,3777.45073098247,39.7,1.132,0.0,12.9,7662.226316865886
1731072226.23,19.8,0.578,0.0,1.32,3638.187767831672,20.5,1.0,0.0,1.98,4323.108865157111,19.8,0.532,0.0,0.996,3777.465629228148,40.3,1.104,0.0,2.29,7662.38369507497
1731072226.73,19.8,0.637,0.0,0.835,3638.0943447085047,19.9,0.99,0.0,3.85,4323.061971855133,19.9,0.37,0.0,1.32,3777.480549916837,39.1,1.396,0.016,1.61,7662.530457250891
1731072227.23,20.5,0.658,0.0,1.21,3638.000921660136,20.5,0.961,0.0,1.99,4323.015078622791,20.5,0.301,0.0,0.937,3777.4954930482704,40.3,1.241,0.0,2.87,7661.854417237219
1731072227.73,19.8,0.633,0.0,1.17,3637.9074986865726,19.9,1.015,0.0,1.44,4322.968185460079,19.8,0.363,0.0,0.726,3777.510458622186,39.7,0.635,0.0,2.85,7661.944482951509
1731072228.23,19.8,0.74,0.0,0.734,3637.814075787821,19.8,1.158,0.0,2.26,4322.921292367003,19.8,0.286,0.0,1.19,3777.525446638315,40.3,0.684,0.0,1.57,7662.178736985767
1731072228.73,19.8,0.63,0.0,1.24,3637.720652963887,19.8,1.134,0.0,1.71,4322.874399343566,19.2,0.324,0.032,1.16,3777.5404570963897,39.7,0.657,0.0,2.16,7662.113852223194
1731072229.23,19.8,0.55,0.0,6.53,3637.627230214773,20.5,1.037,0.0,2.03,4322.827506389769,20.5,0.287,0.0,0.815,3777.555489996144,40.3,0.735,0.0,2.81,7662.386840745996
1731072229.73,20.5,0.565,0.0,0.821,3637.533807540488,19.8,1.075,0.0,2.13,4322.780613505618,19.8,0.421,0.0,5.4,3777.570545337306,39.7,0.745,0.0,1.57,7662.161298104494
1731072230.23,19.8,0.66,0.0,1.22,3637.440384941037,19.8,1.641,0.0,1.8,4322.733720691109,19.8,0.393,0.0,1.5,3777.5856231196126,40.3,1.01,0.0,4.72,7662.109609435015
1731072230.73,19.8,0.572,0.0,1.05,3637.3469624164254,19.8,1.279,0.0,1.76,4322.686827946249,19.8,0.324,0.0,0.785,3777.6007233427945,39.7,1.146,0.0,2.47,7661.92214565024
1731072231.23,20.5,0.796,0.0,0.872,3637.253539966661,20.5,1.156,0.0,2.7,4322.639935271037,20.5,0.435,0.0,1.16,3777.615846006579,40.3,1.199,0.0,1.59,7662.467898052725
1731072231.73,19.8,0.601,0.0,1.36,3637.160117591746,19.8,1.474,0.0,1.71,4322.593042665478,19.9,0.398,0.0,1.34,3777.6309911107,39.7,0.835,0.0,1.54,7662.36353408852
1731072232.23,19.8,0.637,0.0,1.46,3637.066695291687,19.8,1.253,0.0,1.98,4322.546150129574,19.8,0.32,0.0,0.809,3777.646158654884,40.3,0.642,0.0,1.96,7662.322133176287
1731072232.73,19.8,0.681,0.0,0.841,3636.9732730664928,19.8,1.49,0.0,1.51,4322.499257663326,19.8,0.437,0.0,1.29,3777.6613486388633,39.7,0.655,0.0,1.83,7662.171308806139
1731072233.23,20.5,0.678,0.0,1.31,3636.879850916167,20.5,1.284,0.0,2.63,4322.452365266737,20.5,0.53,0.0,1.28,3777.676561062368,40.3,0.646,0.0,1.89,7662.117526637067
1731072233.73,19.8,0.723,0.0,5.07,3636.786428840715,19.8,1.789,0.0,2.69,4322.405472939807,19.9,0.522,0.0,0.794,3777.691795925126,39.7,0.787,0.0,1.89,7662.050647876426
1731072234.23,19.8,0.879,0.0,0.837,3636.693006840144,19.8,1.387,0.0,1.57,4322.358580682541,19.8,0.456,0.0,1.24,3777.707053226865,40.3,0.686,0.0,1.89,7662.21613150746
1731072234.73,19.8,0.798,0.0,0.836,3636.599584914456,19.9,0.73,0.0,1.89,4322.311688494943,19.8,0.454,0.0,7.17,3777.722332967313,39.7,0.795,0.0,1.89,7662.134897811569
1731072235.23,20.5,1.093,0.0,1.3,3636.5061630636624,20.5,0.715,0.0,1.65,4322.264796377011,20.5,0.599,0.0,4.48,3777.7376351462,40.3,0.768,0.0,9.22,7662.116197386472
1731072235.73,19.8,0.927,0.0,1.51,3636.4127412877647,19.2,0.888,0.032,1.86,4322.217904328749,19.8,0.615,0.0,3.85,3777.7529597632506,39.7,0.836,0.0,2.01,7661.876040641949
1731072236.23,19.8,0.908,0.0,0.788,3636.319319586772,19.9,0.838,0.0,10.3,4322.171012350159,19.8,0.72,0.0,1.63,3777.7683068181937,40.3,0.604,0.0,1.66,7661.752212400945
1731072236.73,19.8,1.076,0.0,1.15,3636.2258979606872,19.8,0.899,0.0,1.71,4322.1241204412445,19.8,0.602,0.0,0.822,3777.7836763107553,39.7,0.754,0.0,2.08,7661.698743145329
1731072237.23,20.5,0.986,0.0,1.0,3636.132476409515,20.5,0.808,0.0,1.81,4322.077228602007,20.5,0.588,0.0,1.23,3777.7990682406594,40.3,0.632,0.0,2.79,7661.843762705706
1731072237.73,19.2,0.345,0.0,0.864,3636.039054933266,19.8,1.012,0.0,1.57,4322.030336832448,19.9,0.816,0.0,1.48,3777.814482607636,39.7,0.827,0.0,1.54,7661.869906653928
1731072238.23,20.5,0.293,0.0,1.08,3635.9456335319423,19.8,0.819,0.0,1.74,4321.98344513257,19.8,0.682,0.0,0.84,3777.829919411407,40.3,0.865,0.0,2.12,7661.962263130557
1731072238.73,19.8,0.454,0.0,2.18,3635.852212205552,19.8,0.872,0.0,1.96,4321.936553502376,19.8,0.65,0.0,1.18,3777.8453786517,39.7,0.84,0.0,2.63,7661.980769013216
1731072239.23,20.5,0.387,0.0,0.902,3635.758790954098,20.5,0.68,0.0,2.25,4321.889661941867,19.8,0.522,0.0,7.07,3777.860860328237,40.3,1.281,0.0,1.63,7661.565757196189
1731072239.73,19.8,0.371,0.0,1.27,3635.665369777587,19.8,0.855,0.0,1.5,4321.8427704510505,20.5,0.443,0.0,0.866,3777.876364440742,39.7,0.89,0.0,12.7,7661.524354176296
1731072240.23,19.8,0.439,0.0,1.47,3635.5719486760254,19.8,0.89,0.0,1.56,4321.79587902992,19.9,0.417,0.0,1.14,3777.891890988941,39.1,0.66,0.016,4.01,7661.586176910447
1731072240.73,19.8,0.377,0.0,0.809,3635.478527649421,19.8,0.9,0.0,3.55,4321.748987678484,19.8,0.417,0.0,1.05,3777.907439972557,40.3,0.801,0.0,1.74,7661.5368078264755
1731072241.23,20.5,0.396,0.0,1.02,3635.385106697777,20.4,1.002,0.0,1.9,4321.702096396743,20.5,0.419,0.0,0.783,3777.923011391312,40.3,0.808,0.0,1.67,7661.751931270724
1731072241.73,19.8,0.543,0.0,1.23,3635.2916858210974,19.9,0.936,0.0,1.63,4321.6552051846975,19.8,0.711,0.0,1.39,3777.9386052449295,39.7,0.849,0.0,2.07,7661.972231482234
1731072242.23,19.8,0.425,0.0,1.05,3635.198265019392,19.9,0.962,0.0,1.9,4321.608314042355,19.8,0.571,0.0,1.43,3777.9542215331294,40.3,0.854,0.0,2.11,7661.755487877039
1731072242.73,19.8,0.409,0.0,0.804,3635.104844292664,19.8,0.884,0.0,1.66,4321.561422969711,19.8,0.55,0.0,0.874,3777.969860255637,39.7,0.935,0.0,2.36,7661.979574115197
1731072243.23,20.5,0.444,0.0,1.44,3635.0114236409217,20.5,0.971,0.0,1.8,4321.514531966774,20.5,0.501,0.0,1.19,3777.985521412172,40.3,0.896,0.0,1.91,7662.019851282063
1731072243.73,19.8,0.526,0.0,1.26,3634.918003064168,19.8,1.044,0.0,2.35,4321.4676410335405,19.8,0.672,0.0,1.35,3778.001205002456,39.7,1.367,0.0,1.96,7662.06785324046
1731072244.23,19.9,0.429,0.0,2.44,3634.824582562411,19.9,1.104,0.0,1.81,4321.4207501700175,19.8,0.538,0.0,6.56,3778.0169110262073,40.3,1.083,0.0,6.54,7662.208500599881
1731072244.73,19.8,0.621,0.0,0.855,3634.731162135653,19.8,1.368,0.0,1.94,4321.3738593762055,19.8,0.665,0.0,1.19,3778.0326394831472,39.6,0.889,0.0,2.54,7662.137657965918
1731072245.23,19.9,0.517,0.0,1.16,3634.637741783904,20.5,1.103,0.0,1.73,4321.326968652106,20.5,0.636,0.0,1.2,3778.048390372997,40.3,0.932,0.0,2.32,7662.236710432822
1731072245.73,20.5,0.548,0.0,0.928,3634.544321507168,19.8,1.17,0.0,11.4,4321.280077997722,19.8,0.671,0.0,1.01,3778.064163695477,39.7,1.085,0.0,1.79,7661.610942311954
1731072246.23,19.8,0.621,0.0,0.829,3634.4509013054503,19.8,1.27,0.0,1.84,4321.233187413056,19.8,0.73,0.0,1.35,3778.079959450303,40.3,1.101,0.0,2.0,7662.084443200701
1731072246.73,19.8,0.63,0.0,1.36,3634.3574811787576,19.8,1.002,0.0,1.66,4321.1862968981095,19.8,0.744,0.0,0.878,3778.095777637195,39.7,0.94,0.0,1.88,7661.70840794686
1731072247.23,20.5,0.601,0.0,1.48,3634.2640611270936,19.8,0.937,0.0,2.22,4321.139406452887,20.5,0.687,0.0,0.812,3778.1116182558712,40.3,1.128,0.0,1.73,7661.614768666382
1731072247.73,19.8,0.943,0.0,0.857,3634.1706411504674,20.5,0.959,0.0,2.64,4321.092516077388,19.8,0.578,0.0,1.28,3778.1274813060495,39.7,1.275,0.0,1.73,7661.648502103053
1731072248.23,19.8,0.698,0.0,1.2,3634.0772212488814,19.8,0.835,0.0,1.5,4321.045625771614,19.8,0.315,0.0,1.17,3778.1433667874494,40.3,1.254,0.0,1.73,7661.753748938621
1731072248.73,19.9,0.689,0.0,1.17,3633.983801422346,19.8,0.887,0.0,2.13,4320.998735535571,19.8,0.289,0.0,2.11,3778.159274699784,39.0,0.609,0.0,3.1,7661.498082082302
1731072249.23,20.5,0.826,0.0,0.789,3633.890381670862,20.5,0.862,0.0,2.97,4320.951845369258,20.5,0.349,0.0,1.08,3778.1752050427735,41.0,0.739,0.0,1.69,7661.386037033243
1731072249.73,19.9,0.741,0.0,4.96,3633.796961994437,19.8,0.934,0.0,1.81,4320.904955272681,19.8,0.434,0.0,0.883,3778.1911578161303,39.7,0.671,0.0,1.67,7661.3791086334995
1731072250.23,19.8,0.631,0.0,1.18,3633.703542393077,19.8,1.02,0.0,5.45,4320.858065245838,19.9,0.462,0.0,1.11,3778.207133019575,40.4,0.875,0.0,2.22,7661.7060779540925
1731072250.73,19.8,0.531,0.0,0.832,3633.610122866789,19.8,1.13,0.0,1.76,4320.811175288733,19.8,0.405,0.0,1.35,3778.22313065282,39.6,0.874,0.0,2.35,7661.445410810879
1731072251.23,20.5,0.489,0.0,1.12,3633.5167034155775,19.8,1.162,0.0,1.72,4320.764285401369,20.5,0.34,0.0,0.931,3778.239150715583,40.3,0.914,0.0,1.83,7661.401197837112
1731072251.73,19.8,0.563,0.0,1.63,3633.423284039448,20.5,1.064,0.0,1.68,4320.717395583746,19.8,0.474,0.0,0.962,3778.255193207575,39.7,0.91,0.0,2.0,7661.844642889814
1731072252.23,19.8,0.525,0.0,0.777,3633.329864738405,19.9,1.42,0.0,1.73,4320.670505835872,19.9,0.377,0.0,0.884,3778.2712581285114,40.3,0.989,0.0,1.65,7661.637727241508
1731072252.73,19.8,0.887,0.0,1.13,3633.236445512457,19.8,1.637,0.0,1.89,4320.623616157742,19.8,0.38,0.0,1.18,3778.287345478107,39.7,1.18,0.0,1.95,7661.399413609037
1731072253.23,20.5,0.613,0.0,1.32,3633.14302636161,20.5,1.185,0.0,2.29,4320.576726549362,20.5,0.323,0.0,1.43,3778.303455256076,39.7,0.479,0.0,2.72,7661.632823861756
1731072253.73,19.9,0.585,0.0,0.812,3633.0496072858687,19.8,1.271,0.0,1.66,4320.529837010734,19.8,0.378,0.0,0.842,3778.3195874621306,40.3,0.603,0.0,9.01,7661.756720513296
1731072254.23,19.8,0.847,0.0,1.07,3632.9561882852377,19.9,1.58,0.0,1.74,4320.482947541859,19.8,0.477,0.0,5.13,3778.3357420959833,40.3,0.606,0.0,2.17,7661.958402661505
1731072254.73,19.8,0.714,0.0,6.12,3632.862769359723,19.8,1.78,0.0,1.99,4320.436058142744,19.8,0.551,0.0,1.33,3778.351919157345,39.7,0.588,0.0,2.43,7661.846154328255
1731072255.23,20.5,0.741,0.0,0.806,3632.769350509332,20.5,1.703,0.0,2.16,4320.389168813384,20.5,0.527,0.0,0.794,3778.368118645931,40.4,0.737,0.0,1.79,7661.225565414535
1731072255.73,19.8,0.725,0.0,1.26,3632.675931734071,19.2,1.0,0.0,2.16,4320.342279553785,19.8,0.391,0.0,1.29,3778.384340561453,39.7,0.771,0.0,1.71,7661.719603052537
1731072256.23,19.8,0.842,0.0,1.1,3632.582513033944,20.4,1.169,0.0,1.58,4320.29539036395,19.8,0.465,0.0,1.54,3778.4005849036175,40.2,0.706,0.0,2.06,7661.569298255386
1731072256.73,19.9,0.861,0.0,0.823,3632.489094408957,19.9,0.949,0.0,2.98,4320.24850124388,19.8,0.502,0.0,0.887,3778.41685167214,39.8,0.925,0.0,1.79,7661.318371811367
1731072257.23,20.5,0.887,0.0,1.27,3632.3956758591135,19.8,1.051,0.0,2.42,4320.201612193579,20.5,0.437,0.0,1.12,3778.4331408667263,39.7,0.607,0.0,2.16,7661.10823908344
1731072257.73,19.8,0.867,0.0,1.22,3632.302257384426,20.5,0.896,0.0,1.72,4320.154723213048,19.8,0.417,0.0,1.3,3778.449452487091,40.3,0.627,0.0,1.77,7661.781849860317
1731072258.23,19.8,0.958,0.0,0.797,3632.208838984896,19.8,0.933,0.0,1.77,4320.107834302288,19.9,0.468,0.0,0.861,3778.465786532941,40.3,0.619,0.0,5.71,7661.412241518037
1731072258.73,19.9,0.71,0.0,1.25,3632.115420660528,19.9,0.935,0.0,2.8,4320.060945461301,19.8,0.607,0.0,1.27,3778.482143003987,39.7,0.727,0.0,1.96,7661.527090800821
1731072259.23,19.9,0.37,0.0,4.41,3632.0220024113296,20.5,0.997,0.0,1.8,4320.014056690093,20.5,0.657,0.0,6.69,3778.498521899936,40.3,0.891,0.0,1.75,7661.668648509716
1731072259.73,20.5,0.497,0.0,0.833,3631.928584237305,19.8,0.961,0.0,10.1,4319.967167988664,19.8,0.72,0.0,0.786,3778.514923220497,39.7,0.858,0.0,10.8,7661.84860833967
1731072260.23,19.8,0.403,0.0,1.05,3631.835166138463,19.8,0.787,0.0,1.64,4319.920279357017,19.8,0.563,0.0,1.2,3778.531346965379,40.3,0.854,0.0,1.8,7661.712804998922
1731072260.73,19.8,0.484,0.0,1.24,3631.741748114808,19.8,0.749,0.0,2.09,4319.873390795152,19.8,0.474,0.0,1.52,3778.547793134288,39.7,0.986,0.0,2.46,7661.671999015789
1731072261.23,20.5,0.394,0.0,0.742,3631.648330166345,20.5,0.741,0.0,1.94,4319.826502303073,20.5,0.553,0.0,0.729,3778.564261726933,40.3,1.011,0.0,2.87,7661.80866204056
1731072261.73,19.8,0.436,0.0,1.47,3631.5549122930806,19.8,1.106,0.0,2.03,4319.779613880782,19.8,0.455,0.0,1.42,3778.58075274302,39.7,0.581,0.0,1.45,7661.702462171918
1731072262.23,19.8,0.747,0.0,1.56,3631.461494495019,19.9,0.855,0.0,2.32,4319.732725528283,19.8,0.528,0.0,1.06,3778.597266182253,39.7,0.827,0.0,2.36,7661.31361456358
1731072262.73,19.8,0.462,0.0,0.843,3631.368076772169,19.8,0.841,0.0,1.56,4319.685837245575,19.8,0.731,0.0,0.863,3778.613802044342,40.3,0.729,0.0,4.99,7661.482807688231
1731072263.23,19.8,0.405,0.0,0.982,3631.2746591245336,20.5,1.123,0.0,2.43,4319.638949032662,20.5,0.454,0.0,1.34,3778.630360328991,40.4,0.946,0.0,1.69,7661.6019698135615
1731072263.73,20.5,0.831,0.0,0.836,3631.181241552121,19.8,1.16,0.0,2.97,4319.592060889547,19.8,0.734,0.0,4.63,3778.6469410359055,39.6,0.99,0.0,1.93,7661.060342020283
1731072264.23,19.8,0.54,0.0,1.18,3631.087824054935,19.8,1.151,0.0,5.25,4319.54517281623,19.8,0.598,0.0,0.94,3778.6635441647895,40.3,1.299,0.0,1.75,7661.267614831069
1731072264.73,19.8,0.485,0.0,1.32,3630.994406632981,19.8,1.249,0.0,2.14,4319.498284812717,19.8,0.587,0.0,0.984,3778.680169715346,39.7,1.096,0.0,1.72,7661.336236572398
1731072265.23,20.5,0.555,0.0,6.37,3630.9009892862673,20.5,0.981,0.0,2.36,4319.451396879006,20.5,0.585,0.0,1.05,3778.696817687283,40.3,1.398,0.0,1.6,7661.171608000835
1731072265.73,19.8,0.544,0.0,1.08,3630.807572014799,19.8,1.042,0.0,1.81,4319.404509015103,19.8,0.697,0.0,0.98,3778.713488080301,39.7,1.262,0.0,1.89,7661.348928923909
1731072266.23,19.8,0.499,0.0,0.896,3630.714154818581,19.8,1.464,0.0,1.76,4319.357621221007,19.9,1.149,0.0,1.02,3778.730180894106,40.3,0.945,0.0,1.74,7661.008239400598
1731072266.73,19.8,0.637,0.0,0.978,3630.6207376976186,19.8,1.192,0.0,2.42,4319.310733496722,19.8,0.677,0.0,6.66,3778.7468961283994,39.7,1.039,0.0,2.23,7661.341859873629
1731072267.23,20.5,0.846,0.0,0.917,3630.527320651918,20.5,1.219,0.0,1.67,4319.2638458422525,20.5,1.076,0.0,0.802,3778.76363378288,40.4,1.133,0.0,2.08,7661.381962253503
1731072267.73,19.9,0.765,0.0,1.2,3630.433903681486,19.8,1.431,0.0,1.82,4319.216958257596,19.8,0.693,0.0,2.6,3778.780393857256,39.7,0.971,0.0,10.0,7661.078654181266
1731072268.23,19.8,0.639,0.0,1.96,3630.340486786329,19.8,1.154,0.0,2.35,4319.170070742758,19.9,0.795,0.0,2.86,3778.7971763512255,40.3,0.987,0.0,1.59,7660.824758812515
1731072268.73,19.8,0.58,0.0,0.832,3630.247069966451,19.8,1.187,0.0,3.25,4319.123183297739,19.8,0.503,0.0,5.38,3778.8139812644927,39.7,1.173,0.0,2.36,7661.313271556764
1731072269.23,20.5,0.725,0.0,1.38,3630.1536532218574,20.5,0.876,0.0,1.75,4319.076295922543,19.8,0.332,0.0,1.55,3778.830808596755,40.3,1.323,0.0,2.69,7661.2989121945775
1731072269.73,19.9,0.644,0.0,1.6,3630.060236552555,19.9,0.842,0.0,1.64,4319.0294086171725,20.5,0.253,0.0,1.56,3778.847658347713,39.7,1.233,0.0,1.57,7660.979379326346
1731072270.23,19.8,0.936,0.0,1.94,3629.9668199585512,19.8,1.195,0.0,1.9,4318.982521381628,19.8,0.52,0.0,0.865,3778.8645305170703,39.7,0.623,0.0,2.63,7661.082390823952
1731072270.73,19.8,0.703,0.0,1.1,3629.87340343985,19.8,1.105,0.0,2.1,4318.935634215912,19.8,0.634,0.0,1.32,3778.881425104524,40.4,0.629,0.0,2.85,7661.026263981178
1731072271.23,20.5,0.762,0.0,0.849,3629.779986996457,20.5,1.06,0.0,1.73,4318.888747120027,20.5,0.301,0.0,1.23,3778.898342109775,40.3,0.721,0.0,1.45,7661.301030869741
1731072271.73,19.8,0.804,0.0,1.2,3629.6865706283793,19.8,1.383,0.0,1.9,4318.841860093976,19.9,0.494,0.0,0.801,3778.91528153252,39.7,0.884,0.0,2.11,7661.310871342964
1731072272.23,19.8,0.533,0.0,1.6,3629.59315433562,19.9,1.177,0.0,1.61,4318.794973137762,19.8,0.472,0.0,1.63,3778.932243372458,39.7,0.76,0.016,8.48,7660.987147474573
1731072272.73,19.8,0.624,0.0,0.824,3629.499738118189,19.9,1.547,0.0,2.04,4318.748086251385,19.8,0.298,0.0,0.856,3778.949227629289,39.7,1.041,0.0,1.93,7660.867332188914
1731072273.23,20.5,0.547,0.0,1.29,3629.4063219760887,20.5,1.244,0.0,2.34,4318.701199434849,20.5,0.398,0.0,0.921,3778.966234302709,40.3,0.955,0.0,1.91,7661.073771474484
