Time,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance
1731071782.23,19.8,0.546,0.0,1.42,3721.1763658821646,19.9,1.052,0.0,1.52,4364.777339109064,19.8,0.467,0.0,0.87,3773.095347324262,40.3,0.899,0.0,2.58,7673.221219102477
1731071782.73,19.9,0.53,0.0,5.82,3721.0828785448994,19.8,1.181,0.0,4.41,4364.730384857695,19.8,0.354,0.0,1.31,3773.0902805260303,39.7,0.899,0.0,2.15,7672.831750765736
1731071783.23,20.5,0.665,0.0,0.85,3720.989391277541,20.5,1.154,0.0,3.13,4364.683430673982,20.5,0.532,0.0,1.62,3773.085236248977,40.3,1.672,0.0,2.02,7672.920730208162
1731071783.73,19.8,0.69,0.0,1.34,3720.895904080091,19.8,1.523,0.0,1.84,4364.636476557927,19.8,0.412,0.0,0.899,3773.080214493193,39.7,0.917,0.0,1.95,7673.230832854331
1731071784.23,19.8,0.689,0.0,0.971,3720.8024169525593,19.8,1.379,0.0,1.97,4364.589522509534,19.8,0.479,0.0,1.2,3773.075215258768,40.3,0.749,0.0,2.66,7673.255932992872
1731071784.73,19.8,0.673,0.0,0.828,3720.7089298949454,19.8,1.32,0.0,1.56,4364.542568528803,19.8,0.517,0.0,1.21,3773.070238545792,39.7,0.676,0.0,1.82,7673.032705023176
1731071785.23,20.5,0.685,0.0,1.5,3720.6154429072617,20.5,1.361,0.0,1.71,4364.495614615737,20.5,0.425,0.0,6.37,3773.0652843543535,40.3,0.823,0.0,1.76,7672.720080804812
1731071785.73,19.8,0.718,0.0,0.901,3720.521955989509,19.8,1.496,0.0,2.15,4364.448660770338,19.8,0.422,0.0,1.25,3773.060352684542,39.7,0.586,0.0,2.16,7672.686220294238
1731071786.23,19.8,0.746,0.0,0.806,3720.428469141693,19.9,1.276,0.0,1.99,4364.4017069926085,19.8,0.386,0.0,0.872,3773.055443536445,40.3,0.615,0.0,2.17,7672.972773729308
1731071786.73,19.8,0.869,0.0,1.22,3720.334982363821,19.8,1.111,0.0,1.98,4364.354753282551,19.8,0.816,0.0,1.2,3773.050556910152,39.0,1.271,0.016,1.61,7672.89826773659
1731071787.23,20.5,0.787,0.0,1.07,3720.241495655893,20.5,0.814,0.0,2.19,4364.307799640168,20.5,0.531,0.0,0.771,3773.045692805746,40.3,0.902,0.0,2.29,7672.590893491461
1731071787.73,19.8,0.835,0.0,2.6,3720.14800901792,19.9,0.886,0.0,2.39,4364.26084606546,19.8,0.555,0.0,0.881,3773.04085122332,39.0,0.44,0.0,2.74,7673.122031815642
1731071788.23,19.8,1.061,0.0,1.1,3720.054522449906,19.8,0.952,0.0,2.97,4364.2138925584295,19.8,0.505,0.0,1.19,3773.036032162958,40.3,0.673,0.0,1.49,7673.065309621959
1731071788.73,19.8,0.93,0.0,0.931,3719.961035951856,19.8,0.853,0.0,1.56,4364.16693911908,19.8,0.476,0.0,1.21,3773.0312356247473,40.3,0.748,0.0,3.05,7672.355664710682
1731071789.23,20.5,0.911,0.0,0.875,3719.8675495237735,20.5,1.076,0.0,2.18,4364.119985747412,20.5,0.477,0.0,0.787,3773.026461608772,40.3,0.723,0.0,9.41,7672.728040224
1731071789.73,19.2,0.641,0.0,1.27,3719.774063165664,19.8,0.922,0.0,2.8,4364.073032443432,19.9,0.599,0.0,1.14,3773.021710115117,39.6,0.882,0.0,1.76,7672.6685501732
1731071790.23,20.5,0.355,0.0,1.32,3719.6805768775353,19.8,0.797,0.0,1.73,4364.026079207135,19.8,0.625,0.0,1.41,3773.0169811438695,40.3,1.168,0.0,1.99,7672.811092464556
1731071790.73,19.8,0.461,0.0,0.885,3719.587090659392,19.8,0.98,0.0,2.02,4363.979126038528,19.8,0.506,0.0,0.908,3773.012274695114,39.7,0.822,0.0,1.67,7672.712428369555
1731071791.23,20.5,0.498,0.0,0.944,3719.493604511239,20.5,0.712,0.0,1.87,4363.932172937613,20.5,0.484,0.0,1.23,3773.007590768935,40.3,0.993,0.0,2.04,7672.754391227781
1731071791.73,19.8,0.425,0.0,0.911,3719.400118433079,19.8,0.676,0.0,1.81,4363.885219904391,19.9,0.361,0.0,1.03,3773.002929365415,39.7,0.958,0.0,2.01,7673.087644758698
1731071792.23,19.8,0.471,0.0,1.5,3719.30663242492,19.8,0.909,0.0,9.89,4363.838266938867,19.8,0.479,0.0,2.26,3772.998290484637,39.7,0.915,0.0,2.31,7672.34609813379
1731071792.73,19.8,0.487,0.0,1.46,3719.213146486767,19.8,1.044,0.0,1.64,4363.7913140410365,19.9,0.455,0.0,1.54,3772.993674126687,40.3,0.755,0.0,2.38,7672.827212352875
1731071793.23,20.5,0.394,0.0,0.744,3719.119660618626,20.5,0.841,0.0,1.82,4363.744361210909,20.5,0.5,0.0,1.48,3772.989080291646,40.3,0.614,0.0,1.53,7672.422105911152
1731071793.73,19.8,0.465,0.0,5.41,3719.0261748205,19.8,0.785,0.0,2.59,4363.697408448482,19.8,0.447,0.0,0.863,3772.984508979596,39.7,0.689,0.0,9.43,7672.706963871271
1731071794.23,19.8,0.469,0.0,1.8,3718.9326890923967,19.8,0.847,0.0,1.9,4363.65045575376,19.8,0.566,0.0,1.14,3772.9799601906193,40.3,0.843,0.0,2.99,7672.532244046114
1731071794.73,19.8,0.411,0.0,0.922,3718.8392034343183,19.8,0.881,0.0,1.66,4363.603503126746,19.8,0.54,0.0,1.23,3772.9754339247943,39.7,0.932,0.0,1.65,7672.695653160062
1731071795.23,20.5,0.41,0.0,2.57,3718.7457178462737,20.5,1.005,0.0,2.04,4363.556550567439,20.5,0.622,0.0,0.738,3772.970930182208,40.3,0.994,0.0,2.29,7672.781176393929
1731071795.73,19.8,0.493,0.0,2.07,3718.6522323282666,19.8,0.988,0.0,2.01,4363.509598075842,19.8,0.583,0.0,1.22,3772.966448962937,39.7,1.081,0.0,2.18,7672.923364892861
1731071796.23,19.9,0.439,0.0,0.827,3718.5587468803024,19.9,1.048,0.0,1.83,4363.462645651959,19.8,0.652,0.0,1.41,3772.961990267064,40.3,1.032,0.0,1.88,7672.772813292708
1731071796.73,19.8,0.553,0.0,1.2,3718.4652615023856,19.8,1.13,0.0,4.75,4363.415693295792,19.8,0.644,0.0,0.831,3772.9575540946657,39.7,0.76,0.0,2.21,7672.654927659822
1731071797.23,20.5,0.759,0.0,1.12,3718.371776194521,20.5,1.198,0.0,2.69,4363.368741007344,20.5,0.933,0.0,4.9,3772.953140445823,40.3,0.782,0.0,1.74,7672.731519347981
1731071797.73,19.8,0.62,0.0,0.843,3718.278290956716,19.8,1.293,0.0,3.05,4363.321788786613,19.9,0.815,0.0,1.57,3772.948749320616,39.7,0.994,0.0,1.61,7673.03860147152
1731071798.23,19.8,0.609,0.0,1.33,3718.184805788975,19.8,1.523,0.0,1.77,4363.274836633604,19.8,1.08,0.0,0.865,3772.9443807191215,40.3,1.127,0.0,3.07,7672.667228773886
1731071798.73,19.9,0.672,0.0,6.42,3718.091320691304,19.8,1.165,0.0,1.84,4363.227884548319,19.8,0.92,0.0,0.794,3772.940034641421,39.7,0.997,0.0,3.16,7672.53778494074
1731071799.23,20.5,0.678,0.0,0.803,3717.9978356637066,19.8,0.814,0.0,3.1,4363.18093253076,20.5,0.738,0.0,1.25,3772.935711087588,40.3,1.066,0.0,3.45,7672.658556875524
1731071799.73,19.8,0.646,0.0,1.14,3717.904350706187,20.5,0.796,0.0,1.67,4363.133980580932,19.8,0.68,0.0,1.12,3772.931410057701,39.7,1.248,0.0,1.57,7672.239726567679
1731071800.23,19.8,0.632,0.0,1.21,3717.810865818755,19.8,1.142,0.0,1.42,4363.087028698832,19.8,0.326,0.0,0.742,3772.92713155184,40.3,1.283,0.0,2.69,7672.435202577716
1731071800.73,19.9,0.759,0.0,0.803,3717.717381001412,19.8,0.875,0.0,1.65,4363.040076884465,19.8,0.258,0.0,1.2,3772.92287557008,39.1,0.725,0.0,3.1,7672.609200696697
1731071801.23,20.5,0.794,0.0,1.15,3717.623896254166,20.5,0.882,0.0,4.04,4362.993125137834,20.5,0.44,0.0,1.33,3772.918642112497,40.9,0.843,0.0,1.53,7672.449799227856
1731071801.73,19.8,0.759,0.0,1.32,3717.53041157702,19.8,1.081,0.0,2.17,4362.946173458939,19.8,0.438,0.0,0.827,3772.914431179166,39.7,0.852,0.0,1.92,7672.544578272623
1731071802.23,19.8,0.636,0.0,0.845,3717.436926969978,19.9,1.177,0.0,1.73,4362.899221847785,19.8,0.345,0.0,0.868,3772.9102427701614,39.0,0.825,0.032,1.91,7672.055107871409
1731071802.73,19.8,0.632,0.0,1.2,3717.3434424330494,19.8,1.11,0.0,1.78,4362.852270304371,19.8,0.361,0.0,1.19,3772.9060768855616,39.7,0.749,0.0,4.0,7672.74761870774
1731071803.23,20.5,0.612,0.0,5.45,3717.249957966238,20.5,0.994,0.0,2.03,4362.8053188287,20.5,0.309,0.0,1.23,3772.9019335254393,40.3,0.869,0.0,2.23,7672.118852323296
1731071803.73,19.8,0.547,0.0,0.834,3717.156473569549,19.8,1.16,0.0,1.87,4362.758367420777,19.8,0.39,0.0,0.827,3772.8978126898696,39.7,0.978,0.0,2.02,7672.204299496109
1731071804.23,19.8,0.51,0.0,1.24,3717.062989242986,19.9,1.269,0.0,2.22,4362.7114160806,19.9,0.386,0.0,2.23,3772.893714378925,40.3,1.033,0.0,2.025,7672.588069458348
1731071804.73,19.8,0.663,0.0,1.22,3716.9695049865554,19.9,1.416,0.0,1.51,4362.664464808176,19.8,0.362,0.0,1.5,3772.889638592679,39.7,1.189,0.0,2.03,7672.319575627392
1731071805.23,20.5,0.595,0.0,0.823,3716.8760208002623,20.5,1.219,0.0,2.0,4362.617513603502,20.5,0.355,0.0,0.879,3772.8855853312057,39.7,0.434,0.0,1.9,7672.003972894327
1731071805.73,19.8,0.599,0.0,1.5,3716.7825366841134,19.8,1.41,0.0,2.71,4362.570562466583,19.8,0.364,0.0,1.12,3772.881554594578,39.7,0.591,0.016,1.57,7672.452126778624
1731071806.23,19.8,0.742,0.0,1.11,3716.689052638114,19.8,1.543,0.0,9.68,4362.5236113974215,19.8,0.381,0.0,1.47,3772.877546382867,40.3,0.609,0.0,2.46,7672.183459122659
1731071806.73,19.8,0.708,0.0,0.845,3716.595568662268,19.8,1.644,0.0,2.89,4362.476660396018,19.8,0.393,0.0,1.05,3772.873560696145,39.7,0.591,0.0,2.81,7672.472462272561
1731071807.23,20.5,0.677,0.0,1.16,3716.5020847565775,20.5,1.394,0.0,3.1,4362.429709462377,20.5,0.397,0.0,1.28,3772.869597534481,40.4,0.629,0.0,1.55,7672.352656593835
1731071807.73,19.8,0.788,0.0,1.45,3716.408600921055,19.2,0.868,0.0,1.77,4362.382758596499,19.8,0.417,0.0,5.16,3772.8656568979495,39.6,0.721,0.0,2.05,7672.06014041312
1731071808.23,19.8,0.772,0.0,6.44,3716.3151171557024,20.5,0.708,0.0,1.97,4362.335807798387,19.8,0.497,0.0,0.946,3772.86173878662,40.3,0.782,0.0,2.17,7672.722287933943
1731071808.73,19.8,0.818,0.0,1.07,3716.221633460524,19.8,0.897,0.0,3.03,4362.288857068042,19.8,0.463,0.0,1.31,3772.8578432005625,39.7,0.851,0.0,7.96,7672.23927140019
1731071809.23,20.5,0.818,0.0,0.865,3716.128149835525,20.5,0.799,0.0,2.0,4362.241906405467,20.5,0.453,0.0,0.786,3772.853970139847,39.7,0.728,0.0,2.04,7672.3617252073345
1731071809.73,19.8,0.852,0.0,1.19,3716.034666280711,19.8,1.103,0.0,1.93,4362.194955810664,19.9,0.542,0.0,1.25,3772.850119604541,40.4,0.632,0.0,1.85,7671.875005923236
1731071810.23,19.8,0.977,0.0,1.48,3715.941182796089,19.8,0.913,0.0,2.09,4362.148005283636,19.8,0.516,0.0,1.3,3772.846291594716,40.3,0.664,0.0,2.33,7672.519505509894
1731071810.73,19.8,0.656,0.0,0.848,3715.847699381663,19.8,0.891,0.0,7.14,4362.101054824383,19.8,0.554,0.0,0.795,3772.84248611044,39.7,0.669,0.0,2.34,7672.039796360791
1731071811.23,19.8,0.498,0.0,1.28,3715.754216037439,20.5,0.955,0.0,1.66,4362.05410443291,20.5,0.553,0.0,1.25,3772.83870315178,40.3,0.784,0.0,1.85,7672.385628138513
1731071811.73,20.5,0.471,0.0,0.922,3715.6607327634215,19.8,0.946,0.0,2.42,4362.0071541092175,19.9,0.719,0.0,1.26,3772.834942718805,39.7,0.974,0.0,1.66,7672.160481802795
1731071812.23,19.8,0.513,0.0,1.74,3715.567249559614,19.8,0.675,0.0,2.3,4361.960203853309,19.8,0.49,0.0,0.838,3772.83120481158,40.4,0.862,0.0,1.9,7672.45049380931
1731071812.73,19.8,0.699,0.0,1.37,3715.473766426026,19.8,0.964,0.0,1.39,4361.913253665185,19.2,0.54,0.032,1.23,3772.827489430175,39.7,1.047,0.0,1.86,7672.146898423907
1731071813.23,20.5,0.459,0.0,1.29,3715.38028336266,20.5,0.935,0.0,2.17,4361.866303544848,20.5,0.568,0.0,0.902,3772.823796574656,39.7,1.059,0.016,6.69,7672.271941537957
1731071813.73,19.8,0.49,0.0,3.7,3715.286800369523,19.9,0.83,0.0,2.81,4361.819353492302,19.8,0.478,0.0,1.161,3772.820126245088,39.7,0.776,0.0,1.91,7671.814018665063
1731071814.23,19.8,0.43,0.0,0.81,3715.1933174466176,19.8,0.772,0.0,1.49,4361.772403507545,19.8,0.569,0.0,1.42,3772.816478441538,40.3,0.723,0.0,2.15,7672.060677080815
1731071814.73,19.8,0.412,0.0,1.21,3715.099834593951,19.9,0.841,0.0,2.03,4361.725453590587,19.8,0.568,0.0,1.5,3772.812853164068,39.7,0.743,0.0,2.78,7672.253391917959
1731071815.23,19.8,0.397,0.0,1.33,3715.006351811528,19.8,0.806,0.0,5.6,4361.67850374142,20.5,0.52,0.0,5.98,3772.809250412748,40.3,1.012,0.0,1.59,7672.012282185253
1731071815.73,20.5,0.455,0.0,0.76,3714.912869099355,20.5,1.179,0.0,1.74,4361.631553960055,19.8,0.482,0.0,0.93,3772.805670187639,39.7,0.808,0.0,2.14,7672.218988831442
1731071816.23,19.8,0.522,0.0,1.3,3714.819386457437,19.8,1.262,0.0,1.8,4361.584604246489,19.8,0.682,0.0,1.07,3772.8021124888064,40.3,0.909,0.0,4.7,7672.163949416542
1731071816.73,19.9,0.495,0.0,1.38,3714.725903885777,19.9,1.066,0.0,1.74,4361.537654600726,19.9,0.527,0.0,0.82,3772.798577316314,39.0,1.052,0.016,1.82,7672.415757643024
1731071817.23,19.8,0.513,0.0,0.814,3714.632421384382,20.5,1.042,0.0,1.61,4361.490705022768,20.5,0.695,0.0,1.16,3772.795064670223,40.4,1.092,0.0,1.81,7672.337879915792
1731071817.73,20.5,0.786,0.0,1.1,3714.538938953258,19.8,1.307,0.0,2.11,4361.443755512617,19.8,0.581,0.0,1.07,3772.7915745506,39.7,1.0,0.0,5.56,7672.319472146128
1731071818.23,19.8,0.668,0.0,1.35,3714.44545659241,19.9,1.198,0.0,2.28,4361.396806070276,19.8,0.604,0.0,0.763,3772.788106957506,40.3,0.733,0.0,1.68,7672.211230578014
1731071818.73,19.8,0.797,0.0,0.855,3714.3519743018433,19.8,1.503,0.0,1.41,4361.349856695745,19.8,0.86,0.0,1.21,3772.7846618910025,39.7,1.029,0.0,1.95,7672.015682190617
1731071819.23,20.5,0.55,0.0,4.96,3714.258492081563,20.5,1.197,0.0,2.38,4361.302907389028,20.5,0.702,0.0,1.55,3772.781239351151,40.3,1.109,0.0,2.39,7672.390403521452
1731071819.73,19.8,0.577,0.0,1.23,3714.165009931572,19.9,1.548,0.0,2.46,4361.25595815013,19.8,0.76,0.0,2.11,3772.7778393380113,39.7,0.907,0.0,1.9,7672.089245025189
1731071820.23,19.8,0.822,0.0,0.708,3714.07152785188,19.8,1.192,0.0,6.81,4361.209008979047,19.8,0.923,0.0,1.22,3772.774461851649,40.3,1.032,0.0,4.63,7671.912715548905
1731071820.73,19.8,0.663,0.0,1.16,3713.97804584249,19.8,0.921,0.0,1.66,4361.162059875785,19.8,0.651,0.0,0.857,3772.7711068921208,39.7,1.298,0.0,2.52,7672.298923511809
1731071821.23,20.5,0.579,0.0,1.49,3713.884563903407,20.5,1.011,0.0,2.18,4361.115110840345,19.8,0.363,0.0,0.86,3772.767774459489,40.3,1.302,0.0,1.78,7672.148131389728
1731071821.73,19.8,0.686,0.0,0.836,3713.791082034638,19.8,0.813,0.0,2.04,4361.06816187273,20.5,0.323,0.0,1.33,3772.7644645538103,39.0,1.319,0.016,1.5,7671.677910490623
1731071822.23,19.9,0.947,0.0,1.31,3713.697600236185,19.8,0.83,0.0,2.14,4361.021212972944,19.8,0.463,0.0,1.3,3772.7611771751463,39.7,0.597,0.0,1.68,7671.988407537417
1731071822.73,19.8,0.768,0.0,1.08,3713.604118508056,19.9,1.138,0.0,2.05,4360.974264140985,19.8,0.497,0.0,0.776,3772.757912323557,40.3,0.786,0.0,7.25,7671.891853804717
1731071823.23,20.5,0.866,0.0,0.698,3713.510636850257,20.5,1.079,0.0,3.07,4360.927315376857,20.5,0.333,0.0,1.06,3772.754669999098,40.3,0.89,0.0,1.98,7672.247331198712
1731071823.73,19.8,0.68,0.0,1.22,3713.417155262792,19.8,0.972,0.0,1.66,4360.880366680563,19.8,0.261,0.0,1.29,3772.751450201829,39.0,0.753,0.016,1.74,7672.058605342575
1731071824.23,19.8,0.592,0.0,1.48,3713.323673745666,19.8,0.927,0.0,2.3,4360.833418052104,19.9,0.387,0.0,0.756,3772.748252931807,40.3,0.832,0.0,1.69,7671.65822278181
1731071824.73,19.8,0.527,0.0,0.907,3713.230192298882,19.8,1.234,0.0,9.09,4360.786469491485,19.8,0.556,0.0,4.96,3772.745078189089,39.7,0.973,0.0,1.54,7671.705647561128
1731071825.23,20.5,0.519,0.0,0.837,3713.136710922451,20.5,1.433,0.0,1.62,4360.739520998704,20.5,0.33,0.0,1.15,3772.7419259737335,39.5,0.923,0.016,2.76,7672.05544932923
1731071825.73,19.8,0.575,0.0,1.54,3713.0432296163744,19.8,1.185,0.0,2.13,4360.692572573765,19.8,0.367,0.0,0.92,3772.738796285796,39.8,1.099,0.0,1.78,7671.93388654735
1731071826.23,19.8,0.645,0.0,0.786,3712.94974838066,19.8,1.169,0.0,1.93,4360.645624216671,19.8,0.294,0.0,0.955,3772.7356891253335,39.7,0.785,0.0,1.85,7671.641179654873
1731071826.73,19.8,0.639,0.0,1.743,3712.85626721531,19.8,1.432,0.0,1.74,4360.598675927423,19.8,0.358,0.0,1.29,3772.7326044924,40.3,0.454,0.0,2.07,7672.161908104445
1731071827.23,20.5,0.653,0.0,2.7,3712.7627861203305,20.5,1.444,0.0,1.61,4360.551727706026,20.5,0.397,0.0,0.96,3772.7295423870496,40.3,0.563,0.0,6.18,7671.853189906856
1731071827.73,19.8,0.751,0.0,3.54,3712.669305095728,19.8,1.678,0.0,2.33,4360.504779552478,19.8,0.353,0.0,0.936,3772.7265028093407,39.7,0.707,0.0,1.39,7671.698820265748
1731071828.23,19.8,0.813,0.0,1.14,3712.575824141508,19.8,1.546,0.0,2.68,4360.457831466783,19.8,0.44,0.0,1.0,3772.723485759326,40.3,0.696,0.0,2.85,7671.8708470409
1731071828.73,19.8,0.717,0.0,1.2,3712.482343257676,19.8,1.293,0.0,1.53,4360.410883448944,19.9,0.579,0.0,1.01,3772.72049123706,39.7,1.201,0.0,3.12,7671.593675265126
1731071829.23,20.5,0.709,0.0,1.31,3712.388862444235,19.8,0.759,0.0,5.98,4360.363935498962,20.5,0.442,0.0,2.03,3772.717519242596,40.3,0.601,0.0,1.83,7671.7139064928815
1731071829.73,19.9,0.77,0.0,0.79,3712.295381701192,20.5,0.61,0.0,2.71,4360.316987616842,19.8,0.45,0.0,1.13,3772.7145697759847,39.0,0.987,0.016,2.07,7671.816028228553
1731071830.23,19.8,0.904,0.0,1.67,3712.201901028552,19.8,0.76,0.0,1.56,4360.270039802581,19.8,0.491,0.0,1.33,3772.7116428372833,40.3,0.719,0.0,2.62,7671.930048558108
1731071830.73,19.8,0.91,0.0,4.17,3712.108420426322,19.8,0.876,0.0,3.93,4360.223092056185,19.8,0.666,0.0,0.8,3772.708738426544,39.7,0.661,0.0,2.0,7671.973835598621
1731071831.23,20.5,0.817,0.0,0.808,3712.014939894505,20.5,0.869,0.0,4.26,4360.176144377655,20.5,0.495,0.0,1.51,3772.705856543816,39.7,0.688,0.0,1.97,7671.593794862355
1731071831.73,19.8,1.039,0.0,1.14,3711.921459433107,19.8,0.905,0.0,1.61,4360.129196766995,19.8,0.541,0.0,1.35,3772.702997189152,39.7,0.7,0.016,5.6,7672.21533776375
1731071832.23,19.9,0.649,0.0,1.34,3711.827979042131,19.8,1.122,0.0,1.63,4360.082249224205,19.8,0.665,0.0,0.881,3772.700160362601,40.3,0.725,0.0,1.76,7671.65893792605
1731071832.73,19.8,0.381,0.0,0.795,3711.734498721587,19.8,1.084,0.0,2.01,4360.035301749288,20.4,0.641,0.0,3.03,3772.6973460642175,39.7,1.142,0.0,1.81,7671.75147206246
1731071833.23,20.5,0.392,0.0,1.22,3711.64101847148,19.8,0.782,0.0,1.8,4359.988354342246,19.9,0.56,0.0,1.77,3772.694554294053,40.3,0.939,0.0,1.8,7672.016428129888
1731071833.73,19.8,0.327,0.0,1.13,3711.547538291811,20.5,0.806,0.0,2.27,4359.94140700308,19.8,0.563,0.0,0.811,3772.691785052153,39.7,1.026,0.0,1.75,7671.854587750846
1731071834.23,19.8,0.467,0.0,0.803,3711.454058182588,19.8,0.715,0.0,7.2,4359.894459731794,19.8,0.414,0.0,1.13,3772.68903833857,40.3,0.935,0.0,2.06,7671.634307386666
1731071834.73,19.8,0.507,0.0,1.32,3711.360578143815,19.8,0.81,0.0,1.67,4359.847512528391,19.8,0.46,0.0,4.65,3772.6863141533513,39.0,0.646,0.0,2.15,7671.676700650791
1731071835.23,19.8,0.347,0.0,1.55,3711.2670981755,20.5,0.828,0.0,2.04,4359.800565392872,20.5,0.47,0.0,0.774,3772.683612496548,41.0,0.628,0.0,2.43,7671.983500080711
1731071835.73,20.5,0.481,0.0,6.2,3711.173618277647,19.8,0.712,0.0,2.04,4359.753618325237,19.8,0.397,0.0,1.14,3772.6809333682063,39.7,0.697,0.0,1.53,7671.691242391032
1731071836.23,19.8,0.545,0.0,1.14,3711.08013845026,19.8,0.802,0.0,2.2,4359.706671325492,19.8,0.416,0.0,1.18,3772.678276768376,40.4,0.702,0.0,2.34,7671.596455066335
1731071836.73,19.8,0.439,0.0,0.875,3710.986658693346,19.8,1.045,0.0,1.58,4359.659724393637,19.8,0.601,0.0,0.819,3772.675642697104,39.6,1.038,0.0,9.0,7671.757175733794
1731071837.23,20.5,0.465,0.0,1.22,3710.893179006908,20.5,0.979,0.0,3.16,4359.612777529675,20.5,0.532,0.0,1.69,3772.673031154435,40.3,0.775,0.0,1.62,7671.850098606696
1731071837.73,19.8,0.446,0.0,0.932,3710.799699390954,19.8,0.826,0.0,3.14,4359.565830733607,19.8,0.524,0.0,1.96,3772.67044214042,39.7,0.903,0.0,2.9,7671.188534902018
1731071838.23,19.8,0.467,0.0,0.887,3710.706219845489,19.8,0.895,0.0,1.78,4359.518884005435,19.8,0.486,0.0,0.849,3772.667875655104,40.3,1.028,0.0,2.15,7671.512031869584
1731071838.73,19.9,0.503,0.0,1.31,3710.612740370518,19.8,1.058,0.0,9.92,4359.471937345164,19.9,0.508,0.0,1.22,3772.6653316985335,39.7,0.984,0.0,1.88,7671.618001037051
1731071839.23,20.5,0.509,0.0,1.44,3710.519260966045,20.5,1.028,0.0,2.33,4359.424990752794,20.5,0.628,0.0,1.02,3772.662810270752,39.0,0.791,0.016,1.95,7671.72006219572
1731071839.73,19.8,0.531,0.0,0.925,3710.425781632075,19.8,1.249,0.0,1.93,4359.378044228329,19.8,0.669,0.0,6.5,3772.660311371804,40.3,0.675,0.0,1.71,7671.613577794587
1731071840.23,19.8,0.495,0.0,1.08,3710.332302368616,19.8,1.155,0.0,2.23,4359.331097771767,19.8,0.677,0.0,1.42,3772.6578350017376,40.3,0.917,0.0,2.87,7671.55376705545
1731071840.73,19.8,0.521,0.0,1.11,3710.2388231756727,19.8,1.176,0.0,1.86,4359.2841513831145,19.8,0.648,0.0,1.53,3772.655381160596,39.7,0.948,0.0,2.18,7671.373664940103
1731071841.23,20.5,0.791,0.0,4.63,3710.1453440532496,20.5,1.35,0.0,1.85,4359.237205062372,20.5,0.729,0.0,0.871,3772.652949848422,40.3,0.973,0.0,8.77,7671.648648311533
1731071841.73,19.8,0.58,0.0,0.879,3710.051865001351,19.2,1.162,0.0,1.7,4359.190258809541,19.9,0.92,0.0,1.27,3772.6505410652608,39.7,1.05,0.0,2.34,7671.519414803862
1731071842.23,19.8,0.619,0.0,1.16,3709.958386019983,20.5,0.89,0.0,1.6,4359.143312624628,19.8,0.534,0.0,1.71,3772.648154811152,40.3,1.216,0.0,1.75,7671.833907893113
1731071842.73,19.8,0.853,0.0,1.16,3709.8649071091513,19.8,0.933,0.0,1.8,4359.096366507628,19.8,0.228,0.0,2.1,3772.645791086144,39.7,1.228,0.0,2.23,7671.09112793538
1731071843.23,20.5,0.644,0.0,0.735,3709.771428268864,19.9,1.063,0.0,1.99,4359.049420458548,20.5,0.494,0.0,3.01,3772.643449890276,40.3,1.385,0.0,2.85,7671.157486507529
1731071843.73,19.8,0.76,0.0,1.16,3709.677949499121,20.5,1.207,0.0,1.63,4359.002474477388,19.8,0.282,0.0,3.07,3772.6411312235896,39.7,0.694,0.0,1.56,7671.575947779427
1731071844.23,19.8,0.795,0.0,1.18,3709.584470799931,19.8,1.355,0.0,1.99,4358.955528564153,19.8,0.258,0.0,8.68,3772.638835086127,40.3,0.711,0.0,2.15,7671.335785089042
1731071844.73,19.9,0.699,0.0,0.786,3709.490992171297,19.8,0.978,0.0,2.0,4358.908582718844,19.9,0.289,0.0,0.872,3772.636561477927,39.7,0.661,0.0,2.61,7671.686278470332
1731071845.23,19.8,0.504,0.0,1.31,3709.397513613228,19.9,1.149,0.0,2.22,4358.861636941462,20.5,0.402,0.0,1.96,3772.6343103990334,40.3,0.766,0.0,1.84,7671.932901468807
1731071845.73,20.5,0.773,0.0,1.49,3709.3040351257273,20.5,1.037,0.0,2.13,4358.81469123201,19.8,0.426,0.0,1.68,3772.632081849488,39.7,0.882,0.0,1.83,7671.68917580536
1731071846.23,19.8,0.684,0.0,0.812,3709.2105567087992,19.8,1.299,0.0,1.39,4358.7677455904895,19.9,0.457,0.0,0.836,3772.629875829327,40.3,0.922,0.0,1.89,7671.512718923326
1731071846.73,19.8,0.642,0.0,6.42,3709.117078362451,19.8,1.539,0.0,2.74,4358.720800016904,19.8,0.37,0.0,1.09,3772.627692338591,39.7,1.104,0.0,1.72,7671.410430260345
1731071847.23,20.5,0.56,0.0,1.09,3709.023600086685,20.5,1.15,0.0,2.57,4358.673854511255,20.5,0.562,0.0,1.73,3772.625531377319,40.3,0.959,0.0,1.64,7671.66786167482
1731071847.73,19.8,0.61,0.0,1.03,3708.930121881511,19.8,1.132,0.0,2.47,4358.626909073545,19.8,0.429,0.0,0.826,3772.623392945551,39.7,0.872,0.0,1.66,7671.517921636492
1731071848.23,19.8,0.676,0.0,0.884,3708.836643746931,19.8,1.286,0.0,7.47,4358.579963703774,19.8,0.409,0.0,1.19,3772.621277043325,39.7,0.653,0.0,1.92,7671.266411327711
