Time,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance
1731070998.55,40.3,1.96,0.0,1.97,7691.971562956732,19.8,0.812,0.0,0.826,3867.472874371583,20.5,0.726,0.0,3.65,4438.295215507865,19.8,0.646,0.0,0.907,3808.424758348259
1731070999.05,39.7,1.384,0.0,7.18,7692.228337983144,19.8,0.805,0.0,0.805,3867.37928383033,19.8,0.605,0.0,2.05,4438.24815805741,19.8,0.323,0.0,0.729,3808.384831526352
1731070999.55,40.3,1.338,0.0,5.86,7692.406390062742,20.5,0.695,0.0,0.865,3867.2856933513463,20.5,0.64,0.0,2.36,4438.201100671307,20.5,0.295,0.0,0.766,3808.344926605258
1731071000.05,39.7,0.972,0.0,2.57,7692.152595661996,19.8,0.682,0.0,0.819,3867.192102934635,19.8,0.668,0.0,2.08,4438.154043349554,19.8,0.333,0.0,1.06,3808.305043585664
1731071000.55,39.7,0.895,0.0,1.98,7692.398186714894,19.9,0.816,0.0,1.04,3867.0985125802,19.8,0.84,0.0,1.49,4438.106986092157,19.9,0.417,0.0,0.818,3808.265182468258
1731071001.05,40.3,1.011,0.0,1.69,7692.498961007634,19.8,0.693,0.0,0.937,3867.004922288048,19.8,0.726,0.0,2.88,4438.059928899113,19.8,0.354,0.0,0.871,3808.2253432537314
1731071001.55,40.3,1.066,0.0,2.51,7692.592834635918,19.8,0.534,0.0,1.64,3866.911332058184,20.5,0.86,0.0,1.37,4438.012871770427,20.5,0.39,0.0,1.43,3808.185525942768
1731071002.05,39.7,1.17,0.0,1.61,7692.658397918661,20.5,0.35,0.0,1.74,3866.817741890611,19.8,0.592,0.0,1.7,4437.965814706103,19.8,0.323,0.0,0.799,3808.1457305360577
1731071002.55,40.3,1.232,0.0,1.55,7692.353164481123,19.8,0.292,0.0,0.793,3866.724151785333,19.8,0.665,0.0,2.56,4437.918757706138,19.8,0.485,0.0,0.852,3808.105957034285
1731071003.05,39.0,1.209,0.016,2.48,7692.012551619721,19.8,0.323,0.0,0.858,3866.6305617423545,19.8,0.766,0.0,1.63,4437.871700770541,19.8,0.46,0.0,0.778,3808.066205438135
1731071003.55,40.3,1.409,0.0,1.87,7692.597725246191,20.5,0.455,0.0,2.36,3866.536971761681,20.5,0.687,0.0,2.61,4437.824643899306,20.5,0.34,0.0,1.1,3808.026475748297
1731071004.05,39.7,1.252,0.0,2.23,7692.558261384278,19.8,0.36,0.0,8.83,3866.443381843319,19.8,0.731,0.0,2.92,4437.777587092441,19.9,0.405,0.0,0.847,3807.986767965456
1731071004.55,40.3,0.923,0.0,9.38,7692.561743953171,19.8,0.594,0.0,1.14,3866.34979198727,19.8,0.73,0.0,1.65,4437.730530349944,19.8,0.515,0.0,0.805,3807.9470820902966
1731071005.05,39.7,1.148,0.0,1.68,7692.723917109969,19.8,0.324,0.0,1.28,3866.2562021935382,19.8,0.681,0.0,1.75,4437.68347367182,19.8,0.367,0.0,0.905,3807.907418123504
1731071005.55,40.3,1.088,0.0,3.06,7691.97770296424,19.8,0.311,0.0,0.914,3866.162612462129,20.5,0.801,0.0,1.62,4437.636417058072,20.5,0.441,0.0,0.845,3807.86777606576
1731071006.05,39.7,1.131,0.0,1.67,7692.303612402286,20.5,0.267,0.0,0.795,3866.069022793048,19.8,0.731,0.0,7.47,4437.5893605086985,19.8,0.461,0.0,0.97,3807.828155917753
1731071006.55,40.3,1.644,0.0,1.78,7692.058750969843,19.8,0.409,0.0,0.67,3865.975433186301,19.8,0.817,0.0,2.39,4437.542304023704,19.8,0.499,0.0,0.836,3807.788557680166
1731071007.05,39.7,1.209,0.0,2.99,7692.183383210954,19.9,0.322,0.0,0.765,3865.881843641888,19.8,0.851,0.0,1.6,4437.4952476030885,19.8,0.532,0.0,0.829,3807.7489813536818
1731071007.55,40.3,1.329,0.0,1.6,7692.414452721022,20.5,0.38,0.0,0.76,3865.788254159817,20.5,0.91,0.0,1.69,4437.448191246856,20.5,0.534,0.0,0.777,3807.709426938984
1731071008.05,39.7,1.39,0.0,1.99,7691.925118062183,19.8,0.433,0.0,0.879,3865.6946647400896,19.8,0.97,0.0,2.53,4437.401134955009,19.8,0.545,0.0,0.849,3807.6698944367536
1731071008.55,39.7,0.529,0.0,1.66,7692.023139842149,19.8,0.407,0.0,0.827,3865.6010753827145,19.8,0.993,0.0,1.82,4437.354078727548,19.8,0.61,0.0,0.966,3807.630383847676
1731071009.05,40.3,0.843,0.0,8.69,7692.270667369758,19.8,0.468,0.0,0.845,3865.5074860876935,19.9,1.034,0.0,1.7,4437.307022564474,19.8,0.631,0.0,0.883,3807.590895172432
1731071009.55,39.7,1.208,0.016,2.65,7692.347014655874,20.5,0.649,0.0,0.863,3865.413896855032,20.5,1.285,0.0,2.28,4437.259966465792,20.5,0.77,0.0,1.72,3807.551428411704
1731071010.05,39.7,0.792,0.0,2.0,7692.034102587787,19.9,0.408,0.0,0.773,3865.320307684734,19.8,1.294,0.0,1.63,4437.212910431502,19.9,0.715,0.0,0.878,3807.511983566172
1731071010.55,40.3,1.06,0.0,2.65,7691.747920680656,19.8,0.419,0.0,0.783,3865.2267185768014,19.8,1.165,0.0,3.71,4437.165854461608,19.8,0.99,0.0,0.922,3807.472560636517
1731071011.05,39.7,1.146,0.0,2.76,7692.314276147519,19.8,0.88,0.0,1.23,3865.133129531245,19.8,1.014,0.0,9.87,4437.118798556108,19.8,0.647,0.0,0.85,3807.4331596234224
1731071011.55,40.4,0.904,0.0,2.18,7691.733622302716,20.5,0.451,0.0,0.836,3865.039540548065,20.5,0.972,0.0,4.73,4437.071742715008,19.8,0.565,0.0,1.68,3807.393780527567
1731071012.05,39.7,0.816,0.0,2.58,7691.754535434135,19.8,0.481,0.0,0.774,3864.945951627268,19.8,0.79,0.0,5.01,4437.024686938309,20.5,0.456,0.0,0.995,3807.354423349632
1731071012.55,39.7,0.967,0.0,1.81,7692.070515984205,19.8,0.933,0.0,0.824,3864.852362768855,19.8,0.894,0.0,2.38,4436.977631226012,19.8,0.661,0.0,0.783,3807.315088090295
1731071013.05,40.3,0.886,0.0,1.73,7692.306072557283,19.8,0.605,0.0,0.755,3864.758773972833,19.8,1.177,0.0,1.69,4436.930575578122,19.8,0.651,0.0,0.765,3807.275774750234
1731071013.55,40.3,0.928,0.0,5.53,7692.205943135325,20.5,0.506,0.0,0.813,3864.665185239207,20.5,0.923,0.0,3.84,4436.883519994637,20.5,0.521,0.0,0.762,3807.236483330133
1731071014.05,39.0,0.912,0.016,1.76,7691.988251138277,19.8,0.528,0.0,0.905,3864.571596567982,19.8,1.038,0.0,1.82,4436.836464475561,19.8,0.532,0.0,0.886,3807.197213830668
1731071014.55,40.3,0.783,0.0,1.89,7692.15721967942,19.8,0.492,0.0,0.755,3864.4780079591615,19.8,0.964,0.0,1.59,4436.7894090208965,19.8,0.576,0.0,0.904,3807.157966252517
1731071015.05,39.7,1.005,0.0,3.39,7692.107675086888,19.8,0.469,0.0,1.34,3864.384419412748,19.8,1.172,0.0,2.88,4436.742353630644,19.8,0.564,0.0,0.863,3807.118740596359
1731071015.55,40.3,0.951,0.0,1.82,7692.02188574694,20.5,0.447,0.0,0.923,3864.290830928748,20.5,1.039,0.0,7.86,4436.69529830481,20.5,0.586,0.0,1.02,3807.079536862868
1731071016.05,39.7,1.018,0.0,1.99,7691.824477434701,19.8,0.417,0.0,1.49,3864.197242507167,19.8,1.141,0.0,1.65,4436.64824304339,19.8,0.706,0.0,0.733,3807.040355052727
1731071016.55,40.3,1.034,0.0,2.32,7692.216962618106,19.8,0.472,0.0,0.819,3864.10365414801,19.9,1.105,0.0,3.24,4436.601187846391,19.8,0.713,0.0,0.92,3807.0011951666106
1731071017.05,39.7,0.935,0.0,1.69,7691.8929175378335,19.2,0.676,0.032,0.892,3864.010065851279,19.8,1.344,0.0,1.79,4436.554132713811,19.8,0.903,0.0,0.922,3806.962057205194
1731071017.55,40.3,0.969,0.0,2.68,7691.556821990042,20.5,0.513,0.0,0.818,3863.91647761698,20.5,1.255,0.0,2.15,4436.507077645655,20.5,0.796,0.0,3.22,3806.9229411691545
1731071018.05,39.7,1.149,0.0,1.67,7691.793827649583,19.9,0.528,0.0,0.718,3863.8228894451145,19.9,1.403,0.0,1.66,4436.460022641926,19.8,0.843,0.0,1.01,3806.883847059166
1731071018.55,40.3,1.154,0.0,9.59,7692.085492538166,19.8,0.623,0.0,0.758,3863.729301335692,19.8,1.758,0.0,1.55,4436.412967702624,19.8,0.962,0.0,1.4,3806.844774875907
1731071019.05,39.7,1.168,0.0,2.6,7692.151320875568,19.2,0.608,0.032,0.917,3863.635713288716,19.9,1.178,0.0,2.16,4436.36591282775,19.8,0.984,0.0,0.994,3806.805724620052
1731071019.55,40.3,1.198,0.0,2.15,7692.0051812769025,20.5,0.582,0.0,0.759,3863.542125304188,19.8,0.689,0.0,2.16,4436.318858017308,20.5,0.883,0.0,0.888,3806.766696292275
1731071020.05,39.7,1.296,0.0,2.02,7691.585309200227,19.8,0.785,0.0,0.84,3863.448537382115,20.5,0.535,0.0,7.0,4436.2718032713,19.2,0.429,0.0,1.49,3806.7276898932505
1731071020.55,40.3,1.312,0.0,1.76,7692.059552081444,19.8,0.748,0.0,1.05,3863.3549495224993,19.8,0.789,0.0,1.66,4436.22474858973,20.5,0.398,0.0,1.49,3806.688705423652
1731071021.05,39.7,1.318,0.0,1.9,7692.167765985113,19.8,0.913,0.0,0.812,3863.261361725349,19.8,0.683,0.0,1.61,4436.177693972594,19.8,0.345,0.0,1.37,3806.6497428841535
1731071021.55,39.7,1.004,0.016,2.64,7691.70098605562,20.5,0.965,0.0,0.929,3863.1677739906654,20.5,0.808,0.0,3.19,4436.130639419898,20.5,0.43,0.0,1.25,3806.610802275431
1731071022.05,39.7,0.923,0.0,1.83,7691.670047071882,19.8,0.794,0.0,0.93,3863.0741863184567,19.8,1.015,0.0,2.0,4436.083584931645,19.8,0.467,0.0,1.08,3806.5718835981543
1731071022.55,40.3,1.116,0.0,1.61,7691.713598602994,19.8,0.585,0.0,1.43,3862.9805987087234,19.8,0.731,0.0,1.76,4436.036530507836,19.8,0.342,0.0,1.74,3806.532986852998
1731071023.05,39.7,1.078,0.0,7.11,7691.806798660622,19.9,0.4,0.0,0.765,3862.8870111614697,19.8,0.806,0.0,2.54,4435.989476148474,19.8,0.488,0.0,5.89,3806.494112040631
1731071023.55,40.3,1.196,0.0,1.57,7692.169458095082,20.5,0.352,0.0,1.07,3862.7934236767046,19.9,0.771,0.0,1.69,4435.942421853558,20.5,0.575,0.0,0.9,3806.4552591617294
1731071024.05,39.0,1.163,0.016,1.75,7692.059859995314,19.8,0.389,0.0,3.98,3862.6998362544296,20.5,0.666,0.0,1.85,4435.895367623091,19.8,0.395,0.0,3.68,3806.416428216965
1731071024.55,39.7,1.196,0.016,2.51,7691.82367701357,19.2,0.311,0.032,1.46,3862.606248894651,19.8,0.657,0.0,2.49,4435.848313457078,19.8,0.362,0.0,1.19,3806.3776192070072
1731071025.05,39.7,1.61,0.0,1.8,7691.739973083052,19.8,0.34,0.0,0.755,3862.512661597371,19.8,0.655,0.0,2.09,4435.801259355517,19.8,0.381,0.0,1.3,3806.3388321325274
1731071025.55,39.7,0.951,0.0,1.93,7691.804592026954,19.9,0.372,0.0,2.86,3862.419074362594,20.5,0.665,0.0,4.31,4435.754205318415,19.8,0.412,0.0,0.813,3806.300066994193
1731071026.05,40.3,1.152,0.0,1.7,7691.688692068566,20.5,0.35,0.0,2.55,3862.325487190327,19.9,1.253,0.0,4.55,4435.7071513457695,20.5,0.659,0.0,0.944,3806.26132379268
1731071026.55,40.3,1.209,0.0,1.41,7691.903631626549,19.8,0.337,0.0,3.73,3862.2319000805737,19.8,0.898,0.0,4.28,4435.660097437584,19.8,0.438,0.0,0.81,3806.222602528654
1731071027.05,39.7,1.198,0.0,2.21,7691.972710502888,19.8,0.41,0.0,2.66,3862.1383130333393,19.8,0.831,0.0,5.43,4435.613043593862,19.8,0.612,0.0,0.851,3806.183903202787
1731071027.55,40.3,1.204,0.0,3.83,7691.665531514756,20.5,0.279,0.0,0.627,3862.044726048625,20.5,0.803,0.0,2.39,4435.565989814602,20.5,0.513,0.0,0.96,3806.145225815747
1731071028.05,39.7,1.279,0.0,1.47,7691.828224844733,19.8,0.325,0.0,0.738,3861.951139126439,19.8,0.85,0.0,2.58,4435.518936099812,19.8,0.469,0.0,1.07,3806.1065703682016
1731071028.55,40.3,1.354,0.0,2.31,7691.778380709494,19.8,0.389,0.0,0.744,3861.857552266784,19.9,0.964,0.0,3.41,4435.471882449488,19.8,0.605,0.0,1.01,3806.067936860822
1731071029.05,39.7,1.515,0.0,2.08,7691.559960423598,19.8,0.485,0.0,0.824,3861.7639654696654,19.8,1.042,0.0,3.64,4435.4248288636345,19.8,0.54,0.0,1.76,3806.029325294276
1731071029.55,39.7,1.273,0.0,2.57,7691.611226386986,20.5,0.395,0.0,0.767,3861.670378735088,20.5,1.062,0.0,11.5,4435.377775342254,20.5,0.602,0.0,1.3,3805.9907356692297
1731071030.05,39.7,0.653,0.016,1.57,7691.611166531642,19.8,0.382,0.0,0.953,3861.576792063057,19.8,0.969,0.0,2.84,4435.330721885347,19.8,0.596,0.0,1.2,3805.952167986351
1731071030.55,40.3,0.796,0.0,1.61,7691.45620976224,19.8,0.561,0.0,0.835,3861.483205453572,19.8,1.023,0.0,1.73,4435.283668492919,19.9,0.614,0.0,2.51,3805.9136222463057
1731071031.05,39.7,0.779,0.0,3.14,7691.24312837668,19.8,0.493,0.0,0.853,3861.389618906644,19.8,1.283,0.0,3.38,4435.236615164968,19.8,0.86,0.0,2.61,3805.8750984497633
1731071031.55,40.3,1.102,0.0,1.82,7692.089522196778,20.5,0.695,0.0,0.85,3861.296032422275,20.5,1.211,0.0,2.15,4435.189561901499,20.5,0.673,0.0,1.83,3805.836596597389
1731071032.05,39.7,0.942,0.0,1.68,7691.869235726742,19.8,0.505,0.0,1.0,3861.2024460004686,19.8,1.314,0.0,3.46,4435.142508702511,19.8,0.771,0.0,0.887,3805.798116689849
1731071032.55,40.3,1.025,0.0,10.2,7691.715012020653,19.8,0.519,0.0,0.867,3861.108859641231,19.8,0.834,0.0,3.9,4435.095455568007,19.8,0.703,0.0,0.727,3805.759658727808
1731071033.05,39.7,0.789,0.0,1.56,7691.847925531608,19.9,0.467,0.0,1.0,3861.015273344564,19.8,0.781,0.0,1.68,4435.048402497994,19.8,0.499,0.0,0.817,3805.721222711931
1731071033.55,40.4,1.04,0.0,1.94,7691.588848589027,20.5,0.482,0.0,0.824,3860.921687110475,20.5,0.738,0.0,1.72,4435.001349492467,20.5,0.451,0.0,0.851,3805.682808642885
1731071034.05,39.6,0.763,0.0,1.67,7691.850511063722,19.8,0.547,0.0,0.751,3860.828100938968,19.8,1.087,0.0,5.4,4434.954296551431,19.8,0.517,0.0,0.878,3805.644416521333
1731071034.55,40.3,0.811,0.0,1.69,7691.704131493785,19.8,0.566,0.0,1.23,3860.734514830048,19.8,0.949,0.0,1.77,4434.907243674888,19.8,0.607,0.0,0.871,3805.60604634794
1731071035.05,39.7,0.891,0.0,2.45,7691.732543959131,19.8,0.479,0.0,0.906,3860.6409287837178,19.8,1.082,0.0,4.16,4434.860190862842,19.8,0.613,0.0,0.842,3805.56769812337
1731071035.55,40.3,0.746,0.0,1.67,7691.182327406932,19.8,0.442,0.0,0.854,3860.547342799981,20.5,0.96,0.0,2.48,4434.8131381152925,20.5,0.646,0.0,0.911,3805.529371848284
1731071036.05,39.7,0.99,0.0,1.65,7691.068935949563,20.5,0.382,0.0,0.802,3860.4537568788464,19.8,1.142,0.0,1.5,4434.766085432241,19.8,0.668,0.0,0.943,3805.4910675233486
1731071036.55,40.3,0.815,0.0,2.2,7691.557571606327,19.8,0.533,0.0,0.832,3860.360171020315,19.8,1.06,0.0,1.68,4434.719032813691,19.8,0.709,0.0,2.02,3805.452785149225
1731071037.05,39.0,0.888,0.016,7.48,7691.590917304346,19.8,0.473,0.0,0.834,3860.2665852243945,19.8,1.285,0.0,1.95,4434.671980259644,19.8,0.712,0.0,0.95,3805.414524726578
1731071037.55,40.3,1.081,0.0,1.75,7691.304916590106,20.5,0.542,0.0,0.89,3860.172999491085,20.5,1.183,0.0,1.59,4434.624927770104,20.5,0.701,0.0,1.79,3805.3762862560657
1731071038.05,39.7,0.877,0.0,2.4,7691.258675027717,19.8,0.495,0.0,0.797,3860.079413820394,19.8,1.242,0.0,2.27,4434.577875345071,19.8,0.694,0.0,1.22,3805.338069738351
1731071038.55,40.3,1.315,0.0,2.2,7691.153071309459,19.8,0.618,0.0,0.846,3859.985828212326,19.8,1.786,0.0,1.74,4434.530822984546,19.9,0.881,0.0,2.82,3805.299875174097
1731071039.05,39.7,0.987,0.0,2.49,7691.070147570709,19.8,0.616,0.0,0.762,3859.8922426668855,19.8,1.621,0.0,9.41,4434.483770688535,19.8,0.849,0.0,8.62,3805.261702563964
1731071039.55,40.3,1.158,0.0,2.11,7691.307931754914,20.5,0.907,0.0,0.695,3859.7986571840775,20.5,1.597,0.0,2.44,4434.436718457035,20.5,1.028,0.0,3.08,3805.223551908613
1731071040.05,39.7,1.182,0.0,1.93,7691.347489201128,19.8,0.618,0.0,0.793,3859.705071763904,19.8,1.376,0.0,2.13,4434.389666290052,19.8,0.807,0.0,2.65,3805.185423208704
1731071040.55,39.7,1.257,0.016,2.55,7691.347792728463,19.8,0.743,0.0,0.989,3859.611486406371,19.8,1.057,0.0,2.07,4434.342614187587,19.8,1.022,0.0,3.18,3805.147316464895
1731071041.05,39.7,1.621,0.0,1.56,7691.349427598824,19.8,0.734,0.0,0.778,3859.517901111484,19.8,0.751,0.0,1.8,4434.295562149641,19.8,0.69,0.0,3.38,3805.1092316778495
1731071041.55,40.3,1.39,0.0,1.52,7691.116605122745,19.8,0.649,0.0,0.932,3859.424315879248,20.5,0.615,0.0,2.06,4434.248510176217,19.8,0.366,0.0,2.52,3805.0711688482256
1731071042.05,39.0,1.56,0.016,3.2,7691.055752530548,20.5,0.79,0.0,0.955,3859.3307307096657,19.8,0.671,0.0,2.75,4434.201458267316,20.5,0.455,0.0,1.39,3805.033127976681
1731071042.55,39.7,1.248,0.0,1.63,7691.2508491403005,19.8,0.829,0.0,1.41,3859.237145602743,19.8,0.615,0.0,2.1,4434.154406422942,19.8,0.428,0.0,1.21,3804.995109063874
1731071043.05,40.3,0.85,0.0,1.61,7691.330428821943,19.9,0.896,0.0,1.16,3859.1435605584816,19.8,1.045,0.0,1.74,4434.107354643097,19.7,0.588,0.0,1.15,3804.957112110463
1731071043.55,40.3,1.062,0.0,2.89,7691.803237474686,20.5,1.011,0.0,4.75,3859.0499755768897,20.5,0.794,0.0,7.67,4434.060302927781,20.6,0.438,0.0,4.61,3804.919137117108
1731071044.05,39.7,1.02,0.0,1.82,7691.549640781174,19.8,0.601,0.0,10.3,3858.956390657972,19.9,0.706,0.0,1.8,4434.013251276997,19.8,0.389,0.0,0.972,3804.8811840844646
1731071044.55,40.3,1.109,0.0,1.82,7690.949874542136,19.8,0.379,0.0,0.938,3858.86280580173,19.8,0.66,0.0,2.34,4433.966199690746,19.8,0.34,0.0,1.76,3804.843253013191
1731071045.05,39.7,1.22,0.0,1.93,7691.23467506217,19.9,0.401,0.0,0.742,3858.7692210081705,19.8,0.592,0.0,3.28,4433.919148169032,19.8,0.386,0.0,1.16,3804.805343903943
1731071045.55,40.3,1.208,0.0,1.84,7691.442704419417,20.5,0.321,0.0,1.24,3858.675636277296,20.5,0.73,0.0,1.73,4433.872096711858,20.5,0.437,0.0,1.21,3804.767456757377
1731071046.05,39.7,1.395,0.0,2.56,7690.925742438524,19.8,0.482,0.0,0.923,3858.582051609114,19.8,0.903,0.0,1.78,4433.825045319222,19.8,0.517,0.0,1.07,3804.72959157415
1731071046.55,40.3,1.427,0.0,10.7,7691.523126889273,19.8,0.589,0.0,1.24,3858.4884670036263,19.8,0.838,0.0,3.02,4433.777993991129,19.8,0.446,0.0,0.834,3804.6917483549178
1731071047.05,39.7,1.049,0.0,1.9,7691.60334213807,19.8,0.595,0.0,1.08,3858.394882460841,19.8,0.705,0.0,1.62,4433.73094272758,19.8,0.401,0.0,0.835,3804.6539271003353
1731071047.55,40.3,0.943,0.0,2.47,7691.056849027781,20.5,0.746,0.0,0.89,3858.301297980759,20.5,1.008,0.0,1.66,4433.683891528578,20.5,0.546,0.0,0.877,3804.6161278110576
1731071048.05,39.7,1.035,0.0,2.31,7691.212146443786,19.8,0.429,0.0,0.831,3858.207713563384,19.8,0.802,0.0,1.79,4433.636840394125,19.8,0.465,0.0,1.08,3804.5783504877377
1731071048.55,40.3,1.272,0.0,2.29,7691.168905885502,19.8,0.397,0.0,0.852,3858.114129208725,19.8,0.845,0.0,1.68,4433.589789324223,19.8,0.489,0.0,0.753,3804.540595131033
1731071049.05,39.7,1.298,0.0,2.39,7691.02582033984,19.8,0.453,0.0,0.751,3858.020544916784,19.8,0.993,0.0,1.83,4433.542738318872,19.8,0.576,0.0,0.92,3804.502861741597
1731071049.55,40.3,1.199,0.0,1.88,7691.12505631339,20.5,0.511,0.0,1.06,3857.926960687567,20.5,0.975,0.0,3.01,4433.495687378076,20.5,0.471,0.0,0.833,3804.465150320082
1731071050.05,39.7,1.504,0.0,2.39,7691.168104768931,19.8,0.564,0.0,2.11,3857.833376521076,19.8,1.343,0.0,1.63,4433.4486365018365,19.8,0.786,0.0,1.08,3804.4274608671417
1731071050.55,40.3,1.485,0.0,1.7,7690.946210503207,19.8,0.335,0.0,4.65,3857.739792417316,19.8,0.99,0.0,1.86,4433.401585690158,19.8,0.544,0.0,0.896,3804.3897933834273
1731071051.05,38.4,0.843,0.016,5.4,7691.156736647563,19.8,0.383,0.0,0.796,3857.6462083762935,19.8,0.987,0.0,1.65,4433.354534943038,19.8,0.54,0.0,0.951,3804.352147869595
1731071051.55,41.0,0.533,0.0,3.49,7690.925801279869,20.5,0.514,0.0,0.751,3857.552624398013,20.5,1.2,0.0,1.5,4433.307484260482,20.5,0.639,0.0,0.865,3804.3145243262943
1731071052.05,39.7,0.759,0.0,1.68,7690.727825497779,19.8,0.372,0.0,0.9,3857.459040482479,19.9,1.004,0.0,2.6,4433.26043364249,19.8,0.578,0.0,0.914,3804.2769227541785
1731071052.55,40.3,0.641,0.0,1.69,7690.948919904914,19.8,0.528,0.0,0.764,3857.365456629693,19.8,1.085,0.0,1.82,4433.213383089064,19.8,0.626,0.0,1.31,3804.2393431538985
1731071053.05,39.7,0.717,0.0,2.73,7690.800133242948,19.8,0.485,0.0,1.28,3857.271872839662,19.8,1.405,0.0,9.13,4433.166332600212,19.8,0.918,0.0,1.38,3804.2017855261033
1731071053.55,40.4,0.843,0.0,1.65,7691.167530351306,20.5,0.591,0.0,1.04,3857.178289112391,19.8,0.792,0.0,2.39,4433.119282175926,20.5,0.712,0.0,1.22,3804.164249871448
1731071054.05,39.7,0.867,0.0,1.76,7691.071369392025,19.8,0.498,0.0,1.37,3857.084705447885,20.5,0.772,0.0,2.38,4433.072231816216,19.8,0.569,0.0,0.835,3804.1267361905807
1731071054.55,40.3,0.95,0.0,2.98,7690.915011116174,19.8,0.511,0.0,1.11,3856.991121846148,19.8,0.78,0.0,2.3,4433.02518152108,19.8,0.611,0.0,0.856,3804.089244484152
1731071055.05,39.7,1.283,0.0,1.61,7690.76246604291,19.8,0.669,0.0,1.13,3856.897538307183,19.8,1.298,0.0,2.54,4432.978131290521,19.8,0.82,0.0,0.731,3804.0517747528106
1731071055.55,40.4,0.895,0.0,2.91,7691.006181321457,20.5,0.639,0.0,0.736,3856.803954830994,20.5,0.945,0.0,1.82,4432.931081124542,20.5,0.514,0.0,1.22,3804.014326997205
1731071056.05,39.7,0.845,0.0,1.82,7690.99257651346,19.8,0.789,0.0,0.781,3856.7103714175887,19.8,0.85,0.0,3.46,4432.884031023144,19.8,0.52,0.0,0.894,3803.976901217987
1731071056.55,40.3,0.822,0.0,2.17,7690.855419826086,19.9,0.515,0.0,0.824,3856.616788066971,19.8,1.211,0.0,2.42,4432.836980986331,19.8,0.73,0.0,2.9,3803.939497415804
1731071057.05,39.7,0.741,0.0,1.88,7690.685360658479,19.8,0.388,0.0,0.895,3856.523204779144,19.9,1.039,0.0,2.01,4432.7899310141,19.8,0.647,0.0,0.79,3803.902115591304
1731071057.55,40.3,0.818,0.0,1.6,7691.010827005346,20.5,0.656,0.0,0.834,3856.4296215541135,20.5,1.155,0.0,6.62,4432.742881106459,20.5,0.699,0.0,7.98,3803.864755745136
1731071058.05,39.7,0.94,0.0,2.59,7690.666410637088,19.9,0.466,0.0,0.754,3856.336038391882,19.8,1.102,0.0,1.66,4432.695831263409,19.8,0.814,0.0,2.55,3803.827417877945
1731071058.55,40.3,0.9,0.0,1.53,7690.918938982641,19.8,0.429,0.0,1.04,3856.242455292457,19.8,1.098,0.0,1.9,4432.648781484949,19.8,0.76,0.0,3.1,3803.7901019903816
1731071059.05,39.7,1.001,0.0,1.89,7690.895553576558,19.9,0.741,0.0,0.814,3856.1488722558415,19.8,1.139,0.0,2.8,4432.601731771082,19.8,0.722,0.0,1.22,3803.752808083091
1731071059.55,40.3,0.959,0.0,1.81,7691.0427721047345,20.5,0.511,0.0,1.49,3856.055289282041,20.5,1.166,0.0,1.66,4432.554682121812,20.5,0.677,0.0,0.876,3803.71553615672
1731071060.05,39.1,0.834,0.016,1.57,7690.742230950953,19.8,0.52,0.0,0.909,3855.961706371059,19.9,1.267,0.0,1.85,4432.507632537139,19.8,0.814,0.0,2.65,3803.6782862119135
1731071060.55,40.3,0.974,0.0,10.0,7690.904192104881,19.8,0.549,0.0,3.62,3855.868123522898,19.8,1.396,0.0,3.12,4432.4605830170685,19.2,0.74,0.032,2.2,3803.641058249318
1731071061.05,39.7,1.025,0.0,1.7,7691.272790150794,19.8,0.71,0.0,6.11,3855.774540737567,19.8,1.509,0.0,1.58,4432.413533561597,19.8,0.817,0.0,0.825,3803.603852269581
1731071061.55,40.3,1.199,0.0,1.98,7690.583738653709,20.5,0.616,0.0,1.32,3855.680958015069,20.5,1.748,0.0,1.97,4432.36648417073,20.5,0.813,0.0,0.805,3803.5666682733454
1731071062.05,39.7,1.333,0.0,2.45,7690.59697733504,19.8,0.644,0.0,2.56,3855.587375355408,19.2,0.645,0.0,1.82,4432.3194348444695,19.8,0.936,0.0,3.67,3803.5295062612577
1731071062.55,40.3,1.103,0.0,2.04,7691.125426384187,19.8,0.667,0.0,2.11,3855.493792758589,20.5,0.658,0.0,9.11,4432.272385582816,19.8,0.629,0.0,0.97,3803.49236623396
1731071063.05,39.7,1.409,0.0,2.61,7690.731706768299,19.8,0.763,0.0,2.26,3855.400210224614,19.8,0.621,0.0,2.18,4432.225336385776,19.8,0.335,0.0,1.2,3803.455248192096
1731071063.55,40.3,1.418,0.0,1.93,7690.805193162386,20.5,0.756,0.0,1.93,3855.306627753491,20.5,0.629,0.0,2.04,4432.178287253345,20.5,0.361,0.0,0.882,3803.418152136312
1731071064.05,39.7,0.86,0.0,1.63,7690.848997802447,19.8,0.696,0.0,0.839,3855.2130453452246,19.8,0.822,0.0,2.32,4432.1312381855305,19.8,0.364,0.0,0.754,3803.38107806725
1731071064.55,40.3,1.027,0.0,2.99,7690.834686539249,19.8,0.711,0.0,1.33,3855.119462999818,19.9,0.652,0.0,1.96,4432.084189182331,19.8,0.329,0.0,0.726,3803.344025985554
