Time,Bitrate,Jitter,Datagrams,Delay,C1_X,C1_Y,C1_Z,F4_X,F4_Y,F4_Z,Distance
1731068776.81,19.8,0.359,0.0,1.37,5261.54,5382.02,0.0,9200.8,6799.2,0.0,4186.42669827145
1731068777.31,19.8,0.402,0.0,0.867,5261.67,5382.21,0.0,9200.9,6799.1,0.0,4186.300307550809
1731068777.81,20.5,0.412,0.0,1.57,5261.8,5382.4,0.0,9201.0,6799.0,0.0,4186.1739333190635
1731068778.31,19.9,0.411,0.0,1.04,5261.93,5382.59,0.0,9201.1,6798.9,0.0,4186.047575577707
1731068778.81,19.8,0.308,0.0,0.926,5262.06,5382.78,0.0,9201.2,6798.8,0.0,4185.921234328233
1731068779.31,19.8,0.451,0.0,1.06,5262.19,5382.97,0.0,9201.3,6798.7,0.0,4185.794909572135
1731068779.81,20.5,0.433,0.0,6.04,5262.32,5383.16,0.0,9201.4,6798.6,0.0,4185.6686013109065
1731068780.31,19.8,0.379,0.0,1.13,5262.45,5383.35,0.0,9201.5,6798.5,0.0,4185.54230954604
1731068780.81,19.9,0.366,0.0,1.88,5262.58,5383.54,0.0,9201.6,6798.4,0.0,4185.41603427903
1731068781.31,19.8,0.452,0.0,2.73,5262.71,5383.73,0.0,9201.7,6798.3,0.0,4185.289775511369
1731068781.81,20.5,0.415,0.0,2.23,5262.84,5383.92,0.0,9201.8,6798.2,0.0,4185.1635332445485
1731068782.31,19.9,0.44,0.0,2.2,5262.97,5384.11,0.0,9201.9,6798.1,0.0,4185.0373074800655
1731068782.81,19.8,0.434,0.0,3.79,5263.1,5384.3,0.0,9202.0,6798.0,0.0,4184.9110982194115
1731068783.31,19.9,0.681,0.0,0.882,5263.23,5384.49,0.0,9202.1,6797.9,0.0,4184.784905464079
1731068783.81,20.5,0.486,0.0,0.669,5263.36,5384.68,0.0,9202.2,6797.8,0.0,4184.658729215563
1731068784.31,19.8,0.649,0.0,0.961,5263.49,5384.87,0.0,9202.3,6797.7,0.0,4184.532569475353
1731068784.81,19.8,0.508,0.0,1.63,5263.62,5385.06,0.0,9202.4,6797.6,0.0,4184.406426244946
1731068785.31,19.8,0.661,0.0,2.58,5263.75,5385.25,0.0,9202.5,6797.5,0.0,4184.2802995258335
1731068785.81,20.5,0.663,0.0,1.07,5263.88,5385.44,0.0,9202.6,6797.4,0.0,4184.154189319509
1731068786.31,19.8,0.613,0.0,0.926,5264.01,5385.63,0.0,9202.7,6797.3,0.0,4184.028095627466
1731068786.81,19.8,0.445,0.0,1.55,5264.14,5385.82,0.0,9202.8,6797.2,0.0,4183.902018451196
1731068787.31,19.2,0.351,0.032,1.53,5264.27,5386.01,0.0,9202.9,6797.1,0.0,4183.775957792194
1731068787.81,20.5,0.43,0.0,1.01,5264.4,5386.2,0.0,9203.0,6797.0,0.0,4183.649913651954
1731068788.31,19.9,0.388,0.0,0.866,5264.53,5386.39,0.0,9203.1,6796.9,0.0,4183.523886031966
1731068788.81,19.8,0.864,0.0,0.714,5264.66,5386.58,0.0,9203.2,6796.8,0.0,4183.397874933726
1731068789.31,19.8,0.546,0.0,0.704,5264.79,5386.77,0.0,9203.3,6796.7,0.0,4183.271880358721
1731068789.81,20.5,0.473,0.0,0.795,5264.92,5386.96,0.0,9203.4,6796.6,0.0,4183.145902308453
1731068790.31,19.8,0.477,0.0,0.895,5265.05,5387.15,0.0,9203.5,6796.5,0.0,4183.019940784408
1731068790.81,19.8,0.522,0.0,0.857,5265.18,5387.34,0.0,9203.6,6796.4,0.0,4182.893995788084
1731068791.31,19.8,0.491,0.0,1.03,5265.31,5387.53,0.0,9203.7,6796.3,0.0,4182.768067320971
1731068791.81,20.5,0.557,0.0,1.28,5265.44,5387.72,0.0,9203.8,6796.2,0.0,4182.642155384559
1731068792.31,19.8,0.651,0.0,0.754,5265.57,5387.91,0.0,9203.9,6796.1,0.0,4182.516259980348
1731068792.81,19.9,0.613,0.0,5.0,5265.7,5388.1,0.0,9204.0,6796.0,0.0,4182.390381109826
1731068793.31,19.8,0.665,0.0,1.34,5265.83,5388.29,0.0,9204.1,6795.9,0.0,4182.264518774488
1731068793.81,20.5,0.652,0.0,0.927,5265.96,5388.48,0.0,9204.2,6795.8,0.0,4182.138672975826
1731068794.31,19.8,0.719,0.0,0.854,5266.09,5388.67,0.0,9204.3,6795.7,0.0,4182.012843715332
1731068794.81,19.8,0.645,0.0,1.03,5266.22,5388.86,0.0,9204.4,6795.6,0.0,4181.8870309945005
1731068795.31,19.8,0.568,0.0,1.29,5266.35,5389.05,0.0,9204.5,6795.5,0.0,4181.761234814823
1731068795.81,19.9,0.269,0.0,0.838,5266.48,5389.24,0.0,9204.6,6795.4,0.0,4181.635455177795
1731068796.31,20.5,0.287,0.0,0.996,5266.61,5389.43,0.0,9204.7,6795.3,0.0,4181.509692084906
1731068796.81,19.8,0.257,0.0,1.09,5266.74,5389.62,0.0,9204.8,6795.2,0.0,4181.383945537649
1731068797.31,19.8,0.277,0.0,0.936,5266.87,5389.81,0.0,9204.9,6795.1,0.0,4181.2582155375185
1731068797.81,20.5,0.676,0.0,1.65,5267.0,5390.0,0.0,9205.0,6795.0,0.0,4181.132502086008
1731068798.31,19.8,0.589,0.0,0.82,5267.13,5390.19,0.0,9205.1,6794.9,0.0,4181.006805184607
1731068798.81,19.8,0.335,0.0,1.65,5267.26,5390.38,0.0,9205.2,6794.8,0.0,4180.881124834812
1731068799.31,19.8,0.29,0.0,7.17,5267.39,5390.57,0.0,9205.3,6794.7,0.0,4180.755461038112
1731068799.81,20.5,0.551,0.0,0.961,5267.52,5390.76,0.0,9205.4,6794.6,0.0,4180.629813796002
1731068800.31,19.8,0.363,0.0,0.868,5267.65,5390.95,0.0,9205.5,6794.5,0.0,4180.504183109975
1731068800.81,19.8,0.32,0.0,1.03,5267.78,5391.14,0.0,9205.6,6794.4,0.0,4180.378568981523
1731068801.31,19.8,0.36,0.0,1.35,5267.91,5391.33,0.0,9205.7,6794.3,0.0,4180.252971412138
1731068801.81,20.5,0.384,0.0,0.769,5268.04,5391.52,0.0,9205.8,6794.2,0.0,4180.1273904033105
1731068802.31,19.8,0.443,0.0,1.0,5268.17,5391.71,0.0,9205.9,6794.1,0.0,4180.001825956539
1731068802.81,19.8,0.441,0.0,1.35,5268.3,5391.9,0.0,9206.0,6794.0,0.0,4179.876278073311
1731068803.31,19.8,0.48,0.0,0.778,5268.43,5392.09,0.0,9206.1,6793.9,0.0,4179.750746755122
1731068803.81,19.8,0.424,0.0,1.05,5268.56,5392.28,0.0,9206.2,6793.8,0.0,4179.625232003463
1731068804.31,20.5,0.621,0.0,5.69,5268.69,5392.47,0.0,9206.3,6793.7,0.0,4179.499733819826
1731068804.81,19.9,0.663,0.0,0.778,5268.82,5392.66,0.0,9206.4,6793.6,0.0,4179.3742522057055
1731068805.31,19.8,0.522,0.0,0.809,5268.95,5392.85,0.0,9206.5,6793.5,0.0,4179.248787162593
1731068805.81,20.5,0.574,0.0,0.965,5269.08,5393.04,0.0,9206.6,6793.4,0.0,4179.12333869198
1731068806.31,19.8,0.566,0.0,1.54,5269.21,5393.23,0.0,9206.7,6793.3,0.0,4178.997906795361
1731068806.81,19.8,0.554,0.0,0.845,5269.34,5393.42,0.0,9206.8,6793.2,0.0,4178.872491474224
1731068807.31,18.6,0.442,0.065,0.745,5269.47,5393.61,0.0,9206.9,6793.1,0.0,4178.747092730068
1731068807.81,20.5,0.637,0.0,1.03,5269.6,5393.8,0.0,9207.0,6793.0,0.0,4178.621710564382
1731068808.31,19.8,0.467,0.0,1.5,5269.73,5393.99,0.0,9207.1,6792.9,0.0,4178.496344978658
1731068808.81,19.8,0.604,0.0,0.937,5269.86,5394.18,0.0,9207.2,6792.8,0.0,4178.370995974389
1731068809.31,19.8,0.45,0.0,0.888,5269.99,5394.37,0.0,9207.3,6792.7,0.0,4178.245663553065
1731068809.81,19.8,0.622,0.0,0.954,5270.12,5394.56,0.0,9207.4,6792.6,0.0,4178.120347716183
1731068810.31,20.5,0.616,0.0,1.02,5270.25,5394.75,0.0,9207.5,6792.5,0.0,4177.995048465233
1731068810.81,19.8,0.589,0.0,1.3,5270.38,5394.94,0.0,9207.6,6792.4,0.0,4177.869765801706
1731068811.31,19.8,0.455,0.0,7.37,5270.51,5395.13,0.0,9207.7,6792.3,0.0,4177.744499727096
1731068811.81,20.5,0.666,0.0,0.88,5270.64,5395.32,0.0,9207.8,6792.2,0.0,4177.619250242893
1731068812.31,19.8,0.539,0.0,1.07,5270.77,5395.51,0.0,9207.9,6792.1,0.0,4177.494017350593
1731068812.81,19.8,0.525,0.0,1.4,5270.9,5395.7,0.0,9208.0,6792.0,0.0,4177.368801051686
1731068813.31,19.8,0.592,0.0,0.896,5271.03,5395.89,0.0,9208.1,6791.9,0.0,4177.2436013476645
1731068813.81,20.5,0.64,0.0,1.03,5271.16,5396.08,0.0,9208.2,6791.8,0.0,4177.11841824002
1731068814.31,19.8,0.688,0.0,1.47,5271.29,5396.27,0.0,9208.3,6791.7,0.0,4176.993251730243
1731068814.81,19.8,0.64,0.0,0.862,5271.42,5396.46,0.0,9208.4,6791.6,0.0,4176.868101819831
1731068815.31,19.8,0.612,0.0,1.1,5271.55,5396.65,0.0,9208.5,6791.5,0.0,4176.7429685102725
1731068815.81,20.5,0.715,0.0,0.79,5271.68,5396.84,0.0,9208.6,6791.4,0.0,4176.617851803059
