Time,Bitrate,Jitter,Datagrams,Delay,C1_X,C1_Y,C1_Z,S1_X,S1_Y,S1_Z,Distance
1731071797.73,39.7,0.994,0.0,1.61,6045.57,6527.91,0.0,11707.0995039,11706.9644558,0.0,7673.03860147152
1731071798.23,40.3,1.127,0.0,3.07,6045.7,6528.1,0.0,11706.6987437,11707.1844391,0.0,7672.667228773886
1731071798.73,39.7,0.997,0.0,3.16,6045.83,6528.29,0.0,11706.7219807,11707.299369,0.0,7672.53778494074
1731071799.23,40.3,1.066,0.0,3.45,6045.96,6528.48,0.0,11707.4421906,11707.0231094,0.0,7672.6585568755245
1731071799.73,39.7,1.248,0.0,1.57,6046.09,6528.67,0.0,11707.2398745,11706.955867,0.0,7672.239726567679
1731071800.23,40.3,1.283,0.0,2.69,6046.22,6528.86,0.0,11707.5805643,11707.2051506,0.0,7672.435202577716
1731071800.73,39.1,0.725,0.0,3.1,6046.35,6529.05,0.0,11707.6218739,11707.749906,0.0,7672.609200696697
1731071801.23,40.9,0.843,0.0,1.53,6046.48,6529.24,0.0,11707.7929222,11707.6588628,0.0,7672.449799227856
1731071801.73,39.7,0.852,0.0,1.92,6046.61,6529.43,0.0,11708.2441089,11707.6381382,0.0,7672.544578272623
1731071802.23,39.0,0.825,0.032,1.91,6046.74,6529.62,0.0,11707.7578251,11707.7766954,0.0,7672.055107871409
1731071802.73,39.7,0.749,0.0,4.0,6046.87,6529.81,0.0,11708.2996702,11708.542481,0.0,7672.74761870774
1731071803.23,40.3,0.869,0.0,2.23,6047.0,6530.0,0.0,11708.1880314,11708.0650592,0.0,7672.118852323296
1731071803.73,39.7,0.978,0.0,2.02,6047.13,6530.19,0.0,11708.1993847,11708.5113723,0.0,7672.204299496109
1731071804.23,40.3,1.033,0.0,2.025,6047.26,6530.38,0.0,11708.9492058,11708.5923383,0.0,7672.588069458348
1731071804.73,39.7,1.189,0.0,2.03,6047.39,6530.57,0.0,11708.8778573,11708.6046573,0.0,7672.319575627392
1731071805.23,39.7,0.434,0.0,1.9,6047.52,6530.76,0.0,11708.6747563,11708.6912264,0.0,7672.003972894327
1731071805.73,39.7,0.591,0.016,1.57,6047.65,6530.95,0.0,11709.0152797,11709.3150709,0.0,7672.452126778624
1731071806.23,40.3,0.609,0.0,2.46,6047.78,6531.14,0.0,11709.0763419,11709.1823675,0.0,7672.183459122659
1731071806.73,39.7,0.591,0.0,2.81,6047.91,6531.33,0.0,11709.5356392,11709.440544,0.0,7672.472462272561
1731071807.23,40.4,0.629,0.0,1.55,6048.04,6531.52,0.0,11709.4797169,11709.6563075,0.0,7672.352656593835
1731071807.73,39.6,0.721,0.0,2.05,6048.17,6531.71,0.0,11709.6213673,11709.4001427,0.0,7672.06014041312
1731071808.23,40.3,0.782,0.0,2.17,6048.3,6531.9,0.0,11710.1013195,11710.1886291,0.0,7672.722287933943
1731071808.73,39.7,0.851,0.0,7.96,6048.43,6532.09,0.0,11710.1646616,11709.7358028,0.0,7672.23927140019
1731071809.23,39.7,0.728,0.0,2.04,6048.56,6532.28,0.0,11710.0359413,11710.3901387,0.0,7672.3617252073345
1731071809.73,40.4,0.632,0.0,1.85,6048.69,6532.47,0.0,11709.9624878,11710.0814112,0.0,7671.875005923236
1731071810.23,40.3,0.664,0.0,2.33,6048.82,6532.66,0.0,11710.5577206,11710.7177001,0.0,7672.519505509894
1731071810.73,39.7,0.669,0.0,2.34,6048.95,6532.85,0.0,11710.442262,11710.4652816,0.0,7672.039796360791
1731071811.23,40.3,0.784,0.0,1.85,6049.08,6533.04,0.0,11710.8813004,11710.8298047,0.0,7672.385628138513
1731071811.73,39.7,0.974,0.0,1.66,6049.21,6533.23,0.0,11710.5837891,11711.1536455,0.0,7672.160481802795
1731071812.23,40.4,0.862,0.0,1.9,6049.34,6533.42,0.0,11711.295372,11711.1374455,0.0,7672.45049380931
1731071812.73,39.7,1.047,0.0,1.86,6049.47,6533.61,0.0,11711.1824864,11711.1431725,0.0,7672.146898423907
1731071813.23,39.7,1.059,0.016,6.69,6049.6,6533.8,0.0,11711.2524916,11711.5840636,0.0,7672.271941537957
1731071813.73,39.7,0.776,0.0,1.91,6049.73,6533.99,0.0,11711.1825165,11711.3141873,0.0,7671.8140186650635
1731071814.23,40.3,0.723,0.0,2.15,6049.86,6534.18,0.0,11711.429222,11711.7420689,0.0,7672.060677080815
1731071814.73,39.7,0.743,0.0,2.78,6049.99,6534.37,0.0,11711.8954705,11711.8499423,0.0,7672.253391917959
1731071815.23,40.3,1.012,0.0,1.59,6050.12,6534.56,0.0,11711.6152172,11712.1312804,0.0,7672.012282185253
1731071815.73,39.7,0.808,0.0,2.14,6050.25,6534.75,0.0,11712.090156,11712.2503873,0.0,7672.218988831442
1731071816.23,40.3,0.909,0.0,4.7,6050.38,6534.94,0.0,11712.5191118,11712.0318811,0.0,7672.163949416542
1731071816.73,39.0,1.052,0.016,1.82,6050.51,6535.13,0.0,11712.7046034,11712.5343527,0.0,7672.415757643024
1731071817.23,40.4,1.092,0.0,1.81,6050.64,6535.32,0.0,11712.946312,11712.4867708,0.0,7672.337879915792
1731071817.73,39.7,1.0,0.0,5.56,6050.77,6535.51,0.0,11712.7812565,11712.9721789,0.0,7672.319472146128
1731071818.23,40.3,0.733,0.0,1.68,6050.9,6535.7,0.0,11713.1548729,11712.7353409,0.0,7672.211230578014
1731071818.73,39.7,1.029,0.0,1.95,6051.03,6535.89,0.0,11712.8669815,11713.0925866,0.0,7672.015682190617
1731071819.23,40.3,1.109,0.0,2.39,6051.16,6536.08,0.0,11713.3478378,11713.4541794,0.0,7672.390403521452
1731071819.73,39.7,0.907,0.0,1.9,6051.29,6536.27,0.0,11713.5154037,11713.1567924,0.0,7672.089245025189
1731071820.23,40.3,1.032,0.0,4.63,6051.42,6536.46,0.0,11713.1850991,11713.5886132,0.0,7671.912715548905
1731071820.73,39.7,1.298,0.0,2.52,6051.55,6536.65,0.0,11713.661784,11713.97179,0.0,7672.298923511809
1731071821.23,40.3,1.302,0.0,1.78,6051.68,6536.84,0.0,11713.9892534,11713.7223503,0.0,7672.148131389728
1731071821.73,39.0,1.319,0.016,1.5,6051.81,6537.03,0.0,11713.7005407,11713.6734557,0.0,7671.677910490623
1731071822.23,39.7,0.597,0.0,1.68,6051.94,6537.22,0.0,11713.7684427,11714.3915068,0.0,7671.988407537417
1731071822.73,40.3,0.786,0.0,7.25,6052.07,6537.41,0.0,11714.0137414,11714.3123253,0.0,7671.891853804717
1731071823.23,40.3,0.89,0.0,1.98,6052.2,6537.6,0.0,11714.5405274,11714.5951577,0.0,7672.247331198712
1731071823.73,39.0,0.753,0.016,1.74,6052.33,6537.79,0.0,11714.4781053,11714.7159293,0.0,7672.058605342575
1731071824.23,40.3,0.832,0.0,1.69,6052.46,6537.98,0.0,11714.5264818,11714.4018378,0.0,7671.65822278181
1731071824.73,39.7,0.973,0.0,1.54,6052.59,6538.17,0.0,11714.5920454,11714.7326028,0.0,7671.705647561128
1731071825.23,39.5,0.923,0.016,2.76,6052.72,6538.36,0.0,11715.315759,11714.7915979,0.0,7672.05544932923
1731071825.73,39.8,1.099,0.0,1.78,6052.85,6538.55,0.0,11714.8827558,11715.4172604,0.0,7671.93388654735
1731071826.23,39.7,0.785,0.0,1.85,6052.98,6538.74,0.0,11715.0509432,11715.1316992,0.0,7671.641179654873
1731071826.73,40.3,0.454,0.0,2.07,6053.11,6538.93,0.0,11715.4675097,11715.7799859,0.0,7672.161908104445
1731071827.23,40.3,0.563,0.0,6.18,6053.24,6539.12,0.0,11715.2527949,11715.8895021,0.0,7671.853189906856
1731071827.73,39.7,0.707,0.0,1.39,6053.37,6539.31,0.0,11715.8116352,11715.3816298,0.0,7671.6988202657485
1731071828.23,40.3,0.696,0.0,2.85,6053.5,6539.5,0.0,11716.005029,11715.7572473,0.0,7671.8708470409
1731071828.73,39.7,1.201,0.0,3.12,6053.63,6539.69,0.0,11715.9433398,11715.7461396,0.0,7671.593675265126
1731071829.23,40.3,0.601,0.0,1.83,6053.76,6539.88,0.0,11716.2208912,11715.9529244,0.0,7671.7139064928815
1731071829.73,39.0,0.987,0.016,2.07,6053.89,6540.07,0.0,11716.4156539,11716.2234357,0.0,7671.816028228553
1731071830.23,40.3,0.719,0.0,2.62,6054.02,6540.26,0.0,11716.8408163,11716.259524,0.0,7671.930048558108
1731071830.73,39.7,0.661,0.0,2.0,6054.15,6540.45,0.0,11716.7806788,11716.7224358,0.0,7671.973835598621
1731071831.23,39.7,0.688,0.0,1.97,6054.28,6540.64,0.0,11716.829903,11716.4375182,0.0,7671.593794862355
1731071831.73,39.7,0.7,0.016,5.6,6054.41,6540.83,0.0,11717.2611689,11717.2191689,0.0,7672.21533776375
1731071832.23,40.3,0.725,0.0,1.76,6054.54,6541.02,0.0,11717.0460266,11716.9620745,0.0,7671.65893792605
1731071832.73,39.7,1.142,0.0,1.81,6054.67,6541.21,0.0,11716.9720519,11717.51236,0.0,7671.75147206246
1731071833.23,40.3,0.939,0.0,1.8,6054.8,6541.4,0.0,11717.6215363,11717.5267683,0.0,7672.0164281298885
1731071833.73,39.7,1.026,0.0,1.75,6054.93,6541.59,0.0,11717.477816,11717.776342,0.0,7671.854587750846
1731071834.23,40.3,0.935,0.0,2.06,6055.06,6541.78,0.0,11717.6237095,11717.6224611,0.0,7671.6343073866665
1731071834.73,39.0,0.646,0.0,2.15,6055.19,6541.97,0.0,11717.7054547,11717.9280876,0.0,7671.676700650791
1731071835.23,41.0,0.628,0.0,2.43,6055.32,6542.16,0.0,11718.0704473,11718.3157354,0.0,7671.983500080711
1731071835.73,39.7,0.697,0.0,1.53,6055.45,6542.35,0.0,11718.2148184,11718.0568242,0.0,7671.691242391032
1731071836.23,40.4,0.702,0.0,2.34,6055.58,6542.54,0.0,11718.5310426,11717.902563,0.0,7671.596455066335
1731071836.73,39.6,1.038,0.0,9.0,6055.71,6542.73,0.0,11718.6693219,11718.3217422,0.0,7671.757175733794
1731071837.23,40.3,0.775,0.0,1.62,6055.84,6542.92,0.0,11718.5492141,11718.9231194,0.0,7671.850098606696
1731071837.73,39.7,0.903,0.0,2.9,6055.97,6543.11,0.0,11718.4638075,11718.3681982,0.0,7671.188534902018
1731071838.23,40.3,1.028,0.0,2.15,6056.1,6543.3,0.0,11718.7851552,11718.8283487,0.0,7671.5120318695845
1731071838.73,39.7,0.984,0.0,1.88,6056.23,6543.49,0.0,11719.2738138,11718.7829885,0.0,7671.618001037051
1731071839.23,39.0,0.791,0.016,1.95,6056.36,6543.68,0.0,11719.0787632,11719.4799306,0.0,7671.72006219572
1731071839.73,40.3,0.675,0.0,1.71,6056.49,6543.87,0.0,11719.6706357,11719.0067107,0.0,7671.613577794587
1731071840.23,40.3,0.917,0.0,2.87,6056.62,6544.06,0.0,11719.4257652,11719.518247,0.0,7671.55376705545
1731071840.73,39.7,0.948,0.0,2.18,6056.75,6544.25,0.0,11719.6359071,11719.3535845,0.0,7671.3736649401035
1731071841.23,40.3,0.973,0.0,8.77,6056.88,6544.44,0.0,11719.9761633,11719.7211352,0.0,7671.648648311533
1731071841.73,39.7,1.05,0.0,2.34,6057.01,6544.63,0.0,11719.996584,11719.8394722,0.0,7671.519414803862
1731071842.23,40.3,1.216,0.0,1.75,6057.14,6544.82,0.0,11720.2097861,11720.4046151,0.0,7671.833907893113
1731071842.73,39.7,1.228,0.0,2.23,6057.27,6545.01,0.0,11719.875969,11720.0010853,0.0,7671.09112793538
1731071843.23,40.3,1.385,0.0,2.85,6057.4,6545.2,0.0,11720.0114484,11720.2834551,0.0,7671.157486507529
1731071843.73,39.7,0.694,0.0,1.56,6057.53,6545.39,0.0,11720.8568626,11720.3109047,0.0,7671.575947779427
1731071844.23,40.3,0.711,0.0,2.15,6057.66,6545.58,0.0,11720.4655616,11720.7153508,0.0,7671.3357850890425
1731071844.73,39.7,0.661,0.0,2.61,6057.79,6545.77,0.0,11721.1555644,11720.8121099,0.0,7671.686278470332
1731071845.23,40.3,0.766,0.0,1.84,6057.92,6545.96,0.0,11721.3056158,11721.3457645,0.0,7671.932901468807
1731071845.73,39.7,0.882,0.0,1.83,6058.05,6546.15,0.0,11721.2401898,11721.3883215,0.0,7671.68917580536
1731071846.23,40.3,0.922,0.0,1.89,6058.18,6546.34,0.0,11721.4752917,11721.2017214,0.0,7671.512718923326
1731071846.73,39.7,1.104,0.0,1.72,6058.31,6546.53,0.0,11721.1713263,11721.7149811,0.0,7671.410430260345
1731071847.23,40.3,0.959,0.0,1.64,6058.44,6546.72,0.0,11721.705794,11721.8439914,0.0,7671.66786167482
1731071847.73,39.7,0.872,0.0,1.66,6058.57,6546.91,0.0,11721.7475448,11721.9082916,0.0,7671.517921636492
1731071848.23,39.7,0.653,0.0,1.92,6058.7,6547.1,0.0,11721.8878664,11721.7141444,0.0,7671.2664113277115
1731071848.73,40.3,0.594,0.0,2.1,6058.83,6547.29,0.0,11721.7490733,11722.1535296,0.0,7671.236209420819
1731071849.23,40.3,0.718,0.0,2.02,6058.96,6547.48,0.0,11722.4012416,11721.8389594,0.0,7671.2813361119015
1731071849.73,39.7,0.651,0.0,1.87,6059.09,6547.67,0.0,11722.5152121,11722.5332997,0.0,7671.609694427363
1731071850.23,40.3,0.719,0.0,1.75,6059.22,6547.86,0.0,11722.3802967,11722.265082,0.0,7671.1050376557
1731071850.73,39.7,0.678,0.0,10.1,6059.35,6548.05,0.0,11722.3438838,11722.6127022,0.0,7671.088507308175
1731071851.23,40.3,1.365,0.0,2.0,6059.48,6548.24,0.0,11722.9793086,11722.8265461,0.0,7671.477715642001
1731071851.73,39.7,0.709,0.0,1.68,6059.61,6548.43,0.0,11722.6531653,11723.0104012,0.0,7671.136827128961
1731071852.23,40.3,0.793,0.0,2.16,6059.74,6548.62,0.0,11723.1126884,11722.8724165,0.0,7671.158861434897
1731071852.73,39.7,0.88,0.0,2.76,6059.87,6548.81,0.0,11723.3335683,11723.1094958,0.0,7671.2577105516075
1731071853.23,40.3,0.657,0.0,1.5,6060.0,6549.0,0.0,11723.721106,11723.7316566,0.0,7671.739338922306
1731071853.73,39.7,0.902,0.0,2.11,6060.13,6549.19,0.0,11723.2420525,11723.2019218,0.0,7670.804226813464
1731071854.23,40.3,0.856,0.0,2.28,6060.26,6549.38,0.0,11723.8880042,11723.7785699,0.0,7671.445934772768
1731071854.73,39.7,0.921,0.0,1.79,6060.39,6549.57,0.0,11723.6143056,11724.0641332,0.0,7671.212359859413
1731071855.23,39.0,0.966,0.032,5.82,6060.52,6549.76,0.0,11723.7040977,11724.2395,0.0,7671.172806055304
1731071855.73,39.7,1.171,0.0,1.76,6060.65,6549.95,0.0,11723.7681929,11724.3612409,0.0,7671.078109151753
1731071856.23,39.7,0.605,0.0,1.85,6060.78,6550.14,0.0,11723.9080137,11724.0421366,0.0,7670.741960114924
1731071856.73,40.3,0.667,0.0,1.7,6060.91,6550.33,0.0,11724.2793832,11724.2408984,0.0,7670.926068940402
1731071857.23,40.3,0.69,0.0,1.905,6061.04,6550.52,0.0,11724.2687297,11724.3323354,0.0,7670.755746785102
1731071857.73,39.7,1.317,0.0,2.11,6061.17,6550.71,0.0,11724.9752039,11724.5833437,0.0,7671.222507812829
1731071858.23,40.3,0.857,0.0,2.2,6061.3,6550.9,0.0,11725.1277285,11724.6823921,0.0,7671.177796070787
1731071858.73,39.6,0.917,0.0,1.47,6061.43,6551.09,0.0,11724.8072149,11725.0329773,0.0,7670.953487709364
1731071859.23,40.4,0.925,0.0,2.24,6061.56,6551.28,0.0,11725.4817977,11725.4714565,0.0,7671.523144655094
1731071859.73,39.7,1.075,0.0,2.82,6061.69,6551.47,0.0,11725.2937975,11725.0608729,0.0,7670.8832930250355
1731071860.23,39.7,0.961,0.0,3.34,6061.82,6551.66,0.0,11725.7964615,11725.2645291,0.0,7671.167654272073
1731071860.73,40.3,0.696,0.0,2.34,6061.95,6551.85,0.0,11725.7761756,11725.7892344,0.0,7671.282431815124
1731071861.23,40.3,1.001,0.0,2.33,6062.08,6552.04,0.0,11726.069868,11726.1392172,0.0,7671.511189735456
1731071861.73,39.7,0.854,0.0,2.46,6062.21,6552.23,0.0,11726.1511232,11726.2613984,0.0,7671.429459931514
1731071862.23,40.3,0.954,0.0,1.8,6062.34,6552.42,0.0,11726.349172,11726.0098945,0.0,7671.181936114712
1731071862.73,39.7,0.991,0.0,1.79,6062.47,6552.61,0.0,11725.9733774,11726.182457,0.0,7670.796730043772
1731071863.23,40.3,1.047,0.0,2.14,6062.6,6552.8,0.0,11726.6095152,11726.4679072,0.0,7671.234802967991
1731071863.73,39.7,1.255,0.0,2.11,6062.73,6552.99,0.0,11726.388219,11726.6726044,0.0,7670.985341709202
1731071864.23,40.4,1.322,0.0,2.45,6062.86,6553.18,0.0,11726.3548151,11727.0399716,0.0,7670.984325781752
1731071864.73,39.0,0.767,0.0,1.78,6062.99,6553.37,0.0,11726.7575462,11726.8599488,0.0,7670.936127209182
1731071865.23,41.0,0.566,0.0,9.82,6063.12,6553.56,0.0,11726.9672226,11727.2594403,0.0,7671.136243055149
1731071865.73,39.7,0.796,0.0,2.75,6063.25,6553.75,0.0,11727.3613457,11726.83025,0.0,7670.913675008182
1731071866.23,40.3,0.685,0.0,1.61,6063.38,6553.94,0.0,11727.2199296,11727.3493903,0.0,7670.935240749694
1731071866.73,39.7,0.773,0.0,2.56,6063.51,6554.13,0.0,11727.6488938,11727.0779955,0.0,7670.844827814297
1731071867.23,40.3,0.915,0.0,2.94,6063.64,6554.32,0.0,11727.8683267,11727.6767628,0.0,7671.186527011267
1731071867.73,39.7,1.002,0.0,1.58,6063.77,6554.51,0.0,11727.5066498,11727.8205347,0.0,7670.792314143678
1731071868.23,40.3,1.141,0.0,1.78,6063.9,6554.7,0.0,11728.2200312,11728.2120483,0.0,7671.35896238462
1731071868.73,39.7,0.997,0.0,2.17,6064.03,6554.89,0.0,11728.2657038,11728.0204508,0.0,7671.039353907455
1731071869.23,39.7,0.603,0.0,2.16,6064.16,6555.08,0.0,11728.4114108,11728.2728076,0.0,7671.093003565669
1731071869.73,40.3,0.469,0.0,2.21,6064.29,6555.27,0.0,11728.2184868,11728.5473841,0.0,7670.911601395565
1731071870.23,40.3,0.729,0.0,1.79,6064.42,6555.46,0.0,11728.6112706,11728.5592487,0.0,7670.985502974292
1731071870.73,39.0,0.748,0.016,2.33,6064.55,6555.65,0.0,11728.2929193,11728.8506615,0.0,7670.722843387378
1731071871.23,39.7,0.658,0.016,2.21,6064.68,6555.84,0.0,11728.4160083,11728.5986466,0.0,7670.419648734291
1731071871.73,39.7,0.706,0.0,2.12,6064.81,6556.03,0.0,11729.2773375,11728.978585,0.0,7671.087750811996
1731071872.23,40.3,0.871,0.0,2.51,6064.94,6556.22,0.0,11728.7106167,11729.4098391,0.0,7670.735995324164
1731071872.73,39.7,0.708,0.0,1.66,6065.07,6556.41,0.0,11729.4197575,11729.1182995,0.0,7670.838893302772
1731071873.23,39.7,0.801,0.0,2.25,6065.2,6556.6,0.0,11729.2065188,11729.0940185,0.0,7670.440940156385
1731071873.73,40.3,0.735,0.0,2.295,6065.33,6556.79,0.0,11729.3730627,11729.1849261,0.0,7670.401103440748
1731071874.23,40.3,0.687,0.0,2.34,6065.46,6556.98,0.0,11729.6024513,11729.6249414,0.0,7670.643088973034
1731071874.73,39.7,0.746,0.0,2.43,6065.59,6557.17,0.0,11729.8381326,11729.6580223,0.0,7670.61531094472
1731071875.23,40.3,0.834,0.0,6.91,6065.72,6557.36,0.0,11729.8736773,11729.9419151,0.0,7670.6088772985095
1731071875.73,39.7,0.832,0.0,1.76,6065.85,6557.55,0.0,11730.1333001,11730.0150669,0.0,7670.625800551905
1731071876.23,40.3,0.84,0.0,1.7,6065.98,6557.74,0.0,11730.4233143,11730.2539369,0.0,7670.776915563554
1731071876.73,39.7,1.399,0.0,1.77,6066.11,6557.93,0.0,11730.2037273,11730.2660124,0.0,7670.398788642553
1731071877.23,40.3,1.093,0.0,1.67,6066.24,6558.12,0.0,11730.5647018,11730.4056671,0.0,7670.535401750633
1731071877.73,39.7,0.726,0.0,1.92,6066.37,6558.31,0.0,11730.909208,11731.0592202,0.0,7671.0063833925315
1731071878.23,40.3,0.74,0.0,2.33,6066.5,6558.5,0.0,11730.9082964,11730.9886872,0.0,7670.734030556472
1731071878.73,39.7,0.664,0.0,1.67,6066.63,6558.69,0.0,11730.9122513,11730.6812933,0.0,7670.305558474395
1731071879.23,40.3,0.826,0.0,1.61,6066.76,6558.88,0.0,11730.977123,11731.0956875,0.0,7670.408772321556
1731071879.73,39.7,0.744,0.0,7.36,6066.89,6559.07,0.0,11731.6254711,11731.5674783,0.0,7670.981561740218
1731071880.23,40.3,1.064,0.0,1.61,6067.02,6559.26,0.0,11731.1392363,11731.8060221,0.0,7670.559241265673
1731071880.73,39.7,1.015,0.0,1.92,6067.15,6559.45,0.0,11731.9012561,11731.2780585,0.0,7670.541849189952
1731071881.23,40.3,1.064,0.0,1.62,6067.28,6559.64,0.0,11731.9349936,11731.9939932,0.0,7670.825381110522
1731071881.73,39.0,1.014,0.016,2.26,6067.41,6559.83,0.0,11731.6784129,11731.9204192,0.0,7670.362179047162
1731071882.23,40.3,0.883,0.0,2.4,6067.54,6560.02,0.0,11731.8742181,11732.3683645,0.0,7670.584706401746
1731071882.73,39.7,0.995,0.0,1.77,6067.67,6560.21,0.0,11731.9301066,11731.9350376,0.0,7670.1096745587
1731071883.23,40.3,1.053,0.0,2.17,6067.8,6560.4,0.0,11732.3121336,11732.2157336,0.0,7670.356946975424
1731071883.73,39.7,1.385,0.0,2.23,6067.93,6560.59,0.0,11732.4336992,11732.2307145,0.0,7670.232710819441
1731071884.23,39.7,1.117,0.0,4.09,6068.06,6560.78,0.0,11732.46817,11732.7333815,0.0,7670.37298289803
1731071884.73,39.7,1.138,0.016,3.84,6068.19,6560.97,0.0,11732.5850267,11732.869225,0.0,7670.326760448952
1731071885.23,40.3,1.498,0.0,2.62,6068.32,6561.16,0.0,11733.1834944,11733.0890305,0.0,7670.692817908592
1731071885.73,39.7,1.308,0.0,1.66,6068.45,6561.35,0.0,11733.0555423,11732.8769539,0.0,7670.23122107607
1731071886.23,39.7,0.731,0.0,2.14,6068.58,6561.54,0.0,11732.9418393,11733.1098457,0.0,7670.080163562283
1731071886.73,40.3,0.622,0.0,2.09,6068.71,6561.73,0.0,11733.3641555,11733.3303362,0.0,7670.316599646157
1731071887.23,40.3,0.677,0.0,1.85,6068.84,6561.92,0.0,11733.547989,11733.8300088,0.0,7670.565151262718
1731071887.73,39.7,0.731,0.0,2.44,6068.97,6562.11,0.0,11733.8319008,11734.074149,0.0,7670.715319556364
1731071888.23,40.3,0.763,0.0,1.58,6069.1,6562.3,0.0,11733.6345,11733.5705125,0.0,7670.005854961407
1731071888.73,39.7,0.955,0.0,2.18,6069.23,6562.49,0.0,11733.8632482,11734.3332606,0.0,7670.464949977057
1731071889.23,40.3,1.018,0.0,9.96,6069.36,6562.68,0.0,11734.2302085,11734.2059373,0.0,7670.425998555586
1731071889.73,39.7,1.086,0.0,2.16,6069.49,6562.87,0.0,11734.3951888,11734.4913948,0.0,7670.516191837824
1731071890.23,40.3,1.041,0.0,2.68,6069.62,6563.06,0.0,11734.3984435,11734.7393249,0.0,7670.461645399213
1731071890.73,39.7,0.611,0.0,1.55,6069.75,6563.25,0.0,11734.4480802,11734.2677397,0.0,7669.956245254185
1731071891.23,40.3,0.494,0.0,2.22,6069.88,6563.44,0.0,11734.853655,11735.075412,0.0,7670.576206941463
1731071891.73,39.7,0.556,0.0,1.86,6070.01,6563.63,0.0,11735.0027812,11735.2388328,0.0,7670.572412183011
