Time,Bitrate,Jitter,Datagrams,Delay,C1_X,C1_Y,C1_Z,F2_X,F2_Y,F2_Z,Distance
1731069778.8,19.8,1.273,0.0,1.9,5521.54,5762.02,0.0,6900.8,10101.2,0.0,4553.113354617915
1731069779.3,19.8,1.136,0.0,2.67,5521.67,5762.21,0.0,6900.9,10101.35,0.0,4553.06614629087
1731069779.8,20.5,1.675,0.0,1.77,5521.8,5762.4,0.0,6901.0,10101.5,0.0,4553.01893802343
1731069780.3,19.2,0.697,0.0,1.72,5521.93,5762.59,0.0,6901.1,10101.65,0.0,4552.971729815594
1731069780.8,20.5,0.483,0.0,3.3,5522.06,5762.78,0.0,6901.2,10101.8,0.0,4552.9245216673635
1731069781.3,19.8,0.45,0.0,7.86,5522.19,5762.97,0.0,6901.3,10101.95,0.0,4552.877313578745
1731069781.8,20.5,0.412,0.0,2.17,5522.32,5763.16,0.0,6901.4,10102.1,0.0,4552.830105549734
1731069782.3,19.8,0.771,0.0,1.66,5522.45,5763.35,0.0,6901.5,10102.25,0.0,4552.782897580336
1731069782.8,19.8,0.668,0.0,1.81,5522.58,5763.54,0.0,6901.6,10102.4,0.0,4552.735689670552
1731069783.3,19.8,0.614,0.0,1.87,5522.71,5763.73,0.0,6901.7,10102.55,0.0,4552.688481820384
1731069783.8,20.5,0.617,0.0,1.55,5522.84,5763.92,0.0,6901.8,10102.7,0.0,4552.641274029836
1731069784.3,19.8,0.812,0.0,1.6,5522.97,5764.11,0.0,6901.9,10102.85,0.0,4552.594066298906
1731069784.8,19.8,0.602,0.0,1.94,5523.1,5764.3,0.0,6902.0,10103.0,0.0,4552.5468586275965
1731069785.3,19.8,0.65,0.0,1.51,5523.23,5764.49,0.0,6902.1,10103.15,0.0,4552.499651015912
1731069785.8,19.2,0.763,0.032,3.61,5523.36,5764.68,0.0,6902.2,10103.3,0.0,4552.4524434638515
1731069786.3,20.5,0.641,0.0,1.76,5523.49,5764.87,0.0,6902.3,10103.45,0.0,4552.405235971421
1731069786.8,19.8,0.562,0.0,1.63,5523.62,5765.06,0.0,6902.4,10103.6,0.0,4552.358028538616
1731069787.3,19.8,0.804,0.0,3.8,5523.75,5765.25,0.0,6902.5,10103.75,0.0,4552.310821165444
1731069787.8,20.5,0.642,0.0,1.76,5523.88,5765.44,0.0,6902.6,10103.9,0.0,4552.263613851904
1731069788.3,19.9,0.621,0.0,1.82,5524.01,5765.63,0.0,6902.7,10104.05,0.0,4552.216406597998
1731069788.8,19.8,0.658,0.0,3.3,5524.14,5765.82,0.0,6902.8,10104.2,0.0,4552.169199403731
1731069789.3,19.8,0.633,0.0,1.62,5524.27,5766.01,0.0,6902.9,10104.35,0.0,4552.1219922691
1731069789.8,20.5,0.796,0.0,2.4,5524.4,5766.2,0.0,6903.0,10104.5,0.0,4552.07478519411
1731069790.3,19.8,0.981,0.0,3.92,5524.53,5766.39,0.0,6903.1,10104.65,0.0,4552.027578178761
1731069790.8,19.8,0.764,0.0,8.96,5524.66,5766.58,0.0,6903.2,10104.8,0.0,4551.980371223056
1731069791.3,19.8,0.921,0.0,2.01,5524.79,5766.77,0.0,6903.3,10104.95,0.0,4551.933164326999
1731069791.8,20.5,0.918,0.0,1.76,5524.92,5766.96,0.0,6903.4,10105.1,0.0,4551.885957490587
