Time,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance
1731069935.3,19.8,0.508,0.0,0.832,3941.195466479683,19.8,0.781,0.0,1.06,4066.299117010455,39.7,1.158,0.0,2.03,7719.745015446978,19.8,0.638,0.0,1.62,4538.340067965379
1731069935.8,20.5,0.623,0.0,1.48,3941.111097139994,20.5,0.642,0.0,8.71,4066.205403813241,39.7,0.87,0.0,1.88,7719.569267112181,20.5,0.854,0.0,1.81,4538.2928783849975
1731069936.3,19.8,0.684,0.0,0.834,3941.026747562112,19.8,0.897,0.0,0.958,4066.1116906696,40.3,0.841,0.0,3.48,7719.852899526057,19.8,0.845,0.0,9.58,4538.245688864808
1731069936.8,19.8,0.598,0.0,1.17,3940.942417747308,19.8,0.584,0.0,1.08,4066.0179775795377,40.3,0.799,0.0,1.88,7720.001998984236,19.8,0.712,0.0,2.1,4538.198499404802
1731069937.3,19.8,0.725,0.0,0.935,3940.8581076968494,19.8,0.534,0.0,2.57,4065.924264543057,39.7,0.824,0.0,1.98,7719.667135722908,19.8,0.943,0.0,1.67,4538.15131000499
1731069937.8,20.5,0.602,0.0,0.905,3940.773817412007,20.5,0.535,0.0,1.11,4065.8305515601614,40.3,0.719,0.0,3.17,7719.570393050097,20.5,0.633,0.0,1.5,4538.104120665369
1731069938.3,19.8,0.58,0.0,0.725,3940.689546894047,19.9,0.464,0.0,1.3,4065.736838630853,39.7,0.944,0.0,4.03,7719.670333281408,19.8,0.761,0.0,2.99,4538.056931385942
1731069938.8,19.8,0.741,0.0,1.13,3940.605296144234,19.8,0.571,0.0,0.98,4065.6431257551367,40.3,0.888,0.0,1.81,7719.596658256529,19.8,0.91,0.0,1.88,4538.009742166714
1731069939.3,19.2,0.685,0.032,0.951,3940.521065163844,19.8,0.586,0.0,1.12,4065.549412933016,39.7,1.028,0.0,1.61,7719.886309125497,19.8,0.718,0.0,1.82,4537.962553007682
1731069939.8,20.5,0.718,0.0,0.895,3940.43685395414,20.5,0.61,0.0,1.36,4065.455700164497,39.7,0.956,0.0,1.7,7720.062042527288,20.5,0.897,0.0,3.62,4537.915363908851
1731069940.3,19.8,0.713,0.0,0.741,3940.35266251639,19.8,0.657,0.0,4.47,4065.36198744958,40.3,0.818,0.0,1.69,7719.94140424984,19.8,0.899,0.0,1.69,4537.868174870221
1731069940.8,19.8,0.802,0.0,0.959,3940.2684908518618,19.8,0.726,0.0,1.45,4065.268274788271,40.3,0.645,0.0,1.4,7719.883285789036,19.8,1.256,0.0,4.48,4537.820985891796
1731069941.3,19.8,0.704,0.0,1.05,3940.18433896182,19.8,0.85,0.0,1.33,4065.1745621805694,39.6,0.665,0.0,2.55,7719.701924793994,19.8,1.126,0.0,3.07,4537.773796973578
1731069941.8,20.5,0.746,0.0,1.83,3940.100206847536,20.5,0.764,0.0,0.969,4065.0808496264863,40.3,0.596,0.0,1.99,7719.3377629693505,20.5,0.858,0.0,1.65,4537.726608115566
1731069942.3,19.8,0.911,0.0,0.849,3940.016094510275,19.8,0.721,0.0,2.33,4064.987137126021,39.7,0.799,0.0,1.8,7719.635480056871,19.8,1.014,0.0,1.71,4537.679419317765
1731069942.8,19.8,0.748,0.0,1.2,3939.9320019513034,19.8,0.831,0.0,1.09,4064.893424679176,40.3,0.89,0.0,3.58,7719.162021003139,19.8,0.655,0.0,3.12,4537.632230580173
1731069943.3,19.8,0.544,0.0,1.01,3939.847929171887,19.8,0.847,0.0,1.12,4064.799712285958,39.7,0.734,0.0,8.96,7719.399519392569,19.8,0.603,0.0,1.73,4537.585041902796
1731069943.8,20.5,0.649,0.0,1.96,3939.763876173292,20.5,0.8,0.0,1.1,4064.705999946367,40.3,0.915,0.0,1.97,7719.378857270472,19.8,0.795,0.0,1.77,4537.537853285635
1731069944.3,19.8,0.629,0.0,0.866,3939.679842956785,19.8,0.819,0.0,0.984,4064.612287660411,39.7,0.501,0.0,1.93,7719.259764509192,20.5,0.795,0.0,1.96,4537.490664728689
1731069944.8,19.8,0.723,0.0,0.911,3939.595829523633,19.8,0.944,0.0,2.17,4064.518575428091,39.6,0.665,0.0,1.59,7719.062997621547,19.8,0.782,0.0,2.0,4537.443476231963
1731069945.3,19.8,0.712,0.0,1.08,3939.5118358751,19.8,0.678,0.0,0.934,4064.424863249412,39.7,0.766,0.016,1.9,7719.562316623634,19.8,0.73,0.0,4.58,4537.396287795457
1731069945.8,20.5,0.823,0.0,0.883,3939.427862012453,19.8,0.882,0.0,1.84,4064.331151124378,40.3,0.7,0.0,1.6,7719.166015234651,19.8,0.977,0.0,1.67,4537.349099419175
1731069946.3,19.8,0.7,0.0,0.841,3939.3439079369537,20.5,0.486,0.0,1.52,4064.237439052989,39.7,0.848,0.0,1.99,7719.627012553268,20.5,0.804,0.0,3.01,4537.301911103118
1731069946.8,19.8,0.712,0.0,0.976,3939.259973649873,19.8,0.409,0.0,1.11,4064.143727035253,40.3,0.719,0.0,1.58,7719.501178278601,19.9,1.117,0.0,1.78,4537.254722847286
1731069947.3,19.8,0.707,0.0,1.11,3939.176059152472,19.8,0.501,0.0,2.75,4064.050015071172,39.7,1.17,0.0,1.58,7719.544656497775,19.8,1.001,0.0,1.85,4537.207534651682
1731069947.8,20.5,0.93,0.0,0.983,3939.092164446017,20.5,0.435,0.0,1.0,4063.956303160752,40.4,0.958,0.0,9.58,7719.405415706153,20.5,1.066,0.0,2.99,4537.16034651631
1731069948.3,19.8,0.911,0.0,0.759,3939.008289531771,19.8,0.911,0.0,1.28,4063.8625913039928,39.6,0.988,0.0,2.37,7719.649342702414,19.8,1.434,0.0,1.66,4537.113158441168
1731069948.8,19.8,0.866,0.0,0.821,3938.9244344109975,19.8,0.83,0.0,0.807,4063.7688795008994,39.7,0.94,0.0,1.83,7719.11028032142,19.8,1.159,0.0,1.79,4537.065970426263
1731069949.3,19.8,0.823,0.0,0.78,3938.840599084964,19.8,0.482,0.0,1.73,4063.6751677514767,40.3,0.788,0.0,2.86,7719.580621187621,19.8,1.001,0.0,3.48,4537.018782471591
1731069949.8,19.8,0.799,0.0,0.857,3938.756783554933,19.8,0.434,0.0,6.46,4063.581456055729,40.4,0.955,0.0,2.24,7719.543813202153,20.5,1.363,0.0,2.02,4536.971594577158
1731069950.3,20.5,0.927,0.0,0.806,3938.672987822168,20.5,0.55,0.0,2.94,4063.487744413659,39.6,1.145,0.0,1.82,7719.66183415519,19.8,1.369,0.0,10.1,4536.9244067429645
1731069950.8,19.8,0.962,0.0,1.13,3938.589211887933,19.8,0.441,0.0,1.15,4063.394032825269,40.3,1.054,0.0,3.06,7719.492840107654,19.8,0.766,0.0,2.54,4536.877218969012
1731069951.3,19.8,0.774,0.0,0.877,3938.505455753488,19.8,0.376,0.0,1.72,4063.3003212905633,39.6,1.425,0.0,1.85,7719.081308859132,19.8,0.963,0.0,1.65,4536.830031255305
1731069951.8,19.8,0.535,0.0,0.882,3938.421719420102,19.8,0.538,0.0,2.06,4063.206609809547,40.4,1.229,0.0,2.09,7719.579645145459,20.5,0.902,0.0,1.71,4536.78284360184
1731069952.3,20.5,0.381,0.0,0.773,3938.338002889037,20.5,0.492,0.0,1.21,4063.112898382225,39.7,1.428,0.0,5.68,7719.433550903861,19.8,0.689,0.0,2.19,4536.735656008625
1731069952.8,19.8,0.422,0.0,0.739,3938.254306161552,19.8,0.54,0.0,0.937,4063.019187008597,39.6,0.866,0.0,1.67,7719.466481460086,19.8,0.671,0.0,1.48,4536.688468475656
1731069953.3,19.8,0.406,0.0,0.948,3938.170629238912,19.2,0.545,0.032,1.18,4062.92547568867,40.4,0.974,0.0,1.72,7719.528133106539,19.8,0.76,0.0,1.82,4536.64128100294
1731069953.8,20.5,0.376,0.0,1.05,3938.086972122377,20.5,0.574,0.0,1.25,4062.831764422445,40.3,0.829,0.0,3.43,7719.084232191346,20.5,0.667,0.0,1.98,4536.594093590477
1731069954.3,19.8,0.421,0.0,0.975,3938.003334813215,19.8,0.703,0.0,6.74,4062.738053209928,39.7,0.776,0.0,1.67,7719.180381301255,19.8,0.546,0.0,4.89,4536.546906238268
1731069954.8,19.8,0.393,0.0,8.33,3937.919717312682,19.9,0.545,0.0,0.85,4062.6443420511223,40.3,0.875,0.0,1.76,7719.373239809832,19.8,0.381,0.0,7.02,4536.499718946316
1731069955.3,19.8,0.55,0.0,1.07,3937.836119622045,19.8,0.658,0.0,1.1,4062.550630946032,39.7,0.976,0.0,2.5,7719.246031295674,19.8,0.642,0.0,2.66,4536.452531714621
1731069955.8,19.8,0.567,0.0,0.848,3937.752541742561,19.8,0.648,0.0,1.24,4062.45691989466,40.3,0.994,0.0,1.52,7719.448001351947,20.5,0.578,0.0,3.84,4536.405344543187
1731069956.3,20.5,0.491,0.0,0.948,3937.668983675494,20.5,0.603,0.0,2.41,4062.363208897008,39.7,1.144,0.0,1.65,7719.341565272044,19.8,0.644,0.0,1.85,4536.358157432017
1731069956.8,19.9,0.584,0.0,1.43,3937.585445422105,19.9,0.667,0.0,0.885,4062.2694979530834,39.7,1.047,0.0,3.07,7719.048597177426,19.8,0.657,0.0,1.83,4536.31097038111
1731069957.3,19.8,0.55,0.0,2.49,3937.501926983656,19.8,0.753,0.0,0.862,4062.175787062889,39.7,0.686,0.016,9.24,7718.983725223503,19.8,0.681,0.0,3.54,4536.263783390467
1731069957.8,20.5,0.492,0.0,0.886,3937.418428361406,20.5,0.691,0.0,0.854,4062.082076226428,40.3,0.594,0.0,1.71,7719.099882170945,20.5,0.534,0.0,1.6,4536.216596460094
1731069958.3,19.8,0.496,0.0,1.15,3937.3349495566167,19.8,0.693,0.0,0.847,4061.988365443703,39.7,0.697,0.0,1.69,7719.156368071352,19.8,0.638,0.0,1.54,4536.16940958999
1731069958.8,19.8,0.602,0.0,1.09,3937.251490570547,19.9,0.608,0.0,0.851,4061.8946547147175,40.3,0.826,0.0,2.22,7719.348893334499,19.8,0.83,0.0,3.44,4536.122222780159
1731069959.3,19.8,0.676,0.0,0.778,3937.1680514044606,19.8,0.669,0.0,0.841,4061.800944039478,39.7,1.191,0.0,1.85,7718.862740965717,19.8,0.765,0.0,4.39,4536.075036030599
1731069959.8,20.4,0.586,0.0,0.945,3937.084632059615,20.5,0.496,0.0,0.884,4061.707233417987,40.3,1.052,0.0,1.82,7718.7663466436925,20.5,0.988,0.0,7.28,4536.027849341315
1731069960.3,19.9,0.7,0.0,0.89,3937.0012325372727,19.8,0.547,0.0,0.933,4061.613522850249,39.7,1.099,0.0,2.25,7718.9893456533855,19.8,1.069,0.0,3.37,4535.980662712309
1731069960.8,19.9,0.694,0.0,1.72,3936.917852838691,19.8,0.593,0.0,0.972,4061.519812336264,39.7,1.028,0.016,1.66,7719.031172319304,19.8,0.754,0.0,2.26,4535.933476143581
1731069961.3,19.8,0.736,0.0,0.816,3936.834492965128,19.8,0.625,0.0,1.44,4061.426101876039,39.0,0.647,0.0,1.59,7719.390577289354,19.8,0.868,0.0,2.29,4535.886289635137
1731069961.8,20.5,0.777,0.0,1.21,3936.751152917847,20.5,0.584,0.0,0.939,4061.332391469577,41.0,0.744,0.0,5.88,7718.813867631333,19.8,0.994,0.0,2.86,4535.839103186972
1731069962.3,19.8,0.669,0.0,0.732,3936.6678326981055,19.8,0.752,0.0,0.886,4061.238681116883,39.6,0.531,0.0,1.7,7719.021916839941,20.5,0.893,0.0,1.79,4535.791916799094
1731069962.8,19.8,0.855,0.0,0.867,3936.5845323071626,19.2,0.767,0.032,0.981,4061.1449708179593,40.4,0.671,0.0,1.98,7718.943808498486,19.8,0.999,0.0,1.66,4535.744730471502
1731069963.3,19.8,0.691,0.0,1.22,3936.501251746277,19.8,0.701,0.0,1.22,4061.051260572809,39.7,0.621,0.0,3.39,7719.475507914,19.8,0.742,0.0,2.5,4535.697544204198
1731069963.8,20.5,0.775,0.0,0.977,3936.417991016705,20.5,0.721,0.0,0.969,4060.957550381436,40.3,0.786,0.0,1.57,7719.501530992018,19.8,1.012,0.0,1.94,4535.650357997187
1731069964.3,19.8,0.734,0.0,1.54,3936.334750119709,19.8,0.844,0.0,0.898,4060.8638402438455,39.6,0.626,0.0,2.24,7718.85704223299,20.5,0.56,0.0,8.3,4535.6031718504655
1731069964.8,19.8,0.595,0.0,0.834,3936.251529056547,19.8,0.813,0.0,2.32,4060.770130160042,40.3,0.859,0.0,1.85,7718.995158166853,19.8,0.645,0.0,1.31,4535.555985764039
1731069965.3,19.8,0.791,0.0,0.869,3936.168327828474,19.8,0.934,0.0,0.921,4060.676420130026,39.1,0.82,0.016,1.79,7719.162409116202,19.8,1.185,0.0,1.84,4535.508799737908
1731069965.8,20.5,0.723,0.0,0.901,3936.085146436749,20.5,0.951,0.0,1.69,4060.5827101538034,39.7,0.511,0.016,1.73,7718.754747353437,20.5,0.848,0.0,1.7,4535.461613772075
1731069966.3,19.8,0.645,0.0,1.51,3936.0019848826287,19.8,0.918,0.0,0.812,4060.489000231375,39.6,0.707,0.0,2.18,7718.525939793598,19.8,0.865,0.0,1.59,4535.414427866544
1731069966.8,19.8,0.747,0.0,0.903,3935.918843167374,19.8,0.808,0.0,0.838,4060.3952903627496,40.4,0.706,0.0,1.84,7718.557872834244,19.8,0.799,0.0,1.97,4535.367242021312
1731069967.3,19.8,0.763,0.0,2.31,3935.835721292239,19.8,0.618,0.0,0.971,4060.301580547928,39.6,0.784,0.0,2.13,7719.214124113945,19.8,1.049,0.0,1.64,4535.3200562363845
1731069967.8,20.5,0.795,0.0,0.841,3935.752619258482,20.5,0.575,0.0,1.06,4060.2078707869136,40.3,0.749,0.0,1.7,7718.8936346922355,19.8,0.875,0.0,1.56,4535.272870511762
1731069968.3,19.8,0.767,0.0,0.836,3935.66953706736,19.8,0.436,0.0,2.44,4060.114161079711,39.7,0.809,0.0,1.61,7718.951096889009,20.5,0.805,0.0,3.0,4535.225684847447
1731069968.8,19.9,0.827,0.0,0.922,3935.586474720127,19.8,0.578,0.0,0.888,4060.020451426322,40.4,0.97,0.0,1.91,7718.538711869396,19.8,1.172,0.0,4.86,4535.178499243443
1731069969.3,19.8,1.011,0.0,2.96,3935.503432218044,19.8,0.565,0.0,0.931,4059.9267418267536,39.7,1.001,0.0,3.68,7719.329433375577,19.8,1.04,0.0,2.03,4535.131313699749
1731069969.8,20.5,0.78,0.0,1.54,3935.420409562364,20.5,0.54,0.0,0.998,4059.833032281007,39.7,0.641,0.0,1.6,7719.04512481369,20.5,0.952,0.0,1.83,4535.084128216367
1731069970.3,19.8,0.926,0.0,0.856,3935.337406754344,19.8,0.551,0.0,1.19,4059.739322789088,40.3,1.622,0.0,1.89,7718.661884800836,19.8,1.046,0.0,1.59,4535.0369427933
1731069970.8,19.8,1.025,0.0,5.13,3935.25442379524,19.8,0.589,0.0,0.835,4059.645613350999,40.3,0.832,0.0,3.41,7719.219271615912,19.8,1.3,0.0,1.76,4534.98975743055
1731069971.3,19.8,1.136,0.0,0.9,3935.1714606863056,19.8,0.487,0.0,0.896,4059.5519039667415,39.7,1.111,0.0,6.39,7719.246271497543,19.8,1.295,0.0,3.45,4534.94257212812
1731069971.8,19.9,1.054,0.0,1.71,3935.088517428801,20.5,0.421,0.0,1.28,4059.4581946363232,40.3,1.191,0.0,4.1,7719.047514837927,20.5,1.15,0.0,2.05,4534.895386886009
1731069972.3,20.5,0.902,0.0,0.863,3935.0055940239777,19.8,0.438,0.0,1.71,4059.3644853597466,39.7,1.098,0.0,1.88,7718.944096715809,19.2,0.535,0.0,1.9,4534.84820170422
1731069972.8,19.8,1.129,0.0,1.23,3934.922690473093,19.8,0.592,0.0,0.829,4059.270776137016,39.7,1.349,0.016,1.61,7719.008573901856,20.5,1.444,0.0,2.04,4534.801016582756
1731069973.3,19.8,0.72,0.0,0.764,3934.8398067774,19.8,0.454,0.0,0.676,4059.1770669681314,39.7,1.418,0.0,2.02,7718.919939951791,19.8,1.112,0.0,4.6,4534.753831521618
1731069973.8,20.5,0.533,0.0,0.855,3934.756942938152,20.5,0.428,0.0,0.919,4059.0833578531,40.4,1.598,0.0,1.77,7718.977852405944,20.5,0.698,0.0,1.75,4534.70664652081
1731069974.3,19.8,0.558,0.0,0.971,3934.674098956608,19.8,0.47,0.0,1.1,4058.989648791925,39.7,0.848,0.0,1.83,7718.407364546015,19.8,0.496,0.0,1.64,4534.659461580329
1731069974.8,12.2,9.495,0.095,1.1,3934.59127483402,14.1,10.03,0.083,1.02,4058.895939784611,16.6,3.334,0.0,1.75,7718.864298309283,9.6,4.262,0.0,2.75,4534.612276700181
1731069975.3,23.0,2.485,0.122,2.22,3934.5084705716417,21.7,3.0,0.105,177.0,4058.8022308311606,49.9,1.264,0.212,111.0,7718.638492706232,24.9,3.361,0.17,163.0,4534.565091880367
1731069975.8,20.5,0.743,0.0,1.1,3934.425686170728,20.5,0.913,0.0,0.899,4058.708521931577,40.3,0.91,0.0,3.24,7719.003691149365,20.5,1.377,0.0,2.62,4534.517907120887
1731069976.3,19.8,0.492,0.0,1.14,3934.34292163253,19.9,0.638,0.0,0.975,4058.6148130858633,39.7,1.111,0.0,1.89,7718.617312892005,19.8,0.884,0.0,4.22,4534.470722421748
1731069976.8,19.8,0.439,0.0,8.59,3934.260176958305,19.8,0.651,0.0,0.818,4058.521104294025,39.7,1.146,0.016,1.65,7718.548628392657,19.8,0.712,0.0,3.2,4534.4235377829455
1731069977.3,18.6,5.607,0.065,0.947,3934.1774521493057,18.6,6.534,0.065,1.66,4058.427395556068,34.5,2.77,0.129,2.83,7718.880268693467,17.9,6.604,0.097,3.22,4534.376353204485
1731069977.8,20.5,1.188,0.0,0.821,3934.0947472067833,20.5,1.366,0.0,3.27,4058.3336868719903,40.3,1.252,0.0,1.54,7718.554023457116,20.5,1.534,0.0,5.98,4534.329168686367
1731069978.3,19.8,0.527,0.0,0.772,3934.012062131992,19.9,0.772,0.0,3.17,4058.2399782418,39.1,0.646,0.0,1.45,7718.722696479054,19.8,0.762,0.0,7.95,4534.2819842285935
1731069978.8,19.8,0.575,0.0,1.32,3933.929396926182,19.8,0.616,0.0,1.07,4058.1462696654976,40.9,0.641,0.0,3.02,7718.422873273438,19.8,0.708,0.0,1.99,4534.234799831169
1731069979.3,19.8,0.67,0.0,0.941,3933.8467515906095,19.8,0.577,0.0,1.29,4058.0525611430894,39.7,0.809,0.0,2.01,7718.548369182335,19.8,0.735,0.0,1.81,4534.187615494092
1731069979.8,20.5,0.525,0.0,0.801,3933.764126126527,19.8,0.784,0.0,1.19,4057.958852674581,40.3,0.81,0.0,1.91,7718.612378404372,19.8,0.803,0.0,1.69,4534.140431217366
1731069980.3,19.8,0.687,0.0,1.04,3933.681520535185,20.5,0.493,0.0,3.52,4057.865144259972,39.6,1.063,0.0,1.75,7718.378130139834,20.5,0.8,0.0,2.37,4534.093247000991
1731069980.8,19.8,0.408,0.0,1.08,3933.5989348178346,19.9,0.554,0.0,0.934,4057.771435899268,40.3,0.878,0.0,7.15,7719.020695378676,19.8,1.002,0.0,2.9,4534.046062844973
1731069981.3,19.9,0.514,0.0,2.04,3933.516368975728,19.8,0.653,0.0,0.935,4057.67772759247,39.7,1.035,0.0,1.75,7718.416596504305,19.8,0.757,0.0,1.62,4533.998878749311
1731069981.8,20.5,0.62,0.0,0.818,3933.433823010119,20.5,0.587,0.0,1.55,4057.584019339587,40.3,1.061,0.0,1.89,7718.509238732357,19.9,0.767,0.0,1.71,4533.9516947140055
1731069982.3,19.8,0.611,0.0,0.778,3933.351296922257,19.9,0.739,0.0,0.752,4057.4903111406193,39.7,0.839,0.0,1.71,7718.487524792025,20.5,0.82,0.0,1.56,4533.90451073906
1731069982.8,19.8,0.89,0.0,0.962,3933.2687907133936,19.8,0.943,0.0,0.925,4057.396602995572,39.7,0.737,0.0,1.9,7718.515346947898,19.8,1.141,0.0,5.34,4533.857326824478
1731069983.3,19.8,0.783,0.0,0.873,3933.18630438478,19.8,0.696,0.0,0.956,4057.302894904447,40.3,0.557,0.0,1.91,7718.61471596789,19.8,0.989,0.0,1.69,4533.810142970258
1731069983.8,20.5,0.665,0.0,1.25,3933.1038379376655,20.5,0.637,0.0,1.73,4057.209186867248,40.3,0.508,0.0,1.78,7718.272874445321,20.5,0.83,0.0,1.8,4533.762959176407
1731069984.3,19.8,0.869,0.0,0.881,3933.0213913733032,19.8,0.697,0.0,0.773,4057.115478883981,39.0,0.601,0.016,1.83,7718.763332801711,19.8,1.169,0.0,1.94,4533.715775442921
1731069984.8,19.8,0.832,0.0,1.1,3932.938964692943,19.8,0.792,0.0,1.0,4057.021770954649,40.3,0.805,0.0,1.61,7718.759084599252,19.8,1.047,0.0,1.78,4533.668591769804
1731069985.3,19.8,0.579,0.0,0.964,3932.856557897835,19.8,0.836,0.0,0.847,4056.928063079256,39.7,0.798,0.0,5.81,7718.09305801231,19.8,0.739,0.0,1.53,4533.62140815706
1731069985.8,19.8,0.57,0.0,2.85,3932.774170989228,20.5,0.831,0.0,1.42,4056.834355257805,39.7,0.861,0.016,1.6,7718.28607509365,20.5,0.655,0.0,2.78,4533.574224604688
1731069986.3,20.5,0.566,0.0,1.03,3932.6918039683706,19.8,0.828,0.0,0.754,4056.740647490297,39.7,0.875,0.0,1.78,7718.515152334618,19.8,0.628,0.0,1.89,4533.527041112692
1731069986.8,19.8,0.632,0.0,1.01,3932.609456836516,19.8,1.048,0.0,1.26,4056.646939776741,39.7,0.856,0.0,2.56,7718.553924381833,19.8,0.774,0.0,1.58,4533.479857681073
1731069987.3,19.8,0.644,0.0,0.787,3932.527129594912,19.8,1.132,0.0,1.1,4056.553232117138,40.3,0.802,0.0,1.64,7718.485454818132,19.8,1.011,0.0,4.88,4533.432674309833
1731069987.8,20.5,0.621,0.0,1.39,3932.444822244808,19.9,0.763,0.0,2.62,4056.459524511493,40.3,1.015,0.0,1.64,7718.097190803133,19.8,0.824,0.0,9.4,4533.385490998973
1731069988.3,19.8,0.67,0.0,0.709,3932.362534787453,19.8,0.855,0.0,0.904,4056.365816959807,39.7,0.976,0.0,2.99,7718.499399372297,20.5,0.799,0.0,1.97,4533.338307748495
1731069988.8,19.8,1.04,0.0,1.31,3932.280267224094,20.5,0.427,0.0,0.838,4056.272109462085,39.7,1.031,0.0,1.75,7718.516715938141,19.8,1.217,0.0,3.56,4533.2911245584055
1731069989.3,19.9,0.882,0.0,2.74,3932.198019555983,19.8,0.546,0.0,0.78,4056.178402018332,40.3,0.775,0.0,1.93,7718.548380724536,19.8,0.975,0.0,1.65,4533.243941428698
1731069989.8,20.5,0.761,0.0,3.49,3932.115791784368,20.5,0.461,0.0,0.981,4056.084694628553,40.3,1.046,0.0,1.58,7718.386013252063,19.8,1.185,0.0,1.68,4533.196758359381
1731069990.3,19.8,0.752,0.0,4.24,3932.033583910494,19.8,0.492,0.0,3.5,4055.990987292748,39.7,0.889,0.0,1.95,7718.249473521832,20.5,0.835,0.0,3.0,4533.149575350453
1731069990.8,19.8,0.746,0.0,3.035,3931.951395935612,19.8,0.609,0.0,1.75,4055.897280010924,40.3,1.04,0.0,2.15,7718.54819551105,19.8,1.131,0.0,1.79,4533.102392401918
1731069991.3,19.8,0.882,0.0,1.83,3931.8692278609674,19.8,0.661,0.0,0.936,4055.8035727830793,39.6,0.781,0.0,1.82,7717.922451260568,19.8,1.127,0.0,2.18,4533.055209513778
1731069991.8,20.5,0.979,0.0,1.94,3931.78707968781,20.5,0.865,0.0,0.902,4055.709865609225,39.7,0.778,0.016,3.08,7718.0059000490355,20.5,1.209,0.0,1.78,4533.008026686033
1731069992.3,19.8,1.117,0.0,6.67,3931.7049514173873,19.8,0.517,0.0,1.06,4055.6161584893607,39.7,0.938,0.0,2.0,7718.2470931869,19.8,1.583,0.0,8.75,4532.960843918686
1731069992.8,19.8,1.098,0.0,1.68,3931.6228430509454,19.8,0.418,0.0,0.89,4055.522451423491,40.3,0.893,0.0,1.76,7718.323185910025,19.8,1.39,0.0,1.86,4532.913661211737
1731069993.3,19.8,0.955,0.0,2.66,3931.540754589733,19.8,0.402,0.0,0.842,4055.4287444116194,39.7,1.097,0.0,3.14,7718.335386271522,19.8,1.068,0.0,1.81,4532.866478565191
1731069993.8,20.5,1.027,0.0,1.04,3931.458686034993,20.5,0.483,0.0,0.856,4055.335037453749,40.3,1.061,0.0,1.48,7718.259964260343,19.8,0.558,0.0,1.87,4532.8192959790495
1731069994.3,19.2,0.499,0.0,1.42,3931.3766373879776,19.8,0.63,0.0,0.82,4055.241330549885,39.7,1.245,0.0,1.76,7718.415756820563,20.5,0.548,0.0,1.57,4532.772113453312
1731069994.8,20.5,0.452,0.0,1.26,3931.294608649929,19.8,0.59,0.0,0.795,4055.1476237000297,40.3,1.331,0.0,9.3,7717.8735035772515,19.8,0.489,0.0,1.64,4532.724930987981
1731069995.3,19.9,0.508,0.0,1.7,3931.212599822096,19.8,0.541,0.0,0.984,4055.053916904189,39.0,0.678,0.0,1.87,7718.238205383386,19.8,0.594,0.0,1.51,4532.67774858306
1731069995.8,19.8,0.421,0.0,1.46,3931.130610905724,20.5,0.434,0.0,0.832,4054.960210162365,41.0,0.72,0.0,2.08,7718.385515005505,20.5,0.602,0.0,1.71,4532.63056623855
1731069996.3,20.5,0.733,0.0,0.83,3931.048641902056,19.9,0.942,0.0,0.765,4054.866503474559,39.6,0.872,0.0,1.65,7718.338346664318,19.8,1.305,0.0,1.71,4532.583383954454
1731069996.8,19.8,0.537,0.0,1.2,3930.9666928123415,19.8,0.649,0.0,0.836,4054.7727968407794,40.3,0.8,0.0,1.8,7718.594464438815,19.8,0.789,0.0,5.66,4532.536201730771
1731069997.3,19.9,0.481,0.0,0.966,3930.884763637825,19.8,0.578,0.0,0.782,4054.679090261028,39.0,0.818,0.016,2.65,7718.172610642384,19.8,0.575,0.0,1.72,4532.489019567504
1731069997.8,20.5,0.492,0.0,1.72,3930.802854379752,20.5,0.565,0.0,0.884,4054.5853837353097,40.3,0.893,0.0,1.55,7718.162882576455,19.8,0.59,0.0,1.54,4532.4418374646575
1731069998.3,19.8,0.725,0.0,0.771,3930.720965039366,19.8,1.164,0.0,0.658,4054.491677263625,39.7,1.306,0.0,2.27,7718.162668060412,20.5,0.908,0.0,2.43,4532.394655422229
1731069998.8,19.8,0.519,0.0,0.99,3930.639095617912,19.8,0.796,0.0,4.18,4054.39797084598,40.3,1.024,0.0,2.09,7718.302328969553,19.8,0.578,0.0,2.46,4532.347473440226
1731069999.3,19.8,0.557,0.0,0.999,3930.5572461166366,19.8,0.678,0.0,3.68,4054.3042644823777,39.7,1.375,0.0,8.35,7717.906406988297,19.8,0.785,0.0,3.67,4532.300291518645
1731069999.8,20.5,0.599,0.0,0.892,3930.475416536783,19.8,0.689,0.0,4.17,4054.210558172824,39.7,0.688,0.0,3.58,7717.912728798902,20.5,0.73,0.0,5.56,4532.253109657491
1731070000.3,19.8,0.682,0.0,1.69,3930.393606879596,20.5,0.974,0.0,3.19,4054.11685191732,40.4,0.94,0.0,1.94,7718.213747787341,19.8,0.732,0.0,5.05,4532.205927856765
1731070000.8,19.9,0.831,0.0,0.922,3930.3118171463193,19.8,0.666,0.0,6.49,4054.023145715871,40.3,0.844,0.0,1.72,7717.709807543542,19.8,1.007,0.0,3.83,4532.158746116467
1731070001.3,19.8,0.724,0.0,1.46,3930.230047338195,19.8,0.562,0.0,9.04,4053.9294395684783,39.7,1.023,0.0,2.05,7718.08133518525,19.8,0.873,0.0,6.71,4532.111564436605
