Time,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance
1731069778.8,19.8,1.098,0.0,5.4,3968.567562735954,19.8,0.432,0.0,0.763,4095.633961427704,40.3,0.809,0.0,3.26,7724.076395413951,19.8,1.273,0.0,1.9,4553.113354617915
1731069779.3,19.8,0.949,0.0,1.0,3968.477071245341,19.8,0.377,0.0,1.21,4095.540231642218,39.7,0.847,0.0,1.5,7723.980196338954,19.8,1.136,0.0,2.67,4553.06614629087
1731069779.8,20.5,1.293,0.0,0.843,3968.386599110525,20.4,0.659,0.0,1.02,4095.446501909164,39.7,1.207,0.0,2.19,7724.0248840745535,20.5,1.675,0.0,1.77,4553.01893802343
1731069780.3,19.8,1.256,0.0,1.34,3968.296146332831,19.9,0.466,0.0,2.39,4095.3527722285417,40.3,1.155,0.0,1.78,7723.656350812684,19.2,0.697,0.0,1.72,4552.971729815594
1731069780.8,19.8,0.733,0.0,1.17,3968.205712913584,19.8,0.601,0.0,0.875,4095.2590426003594,40.4,1.095,0.0,1.68,7724.031035297643,20.5,0.483,0.0,3.3,4552.924521667364
1731069781.3,19.8,0.452,0.0,2.65,3968.115298854104,19.8,0.554,0.0,1.3,4095.165313024615,39.7,1.331,0.0,3.03,7723.644674220265,19.8,0.45,0.0,7.86,4552.877313578745
1731069781.8,19.8,0.491,0.0,0.966,3968.024904155719,20.5,0.459,0.0,1.55,4095.071583501319,40.3,1.613,0.0,2.19,7723.953829300489,20.5,0.412,0.0,2.17,4552.830105549734
1731069782.3,20.5,0.73,0.0,0.919,3967.9345288197487,19.8,0.443,0.0,1.08,4094.977854030471,39.7,0.771,0.0,1.69,7724.119700472195,19.8,0.771,0.0,1.66,4552.782897580336
1731069782.8,19.9,0.549,0.0,0.938,3967.8441728475177,19.8,0.468,0.0,2.78,4094.884124612076,40.3,0.718,0.0,4.99,7723.479541897323,19.8,0.668,0.0,1.81,4552.735689670552
1731069783.3,19.8,0.398,0.0,1.17,3967.753836240349,19.9,0.66,0.0,0.756,4094.790395246136,39.7,0.809,0.0,1.98,7723.821338932184,19.8,0.614,0.0,1.87,4552.688481820384
1731069783.8,19.8,0.596,0.031,2.11,3967.6635189995623,20.5,0.628,0.0,1.21,4094.6966659326554,40.3,0.824,0.0,3.6,7723.598764477133,20.5,0.617,0.0,1.55,4552.641274029836
1731069784.3,19.8,0.785,0.0,0.805,3967.573221126486,19.8,0.527,0.0,1.04,4094.6029366716375,39.7,1.147,0.0,1.88,7723.719795690973,19.8,0.812,0.0,1.6,4552.594066298906
1731069784.8,19.8,0.506,0.0,1.09,3967.482942622438,19.8,0.61,0.0,1.54,4094.509207463087,40.3,0.917,0.0,1.96,7723.797694622584,19.8,0.602,0.0,1.94,4552.5468586275965
1731069785.3,19.8,0.585,0.0,2.31,3967.3926834887434,19.8,0.639,0.0,0.63,4094.415478307008,39.7,1.33,0.0,2.07,7723.577026173632,19.8,0.65,0.0,1.51,4552.499651015912
1731069785.8,20.5,0.657,0.0,8.29,3967.30244372672,20.5,0.623,0.0,0.796,4094.321749203402,39.7,1.195,0.016,1.72,7723.777935735669,19.2,0.763,0.032,3.61,4552.452443463852
1731069786.3,19.9,0.571,0.0,0.836,3967.2122233376926,19.8,0.647,0.0,0.858,4094.2280201522726,39.0,0.618,0.0,2.21,7723.690142272212,20.5,0.641,0.0,1.76,4552.405235971421
1731069786.8,19.8,0.534,0.0,0.809,3967.122022322984,19.8,0.814,0.0,1.23,4094.134291153625,40.3,0.861,0.016,1.75,7723.777176718002,19.8,0.562,0.0,1.63,4552.358028538616
1731069787.3,19.8,0.619,0.0,0.965,3967.0318406839137,19.8,0.632,0.0,0.833,4094.040562207463,39.7,0.761,0.0,2.53,7723.912220449372,19.8,0.804,0.0,3.8,4552.310821165444
1731069787.8,20.5,0.514,0.0,0.851,3966.9416784218047,19.8,0.67,0.0,0.656,4093.9468333137897,40.3,0.705,0.0,7.29,7723.618614788316,20.5,0.642,0.0,1.76,4552.263613851904
1731069788.3,19.8,0.534,0.0,1.19,3966.851535537977,20.5,0.504,0.0,0.826,4093.853104472607,39.7,0.864,0.0,1.54,7723.8290183158015,19.9,0.621,0.0,1.82,4552.216406597998
1731069788.8,19.8,0.575,0.0,0.789,3966.76141203375,19.8,0.539,0.0,0.986,4093.75937568392,40.3,1.163,0.0,2.94,7723.477425702277,19.8,0.658,0.0,3.3,4552.169199403731
1731069789.3,19.9,0.552,0.0,1.56,3966.671307910449,19.8,0.744,0.0,1.03,4093.665646947732,39.7,1.127,0.0,1.69,7723.946578760872,19.8,0.633,0.0,1.62,4552.1219922691
1731069789.8,19.8,0.677,0.0,1.08,3966.5812231693935,20.5,0.777,0.0,0.792,4093.5719182640487,40.3,1.175,0.0,1.97,7723.593062351894,20.5,0.796,0.0,2.4,4552.07478519411
1731069790.3,19.8,0.658,0.031,2.41,3966.491157811902,19.8,0.7,0.0,0.965,4093.4781896328714,39.7,1.101,0.0,2.51,7723.467873893055,19.8,0.981,0.0,3.92,4552.027578178761
1731069790.8,19.9,0.765,0.0,0.775,3966.401111839296,19.8,0.746,0.0,0.998,4093.384461054203,39.7,0.493,0.0,1.61,7723.818918665973,19.8,0.764,0.0,8.96,4551.980371223056
1731069791.3,19.8,0.837,0.0,1.11,3966.3110852528944,19.8,0.728,0.0,3.36,4093.290732528047,40.3,0.657,0.0,2.29,7723.169463621653,19.8,0.921,0.0,2.01,4551.933164326999
1731069791.8,20.5,0.717,0.0,1.06,3966.221078054021,20.5,0.632,0.0,0.851,4093.1970040544097,40.3,0.897,0.0,1.81,7723.33697025104,20.5,0.918,0.0,1.76,4551.885957490587
1731069792.3,19.8,0.843,0.0,1.58,3966.131090243992,19.8,0.72,0.0,0.85,4093.1032756332943,39.7,0.71,0.0,8.8,7723.906059559485,19.8,1.034,0.0,2.21,4551.838750713826
1731069792.8,19.8,0.667,0.0,0.895,3966.0411218241297,19.2,0.316,0.032,1.31,4093.009547264702,40.3,0.688,0.0,1.74,7723.517671692956,19.8,0.74,0.0,2.1,4551.791543996715
1731069793.3,19.8,0.767,0.0,1.41,3965.951172795752,19.8,0.755,0.0,2.13,4092.9158189486384,39.6,0.85,0.0,2.22,7723.283332345248,19.8,0.884,0.0,2.04,4551.744337339257
1731069793.8,19.8,0.657,0.0,2.25,3965.861243160178,20.5,0.752,0.0,0.751,4092.822090685105,38.4,0.606,0.048,1.77,7723.428249298403,20.5,0.68,0.0,3.46,4551.697130741456
1731069794.3,20.5,0.732,0.0,0.827,3965.77133291873,19.9,0.829,0.0,0.871,4092.728362474109,39.7,0.881,0.0,1.74,7723.341479736243,19.8,0.876,0.0,1.77,4551.649924203311
1731069794.8,19.8,0.818,0.0,0.793,3965.681442072724,19.8,0.971,0.0,0.854,4092.6346343156506,39.7,0.961,0.0,2.54,7723.489122828717,19.8,0.993,0.0,1.96,4551.602717724823
1731069795.3,19.8,0.688,0.0,0.726,3965.591570623481,19.8,1.008,0.0,0.846,4092.540906209736,40.3,0.628,0.0,1.9,7723.478465531243,19.8,0.835,0.0,7.96,4551.555511305997
1731069795.8,20.5,0.67,0.0,0.923,3965.5017185723177,20.5,0.92,0.0,0.838,4092.447178156367,40.3,0.725,0.0,1.59,7723.860003236613,20.5,0.779,0.0,1.66,4551.508304946834
1731069796.3,19.8,0.68,0.0,1.12,3965.411885920553,19.2,0.538,0.0,0.9,4092.353450155545,39.7,0.864,0.0,1.7,7723.18554641648,19.8,1.047,0.0,1.92,4551.461098647334
1731069796.8,19.8,0.755,0.0,1.39,3965.322072669507,20.5,0.531,0.0,1.22,4092.259722207279,40.3,0.823,0.0,5.67,7723.39876309876,19.8,0.822,0.0,1.61,4551.413892407501
1731069797.3,19.9,0.804,0.0,2.05,3965.2322788204974,19.8,0.429,0.0,0.794,4092.1659943115696,39.7,0.953,0.0,1.58,7723.631908508712,19.9,1.036,0.0,1.94,4551.366686227336
1731069797.8,20.5,0.694,0.0,1.06,3965.142504374844,19.9,0.433,0.0,0.901,4092.072266468422,40.3,0.879,0.0,1.55,7723.148187643232,20.5,0.859,0.0,1.73,4551.31948010684
1731069798.3,19.8,0.711,0.0,1.09,3965.052749333861,20.5,0.404,0.0,1.19,4091.9785386778367,39.7,1.136,0.0,2.89,7723.6486223832435,19.8,0.894,0.0,1.64,4551.272274046016
1731069798.8,19.9,0.792,0.0,0.884,3964.963013698866,19.8,0.826,0.0,1.75,4091.884810939818,40.3,0.98,0.0,1.5,7723.454075086766,19.8,1.0,0.0,2.65,4551.225068044868
1731069799.3,19.8,0.921,0.0,0.727,3964.873297471181,19.8,0.559,0.0,5.35,4091.791083254373,39.7,0.655,0.0,1.58,7723.541404379654,19.8,1.016,0.0,1.77,4551.177862103392
1731069799.8,20.4,0.949,0.0,0.93,3964.7836006521215,20.5,0.436,0.0,1.11,4091.697355621503,40.3,1.004,0.0,3.32,7723.840862078258,19.8,1.442,0.0,3.03,4551.130656221594
1731069800.3,19.9,0.828,0.0,0.917,3964.693923243004,19.8,0.413,0.0,1.26,4091.603628041212,39.7,1.04,0.0,1.67,7723.501451665955,20.5,0.978,0.0,3.7,4551.0834503994765
1731069800.8,19.8,0.907,0.0,1.45,3964.604265245146,19.9,0.551,0.0,0.843,4091.5099005135016,40.3,0.963,0.0,2.4,7723.387407802208,19.8,1.11,0.0,1.64,4551.036244637037
1731069801.3,19.8,1.04,0.0,6.35,3964.514626659863,19.8,0.433,0.0,0.818,4091.4161730383767,39.7,1.099,0.0,3.56,7723.647921729738,19.8,0.855,0.0,1.87,4550.989038934285
1731069801.8,20.5,1.021,0.0,0.927,3964.425007488475,20.5,0.454,0.0,1.35,4091.322445615842,40.3,1.228,0.0,9.37,7723.391554546011,19.8,0.587,0.0,3.35,4550.941833291215
1731069802.3,19.2,0.452,0.0,0.772,3964.335407732298,19.8,0.733,0.0,0.809,4091.2287182459017,39.7,1.278,0.0,1.96,7723.598345312929,20.5,0.512,0.0,1.75,4550.894627707832
1731069802.8,20.5,0.44,0.0,1.11,3964.245827392646,19.8,0.687,0.0,1.51,4091.134990928557,39.7,1.45,0.016,3.02,7723.119098373669,19.8,0.584,0.0,1.83,4550.847422184136
1731069803.3,19.9,0.479,0.0,1.0,3964.156266470837,19.8,0.508,0.0,1.34,4091.041263663813,39.0,0.831,0.0,1.85,7723.456976914511,19.8,0.607,0.0,3.86,4550.800216720131
1731069803.8,20.5,0.517,0.0,1.06,3964.066724968185,20.5,0.571,0.0,2.65,4090.947536451671,41.0,0.749,0.0,1.83,7723.309215612639,19.8,0.598,0.0,2.15,4550.75301131582
1731069804.3,19.8,0.398,0.0,0.822,3963.97720288601,19.8,0.562,0.0,1.02,4090.8538092921376,39.6,1.143,0.0,1.91,7723.1151214199135,20.5,0.633,0.0,2.03,4550.705805971202
1731069804.8,19.8,0.409,0.0,0.938,3963.887700225626,19.8,0.525,0.0,1.06,4090.760082185217,40.3,0.773,0.0,1.72,7723.345273565578,19.8,0.528,0.0,8.8,4550.658600686279
1731069805.3,19.8,0.452,0.0,1.04,3963.798216988347,19.8,0.524,0.0,0.84,4090.66635513091,39.7,0.943,0.0,1.73,7723.568516756652,19.8,0.553,0.0,1.58,4550.611395461053
1731069805.8,20.5,0.451,0.0,1.82,3963.708753175491,20.5,0.699,0.0,1.12,4090.572628129221,40.3,0.948,0.0,1.82,7723.129979431659,19.8,0.68,0.0,1.74,4550.5641902955285
1731069806.3,19.8,0.544,0.0,2.4,3963.6193087883694,19.8,0.655,0.0,6.07,4090.4789011801536,39.7,1.102,0.0,6.25,7722.720829838816,20.5,0.508,0.0,2.17,4550.516985189705
1731069806.8,19.9,0.626,0.0,1.17,3963.529883828303,19.8,0.662,0.0,2.26,4090.385174283713,40.4,0.997,0.0,1.95,7722.977378272872,19.8,0.567,0.0,1.7,4550.469780143584
1731069807.3,19.8,0.537,0.0,1.45,3963.4404782966026,19.9,0.851,0.0,0.737,4090.291447439901,39.7,1.314,0.0,1.7,7723.531578096417,19.8,0.804,0.0,1.94,4550.4225751571685
1731069807.8,20.5,0.429,0.0,1.07,3963.351092194584,20.5,0.688,0.0,1.48,4090.197720648722,39.7,0.863,0.0,1.87,7723.326980245223,20.5,0.58,0.0,1.4,4550.37537023046
1731069808.3,19.8,0.595,0.0,0.842,3963.2617255235623,19.8,0.954,0.0,0.841,4090.10399391018,40.3,0.661,0.0,1.96,7723.359009871591,19.8,0.602,0.0,1.68,4550.32816536346
1731069808.8,19.8,0.542,0.0,5.51,3963.17237828485,19.8,0.591,0.0,5.28,4090.010267224277,40.3,0.767,0.0,1.37,7723.576633387192,19.8,0.721,0.0,1.57,4550.280960556173
1731069809.3,19.8,0.63,0.0,0.928,3963.083050479765,19.8,0.541,0.0,0.714,4089.9165405910176,39.7,0.967,0.0,2.98,7722.840921312468,19.8,0.809,0.0,7.48,4550.2337558085965
1731069809.8,20.5,0.549,0.0,2.04,3962.993742109619,19.9,0.512,0.0,0.965,4089.822814010406,40.3,0.86,0.0,1.67,7723.183024224631,20.5,0.575,0.0,1.71,4550.186551120733
1731069810.3,19.8,0.727,0.0,0.721,3962.904453175727,20.5,0.574,0.0,0.995,4089.729087482447,39.7,0.996,0.0,1.91,7723.003135312027,19.2,0.747,0.0,1.88,4550.139346492589
1731069810.8,19.8,0.605,0.0,0.762,3962.815183679401,19.8,0.599,0.0,1.69,4089.635361007141,40.3,0.99,0.0,4.56,7723.061245434892,20.5,0.878,0.0,3.31,4550.09214192416
1731069811.3,19.9,0.686,0.0,0.819,3962.725933621955,19.8,0.684,0.0,0.762,4089.541634584492,39.7,0.979,0.0,1.84,7723.107053515823,19.8,0.811,0.0,1.61,4550.044937415455
1731069811.8,20.5,0.695,0.0,0.932,3962.636703004705,20.5,0.569,0.0,0.819,4089.447908214505,40.4,1.162,0.0,1.94,7723.125555318539,20.5,0.907,0.0,1.95,4549.997732966468
1731069812.3,19.9,0.657,0.0,1.56,3962.5474918289615,19.8,0.59,0.0,0.828,4089.3541818971858,39.6,0.584,0.0,3.69,7722.959822505133,19.2,1.024,0.032,1.8,4549.950528577207
1731069812.8,19.8,0.837,0.0,1.01,3962.4583000960406,19.8,0.731,0.0,0.893,4089.260455632535,40.3,0.502,0.0,2.22,7722.859250649389,19.8,1.04,0.0,1.69,4549.903324247671
1731069813.3,19.8,1.0,0.0,4.64,3962.369127807252,19.8,0.743,0.0,0.984,4089.1667294205554,39.0,0.637,0.016,2.45,7722.981663854091,19.2,1.361,0.032,2.01,4549.8561199778605
1731069813.8,20.5,0.838,0.0,0.85,3962.279974963909,20.5,0.677,0.0,1.51,4089.073003261252,40.4,0.731,0.0,3.37,7722.698450028216,20.5,1.048,0.0,1.58,4549.808915767782
1731069814.3,19.8,0.736,0.0,1.29,3962.1908415673256,19.9,0.856,0.0,0.876,4088.979277154629,39.6,0.641,0.0,1.98,7722.846687069891,19.8,0.753,0.0,8.78,4549.761711617433
1731069814.8,19.8,0.626,0.0,0.891,3962.101727618816,19.8,0.718,0.0,1.23,4088.885551100691,40.3,0.833,0.0,3.01,7722.889234280747,19.8,0.628,0.0,1.78,4549.714507526819
1731069815.3,19.8,0.815,0.0,1.35,3962.012633119688,19.8,0.796,0.0,5.59,4088.79182509944,39.7,0.987,0.0,2.0,7722.959433227497,19.8,0.956,0.0,1.47,4549.667303495938
1731069815.8,20.5,0.595,0.0,0.911,3961.9235580712566,20.5,0.784,0.0,3.65,4088.698099150878,40.3,0.821,0.0,9.69,7722.73785946413,20.5,0.761,0.0,2.0,4549.620099524794
1731069816.3,19.8,0.575,0.0,2.95,3961.834502474832,19.8,0.891,0.0,0.983,4088.6043732550097,39.7,0.512,0.0,2.14,7722.99371352909,19.9,0.609,0.0,1.71,4549.57289561339
1731069816.8,19.8,0.627,0.0,1.02,3961.745466331728,19.9,0.956,0.0,0.866,4088.5106474118415,40.4,0.751,0.0,2.1,7722.5111765486545,19.8,0.772,0.0,1.56,4549.525691761724
1731069817.3,19.9,0.647,0.0,0.853,3961.656449643255,19.2,0.705,0.032,1.04,4088.416921621376,39.7,0.632,0.0,3.21,7723.14038250904,19.8,0.984,0.0,2.74,4549.478487969803
1731069817.8,20.5,0.699,0.0,0.88,3961.567452410725,19.8,0.429,0.0,0.93,4088.323195883613,40.3,0.805,0.0,1.54,7722.67800187316,20.5,0.826,0.0,2.13,4549.431284237624
1731069818.3,19.8,0.706,0.0,1.29,3961.478474635449,20.5,0.696,0.0,1.75,4088.2294701985606,39.7,0.805,0.0,2.15,7723.063489439905,19.8,0.866,0.0,1.65,4549.384080565192
1731069818.8,19.8,0.758,0.0,0.817,3961.389516318737,19.8,0.565,0.0,0.844,4088.1357445662193,40.3,0.952,0.0,1.99,7723.159531535634,19.8,1.341,0.0,6.77,4549.336876952509
1731069819.3,19.8,0.761,0.0,1.66,3961.3005774619023,19.9,0.487,0.0,1.32,4088.0420189865954,39.7,0.956,0.0,1.72,7722.702432907226,19.8,1.094,0.0,1.88,4549.289673399574
1731069819.8,20.5,0.868,0.0,1.19,3961.211658066254,20.5,0.461,0.0,1.46,4087.948293459691,40.4,0.908,0.0,1.85,7722.56319671127,19.8,1.13,0.0,1.72,4549.242469906391
1731069820.3,19.8,0.806,0.0,2.69,3961.122758133103,19.9,0.62,0.0,2.61,4087.854567985511,39.7,1.078,0.0,9.51,7722.440949161758,20.5,1.318,0.0,2.68,4549.1952664729615
1731069820.8,19.8,0.79,0.0,2.14,3961.03387766376,19.8,0.493,0.0,1.88,4087.760842564057,40.3,0.902,0.0,2.18,7722.58548174375,19.8,1.152,0.0,1.58,4549.148063099287
1731069821.3,19.2,1.009,0.032,2.06,3960.945016659534,19.8,0.58,0.0,0.981,4087.667117195332,39.7,0.999,0.0,1.68,7722.762380648012,19.8,1.224,0.0,1.54,4549.100859785372
1731069821.8,20.5,1.061,0.0,9.49,3960.8561751217367,19.8,0.401,0.0,8.55,4087.573391879343,40.3,1.023,0.0,1.56,7722.553833104433,20.5,1.211,0.0,2.78,4549.053656531214
1731069822.3,19.8,1.007,0.0,1.33,3960.767353051678,20.5,0.397,0.0,0.959,4087.479666616092,39.7,0.899,0.0,2.92,7722.307694734021,19.8,1.402,0.0,1.55,4549.006453336816
1731069822.8,19.8,1.083,0.0,1.96,3960.678550450668,19.8,0.382,0.0,0.802,4087.3859414055833,40.3,1.036,0.0,1.81,7722.94232161655,19.9,0.919,0.0,1.64,4548.959250202182
1731069823.3,19.8,0.784,0.0,1.5,3960.589767320015,19.8,0.365,0.0,1.45,4087.2922162478185,39.7,1.292,0.0,1.91,7722.600412580191,19.8,0.503,0.0,3.04,4548.912047127312
1731069823.8,19.8,0.79,0.0,1.28,3960.501003661026,20.5,0.497,0.0,1.97,4087.198491142802,40.3,1.41,0.0,3.65,7722.5807495781955,20.5,0.878,0.0,9.1,4548.86484411221
1731069824.3,20.5,0.428,0.0,0.831,3960.412259475016,19.8,0.429,0.0,2.4,4087.1047660905374,39.7,1.24,0.0,2.33,7722.573363766376,19.8,0.645,0.0,2.05,4548.817641156876
1731069824.8,19.8,0.417,0.0,1.16,3960.32353476329,19.8,0.445,0.0,1.1,4087.011041091032,39.7,0.79,0.0,5.55,7722.959050433988,19.8,0.793,0.0,3.27,4548.770438261311
1731069825.3,19.8,0.496,0.0,1.48,3960.234829527159,19.8,0.757,0.0,1.23,4086.917316144285,40.3,0.86,0.0,2.83,7722.296946118269,19.8,0.651,0.0,1.65,4548.723235425519
1731069825.8,20.5,0.46,0.0,2.82,3960.1461437679295,20.5,0.463,0.0,1.6,4086.823591250301,40.4,0.65,0.0,1.82,7722.645603477914,20.5,0.492,0.0,2.24,4548.6760326495
1731069826.3,19.8,0.428,0.0,1.3,3960.057477486911,19.8,0.556,0.0,1.31,4086.729866409082,39.0,1.24,0.016,1.98,7722.507607482596,19.8,0.609,0.0,3.68,4548.628829933259
1731069826.8,19.8,0.603,0.0,0.905,3959.968830685412,19.9,0.476,0.0,1.64,4086.636141620635,40.3,0.988,0.0,1.94,7723.064711358239,19.8,0.71,0.0,2.11,4548.581627276793
1731069827.3,19.8,0.731,0.0,1.23,3959.880203364744,19.8,0.971,0.0,4.08,4086.542416884964,39.7,0.928,0.0,2.04,7722.329915551944,19.8,0.81,0.0,1.93,4548.534424680108
1731069827.8,20.5,0.438,0.0,1.16,3959.7915955262097,20.5,0.589,0.0,1.07,4086.448692202069,40.3,1.149,0.0,1.69,7722.738004233211,19.8,0.535,0.0,1.67,4548.487222143203
1731069828.3,19.9,0.632,0.0,3.24,3959.70300717112,19.8,0.61,0.0,0.872,4086.354967571957,39.7,1.234,0.0,2.15,7722.467100693349,20.5,0.954,0.0,8.65,4548.440019666083
1731069828.8,19.8,0.554,0.0,0.869,3959.614438300779,19.8,0.874,0.0,1.39,4086.261242994626,40.3,1.257,0.0,2.38,7722.739498134649,19.2,0.672,0.032,2.38,4548.392817248748
1731069829.3,19.8,0.539,0.0,0.929,3959.5258889165,19.8,0.671,0.0,1.17,4086.167518470088,39.1,0.692,0.016,3.95,7722.446116895228,19.8,0.625,0.0,1.68,4548.345614891199
1731069829.8,20.5,0.615,0.0,1.03,3959.437359019587,20.5,0.762,0.0,1.65,4086.073793998341,40.4,0.709,0.0,1.61,7722.670409707753,20.5,0.671,0.0,2.24,4548.29841259344
1731069830.3,19.8,0.613,0.0,1.63,3959.348848611347,19.8,0.563,0.0,1.0,4085.980069579391,39.7,0.828,0.0,3.79,7722.46107105387,19.8,0.707,0.0,1.68,4548.25121035547
1731069830.8,19.8,0.696,0.0,0.778,3959.2603576930887,19.8,0.498,0.0,1.27,4085.88634521324,40.3,0.984,0.0,2.18,7722.67003540868,19.8,0.784,0.0,1.51,4548.204008177293
1731069831.3,19.8,0.586,0.0,0.907,3959.171886266117,19.8,0.522,0.0,1.53,4085.79262089989,39.7,0.86,0.0,2.21,7722.589990766446,19.8,0.694,0.0,2.92,4548.1568060589125
1731069831.8,20.5,0.853,0.0,0.885,3959.083434331739,20.5,0.685,0.0,1.12,4085.6988966393496,40.4,1.034,0.0,2.36,7722.343983935572,20.5,0.944,0.0,1.9,4548.109604000327
1731069832.3,19.8,0.77,0.0,0.99,3958.995001891263,19.8,0.555,0.0,1.36,4085.605172431619,39.6,1.002,0.0,2.68,7722.666173246396,19.9,0.866,0.0,1.85,4548.0624020015375
1731069832.8,19.8,0.737,0.0,1.14,3958.9065889459935,19.8,0.575,0.0,1.33,4085.511448276703,40.3,1.183,0.0,1.84,7722.308362762793,19.8,0.788,0.0,4.05,4548.01520006255
1731069833.3,19.8,0.849,0.0,1.07,3958.818195497238,19.8,0.653,0.0,6.63,4085.4177241746047,39.0,0.522,0.0,1.6,7722.48140700858,19.8,0.957,0.0,1.43,4547.967998183364
1731069833.8,20.5,0.68,0.0,0.872,3958.7298215462993,20.5,0.58,0.0,1.54,4085.3240001253257,41.0,0.547,0.0,1.66,7722.012708175955,19.8,1.047,0.0,2.12,4547.920796363983
1731069834.3,19.8,0.768,0.0,0.778,3958.641467094488,19.8,0.67,0.0,1.27,4085.230276128874,39.7,0.693,0.0,9.06,7722.423366654128,20.5,0.903,0.0,1.79,4547.873594604406
1731069834.8,19.8,0.796,0.0,0.869,3958.553132143106,19.8,0.68,0.0,3.11,4085.136552185251,40.3,0.703,0.0,1.57,7722.458527961024,19.8,0.929,0.0,1.74,4547.826392904637
1731069835.3,19.8,0.882,0.0,1.39,3958.464816693463,19.9,0.796,0.0,1.09,4085.042828294461,39.7,0.717,0.0,2.9,7722.534793066726,19.8,0.91,0.0,1.85,4547.779191264677
1731069835.8,20.5,0.961,0.0,0.846,3958.376520746859,20.5,0.714,0.0,1.49,4084.949104456505,40.3,0.922,0.0,1.97,7722.2760641812,19.8,0.692,0.0,2.04,4547.731989684527
1731069836.3,19.8,0.82,0.0,1.06,3958.288244304601,19.8,0.855,0.0,1.42,4084.855380671389,39.7,1.112,0.0,2.02,7722.227463984576,20.5,0.846,0.0,1.7,4547.684788164193
1731069836.8,19.8,0.622,0.0,1.2,3958.199987367995,19.8,0.87,0.0,1.38,4084.761656939116,40.3,0.999,0.0,1.82,7722.112797209266,19.8,0.854,0.0,1.76,4547.637586703672
1731069837.3,19.9,0.618,0.0,1.51,3958.1117499383463,19.8,0.845,0.0,0.835,4084.6679332596914,39.7,0.837,0.0,1.88,7722.762176543167,19.8,0.691,0.0,1.5,4547.590385302969
1731069837.8,20.5,0.866,0.0,6.05,3958.023532016959,19.8,0.871,0.031,1.25,4084.574209633117,40.3,0.587,0.0,1.71,7722.226345292664,20.5,0.801,0.0,9.73,4547.543183962083
1731069838.3,19.9,0.699,0.0,0.873,3957.9353336051367,19.8,0.9,0.0,6.31,4084.480486059396,39.7,0.882,0.0,1.97,7722.467776125941,19.8,0.793,0.0,1.84,4547.495982681017
1731069838.8,19.8,0.664,0.0,1.43,3957.8471547041822,19.8,0.716,0.0,2.02,4084.386762538533,39.7,0.795,0.0,8.73,7722.007114472163,19.8,0.896,0.0,2.19,4547.448781459777
1731069839.3,19.8,0.876,0.0,1.32,3957.758995315404,19.8,0.709,0.0,0.823,4084.293039070531,40.3,0.783,0.0,1.76,7722.511241950754,19.8,1.0,0.0,3.53,4547.401580298358
1731069839.8,20.5,0.815,0.0,0.888,3957.670855440104,19.9,0.469,0.0,1.47,4084.199315655396,40.3,1.037,0.0,1.72,7722.342807477996,20.5,0.994,0.0,1.81,4547.354379196766
1731069840.3,19.8,0.896,0.0,4.12,3957.582735079584,20.5,0.613,0.0,1.32,4084.105592293128,39.7,0.943,0.0,1.76,7722.563701779705,19.8,1.041,0.0,1.94,4547.307178155001
1731069840.8,19.8,0.87,0.0,0.972,3957.4946342351504,19.8,0.492,0.0,2.9,4084.011868983733,40.3,0.979,0.0,1.7,7722.251279971706,19.8,1.111,0.0,2.77,4547.259977173066
1731069841.3,19.9,0.922,0.0,2.63,3957.406552908103,19.8,0.557,0.0,0.839,4083.918145727213,39.7,1.067,0.0,1.6,7722.512398726383,19.8,1.203,0.0,1.53,4547.212776250964
1731069841.8,20.5,0.833,0.0,1.41,3957.318491099749,20.5,0.586,0.0,0.829,4083.824422523573,39.7,0.766,0.0,1.86,7722.650257106015,20.5,1.07,0.0,2.55,4547.165575388695
1731069842.3,19.8,0.95,0.0,0.858,3957.2304488113914,19.8,0.483,0.0,0.922,4083.7306993728175,40.3,0.988,0.0,1.97,7722.522444609334,19.8,1.105,0.0,7.54,4547.118374586261
1731069842.8,19.8,1.022,0.0,1.06,3957.142426044329,19.8,0.423,0.0,0.967,4083.636976274948,40.3,0.872,0.0,1.57,7721.781594123848,19.8,1.363,0.0,1.62,4547.071173843664
1731069843.3,19.9,0.97,0.0,0.898,3957.054422799869,19.8,0.4,0.0,0.783,4083.5432532299697,39.7,1.116,0.0,6.59,7722.189383967578,19.8,1.729,0.0,1.89,4547.023973160906
1731069843.8,20.5,1.051,0.0,0.821,3956.96643907931,19.8,0.82,0.031,0.958,4083.449530237884,40.4,1.245,0.0,2.7,7722.238466713673,20.5,1.5,0.0,1.87,4546.976772537991
1731069844.3,19.8,0.958,0.0,0.969,3956.8784748839594,19.8,0.473,0.0,3.82,4083.3558072986975,39.7,1.346,0.0,2.08,7722.322341654742,19.2,1.068,0.0,1.67,4546.929571974917
1731069844.8,19.9,0.657,0.0,0.92,3956.790530215114,19.8,0.444,0.0,2.37,4083.262084412412,40.3,1.094,0.0,4.3,7721.911503753995,20.5,0.542,0.0,1.78,4546.882371471687
