Time,Bitrate,Jitter,Datagrams,Delay,C1_X,C1_Y,C1_Z,F1_X,F1_Y,F1_Z,Distance
1731070780.55,19.8,0.462,0.0,2.21,5781.54,6142.02,0.0,7601.3,9600.8,0.0,3908.284220217357
1731070781.05,19.8,0.478,0.0,3.69,5781.67,6142.21,0.0,7601.4,9600.9,0.0,3908.190602951703
1731070781.55,19.9,0.625,0.0,7.55,5781.8,6142.4,0.0,7601.5,9601.0,0.0,3908.096985746388
1731070782.05,20.5,0.524,0.0,1.29,5781.93,6142.59,0.0,7601.6,9601.1,0.0,3908.0033686014144
1731070782.55,19.9,0.684,0.0,1.89,5782.06,6142.78,0.0,7601.7,9601.2,0.0,3907.909751516788
1731070783.05,19.2,0.739,0.032,0.709,5782.19,6142.97,0.0,7601.8,9601.3,0.0,3907.8161344925115
1731070783.55,19.8,0.815,0.0,1.33,5782.32,6143.16,0.0,7601.9,9601.4,0.0,3907.722517528592
1731070784.05,20.5,0.45,0.0,1.06,5782.45,6143.35,0.0,7602.0,9601.5,0.0,3907.628900625032
1731070784.55,19.9,0.65,0.0,0.823,5782.58,6143.54,0.0,7602.1,9601.6,0.0,3907.5352837818373
1731070785.05,19.8,0.683,0.0,0.909,5782.71,6143.73,0.0,7602.2,9601.7,0.0,3907.4416669990105
1731070785.55,20.5,0.666,0.0,1.06,5782.84,6143.92,0.0,7602.3,9601.8,0.0,3907.3480502765547
1731070786.05,19.8,0.816,0.0,2.58,5782.97,6144.11,0.0,7602.4,9601.9,0.0,3907.2544336144783
1731070786.55,19.8,0.796,0.0,0.763,5783.1,6144.3,0.0,7602.5,9602.0,0.0,3907.160817012783
1731070787.05,19.8,0.849,0.0,1.22,5783.23,6144.49,0.0,7602.6,9602.1,0.0,3907.0672004714747
1731070787.55,20.5,0.876,0.0,0.932,5783.36,6144.68,0.0,7602.7,9602.2,0.0,3906.973583990555
1731070788.05,19.8,0.493,0.0,3.68,5783.49,6144.87,0.0,7602.8,9602.3,0.0,3906.8799675700297
1731070788.55,19.8,0.523,0.0,1.43,5783.62,6145.06,0.0,7602.9,9602.4,0.0,3906.786351209904
1731070789.05,19.8,0.353,0.0,1.61,5783.75,6145.25,0.0,7603.0,9602.5,0.0,3906.6927349101825
1731070789.55,20.5,0.484,0.0,0.957,5783.88,6145.44,0.0,7603.1,9602.6,0.0,3906.5991186708684
1731070790.05,19.8,0.377,0.0,1.03,5784.01,6145.63,0.0,7603.2,9602.7,0.0,3906.5055024919657
1731070790.55,19.8,0.357,0.0,1.1,5784.14,6145.82,0.0,7603.3,9602.8,0.0,3906.411886373478
1731070791.05,19.8,0.434,0.0,1.72,5784.27,6146.01,0.0,7603.4,9602.9,0.0,3906.318270315412
1731070791.55,20.5,0.345,0.0,1.0,5784.4,6146.2,0.0,7603.5,9603.0,0.0,3906.224654317773
1731070792.05,19.8,0.43,0.0,0.936,5784.53,6146.39,0.0,7603.6,9603.1,0.0,3906.131038380561
1731070792.55,19.8,0.441,0.0,0.779,5784.66,6146.58,0.0,7603.7,9603.2,0.0,3906.0374225037845
1731070793.05,19.9,0.384,0.0,0.766,5784.79,6146.77,0.0,7603.8,9603.3,0.0,3905.9438066874427
1731070793.55,20.5,0.326,0.0,0.725,5784.92,6146.96,0.0,7603.9,9603.4,0.0,3905.850190931546
1731070794.05,19.8,0.384,0.0,0.799,5785.05,6147.15,0.0,7604.0,9603.5,0.0,3905.7565752360965
1731070794.55,19.8,0.3,0.0,1.18,5785.18,6147.34,0.0,7604.1,9603.6,0.0,3905.6629596010976
