Time,Bitrate,Jitter,Datagrams,Delay,C1_X,C1_Y,C1_Z,F1_X,F1_Y,F1_Z,Distance
1731069778.8,19.8,0.432,0.0,0.763,5521.54,5762.02,0.0,7401.3,9400.8,0.0,4095.6339614277044
1731069779.3,19.8,0.377,0.0,1.21,5521.67,5762.21,0.0,7401.4,9400.9,0.0,4095.5402316422183
1731069779.8,20.4,0.659,0.0,1.02,5521.8,5762.4,0.0,7401.5,9401.0,0.0,4095.4465019091635
1731069780.3,19.9,0.466,0.0,2.39,5521.93,5762.59,0.0,7401.6,9401.1,0.0,4095.3527722285417
1731069780.8,19.8,0.601,0.0,0.875,5522.06,5762.78,0.0,7401.7,9401.2,0.0,4095.2590426003585
1731069781.3,19.8,0.554,0.0,1.3,5522.19,5762.97,0.0,7401.8,9401.3,0.0,4095.165313024615
1731069781.8,20.5,0.459,0.0,1.55,5522.32,5763.16,0.0,7401.9,9401.4,0.0,4095.071583501319
1731069782.3,19.8,0.443,0.0,1.08,5522.45,5763.35,0.0,7402.0,9401.5,0.0,4094.9778540304706
1731069782.8,19.8,0.468,0.0,2.78,5522.58,5763.54,0.0,7402.1,9401.6,0.0,4094.884124612076
1731069783.3,19.9,0.66,0.0,0.756,5522.71,5763.73,0.0,7402.2,9401.7,0.0,4094.790395246136
1731069783.8,20.5,0.628,0.0,1.21,5522.84,5763.92,0.0,7402.3,9401.8,0.0,4094.6966659326545
1731069784.3,19.8,0.527,0.0,1.04,5522.97,5764.11,0.0,7402.4,9401.9,0.0,4094.6029366716375
1731069784.8,19.8,0.61,0.0,1.54,5523.1,5764.3,0.0,7402.5,9402.0,0.0,4094.509207463087
1731069785.3,19.8,0.639,0.0,0.63,5523.23,5764.49,0.0,7402.6,9402.1,0.0,4094.415478307008
1731069785.8,20.5,0.623,0.0,0.796,5523.36,5764.68,0.0,7402.7,9402.2,0.0,4094.321749203402
1731069786.3,19.8,0.647,0.0,0.858,5523.49,5764.87,0.0,7402.8,9402.3,0.0,4094.2280201522726
1731069786.8,19.8,0.814,0.0,1.23,5523.62,5765.06,0.0,7402.9,9402.4,0.0,4094.134291153625
1731069787.3,19.8,0.632,0.0,0.833,5523.75,5765.25,0.0,7403.0,9402.5,0.0,4094.040562207463
1731069787.8,19.8,0.67,0.0,0.656,5523.88,5765.44,0.0,7403.1,9402.6,0.0,4093.9468333137897
1731069788.3,20.5,0.504,0.0,0.826,5524.01,5765.63,0.0,7403.2,9402.7,0.0,4093.853104472607
1731069788.8,19.8,0.539,0.0,0.986,5524.14,5765.82,0.0,7403.3,9402.8,0.0,4093.75937568392
1731069789.3,19.8,0.744,0.0,1.03,5524.27,5766.01,0.0,7403.4,9402.9,0.0,4093.665646947732
1731069789.8,20.5,0.777,0.0,0.792,5524.4,5766.2,0.0,7403.5,9403.0,0.0,4093.5719182640487
1731069790.3,19.8,0.7,0.0,0.965,5524.53,5766.39,0.0,7403.6,9403.1,0.0,4093.4781896328705
1731069790.8,19.8,0.746,0.0,0.998,5524.66,5766.58,0.0,7403.7,9403.2,0.0,4093.384461054203
1731069791.3,19.8,0.728,0.0,3.36,5524.79,5766.77,0.0,7403.8,9403.3,0.0,4093.2907325280466
1731069791.8,20.5,0.632,0.0,0.851,5524.92,5766.96,0.0,7403.9,9403.4,0.0,4093.1970040544097
1731069792.3,19.8,0.72,0.0,0.85,5525.05,5767.15,0.0,7404.0,9403.5,0.0,4093.1032756332943
1731069792.8,19.2,0.316,0.032,1.31,5525.18,5767.34,0.0,7404.1,9403.6,0.0,4093.009547264702
1731069793.3,19.8,0.755,0.0,2.13,5525.31,5767.53,0.0,7404.2,9403.7,0.0,4092.9158189486384
1731069793.8,20.5,0.752,0.0,0.751,5525.44,5767.72,0.0,7404.3,9403.8,0.0,4092.822090685105
1731069794.3,19.9,0.829,0.0,0.871,5525.57,5767.91,0.0,7404.4,9403.9,0.0,4092.7283624741085
1731069794.8,19.8,0.971,0.0,0.854,5525.7,5768.1,0.0,7404.5,9404.0,0.0,4092.6346343156506
1731069795.3,19.8,1.008,0.0,0.846,5525.83,5768.29,0.0,7404.6,9404.1,0.0,4092.5409062097356
1731069795.8,20.5,0.92,0.0,0.838,5525.96,5768.48,0.0,7404.7,9404.2,0.0,4092.4471781563666
1731069796.3,19.2,0.538,0.0,0.9,5526.09,5768.67,0.0,7404.8,9404.3,0.0,4092.353450155545
1731069796.8,20.5,0.531,0.0,1.22,5526.22,5768.86,0.0,7404.9,9404.4,0.0,4092.259722207279
1731069797.3,19.8,0.429,0.0,0.794,5526.35,5769.05,0.0,7405.0,9404.5,0.0,4092.1659943115696
1731069797.8,19.9,0.433,0.0,0.901,5526.48,5769.24,0.0,7405.1,9404.6,0.0,4092.072266468422
1731069798.3,20.5,0.404,0.0,1.19,5526.61,5769.43,0.0,7405.2,9404.7,0.0,4091.9785386778367
1731069798.8,19.8,0.826,0.0,1.75,5526.74,5769.62,0.0,7405.3,9404.8,0.0,4091.8848109398186
1731069799.3,19.8,0.559,0.0,5.35,5526.87,5769.81,0.0,7405.4,9404.9,0.0,4091.791083254373
1731069799.8,20.5,0.436,0.0,1.11,5527.0,5770.0,0.0,7405.5,9405.0,0.0,4091.697355621503
1731069800.3,19.8,0.413,0.0,1.26,5527.13,5770.19,0.0,7405.6,9405.1,0.0,4091.603628041212
1731069800.8,19.9,0.551,0.0,0.843,5527.26,5770.38,0.0,7405.7,9405.2,0.0,4091.5099005135016
1731069801.3,19.8,0.433,0.0,0.818,5527.39,5770.57,0.0,7405.8,9405.3,0.0,4091.4161730383767
1731069801.8,20.5,0.454,0.0,1.35,5527.52,5770.76,0.0,7405.9,9405.4,0.0,4091.322445615842
1731069802.3,19.8,0.733,0.0,0.809,5527.65,5770.95,0.0,7406.0,9405.5,0.0,4091.2287182459017
1731069802.8,19.8,0.687,0.0,1.51,5527.78,5771.14,0.0,7406.1,9405.6,0.0,4091.134990928557
1731069803.3,19.8,0.508,0.0,1.34,5527.91,5771.33,0.0,7406.2,9405.7,0.0,4091.041263663813
1731069803.8,20.5,0.571,0.0,2.65,5528.04,5771.52,0.0,7406.3,9405.8,0.0,4090.9475364516707
1731069804.3,19.8,0.562,0.0,1.02,5528.17,5771.71,0.0,7406.4,9405.9,0.0,4090.8538092921376
1731069804.8,19.8,0.525,0.0,1.06,5528.3,5771.9,0.0,7406.5,9406.0,0.0,4090.7600821852166
1731069805.3,19.8,0.524,0.0,0.84,5528.43,5772.09,0.0,7406.6,9406.1,0.0,4090.66635513091
1731069805.8,20.5,0.699,0.0,1.12,5528.56,5772.28,0.0,7406.7,9406.2,0.0,4090.5726281292214
1731069806.3,19.8,0.655,0.0,6.07,5528.69,5772.47,0.0,7406.8,9406.3,0.0,4090.4789011801536
1731069806.8,19.8,0.662,0.0,2.26,5528.82,5772.66,0.0,7406.9,9406.4,0.0,4090.385174283713
1731069807.3,19.9,0.851,0.0,0.737,5528.95,5772.85,0.0,7407.0,9406.5,0.0,4090.291447439901
1731069807.8,20.5,0.688,0.0,1.48,5529.08,5773.04,0.0,7407.1,9406.6,0.0,4090.1977206487227
1731069808.3,19.8,0.954,0.0,0.841,5529.21,5773.23,0.0,7407.2,9406.7,0.0,4090.10399391018
1731069808.8,19.8,0.591,0.0,5.28,5529.34,5773.42,0.0,7407.3,9406.8,0.0,4090.0102672242765
1731069809.3,19.8,0.541,0.0,0.714,5529.47,5773.61,0.0,7407.4,9406.9,0.0,4089.9165405910176
1731069809.8,19.9,0.512,0.0,0.965,5529.6,5773.8,0.0,7407.5,9407.0,0.0,4089.822814010406
1731069810.3,20.5,0.574,0.0,0.995,5529.73,5773.99,0.0,7407.6,9407.1,0.0,4089.7290874824466
1731069810.8,19.8,0.599,0.0,1.69,5529.86,5774.18,0.0,7407.7,9407.2,0.0,4089.6353610071405
1731069811.3,19.8,0.684,0.0,0.762,5529.99,5774.37,0.0,7407.8,9407.3,0.0,4089.541634584492
1731069811.8,20.5,0.569,0.0,0.819,5530.12,5774.56,0.0,7407.9,9407.4,0.0,4089.4479082145053
1731069812.3,19.8,0.59,0.0,0.828,5530.25,5774.75,0.0,7408.0,9407.5,0.0,4089.3541818971858
1731069812.8,19.8,0.731,0.0,0.893,5530.38,5774.94,0.0,7408.1,9407.6,0.0,4089.260455632535
1731069813.3,19.8,0.743,0.0,0.984,5530.51,5775.13,0.0,7408.2,9407.7,0.0,4089.1667294205554
1731069813.8,20.5,0.677,0.0,1.51,5530.64,5775.32,0.0,7408.3,9407.8,0.0,4089.0730032612523
1731069814.3,19.9,0.856,0.0,0.876,5530.77,5775.51,0.0,7408.4,9407.9,0.0,4088.979277154629
1731069814.8,19.8,0.718,0.0,1.23,5530.9,5775.7,0.0,7408.5,9408.0,0.0,4088.885551100691
1731069815.3,19.8,0.796,0.0,5.59,5531.03,5775.89,0.0,7408.6,9408.1,0.0,4088.7918250994394
1731069815.8,20.5,0.784,0.0,3.65,5531.16,5776.08,0.0,7408.7,9408.2,0.0,4088.698099150878
1731069816.3,19.8,0.891,0.0,0.983,5531.29,5776.27,0.0,7408.8,9408.3,0.0,4088.6043732550097
1731069816.8,19.9,0.956,0.0,0.866,5531.42,5776.46,0.0,7408.9,9408.4,0.0,4088.5106474118415
1731069817.3,19.2,0.705,0.032,1.04,5531.55,5776.65,0.0,7409.0,9408.5,0.0,4088.4169216213754
1731069817.8,19.8,0.429,0.0,0.93,5531.68,5776.84,0.0,7409.1,9408.6,0.0,4088.323195883613
1731069818.3,20.5,0.696,0.0,1.75,5531.81,5777.03,0.0,7409.2,9408.7,0.0,4088.2294701985606
