Time,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F4Distance,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1S1Distance,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F2Distance,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1F1Distance
1731067774.96,-0.482115029746528,0.272777677597157,-0.10539889631426844,-0.2539282972677711,2.3672095158949302,-0.4222467253601425,0.6145043063419279,-0.18097790867321242,0.047872253042029946,1.780905556979003,-0.37451332194942155,-0.5700371053460613,-0.09972105409848263,-0.30398721772052567,1.7341361796652321,-0.4501463163628999,-0.553975912608269,-0.13448561582809335,-0.14864014231633335,1.732121800159557
1731067775.46,-2.167160827759946,0.5158933040424373,4.74557083286513,-0.045207047153143144,2.366465217773294,0.6428705055521089,0.754868011288199,-0.18097790867321242,-0.18053372823747615,1.7758064279479409,-0.37451332194942155,-0.7100069595309842,-0.09972105409848263,-0.3112041987069592,1.7337875743911433,-0.4501463163628999,-0.1812935869446303,-0.13448561582809335,-0.22062671961366745,1.731774403778876
1731067775.96,-0.482115029746528,0.17106603796188655,-0.10539889631426844,-0.2962713377623371,2.365720984107295,-1.4873639562724066,0.3587304439953908,1.7125343850160237,-0.1032787639811726,1.7788746025981976,1.1939154669399505,-0.6777062239498481,-0.09972105409848263,1.803371230318069,1.733438969504711,-0.4501463163628999,-0.1584763016999177,-0.13448561582809335,-0.21056079990683685,1.7314270075472808
1731067776.46,1.4837717346024528,-0.22585743378550974,-0.10539889631426844,-0.0837007203300212,2.364976814903698,0.6428705055521089,0.7798215588342027,-0.18097790867321242,-0.3484793027077014,1.7861633642646602,-0.37451332194942155,-0.7250806361355144,-0.09972105409848263,-0.2751192937747915,1.7330903650059555,1.4261368036056759,-0.2548159505109264,-0.13448561582809335,-0.21178091138645266,1.7310796114647886
1731067776.96,-0.201274063410965,0.20579684173978377,-0.10539889631426844,-0.28386782084978746,2.3642327101692766,-0.4222467253601425,0.9700923588724806,-0.18097790867321242,-0.21412284313152122,1.786766077442965,-0.37451332194942155,-0.4042266626962293,-0.09972105409848263,-0.29195891607646973,1.7327417608948832,-0.4501463163628999,-0.15340579386775935,-0.13448561582809335,1.0074154846196672,1.730732215531399
1731067777.46,-0.482115029746528,-0.14647273943603065,-0.10539889631426844,-0.0879777951274521,2.363488669910784,0.6428705055521089,0.9077084900074713,-0.18097790867321242,-0.08312529504474556,1.7734597543103174,-0.37451332194942155,-0.44298754539359264,-0.09972105409848263,-0.18610986160877785,1.7323931571715212,-0.4501463163628999,0.013920964593466048,-0.13448561582809335,-0.20964571629712497,1.7303848197471225
1731067777.96,1.4837717346024528,-0.14399196773760942,-0.10539889631426844,-0.23981395043624917,2.3627446941350017,-0.4222467253601425,-0.4085911430442221,-0.18097790867321242,-0.3216080107924653,1.7753532597275046,1.1939154669399505,-0.2814838674879124,-0.09972105409848263,-0.22219476654094555,1.7320445538358558,1.4261368036056759,-0.0798834303014635,-0.13448561582809335,0.1350357766943475,1.7300374241119825
1731067778.46,-0.482115029746528,0.24548918891452345,-0.10539889631426844,-0.11791731870946845,2.362000782848691,0.6428705055521089,-0.40235275615772115,-0.18097790867321242,1.8381720768946304,1.773911158489435,-0.37451332194942155,0.039370105951372726,-0.09972105409848263,-0.3136098590357704,1.7316959508879137,-0.4501463163628999,0.10265485165623724,-0.13448561582809335,-0.24075855902732868,1.7296900286259786
1731067778.96,-0.201274063410965,-0.03731878470549651,-0.10539889631426844,-0.1521339170889157,2.361256936058612,-0.4222467253601425,-0.1684132479139369,-0.18097790867321242,-0.4089397095169824,1.777976628816563,-0.37451332194942155,-0.5614235758577584,-0.09972105409848263,-0.12837401371730947,1.7313473483277018,-0.4501463163628999,-0.0900244459657802,-0.13448561582809335,-0.02052843695667105,1.7293426332891182
1731067779.46,-2.167160827759946,0.3868931757245336,4.74557083286513,-0.34075291565561844,2.3605131537715436,0.6428705055521089,-0.10602937904892766,-0.18097790867321242,-0.3955040635593644,1.7774747163260292,-1.7188808552831736,-1.0437812272027238,3.573059006625274,-0.20294948391045609,1.7309987461552334,-0.4501463163628999,0.06716129683112876,-0.13448561582809335,1.4466556172813667,1.7289952381014142
1731067779.96,-0.482115029746528,0.23556610212083853,-0.10539889631426844,-0.0879777951274521,2.359769435994238,-0.4222467253601425,-0.24327389055194798,-0.18097790867321242,-0.16038025930104927,1.7726133390357202,1.1939154669399505,-0.6733994592056967,-0.09972105409848263,-0.17889288062234426,1.730650144370535,-0.4501463163628999,0.766891377668981,-0.13448561582809335,-0.07848373223842303,1.7286478430628636
1731067780.46,1.4837717346024528,0.456354783280328,-0.10539889631426844,2.264413343459544,2.359025782733481,0.6428705055521089,0.096718194762352,-0.18097790867321242,-0.35183821419710587,1.7735084184936831,-0.37451332194942155,-0.852130196087983,-0.09972105409848263,0.4802580494719192,1.730301542973594,-0.4501463163628999,0.3942090520053423,-0.13448561582809335,-0.1867686260543281,1.7283004481734998
1731067780.96,-0.201274063410965,0.42658552289927326,-0.10539889631426844,-0.015267523571126802,2.358282193996035,-0.4222467253601425,0.7330336571854454,-0.18097790867321242,-0.34512039121829685,1.7718416947023725,-0.37451332194942155,-0.6324851941362576,-0.09972105409848263,-0.1307796740461207,1.7299529419644295,-0.4501463163628999,0.17364196130645418,-0.13448561582809335,-0.22337197044280308,1.7279530534333163
1731067781.46,-0.482115029746528,0.4191432078040096,-0.10539889631426844,-0.06659242114029758,2.357538669788672,0.6428705055521089,0.43359108663340185,-0.18097790867321242,0.03107769559500749,1.7675624956504188,-0.37451332194942155,-0.7896821072977867,-0.09972105409848263,-0.17167589963591076,1.7296043413430553,-0.4501463163628999,0.31815143452296696,-0.13448561582809335,-0.06323233874322513,1.7276056588423299
1731067781.96,1.4837717346024528,0.6870665512335021,-0.10539889631426844,-0.2727474263764671,2.3567952101181455,-0.4222467253601425,0.5708355981364222,-0.18097790867321242,-0.3551971256865104,1.7775982580770096,1.1939154669399505,-0.8456700489717558,-0.09972105409848263,-0.308798538378148,1.7292557411094849,1.4261368036056759,0.913936104801573,-0.13448561582809335,-0.1925641555825033,1.7272582644005403
1731067782.46,-0.201274063410965,0.5927972266934954,-0.10539889631426844,-0.12219439350689935,2.356051814991237,0.6428705055521089,-0.7049145201530159,-0.18097790867321242,-0.3988629750487689,1.77629444751982,-0.37451332194942155,-0.6733994592056967,-0.09972105409848263,-0.10191175010038651,1.7289071412637447,-2.0583889906216846,-0.9190524765236702,-0.13448561582809335,-0.22703230488165055,1.7269108701079612
1731067782.96,-0.482115029746528,0.6300088021698139,-0.10539889631426844,-0.2885726031269614,2.355308484414721,-0.4222467253601425,-0.17465163480043783,-0.18097790867321242,-0.056254003129509664,1.7869605977438028,-0.37451332194942155,-0.34823872102226033,-0.09972105409848263,-0.2871475954188474,1.7285585418058083,1.4261368036056759,-0.9367992539362244,-0.13448561582809335,-0.1547406997144125,1.7265634759646027
1731067783.46,-0.201274063410965,0.9227398625835188,-0.10539889631426844,0.10449057075693846,2.3545652183953627,0.8203900440374883,-0.2807042118709535,-0.18097790867321242,-0.42909317845340944,1.7722736873196612,-0.37451332194942155,-0.5054356341837891,-0.09972105409848263,-0.2943645764052809,1.7282099427357156,-0.4501463163628999,-0.5108765960349231,-0.13448561582809335,-0.18341331948538458,1.7262160819704782
1731067783.96,1.4837717346024528,0.7664512455829815,-0.10539889631426844,-0.2526451748285418,2.3538220169399353,-0.4222467253601425,-0.27758501842770306,-0.18097790867321242,-0.40222188653817337,1.7749845795286097,1.1939154669399505,-0.3503921033943358,-0.09972105409848263,-0.03214760056486226,1.7278613440534734,1.4261368036056759,-0.6655270849157527,-0.13448561582809335,1.458856732077525,1.7258686881255978
1731067784.46,-2.167160827759946,-0.7145694583744917,-0.10539889631426844,-0.053761196748004954,2.3530788800552043,0.6428705055521089,0.40551834564414735,-0.18097790867321242,-0.2712243384513978,1.7720393081155281,-0.15045206639380151,-0.5441965168811524,-0.09972105409848263,-0.2943645764052809,1.7275127457590884,-0.4501463163628999,-0.7973602885518698,-0.13448561582809335,-0.22550716553213077,1.7255212944299583
1731067784.96,1.4837717346024528,-0.39454990927815325,-0.10539889631426844,-0.25734995710571584,2.352335807747939,-0.4222467253601425,-0.2619890512114507,-0.18097790867321242,-0.3216080107924653,1.7695656802135498,-0.37451332194942155,-0.33747180916188163,-0.09972105409848263,0.12903164146548682,1.7271641478525872,-0.18210587065310885,-0.4424247403007854,-0.13448561582809335,-0.11813735532593761,1.7251739008835794
1731067785.46,-0.482115029746528,-0.4267999413576292,-0.10539889631426844,0.9513513806482572,2.3515928000249264,0.6428705055521089,0.21212835216261908,-0.18097790867321242,-0.24435304653616183,1.7826707617886073,-0.37451332194942155,-0.3030176912086698,-0.09972105409848263,-0.2727136334459803,1.726815550333963,-0.4501463163628999,-0.5590464204404273,-0.13448561582809335,-0.2130010228660685,1.724826507486465
1731067785.96,1.4837717346024528,-0.4540884300402628,-0.10539889631426844,-0.19062759026579376,2.3508498568929315,-0.4222467253601425,0.0187383586810908,-0.18097790867321242,-0.4122986210063869,1.7777208958257147,1.1939154669399505,-0.414993574556608,-0.09972105409848263,-0.22941174752737903,1.7264669532032295,-0.4501463163628999,-0.6604565770835944,-0.13448561582809335,-0.017478158257631465,1.7244791142386384
1731067786.46,-0.482115029746528,-0.4491268866434203,-0.10539889631426844,-0.29840987516105255,2.3501069783587236,-0.4222467253601425,-1.5377391695008884,-0.18097790867321242,-0.2241995775997348,1.777731878278578,-0.37451332194942155,-0.15874107227959516,-0.09972105409848263,-0.214977785554512,1.7261183564604,1.4261368036056759,-0.7035558936569403,-0.13448561582809335,-0.2072054933378933,1.7241317211400928
1731067786.96,-0.201274063410965,-0.3722229639923623,-0.10539889631426844,-0.18635051546836284,2.349364164429072,0.6428705055521089,-1.1228864415485775,-0.18097790867321242,-0.1099965869599816,1.7705952457967815,-1.7188808552831736,0.08243775339288753,3.573059006625274,-0.18610986160877785,1.7257697601055009,-0.4501463163628999,-0.7035558936569403,-0.13448561582809335,-0.1672468423804748,1.7237843281908454
1731067787.46,-0.482115029746528,0.16858526626346532,-0.10539889631426844,-0.26547639922083455,2.348621415110747,-0.4222467253601425,-1.1665551497540836,1.7125343850160237,-0.3585560371759149,1.7753216862156957,-0.37451332194942155,-0.5097423989279406,-0.09972105409848263,-0.1379966550325542,1.725421164138526,-0.4501463163628999,-0.5032708342866856,-0.13448561582809335,-0.14558986361729379,1.7234369353908958
1731067787.96,1.4837717346024528,-0.22585743378550974,-0.10539889631426844,-0.3223614940266656,2.3478787304105393,-0.4222467253601425,0.03745351934059322,-0.18097790867321242,2.506595463286126,1.774629405732225,-0.37451332194942155,-1.297880347107661,-0.09972105409848263,-0.19092118226640023,1.725072568559495,1.4261368036056759,-0.5311586273635566,-0.13448561582809335,-0.19866471298058247,1.723089542740271
1731067788.46,-0.482115029746528,-0.34493447530972876,-0.10539889631426844,-0.11791731870946845,2.3471361103352137,0.6428705055521089,-0.9856419300455571,-0.18097790867321242,-0.2074050201527122,1.7704542629177344,1.1939154669399505,-1.0287075505981935,-0.09972105409848263,-0.32323250035101514,1.7247239733684214,-0.4501463163628999,-0.20664612610542205,-0.13448561582809335,-0.2014099638097181,1.722742150238971
1731067788.96,-0.201274063410965,-0.49626154891342367,-0.10539889631426844,-0.25350058978802803,2.346393554891544,-0.4222467253601425,-0.31189614630345813,-0.18097790867321242,-0.3719916831335329,1.7698882498527833,-0.37451332194942155,-1.0588549038072539,-0.09972105409848263,-0.02252495924961753,1.7243753785652987,-0.4501463163628999,-0.5945399752655358,-0.13448561582809335,-0.25265464595358306,1.7223947578870027
1731067789.46,-0.482115029746528,0.07679671342188009,-0.10539889631426844,-0.19490466506322465,2.3456510640863044,0.6428705055521089,-0.7672983890180248,-0.18097790867321242,-0.18389263972688075,1.7711208823530287,-0.37451332194942155,-1.196671375620101,-0.09972105409848263,-0.21738344588332317,1.7240267841501666,-0.4501463163628999,-0.6731328466639903,-0.13448561582809335,0.22044358026745572,1.7220473656843793
1731067789.96,1.4837717346024528,-0.3275690734207802,-0.10539889631426844,-0.29199426296490616,2.344908637926269,-1.664883494757786,-0.23391631022219658,1.7125343850160237,-0.3955040635593644,1.7706266523558083,1.1939154669399505,-1.1471435810623594,-0.09972105409848263,1.4401165206675803,1.7236781901230254,1.4261368036056759,-0.34862034540585596,-0.13448561582809335,-0.25478984104291075,1.7216999736310978
1731067790.46,-0.482115029746528,-0.34493447530972876,-0.10539889631426844,-0.1692422162786393,2.344166276418215,0.6428705055521089,-0.3929951758279698,-0.18097790867321242,-0.3652738601547239,1.7673860557204364,-0.37451332194942155,-0.8930444611574221,-0.09972105409848263,-0.11875137240206474,1.7233295964838748,-0.4501463163628999,-0.3131267905807475,-0.13448561582809335,-0.044930666548987704,1.721352581727188
1731067790.96,-0.201274063410965,-0.08693421867392111,-0.10539889631426844,-0.22569960360472718,2.3434239795689207,-1.4873639562724066,-0.3992335627144707,1.7125343850160237,-0.18053372823747615,1.7772977456509347,-0.37451332194942155,-1.0200940211098906,-0.09972105409848263,-0.2751192937747915,1.7229810032327353,-0.4501463163628999,-0.29284475925211406,-0.13448561582809335,-0.1608412571124917,1.7210051899726504
1731067791.46,-0.482115029746528,-0.2977998130397254,-0.10539889631426844,-0.2162900390503792,2.3426817473851607,0.6428705055521089,-0.32437292007645996,-0.18097790867321242,-0.3014545418560383,1.7690950979829492,-0.37451332194942155,-1.000713579761209,-0.09972105409848263,-0.28955325574765856,1.7226324103696267,-0.4501463163628999,0.18124772305469145,-0.13448561582809335,-0.16694181451057086,1.720657798367498
1731067791.96,1.4837717346024528,-0.44664611494499906,-0.10539889631426844,-0.2740305488156964,2.3419395798737077,-0.4222467253601425,-0.3462072741792132,-0.18097790867321242,-0.2544297810043753,1.7792357517008486,1.1939154669399505,-0.8822775492970434,-0.09972105409848263,-0.20294948391045609,1.722283817894549,-0.18210587065310885,-0.19904036435718453,-0.13448561582809335,-0.08153401093746263,1.7203104069117277
1731067792.46,-0.482115029746528,-0.05468418659444512,-0.10539889631426844,0.9513513806482572,2.341197477041332,0.6428705055521089,-0.2900617922007049,-0.18097790867321242,2.0665780581741364,1.773981347281852,-1.7188808552831736,-0.9662594618079972,3.573059006625274,-0.2847419350900362,1.721935225807529,1.4261368036056759,0.024061980257782757,-0.13448561582809335,-0.2203216917437635,1.719963015605353
1731067792.96,-2.167160827759946,-0.04724187149918143,4.74557083286513,-0.10936316911460664,2.3404554388948333,-0.4222467253601425,-0.4054719496009716,-0.18097790867321242,-0.21748175462092578,1.7740308842754888,-0.15045206639380151,-0.9576459323196942,-0.09972105409848263,-0.19332684259521135,1.7215866341085597,-0.4501463163628999,-0.16101155561599687,-0.13448561582809335,-0.15169042101537294,1.719615624448397
1731067793.46,-0.482115029746528,0.007335105866085636,-0.10539889631426844,-0.3317710585810136,2.339713465440976,0.6428705055521089,-0.42106791681722394,-0.18097790867321242,-0.2107639316421168,1.7572959767378333,-0.37451332194942155,-1.0028669621332846,-0.09972105409848263,-0.2727136334459803,1.7212380427976484,-0.18210587065310885,-0.3004505210003516,-0.13448561582809335,-0.1547406997144125,1.719268233440857
1731067793.96,-0.201274063410965,-0.027395697911811588,-0.10539889631426844,-0.19062759026579376,2.3389715566865346,-0.4222467253601425,-0.22767792333569567,-0.18097790867321242,0.047872253042029946,1.7783379087718405,1.1939154669399505,-1.1040759336208446,-0.09972105409848263,-0.17408155996472188,1.7208894518748348,1.4261368036056759,-0.22946341135013465,-0.13448561582809335,-0.21971163600395557,1.7189208425827496
1731067794.46,1.4837717346024528,0.1363352341839896,-0.10539889631426844,-0.2954159228028509,2.3382297126382916,0.6428705055521089,0.18717480461661537,-0.18097790867321242,1.0824169917786168,1.7687530079126008,-0.37451332194942155,-0.9554925499476185,-0.09972105409848263,0.6751165361056249,1.7205408613401054,-0.4501463163628999,-0.05453089114067172,-0.13448561582809335,-0.21056079990683685,1.7185734518740745
