Time,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F4Distance,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,F1C1Distance,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1F2Distance,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1S1Distance
1731069778.8,19.8,0.616,0.0,2.22,3441.941720889532,7.68,0.477,0.0,1.07,4095.633961427704,19.8,0.716,0.0,0.844,860.8486568497403,40.3,1.013,0.0,0.818,4073.2070848235617
1731069779.3,20.5,0.55,0.0,1.05,3442.1045146828405,8.32,0.539,0.0,0.844,4095.540231642218,19.8,0.625,0.0,0.886,860.8893381265684,39.7,0.999,0.0,2.23,4073.343323704477
1731069779.8,19.8,0.673,0.0,1.1,3442.2673123974555,8.31,0.49,0.0,2.58,4095.446501909164,19.8,0.721,0.0,0.798,860.9300203849323,40.3,1.073,0.0,1.39,4073.352916253654
1731069780.3,19.8,0.874,0.0,1.01,3442.4301140328184,7.68,0.337,0.0,0.828,4095.3527722285417,20.5,0.629,0.0,2.01,860.9707036246931,39.7,1.1,0.0,0.895,4073.0435281036553
1731069780.8,19.8,0.755,0.0,2.8,3442.592919588374,8.32,0.49,0.0,1.04,4095.2590426003594,19.8,0.726,0.0,1.12,861.0113878457114,40.3,1.065,0.0,0.966,4073.539332772292
1731069781.3,20.5,0.62,0.0,1.8,3442.755729063564,7.68,0.557,0.0,0.806,4095.165313024615,19.8,0.757,0.0,2.51,861.0520730478511,40.3,1.167,0.0,0.696,4073.337801030771
1731069781.8,19.8,0.619,0.0,1.66,3442.918542457837,8.32,0.619,0.0,1.09,4095.071583501319,19.9,0.828,0.0,1.74,861.0927592309675,39.7,1.061,0.0,0.865,4073.5884689469553
1731069782.3,19.8,0.682,0.0,1.01,3443.081359770634,7.68,0.645,0.0,0.81,4094.977854030471,20.5,0.778,0.0,0.834,861.1334463949244,39.7,1.052,0.0,0.82,4073.91262677022
1731069782.8,19.8,0.693,0.0,6.38,3443.2441810014,7.67,0.398,0.0,0.814,4094.884124612076,19.8,0.463,0.0,1.33,861.1741345395825,40.3,1.189,0.0,1.95,4073.316924752248
1731069783.3,20.5,0.682,0.0,0.879,3443.407006149579,8.33,0.592,0.0,1.09,4094.790395246136,19.8,0.275,0.0,1.13,861.2148236648031,40.3,1.207,0.0,2.31,4073.803632245036
1731069783.8,19.9,0.8,0.0,2.31,3443.5698352146123,8.31,0.751,0.0,0.915,4094.6966659326554,19.8,0.475,0.0,2.89,861.2555137704502,39.7,1.112,0.0,2.75,4073.649698308028
1731069784.3,19.8,0.87,0.0,0.921,3443.73266819595,7.68,1.045,0.0,0.807,4094.6029366716375,20.5,0.352,0.0,0.945,861.2962048563787,39.7,1.315,0.0,4.11,4073.839356783436
1731069784.8,19.8,0.842,0.0,0.946,3443.895505093033,8.33,1.003,0.0,1.35,4094.509207463087,19.8,0.265,0.0,0.896,861.3368969224528,40.3,1.193,0.0,2.22,4074.0622864091456
1731069785.3,20.5,0.939,0.0,1.72,3444.058345905308,7.67,0.482,0.0,1.3,4094.415478307008,19.8,0.576,0.0,0.866,861.3775899685335,40.3,1.251,0.0,6.72,4073.871907981455
1731069785.8,19.8,0.96,0.0,0.777,3444.2211906322173,7.68,0.895,0.0,2.38,4094.321749203402,19.8,0.469,0.0,0.836,861.418283994482,39.7,1.387,0.0,1.52,4074.2311323731824
1731069786.3,19.8,0.654,0.0,1.16,3444.384039273204,8.32,0.594,0.0,0.876,4094.2280201522726,20.5,0.371,0.0,0.764,861.4589790001623,39.7,1.117,0.0,1.25,4074.162919332957
1731069786.8,19.8,0.379,0.0,1.01,3444.5468918277184,7.68,0.979,0.0,0.811,4094.134291153625,19.8,0.317,0.0,1.2,861.4996749854297,40.3,1.003,0.0,1.08,4074.309141045355
1731069787.3,20.5,0.385,0.0,6.37,3444.709748295203,8.32,0.777,0.0,2.02,4094.040562207463,19.8,0.333,0.0,0.932,861.5403719501484,40.3,0.928,0.0,0.962,4074.529485232024
1731069787.8,19.8,0.555,0.0,0.975,3444.872608675102,7.69,0.449,0.0,6.75,4093.9468333137897,19.8,0.305,0.0,8.47,861.5810698941794,39.7,1.04,0.0,2.25,4074.338676042247
1731069788.3,19.8,0.362,0.0,0.737,3445.0354729668616,8.31,0.881,0.0,2.31,4093.853104472607,20.5,0.567,0.0,0.829,861.6217688173842,39.7,1.047,0.0,1.31,4074.535674279796
1731069788.8,19.8,0.478,0.0,2.1,3445.1983411699234,8.32,0.462,0.0,0.813,4093.75937568392,19.8,0.529,0.0,0.803,861.662468719627,40.3,1.149,0.0,1.36,4074.376634364752
1731069789.3,20.5,0.474,0.0,0.806,3445.361213283739,7.69,0.796,0.0,0.888,4093.665646947732,19.8,0.438,0.0,0.802,861.7031696007627,40.3,1.095,0.0,2.75,4074.831387350336
1731069789.8,19.8,0.739,0.0,0.743,3445.52408930775,8.32,0.815,0.0,0.962,4093.5719182640487,19.8,0.709,0.0,1.06,861.7438714606562,39.0,1.225,0.016,5.36,4074.4815891128255
1731069790.3,19.9,0.507,0.0,1.01,3445.686969241403,7.68,0.421,0.0,0.983,4093.4781896328714,20.5,0.467,0.0,0.863,861.7845742991684,39.7,1.06,0.0,1.63,4074.410231675216
1731069790.8,19.8,0.514,0.0,0.859,3445.8498530841425,8.31,0.714,0.0,1.73,4093.384461054203,19.8,0.466,0.0,0.972,861.8252781161608,40.3,0.888,0.0,1.14,4074.8661678890144
1731069791.3,20.5,0.475,0.0,1.56,3446.012740835413,7.69,0.394,0.0,0.857,4093.290732528047,19.8,0.59,0.0,1.11,861.8659829114977,40.3,0.836,0.0,0.754,4074.333723424439
1731069791.8,19.8,0.456,0.0,1.06,3446.175632494664,7.69,0.857,0.0,1.03,4093.1970040544097,19.8,0.523,0.0,1.63,861.9066886850345,39.7,0.767,0.0,1.12,4074.6271873974433
1731069792.3,19.8,0.557,0.0,2.69,3446.3385280613397,8.31,0.444,0.0,0.949,4093.1032756332943,20.5,0.476,0.0,0.769,861.9473954366357,39.7,0.632,0.0,1.34,4075.2107053248737
1731069792.8,19.8,0.624,0.0,1.24,3446.5014275348854,8.32,0.39,0.0,1.67,4093.009547264702,19.8,0.533,0.0,0.996,861.9881031661627,40.3,0.769,0.0,1.91,4074.8020421977785
1731069793.3,20.5,0.51,0.0,0.886,3446.664330914748,7.69,0.747,0.0,0.808,4092.9158189486384,19.8,0.448,0.0,0.944,862.0288118734768,39.7,0.742,0.0,1.59,4074.7564857862303
1731069793.8,19.8,0.501,0.0,0.804,3446.82723820037,7.68,0.459,0.0,0.77,4092.822090685105,19.8,0.606,0.0,1.72,862.0695215584425,40.3,0.85,0.0,1.69,4075.0251879966127
1731069794.3,19.9,0.61,0.0,0.721,3446.9901493912043,8.31,0.906,0.0,0.867,4092.728362474109,20.5,0.718,0.0,0.857,862.1102322209156,39.7,0.81,0.0,1.7,4075.027123155333
1731069794.8,19.8,0.599,0.0,1.1,3447.153064486693,8.32,0.497,0.0,2.47,4092.6346343156506,19.8,0.525,0.0,1.4,862.1509438607604,40.3,0.833,0.0,0.819,4075.394113108377
1731069795.3,20.4,0.621,0.0,1.09,3447.315983486284,7.68,0.498,0.0,4.78,4092.540906209736,19.8,0.516,0.0,1.2,862.1916564778385,39.7,0.911,0.0,0.949,4075.179103817856
1731069795.8,19.9,0.691,0.0,2.74,3447.4789063894223,7.68,0.445,0.0,3.8,4092.447178156367,19.8,0.448,0.0,2.65,862.2323700720113,40.3,0.955,0.0,0.913,4075.76506240346
1731069796.3,19.8,0.782,0.0,0.79,3447.641833195553,8.33,0.504,0.0,0.978,4092.353450155545,20.5,0.409,0.0,1.16,862.2730846431436,39.7,0.915,0.0,2.57,4075.174775884089
1731069796.8,19.9,0.706,0.0,1.35,3447.8047639041274,8.31,1.137,0.0,1.77,4092.259722207279,19.8,0.407,0.0,1.18,862.3138001910911,40.3,0.944,0.0,0.792,4075.464902954874
1731069797.3,20.5,0.699,0.0,0.839,3447.96769851459,7.68,0.648,0.0,2.11,4092.1659943115696,19.8,0.529,0.0,1.69,862.3545167157182,40.3,0.94,0.0,0.874,4075.743823488677
1731069797.8,19.8,0.671,0.0,1.38,3448.130637026388,8.32,0.723,0.0,1.09,4092.072266468422,19.9,0.459,0.0,1.09,862.3952342168868,39.7,1.089,0.0,0.956,4075.4220406637614
1731069798.3,19.8,0.755,0.0,0.89,3448.2935794389678,7.69,0.665,0.0,1.23,4091.9785386778367,20.5,0.65,0.0,1.11,862.4359526944584,39.7,1.011,0.0,1.06,4075.895132490607
1731069798.8,19.9,0.859,0.0,0.752,3448.4565257517734,8.32,0.55,0.0,0.884,4091.884810939818,19.8,0.691,0.0,1.07,862.4766721482977,39.7,0.817,0.0,2.46,4075.761164902584
1731069799.3,19.8,0.495,0.0,1.12,3448.619475964258,7.68,1.045,0.0,0.727,4091.791083254373,19.8,0.554,0.0,0.942,862.5173925782605,40.9,0.939,0.0,0.684,4076.037606867973
1731069799.8,20.5,0.634,0.0,0.839,3448.7824300758666,8.31,0.795,0.0,0.783,4091.697355621503,19.8,0.532,0.0,0.918,862.5581139842114,39.7,1.013,0.0,0.818,4076.34764281684
1731069800.3,19.9,0.52,0.0,0.867,3448.9453880860456,7.68,0.613,0.0,0.803,4091.603628041212,20.5,0.555,0.0,1.43,862.5988363660126,39.7,0.958,0.0,1.1,4076.036690434828
1731069800.8,19.8,0.624,0.0,0.818,3449.108349994243,8.32,0.373,0.0,0.741,4091.5099005135016,19.8,0.585,0.0,2.24,862.6395597235255,40.3,0.983,0.0,1.1,4076.201053981881
1731069801.3,20.5,0.592,0.0,1.18,3449.271315799903,7.68,0.988,0.0,0.745,4091.4161730383767,19.8,0.632,0.0,1.04,862.680284056615,40.3,1.067,0.0,1.51,4076.383306342615
1731069801.8,19.8,0.734,0.0,0.78,3449.434285502479,8.32,0.659,0.0,1.03,4091.322445615842,19.8,0.645,0.0,0.888,862.7210093651371,39.7,1.266,0.0,0.892,4076.127207714597
1731069802.3,19.8,0.655,0.0,0.786,3449.597259101416,7.69,0.644,0.0,0.927,4091.2287182459017,20.5,0.681,0.0,0.826,862.7617356489566,39.7,1.214,0.0,0.989,4076.4558263431663
1731069802.8,19.8,0.68,0.0,1.3,3449.7602365961616,8.31,0.585,0.0,9.09,4091.134990928557,19.9,0.671,0.0,1.64,862.8024629079353,40.3,1.181,0.0,0.994,4076.081942735795
1731069803.3,20.5,0.684,0.0,1.21,3449.923217986164,7.68,0.336,0.0,0.882,4091.041263663813,19.8,0.667,0.0,1.05,862.8431911419351,39.7,1.081,0.0,0.855,4076.606281659842
1731069803.8,19.8,0.757,0.0,2.78,3450.086203270868,8.32,0.501,0.0,0.892,4090.947536451671,19.8,0.533,0.0,2.9,862.883920350821,39.7,1.046,0.016,4.22,4076.4963203020593
1731069804.3,19.8,0.778,0.0,0.904,3450.249192449727,7.68,0.497,0.0,0.831,4090.8538092921376,19.8,0.309,0.0,0.811,862.924650534449,39.7,1.151,0.0,0.852,4076.4980349482353
1731069804.8,19.9,0.799,0.0,1.3,3450.412185522188,8.32,0.647,0.0,1.48,4090.760082185217,20.5,0.299,0.0,1.35,862.9653816926841,39.7,1.101,0.016,4.2,4076.656178843391
1731069805.3,20.5,0.752,0.0,1.12,3450.575182487697,7.68,0.614,0.0,0.887,4090.66635513091,19.8,0.258,0.0,1.0,863.0061138253883,39.7,1.135,0.0,0.89,4076.960942857141
1731069805.8,19.8,0.795,0.0,1.71,3450.738183345704,8.32,0.319,0.0,0.807,4090.572628129221,19.8,0.274,0.0,2.71,863.0468469324235,40.3,1.287,0.0,3.65,4076.535652298584
1731069806.3,19.8,0.925,0.0,0.982,3450.9011880956537,7.68,0.548,0.0,1.4,4090.4789011801536,20.5,0.329,0.0,2.37,863.0875810136547,39.7,1.273,0.0,0.826,4076.3384145086575
1731069806.8,19.8,0.972,0.0,1.01,3451.064196737,8.32,0.75,0.0,0.899,4090.385174283713,19.8,0.319,0.0,1.06,863.1283160689383,40.3,1.71,0.0,3.66,4076.553395829052
1731069807.3,20.5,0.903,0.0,1.04,3451.2272092691896,7.68,0.737,0.0,0.836,4090.291447439901,19.8,0.323,0.0,1.27,863.1690520981391,39.7,1.226,0.0,0.849,4077.272888144884
1731069807.8,19.8,0.679,0.0,7.16,3451.390225691671,7.68,0.746,0.0,2.65,4090.197720648722,19.8,0.321,0.0,0.864,863.2097891011193,40.3,0.847,0.0,4.32,4077.2316661360815
1731069808.3,19.8,0.638,0.0,0.993,3451.5532460038926,8.31,0.479,0.0,0.728,4090.10399391018,19.9,0.444,0.0,1.45,863.2505270777411,39.7,1.078,0.0,0.799,4077.237525381028
1731069808.8,19.8,0.393,0.0,0.892,3451.716270205301,8.33,0.661,0.0,1.09,4090.010267224277,20.5,0.377,0.0,1.08,863.2912660278697,40.3,0.982,0.0,6.24,4077.518177890352
1731069809.3,20.5,0.39,0.0,1.18,3451.8792982953496,7.68,0.509,0.0,0.837,4089.9165405910176,19.8,0.361,0.0,2.58,863.3320059513611,40.3,0.997,0.0,1.25,4076.927402275941
1731069809.8,19.8,0.398,0.0,0.934,3452.042330273486,7.69,0.808,0.0,1.01,4089.822814010406,19.9,0.478,0.0,0.916,863.3727468480806,39.7,0.995,0.0,2.93,4077.394682914376
1731069810.3,19.8,0.423,0.0,1.04,3452.2053661391587,8.31,0.716,0.0,0.856,4089.729087482447,20.5,0.432,0.0,0.967,863.4134887178906,39.7,1.096,0.0,2.23,4077.089143944573
1731069810.8,19.8,0.536,0.0,1.5,3452.368405891817,7.68,0.358,0.0,0.778,4089.635361007141,19.8,0.399,0.0,1.11,863.454231560653,40.3,1.141,0.0,1.02,4077.259834468565
1731069811.3,20.5,0.463,0.0,1.0,3452.531449530908,8.32,0.65,0.0,0.779,4089.541634584492,19.8,0.43,0.0,0.968,863.4949753762335,40.3,1.077,0.0,0.891,4077.460675568768
1731069811.8,19.8,0.437,0.0,0.839,3452.6944970558857,8.32,0.304,0.0,0.857,4089.447908214505,19.8,0.497,0.0,6.32,863.5357201644881,39.1,0.763,0.0,0.858,4077.518687230016
1731069812.3,19.8,0.479,0.0,6.47,3452.8575484661974,7.68,0.767,0.0,0.873,4089.3541818971858,20.5,0.431,0.0,0.865,863.5764659252822,40.3,0.693,0.0,1.13,4077.608936531791
1731069812.8,19.8,0.417,0.0,0.874,3453.020603761293,7.68,0.41,0.0,0.956,4089.260455632535,19.8,0.425,0.0,2.06,863.6172126584781,40.3,0.691,0.0,0.896,4077.413097209368
1731069813.3,20.5,0.412,0.0,0.96,3453.1836629406216,8.33,0.463,0.0,0.974,4089.1667294205554,19.8,0.55,0.0,0.945,863.6579603639383,40.3,0.741,0.0,0.79,4077.792750080579
1731069813.8,19.8,0.418,0.0,0.869,3453.34672600363,8.31,0.86,0.0,1.62,4089.073003261252,19.8,0.443,0.0,0.927,863.698709041528,39.7,0.762,0.0,0.966,4077.47550056257
1731069814.3,19.8,0.47,0.0,0.969,3453.5097929497747,7.68,0.429,0.0,0.894,4088.979277154629,20.5,0.513,0.0,0.853,863.7394586911038,39.7,0.693,0.0,1.03,4077.601348355248
1731069814.8,19.8,0.643,0.0,0.83,3453.6728637785022,8.33,0.871,0.0,1.22,4088.885551100691,19.9,0.745,0.0,0.814,863.780209312531,40.3,0.731,0.0,1.14,4077.761542663001
1731069815.3,20.5,0.541,0.0,1.04,3453.8359384892624,7.67,0.51,0.0,1.0,4088.79182509944,19.8,0.563,0.0,0.732,863.8209609056722,40.3,0.805,0.0,1.86,4078.0677826618257
1731069815.8,19.9,0.529,0.0,0.838,3453.9990170815054,8.32,0.466,0.0,0.867,4088.698099150878,19.9,0.544,0.0,0.815,863.8617134703899,39.7,0.936,0.0,0.889,4077.901947080242
1731069816.3,19.8,0.61,0.0,1.17,3454.16209955468,7.69,0.705,0.0,1.02,4088.6043732550097,20.5,0.571,0.0,0.825,863.9024670065493,39.7,0.787,0.0,1.45,4078.2702369037215
1731069816.8,19.8,0.68,0.0,5.92,3454.32518590824,8.31,0.677,0.0,0.958,4088.5106474118415,19.8,0.476,0.0,0.792,863.9432215140073,40.3,0.945,0.0,0.836,4077.776811165951
1731069817.3,20.5,0.622,0.0,1.72,3454.4882761416343,7.68,1.285,0.0,3.76,4088.416921621376,19.8,0.388,0.0,0.883,863.9839769926292,40.4,0.83,0.0,0.885,4078.514246032537
1731069817.8,19.8,0.796,0.0,0.95,3454.651370254313,8.32,0.792,0.0,3.63,4088.323195883613,19.8,0.405,0.0,1.32,864.0247334422777,39.7,0.992,0.0,2.97,4078.18101768865
1731069818.3,19.8,0.82,0.0,0.86,3454.8144682457278,7.69,0.629,0.0,0.94,4088.2294701985606,20.5,0.508,0.0,0.836,864.0654908628153,39.7,1.106,0.0,7.29,4078.630823851048
1731069818.8,19.8,0.758,0.0,0.716,3454.977570115325,7.68,0.39,0.0,1.14,4088.1357445662193,19.8,0.505,0.0,1.28,864.1062492541076,40.3,0.959,0.0,3.55,4078.667553219651
1731069819.3,20.5,0.711,0.0,1.39,3455.140675862561,8.31,0.429,0.0,0.825,4088.0420189865954,19.8,0.508,0.0,0.952,864.1470086160115,40.3,1.111,0.0,2.2,4078.2427088751406
1731069819.8,19.8,0.75,0.0,1.32,3455.3037854868853,8.32,1.008,0.0,1.48,4087.948293459691,19.8,0.475,0.0,2.19,864.1877689483923,39.7,1.129,0.0,2.25,4078.2140420163546
1731069820.3,19.8,0.745,0.0,3.03,3455.466898987748,7.68,0.563,0.0,1.19,4087.854567985511,20.5,0.582,0.0,1.11,864.228530251113,39.7,0.988,0.0,3.18,4078.27679865529
1731069820.8,19.8,0.485,0.0,1.47,3455.6300163646,8.32,0.591,0.0,2.16,4087.760842564057,19.8,0.511,0.0,3.24,864.2692925240361,40.3,0.886,0.0,3.06,4078.440176097317
1731069821.3,20.5,0.582,0.0,2.03,3455.793137616891,7.68,0.359,0.0,0.956,4087.667117195332,19.8,0.731,0.0,1.26,864.3100557670274,40.3,1.022,0.0,3.22,4078.709623638587
1731069821.8,19.9,0.475,0.0,2.85,3455.956262744075,7.69,0.453,0.0,0.859,4087.573391879343,19.8,0.699,0.0,0.879,864.3508199799437,39.7,0.975,0.0,0.933,4078.561824982905
1731069822.3,19.8,0.528,0.0,1.93,3456.1193917456035,8.31,0.442,0.0,0.836,4087.479666616092,20.5,0.646,0.0,0.75,864.3915851626507,39.7,1.211,0.0,1.95,4078.431020933126
1731069822.8,19.8,0.728,0.0,7.53,3456.2825246209263,8.32,0.522,0.0,0.961,4087.3859414055833,19.8,0.75,0.0,0.878,864.4323513150113,40.3,1.071,0.0,10.0,4079.212250648872
1731069823.3,20.5,0.753,0.0,1.01,3456.445661369495,7.68,0.526,0.0,1.33,4087.2922162478185,19.8,0.65,0.0,1.08,864.4731184368881,40.3,1.156,0.0,1.19,4078.780283862046
1731069823.8,19.8,0.689,0.0,0.849,3456.6088019907597,7.68,0.318,0.0,1.46,4087.198491142802,19.9,0.744,0.0,2.26,864.5138865281472,39.7,1.188,0.0,0.911,4079.035175498197
1731069824.3,19.8,0.589,0.0,0.933,3456.7719464841757,8.32,0.493,0.0,5.92,4087.1047660905374,20.5,0.636,0.0,3.45,864.5546555886453,39.6,1.078,0.0,1.04,4079.009900931799
1731069824.8,19.8,0.689,0.0,0.836,3456.9350948491933,8.31,0.507,0.0,1.04,4087.011041091032,19.9,0.717,0.0,1.36,864.5954256182483,40.3,1.035,0.0,1.29,4079.409606195821
1731069825.3,20.5,0.884,0.0,0.849,3457.098247085264,7.68,0.617,0.0,0.794,4086.917316144285,19.8,0.662,0.0,1.83,864.6361966168193,40.3,1.059,0.0,1.0,4078.943699897302
1731069825.8,19.8,0.726,0.0,0.92,3457.26140319184,7.69,0.909,0.0,0.84,4086.823591250301,19.8,0.346,0.0,2.19,864.676968584221,39.7,1.091,0.0,0.89,4079.1809000221447
1731069826.3,19.9,0.991,0.0,0.926,3457.42456316837,8.32,0.536,0.0,1.05,4086.729866409082,20.5,0.495,0.0,1.44,864.7177415203195,39.7,1.211,0.0,1.0,4079.282893633874
1731069826.8,19.8,0.864,0.0,1.49,3457.587727014312,8.32,0.704,0.0,0.998,4086.636141620635,19.9,0.274,0.0,1.56,864.7585154249716,40.3,1.118,0.0,0.776,4079.8392414025816
1731069827.3,20.5,0.962,0.0,0.914,3457.750894729116,7.68,0.607,0.0,1.5,4086.542416884964,19.8,0.355,0.0,4.13,864.7992902980436,40.3,1.248,0.0,1.18,4079.228865733948
1731069827.8,19.8,0.838,0.0,1.23,3457.914066312233,7.69,0.792,0.0,0.873,4086.448692202069,19.8,0.392,0.0,0.846,864.8400661393983,39.7,1.243,0.0,1.05,4079.666268762187
1731069828.3,19.8,0.982,0.0,0.781,3458.077241763117,8.3,0.735,0.0,0.937,4086.354967571957,20.5,0.343,0.0,0.961,864.8808429488989,39.7,1.414,0.0,8.62,4079.56029114092
1731069828.8,19.8,0.847,0.0,0.723,3458.240421081217,8.34,0.348,0.0,1.23,4086.261242994626,19.8,0.519,0.0,1.18,864.9216207264112,39.7,0.995,0.0,0.7,4079.8103945370176
1731069829.3,19.8,0.517,0.0,1.16,3458.4036042659905,7.68,0.771,0.0,2.97,4086.167518470088,19.8,0.486,0.0,2.27,864.9623994717927,40.3,0.993,0.0,1.31,4079.646064209194
1731069829.8,20.5,0.355,0.0,1.22,3458.5667913168886,7.68,0.432,0.0,1.9,4086.073793998341,19.8,0.393,0.0,0.752,865.0031791849091,39.7,0.979,0.0,0.852,4079.867049432406
1731069830.3,19.8,0.358,0.0,1.52,3458.7299822333634,8.32,0.752,0.0,1.25,4085.980069579391,20.5,0.388,0.0,1.08,865.0439598656238,39.7,1.006,0.0,0.859,4079.812938407289
1731069830.8,19.9,0.394,0.0,0.786,3458.893177014868,8.32,0.696,0.0,2.1,4085.88634521324,19.9,0.335,0.0,1.69,865.0847415137999,40.3,1.039,0.0,0.843,4080.2095758229866
1731069831.3,20.5,0.427,0.0,1.2,3459.0563756608526,7.68,0.369,0.0,1.2,4085.79262089989,19.8,0.422,0.0,2.84,865.1255241293035,39.7,1.036,0.016,0.837,4080.037078010627
1731069831.8,19.8,0.442,0.0,0.928,3459.219578170775,8.32,0.644,0.0,2.36,4085.6988966393496,19.8,0.485,0.0,1.13,865.1663077119919,39.7,1.052,0.0,0.815,4079.937531246952
1731069832.3,19.9,0.414,0.0,0.703,3459.382784544087,7.68,0.335,0.0,1.13,4085.605172431619,20.5,0.431,0.0,1.74,865.2070922617313,39.7,1.188,0.0,0.85,4080.4706673303385
1731069832.8,19.8,0.602,0.0,0.873,3459.545994780241,8.32,1.383,0.0,1.38,4085.511448276703,19.8,0.516,0.0,0.988,865.2478777783849,40.3,1.212,0.0,0.994,4079.9919866824016
1731069833.3,19.9,0.447,0.0,0.815,3459.7092088786894,7.67,0.933,0.0,0.757,4085.4177241746047,19.8,0.452,0.0,7.64,865.2886642618162,39.7,0.74,0.0,0.939,4080.2395971011233
1731069833.8,20.5,0.388,0.0,0.903,3459.8724268388846,8.32,0.512,0.0,0.924,4085.3240001253257,19.8,0.495,0.0,0.857,865.3294517118911,40.4,0.84,0.0,1.69,4079.9810704750817
1731069834.3,19.9,0.444,0.0,0.779,3460.035648660285,7.67,0.734,0.0,1.09,4085.230276128874,20.5,0.467,0.0,4.23,865.3702401284672,39.7,0.982,0.0,0.852,4080.443071458677
1731069834.8,19.8,0.504,0.0,0.815,3460.1988743423403,8.33,0.413,0.0,0.915,4085.136552185251,19.8,0.578,0.0,0.796,865.4110295114108,40.1,0.714,0.0,1.14,4080.605970648704
1731069835.3,20.5,0.448,0.0,0.818,3460.362103884506,7.68,0.851,0.0,0.793,4085.042828294461,19.8,0.572,0.0,4.25,865.4518198605853,40.5,0.724,0.0,1.03,4080.6049257058926
1731069835.8,19.8,0.46,0.0,1.074,3460.5253372862344,7.68,0.472,0.0,1.08,4084.949104456505,19.8,0.501,0.0,0.979,865.4926111758539,39.7,0.793,0.0,0.823,4080.509364936996
1731069836.3,19.9,0.598,0.0,1.33,3460.6885745469776,8.31,0.593,0.0,3.89,4084.855380671389,20.5,0.569,0.0,1.55,865.5334034570833,39.7,0.851,0.0,1.12,4080.68581204054
1731069836.8,19.8,0.627,0.0,1.61,3460.8518156661944,7.69,0.612,0.0,1.55,4084.761656939116,19.8,0.647,0.0,0.814,865.5741967041307,40.3,0.779,0.0,1.1,4080.5186640693473
1731069837.3,20.5,0.579,0.0,0.85,3461.0150606433367,8.32,0.529,0.0,0.846,4084.6679332596914,19.8,0.539,0.0,0.849,865.6149909168626,39.7,0.857,0.0,2.41,4081.26060240308
1731069837.8,19.9,0.578,0.0,1.0,3461.178309477858,8.31,0.929,0.0,0.775,4084.574209633117,19.9,0.484,0.0,0.785,865.6557860951424,40.3,0.754,0.0,0.868,4080.775494425091
1731069838.3,19.8,0.666,0.0,1.11,3461.341562169213,7.68,0.655,0.0,1.07,4084.480486059396,19.9,0.396,0.0,0.923,865.6965822388338,39.7,0.922,0.0,0.825,4081.084068979957
1731069838.8,19.8,0.652,0.0,2.61,3461.5048187168527,8.32,0.479,0.0,1.23,4084.386762538533,20.5,0.413,0.0,1.06,865.7373793478032,40.3,0.882,0.0,0.852,4080.8143324753
1731069839.3,20.5,0.691,0.0,0.76,3461.668079120238,7.68,0.311,0.0,2.5,4084.293039070531,19.8,0.594,0.0,0.8,865.7781774219081,40.3,0.908,0.0,1.76,4081.3718681018304
1731069839.8,19.9,0.661,0.0,1.5,3461.8313433788194,8.32,0.393,0.0,0.88,4084.199315655396,19.9,0.62,0.0,0.801,865.8189764610152,39.7,1.133,0.0,1.17,4081.231687633248
1731069840.3,19.8,0.785,0.0,1.04,3461.994611492052,7.68,1.01,0.0,1.01,4084.105592293128,20.5,0.474,0.0,0.835,865.8597764649879,39.7,1.039,0.0,2.31,4081.565660656968
1731069840.8,19.8,0.891,0.0,2.78,3462.15788345939,8.32,0.52,0.0,1.17,4084.011868983733,19.9,0.576,0.0,3.99,865.9005774336902,40.3,0.952,0.0,1.14,4081.420443194892
1731069841.3,20.5,0.841,0.0,1.37,3462.3211592802872,7.68,0.48,0.0,2.84,4083.918145727213,19.8,0.677,0.0,1.0,865.9413793669881,40.3,1.079,0.0,1.52,4081.6182986781832
1731069841.8,19.8,0.621,0.0,1.41,3462.484438954202,7.68,0.33,0.0,0.983,4083.824422523573,19.8,0.545,0.0,1.47,865.9821822647398,39.7,0.897,0.0,0.795,4081.855076303731
1731069842.3,19.8,0.486,0.0,1.99,3462.647722480588,8.31,0.508,0.0,1.46,4083.7306993728175,20.5,0.496,0.0,1.06,866.0229861268118,39.7,1.177,0.0,1.08,4081.7803049064623
1731069842.8,19.9,0.478,0.0,0.883,3462.811009858898,7.68,0.473,0.0,6.25,4083.636976274948,19.8,0.596,0.0,0.921,866.0637909530677,40.3,1.055,0.0,0.885,4081.183269639684
1731069843.3,20.5,0.599,0.0,0.853,3462.97430108859,8.33,0.523,0.0,0.997,4083.5432532299697,19.8,0.649,0.0,0.807,866.1045967433714,39.7,1.013,0.0,1.47,4081.762229012343
1731069843.8,19.8,0.676,0.0,0.88,3463.1375961691147,8.32,0.572,0.0,0.907,4083.449530237884,19.9,0.846,0.0,3.88,866.1454034975894,40.3,1.175,0.0,3.375,4081.771471960833
1731069844.3,19.8,0.555,0.0,0.826,3463.300895099933,7.68,0.608,0.0,0.768,4083.3558072986975,20.5,0.795,0.0,1.67,866.1862112155798,39.7,1.188,0.0,5.28,4081.882264456108
1731069844.8,19.8,0.613,0.0,1.07,3463.464197880498,8.32,0.578,0.0,0.818,4083.262084412412,19.9,0.652,0.0,1.09,866.2270198972092,40.3,1.302,0.0,4.415,4081.617500325525
