Time,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F4Distance,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,F1C1Distance,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1S1Distance,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1F2Distance
1731070780.55,-0.5230590715676572,-0.15259997139399126,-0.08585116453692851,-0.009171748168274077,0.32361043656105076,0.9999659666317757,0.572480229892351,-0.07874317820644873,-0.13637302715027202,-0.34918684477562545,0.7117884961418437,0.42427539892814364,-0.14574457356071366,-0.15901679917759842,0.34415949491104775,-0.5523792619826028,-0.35504904291024414,-0.0400233482959809,-0.25551825467992717,0.3235668321911685
1731070781.05,-0.5230590715676572,0.14940325657486575,-0.08585116453692851,-0.1629610250368781,0.3239660363115346,-0.9665645933022396,-0.32699713318686496,-0.07874317820644873,-0.23871065930939922,-0.349533144093334,-0.555698624888636,0.8651614423202958,-0.14574457356071366,-0.19409820621856141,0.3446541771357519,-0.5523792619826028,-0.24922299701922548,-0.0400233482959809,-0.23109348592946535,0.323922445771951
1731070781.55,1.5402056016320396,-0.35762968579486687,-0.08585116453692851,1.7901909062358676,0.3243216422942488,0.9999659666317757,0.4144881980540856,-0.07874317820644873,-0.2320496299972667,-0.3498794431878443,0.7117884961418437,0.7590835972936129,-0.14574457356071366,0.14757701025602735,0.345620230717097,1.5654901422388978,0.4562839755875647,-0.0400233482959809,-0.2217250814772335,0.324278065596418
1731070782.05,-0.5230590715676572,-0.2717388594917973,-0.08585116453692851,-0.19529332273320252,0.3246772545083527,-0.9665645933022396,-0.40599314910599765,-0.07874317820644873,-0.2063138349276637,-0.3502257420591444,-0.555698624888636,0.8684763749773797,-0.14574457356071366,-0.19763582709664168,0.34822612707917905,-0.5523792619826028,-0.17867229975854643,-0.0400233482959809,-0.09960123772492463,0.3246336916637293
1731070782.55,-0.2283069753962779,-0.43520849664925204,-0.08585116453692851,-0.23859048660480217,0.3250328729530065,0.9999659666317757,0.6694298857931049,-0.07874317820644873,-0.2732269021086315,-0.35057204070721426,-0.555698624888636,-0.3746233714290654,-0.14574457356071366,-0.19468780969824145,0.3482041139828515,-0.5523792619826028,-0.1660739609619966,-0.0400233482959809,-0.24180023387487326,0.3249893239730428
1731070783.05,-0.5230590715676572,-0.43520849664925204,-0.08585116453692851,-0.23774703536055022,0.3253884976273664,-0.9665645933022396,0.5796616858849994,-0.07874317820644873,0.06648559281012795,-0.35091833913204373,0.7117884961418437,-0.7790451555932953,-0.14574457356071366,-0.21473432800736314,0.3471691867653844,-0.5523792619826028,0.4562839755875647,-0.0400233482959809,-0.019300628134365398,0.3253449625235433
1731070783.55,-0.5230590715676572,0.021952353028375504,-0.08585116453692851,-0.15255845969110413,0.3257441285306022,-0.9358375533032686,-0.1223256373963847,-0.07874317820644873,-0.14545624893954368,-0.35126463733360924,0.7117884961418437,-1.1602624111579385,-0.14574457356071366,-0.06762825982719073,0.34659991825179315,-0.5523792619826028,0.3252612521034464,-0.0400233482959809,-0.2551836688066332,0.32570060731434186
1731070784.05,1.5402056016320396,0.32118490918100445,-0.08585116453692851,-0.26867358098312144,0.3260997656618693,0.9692389266328074,0.204430610269119,-0.07874317820644873,1.9769899091535963,-0.3516109353118973,-0.555698624888636,-0.9547365864187396,-0.14574457356071366,-0.25748058028416676,0.34742188156217874,1.5654901422388978,0.2547105548427676,-0.0400233482959809,-0.26823251786509905,0.3260562583446175
1731070784.55,-0.5230590715676572,0.0025576503147791635,-0.08585116453692851,-0.07664784770842939,0.32645540902033177,0.9999659666317757,-0.2551825732603806,-0.07874317820644873,-0.16665043311451086,-0.3519572330668912,0.7117884961418437,-0.8088795495070501,-0.14574457356071366,-0.23419124283680476,0.3471690093265087,-0.5523792619826028,0.0959714860062397,-0.0400233482959809,-0.20098075733300566,0.3264119156135357
1731070785.05,-0.5230590715676572,-0.2107840795347803,-0.08585116453692851,-0.21525500218049845,0.32681105860514204,-0.9665645933022396,0.5688895018960268,-0.07874317820644873,-0.21751647513443206,-0.352303530598574,-0.555698624888636,-0.7790451555932953,-0.14574457356071366,-0.22652639760096413,0.34790590755239104,-0.5523792619826028,-0.14843628664682681,-0.0400233482959809,-0.20265368669947564,0.32676757912025356
