Time,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F4Distance,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,F1C1Distance,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1S1Distance,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1F2Distance
1731067774.96,-0.5230590715676572,-0.8092491918400383,-0.08585116453692851,-0.20400898559047256,-1.658341765603219,0.9999659666317757,0.36960409810003286,-0.07874317820644873,-0.15453947072881533,1.732121800159557,-0.555698624888636,-0.08953916291985374,-0.14574457356071366,-0.22652639760096413,-1.7246447067127824,-0.5523792619826028,0.5898263668309927,-0.0400233482959809,-0.20466120193923962,-1.6582301200701057
1731067775.46,1.5402056016320396,-0.6208435083365311,-0.08585116453692851,0.814598967051122,-1.6580451493907515,-0.9665645933022396,-0.4365143370747535,-0.07874317820644873,1.7832145109824684,1.731774403778876,0.7117884961418437,-0.7923048862216308,-0.14574457356071366,0.9229055860352927,-1.7246256905220614,1.5654901422388978,0.34037925865930624,-0.0400233482959809,-0.12302224885550443,-1.6579335734545728
1731067775.96,-0.5230590715676572,-0.36317102942732293,-0.08585116453692851,-0.1947310219037012,-1.6577485183774734,0.9999659666317757,0.5886385058758098,-0.07874317820644873,-0.22750801910263088,1.7314270075472808,-0.7669464783937209,-0.6431329166528574,-0.14574457356071366,-0.189381378381121,-1.7242444975734252,-0.5523792619826028,0.4008512848827454,-0.0400233482959809,0.7167882931124276,-1.6576370120231914
1731067776.46,-0.5230590715676572,-0.6873396319260043,-0.08585116453692851,-0.0007372357257546552,-1.6574518725656073,-0.9665645933022396,0.01950811845842174,-0.07874317820644873,0.6902001556734474,1.7310796114647886,0.7117884961418437,-0.6829121085378637,-0.14574457356071366,-0.0027718770623852878,-1.7220945138004258,-0.24982648995096596,0.7057310837592512,-0.0400233482959809,-0.21402960639147153,-1.6573404357781822
1731067776.96,-0.5230590715676572,-0.9228467363053882,-0.08585116453692851,-0.051344310380871186,-1.6571552119573718,0.9999659666317757,-0.3503368651629724,-0.07874317820644873,-0.22841634128155805,1.730732215531399,-0.555698624888636,-0.5768342635111803,-0.14574457356071366,-0.0440441206399888,-1.721871724274904,-0.5523792619826028,0.34541859417792614,-0.0400233482959809,-0.2076724747988856,-1.6570438447217635
1731067777.46,1.5402056016320396,-0.5488060411146021,-0.08585116453692851,-0.11600890577352004,-1.6568585365549926,-0.9665645933022396,0.3426736381276012,-0.07874317820644873,0.6871724150770234,1.7303848197471225,0.7117884961418437,-0.3845681694003166,-0.14574457356071366,-0.1354326599903965,-1.7235122384375448,1.5654901422388978,0.34793826193723615,-0.0400233482959809,-0.14309740125314419,-1.6567472388561344
1731067777.96,-0.5230590715676572,-0.8037078482075822,-0.08585116453692851,-0.0176062606107935,-1.6565618463606786,1.030693006630744,-0.45267261305821255,-0.07874317820644873,-0.21297486423979625,1.7300374241119825,-0.555698624888636,-0.175727412004034,-0.14574457356071366,0.0355523491168179,-1.723466770463526,-0.5523792619826028,0.6981720804813213,-0.0400233482959809,-0.05275921546376504,-1.6564506181835568
1731067778.46,-0.2283069753962779,-0.4462911839141643,-0.08585116453692851,-0.06259032697089702,-1.6562651413766534,-0.9665645933022396,0.29060808218090006,-0.07874317820644873,0.8234207419160982,1.7296900286259786,0.7117884961418437,0.12261652713351272,-0.14574457356071366,-0.061732225030390296,-1.7224080389986665,-0.24982648995096596,1.066043573340576,-0.0400233482959809,-0.27392047771109695,-1.6561539827062268
1731067778.96,-0.5230590715676572,-0.36871237305977905,-0.08585116453692851,-0.20625818890847775,-1.6559684216051356,0.9999659666317757,-0.28749912522729854,-0.07874317820644873,-0.20540551274873653,1.7293426332891182,-0.555698624888636,0.5867070991252522,-0.14574457356071366,-0.19763582709664168,-1.7211093404714874,-0.5523792619826028,0.9602175274495578,-0.0400233482959809,-0.14644325998608415,-1.655857332426364
1731067779.46,1.5402056016320396,-0.6402382110501275,-0.08585116453692851,-0.14693545139609118,-1.655671687048347,-0.9665645933022396,-0.4221514250894567,-0.07874317820644873,-0.12426206476457657,1.7289952381014142,-0.555698624888636,-1.2928597174412928,-0.14574457356071366,-0.24391970025152557,-1.7216113682863636,1.5654901422388978,0.7208490903151109,-0.0400233482959809,-0.16886051349678197,-1.655560667346186
