Time,Bitrate,Jitter,Datagrams,Delay,F1_X,F1_Y,F1_Z,S1_X,S1_Y,S1_Z,Distance
1731071782.23,40.3,0.705,0.0,1.2,7801.3,9800.8,0.0,11702.0821908,11702.4240367,0.0,4339.616996581341
1731071782.73,39.7,0.727,0.0,1.36,7801.4,9800.9,0.0,11701.8542441,11702.4282771,0.0,4339.280251254649
1731071783.23,40.4,0.902,0.0,0.843,7801.5,9801.0,0.0,11702.19347,11702.5214558,0.0,4339.492296774865
1731071783.73,39.7,1.109,0.0,1.27,7801.6,9801.1,0.0,11702.7192531,11702.7383035,0.0,4339.926227972759
1731071784.23,39.7,0.611,0.0,1.39,7801.7,9801.2,0.0,11703.0200921,11702.7787885,0.0,4340.080684721918
1731071784.73,40.3,0.249,0.0,0.803,7801.8,9801.3,0.0,11703.0790463,11702.7157561,0.0,4339.972358742019
1731071785.23,40.3,0.432,0.0,0.983,7801.9,9801.4,0.0,11702.8143631,11702.8739886,0.0,4339.6700563017785
1731071785.73,39.7,0.356,0.0,1.64,7802.0,9801.5,0.0,11703.0005296,11702.9524497,0.0,4339.7380739405935
1731071786.23,40.3,0.338,0.0,0.938,7802.1,9801.6,0.0,11703.4330742,11703.2362902,0.0,4340.117548644557
1731071786.73,39.7,0.524,0.0,1.49,7802.2,9801.7,0.0,11703.1299314,11703.7892687,0.0,4339.953676687819
1731071787.23,40.3,0.442,0.0,5.76,7802.3,9801.8,0.0,11703.3042789,11703.4754989,0.0,4339.839177563227
1731071787.73,39.7,0.358,0.0,0.918,7802.4,9801.9,0.0,11704.0608123,11703.7675688,0.0,4340.513488458563
1731071788.23,40.3,0.414,0.0,1.2,7802.5,9802.0,0.0,11704.0487222,11704.0288356,0.0,4340.483397405678
1731071788.73,39.7,0.382,0.0,1.55,7802.6,9802.1,0.0,11703.6775166,11703.7153627,0.0,4339.878659384232
1731071789.23,40.3,0.419,0.0,0.799,7802.7,9802.2,0.0,11704.2513804,11703.9718781,0.0,4340.373192506969
1731071789.73,39.7,0.46,0.0,1.02,7802.8,9802.3,0.0,11704.1361856,11704.3417339,0.0,4340.298007115328
1731071790.23,40.3,0.527,0.0,1.06,7802.9,9802.4,0.0,11704.7584228,11704.2048926,0.0,4340.663659060974
1731071790.73,39.7,0.562,0.0,1.1,7803.0,9802.5,0.0,11704.465833,11704.7106154,0.0,4340.4885521571
1731071791.23,40.3,0.487,0.0,1.02,7803.1,9802.6,0.0,11704.531937,11705.0326091,0.0,4340.555378198808
1731071791.73,39.7,0.628,0.0,1.45,7803.2,9802.7,0.0,11705.0993969,11705.2381748,0.0,4341.021816358436
1731071792.23,40.3,0.596,0.0,0.997,7803.3,9802.8,0.0,11704.8604234,11704.7329108,0.0,4340.4518813857785
1731071792.73,39.7,0.584,0.0,0.951,7803.4,9802.9,0.0,11705.5993954,11704.9700218,0.0,4341.086325943126
1731071793.23,39.1,0.481,0.032,1.49,7803.5,9803.0,0.0,11705.3122389,11705.0158487,0.0,4340.714576695387
1731071793.73,39.7,0.484,0.0,1.39,7803.6,9803.1,0.0,11705.2701062,11705.8159917,0.0,4340.893659453734
1731071794.23,40.3,0.506,0.0,0.878,7803.7,9803.2,0.0,11705.36774,11705.7825369,0.0,4340.8330379172085
1731071794.73,39.7,0.519,0.0,1.32,7803.8,9803.3,0.0,11705.8416583,11705.8387105,0.0,4341.149922320078
1731071795.23,40.3,0.566,0.0,1.72,7803.9,9803.4,0.0,11705.9563957,11706.1720933,0.0,4341.265455401747
1731071795.73,39.7,0.738,0.0,0.705,7804.0,9803.5,0.0,11706.4885862,11706.1331143,0.0,4341.593017897024
