Time,Bitrate,Jitter,Datagrams,Delay,F1_X,F1_Y,F1_Z,F2_X,F2_Y,F2_Z,Distance
1731071782.23,19.8,0.671,0.0,0.84,7801.3,9800.8,0.0,7300.8,10701.2,0.0,1030.1555270928766
1731071782.73,19.8,0.72,0.0,1.21,7801.4,9800.9,0.0,7300.9,10701.35,0.0,1030.1992295182527
1731071783.23,20.5,1.388,0.0,5.38,7801.5,9801.0,0.0,7301.0,10701.5,0.0,1030.2429325164042
1731071783.73,19.8,0.935,0.0,0.843,7801.6,9801.1,0.0,7301.1,10701.65,0.0,1030.2866360872583
1731071784.23,19.8,0.672,0.0,1.2,7801.7,9801.2,0.0,7301.2,10701.8,0.0,1030.3303402307424
1731071784.73,20.5,0.735,0.0,1.34,7801.8,9801.3,0.0,7301.3,10701.95,0.0,1030.3740449467866
1731071785.23,19.9,0.728,0.0,0.809,7801.9,9801.4,0.0,7301.4,10702.1,0.0,1030.4177502353116
1731071785.73,19.8,0.883,0.0,1.17,7802.0,9801.5,0.0,7301.5,10702.25,0.0,1030.4614560962482
1731071786.23,19.8,0.825,0.0,2.13,7802.1,9801.6,0.0,7301.6,10702.4,0.0,1030.505162529523
1731071786.73,20.5,0.836,0.0,0.731,7802.2,9801.7,0.0,7301.7,10702.55,0.0,1030.5488695350634
1731071787.23,19.9,0.874,0.0,1.25,7802.3,9801.8,0.0,7301.8,10702.7,0.0,1030.5925771128
1731071787.73,19.8,0.837,0.0,1.23,7802.4,9801.9,0.0,7301.9,10702.85,0.0,1030.6362852626532
1731071788.23,19.9,0.913,0.0,6.49,7802.5,9802.0,0.0,7302.0,10703.0,0.0,1030.679993984554
1731071788.73,20.5,0.993,0.0,1.28,7802.6,9802.1,0.0,7302.1,10703.15,0.0,1030.723703278429
1731071789.23,19.8,1.143,0.0,1.33,7802.7,9802.2,0.0,7302.2,10703.3,0.0,1030.7674131442056
1731071789.73,19.8,0.91,0.0,0.828,7802.8,9802.3,0.0,7302.3,10703.45,0.0,1030.8111235818144
1731071790.23,19.8,0.693,0.0,1.2,7802.9,9802.4,0.0,7302.4,10703.6,0.0,1030.8548345911763
1731071790.73,20.5,0.893,0.0,1.46,7803.0,9802.5,0.0,7302.5,10703.75,0.0,1030.8985461722216
1731071791.23,19.8,0.844,0.0,0.94,7803.1,9802.6,0.0,7302.6,10703.9,0.0,1030.9422583248775
1731071791.73,19.8,0.739,0.0,2.83,7803.2,9802.7,0.0,7302.7,10704.05,0.0,1030.9859710490718
1731071792.23,19.8,0.988,0.0,2.13,7803.3,9802.8,0.0,7302.8,10704.2,0.0,1031.0296843447345
1731071792.73,20.5,0.854,0.0,3.25,7803.4,9802.9,0.0,7302.9,10704.35,0.0,1031.0733982117865
1731071793.23,19.8,0.966,0.0,0.745,7803.5,9803.0,0.0,7303.0,10704.5,0.0,1031.1171126501586
1731071793.73,19.8,0.805,0.0,1.19,7803.6,9803.1,0.0,7303.1,10704.65,0.0,1031.160827659778
1731071794.23,19.8,0.946,0.0,1.17,7803.7,9803.2,0.0,7303.2,10704.8,0.0,1031.2045432405723
1731071794.73,20.5,0.924,0.0,0.863,7803.8,9803.3,0.0,7303.3,10704.95,0.0,1031.2482593924717
1731071795.23,19.9,0.976,0.0,1.24,7803.9,9803.4,0.0,7303.4,10705.1,0.0,1031.2919761153973
1731071795.73,19.8,1.009,0.0,1.13,7804.0,9803.5,0.0,7303.5,10705.25,0.0,1031.3356934092799
1731071796.23,19.8,0.96,0.0,0.872,7804.1,9803.6,0.0,7303.6,10705.4,0.0,1031.3794112740466
1731071796.73,20.5,1.044,0.0,1.21,7804.2,9803.7,0.0,7303.7,10705.55,0.0,1031.4231297096248
1731071797.23,19.8,1.046,0.0,1.53,7804.3,9803.8,0.0,7303.8,10705.7,0.0,1031.4668487159452
1731071797.73,19.8,1.208,0.0,0.819,7804.4,9803.9,0.0,7303.9,10705.85,0.0,1031.5105682929288
1731071798.23,19.8,1.184,0.0,5.0,7804.5,9804.0,0.0,7304.0,10706.0,0.0,1031.5542884405068
1731071798.73,19.8,0.703,0.0,1.26,7804.6,9804.1,0.0,7304.1,10706.15,0.0,1031.5980091586057
1731071799.23,20.5,0.517,0.0,0.948,7804.7,9804.2,0.0,7304.2,10706.3,0.0,1031.6417304471536
1731071799.73,19.9,0.627,0.0,1.13,7804.8,9804.3,0.0,7304.3,10706.45,0.0,1031.6854523060808
1731071800.23,19.8,0.721,0.0,0.808,7804.9,9804.4,0.0,7304.4,10706.6,0.0,1031.7291747353088
1731071800.73,20.5,0.744,0.0,1.2,7805.0,9804.5,0.0,7304.5,10706.75,0.0,1031.772897734768
1731071801.23,19.8,0.624,0.0,1.04,7805.1,9804.6,0.0,7304.6,10706.9,0.0,1031.816621304386
1731071801.73,19.8,0.677,0.0,0.943,7805.2,9804.7,0.0,7304.7,10707.05,0.0,1031.8603454440904
1731071802.23,19.8,0.756,0.0,0.823,7805.3,9804.8,0.0,7304.8,10707.2,0.0,1031.9040701538115
1731071802.73,19.8,0.584,0.0,1.27,7805.4,9804.9,0.0,7304.9,10707.35,0.0,1031.9477954334711
1731071803.23,20.5,0.534,0.0,1.4,7805.5,9805.0,0.0,7305.0,10707.5,0.0,1031.9915212829997
1731071803.73,19.8,0.606,0.0,0.767,7805.6,9805.1,0.0,7305.1,10707.65,0.0,1032.0352477023246
1731071804.23,19.8,0.618,0.0,1.18,7805.7,9805.2,0.0,7305.2,10707.8,0.0,1032.0789746913738
1731071804.73,19.8,0.649,0.0,1.26,7805.8,9805.3,0.0,7305.3,10707.95,0.0,1032.1227022500777
1731071805.23,20.5,0.705,0.0,0.869,7805.9,9805.4,0.0,7305.4,10708.1,0.0,1032.1664303783577
1731071805.73,19.8,0.728,0.0,0.995,7806.0,9805.5,0.0,7305.5,10708.25,0.0,1032.2101590761447
1731071806.23,19.8,0.849,0.0,1.54,7806.1,9805.6,0.0,7305.6,10708.4,0.0,1032.2538883433663
1731071806.73,20.5,0.858,0.0,0.784,7806.2,9805.7,0.0,7305.7,10708.55,0.0,1032.2976181799497
1731071807.23,19.8,0.908,0.0,1.17,7806.3,9805.8,0.0,7305.8,10708.7,0.0,1032.3413485858264
1731071807.73,19.8,0.979,0.0,1.4,7806.4,9805.9,0.0,7305.9,10708.85,0.0,1032.3850795609171
1731071808.23,19.8,0.93,0.0,0.72,7806.5,9806.0,0.0,7306.0,10709.0,0.0,1032.428811105153
1731071808.73,20.5,0.91,0.0,1.18,7806.6,9806.1,0.0,7306.1,10709.15,0.0,1032.472543218462
1731071809.23,19.8,1.024,0.0,4.85,7806.7,9806.2,0.0,7306.2,10709.3,0.0,1032.5162759007712
1731071809.73,19.8,1.034,0.0,0.768,7806.8,9806.3,0.0,7306.3,10709.45,0.0,1032.5600091520118
1731071810.23,19.8,1.068,0.0,1.36,7806.9,9806.4,0.0,7306.4,10709.6,0.0,1032.603742972105
1731071810.73,20.5,1.209,0.0,1.49,7807.0,9806.5,0.0,7306.5,10709.75,0.0,1032.647477360982
1731071811.23,19.8,1.018,0.0,0.881,7807.1,9806.6,0.0,7306.6,10709.9,0.0,1032.6912123185705
1731071811.73,19.8,0.712,0.0,1.28,7807.2,9806.7,0.0,7306.7,10710.05,0.0,1032.734947844798
1731071812.23,19.8,0.817,0.0,1.85,7807.3,9806.8,0.0,7306.8,10710.2,0.0,1032.7786839395953
1731071812.73,20.5,0.716,0.0,0.844,7807.4,9806.9,0.0,7306.9,10710.35,0.0,1032.8224206028842
1731071813.23,19.8,0.787,0.0,1.13,7807.5,9807.0,0.0,7307.0,10710.5,0.0,1032.8661578345957
1731071813.73,19.8,0.95,0.0,1.0,7807.6,9807.1,0.0,7307.1,10710.65,0.0,1032.9098956346572
1731071814.23,19.8,0.83,0.0,6.3,7807.7,9807.2,0.0,7307.2,10710.8,0.0,1032.953634002997
1731071814.73,20.5,0.864,0.0,1.78,7807.8,9807.3,0.0,7307.3,10710.95,0.0,1032.9973729395456
1731071815.23,19.8,0.953,0.0,0.921,7807.9,9807.4,0.0,7307.4,10711.1,0.0,1033.0411124442246
1731071815.73,19.8,0.874,0.0,0.813,7808.0,9807.5,0.0,7307.5,10711.25,0.0,1033.0848525169654
1731071816.23,19.8,0.903,0.0,1.2,7808.1,9807.6,0.0,7307.6,10711.4,0.0,1033.1285931576951
1731071816.73,20.5,0.938,0.0,1.11,7808.2,9807.7,0.0,7307.7,10711.55,0.0,1033.1723343663425
1731071817.23,19.8,0.95,0.0,0.819,7808.3,9807.8,0.0,7307.8,10711.7,0.0,1033.216076142838
1731071817.73,19.8,1.067,0.0,1.2,7808.4,9807.9,0.0,7307.9,10711.85,0.0,1033.2598184871033
1731071818.23,19.9,1.069,0.0,1.51,7808.5,9808.0,0.0,7308.0,10712.0,0.0,1033.3035613990692
1731071818.73,19.8,1.249,0.0,2.37,7808.6,9808.1,0.0,7308.1,10712.15,0.0,1033.347304878664
1731071819.23,20.5,1.069,0.0,1.22,7808.7,9808.2,0.0,7308.2,10712.3,0.0,1033.3910489258155
1731071819.73,19.8,1.079,0.0,1.56,7808.8,9808.3,0.0,7308.3,10712.45,0.0,1033.4347935404548
1731071820.23,19.8,0.677,0.0,0.989,7808.9,9808.4,0.0,7308.4,10712.6,0.0,1033.4785387225036
1731071820.73,20.5,0.676,0.0,1.09,7809.0,9808.5,0.0,7308.5,10712.75,0.0,1033.5222844718928
1731071821.23,19.8,0.678,0.0,0.865,7809.1,9808.6,0.0,7308.6,10712.9,0.0,1033.5660307885505
1731071821.73,19.9,0.673,0.0,1.11,7809.2,9808.7,0.0,7308.7,10713.05,0.0,1033.6097776724046
1731071822.23,19.8,0.662,0.0,1.29,7809.3,9808.8,0.0,7308.8,10713.2,0.0,1033.653525123386
1731071822.73,20.5,0.676,0.0,0.759,7809.4,9808.9,0.0,7308.9,10713.35,0.0,1033.6972731414169
1731071823.23,19.9,0.751,0.0,3.03,7809.5,9809.0,0.0,7309.0,10713.5,0.0,1033.7410217264282
1731071823.73,19.8,0.596,0.0,1.14,7809.6,9809.1,0.0,7309.1,10713.65,0.0,1033.7847708783481
1731071824.23,19.9,0.546,0.0,0.812,7809.7,9809.2,0.0,7309.2,10713.8,0.0,1033.8285205971042
1731071824.73,20.5,0.614,0.0,8.31,7809.8,9809.3,0.0,7309.3,10713.95,0.0,1033.8722708826283
1731071825.23,19.8,0.784,0.0,1.54,7809.9,9809.4,0.0,7309.4,10714.1,0.0,1033.9160217348415
1731071825.73,19.8,0.67,0.0,0.875,7810.0,9809.5,0.0,7309.5,10714.25,0.0,1033.9597731536755
1731071826.23,19.8,0.839,0.0,0.967,7810.1,9809.6,0.0,7309.6,10714.4,0.0,1034.003525139058
1731071826.73,20.5,0.719,0.0,1.55,7810.2,9809.7,0.0,7309.7,10714.55,0.0,1034.0472776909176
1731071827.23,19.8,0.829,0.0,0.825,7810.3,9809.8,0.0,7309.8,10714.7,0.0,1034.091030809185
1731071827.73,19.8,0.729,0.0,1.13,7810.4,9809.9,0.0,7309.9,10714.85,0.0,1034.1347844937823
1731071828.23,19.8,0.756,0.0,1.3,7810.5,9810.0,0.0,7310.0,10715.0,0.0,1034.1785387446405
1731071828.73,20.5,0.886,0.0,0.781,7810.6,9810.1,0.0,7310.1,10715.15,0.0,1034.222293561688
1731071829.23,19.8,0.907,0.0,1.19,7810.7,9810.2,0.0,7310.2,10715.3,0.0,1034.266048944853
1731071829.73,19.8,0.867,0.0,3.855,7810.8,9810.3,0.0,7310.3,10715.45,0.0,1034.309804894067
1731071830.23,19.9,0.935,0.0,6.52,7810.9,9810.4,0.0,7310.4,10715.6,0.0,1034.3535614092511
1731071830.73,19.8,1.127,0.0,4.08,7811.0,9810.5,0.0,7310.5,10715.75,0.0,1034.397318490337
1731071831.23,20.5,1.382,0.0,1.64,7811.1,9810.6,0.0,7310.6,10715.9,0.0,1034.4410761372533
