Time,F1_X,F1_Y,F1_Z
1731070776.37,7600.5,9600.0,0.0
1731070776.86,7600.6,9600.1,0.0
1731070777.36,7600.7,9600.2,0.0
1731070777.87,7600.8,9600.3,0.0
1731070778.37,7600.9,9600.4,0.0
1731070778.87,7601.0,9600.5,0.0
1731070779.37,7601.1,9600.6,0.0
1731070779.87,7601.2,9600.7,0.0
1731070780.37,7601.3,9600.8,0.0
1731070780.87,7601.4,9600.9,0.0
1731070781.37,7601.5,9601.0,0.0
1731070781.87,7601.6,9601.1,0.0
1731070782.37,7601.7,9601.2,0.0
1731070782.87,7601.8,9601.3,0.0
1731070783.37,7601.9,9601.4,0.0
1731070783.87,7602.0,9601.5,0.0
1731070784.37,7602.1,9601.6,0.0
1731070784.87,7602.2,9601.7,0.0
1731070785.37,7602.3,9601.8,0.0
1731070785.87,7602.4,9601.9,0.0
1731070786.37,7602.5,9602.0,0.0
1731070786.88,7602.6,9602.1,0.0
1731070787.38,7602.7,9602.2,0.0
1731070787.88,7602.8,9602.3,0.0
1731070788.38,7602.9,9602.4,0.0
1731070788.88,7603.0,9602.5,0.0
1731070789.38,7603.1,9602.6,0.0
1731070789.88,7603.2,9602.7,0.0
1731070790.38,7603.3,9602.8,0.0
1731070790.88,7603.4,9602.9,0.0
1731070791.38,7603.5,9603.0,0.0
1731070791.88,7603.6,9603.1,0.0
1731070792.38,7603.7,9603.2,0.0
1731070792.88,7603.8,9603.3,0.0
1731070793.38,7603.9,9603.4,0.0
1731070793.88,7604.0,9603.5,0.0
1731070794.38,7604.1,9603.6,0.0
1731070794.88,7604.2,9603.7,0.0
1731070795.38,7604.3,9603.8,0.0
1731070795.88,7604.4,9603.9,0.0
1731070796.39,7604.5,9604.0,0.0
1731070796.89,7604.6,9604.1,0.0
1731070797.39,7604.7,9604.2,0.0
1731070797.89,7604.8,9604.3,0.0
1731070798.39,7604.9,9604.4,0.0
1731070798.89,7605.0,9604.5,0.0
1731070799.39,7605.1,9604.6,0.0
1731070799.89,7605.2,9604.7,0.0
1731070800.39,7605.3,9604.8,0.0
1731070800.89,7605.4,9604.9,0.0
1731070801.39,7605.5,9605.0,0.0
1731070801.89,7605.6,9605.1,0.0
1731070802.39,7605.7,9605.2,0.0
1731070802.89,7605.8,9605.3,0.0
1731070803.39,7605.9,9605.4,0.0
1731070803.89,7606.0,9605.5,0.0
1731070804.39,7606.1,9605.6,0.0
1731070804.89,7606.2,9605.7,0.0
1731070805.39,7606.3,9605.8,0.0
1731070805.89,7606.4,9605.9,0.0
1731070806.4,7606.5,9606.0,0.0
1731070806.9,7606.6,9606.1,0.0
1731070807.4,7606.7,9606.2,0.0
1731070807.9,7606.8,9606.3,0.0
1731070808.4,7606.9,9606.4,0.0
1731070808.9,7607.0,9606.5,0.0
1731070809.4,7607.1,9606.6,0.0
1731070809.9,7607.2,9606.7,0.0
1731070810.4,7607.3,9606.8,0.0
1731070810.9,7607.4,9606.9,0.0
1731070811.4,7607.5,9607.0,0.0
1731070811.9,7607.6,9607.1,0.0
1731070812.4,7607.7,9607.2,0.0
1731070812.9,7607.8,9607.3,0.0
1731070813.4,7607.9,9607.4,0.0
1731070813.9,7608.0,9607.5,0.0
1731070814.4,7608.1,9607.6,0.0
1731070814.9,7608.2,9607.7,0.0
1731070815.41,7608.3,9607.8,0.0
1731070815.91,7608.4,9607.9,0.0
1731070816.41,7608.5,9608.0,0.0
