Time,Bitrate,Jitter,Datagrams,Delay,F1_X,F1_Y,F1_Z,F4_X,F4_Y,F4_Z,Distance
1731068776.81,19.8,0.569,0.0,1.24,7201.3,9200.8,0.0,9200.8,6799.2,0.0,3125.0092495863105
1731068777.31,19.8,0.581,0.0,0.809,7201.4,9200.9,0.0,9200.9,6799.1,0.0,3125.1629541513507
1731068777.81,20.5,0.517,0.0,1.05,7201.5,9201.0,0.0,9201.0,6799.0,0.0,3125.3166639558303
1731068778.31,19.8,0.454,0.0,1.24,7201.6,9201.1,0.0,9201.1,6798.9,0.0,3125.4703789989762
1731068778.81,19.9,0.411,0.0,0.887,7201.7,9201.2,0.0,9201.2,6798.8,0.0,3125.624099280015
1731068779.31,19.8,0.406,0.0,0.836,7201.8,9201.3,0.0,9201.3,6798.7,0.0,3125.7778247981723
1731068779.81,20.5,0.508,0.0,0.964,7201.9,9201.4,0.0,9201.4,6798.6,0.0,3125.9315555526796
1731068780.31,19.8,0.408,0.0,2.95,7202.0,9201.5,0.0,9201.5,6798.5,0.0,3126.0852915427627
1731068780.81,19.8,0.55,0.0,0.904,7202.1,9201.6,0.0,9201.6,6798.4,0.0,3126.239032767649
1731068781.31,19.8,0.498,0.0,1.03,7202.2,9201.7,0.0,9201.7,6798.3,0.0,3126.392779226565
1731068781.81,20.5,0.645,0.0,0.871,7202.3,9201.8,0.0,9201.8,6798.2,0.0,3126.5465309187375
1731068782.31,19.8,0.568,0.0,0.882,7202.4,9201.9,0.0,9201.9,6798.1,0.0,3126.7002878433996
1731068782.81,19.8,0.552,0.0,1.0,7202.5,9202.0,0.0,9202.0,6798.0,0.0,3126.8540499997757
1731068783.31,19.9,0.536,0.0,0.895,7202.6,9202.1,0.0,9202.1,6797.9,0.0,3127.007817387095
1731068783.81,20.5,0.671,0.0,0.746,7202.7,9202.2,0.0,9202.2,6797.8,0.0,3127.1615900045854
1731068784.31,19.8,0.605,0.0,0.857,7202.8,9202.3,0.0,9202.3,6797.7,0.0,3127.3153678514727
1731068784.81,19.8,0.706,0.0,1.09,7202.9,9202.4,0.0,9202.4,6797.6,0.0,3127.469150926991
1731068785.31,19.9,0.709,0.0,1.42,7203.0,9202.5,0.0,9202.5,6797.5,0.0,3127.622939230367
1731068785.81,20.5,0.716,0.0,0.97,7203.1,9202.6,0.0,9202.6,6797.4,0.0,3127.7767327608285
1731068786.31,19.8,0.797,0.0,0.904,7203.2,9202.7,0.0,9202.7,6797.3,0.0,3127.9305315176052
1731068786.81,19.9,0.478,0.0,0.953,7203.3,9202.8,0.0,9202.8,6797.2,0.0,3128.084335499923
1731068787.31,19.8,0.306,0.0,1.5,7203.4,9202.9,0.0,9202.9,6797.1,0.0,3128.2381447070165
1731068787.81,20.5,0.348,0.0,7.27,7203.5,9203.0,0.0,9203.0,6797.0,0.0,3128.3919591381127
