Time,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1S1Distance,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1F2Distance,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,F1C1Distance,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F4Distance
1731070918.05,39.7,0.719,0.0,0.841,4224.507000298413,19.8,0.865,0.0,1.21,955.688480886948,7.68,1.315,0.0,1.95,3882.541760367813,20.5,0.78,0.0,0.751,3821.4452514722734
1731070918.55,39.7,0.682,0.016,1.34,4224.689527040778,19.8,0.831,0.0,0.944,955.7310761924616,8.32,0.769,0.0,0.759,3882.448159859961,19.8,0.583,0.0,0.881,3821.615691039589
1731070919.05,39.7,0.614,0.0,0.903,4224.213890973849,19.8,0.871,0.0,1.27,955.773672215342,7.68,0.625,0.0,0.805,3882.354559413656,19.8,0.6,0.0,0.789,3821.786133472149
1731070919.55,40.3,0.539,0.0,1.92,4224.74452324828,20.5,0.957,0.0,4.42,955.8162689554928,8.32,0.402,0.0,0.921,3882.2609590289007,19.8,0.606,0.0,0.802,3821.956578769571
1731070920.05,39.7,0.632,0.0,0.883,4224.440603019109,19.8,1.013,0.0,0.921,955.858866412818,7.68,0.531,0.0,0.827,3882.1673587057016,20.5,0.721,0.0,0.783,3822.127026931472
1731070920.55,40.3,0.609,0.0,5.77,4224.6602738185375,19.8,1.038,0.0,1.09,955.9014645872252,7.68,0.56,0.0,1.3,3882.073758444061,19.8,0.831,0.0,0.906,3822.297477957464
1731070921.05,39.7,0.689,0.0,0.805,4224.750500981335,19.8,0.695,0.0,0.747,955.9440634786124,8.32,0.609,0.0,0.881,3881.9801582439854,19.8,0.722,0.0,0.856,3822.467931847172
1731070921.55,40.3,0.714,0.0,0.845,4224.470460510771,19.8,0.492,0.0,0.831,955.9866630868864,8.32,0.689,0.0,1.33,3881.8865581054783,19.9,0.823,0.0,0.798,3822.6383886002086
1731070922.05,39.7,0.837,0.0,0.892,4225.171027192374,20.5,0.477,0.0,0.83,956.0292634119515,7.69,0.442,0.0,1.11,3881.7929580285454,20.5,0.769,0.0,0.872,3822.808848216192
1731070922.55,40.3,0.814,0.0,0.845,4224.443489963252,19.9,0.483,0.0,0.896,956.0718644537122,8.31,0.541,0.0,0.904,3881.699358013189,19.8,0.813,0.0,0.902,3822.979310694737
1731070923.05,39.7,0.755,0.0,0.868,4225.07550486031,19.8,0.601,0.0,0.78,956.1144662120756,7.67,0.598,0.0,0.751,3881.605758059413,19.8,0.845,0.0,1.62,3823.149776035461
1731070923.55,39.7,0.786,0.0,0.903,4225.177554645669,20.5,0.47,0.0,0.825,956.1570686869396,8.34,0.64,0.0,0.771,3881.512158167226,19.9,0.871,0.0,0.868,3823.320244237984
1731070924.05,39.7,0.689,0.016,3.39,4225.380421582141,19.8,0.505,0.0,0.84,956.1996718782118,7.68,0.676,0.0,0.786,3881.418558336629,20.5,1.057,0.0,0.873,3823.4907153019217
1731070924.55,40.3,0.953,0.0,1.12,4224.950148173404,19.9,0.519,0.0,0.856,956.2422757857962,7.68,0.412,0.0,0.853,3881.324958567629,19.9,0.924,0.0,0.804,3823.661189226891
1731070925.05,39.7,0.855,0.0,1.64,4225.333637823221,19.8,0.59,0.0,0.901,956.2848804095972,8.32,0.547,0.0,0.846,3881.231358860227,19.8,1.057,0.0,0.802,3823.8316660125097
1731070925.55,40.3,0.868,0.0,0.833,4225.515187913728,19.8,0.579,0.0,0.945,956.327485749522,7.69,0.596,0.0,0.787,3881.137759214429,19.8,1.04,0.0,0.774,3824.0021456583927
1731070926.05,39.7,0.796,0.0,0.953,4225.147907664396,20.5,0.457,0.0,0.902,956.370091805469,8.31,0.854,0.0,0.838,3881.04415963024,20.5,1.162,0.0,0.884,3824.172628164162
1731070926.55,40.3,1.095,0.0,0.855,4225.203716290842,19.8,0.501,0.0,1.57,956.4126985773452,8.33,0.817,0.0,0.852,3880.950560107665,19.8,0.96,0.0,0.788,3824.343113529433
1731070927.05,39.7,0.96,0.0,0.788,4225.366980902431,19.8,0.541,0.0,0.76,956.4553060650554,7.68,0.638,0.0,0.715,3880.856960646708,19.8,0.405,0.0,0.788,3824.513601753824
1731070927.55,40.3,1.083,0.0,0.755,4225.403567517069,20.5,0.593,0.0,1.29,956.4979142685036,7.67,0.733,0.0,0.888,3880.763361247373,19.8,0.658,0.0,0.746,3824.684092836951
1731070928.05,39.7,0.511,0.0,0.743,4225.530965774878,19.8,0.569,0.0,0.769,956.5405231875972,8.32,0.547,0.0,0.73,3880.669761909662,19.8,0.459,0.031,0.754,3824.8545867784296
1731070928.55,40.3,0.514,0.0,1.35,4225.903110760757,19.8,0.512,0.0,0.806,956.5831328222348,8.32,0.884,0.0,0.799,3880.576162633584,19.8,0.513,0.0,0.823,3825.0250835778834
1731070929.05,39.7,0.749,0.0,0.769,4226.007265651183,19.8,0.536,0.0,0.774,956.6257431723234,7.68,0.846,0.0,0.727,3880.482563419143,19.8,0.461,0.0,0.782,3825.195583234928
1731070929.55,40.3,0.875,0.0,0.802,4225.818278862271,19.8,0.547,0.0,0.78,956.6683542377676,7.69,0.431,0.0,0.862,3880.38896426634,20.5,0.717,0.0,0.741,3825.366085749181
1731070930.05,39.7,0.668,0.0,1.23,4225.625657252367,20.5,0.65,0.0,0.905,956.7109660184718,8.31,0.677,0.0,1.15,3880.295365175183,19.8,0.499,0.0,0.728,3825.5365911202575
1731070930.55,40.3,0.825,0.0,0.917,4225.960205249235,19.8,0.688,0.0,0.828,956.7535785143436,8.32,0.336,0.0,0.787,3880.201766145672,19.9,0.687,0.0,0.838,3825.7070993477782
1731070931.05,39.7,0.806,0.0,1.78,4226.043230380853,19.8,0.638,0.0,0.803,956.7961917252812,7.68,0.828,0.0,0.606,3880.108167177817,19.8,0.842,0.0,0.693,3825.877610431363
1731070931.55,40.3,0.917,0.0,0.903,4225.848730560979,20.5,0.663,0.0,0.809,956.8388056511924,8.33,0.855,0.0,2.87,3880.0145682716193,20.5,0.553,0.0,0.994,3826.048124370628
1731070932.05,39.1,0.317,0.0,0.778,4225.957222610784,19.8,0.789,0.0,0.908,956.881420291981,7.67,0.418,0.0,1.25,3879.920969427084,19.8,0.525,0.0,0.894,3826.218641165192
1731070932.55,40.3,0.397,0.016,1.29,4226.126163704595,19.8,0.728,0.0,0.85,956.9240356475522,8.32,0.67,0.0,3.4,3879.827370644215,19.8,0.594,0.0,0.874,3826.389160814672
1731070933.05,39.7,0.329,0.0,0.755,4226.369836761517,19.8,0.825,0.0,0.719,956.9666517178132,7.68,0.364,0.0,1.11,3879.733771923016,19.8,0.583,0.0,0.844,3826.5596833186846
1731070933.55,40.3,0.349,0.0,0.833,4226.260109821736,20.5,0.778,0.0,1.01,957.0092685026624,8.32,0.98,0.0,1.35,3879.6401732634954,19.8,0.572,0.0,0.879,3826.7302086768536
1731070934.05,39.7,0.398,0.0,2.05,4226.248233824125,19.8,0.632,0.0,0.843,957.0518860020076,7.69,0.591,0.0,5.67,3879.5465746656528,20.5,0.65,0.0,2.04,3826.900736888794
1731070934.55,40.3,0.361,0.0,1.05,4226.451484767177,19.8,0.507,0.0,0.756,957.0945042157534,7.68,0.512,0.0,1.8,3879.452976129496,19.8,0.667,0.0,1.34,3827.071267954126
1731070935.05,39.7,0.448,0.0,8.75,4226.936047713506,19.8,0.793,0.0,0.756,957.137123143804,8.31,0.78,0.0,0.954,3879.359377655028,19.8,0.672,0.0,8.64,3827.241801872467
1731070935.55,40.3,0.404,0.0,1.15,4227.032172252559,20.5,0.592,0.0,0.815,957.1797427860675,7.69,0.514,0.0,0.801,3879.265779242252,20.5,0.629,0.0,1.34,3827.412338643433
1731070936.05,39.7,0.665,0.0,0.913,4226.6956401562975,19.8,0.672,0.0,0.931,957.222363142442,8.31,1.041,0.0,0.813,3879.172180891176,19.8,0.807,0.0,0.958,3827.582878266648
1731070936.55,40.3,0.455,0.0,0.885,4226.810487879463,19.9,0.953,0.0,0.785,957.2649842128354,8.32,0.633,0.0,0.85,3879.078582601801,19.8,0.849,0.0,1.83,3827.753420741728
1731070937.05,39.7,0.425,0.0,0.865,4227.0884560225695,19.8,0.78,0.0,0.845,957.3076059971522,7.69,0.589,0.0,1.3,3878.984984374135,19.8,0.768,0.0,0.842,3827.923966068293
1731070937.55,40.3,0.522,0.0,1.51,4227.047893187471,20.5,0.688,0.0,0.824,957.3502284952972,7.67,0.449,0.0,1.83,3878.8913862081786,19.8,0.824,0.0,0.857,3828.094514245959
1731070938.05,39.7,0.523,0.0,0.81,4227.371143639175,19.8,0.79,0.0,0.738,957.392851707178,8.32,0.541,0.0,1.14,3878.797788103938,20.5,0.886,0.0,0.841,3828.265065274346
1731070938.55,40.3,0.667,0.0,0.839,4226.8776042745685,19.8,0.811,0.0,0.949,957.435475632693,8.32,1.096,0.0,0.936,3878.704190061417,19.8,0.861,0.0,0.98,3828.435619153076
1731070939.05,39.7,0.702,0.0,0.868,4227.214177026774,19.8,0.779,0.0,0.88,957.4781002717503,7.69,0.789,0.0,0.984,3878.610592080623,19.8,0.809,0.0,1.12,3828.606175881766
1731070939.55,40.4,0.642,0.0,0.9,4227.5107335770135,20.5,0.917,0.0,0.766,957.5207256242544,8.31,0.598,0.0,0.879,3878.5169941615577,19.8,0.556,0.0,0.934,3828.776735460035
1731070940.05,39.7,0.844,0.0,0.748,4227.529079296199,19.8,0.923,0.0,0.881,957.5633516901102,7.68,0.396,0.0,7.1,3878.4233963042257,20.5,0.536,0.0,1.44,3828.947297887503
1731070940.55,39.7,0.582,0.0,0.821,4227.475609622103,19.8,0.945,0.0,1.29,957.6059784692252,8.32,0.452,0.0,1.09,3878.329798508631,19.9,0.579,0.0,0.888,3829.117863163785
1731070941.05,40.3,0.563,0.0,0.817,4227.626136996626,19.8,1.069,0.0,0.724,957.6486059614984,7.68,0.837,0.0,1.0,3878.2362007747793,19.8,0.736,0.0,0.93,3829.288431288507
1731070941.55,40.3,0.613,0.0,0.718,4227.419952224131,19.8,1.131,0.0,1.29,957.6912341668371,7.68,0.612,0.0,1.15,3878.142603102676,19.8,0.79,0.0,1.1,3829.4590022612856
1731070942.05,39.7,0.722,0.0,0.749,4227.289930517423,20.5,0.971,0.0,0.812,957.7338630851468,8.32,0.605,0.0,1.08,3878.049005492324,20.5,0.674,0.0,6.21,3829.62957608174
1731070942.55,40.3,0.686,0.0,0.894,4227.732788219835,19.8,0.705,0.0,1.29,957.776492716332,7.69,0.447,0.0,0.892,3877.955407943728,19.9,0.703,0.0,0.848,3829.800152749489
1731070943.05,39.7,0.67,0.0,0.896,4227.908691870746,19.8,0.488,0.0,0.802,957.8191230603002,8.31,0.51,0.0,0.911,3877.8618104568905,19.8,0.725,0.0,0.803,3829.970732264151
1731070943.55,40.3,0.733,0.0,0.822,4228.085806837827,19.9,0.517,0.0,1.0,957.8617541169504,8.32,0.524,0.0,0.862,3877.76821303182,19.8,0.83,0.0,0.889,3830.141314625349
1731070944.05,39.7,0.902,0.0,0.726,4227.692446604093,20.5,0.456,0.0,0.819,957.9043858861908,7.68,0.618,0.0,0.754,3877.67461566852,20.5,0.81,0.0,0.934,3830.311899832702
1731070944.55,40.3,0.862,0.0,0.823,4227.5611052706045,19.9,0.511,0.0,0.891,957.9470183679256,8.32,0.63,0.0,0.911,3877.581018366992,19.9,0.867,0.0,0.996,3830.482487885829
1731070945.05,39.7,0.515,0.0,1.28,4227.780994589844,19.8,0.59,0.0,0.878,957.9896515620604,7.68,0.417,0.0,0.982,3877.487421127244,19.8,1.03,0.0,1.45,3830.653078784349
1731070945.55,40.3,0.588,0.0,1.0,4227.608196209524,20.5,0.526,0.0,1.06,958.0322854685026,7.68,0.583,0.0,1.4,3877.393823949277,20.5,0.855,0.0,0.944,3830.82367252788
1731070946.05,38.4,1.455,0.016,1.09,4227.74191982737,19.8,0.657,0.0,0.767,958.0749200871512,8.32,0.732,0.0,2.08,3877.300226833099,19.8,1.049,0.0,0.873,3830.9942691160472
1731070946.55,40.9,0.785,0.0,0.901,4228.340650943956,19.8,0.665,0.0,0.736,958.1175554179142,8.32,0.751,0.0,0.781,3877.206629778712,19.8,1.178,0.0,0.818,3831.164868548468
1731070947.05,39.7,0.766,0.0,0.737,4228.320450825796,19.8,0.451,0.0,0.706,958.1601914606966,7.68,0.783,0.0,1.32,3877.1130327861215,19.8,0.963,0.0,0.756,3831.3354708247625
1731070947.55,40.3,0.993,0.0,0.843,4228.1593786136045,19.8,0.739,0.0,0.901,958.2028282154032,7.68,0.408,0.0,0.769,3877.0194358553335,20.5,1.018,0.0,0.918,3831.5060759445514
1731070948.05,39.7,0.842,0.0,0.818,4228.086505181523,20.5,0.451,0.0,0.825,958.2454656819424,8.32,0.609,0.0,1.99,3876.925838986348,19.2,0.566,0.0,0.852,3831.6766839074494
1731070948.55,40.3,0.942,0.0,0.921,4228.555645011054,19.8,0.432,0.0,0.816,958.2881038602123,7.68,0.506,0.0,0.844,3876.8322421791736,20.5,0.494,0.0,0.81,3831.847294713086
1731070949.05,39.0,0.5,0.0,0.812,4228.187757636697,19.8,0.564,0.0,0.871,958.3307427501218,8.32,0.767,0.0,0.815,3876.738645433813,19.8,0.624,0.0,0.862,3832.017908361077
1731070949.55,40.3,0.564,0.0,0.887,4228.277594053388,20.5,0.501,0.0,1.07,958.3733823515752,8.32,0.764,0.0,0.949,3876.645048750273,20.5,0.454,0.0,0.833,3832.188524851042
1731070950.05,40.3,0.68,0.0,0.882,4228.252904464332,19.8,0.491,0.0,1.16,958.4160226644782,7.68,0.38,0.0,0.757,3876.5514521285545,19.8,0.376,0.0,1.08,3832.359144182602
1731070950.55,40.3,0.639,0.0,0.778,4228.609154169192,19.8,0.602,0.0,1.02,958.4586636887384,8.32,0.632,0.0,0.718,3876.457855568663,19.9,0.857,0.0,0.721,3832.529766355376
1731070951.05,39.0,0.676,0.016,0.787,4228.806443134317,19.8,0.647,0.0,1.04,958.5013054242552,7.69,0.327,0.0,0.786,3876.364259070604,19.8,0.609,0.0,0.705,3832.700391368988
1731070951.55,40.3,0.739,0.0,0.817,4228.582876460776,20.5,0.591,0.0,0.851,958.5439478709362,8.31,0.788,0.0,0.871,3876.270662634384,20.5,0.502,0.0,0.875,3832.8710192230574
1731070952.05,39.7,0.873,0.0,0.868,4229.24794910985,19.8,0.595,0.0,1.03,958.5865910286868,7.69,0.911,0.0,0.956,3876.1770662600034,19.8,0.702,0.0,0.868,3833.041649917204
1731070952.55,40.3,0.826,0.0,0.906,4228.723051698355,19.8,0.711,0.0,0.984,958.629234897412,8.32,0.437,0.0,0.769,3876.083469947468,19.8,0.486,0.0,0.83,3833.212283451049
1731070953.05,39.7,0.982,0.0,1.74,4228.943450486184,19.9,0.706,0.0,2.65,958.6718794770202,7.68,0.707,0.0,0.807,3875.9898736967816,19.8,0.513,0.0,0.762,3833.3829198242106
1731070953.55,39.7,0.303,0.0,0.74,4228.927825801256,20.5,0.667,0.0,0.983,958.7145247674102,8.32,0.33,0.0,2.57,3875.8962775079513,20.5,0.614,0.0,0.748,3833.5535590363143
1731070954.05,40.3,0.422,0.0,0.9,4229.007690644787,19.8,0.779,0.0,1.22,958.7571707684904,7.68,0.85,0.0,6.23,3875.802681380981,19.8,0.544,0.0,0.76,3833.72420108698
1731070954.55,40.3,0.344,0.0,0.805,4228.740486821306,19.8,0.732,0.0,0.847,958.7998174801656,7.68,0.556,0.0,1.91,3875.7090853158734,19.9,0.754,0.0,1.04,3833.894845975826
1731070955.05,39.7,0.302,0.0,0.816,4229.024656627535,19.8,0.624,0.0,0.863,958.8424649023412,8.32,0.465,0.0,0.733,3875.6154893126336,19.8,0.662,0.0,1.04,3834.065493702476
1731070955.55,40.3,0.531,0.0,0.809,4229.483355999955,19.8,0.712,0.0,0.681,958.8851130349258,8.32,0.841,0.0,0.868,3875.521893371265,19.8,0.978,0.0,1.98,3834.2361442665465
1731070956.05,39.0,0.451,0.016,0.976,4229.682810579192,20.5,0.549,0.0,0.849,958.927761877818,7.68,0.435,0.0,0.846,3875.428297491775,20.5,0.671,0.0,5.88,3834.4067976676647
1731070956.55,40.3,0.461,0.0,0.73,4229.127112030465,19.8,0.593,0.0,1.17,958.9704114309262,8.33,0.95,0.0,0.895,3875.3347016741664,19.8,0.75,0.0,1.41,3834.5774539054496
1731070957.05,39.7,0.379,0.0,0.776,4229.719150097913,19.8,0.742,0.0,3.35,959.013061694156,7.68,0.578,0.0,0.921,3875.2411059184433,19.8,0.653,0.0,0.894,3834.748112979522
1731070957.55,39.7,0.423,0.0,0.749,4229.900146886201,20.5,0.599,0.0,1.38,959.055712667412,7.69,0.62,0.0,0.893,3875.1475102246113,20.5,0.665,0.0,0.944,3834.9187748895033
1731070958.05,40.3,0.582,0.0,0.859,4229.475834932737,19.9,0.665,0.0,0.783,959.0983643506032,8.31,0.658,0.0,0.843,3875.0539145926728,19.8,0.713,0.0,1.28,3835.089439635012
1731070958.55,39.7,0.492,0.0,0.817,4230.030275012497,19.8,0.956,0.0,0.863,959.1410167436284,8.32,0.426,0.0,0.805,3874.9603190226335,19.8,0.746,0.0,1.28,3835.260107215676
1731070959.05,40.3,0.5,0.0,0.774,4229.732903962872,19.8,0.831,0.0,0.864,959.183669846396,7.69,1.041,0.0,0.742,3874.8667235145,19.8,0.805,0.0,1.9,3835.430777631113
1731070959.55,40.3,0.586,0.0,0.812,4230.16237614835,19.9,0.776,0.0,0.757,959.2263236588116,7.68,0.883,0.0,0.883,3874.773128068274,20.5,0.724,0.0,1.38,3835.601450880944
1731070960.05,39.7,0.611,0.0,0.776,4229.9708509578495,20.5,0.737,0.0,0.704,959.26897818078,8.32,0.695,0.0,1.05,3874.679532683962,19.9,0.874,0.0,1.08,3835.772126964792
1731070960.55,40.3,0.734,0.0,1.02,4230.301541997851,19.8,0.867,0.0,0.856,959.31163341221,8.32,0.436,0.0,0.809,3874.585937361565,19.8,0.688,0.0,6.6,3835.942805882277
1731070961.05,39.7,0.701,0.0,1.27,4230.079829908474,19.8,0.845,0.0,2.51,959.3542893530008,7.68,0.463,0.0,0.779,3874.4923421010913,19.8,0.57,0.0,1.13,3836.113487633023
1731070961.55,40.3,0.84,0.0,3.18,4229.939758619987,20.5,0.916,0.0,0.984,959.3969460030607,7.68,0.895,0.0,0.757,3874.3987469025433,20.5,0.563,0.0,1.18,3836.284172216652
1731070962.05,39.7,0.676,0.0,0.866,4229.857840710452,19.8,1.029,0.0,1.22,959.4396033622954,8.31,0.679,0.0,1.08,3874.305151765928,19.8,0.757,0.0,1.62,3836.454859632784
1731070962.55,40.3,0.51,0.0,0.713,4230.283606692092,19.9,1.07,0.0,0.792,959.4822614306102,8.32,0.578,0.0,0.83,3874.211556691245,19.9,0.645,0.0,2.24,3836.625549881042
1731070963.05,39.7,0.736,0.0,0.844,4230.197837543948,19.8,1.011,0.0,0.743,959.5249202079132,7.68,0.51,0.0,0.891,3874.117961678503,19.8,0.638,0.0,1.5,3836.796242961045
1731070963.55,40.3,0.738,0.0,0.835,4230.11519777446,20.5,1.028,0.0,0.834,959.5675796941044,8.32,0.507,0.0,0.841,3874.024366727705,20.5,0.678,0.0,1.38,3836.966938872421
1731070964.05,39.7,0.717,0.0,0.827,4230.417013185908,19.2,0.416,0.0,0.708,959.6102398890916,7.68,0.545,0.0,1.09,3873.930771838857,19.8,0.714,0.0,2.7,3837.1376376147887
1731070964.55,39.7,0.906,0.0,0.837,4230.236157918819,20.5,0.412,0.0,0.862,959.6529007927808,8.32,0.582,0.0,0.834,3873.837177011962,19.8,0.904,0.0,1.27,3837.3083391877694
1731070965.05,40.3,0.783,0.0,0.783,4230.210238877652,19.8,0.454,0.0,0.839,959.6955624050772,7.69,0.652,0.0,4.43,3873.743582247024,19.8,0.923,0.0,7.29,3837.479043590989
1731070965.55,40.3,1.356,0.0,1.05,4231.094239813815,20.5,0.654,0.0,0.928,959.7382247258896,8.31,0.442,0.0,0.824,3873.6499875440472,19.8,0.84,0.0,2.06,3837.649750824063
1731070966.05,39.7,0.736,0.0,0.857,4230.801577271109,19.8,0.491,0.0,1.34,959.7808877551174,7.69,0.517,0.0,1.72,3873.5563929030377,20.5,0.83,0.0,0.893,3837.820460886621
1731070966.55,40.4,0.657,0.0,0.831,4230.6512137165255,19.9,0.546,0.0,1.16,959.8235514926688,8.31,0.545,0.0,1.28,3873.462798324001,19.9,0.807,0.0,1.48,3837.9911737782822
1731070967.05,39.6,0.642,0.0,1.14,4231.020470466386,19.8,0.673,0.0,1.08,959.8662159384498,7.68,0.653,0.0,2.41,3873.3692038069394,19.8,0.943,0.0,1.1,3838.1618894986714
1731070967.55,40.3,0.862,0.0,0.709,4230.747700667595,20.5,0.561,0.0,0.856,959.9088810923656,8.32,0.691,0.0,0.932,3873.275609351858,19.8,0.949,0.0,0.825,3838.332608047407
1731070968.05,39.7,0.836,0.0,0.822,4231.194721420494,19.9,0.445,0.0,0.756,959.9515469543254,7.68,0.363,0.0,1.25,3873.182014958759,20.5,1.052,0.0,0.973,3838.503329424112
1731070968.55,40.3,0.732,0.0,0.892,4231.087145048675,19.8,0.539,0.0,1.41,959.994213524228,8.32,0.647,0.0,1.07,3873.088420627651,19.8,1.001,0.0,0.74,3838.674053628413
1731070969.05,39.7,1.003,0.0,0.882,4231.371772720036,19.8,0.471,0.0,0.78,960.0368808019824,7.69,0.662,0.0,1.04,3872.994826358538,19.8,0.692,0.0,0.903,3838.844780659932
1731070969.55,40.3,0.893,0.0,1.31,4231.220265122186,19.8,0.445,0.0,0.777,960.0795487874944,8.32,0.711,0.0,9.35,3872.901232151422,19.8,0.574,0.0,0.922,3839.01551051829
1731070970.05,39.7,1.054,0.0,0.887,4230.825495219601,20.5,0.566,0.0,0.994,960.1222174806692,7.67,0.803,0.0,0.83,3872.807638006309,20.4,0.443,0.0,1.56,3839.18624320311
1731070970.55,39.7,0.554,0.0,2.05,4231.397616496319,19.9,0.493,0.0,0.863,960.164886881416,7.69,0.391,0.0,2.76,3872.714043923201,19.9,0.419,0.0,0.815,3839.3569787140127
1731070971.05,40.3,0.511,0.0,1.06,4231.1051633771895,19.8,0.559,0.0,8.84,960.207556989634,8.32,0.614,0.0,1.92,3872.620449902107,19.8,0.565,0.0,1.04,3839.5277170506265
1731070971.55,40.3,0.678,0.0,1.19,4231.241431647039,20.5,0.586,0.0,0.85,960.250227805232,7.67,0.331,0.0,4.34,3872.5268559430287,19.9,0.763,0.0,1.7,3839.698458212572
1731070972.05,39.7,0.588,0.0,0.902,4231.518328818016,19.8,0.813,0.0,0.695,960.2928993281158,8.32,0.971,0.0,3.19,3872.433262045972,20.5,0.795,0.0,4.78,3839.869202199471
1731070972.55,40.3,0.627,0.0,2.64,4231.630623767698,19.9,0.666,0.0,0.898,960.3355715581912,8.32,0.984,0.0,3.13,3872.339668210939,19.8,0.56,0.0,0.82,3840.039949010949
1731070973.05,39.7,0.904,0.0,1.83,4231.630137926165,19.8,0.758,0.0,1.48,960.3782444953667,7.68,0.597,0.0,3.73,3872.246074437935,19.8,0.744,0.0,1.07,3840.210698646624
1731070973.55,40.3,0.813,0.0,3.52,4231.856347014675,20.5,0.744,0.0,0.924,960.4209181395422,8.32,0.742,0.0,1.7,3872.152480726966,19.8,0.61,0.0,0.88,3840.3814511061264
1731070974.05,39.7,0.88,0.0,4.35,4231.866050934204,19.8,0.676,0.0,2.18,960.4635924906264,7.69,0.474,0.0,5.04,3872.058887078036,20.5,0.539,0.0,1.88,3840.552206389076
1731070974.55,39.7,0.626,0.0,0.847,4232.036746995955,19.9,0.683,0.0,0.941,960.506267548525,8.31,0.86,0.0,7.57,3871.96529349115,19.8,0.508,0.0,1.1,3840.7229644950967
1731070975.05,40.3,0.369,0.0,3.71,4232.272447518705,19.8,0.695,0.0,0.907,960.548943313144,7.68,0.759,0.0,2.08,3871.8716999663097,19.8,0.59,0.0,1.17,3840.893725423812
1731070975.55,40.3,0.497,0.0,1.08,4231.837749056278,20.5,0.742,0.0,1.01,960.5916197843924,8.32,0.462,0.0,3.63,3871.778106503522,20.5,0.546,0.0,0.748,3841.0644891748425
1731070976.05,39.7,0.4,0.0,1.53,4232.314032426039,19.8,0.894,0.0,0.854,960.6342969621692,7.69,0.739,0.0,1.07,3871.684513102791,19.8,0.528,0.0,0.868,3841.2352557478166
1731070976.55,38.4,0.335,0.048,1.29,4231.844186039511,19.8,0.727,0.0,0.856,960.676974846384,7.68,0.387,0.0,1.45,3871.590919764122,19.8,0.618,0.0,1.09,3841.4060251423566
1731070977.05,39.7,0.374,0.0,0.982,4232.558790199558,19.8,0.57,0.0,0.675,960.7196534369424,8.31,0.927,0.0,1.01,3871.497326487519,19.8,0.643,0.0,0.806,3841.5767973580855
1731070977.55,40.3,0.686,0.0,1.33,4232.375636658668,20.5,0.6,0.0,0.827,960.7623327337504,8.32,0.564,0.0,1.01,3871.403733272985,19.8,0.695,0.0,1.03,3841.747572394627
1731070978.05,39.7,0.678,0.0,0.745,4232.179953801791,19.8,0.977,0.0,0.792,960.8050127367168,7.68,0.475,0.0,2.48,3871.310140120525,20.5,0.685,0.0,0.81,3841.918350251602
1731070978.55,40.3,0.411,0.0,1.07,4232.422309553659,19.9,0.841,0.0,0.819,960.8476934457412,7.68,0.588,0.0,1.1,3871.216547030144,19.8,0.663,0.0,0.798,3842.08913092864
1731070979.05,39.7,0.607,0.0,0.857,4232.501071154132,19.8,0.683,0.0,0.913,960.890374860733,8.32,0.49,0.0,7.07,3871.1229540018494,19.8,0.687,0.0,1.26,3842.259914425363
1731070979.55,40.3,0.616,0.0,1.35,4232.603311750417,20.5,0.624,0.0,1.01,960.9330569815978,8.32,1.002,0.0,0.909,3871.029361035641,20.5,1.106,0.0,0.892,3842.4307007413945
1731070980.05,39.7,0.509,0.0,0.871,4232.715880139642,19.8,0.794,0.0,3.14,960.9757398082418,7.69,1.113,0.0,0.853,3870.935768131526,19.8,0.941,0.0,8.17,3842.601489876358
1731070980.55,39.7,0.404,0.016,0.783,4232.427635294627,19.8,0.755,0.0,0.787,961.0184233405738,7.68,0.786,0.0,0.834,3870.8421752895056,19.8,0.803,0.0,0.759,3842.772281829876
1731070981.05,39.7,1.014,0.0,0.798,4232.942339515715,19.8,0.763,0.0,1.33,961.0611075784938,8.32,0.502,0.0,0.875,3870.7485825095896,19.8,1.078,0.0,0.75,3842.943076601577
1731070981.55,40.3,0.694,0.0,0.754,4232.960614208648,20.5,0.72,0.0,0.81,961.1037925219108,8.32,0.438,0.0,0.807,3870.6549897917794,19.8,0.82,0.0,0.795,3843.113874191084
1731070982.05,39.7,0.752,0.0,0.877,4232.827183712257,19.8,0.84,0.0,0.914,961.1464781707308,7.69,1.121,0.0,1.31,3870.56139713608,20.5,0.699,0.0,0.694,3843.28467459802
1731070982.55,40.3,0.687,0.0,0.782,4232.471657929768,19.8,0.879,0.0,0.985,961.1891645248596,8.31,0.73,0.0,0.863,3870.4678045424953,19.8,0.617,0.0,0.867,3843.455477822009
1731070983.05,39.7,0.656,0.0,1.06,4232.684259369108,19.8,1.013,0.0,1.58,961.2318515842068,7.68,0.594,0.0,0.831,3870.374212011029,19.8,0.595,0.0,1.04,3843.6262838626735
1731070983.55,40.3,0.527,0.0,1.02,4232.789457303846,20.5,1.056,0.0,0.904,961.2745393486716,8.32,0.391,0.0,0.749,3870.280619541689,19.8,0.569,0.031,0.886,3843.797092719645
1731070984.05,39.7,0.588,0.0,1.85,4232.991647326589,19.9,0.974,0.0,0.853,961.317227818164,7.68,0.457,0.0,0.871,3870.187027134477,19.9,0.682,0.0,2.55,3843.967904392543
