Time,F1_X,F1_Y,F1_Z
1731071778.01,7800.5,9800.0,0.0
1731071778.51,7800.6,9800.1,0.0
1731071779.01,7800.7,9800.2,0.0
1731071779.51,7800.8,9800.3,0.0
1731071780.01,7800.9,9800.4,0.0
1731071780.51,7801.0,9800.5,0.0
1731071781.01,7801.1,9800.6,0.0
1731071781.51,7801.2,9800.7,0.0
1731071782.01,7801.3,9800.8,0.0
1731071782.51,7801.4,9800.9,0.0
1731071783.01,7801.5,9801.0,0.0
1731071783.51,7801.6,9801.1,0.0
1731071784.01,7801.7,9801.2,0.0
1731071784.52,7801.8,9801.3,0.0
1731071785.02,7801.9,9801.4,0.0
1731071785.52,7802.0,9801.5,0.0
1731071786.02,7802.1,9801.6,0.0
1731071786.52,7802.2,9801.7,0.0
1731071787.02,7802.3,9801.8,0.0
1731071787.52,7802.4,9801.9,0.0
1731071788.02,7802.5,9802.0,0.0
1731071788.52,7802.6,9802.1,0.0
1731071789.02,7802.7,9802.2,0.0
1731071789.52,7802.8,9802.3,0.0
1731071790.02,7802.9,9802.4,0.0
1731071790.52,7803.0,9802.5,0.0
1731071791.02,7803.1,9802.6,0.0
1731071791.52,7803.2,9802.7,0.0
1731071792.02,7803.3,9802.8,0.0
1731071792.52,7803.4,9802.9,0.0
1731071793.02,7803.5,9803.0,0.0
1731071793.52,7803.6,9803.1,0.0
1731071794.02,7803.7,9803.2,0.0
1731071794.52,7803.8,9803.3,0.0
1731071795.02,7803.9,9803.4,0.0
1731071795.52,7804.0,9803.5,0.0
1731071796.02,7804.1,9803.6,0.0
1731071796.53,7804.2,9803.7,0.0
1731071797.03,7804.3,9803.8,0.0
1731071797.53,7804.4,9803.9,0.0
1731071798.03,7804.5,9804.0,0.0
1731071798.53,7804.6,9804.1,0.0
1731071799.03,7804.7,9804.2,0.0
1731071799.53,7804.8,9804.3,0.0
1731071800.03,7804.9,9804.4,0.0
1731071800.53,7805.0,9804.5,0.0
1731071801.03,7805.1,9804.6,0.0
1731071801.53,7805.2,9804.7,0.0
1731071802.03,7805.3,9804.8,0.0
1731071802.53,7805.4,9804.9,0.0
1731071803.03,7805.5,9805.0,0.0
1731071803.53,7805.6,9805.1,0.0
1731071804.03,7805.7,9805.2,0.0
1731071804.53,7805.8,9805.3,0.0
1731071805.03,7805.9,9805.4,0.0
1731071805.53,7806.0,9805.5,0.0
1731071806.03,7806.1,9805.6,0.0
