Time,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1S1Distance,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F4Distance,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,F1C1Distance,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1F2Distance
1731068776.81,40.3,0.509,0.0,1.05,3940.474889067736,19.8,0.569,0.0,1.24,3125.0092495863105,8.32,0.862,0.0,0.989,4283.19384875352,19.8,0.501,0.0,0.771,781.6523587887405
1731068777.31,39.7,0.439,0.0,6.66,3940.738839626102,19.8,0.581,0.0,0.809,3125.1629541513507,7.68,0.445,0.0,0.789,4283.10002089608,19.9,0.538,0.0,0.979,781.6907652646287
1731068777.81,40.3,0.525,0.0,0.941,3941.2811445324014,20.5,0.517,0.0,1.05,3125.3166639558303,8.32,0.543,0.0,0.732,4283.006193084479,19.9,0.626,0.0,1.19,781.7291730516395
1731068778.31,39.7,0.473,0.0,1.03,3940.81796306075,19.8,0.454,0.0,1.24,3125.470378998976,7.68,0.866,0.0,1.44,4282.912365318721,20.5,0.508,0.0,0.859,781.7675821495792
1731068778.81,40.3,0.516,0.0,0.79,3940.813420513113,19.9,0.411,0.0,0.887,3125.624099280015,8.32,0.461,0.0,1.12,4282.81853759881,19.8,0.565,0.0,1.06,781.805992558255
1731068779.31,39.7,0.551,0.0,1.14,3940.972508723631,19.8,0.406,0.0,0.836,3125.7778247981723,7.68,0.982,0.0,2.72,4282.724709924745,19.8,0.708,0.0,0.822,781.8444042774762
1731068779.81,39.7,0.58,0.0,1.15,3941.010672680092,20.5,0.508,0.0,0.964,3125.93155555268,8.31,0.785,0.0,3.43,4282.630882296535,20.5,0.699,0.0,0.953,781.8828173070443
1731068780.31,40.3,0.664,0.0,0.792,3941.4690086374376,19.8,0.408,0.0,2.95,3126.0852915427627,7.68,0.592,0.0,0.967,4282.537054714179,19.8,0.738,0.0,1.48,781.9212316467689
1731068780.81,39.7,0.61,0.0,0.722,3941.12409501721,19.8,0.55,0.0,0.904,3126.239032767649,7.68,0.398,0.0,0.803,4282.443227177683,19.8,0.688,0.0,0.775,781.9596472964569
1731068781.31,40.3,0.544,0.0,0.987,3941.2058210077935,19.8,0.498,0.0,1.03,3126.392779226565,8.32,0.505,0.0,1.09,4282.349399687047,19.8,0.685,0.0,0.935,781.9980642559151
1731068781.81,39.7,0.723,0.016,0.81,3941.329673633784,20.5,0.645,0.0,0.871,3126.546530918737,8.31,1.101,0.0,1.49,4282.255572242273,19.8,0.764,0.0,2.97,782.0364825249534
1731068782.31,39.7,0.688,0.0,1.01,3941.833900692456,19.8,0.568,0.0,0.882,3126.7002878434,7.68,0.56,0.0,0.796,4282.161744843368,20.5,0.455,0.0,0.848,782.0749021033732
1731068782.81,39.7,0.787,0.0,1.54,3941.4428186745176,19.8,0.552,0.0,1.0,3126.854049999776,8.32,0.723,0.0,0.878,4282.0679174903335,19.8,0.516,0.0,1.07,782.1133229909844
1731068783.31,40.3,0.739,0.0,0.734,3941.249239410583,19.9,0.536,0.0,0.895,3127.007817387095,7.68,0.576,0.0,0.82,4281.974090183173,19.8,0.616,0.0,1.38,782.1517451875941
1731068783.81,39.7,0.638,0.0,1.02,3942.044617216079,20.5,0.671,0.0,0.746,3127.1615900045854,8.32,0.65,0.0,0.71,4281.880262921886,20.5,0.51,0.0,0.747,782.1901686930092
1731068784.31,40.3,0.589,0.0,1.79,3941.5374147188377,19.8,0.605,0.0,0.857,3127.3153678514727,7.68,0.988,0.0,1.08,4281.786435706479,19.8,0.556,0.0,1.22,782.2285935070398
1731068784.81,40.3,0.582,0.0,1.04,3942.092036473368,19.8,0.706,0.0,1.09,3127.469150926991,8.32,0.647,0.0,1.04,4281.692608536955,19.9,0.622,0.0,1.41,782.2670196294874
1731068785.31,39.7,0.594,0.0,0.874,3942.200116168082,19.9,0.709,0.0,1.42,3127.622939230367,7.68,0.556,0.0,0.841,4281.598781413317,19.8,0.613,0.0,0.977,782.305447060162
1731068785.81,40.3,0.664,0.0,1.23,3941.862487045145,20.5,0.716,0.0,0.97,3127.7767327608285,8.32,0.388,0.0,1.03,4281.504954335567,20.5,0.915,0.0,0.84,782.3438757988708
1731068786.31,39.7,0.749,0.0,1.11,3941.815514122159,19.8,0.797,0.0,0.904,3127.930531517605,7.69,0.564,0.0,1.22,4281.411127303708,19.8,0.816,0.0,1.75,782.3823058454212
1731068786.81,40.3,0.766,0.0,0.781,3942.1815128970734,19.9,0.478,0.0,0.953,3128.084335499923,8.32,0.58,0.0,3.84,4281.317300317742,19.8,0.747,0.0,0.818,782.4207371996232
1731068787.31,39.7,0.773,0.0,0.756,3942.365706128934,19.8,0.306,0.0,1.5,3128.2381447070165,7.68,0.651,0.0,0.845,4281.223473377674,19.9,0.752,0.0,0.963,782.4591698612784
1731068787.81,40.3,0.804,0.0,0.885,3941.926358577713,20.5,0.348,0.0,7.27,3128.3919591381127,8.33,0.686,0.0,1.05,4281.129646483508,20.5,0.718,0.0,1.07,782.497603830197
1731068788.31,39.7,0.584,0.0,1.38,3942.53866246864,19.9,0.275,0.0,0.855,3128.545778792441,7.68,0.412,0.0,1.09,4281.035819635244,19.8,1.121,0.0,8.21,782.5360391061865
1731068788.81,39.7,0.67,0.0,1.12,3941.929164479781,19.8,0.542,0.0,0.713,3128.699603669232,7.68,0.603,0.0,0.851,4280.941992832886,19.8,0.876,0.0,1.19,782.5744756890542
1731068789.31,40.3,0.673,0.0,0.887,3942.6437470763503,19.8,0.376,0.0,0.716,3128.853433767711,8.32,0.564,0.0,0.833,4280.848166076436,19.8,0.896,0.0,1.17,782.6129135786106
1731068789.81,40.3,0.63,0.0,0.77,3942.816888857992,20.5,0.377,0.0,0.786,3129.0072690871134,8.32,0.631,0.0,0.905,4280.754339365902,19.8,0.643,0.0,0.85,782.6513527746572
1731068790.31,39.7,0.702,0.0,1.69,3942.3699703490056,19.8,0.549,0.0,2.49,3129.161109626668,7.68,0.621,0.0,1.05,4280.660512701283,20.5,0.569,0.0,1.02,782.6897932770045
1731068790.81,40.3,0.799,0.0,2.31,3942.532603952896,19.8,0.407,0.0,2.88,3129.314955385604,8.32,0.348,0.0,1.43,4280.56668608258,19.8,0.338,0.0,1.12,782.7282350854599
1731068791.31,39.7,0.862,0.0,6.81,3942.802951553305,19.9,0.345,0.0,1.51,3129.468806363151,7.68,0.651,0.0,0.826,4280.4728595098,19.8,0.341,0.0,1.3,782.7666781998313
1731068791.81,40.3,0.807,0.0,0.98,3942.848350407712,20.5,0.293,0.0,1.77,3129.622662558538,8.32,0.65,0.0,1.0,4280.379032982943,20.5,0.382,0.0,0.859,782.8051226199287
1731068792.31,39.1,0.49,0.0,1.07,3942.93945158126,19.8,0.336,0.0,1.75,3129.776523971,7.68,0.732,0.0,1.33,4280.285206502015,19.8,0.373,0.0,1.04,782.8435683455546
1731068792.81,41.0,0.358,0.0,1.11,3943.0841844517977,19.9,0.463,0.0,0.752,3129.9303905997654,8.33,0.724,0.0,7.48,4280.191380067017,19.8,0.551,0.0,1.26,782.8820153765189
1731068793.31,39.7,0.265,0.0,0.85,3942.610712967959,19.8,0.34,0.0,0.786,3130.0842624440647,7.68,0.496,0.0,0.969,4280.097553677954,19.8,0.384,0.0,1.84,782.9204637126297
1731068793.81,40.3,0.388,0.0,0.847,3943.1271266406006,20.5,0.588,0.0,0.783,3130.2381395031284,8.31,0.778,0.0,0.753,4280.003727334826,20.5,0.665,0.0,0.851,782.9589133536946
1731068794.31,39.7,0.309,0.0,1.04,3943.2516741329614,19.8,0.493,0.0,1.03,3130.392021776185,7.68,0.41,0.0,1.07,4279.909901037637,19.8,0.436,0.0,1.69,782.9973642995241
1731068794.81,39.7,0.399,0.0,1.02,3943.09007825284,19.8,0.393,0.0,1.03,3130.545909262472,8.32,0.797,0.0,1.89,4279.816074786391,19.8,0.427,0.0,0.881,783.0358165499206
1731068795.31,40.3,0.496,0.0,0.809,3943.342769680361,19.8,0.518,0.0,1.82,3130.6998019612165,7.69,0.821,0.0,1.35,4279.722248581092,19.8,0.551,0.0,0.881,783.0742701046945
1731068795.81,40.3,0.386,0.0,1.23,3943.082654018617,20.5,0.426,0.0,0.817,3130.853699871651,8.32,0.453,0.0,1.32,4279.628422421742,20.5,0.711,0.0,0.97,783.1127249636537
1731068796.31,39.7,0.319,0.0,1.26,3943.577699036955,19.8,0.432,0.0,1.26,3131.007602993005,7.03,0.809,0.083,0.886,4279.534596308342,19.9,0.442,0.0,1.44,783.1511811266062
1731068796.81,40.3,0.385,0.0,2.13,3943.2072087945394,19.9,0.529,0.0,1.09,3131.1615113245107,8.32,0.382,0.0,0.861,4279.440770240896,19.8,0.454,0.0,0.812,783.1896385933625
1731068797.31,39.7,0.473,0.0,1.06,3943.824631940136,19.8,0.634,0.0,0.932,3131.3154248654023,7.68,0.856,0.0,0.836,4279.346944219409,19.9,0.441,0.0,1.05,783.2280973637252
1731068797.81,40.3,0.453,0.0,0.762,3943.754796661528,20.5,0.514,0.0,0.824,3131.469343614911,7.68,0.449,0.0,1.01,4279.253118243883,20.5,0.476,0.0,1.43,783.2665574375048
1731068798.31,39.7,0.511,0.0,0.859,3943.957062125278,19.8,0.635,0.0,0.729,3131.623267572267,8.32,0.491,0.0,4.14,4279.159292314322,19.9,0.989,0.0,0.886,783.3050188145095
1731068798.81,40.3,0.488,0.0,0.956,3943.541766939844,19.8,0.562,0.0,0.869,3131.777196736704,8.32,0.926,0.0,2.38,4279.065466430726,19.8,0.534,0.0,1.03,783.3434814945474
1731068799.31,39.7,0.528,0.0,1.5,3943.351698484637,19.8,0.488,0.0,1.01,3131.9311311074503,7.68,0.525,0.0,2.95,4278.9716405930985,19.9,0.533,0.0,1.08,783.3819454774292
1731068799.81,40.3,0.486,0.0,1.96,3943.5837709469215,19.8,0.373,0.0,1.38,3132.085070683745,8.32,0.941,0.0,0.752,4278.877814801445,20.5,0.664,0.0,0.881,783.4204107629573
1731068800.31,39.7,0.498,0.0,1.19,3943.871367201338,20.5,0.465,0.0,0.893,3132.239015464816,7.68,0.54,0.0,0.942,4278.783989055769,19.8,0.635,0.0,4.966,783.458877350943
1731068800.81,39.7,0.457,0.0,0.869,3943.7520064453806,19.8,0.595,0.0,0.945,3132.392965449897,8.33,0.5,0.0,1.12,4278.690163356071,19.8,0.558,0.0,9.05,783.4973452411942
1731068801.31,40.3,0.492,0.0,0.86,3944.0780416128728,19.8,0.573,0.0,0.882,3132.5469206382218,7.68,0.607,0.0,2.28,4278.596337702355,19.9,0.557,0.0,6.855,783.5358144335191
1731068801.81,39.7,0.474,0.0,1.15,3944.349144154523,20.5,0.479,0.0,1.11,3132.7008810290195,8.31,0.488,0.0,0.886,4278.502512094622,20.5,0.704,0.0,4.66,783.574284927729
1731068802.31,40.3,0.585,0.0,1.01,3944.299204006572,19.9,0.453,0.0,7.72,3132.854846621528,7.68,1.071,0.0,1.02,4278.408686532879,19.8,0.971,0.0,0.964,783.6127567236261
1731068802.81,39.7,0.591,0.0,0.926,3944.073549206784,19.8,0.491,0.0,1.13,3133.0088174149782,8.31,0.687,0.0,1.09,4278.314861017127,19.9,0.595,0.0,0.883,783.6512298210218
1731068803.31,40.3,0.619,0.0,0.863,3944.1937992541775,19.8,0.837,0.0,0.822,3133.162793408604,7.68,0.607,0.0,0.902,4278.221035547369,19.8,0.494,0.0,0.68,783.6897042197244
1731068803.81,40.3,0.662,0.0,1.03,3944.4688675431303,20.5,0.564,0.0,1.48,3133.316774601637,8.33,0.61,0.0,0.963,4278.127210123608,20.5,0.503,0.0,1.1,783.7281799195422
1731068804.31,39.7,0.753,0.0,1.1,3944.3738701816224,19.8,0.527,0.0,1.65,3133.4707609933103,7.68,0.603,0.0,1.08,4278.033384745845,19.8,0.623,0.0,1.68,783.7666569202863
1731068804.81,39.7,0.553,0.0,0.96,3944.926697215308,19.8,0.613,0.0,0.948,3133.6247525828608,8.32,1.341,0.0,0.889,4277.939559414088,19.8,0.723,0.0,0.854,783.8051352217597
1731068805.31,40.3,0.592,0.0,7.1,3944.867208569713,19.9,0.58,0.0,0.869,3133.778749369521,7.68,0.797,0.0,0.915,4277.845734128336,19.9,0.672,0.0,0.83,783.8436148237734
1731068805.81,40.3,0.511,0.0,0.862,3944.251381521808,20.5,0.611,0.0,0.84,3133.9327513525245,8.32,0.607,0.0,0.958,4277.751908888594,20.5,0.528,0.0,0.78,783.8820957261361
1731068806.31,39.7,0.568,0.0,4.99,3944.639054662723,19.8,0.685,0.0,0.886,3134.0867585311044,7.68,0.526,0.0,1.33,4277.658083694863,19.8,0.571,0.0,1.07,783.9205779286561
1731068806.81,40.3,0.639,0.0,1.34,3944.5489340941263,19.8,0.969,0.0,0.692,3134.2407709044933,8.32,0.63,0.0,0.869,4277.564258547146,19.9,0.586,0.0,1.09,783.959061431145
1731068807.31,39.7,0.683,0.0,0.888,3944.62444999624,19.8,0.707,0.0,0.906,3134.3947884719305,7.68,0.567,0.0,4.97,4277.470433445449,19.8,0.715,0.0,1.01,783.9975462334056
1731068807.81,40.3,0.66,0.0,1.04,3944.885423864458,20.5,0.811,0.0,0.804,3134.548811232647,8.32,0.845,0.0,0.881,4277.3766083897735,20.5,0.654,0.0,1.36,784.0360323352493
1731068808.31,39.7,0.695,0.0,0.886,3944.865678391116,19.8,0.522,0.0,0.816,3134.702839185878,7.68,0.824,0.0,5.03,4277.282783380122,19.8,0.704,0.0,0.793,784.0745197364847
1731068808.81,40.3,0.789,0.0,0.792,3944.951645550516,19.9,0.251,0.0,1.06,3134.8568723308576,8.31,0.531,0.0,1.36,4277.188958416497,19.8,0.781,0.0,1.33,784.1130084369205
1731068809.31,39.7,0.693,0.0,0.768,3945.0252366710647,19.8,0.34,0.0,6.48,3135.0109106668183,7.69,0.622,0.0,1.19,4277.095133498902,19.8,0.926,0.0,1.77,784.1514984363683
1731068809.81,40.3,0.554,0.0,1.32,3944.95481615516,20.5,0.316,0.0,1.14,3135.164954193,7.68,0.632,0.0,1.73,4277.001308627341,20.5,0.855,0.0,0.894,784.1899897346311
1731068810.31,39.7,0.54,0.0,1.81,3945.318802707073,19.8,0.337,0.0,0.888,3135.3190029086354,8.32,0.807,0.0,1.8,4276.907483801819,19.8,0.782,0.0,0.801,784.2284823315206
1731068810.81,40.3,0.545,0.0,0.829,3945.445133157493,19.8,0.443,0.0,1.12,3135.4730568129594,8.32,0.732,0.0,0.857,4276.813659022334,19.8,0.844,0.0,1.2,784.2669762268453
1731068811.31,39.7,0.673,0.0,1.14,3945.2524721220766,19.8,0.382,0.0,1.86,3135.627115905207,7.68,0.437,0.0,1.11,4276.719834288891,19.9,0.632,0.0,1.7,784.3054714204143
1731068811.81,40.3,0.734,0.0,1.25,3945.6656819401674,20.5,0.431,0.0,1.34,3135.7811801846115,8.32,0.618,0.0,1.09,4276.626009601494,19.8,0.44,0.0,1.3,784.3439679120391
1731068812.31,39.7,0.785,0.0,1.06,3945.754095117949,19.8,0.629,0.0,0.821,3135.935249650413,7.67,0.785,0.0,1.38,4276.532184960145,20.5,0.406,0.0,0.96,784.382465701523
1731068812.81,40.3,0.75,0.0,3.0,3945.514738641709,19.8,0.462,0.0,1.2,3136.0893243018445,8.32,0.85,0.0,2.68,4276.438360364849,19.8,0.336,0.0,0.837,784.4209647886778
1731068813.31,39.7,0.803,0.0,1.2,3945.467167816479,19.9,0.323,0.0,0.896,3136.2434041381425,7.68,0.804,0.0,0.801,4276.344535815607,19.8,0.393,0.0,1.25,784.4594651733123
1731068813.81,39.7,0.321,0.0,1.0,3945.5419725645143,20.5,0.334,0.0,1.25,3136.397489158542,8.32,0.398,0.0,0.972,4276.250711312423,20.5,0.302,0.0,1.15,784.4979668552355
1731068814.31,40.3,0.333,0.0,0.814,3945.5219456928608,19.8,0.413,0.0,1.76,3136.551579362277,7.68,0.661,0.0,1.41,4276.156886855298,19.8,0.484,0.0,0.848,784.5364698342594
1731068814.81,40.3,0.292,0.0,0.735,3945.774678103407,19.8,0.409,0.0,1.12,3136.705674748588,7.68,0.456,0.0,0.71,4276.063062444238,19.9,0.411,0.0,0.699,784.5749741101871
1731068815.31,39.7,0.405,0.0,0.725,3945.763902750595,19.8,0.457,0.0,0.99,3136.85977531671,8.32,0.941,0.0,0.983,4275.969238079246,19.8,0.359,0.0,1.03,784.6134796828309
1731068815.81,40.3,0.401,0.0,0.779,3945.545495581003,20.5,0.368,0.0,4.61,3137.013881065878,8.32,0.862,0.0,1.24,4275.875413760322,20.5,0.431,0.0,4.52,784.6519865519994
1731068816.31,39.1,0.286,0.016,0.757,3945.7853968141926,19.8,0.421,0.0,1.37,3137.167991995329,7.68,0.511,0.0,1.91,4275.781589487471,19.8,0.441,0.0,1.08,784.6904947175021
1731068816.81,40.3,0.357,0.0,0.819,3946.454271385217,19.9,0.464,0.0,1.35,3137.322108104297,8.32,0.767,0.0,2.8,4275.687765260695,19.8,0.365,0.0,1.19,784.7290041791508
1731068817.31,39.7,0.53,0.0,2.89,3945.9873827927686,19.8,0.541,0.0,1.02,3137.4762293920244,7.68,0.469,0.0,2.16,4275.593941079999,19.8,0.609,0.0,0.855,784.7675149367492
1731068817.81,40.3,0.373,0.0,0.88,3946.613748996564,20.5,0.466,0.0,1.27,3137.630355857745,8.32,0.913,0.0,4.0,4275.500116945384,20.5,0.516,0.0,0.962,784.8060269901092
1731068818.31,39.7,0.373,0.0,3.53,3946.33420956468,19.8,0.518,0.0,0.968,3137.784487500696,7.68,0.665,0.0,1.24,4275.406292856856,19.8,0.411,0.0,1.41,784.8445403390401
1731068818.81,40.3,0.474,0.0,3.38,3946.298314306635,19.8,0.618,0.0,1.04,3137.9386243201134,8.33,0.431,0.0,5.09,4275.312468814415,19.9,0.476,0.0,0.821,784.8830549833511
1731068819.31,39.7,0.475,0.0,3.56,3946.2451397915647,19.8,0.513,0.0,1.36,3138.0927663152333,7.68,0.839,0.0,0.823,4275.218644818063,19.8,0.569,0.0,0.82,784.9215709228545
1731068819.81,40.3,0.826,0.0,0.742,3946.612959648175,20.5,0.723,0.0,0.859,3138.2469134852977,8.31,0.549,0.0,4.66,4275.124820867807,20.5,0.915,0.0,1.03,784.960088157354
1731068820.31,39.7,0.603,0.0,1.1,3946.4732397250814,19.8,0.559,0.0,1.04,3138.401065829541,7.68,1.001,0.0,3.03,4275.030996963647,19.8,0.865,0.0,0.834,784.9986066866616
1731068820.81,39.7,0.543,0.0,1.47,3946.468136550774,19.9,0.602,0.0,1.76,3138.5552233472017,8.32,0.559,0.0,3.13,4274.937173105589,19.8,0.627,0.0,0.915,785.0371265105869
1731068821.31,40.3,0.597,0.0,0.842,3946.386686513254,19.8,0.591,0.0,7.36,3138.709386037517,7.69,0.493,0.0,2.85,4274.843349293633,19.9,0.68,0.0,1.06,785.0756476289391
1731068821.81,39.7,0.727,0.0,1.41,3946.65876237874,20.5,0.38,0.0,1.04,3138.863553899722,8.31,1.123,0.0,3.21,4274.749525527782,20.5,0.6,0.0,8.04,785.1141700415308
1731068822.31,40.3,0.511,0.0,7.01,3946.4833937878902,19.8,0.435,0.0,0.898,3139.01772693306,7.69,0.571,0.0,4.95,4274.655701808041,19.8,0.549,0.0,1.27,785.1526937481657
1731068822.81,39.7,0.476,0.0,1.13,3946.6316004870328,19.8,0.442,0.0,0.881,3139.1719051367672,8.32,1.251,0.0,1.63,4274.561878134413,19.8,0.689,0.0,0.905,785.1912187486562
1731068823.31,40.3,0.905,0.0,1.05,3947.2955449103474,19.9,0.464,0.0,1.05,3139.326088510081,7.68,0.887,0.0,0.969,4274.4680545069,19.8,0.865,0.0,1.15,785.2297450428117
1731068823.81,40.3,0.652,0.0,0.821,3946.58507755728,20.5,0.429,0.0,0.933,3139.48027705224,8.32,0.619,0.0,1.23,4274.374230925505,19.9,0.589,0.0,1.4,785.2682726304421
1731068824.31,39.7,0.702,0.0,0.717,3947.3344416556815,19.8,0.463,0.0,0.973,3139.6344707624794,7.68,0.416,0.0,1.17,4274.280407390231,20.5,0.58,0.0,1.0,785.3068015113595
1731068824.81,39.7,0.733,0.0,0.882,3947.4527682889775,19.8,0.525,0.0,0.789,3139.788669640044,8.32,0.452,0.0,1.85,4274.186583901081,19.8,0.454,0.0,0.851,785.3453316853681
1731068825.31,40.3,0.675,0.0,1.43,3947.025925971712,19.9,0.517,0.0,1.03,3139.9428736841696,7.68,0.72,0.0,0.844,4274.09276045806,19.9,0.538,0.0,0.941,785.3838631522805
1731068825.81,40.3,0.736,0.0,0.863,3947.557790100849,20.5,0.535,0.0,1.35,3140.097082894095,8.32,0.39,0.0,1.12,4273.998937061169,20.5,0.484,0.0,1.1,785.4223959119062
1731068826.31,39.7,0.72,0.0,1.05,3947.0668953207646,19.8,0.554,0.0,1.58,3140.251297269059,7.68,0.425,0.0,1.08,4273.905113710412,19.9,0.463,0.0,0.892,785.460929964055
1731068826.81,40.3,0.566,0.0,0.862,3947.702485323838,19.8,0.667,0.0,0.891,3140.405516808298,8.32,0.307,0.0,0.999,4273.811290405789,19.8,0.576,0.0,0.861,785.4994653085397
1731068827.31,39.7,0.659,0.0,0.863,3947.3473162283512,19.9,0.68,0.0,0.891,3140.559741511057,7.68,0.454,0.0,0.844,4273.717467147308,19.8,0.546,0.0,1.03,785.5380019451642
1731068827.81,39.7,0.681,0.0,1.46,3947.593589495389,19.8,0.846,0.0,0.944,3140.7139713765723,7.68,0.625,0.0,0.949,4273.623643934969,20.5,0.642,0.0,1.41,785.5765398737414
1731068828.31,39.7,0.723,0.016,1.32,3947.964494161331,20.5,0.688,0.0,2.55,3140.868206404083,8.32,0.646,0.0,1.45,4273.529820768776,19.9,0.755,0.0,2.6,785.6150790940809
1731068828.81,40.3,0.629,0.0,7.88,3947.4083036415104,19.8,0.681,0.0,0.727,3141.022446592829,8.32,0.796,0.0,1.43,4273.435997648731,19.8,0.747,0.0,0.873,785.653619605993
1731068829.31,39.7,0.752,0.0,1.04,3947.956098014845,19.8,0.494,0.0,1.08,3141.176691942049,7.68,0.522,0.0,1.03,4273.3421745748365,19.8,0.731,0.0,0.805,785.69216140929
1731068829.81,40.3,0.819,0.0,0.815,3947.7501113468825,19.8,0.316,0.0,0.916,3141.3309424509853,8.32,0.56,0.0,0.867,4273.2483515470985,20.5,0.812,0.0,0.737,785.7307045037765
1731068830.31,39.7,0.91,0.0,0.916,3947.757395948763,20.5,0.245,0.0,0.895,3141.485198118877,7.69,0.559,0.0,1.37,4273.154528565518,19.8,0.648,0.0,1.19,785.7692488892652
1731068830.81,39.7,0.498,0.0,1.04,3947.8638555750495,19.8,0.361,0.0,0.87,3141.639458944964,8.32,0.653,0.0,1.71,4273.0607056301,19.8,0.761,0.0,1.01,785.8077945655663
1731068831.31,40.3,0.635,0.0,0.844,3947.7029934214215,19.8,0.361,0.0,0.739,3141.793724928485,7.68,0.717,0.0,0.852,4272.966882740844,19.8,0.869,0.0,0.865,785.8463415324896
1731068831.81,40.3,0.58,0.0,1.01,3947.89079103946,20.5,0.304,0.0,1.67,3141.94799606868,7.68,0.429,0.0,1.08,4272.873059897754,20.5,0.77,0.0,1.54,785.8848897898481
1731068832.31,39.7,0.698,0.0,1.43,3947.799222564137,19.8,0.347,0.0,1.62,3142.1022723647934,8.32,0.617,0.0,1.66,4272.779237100835,19.8,0.991,0.0,1.95,785.9234393374464
1731068832.81,38.4,0.722,0.032,0.992,3947.933176708415,19.8,0.408,0.0,0.955,3142.256553816063,8.31,0.571,0.0,0.901,4272.68541435009,19.8,0.631,0.0,0.841,785.9619901750974
1731068833.31,40.3,0.678,0.0,1.04,3948.17980150702,19.8,0.334,0.0,0.992,3142.41084042173,7.68,0.691,0.0,0.882,4272.5915916455215,19.9,0.348,0.0,1.46,786.0005423026113
1731068833.81,40.3,0.937,0.0,0.833,3948.7144639927233,19.9,0.291,0.0,0.834,3142.565132181035,8.32,0.64,0.0,1.02,4272.49776898713,20.5,0.464,0.0,1.26,786.0390957197983
1731068834.31,39.7,0.825,0.0,2.81,3948.58787835007,20.5,0.271,0.0,0.815,3142.7194290932166,7.67,0.341,0.0,1.07,4272.403946374921,19.8,0.505,0.0,0.901,786.0776504264713
1731068834.81,39.7,0.579,0.0,2.9,3948.6085315472815,19.8,0.338,0.0,0.847,3142.8737311575205,8.32,0.642,0.0,1.46,4272.310123808897,19.8,0.347,0.0,5.24,786.1162064224353
1731068835.31,40.3,0.247,0.0,4.46,3948.767346431181,19.8,0.368,0.0,0.844,3143.0280383731865,7.69,0.497,0.0,7.11,4272.216301289062,19.8,0.362,0.0,1.34,786.1547637075031
1731068835.81,40.3,0.329,0.0,1.24,3948.457039578497,20.5,0.35,0.0,0.743,3143.1823507394543,8.32,0.738,0.0,1.18,4272.12247881542,20.5,0.477,0.0,0.776,786.1933222814852
1731068836.31,39.7,0.691,0.0,1.44,3948.767804296496,19.8,0.896,0.0,0.993,3143.336668255567,7.68,0.779,0.0,1.12,4272.02865638797,19.8,0.412,0.0,1.04,786.2318821441918
1731068836.81,40.3,0.373,0.0,0.959,3948.6224118011664,19.8,0.443,0.0,1.46,3143.4909909207618,8.32,0.366,0.0,1.17,4271.934834006717,19.8,0.418,0.0,1.49,786.2704432954363
1731068837.31,39.7,0.365,0.0,1.18,3949.0290676838977,19.8,0.502,0.0,0.878,3143.645318734287,7.67,0.828,0.0,0.846,4271.841011671665,19.8,0.6,0.0,0.805,786.3090057350233
1731068837.81,39.7,0.312,0.0,1.22,3948.8994940279367,20.5,0.488,0.0,6.46,3143.7996516953813,8.32,0.474,0.0,1.1,4271.747189382818,20.5,0.411,0.0,0.804,786.3475694627663
1731068838.31,39.7,0.452,0.0,1.05,3949.0855571958255,19.8,0.427,0.0,0.822,3143.9539898032863,7.68,0.875,0.0,0.869,4271.653367140176,19.8,0.454,0.0,3.66,786.3861344784756
1731068838.81,40.3,0.335,0.0,0.996,3948.928526228484,19.8,0.544,0.0,4.93,3144.1083330572446,8.32,0.844,0.0,1.13,4271.559544943744,19.8,0.463,0.0,3.67,786.4247007819619
1731068839.31,39.7,0.544,0.0,0.955,3949.029786699108,19.8,0.479,0.0,1.05,3144.262681456496,7.68,0.542,0.0,1.26,4271.465722793523,19.8,0.449,0.0,3.33,786.4632683730383
1731068839.81,40.3,0.453,0.0,0.897,3948.9544238357535,19.9,0.659,0.0,0.937,3144.417035000287,8.32,1.004,0.0,0.763,4271.371900689519,19.8,0.755,0.0,3.35,786.5018372515101
1731068840.31,39.7,0.647,0.0,0.843,3949.486821175348,20.5,0.811,0.0,0.919,3144.5713936878583,7.68,0.706,0.0,1.04,4271.278078631734,20.5,0.601,0.0,0.886,786.5404074171905
1731068840.81,40.3,0.399,0.0,0.81,3949.3381662016873,19.8,0.549,0.0,0.879,3144.725757518452,8.32,1.014,0.0,1.67,4271.18425662017,19.8,0.605,0.0,1.02,786.5789788698901
1731068841.31,39.7,0.419,0.0,4.97,3949.1422698601687,19.8,0.529,0.0,0.785,3144.880126491312,7.68,0.521,0.0,1.3,4271.090434654832,19.9,0.513,0.0,0.812,786.6175516094198
1731068841.81,40.3,0.565,0.0,1.3,3949.561568534096,20.5,0.7,0.0,0.978,3145.034500605676,8.32,0.435,0.0,1.27,4270.99661273572,20.5,0.509,0.0,0.945,786.656125635593
1731068842.31,39.7,0.532,0.0,0.94,3949.380098183787,19.8,0.492,0.0,1.17,3145.188879860794,7.68,0.817,0.0,0.806,4270.90279086284,19.8,0.586,0.0,1.11,786.6947009482146
1731068842.81,40.3,0.596,0.0,1.16,3949.678641959967,19.8,0.398,0.0,0.828,3145.3432642559064,8.32,0.478,0.0,0.883,4270.808969036194,19.8,0.641,0.0,0.932,786.7332775470985
