timestamp,variable1,variable2,variable3,variable4,variable5,variable6
0,0.2829391399339431,-0.7667650050247865,-1.0539569213690083,0.1129695334142749,0.391932076919908,0.5127311663592786
1,0.3280890619833423,-1.1088119096359137,-1.03871287069166,-0.0272854366317974,0.6439651759034184,0.5511319758895618
2,0.5538386722303389,-0.9447690064040464,-0.8595952752328129,0.0342899160713564,0.581870064559655,0.5790598373661312
3,-0.1199370875837734,-0.8714732411302335,-1.2913830106687143,0.0069230926477325,0.6549231367287885,0.5336770624667059
4,0.3211429201295888,-1.1681465767623336,-1.088256035393043,0.3797960617946079,0.548996182083545,0.5581139412587043
5,0.0815010261750848,-1.1681465767623336,-1.0996890734010547,0.1916491507571938,0.6183966006442219,0.477821339513567
6,0.1370701610051147,-1.1681465767623336,-1.1568542634411123,0.0719192982788391,0.424805959396018,0.5441500105204196
7,0.2065315795426521,-1.157675753151789,-0.798619072523418,0.3490083854430311,0.5161222996074349,0.3381820321307196
8,-0.099098662022512,4.8979505682798985,5.760133731405857,0.2874330327398772,0.1654675531955941,0.4917852702518517
9,5.02020788419399,4.967756059016865,5.760133731405857,4.371931428715742,5.019844198834515,5.445489699658356
10,5.054938593462758,4.828145077542934,5.8363539847926,4.474557016554332,5.092897271003649,5.270940565429798
11,5.2633228490753705,5.002658804385346,5.798243858099228,4.7824337800701,5.129423807088216,5.236030738584087
12,5.02020788419399,4.8979505682798985,5.760133731405857,4.67980819223151,4.910264590580815,5.096391431201239
13,4.916015756387684,4.863047822911417,5.722023604712485,4.611391133672451,5.129423807088216,5.30585039227551
14,5.054938593462758,5.002658804385346,5.912574238179344,4.508765545833861,5.056370734919082,5.375670045966934
15,5.02020788419399,4.967756059016865,5.6839134780191145,4.474557016554332,5.092897271003649,5.340760219121222
16,5.436976395419214,4.828145077542934,5.722023604712485,4.7824337800701,5.129423807088216,5.515309353349782
17,4.985477174925221,5.002658804385346,5.760133731405857,4.816642309349631,5.348583023595616,5.131301258046951
18,5.159130721269064,4.793242332174453,5.798243858099228,4.67980819223151,4.946791126665382,5.201120911738374
19,4.950746465656452,4.967756059016865,5.60769322463237,4.508765545833861,4.910264590580815,5.096391431201239
20,5.332784267612908,5.281880767333205,5.798243858099228,4.714016721511041,4.8372115184116815,5.026571777509815
21,6.096859871525818,5.438943121491375,5.8363539847926,4.67980819223151,4.910264590580815,6.283325543955441
22,5.402245686150445,5.596005475649546,6.217455251726318,4.816642309349631,5.165950343172781,5.620038833886916
23,5.680091360300595,5.700713711754992,6.065014744952832,5.021893485026809,5.165950343172781,5.864407621806899
24,5.7148220695693634,6.014838420071336,6.636666645353407,5.694775255955162,5.531215704018449,6.2484157171097285
25,7.034589021782572,6.36386587375616,6.712886898740151,6.367314941590719,7.430595580415922,7.0862515614068124
26,6.548359092019811,6.712893327440983,7.208318545753984,7.040196712519071,6.2982729617943525,7.016431907715388
27,6.478897673482274,6.39876861912464,7.132098292367239,5.979732304853646,6.480905642217186,6.737153292949695
28,6.756743347632424,6.712893327440983,7.627529939381072,6.16787921589106,6.919224075231985,7.2258908687896595
29,7.069319731051341,6.957212545020358,7.894300826234674,6.356026126928474,7.174909827823954,7.2258908687896595
30,8.111241009114401,8.353322359759652,8.389732473248506,6.595485831885183,8.78207741554489,7.993907059395319
31,7.520818951545334,7.794878433863934,8.42784259994188,8.237495237302616,7.357542508246787,7.365530176172506
