timestamp,variable1,variable2,variable3,variable4,variable5,variable6
0,0.2933583527145738,-0.2222821772764618,-1.2178304661505068,-0.2804285533003183,0.5343855676497182,0.5790598373661312
1,0.0988663808094691,-0.372363982360936,-1.2315501117601209,-0.0341271424877033,0.4138479985706479,0.3277090840770063
2,0.3350352038370963,-0.0826711958025324,-1.130177174755752,0.0958652687745101,0.527080260432805,0.3556369455535758
3,0.0224588204181781,-0.2711460207923371,-1.224690288955314,-0.0101811719920323,0.4978590315651516,0.3102541706541504
4,0.1440163028588683,-0.4840527675400795,-1.2144005547481036,-0.0649148188392801,0.391932076919908,0.3800738243455738
5,0.0710818133944541,-0.46311112031899,-1.2025864154731585,-0.4583129055538736,0.6658810975541586,0.25090746501644
6,0.0953933098825923,-0.8435510448354476,-1.0272798326836483,-0.1059650539747159,0.3006157367084911,0.2648713957547248
7,0.1127586645169766,-0.8819440647407784,-1.1873423647958097,-0.2256949064530706,0.5453435284750883,0.5406590278358481
8,-0.286644492073863,-0.6760178670667323,-1.0310908453529857,-0.4035792587066257,0.4759431099144113,0.2090156728015862
9,0.5746770977915999,-1.0006133989936183,-1.0501459086996714,0.2703287681001123,0.5124696459989783,0.5127311663592786
10,-0.3873635489532921,-0.7388428087300006,-1.2845231878639076,-0.4822588760495444,0.3773214624860813,0.2439254996472978
11,0.262100714372682,-0.9901425753830736,-1.149232238102438,0.2532245034603474,0.5161222996074349,0.4708393741444247
12,0.2829391399339431,-0.7667650050247865,-1.0539569213690083,0.1129695334142749,0.391932076919908,0.5127311663592786
13,0.3280890619833423,-1.1088119096359137,-1.03871287069166,-0.0272854366317974,0.6439651759034184,0.5511319758895618
14,0.5538386722303389,-0.9447690064040464,-0.8595952752328129,0.0342899160713564,0.581870064559655,0.5790598373661312
15,-0.1199370875837734,-0.8714732411302335,-1.2913830106687143,0.0069230926477325,0.6549231367287885,0.5336770624667059
16,0.3211429201295888,-1.1681465767623336,-1.088256035393043,0.3797960617946079,0.548996182083545,0.5581139412587043
17,0.0815010261750848,-1.1681465767623336,-1.0996890734010547,0.1916491507571938,0.6183966006442219,0.477821339513567
18,0.1370701610051147,-1.1681465767623336,-1.1568542634411123,0.0719192982788391,0.424805959396018,0.5441500105204196
19,0.2065315795426521,-1.157675753151789,-0.798619072523418,0.3490083854430311,0.5161222996074349,0.3381820321307196
20,-0.099098662022512,4.8979505682798985,5.760133731405857,0.2874330327398772,0.1654675531955941,0.4917852702518517
21,5.02020788419399,4.967756059016865,5.760133731405857,4.371931428715742,5.019844198834515,5.445489699658356
22,5.054938593462758,4.828145077542934,5.8363539847926,4.474557016554332,5.092897271003649,5.270940565429798
23,5.2633228490753705,5.002658804385346,5.798243858099228,4.7824337800701,5.129423807088216,5.236030738584087
24,5.02020788419399,4.8979505682798985,5.760133731405857,4.67980819223151,4.910264590580815,5.096391431201239
25,4.916015756387684,4.863047822911417,5.722023604712485,4.611391133672451,5.129423807088216,5.30585039227551
26,5.054938593462758,5.002658804385346,5.912574238179344,4.508765545833861,5.056370734919082,5.375670045966934
27,5.02020788419399,4.967756059016865,5.6839134780191145,4.474557016554332,5.092897271003649,5.340760219121222
28,5.436976395419214,4.828145077542934,5.722023604712485,4.7824337800701,5.129423807088216,5.515309353349782
29,4.985477174925221,5.002658804385346,5.760133731405857,4.816642309349631,5.348583023595616,5.131301258046951
30,5.159130721269064,4.793242332174453,5.798243858099228,4.67980819223151,4.946791126665382,5.201120911738374
31,4.950746465656452,4.967756059016865,5.60769322463237,4.508765545833861,4.910264590580815,5.096391431201239
32,5.332784267612908,5.281880767333205,5.798243858099228,4.714016721511041,4.8372115184116815,5.026571777509815
33,6.096859871525818,5.438943121491375,5.8363539847926,4.67980819223151,4.910264590580815,6.283325543955441
34,5.402245686150445,5.596005475649546,6.217455251726318,4.816642309349631,5.165950343172781,5.620038833886916
35,5.680091360300595,5.700713711754992,6.065014744952832,5.021893485026809,5.165950343172781,5.864407621806899
36,5.7148220695693634,6.014838420071336,6.636666645353407,5.694775255955162,5.531215704018449,6.2484157171097285
37,7.034589021782572,6.36386587375616,6.712886898740151,6.367314941590719,7.430595580415922,7.0862515614068124
38,6.548359092019811,6.712893327440983,7.208318545753984,7.040196712519071,6.2982729617943525,7.016431907715388
39,6.478897673482274,6.39876861912464,7.132098292367239,5.979732304853646,6.480905642217186,6.737153292949695
40,6.756743347632424,6.712893327440983,7.627529939381072,6.16787921589106,6.919224075231985,7.2258908687896595
41,7.069319731051341,6.957212545020358,7.894300826234674,6.356026126928474,7.174909827823954,7.2258908687896595
42,8.111241009114401,8.353322359759652,8.389732473248506,6.595485831885183,8.78207741554489,7.993907059395319
43,7.520818951545334,7.794878433863934,8.42784259994188,8.237495237302616,7.357542508246787,7.365530176172506
