timestamp,variable1,variable2,variable3,variable4,variable5,variable6,variable7
0,0.722726,0.722521,0.620151,0.751128,0.621619,0.678119,0.502986
1,0.895701,0.980357,0.822951,1.012835,0.872204,0.838425,0.685923
2,1.154522,1.238192,1.022394,1.188072,1.122788,1.069402,0.926323
3,1.098332,1.183213,1.020086,1.114125,1.162779,1.069825,1.182852
4,1.020960,1.134684,1.025961,1.039582,1.146650,1.070037,1.167765
5,1.010703,1.074176,1.016519,0.991278,1.134940,1.075326,1.169984
6,1.075589,0.975582,1.005188,0.904511,1.139801,1.059457,1.167322
7,1.078711,0.768872,0.917898,0.800747,0.967687,0.972916,1.169097
8,1.001784,0.667821,0.830609,0.723818,0.935430,0.891877,1.031607
9,0.924857,0.578748,0.836694,0.640629,0.901184,0.873680,0.912022
10,0.885167,0.548034,0.820957,0.640629,0.881078,0.840037,0.876745
11,0.799545,0.485990,0.843828,0.609321,0.852135,0.843423,0.841469
12,0.689840,0.603320,0.946016,0.691914,0.950896,0.923404,0.829266
13,0.790180,0.656149,1.057646,0.702946,0.918638,0.960644,0.908472
14,0.944702,0.828766,1.059975,0.791205,0.914219,0.992806,1.019183
15,0.940465,1.054211,1.115895,0.983228,1.020271,0.975244,1.007867
16,1.031440,1.228056,1.133206,1.148117,0.995968,1.044011,1.085742
17,1.076927,1.389616,1.113692,1.319267,0.958629,1.034278,1.075314
18,1.032332,1.523532,1.042352,1.509203,0.919227,1.061573,1.014745
19,0.936560,1.537046,0.950427,1.317207,0.885129,1.014600,0.806728
20,0.930648,1.673140,0.858629,1.393715,0.824075,1.040151,0.782970
21,0.888836,1.793262,0.800403,1.478870,0.825990,1.038195,0.776739
22,0.892512,1.964985,0.751725,1.547328,0.932189,1.025449,0.776054
23,0.978020,1.803761,0.755922,1.661704,1.009519,1.084643,0.892736
24,1.038223,1.645608,0.755922,2.039935,1.069173,1.132411,1.105394
25,1.058291,1.344605,0.770610,1.956447,1.073592,1.164149,1.143111
26,1.062751,1.098887,0.758020,1.729836,1.093477,1.193772,1.143111
27,1.116265,0.754883,0.772708,1.470427,1.060335,1.236090,1.160860
28,1.107346,0.751811,0.760118,1.175237,1.082430,1.212815,1.154204
29,1.145252,0.791741,0.758020,0.918809,1.102314,1.233974,1.185265
30,1.178698,0.797883,0.741234,0.772705,1.142084,1.198004,1.211889
31,1.216604,0.831670,0.751725,0.754815,1.150922,1.147222,1.240731
32,1.143022,0.877742,0.760118,0.775687,1.117780,1.117600,1.249606
33,1.098427,0.877742,0.770610,0.877065,1.060335,1.087977,1.183046
34,1.067210,0.847027,0.781101,0.880047,1.027194,1.066818,1.129799
35,1.044913,0.843955,0.783200,0.891974,0.996262,1.096440,1.094301
36,1.022615,0.834741,0.758020,0.877065,0.967540,1.138759,1.076551
37,1.053832,0.856241,0.779003,0.874083,1.011728,1.166265,1.047709
38,1.082819,0.868527,0.839854,0.766742,1.071383,1.187424,1.083207
39,1.107346,0.893099,0.909098,0.766742,1.102314,1.090093,1.114268
40,1.138563,0.890028,1.011915,0.739906,1.137665,0.984297,1.147548
41,1.172009,0.865456,1.104241,0.736924,1.170806,0.880618,1.189702
42,1.100657,0.883885,1.173485,0.716052,1.184063,0.772707,1.236294
43,1.027075,0.902313,1.238533,0.772705,1.080220,0.666911,1.160860
44,0.924506,0.856241,1.295187,0.784632,0.978587,0.666911,1.063240
45,0.806328,0.899242,1.374923,0.799541,0.885792,0.666911,0.965619
46,0.701530,0.905385,1.437872,0.832339,0.792996,0.666911,0.839156
47,0.703760,0.914599,1.497317,0.835321,0.700201,0.675375,0.712693
48,0.701530,0.890028,1.553279,0.838303,0.709038,0.677491,0.708256
49,0.694840,0.920742,1.633015,0.811467,0.704620,0.688070,0.703819
50,0.701530,0.890028,1.463052,0.796559,0.693572,0.698650,0.692725
51,0.690381,0.902313,1.301482,0.781650,0.689154,0.702882,0.683851
52,0.685921,0.908456,1.029769,0.775687,0.675897,0.700766,0.679414
53,0.683692,0.902313,0.927600,0.790595,0.781581,0.694418,0.688288
54,0.801092,1.017465,0.807281,0.784632,0.899637,0.601370,0.792362
55,0.889505,1.159647,0.889427,0.905812,1.009519,0.690077,0.880239
56,0.968331,1.301828,0.984939,1.026991,1.111668,0.764397,0.961460
57,1.069231,1.400394,1.172864,1.254618,1.236573,0.819885,1.058656
58,1.162104,1.562846,1.173745,1.357908,1.242539,0.911344,1.128340
59,1.143151,1.507560,1.171605,1.560190,1.247399,1.053321,1.109703
60,1.148725,1.498346,1.168436,1.524708,1.245411,1.013542,1.113919
61,1.162549,1.463024,1.153496,1.567346,1.256016,0.999365,1.115694
62,1.163887,1.376101,1.141956,1.486840,1.247841,1.015023,1.121018
63,1.170131,1.338936,1.126009,1.432274,1.229282,1.009945,1.131224
64,0.937175,1.109051,0.894588,1.098708,0.972953,0.818324,0.904580
65,0.704219,0.812208,0.663166,0.863837,0.738276,0.626703,0.677936
