Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,F1_X,F1_Y,F1_Z,Distance
1731070780.55,19.8,0.746,0.0,0.704,9600.8,6399.2,0.0,7601.3,9600.8,0.0,3774.6844649586264
1731070781.05,19.8,0.984,0.0,0.754,9600.9,6399.1,0.0,7601.4,9600.9,0.0,3774.854101816386
1731070781.55,20.5,0.817,0.0,0.782,9601.0,6399.0,0.0,7601.5,9601.0,0.0,3775.0237416471964
1731070782.05,19.9,0.859,0.0,0.866,9601.1,6398.9,0.0,7601.6,9601.1,0.0,3775.193384450657
1731070782.55,19.8,0.849,0.0,0.809,9601.2,6398.8,0.0,7601.7,9601.2,0.0,3775.363030226366
1731070783.05,19.8,1.069,0.0,3.44,9601.3,6398.7,0.0,7601.8,9601.3,0.0,3775.532678973921
1731070783.55,19.9,0.99,0.0,0.637,9601.4,6398.6,0.0,7601.9,9601.4,0.0,3775.7023306929264
1731070784.05,20.5,0.957,0.0,1.02,9601.5,6398.5,0.0,7602.0,9601.5,0.0,3775.871985382979
1731070784.55,19.9,0.689,0.0,0.789,9601.6,6398.4,0.0,7602.1,9601.6,0.0,3776.0416430436785
1731070785.05,19.8,0.487,0.0,0.883,9601.7,6398.3,0.0,7602.2,9601.7,0.0,3776.2113036746246
1731070785.55,20.5,0.443,0.0,0.872,9601.8,6398.2,0.0,7602.3,9601.8,0.0,3776.380967275414
1731070786.05,19.8,0.506,0.0,0.835,9601.9,6398.1,0.0,7602.4,9601.9,0.0,3776.550633845652
1731070786.55,19.9,0.613,0.0,0.798,9602.0,6398.0,0.0,7602.5,9602.0,0.0,3776.7203033849355
1731070787.05,19.8,0.551,0.0,0.831,9602.1,6397.9,0.0,7602.6,9602.1,0.0,3776.8899758928646
1731070787.55,20.5,0.47,0.0,0.752,9602.2,6397.8,0.0,7602.7,9602.2,0.0,3777.059651369039
1731070788.05,19.8,0.695,0.0,0.876,9602.3,6397.7,0.0,7602.8,9602.3,0.0,3777.2293298130567
1731070788.55,19.8,0.51,0.0,1.74,9602.4,6397.6,0.0,7602.9,9602.4,0.0,3777.399011224522
1731070789.05,19.9,0.439,0.0,8.4,9602.5,6397.5,0.0,7603.0,9602.5,0.0,3777.568695603033
1731070789.55,19.8,0.525,0.0,1.79,9602.6,6397.4,0.0,7603.1,9602.6,0.0,3777.73838294819
1731070790.05,20.5,0.47,0.0,0.829,9602.7,6397.3,0.0,7603.2,9602.7,0.0,3777.9080732595926
1731070790.55,19.9,0.724,0.0,0.919,9602.8,6397.2,0.0,7603.3,9602.8,0.0,3778.077766536839
1731070791.05,19.8,0.469,0.0,0.851,9602.9,6397.1,0.0,7603.4,9602.9,0.0,3778.247462779535
1731070791.55,20.5,0.489,0.0,0.88,9603.0,6397.0,0.0,7603.5,9603.0,0.0,3778.4171619872786
1731070792.05,19.8,0.795,0.0,0.888,9603.1,6396.9,0.0,7603.6,9603.1,0.0,3778.5868641596694
1731070792.55,19.8,0.633,0.0,0.704,9603.2,6396.8,0.0,7603.7,9603.2,0.0,3778.7565692963085
1731070793.05,19.9,0.545,0.0,0.95,9603.3,6396.7,0.0,7603.8,9603.3,0.0,3778.9262773967944
1731070793.55,20.5,0.806,0.0,0.932,9603.4,6396.6,0.0,7603.9,9603.4,0.0,3779.095988460732
1731070794.05,19.8,0.708,0.0,1.68,9603.5,6396.5,0.0,7604.0,9603.5,0.0,3779.26570248772
1731070794.55,19.8,0.985,0.0,0.97,9603.6,6396.4,0.0,7604.1,9603.6,0.0,3779.4354194773596
1731070795.05,19.8,0.769,0.0,0.886,9603.7,6396.3,0.0,7604.2,9603.7,0.0,3779.605139429251
1731070795.55,20.5,0.807,0.0,0.727,9603.8,6396.2,0.0,7604.3,9603.8,0.0,3779.774862342993
1731070796.05,19.8,0.808,0.0,0.904,9603.9,6396.1,0.0,7604.4,9603.9,0.0,3779.9445882181917
1731070796.55,19.8,0.784,0.0,0.778,9604.0,6396.0,0.0,7604.5,9604.0,0.0,3780.114317054446
1731070797.05,19.8,0.666,0.0,0.787,9604.1,6395.9,0.0,7604.6,9604.1,0.0,3780.284048851356
1731070797.55,19.9,0.538,0.0,0.826,9604.2,6395.8,0.0,7604.7,9604.2,0.0,3780.4537836085246
1731070798.05,20.5,0.606,0.0,0.882,9604.3,6395.7,0.0,7604.8,9604.3,0.0,3780.623521325549
1731070798.55,19.8,0.619,0.0,0.783,9604.4,6395.6,0.0,7604.9,9604.4,0.0,3780.793262002036
1731070799.05,19.8,0.54,0.0,0.631,9604.5,6395.5,0.0,7605.0,9604.5,0.0,3780.963005637585
1731070799.55,20.5,0.621,0.0,1.02,9604.6,6395.4,0.0,7605.1,9604.6,0.0,3781.132752231797
1731070800.05,19.8,0.728,0.0,1.28,9604.7,6395.3,0.0,7605.2,9604.7,0.0,3781.3025017842738
1731070800.55,19.8,0.653,0.0,0.883,9604.8,6395.2,0.0,7605.3,9604.8,0.0,3781.4722542946142
1731070801.05,19.9,0.736,0.0,0.856,9604.9,6395.1,0.0,7605.4,9604.9,0.0,3781.6420097624255
1731070801.55,19.8,0.778,0.0,0.947,9605.0,6395.0,0.0,7605.5,9605.0,0.0,3781.8117681873064
1731070802.05,20.5,0.902,0.0,3.72,9605.1,6394.9,0.0,7605.6,9605.1,0.0,3781.9815295688586
1731070802.55,19.9,0.818,0.0,1.14,9605.2,6394.8,0.0,7605.7,9605.2,0.0,3782.1512939066843
1731070803.05,19.8,0.798,0.0,1.12,9605.3,6394.7,0.0,7605.8,9605.3,0.0,3782.321061200383
1731070803.55,20.5,1.118,0.0,0.868,9605.4,6394.6,0.0,7605.9,9605.4,0.0,3782.4908314495615
1731070804.05,19.8,0.886,0.0,1.36,9605.5,6394.5,0.0,7606.0,9605.5,0.0,3782.6606046538195
1731070804.55,19.8,0.876,0.0,0.873,9605.6,6394.4,0.0,7606.1,9605.6,0.0,3782.8303808127594
