Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,S1_X,S1_Y,S1_Z,Distance
1731070780.55,40.3,0.629,0.0,2.0,9600.8,6399.2,0.0,11401.8530526,11401.8198388,0.0,5316.953766005035
1731070781.05,39.7,0.665,0.0,1.16,9600.9,6399.1,0.0,11401.9252292,11402.2000414,0.0,5317.396157939672
1731070781.55,40.3,0.625,0.0,0.723,9601.0,6399.0,0.0,11402.3043001,11402.1437381,0.0,5317.531800153902
1731070782.05,39.7,0.654,0.0,0.759,9601.1,6398.9,0.0,11402.8231108,11402.5268193,0.0,5318.128196537675
1731070782.55,39.7,0.481,0.0,0.752,9601.2,6398.8,0.0,11402.7787073,11402.9216412,0.0,5318.544842202886
1731070783.05,40.3,0.567,0.0,0.748,9601.3,6398.7,0.0,11402.7411682,11402.8484797,0.0,5318.523506516598
1731070783.55,39.7,0.542,0.016,1.06,9601.4,6398.6,0.0,11402.7634723,11402.8575364,0.0,5318.599801635099
1731070784.05,39.7,0.567,0.0,0.763,9601.5,6398.5,0.0,11402.7861227,11403.4886717,0.0,5319.261537062916
1731070784.55,39.7,0.698,0.0,0.836,9601.6,6398.4,0.0,11403.1116736,11402.9996391,0.0,5318.971879771215
1731070785.05,40.3,0.66,0.0,0.944,9601.7,6398.3,0.0,11403.1788616,11403.4987781,0.0,5319.52449915266
1731070785.55,40.3,0.741,0.0,1.66,9601.8,6398.2,0.0,11403.5846404,11403.3403918,0.0,5319.573124979976
1731070786.05,39.7,0.926,0.0,1.19,9601.9,6398.1,0.0,11403.8295361,11403.7698811,0.0,5320.120394466768
1731070786.55,40.3,0.891,0.0,4.49,9602.0,6398.0,0.0,11403.7456703,11404.2325105,0.0,5320.587506059075
1731070787.05,39.0,0.399,0.016,1.56,9602.1,6397.9,0.0,11404.3584182,11404.2004504,0.0,5320.825086924772
1731070787.55,40.3,0.41,0.0,0.77,9602.2,6397.8,0.0,11403.8711317,11403.9881187,0.0,5320.520495836304
1731070788.05,39.7,0.761,0.0,1.05,9602.3,6397.7,0.0,11404.5259566,11404.3656097,0.0,5321.157667838406
1731070788.55,40.3,0.533,0.0,0.797,9602.4,6397.6,0.0,11404.2236878,11404.6832678,0.0,5321.414422181372
1731070789.05,39.7,0.692,0.0,1.32,9602.5,6397.5,0.0,11404.3948832,11404.6607296,0.0,5321.511415204402
1731070789.55,40.3,0.864,0.0,1.09,9602.6,6397.4,0.0,11405.0419393,11404.4526517,0.0,5321.5949866035035
1731070790.05,39.7,0.647,0.0,0.936,9602.7,6397.3,0.0,11404.5508045,11405.0913044,0.0,5322.089821686736
1731070790.55,38.4,0.758,0.048,1.38,9602.8,6397.2,0.0,11405.2069206,11404.9727263,0.0,5322.260646163519
1731070791.05,39.0,0.384,0.0,0.89,9602.9,6397.1,0.0,11405.4503856,11404.956636,0.0,5322.388183828379
1731070791.55,41.0,0.396,0.0,2.59,9603.0,6397.0,0.0,11405.6874507,11405.1291661,0.0,5322.691028911291
1731070792.05,38.4,0.426,0.032,1.17,9603.1,6396.9,0.0,11405.897708,11405.7391907,0.0,5323.396435947851
1731070792.55,40.3,0.258,0.0,1.14,9603.2,6396.8,0.0,11405.8748865,11405.7389691,0.0,5323.4487263978
1731070793.05,39.7,0.355,0.0,1.1,9603.3,6396.7,0.0,11406.0217418,11405.8544688,0.0,5323.667361007582
1731070793.55,39.1,0.278,0.016,0.864,9603.4,6396.6,0.0,11405.6661803,11406.1169735,0.0,5323.854214048104
1731070794.05,39.7,0.824,0.016,1.11,9603.5,6396.5,0.0,11405.905418,11405.8341106,0.0,5323.729287112226
1731070794.55,39.1,0.543,0.016,0.805,9603.6,6396.4,0.0,11406.2721658,11406.3350431,0.0,5324.385041808252
1731070795.05,39.7,0.574,0.0,1.14,9603.7,6396.3,0.0,11406.3872517,11406.7176948,0.0,5324.844298550582
