Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance
1731071782.23,8.32,0.303,0.0,0.845,3773.095347324262,19.8,1.004,0.0,1.81,5149.563476645375,19.8,0.379,0.0,0.749,4119.408065487079,40.3,1.047,0.0,1.64,5822.400601742025
1731071782.73,7.68,0.462,0.0,1.93,3773.0902805260303,19.8,0.758,0.0,2.27,5149.782040290637,19.8,0.515,0.0,1.22,4119.58292670508,39.7,1.016,0.0,1.71,5822.392048264206
1731071783.23,8.32,0.488,0.0,1.48,3773.085236248977,19.8,0.699,0.0,1.82,5150.00060679608,19.8,0.46,0.031,1.07,4119.757790210488,40.3,1.151,0.0,1.76,5822.652748088418
1731071783.73,7.68,0.398,0.0,0.94,3773.080214493193,20.5,0.445,0.0,1.89,5150.219176161341,19.8,0.742,0.0,0.792,4119.932656003009,39.0,1.24,0.0,1.97,5823.091262794563
1731071784.23,8.32,0.471,0.0,0.942,3773.075215258768,19.8,0.339,0.0,12.1,5150.4377483860535,19.8,0.589,0.0,6.15,4120.107524082352,40.3,0.475,0.0,1.67,5823.289634474072
1731071784.73,7.68,0.318,0.0,1.69,3773.070238545792,19.8,0.246,0.0,2.05,5150.656323469855,19.8,0.481,0.0,1.36,4120.282394448224,39.0,0.976,0.032,2.49,5823.311170145625
1731071785.23,8.32,0.455,0.0,0.96,3773.0652843543535,20.5,0.297,0.0,3.23,5150.8749014123805,19.2,0.547,0.032,1.1,4120.457267100339,40.3,0.506,0.0,12.0,5823.436161046288
1731071785.73,7.68,0.565,0.0,1.07,3773.060352684542,19.8,0.281,0.0,2.12,5151.093482213267,20.5,0.535,0.0,0.991,4120.632142038403,39.7,0.553,0.0,1.82,5823.632975649944
1731071786.23,7.68,0.475,0.0,0.899,3773.055443536445,19.8,0.39,0.0,3.18,5151.31206587215,19.8,0.614,0.0,1.13,4120.807019262125,40.3,0.689,0.0,1.9,5824.104362391176
1731071786.73,8.32,0.755,0.0,2.35,3773.050556910152,19.9,0.591,0.0,4.43,5151.530652388667,19.9,0.561,0.0,1.78,4120.981898771215,39.7,0.505,0.0,2.66,5824.5899316428
1731071787.23,8.32,0.46,0.0,0.782,3773.045692805746,20.5,0.38,0.0,1.68,5151.749241762453,19.8,0.723,0.0,1.15,4121.1567805653785,39.7,0.585,0.016,2.33,5824.412145570027
1731071787.73,7.68,0.582,0.0,5.39,3773.04085122332,19.2,0.382,0.032,1.93,5151.967833993143,20.5,0.587,0.0,1.58,4121.331664644329,39.7,0.623,0.0,2.27,5824.997093045275
1731071788.23,8.32,0.816,0.0,1.06,3773.036032162958,19.8,0.492,0.0,2.18,5152.186429080376,19.8,0.629,0.0,0.767,4121.506551007775,39.7,0.914,0.0,1.6,5825.301956129085
1731071788.73,7.68,0.439,0.0,0.825,3773.0312356247473,19.8,0.525,0.0,2.38,5152.405027023788,19.9,0.691,0.0,2.04,4121.681439655424,40.3,0.642,0.0,2.31,5824.946339648286
1731071789.23,8.32,0.641,0.0,1.19,3773.026461608772,20.5,0.555,0.0,1.56,5152.6236278230135,20.5,0.725,0.0,6.66,4121.856330586986,39.7,0.693,0.016,2.75,5825.438026866375
1731071789.73,7.68,0.375,0.0,1.12,3773.021710115117,19.8,0.907,0.0,2.59,5152.842231477693,19.8,0.698,0.0,0.876,4122.031223802167,39.7,0.786,0.0,5.97,5825.81188010622
1731071790.23,8.32,0.632,0.0,0.785,3773.0169811438695,19.8,0.665,0.0,8.75,5153.0608379874575,19.8,0.583,0.0,1.14,4122.206119300683,40.3,0.711,0.0,1.97,5825.947563444453
1731071790.73,7.68,0.658,0.0,1.25,3773.012274695114,19.8,0.424,0.0,2.36,5153.279447351948,19.8,0.517,0.0,1.2,4122.38101708224,39.6,0.896,0.0,2.46,5826.391918870016
1731071791.23,7.68,0.373,0.0,1.21,3773.007590768935,20.5,0.493,0.0,2.08,5153.4980595708,20.4,0.605,0.0,0.817,4122.555917146547,39.7,0.953,0.0,2.14,5826.779732390975
1731071791.73,8.32,0.606,0.0,0.784,3773.002929365415,19.8,0.599,0.0,2.11,5153.71667464365,19.9,0.582,0.0,1.32,4122.730819493313,40.3,0.935,0.0,2.34,5827.221156155362
1731071792.23,7.68,0.338,0.0,1.35,3772.998290484637,19.9,0.468,0.0,1.87,5153.935292570135,19.8,0.56,0.0,1.52,4122.905724122247,39.7,0.838,0.0,1.64,5826.727436375389
1731071792.73,8.32,0.893,0.0,6.88,3772.993674126687,19.8,0.943,0.0,2.14,5154.153913349892,19.8,0.683,0.0,2.3,4123.080631033062,40.3,0.666,0.0,1.82,5827.254685209722
1731071793.23,7.68,0.46,0.0,0.898,3772.989080291646,20.5,0.691,0.0,1.82,5154.372536982557,19.9,0.674,0.0,0.917,4123.255540225466,40.3,0.799,0.0,2.26,5827.266120900875
1731071793.73,8.32,0.487,0.0,1.64,3772.984508979596,19.8,0.538,0.0,2.52,5154.591163467768,20.5,0.645,0.0,5.82,4123.430451699168,39.0,0.772,0.016,1.66,5828.070565506985
1731071794.23,8.32,0.869,0.0,1.45,3772.9799601906193,19.8,0.635,0.0,2.18,5154.809792805162,19.8,0.636,0.0,0.945,4123.605365453877,40.3,0.748,0.0,4.83,5828.132694351241
1731071794.73,7.68,0.444,0.0,0.904,3772.9754339247943,19.8,0.55,0.0,10.6,5155.028424994377,19.8,0.622,0.0,0.808,4123.780281489303,39.7,0.975,0.0,1.93,5828.402361976781
1731071795.23,7.68,0.738,0.0,0.997,3772.970930182208,20.5,0.782,0.0,1.98,5155.247060035047,20.5,0.684,0.0,1.48,4123.9551998051575,40.3,0.949,0.0,2.69,5828.816817338585
1731071795.73,8.32,0.558,0.0,0.822,3772.966448962937,19.9,0.63,0.0,1.6,5155.465697926813,19.9,0.677,0.0,1.47,4124.13012040115,39.7,1.045,0.0,2.59,5829.015578414472
1731071796.23,8.32,0.464,0.0,1.16,3772.961990267064,19.8,0.631,0.0,2.16,5155.68433866931,19.8,0.771,0.0,1.04,4124.305043276989,40.3,1.138,0.0,1.88,5829.086426587162
1731071796.73,7.68,0.563,0.0,1.27,3772.9575540946657,19.8,0.517,0.0,2.98,5155.902982262176,19.8,0.837,0.0,0.916,4124.479968432384,39.7,0.888,0.0,2.21,5829.411224582562
1731071797.23,7.68,0.421,0.0,0.853,3772.953140445823,20.5,0.657,0.0,1.72,5156.121628705048,20.5,0.807,0.0,1.48,4124.6548958670455,40.3,0.968,0.0,2.48,5829.655052900633
1731071797.73,8.32,0.778,0.0,1.9,3772.948749320616,19.9,0.711,0.0,1.92,5156.340277997564,19.2,0.99,0.032,0.782,4124.829825580687,39.7,1.063,0.0,1.49,5830.24831390954
1731071798.23,7.68,0.54,0.0,5.04,3772.9443807191215,19.8,0.972,0.0,2.44,5156.558930139362,19.8,1.076,0.0,1.65,4125.004757573014,40.3,1.086,0.0,2.86,5830.38733113466
1731071798.73,8.32,0.589,0.0,0.854,3772.940034641421,19.2,0.605,0.032,1.9,5156.777585130079,19.8,0.712,0.0,1.58,4125.179691843739,39.7,0.97,0.0,3.1,5830.565444796619
1731071799.23,7.68,0.527,0.0,1.27,3772.935711087588,20.5,0.577,0.0,8.2,5156.996242969351,19.8,0.489,0.0,6.36,4125.354628392572,40.3,1.096,0.0,10.9,5830.601255244992
1731071799.73,8.32,0.456,0.0,1.44,3772.931410057701,19.8,0.582,0.0,2.17,5157.214903656818,20.5,0.359,0.0,1.03,4125.529567219219,39.7,1.226,0.0,1.63,5830.5335431248495
1731071800.23,8.32,0.819,0.0,0.819,3772.92713155184,19.8,0.778,0.0,2.74,5157.433567192116,19.8,0.374,0.0,1.79,4125.704508323396,40.3,1.27,0.0,2.02,5830.942256312415
1731071800.73,7.68,0.414,0.0,1.21,3772.92287557008,19.8,0.714,0.0,1.79,5157.652233574885,19.9,0.421,0.0,0.922,4125.879451704812,39.7,1.34,0.0,1.82,5831.5325509778
1731071801.23,8.32,0.458,0.0,1.44,3772.918642112497,20.5,0.653,0.0,2.48,5157.870902804761,20.5,0.698,0.0,1.4,4126.054397363177,39.7,0.751,0.0,1.88,5831.564204364841
1731071801.73,7.68,0.5,0.0,0.782,3772.914431179166,19.9,1.142,0.0,2.78,5158.089574881382,19.9,0.696,0.0,1.07,4126.229345298199,40.3,0.949,0.0,2.01,5831.753760609422
1731071802.23,8.32,0.575,0.0,1.16,3772.9102427701614,19.8,0.882,0.0,1.61,5158.308249804388,19.8,0.598,0.0,1.32,4126.404295509589,40.3,0.86,0.0,2.19,5831.78791682075
1731071802.73,7.68,0.377,0.0,1.14,3772.9060768855616,19.9,0.868,0.0,3.1,5158.526927573414,19.8,0.473,0.0,1.09,4126.579247997061,39.7,0.97,0.0,2.0,5832.750491475948
1731071803.23,8.32,0.49,0.0,6.12,3772.9019335254393,20.5,0.814,0.0,3.24,5158.745608188099,19.8,0.446,0.0,1.27,4126.754202760324,40.3,0.866,0.0,1.99,5832.324667732079
1731071803.73,7.69,0.551,0.0,1.22,3772.8978126898696,19.8,1.113,0.0,6.45,5158.9642916480825,20.5,0.49,0.0,5.76,4126.929159799088,39.7,0.989,0.0,9.95,5832.812154767321
1731071804.23,8.32,0.446,0.0,0.911,3772.893714378925,19.9,0.569,0.0,2.19,5159.182977953001,19.8,0.633,0.0,0.737,4127.104119113063,40.3,1.204,0.0,1.52,5833.195264045248
1731071804.73,7.68,0.497,0.0,0.825,3772.889638592679,19.8,0.269,0.0,1.79,5159.401667102495,19.9,0.464,0.0,1.17,4127.279080701957,39.7,1.36,0.0,3.0,5833.245514171121
1731071805.23,7.68,0.333,0.0,1.07,3772.8855853312057,20.5,0.355,0.0,1.79,5159.6203590962,20.5,0.421,0.0,1.28,4127.454044565487,39.7,0.844,0.0,2.97,5833.32296817434
1731071805.73,8.32,0.626,0.0,1.52,3772.881554594578,19.9,0.441,0.0,1.93,5159.839053933756,19.8,0.542,0.0,0.774,4127.62901070336,40.3,0.855,0.0,1.9,5834.08567697434
1731071806.23,8.32,0.722,0.0,0.874,3772.877546382867,19.8,0.528,0.0,1.81,5160.057751614801,19.8,0.662,0.0,1.34,4127.803979115288,40.3,0.603,0.0,2.37,5834.042058904092
1731071806.73,7.68,0.394,0.0,1.28,3772.873560696145,19.8,0.517,0.0,1.86,5160.276452138974,19.8,0.66,0.0,1.63,4127.97894980098,39.7,0.58,0.0,1.68,5834.497867097106
1731071807.23,7.68,0.539,0.0,1.04,3772.869597534481,20.5,0.443,0.0,1.59,5160.495155505913,20.5,0.521,0.0,0.807,4128.153922760148,40.3,0.998,0.0,1.84,5834.745473838426
1731071807.73,8.32,0.34,0.0,2.38,3772.8656568979495,19.8,0.348,0.0,2.1,5160.713861715257,19.8,0.582,0.0,1.2,4128.328897992503,39.7,0.665,0.0,2.09,5834.611444507785
1731071808.23,7.68,0.579,0.0,0.917,3772.86173878662,19.8,0.493,0.0,5.26,5160.932570766644,19.8,0.592,0.0,1.31,4128.503875497757,40.3,0.47,0.0,8.75,5835.575278131006
1731071808.73,7.68,0.605,0.0,0.886,3772.8578432005625,19.2,0.423,0.032,1.7,5161.151282659713,19.8,0.703,0.0,0.856,4128.67885527562,39.0,0.786,0.016,1.85,5835.229801730541
1731071809.23,8.32,0.374,0.0,1.26,3772.853970139847,20.5,0.453,0.0,2.15,5161.369997394102,20.5,0.585,0.0,4.93,4128.8538373258025,40.3,0.546,0.0,1.66,5835.86823444359
1731071809.73,7.68,0.554,0.0,1.23,3772.850119604541,19.8,0.367,0.0,2.52,5161.588714969453,19.8,0.854,0.0,0.974,4129.028821648015,39.0,0.721,0.016,2.02,5835.614341377419
1731071810.23,7.68,0.291,0.0,0.812,3772.846291594716,19.8,0.355,0.0,1.72,5161.8074353854,19.8,0.662,0.0,0.81,4129.203808241971,40.3,0.752,0.0,2.37,5836.471908754234
1731071810.73,8.32,0.564,0.0,1.18,3772.84248611044,19.8,0.397,0.0,1.91,5162.026158641585,19.8,0.792,0.0,1.16,4129.378797107381,39.7,0.666,0.0,1.72,5836.257538475273
1731071811.23,7.68,0.696,0.0,1.06,3772.83870315178,20.5,0.587,0.0,1.76,5162.244884737647,20.5,0.838,0.0,1.4,4129.553788243956,39.7,0.895,0.016,2.31,5836.807254042659
1731071811.73,8.32,0.335,0.0,0.886,3772.834942718805,19.9,0.441,0.0,2.04,5162.463613673223,19.8,0.782,0.0,0.859,4129.728781651406,39.7,0.967,0.0,2.08,5837.078236203059
1731071812.23,7.68,0.578,0.0,1.013,3772.83120481158,19.8,0.404,0.0,1.91,5162.682345447955,19.8,0.536,0.0,1.18,4129.903777329442,40.3,0.8,0.0,1.83,5837.356959653957
1731071812.73,8.32,0.375,0.0,1.14,3772.827489430175,19.8,0.575,0.0,1.87,5162.901080061481,19.8,0.482,0.0,1.48,4130.078775277779,39.7,1.13,0.0,2.81,5837.387450014229
1731071813.23,8.32,0.621,0.0,1.22,3772.823796574656,20.5,0.495,0.0,8.86,5163.119817513439,20.5,0.607,0.0,0.802,4130.253775496126,40.4,1.032,0.0,1.84,5837.888969377946
1731071813.73,7.68,0.515,0.0,0.807,3772.820126245088,19.8,0.483,0.0,2.33,5163.338557803469,19.8,0.539,0.0,1.24,4130.428777984194,39.7,0.933,0.0,1.74,5837.672941526863
1731071814.23,8.32,0.325,0.0,4.9,3772.816478441538,19.9,0.57,0.0,1.95,5163.557300931209,19.8,0.633,0.0,6.72,4130.603782741696,40.3,0.708,0.0,1.72,5838.219804854295
1731071814.73,7.67,0.631,0.0,1.27,3772.812853164068,19.8,0.547,0.0,2.21,5163.776046896302,19.8,0.612,0.0,0.908,4130.77878976834,39.7,0.735,0.0,1.74,5838.535774647545
1731071815.23,7.69,0.343,0.0,0.94,3772.809250412748,20.5,0.483,0.0,1.83,5163.994795698384,20.5,0.592,0.0,0.868,4130.953799063843,40.3,0.899,0.0,1.96,5838.772229564202
1731071815.73,8.32,0.853,0.0,0.806,3772.805670187639,19.9,0.763,0.0,2.15,5164.213547337096,19.8,0.8,0.0,1.54,4131.1288106279135,39.7,0.873,0.0,2.42,5839.101643269332
1731071816.23,8.32,0.542,0.0,1.23,3772.8021124888064,19.8,0.893,0.0,2.59,5164.432301812079,19.8,0.708,0.0,0.988,4131.303824460264,40.3,0.929,0.0,1.66,5839.096927210271
1731071816.73,7.68,0.489,0.0,1.19,3772.798577316314,19.8,0.71,0.0,1.77,5164.651059122968,19.8,0.694,0.0,0.884,4131.478840560606,39.7,0.924,0.0,1.8,5839.694328276471
1731071817.23,8.32,0.709,0.0,0.866,3772.795064670223,19.8,0.513,0.0,2.1,5164.869819269407,20.5,0.716,0.0,0.995,4131.653858928648,40.4,0.894,0.0,2.14,5839.790107700507
1731071817.73,7.68,0.359,0.0,1.12,3772.7915745506,20.5,0.419,0.0,2.46,5165.0885822510345,19.8,0.822,0.0,0.825,4131.828879564108,39.7,1.119,0.0,10.9,5840.25703348038
1731071818.23,8.32,0.692,0.0,0.886,3772.788106957506,19.9,0.502,0.0,2.82,5165.307348067489,19.8,0.838,0.0,1.47,4132.003902466696,39.1,0.785,0.016,2.07,5840.216930388533
1731071818.73,7.68,0.358,0.0,1.14,3772.7846618910025,19.8,0.522,0.0,5.71,5165.526116718413,19.8,0.867,0.0,4.5,4132.178927636121,40.3,0.752,0.0,1.57,5840.5226505972405
1731071819.23,7.68,0.508,0.0,1.36,3772.781239351151,20.5,0.532,0.0,1.65,5165.744888203442,19.8,0.866,0.031,0.854,4132.353955072098,39.7,0.822,0.016,2.33,5841.083218099147
1731071819.73,8.32,0.397,0.0,0.918,3772.7778393380113,19.8,0.641,0.0,2.67,5165.963662522221,19.8,1.283,0.0,1.66,4132.528984774335,39.7,1.103,0.0,2.77,5840.918664459885
1731071820.23,7.68,0.382,0.0,1.549,3772.774461851649,19.9,1.062,0.0,2.46,5166.182439674387,19.9,0.774,0.0,1.42,4132.704016742548,40.3,1.06,0.0,1.68,5841.28106823014
1731071820.73,8.32,0.843,0.0,2.18,3772.7711068921208,19.8,0.764,0.0,1.9,5166.40121965958,19.8,0.565,0.0,0.905,4132.879050976449,39.7,1.085,0.0,1.76,5841.860670587742
1731071821.23,7.68,0.486,0.0,0.74,3772.767774459489,20.5,0.755,0.0,3.29,5166.620002477442,20.5,0.448,0.0,1.53,4133.05408747575,40.3,1.197,0.0,2.49,5841.793589951218
1731071821.73,8.32,0.507,0.0,1.44,3772.7644645538103,19.9,0.691,0.0,2.68,5166.83878812761,19.8,0.424,0.0,1.59,4133.229126240161,39.7,1.222,0.0,1.75,5841.715128649055
1731071822.23,8.32,0.415,0.0,6.66,3772.7611771751463,19.8,0.684,0.0,2.16,5167.057576609729,19.8,0.431,0.0,1.16,4133.404167269394,40.3,1.267,0.0,5.53,5842.478000683488
1731071822.73,7.68,0.424,0.0,0.819,3772.757912323557,19.8,0.707,0.0,2.6,5167.276367923434,19.8,0.457,0.0,1.3,4133.579210563164,39.7,0.625,0.0,2.43,5842.545058278706
1731071823.23,7.67,0.404,0.0,1.18,3772.754669999098,20.5,0.802,0.0,2.38,5167.495162068369,20.5,0.716,0.0,1.05,4133.754256121184,40.3,0.964,0.0,1.71,5843.0461377376405
1731071823.73,8.33,0.456,0.0,1.31,3772.751450201829,19.8,0.844,0.0,7.57,5167.713959044173,19.8,0.481,0.0,1.59,4133.929303943163,39.7,0.915,0.0,1.53,5843.201874396011
1731071824.23,8.32,0.473,0.0,0.943,3772.748252931807,19.8,0.829,0.0,2.69,5167.932758850486,19.8,0.46,0.0,1.6,4134.104354028816,40.3,0.923,0.0,1.75,5842.982651420069
1731071824.73,7.68,0.538,0.0,0.892,3772.745078189089,19.8,1.239,0.0,2.27,5168.15156148695,19.8,0.397,0.0,1.22,4134.279406377851,39.7,1.226,0.0,1.79,5843.378643820874
1731071825.23,8.32,0.632,0.0,0.938,3772.7419259737335,20.5,0.866,0.0,2.52,5168.370366953204,20.5,0.603,0.0,1.29,4134.454460989986,40.3,1.182,0.0,2.1,5843.732342494264
1731071825.73,7.68,0.373,0.0,0.885,3772.738796285796,19.2,0.3,0.0,1.97,5168.58917524889,19.8,0.456,0.0,1.13,4134.629517864932,39.7,1.084,0.0,2.11,5844.244534614019
1731071826.23,7.68,0.621,0.0,1.15,3772.7356891253335,20.5,0.238,0.0,2.97,5168.807986373648,19.8,0.534,0.0,1.62,4134.804577002402,40.3,1.049,0.0,1.86,5844.091344690557
1731071826.73,8.32,0.538,0.0,4.56,3772.7326044924,19.8,0.289,0.0,3.22,5169.026800327118,19.8,0.56,0.0,1.76,4134.979638402106,39.0,0.472,0.0,2.75,5844.901956030538
1731071827.23,7.68,0.275,0.0,0.887,3772.7295423870496,20.5,0.301,0.0,1.65,5169.245617108942,19.8,0.566,0.0,0.852,4135.154702063756,41.0,0.598,0.0,7.19,5844.997418922474
1731071827.73,8.31,0.521,0.0,1.23,3772.7265028093407,19.8,0.268,0.0,1.86,5169.464436718759,20.5,0.651,0.0,1.11,4135.32976798707,39.7,0.419,0.0,1.99,5844.761436516984
1731071828.23,7.69,0.478,0.0,1.19,3772.723485759326,19.8,0.41,0.0,11.2,5169.683259156212,19.8,0.564,0.0,1.51,4135.504836171758,40.3,0.555,0.0,2.17,5845.241511405818
1731071828.73,8.32,0.546,0.0,0.851,3772.72049123706,19.8,0.292,0.0,1.82,5169.902084420942,19.8,0.542,0.0,2.06,4135.679906617533,39.7,0.523,0.0,2.19,5845.272824632931
1731071829.23,7.68,0.631,0.0,1.39,3772.717519242596,20.5,0.312,0.0,1.73,5170.120912512588,20.5,0.774,0.0,1.05,4135.854979324106,40.3,0.459,0.0,2.14,5845.620735349285
1731071829.73,8.32,0.304,0.0,0.815,3772.7145697759847,19.8,0.289,0.0,2.06,5170.3397434307935,19.8,0.59,0.0,0.932,4136.030054291191,39.7,0.544,0.0,1.79,5846.0018962863805
1731071830.23,7.68,0.522,0.0,1.46,3772.7116428372833,19.8,0.394,0.0,1.88,5170.558577175198,19.8,0.584,0.0,1.23,4136.205131518503,39.7,0.796,0.016,2.84,5846.236574094013
1731071830.73,8.32,0.439,0.0,1.95,3772.708738426544,19.8,0.331,0.0,2.1,5170.777413745442,19.2,0.488,0.032,1.33,4136.380211005753,39.7,0.65,0.0,3.46,5846.716504259213
1731071831.23,8.32,0.596,0.0,1.06,3772.705856543816,20.5,0.303,0.0,1.73,5170.996253141168,19.9,0.603,0.0,0.973,4136.555292752655,40.3,0.678,0.0,1.7,5846.525136410671
1731071831.73,7.68,0.633,0.0,0.841,3772.702997189152,19.8,0.665,0.0,2.23,5171.215095362018,20.5,0.684,0.0,0.718,4136.730376758922,39.7,1.034,0.0,10.1,5847.4666162919975
1731071832.23,7.68,0.368,0.0,1.36,3772.700160362601,19.8,0.462,0.0,1.86,5171.433940407632,19.9,0.741,0.0,1.46,4136.905463024264,40.4,0.788,0.0,1.71,5847.215359999051
1731071832.73,8.32,0.759,0.0,1.49,3772.6973460642175,19.8,0.66,0.0,8.05,5171.652788277651,19.2,0.71,0.032,1.3,4137.080551548398,39.6,0.851,0.0,1.8,5847.773412952579
1731071833.23,7.68,0.409,0.0,7.27,3772.694554294053,20.5,0.413,0.0,1.9,5171.871638971717,19.8,0.489,0.0,0.713,4137.255642331037,40.3,0.892,0.0,2.04,5848.060696546558
1731071833.73,8.32,0.87,0.0,0.861,3772.691785052153,19.8,0.382,0.0,1.81,5172.090492489473,20.5,0.653,0.0,5.51,4137.430735371893,39.7,0.869,0.0,1.63,5848.311720698908
1731071834.23,7.68,0.62,0.0,1.08,3772.68903833857,19.9,0.752,0.0,2.2,5172.309348830559,19.8,0.905,0.0,0.879,4137.60583067068,40.3,1.098,0.0,2.38,5848.27574302953
1731071834.73,8.32,0.404,0.0,1.05,3772.6863141533513,19.8,0.691,0.0,2.33,5172.528207994617,19.8,0.612,0.0,5.13,4137.780928227108,39.7,0.909,0.0,2.45,5848.653263992888
1731071835.23,7.68,0.713,0.0,0.786,3772.683612496548,20.5,0.605,0.0,1.41,5172.747069981288,20.5,0.714,0.0,1.35,4137.956028040897,39.6,0.678,0.0,1.73,5849.200655554359
1731071835.73,8.32,0.344,0.0,1.31,3772.6809333682063,19.8,0.464,0.0,2.99,5172.965934790214,19.8,0.631,0.0,0.868,4138.131130111756,40.3,0.662,0.0,2.82,5849.064888575176
1731071836.23,8.32,0.636,0.0,1.55,3772.678276768376,19.8,0.574,0.0,2.63,5173.184802421039,19.8,0.636,0.0,1.0,4138.3062344394,40.3,0.637,0.0,4.4,5849.084081756313
1731071836.73,7.68,0.423,0.0,0.836,3772.675642697104,19.8,0.74,0.0,1.64,5173.403672873401,19.8,0.681,0.0,1.01,4138.481341023541,39.7,1.1,0.0,2.27,5849.587375522522
1731071837.23,8.32,0.52,0.0,1.22,3772.673031154435,20.5,0.57,0.0,1.92,5173.622546146946,20.5,0.645,0.0,1.04,4138.656449863892,40.3,1.041,0.0,1.73,5850.178697179826
1731071837.73,7.68,0.747,0.0,1.15,3772.67044214042,19.9,0.56,0.0,1.71,5173.841422241312,19.8,0.667,0.0,0.891,4138.83156096017,39.7,0.833,0.0,1.71,5849.6881879371285
1731071838.23,7.68,0.385,0.0,2.5,3772.667875655104,19.8,0.516,0.0,1.76,5174.060301156143,19.8,0.63,0.0,1.066,4139.006674312087,40.3,0.815,0.0,2.86,5850.289894601349
1731071838.73,8.32,0.755,0.0,0.829,3772.6653316985335,19.8,0.672,0.0,1.93,5174.279182891081,19.8,0.772,0.0,1.24,4139.181789919357,39.7,0.884,0.0,2.56,5850.468236690387
1731071839.23,7.68,0.405,0.0,1.12,3772.662810270752,20.5,0.633,0.0,1.64,5174.498067445769,20.5,0.78,0.0,0.971,4139.356907781692,40.3,1.071,0.0,1.78,5851.125487643039
1731071839.73,8.32,0.421,0.0,1.47,3772.660311371804,19.8,0.607,0.0,1.76,5174.716954819848,19.8,0.795,0.0,0.8,4139.532027898805,39.7,0.948,0.0,2.06,5850.932974301233
1731071840.23,7.68,0.402,0.0,0.838,3772.6578350017376,19.9,0.534,0.0,2.08,5174.93584501296,19.8,0.982,0.0,1.72,4139.707150270415,40.3,0.826,0.0,2.58,5851.398701219068
1731071840.73,8.32,0.398,0.0,1.15,3772.655381160596,19.8,0.584,0.0,1.82,5175.154738024748,19.8,0.841,0.0,6.03,4139.882274896232,39.7,0.889,0.0,1.6,5851.373466844827
1731071841.23,7.68,0.914,0.0,1.41,3772.652949848422,20.5,0.605,0.0,1.95,5175.373633854854,20.5,0.95,0.0,0.803,4140.057401775971,40.3,1.143,0.0,11.5,5851.893793577055
1731071841.73,8.32,0.466,0.0,0.832,3772.6505410652608,19.8,0.61,0.0,2.5,5175.592532502921,19.8,0.816,0.0,1.28,4140.232530909346,39.7,1.149,0.0,2.79,5852.074270785455
1731071842.23,8.32,0.444,0.0,1.11,3772.648154811152,19.9,0.576,0.0,9.31,5175.811433968591,19.8,0.544,0.0,1.13,4140.407662296068,40.3,1.344,0.0,1.56,5852.739991207024
1731071842.73,7.68,0.468,0.0,0.997,3772.645791086144,19.8,0.613,0.0,1.73,5176.030338251506,19.8,0.481,0.0,0.86,4140.582795935857,39.7,1.347,0.0,3.04,5852.311660024388
1731071843.23,8.32,0.485,0.0,0.742,3772.643449890276,20.5,0.792,0.0,2.26,5176.24924535131,20.5,0.627,0.0,1.3,4140.757931828423,40.3,1.328,0.0,2.55,5852.684722314372
1731071843.73,7.68,0.565,0.0,6.79,3772.6411312235896,19.8,0.777,0.0,1.64,5176.468155267644,19.9,0.458,0.0,1.43,4140.933069973482,38.4,0.654,0.016,1.64,5853.048136402968
1731071844.23,7.68,0.471,0.0,1.04,3772.638835086127,19.8,0.672,0.0,1.64,5176.68706800015,19.8,0.502,0.0,0.797,4141.108210370747,41.0,0.725,0.0,1.94,5853.364932437174
1731071844.73,8.32,0.508,0.0,0.858,3772.636561477927,19.8,0.726,0.0,1.97,5176.905983548475,19.8,0.425,0.0,1.21,4141.2833530199305,39.7,0.746,0.0,2.08,5853.743221183679
1731071845.23,7.68,0.447,0.0,1.24,3772.6343103990334,20.5,0.723,0.0,2.31,5177.124901912257,20.5,0.503,0.0,5.11,4141.45849792075,39.1,0.842,0.016,2.15,5854.358591378893
1731071845.73,8.32,0.466,0.0,1.04,3772.632081849488,19.9,1.463,0.0,2.27,5177.3438230911415,19.2,0.58,0.032,0.824,4141.63364507292,39.1,0.984,0.032,7.52,5854.439457647097
1731071846.23,8.32,0.367,0.0,0.842,3772.629875829327,19.8,1.384,0.0,1.42,5177.562747084771,19.8,0.557,0.0,1.18,4141.808794476153,40.3,1.143,0.0,1.69,5854.401611086463
1731071846.73,7.68,0.581,0.0,5.1,3772.627692338591,19.8,0.77,0.0,4.56,5177.781673892788,19.8,0.487,0.0,1.06,4141.983946130164,39.7,1.332,0.0,1.62,5854.849773789502
1731071847.23,7.68,0.55,0.0,1.7,3772.625531377319,19.8,0.648,0.0,3.28,5178.000603514835,19.8,0.465,0.0,0.776,4142.159100034665,39.7,1.052,0.016,2.19,5855.207845866933
1731071847.73,8.32,0.488,0.0,0.833,3772.623392945551,20.5,0.296,0.0,1.77,5178.219535950557,20.5,0.463,0.0,1.15,4142.334256189377,39.0,1.169,0.016,2.13,5855.344199579278
1731071848.23,7.68,0.634,0.0,1.12,3772.621277043325,19.8,0.404,0.0,1.85,5178.438471199595,19.8,0.47,0.0,1.57,4142.509414594009,39.7,0.448,0.0,2.16,5855.268328545378
