Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,C1_X,C1_Y,C1_Z,Distance
1731070780.55,8.32,1.095,0.0,1.04,9600.8,6399.2,0.0,5781.54,6142.02,0.0,3827.909155139395
1731070781.05,7.69,1.105,0.0,0.821,9600.9,6399.1,0.0,5781.67,6142.21,0.0,3827.8597499124753
1731070781.55,8.31,0.589,0.0,0.924,9601.0,6399.0,0.0,5781.8,6142.4,0.0,3827.8103662537933
1731070782.05,7.68,0.942,0.0,0.706,9601.1,6398.9,0.0,5781.93,6142.59,0.0,3827.7610041641838
1731070782.55,8.32,0.533,0.0,0.683,9601.2,6398.8,0.0,5782.06,6142.78,0.0,3827.711663644481
1731070783.05,7.68,0.948,0.0,0.695,9601.3,6398.7,0.0,5782.19,6142.97,0.0,3827.6623446955186
1731070783.55,7.68,0.545,0.0,0.898,9601.4,6398.6,0.0,5782.32,6143.16,0.0,3827.6130473181324
1731070784.05,8.32,0.504,0.0,0.905,9601.5,6398.5,0.0,5782.45,6143.35,0.0,3827.5637715131543
1731070784.55,8.32,0.964,0.0,0.849,9601.6,6398.4,0.0,5782.58,6143.54,0.0,3827.5145172814177
1731070785.05,7.68,0.538,0.0,1.47,9601.7,6398.3,0.0,5782.71,6143.73,0.0,3827.4652846237555
1731070785.55,8.31,0.979,0.0,0.991,9601.8,6398.2,0.0,5782.84,6143.92,0.0,3827.4160735409982
1731070786.05,7.68,0.712,0.0,2.18,9601.9,6398.1,0.0,5782.97,6144.11,0.0,3827.3668840339824
1731070786.55,8.32,0.585,0.0,0.746,9602.0,6398.0,0.0,5783.1,6144.3,0.0,3827.3177161035374
1731070787.05,7.68,0.682,0.0,0.758,9602.1,6397.9,0.0,5783.23,6144.49,0.0,3827.2685697504958
1731070787.55,8.32,0.591,0.0,0.831,9602.2,6397.8,0.0,5783.36,6144.68,0.0,3827.2194449756876
1731070788.05,7.68,1.096,0.0,0.808,9602.3,6397.7,0.0,5783.49,6144.87,0.0,3827.1703417799417
1731070788.55,8.32,0.605,0.0,0.786,9602.4,6397.6,0.0,5783.62,6145.06,0.0,3827.1212601640937
1731070789.05,7.68,0.56,0.0,0.914,9602.5,6397.5,0.0,5783.75,6145.25,0.0,3827.0722001289705
1731070789.55,8.32,0.433,0.0,0.771,9602.6,6397.4,0.0,5783.88,6145.44,0.0,3827.0231616754036
1731070790.05,7.68,0.578,0.0,1.76,9602.7,6397.3,0.0,5784.01,6145.63,0.0,3826.9741448042214
1731070790.55,8.33,1.146,0.0,1.05,9602.8,6397.2,0.0,5784.14,6145.82,0.0,3826.9251495162525
