Time,F4_X,F4_Y,F4_Z
1731068772.6,9200.0,6800.0,0.0
1731068773.1,9200.1,6799.9,0.0
1731068773.59,9200.2,6799.8,0.0
1731068774.09,9200.3,6799.7,0.0
1731068774.59,9200.4,6799.6,0.0
1731068775.1,9200.5,6799.5,0.0
1731068775.6,9200.6,6799.4,0.0
1731068776.1,9200.7,6799.3,0.0
1731068776.6,9200.8,6799.2,0.0
1731068777.1,9200.9,6799.1,0.0
1731068777.6,9201.0,6799.0,0.0
1731068778.1,9201.1,6798.9,0.0
1731068778.6,9201.2,6798.8,0.0
1731068779.1,9201.3,6798.7,0.0
1731068779.6,9201.4,6798.6,0.0
1731068780.1,9201.5,6798.5,0.0
1731068780.6,9201.6,6798.4,0.0
1731068781.1,9201.7,6798.3,0.0
1731068781.6,9201.8,6798.2,0.0
1731068782.1,9201.9,6798.1,0.0
1731068782.6,9202.0,6798.0,0.0
1731068783.1,9202.1,6797.9,0.0
1731068783.6,9202.2,6797.8,0.0
1731068784.11,9202.3,6797.7,0.0
1731068784.61,9202.4,6797.6,0.0
1731068785.11,9202.5,6797.5,0.0
1731068785.61,9202.6,6797.4,0.0
1731068786.11,9202.7,6797.3,0.0
1731068786.61,9202.8,6797.2,0.0
1731068787.11,9202.9,6797.1,0.0
1731068787.61,9203.0,6797.0,0.0
1731068788.11,9203.1,6796.9,0.0
1731068788.61,9203.2,6796.8,0.0
1731068789.11,9203.3,6796.7,0.0
1731068789.61,9203.4,6796.6,0.0
1731068790.11,9203.5,6796.5,0.0
1731068790.61,9203.6,6796.4,0.0
1731068791.11,9203.7,6796.3,0.0
1731068791.61,9203.8,6796.2,0.0
1731068792.11,9203.9,6796.1,0.0
1731068792.61,9204.0,6796.0,0.0
1731068793.11,9204.1,6795.9,0.0
1731068793.61,9204.2,6795.8,0.0
1731068794.12,9204.3,6795.7,0.0
1731068794.62,9204.4,6795.6,0.0
1731068795.12,9204.5,6795.5,0.0
1731068795.62,9204.6,6795.4,0.0
1731068796.12,9204.7,6795.3,0.0
1731068796.62,9204.8,6795.2,0.0
1731068797.12,9204.9,6795.1,0.0
1731068797.62,9205.0,6795.0,0.0
1731068798.12,9205.1,6794.9,0.0
1731068798.62,9205.2,6794.8,0.0
1731068799.12,9205.3,6794.7,0.0
1731068799.62,9205.4,6794.6,0.0
1731068800.12,9205.5,6794.5,0.0
1731068800.62,9205.6,6794.4,0.0
1731068801.12,9205.7,6794.3,0.0
1731068801.62,9205.8,6794.2,0.0
1731068802.12,9205.9,6794.1,0.0
1731068802.62,9206.0,6794.0,0.0
1731068803.12,9206.1,6793.9,0.0
1731068803.62,9206.2,6793.8,0.0
1731068804.12,9206.3,6793.7,0.0
1731068804.63,9206.4,6793.6,0.0
1731068805.13,9206.5,6793.5,0.0
1731068805.63,9206.6,6793.4,0.0
1731068806.13,9206.7,6793.3,0.0
1731068806.63,9206.8,6793.2,0.0
1731068807.13,9206.9,6793.1,0.0
1731068807.63,9207.0,6793.0,0.0
1731068808.13,9207.1,6792.9,0.0
1731068808.63,9207.2,6792.8,0.0
1731068809.13,9207.3,6792.7,0.0
1731068809.63,9207.4,6792.6,0.0
1731068810.13,9207.5,6792.5,0.0
1731068810.63,9207.6,6792.4,0.0
1731068811.13,9207.7,6792.3,0.0
1731068811.63,9207.8,6792.2,0.0
1731068812.13,9207.9,6792.1,0.0
1731068812.63,9208.0,6792.0,0.0
1731068813.13,9208.1,6791.9,0.0
1731068813.63,9208.2,6791.8,0.0
1731068814.13,9208.3,6791.7,0.0
1731068814.64,9208.4,6791.6,0.0
1731068815.14,9208.5,6791.5,0.0
1731068815.64,9208.6,6791.4,0.0
1731068816.14,9208.7,6791.3,0.0
1731068816.64,9208.8,6791.2,0.0
1731068817.14,9208.9,6791.1,0.0
1731068817.64,9209.0,6791.0,0.0
1731068818.14,9209.1,6790.9,0.0
1731068818.64,9209.2,6790.8,0.0
1731068819.14,9209.3,6790.7,0.0
1731068819.64,9209.4,6790.6,0.0
1731068820.14,9209.5,6790.5,0.0
1731068820.64,9209.6,6790.4,0.0
1731068821.14,9209.7,6790.3,0.0
1731068821.64,9209.8,6790.2,0.0
1731068822.14,9209.9,6790.1,0.0
1731068822.64,9210.0,6790.0,0.0
1731068823.14,9210.1,6789.9,0.0
1731068823.64,9210.2,6789.8,0.0
1731068824.14,9210.3,6789.7,0.0
1731068824.64,9210.4,6789.6,0.0
1731068825.15,9210.5,6789.5,0.0
1731068825.65,9210.6,6789.4,0.0
1731068826.15,9210.7,6789.3,0.0
1731068826.65,9210.8,6789.2,0.0
1731068827.15,9210.9,6789.1,0.0
1731068827.65,9211.0,6789.0,0.0
1731068828.15,9211.1,6788.9,0.0
1731068828.65,9211.2,6788.8,0.0
1731068829.15,9211.3,6788.7,0.0
1731068829.65,9211.4,6788.6,0.0
1731068830.15,9211.5,6788.5,0.0
1731068830.65,9211.6,6788.4,0.0
1731068831.15,9211.7,6788.3,0.0
1731068831.65,9211.8,6788.2,0.0
1731068832.15,9211.9,6788.1,0.0
1731068832.65,9212.0,6788.0,0.0
1731068833.15,9212.1,6787.9,0.0
1731068833.65,9212.2,6787.8,0.0
1731068834.15,9212.3,6787.7,0.0
1731068834.65,9212.4,6787.6,0.0
1731068835.15,9212.5,6787.5,0.0
1731068835.65,9212.6,6787.4,0.0
1731068836.16,9212.7,6787.3,0.0
1731068836.66,9212.8,6787.2,0.0
1731068837.16,9212.9,6787.1,0.0
1731068837.66,9213.0,6787.0,0.0
1731068838.16,9213.1,6786.9,0.0
1731068838.66,9213.2,6786.8,0.0
1731068839.16,9213.3,6786.7,0.0
1731068839.66,9213.4,6786.6,0.0
1731068840.16,9213.5,6786.5,0.0
1731068840.66,9213.6,6786.4,0.0
1731068841.16,9213.7,6786.3,0.0
1731068841.66,9213.8,6786.2,0.0
1731068842.16,9213.9,6786.1,0.0
1731068842.66,9214.0,6786.0,0.0
1731068843.16,9214.1,6785.9,0.0
1731068843.66,9214.2,6785.8,0.0
1731068844.16,9214.3,6785.7,0.0
1731068844.66,9214.4,6785.6,0.0
1731068845.16,9214.5,6785.5,0.0
1731068845.66,9214.6,6785.4,0.0
1731068846.16,9214.7,6785.3,0.0
1731068846.66,9214.8,6785.2,0.0
1731068847.17,9214.9,6785.1,0.0
1731068847.67,9215.0,6785.0,0.0
1731068848.17,9215.1,6784.9,0.0
1731068848.67,9215.2,6784.8,0.0
1731068849.17,9215.3,6784.7,0.0
1731068849.67,9215.4,6784.6,0.0
1731068850.17,9215.5,6784.5,0.0
1731068850.67,9215.6,6784.4,0.0
1731068851.17,9215.7,6784.3,0.0
1731068851.67,9215.8,6784.2,0.0
1731068852.17,9215.9,6784.1,0.0
1731068852.67,9216.0,6784.0,0.0
1731068853.17,9216.1,6783.9,0.0
1731068853.67,9216.2,6783.8,0.0
1731068854.17,9216.3,6783.7,0.0
1731068854.67,9216.4,6783.6,0.0
1731068855.17,9216.5,6783.5,0.0
1731068855.67,9216.6,6783.4,0.0
1731068856.17,9216.7,6783.3,0.0
1731068856.67,9216.8,6783.2,0.0
1731068857.18,9216.9,6783.1,0.0
1731068857.68,9217.0,6783.0,0.0
1731068858.18,9217.1,6782.9,0.0
1731068858.68,9217.2,6782.8,0.0
1731068859.18,9217.3,6782.7,0.0
1731068859.68,9217.4,6782.6,0.0
1731068860.18,9217.5,6782.5,0.0
1731068860.68,9217.6,6782.4,0.0
1731068861.18,9217.7,6782.3,0.0
1731068861.68,9217.8,6782.2,0.0
1731068862.18,9217.9,6782.1,0.0
1731068862.68,9218.0,6782.0,0.0
1731068863.18,9218.1,6781.9,0.0
1731068863.68,9218.2,6781.8,0.0
1731068864.18,9218.3,6781.7,0.0
1731068864.68,9218.4,6781.6,0.0
1731068865.18,9218.5,6781.5,0.0
1731068865.68,9218.6,6781.4,0.0
1731068866.19,9218.7,6781.3,0.0
1731068866.69,9218.8,6781.2,0.0
1731068867.19,9218.9,6781.1,0.0
1731068867.69,9219.0,6781.0,0.0
1731068868.19,9219.1,6780.9,0.0
1731068868.69,9219.2,6780.8,0.0
1731068869.19,9219.3,6780.7,0.0
1731068869.69,9219.4,6780.6,0.0
1731068870.19,9219.5,6780.5,0.0
1731068870.69,9219.6,6780.4,0.0
1731068871.19,9219.7,6780.3,0.0
1731068871.69,9219.8,6780.2,0.0
1731068872.19,9219.9,6780.1,0.0
1731068872.69,9220.0,6780.0,0.0
1731068873.19,9220.1,6779.9,0.0
1731068873.69,9220.2,6779.8,0.0
1731068874.19,9220.3,6779.7,0.0
1731068874.69,9220.4,6779.6,0.0
1731068875.19,9220.5,6779.5,0.0
1731068875.69,9220.6,6779.4,0.0
1731068876.19,9220.7,6779.3,0.0
1731068876.69,9220.8,6779.2,0.0
1731068877.2,9220.9,6779.1,0.0
1731068877.7,9221.0,6779.0,0.0
1731068878.2,9221.1,6778.9,0.0
1731068878.7,9221.2,6778.8,0.0
1731068879.2,9221.3,6778.7,0.0
1731068879.7,9221.4,6778.6,0.0
1731068880.2,9221.5,6778.5,0.0
1731068880.7,9221.6,6778.4,0.0
1731068881.2,9221.7,6778.3,0.0
1731068881.7,9221.8,6778.2,0.0
1731068882.2,9221.9,6778.1,0.0
1731068882.7,9222.0,6778.0,0.0
1731068883.2,9222.1,6777.9,0.0
1731068883.7,9222.2,6777.8,0.0
1731068884.2,9222.3,6777.7,0.0
1731068884.7,9222.4,6777.6,0.0
1731068885.21,9222.5,6777.5,0.0
1731068885.7,9222.6,6777.4,0.0
1731068886.2,9222.7,6777.3,0.0
1731068886.71,9222.8,6777.2,0.0
1731068887.21,9222.9,6777.1,0.0
1731068887.71,9223.0,6777.0,0.0
