,mean,std
F4C1Bitrate,7.993662311557788,0.32811331315267245
F4C1Jitter,0.6911034170854271,0.5187033889293727
F4C1Datagrams,0.0006277386934673367,0.007720735925298915
F4C1Delay,1.5782682412060303,3.1978021415951257
F4C1Distance,3972.7980101045996,210.12735045428653
F4F2Bitrate,19.975226130653265,0.37273715815026087
F4F2Jitter,0.8812339698492463,0.44674197282462197
F4F2Datagrams,0.0006092462311557788,0.007690813872718372
F4F2Delay,2.7790623115577886,3.732234312035669
F4F2Distance,4525.7362534614285,596.2589792656414
F4S1Bitrate,39.73373467336684,2.5545742640027704
F4S1Jitter,0.671331959798995,0.3145654995724814
F4S1Datagrams,0.002760904522613066,0.013164854200351489
F4S1Delay,1.7647885427135679,1.8995371092602193
F4S1Distance,5065.203410017843,726.5849166158891
F4F1Bitrate,19.973778894472364,0.3529358438956227
F4F1Jitter,0.6178160804020101,0.3471700626562395
F4F1Datagrams,0.000565427135678392,0.005841997549667317
F4F1Delay,1.485666834170854,2.202212927613556
F4F1Distance,3620.3079291989375,477.0443666780943
