Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,S1_X,S1_Y,S1_Z,Distance
1731068776.81,40.3,0.502,0.0,1.2,9200.8,6799.2,0.0,10801.8435966,10801.8709417,0.0,4310.999334927277
1731068777.31,39.7,0.468,0.0,2.62,9200.9,6799.1,0.0,10802.210411,10802.0205408,0.0,4311.330176214245
1731068777.81,40.3,0.446,0.0,1.06,9201.0,6799.0,0.0,10802.672305,10802.6413737,0.0,4312.13385944899
1731068778.31,39.7,0.686,0.0,1.05,9201.1,6798.9,0.0,10802.2197951,10802.8438338,0.0,4312.209505866582
1731068778.81,40.3,0.786,0.0,0.97,9201.2,6798.8,0.0,10802.4996914,10802.528198,0.0,4312.076087586821
1731068779.31,39.7,0.559,0.0,1.46,9201.3,6798.7,0.0,10802.5448904,10803.1428602,0.0,4312.719306845609
1731068779.81,40.3,0.429,0.0,1.03,9201.4,6798.6,0.0,10802.9041885,10802.7537887,0.0,4312.547185752709
1731068780.31,38.4,0.479,0.032,0.826,9201.5,6798.5,0.0,10803.2647086,10803.3958907,0.0,4313.332966171542
1731068780.81,40.3,0.457,0.0,0.774,9201.6,6798.4,0.0,10802.9989021,10803.4696043,0.0,4313.358433858105
1731068781.31,39.7,0.489,0.0,1.0,9201.7,6798.3,0.0,10803.1618325,10803.6292133,0.0,4313.622851834482
1731068781.81,40.3,0.537,0.0,1.36,9201.8,6798.2,0.0,10803.4514196,10803.6077442,0.0,4313.7661581504435
1731068782.31,39.7,0.599,0.0,0.808,9201.9,6798.1,0.0,10804.0257957,10803.8819376,0.0,4314.2897441931
1731068782.81,40.3,0.651,0.0,4.83,9202.0,6798.0,0.0,10803.6941096,10803.9901616,0.0,4314.322796866657
1731068783.31,39.7,0.706,0.0,0.83,9202.1,6797.9,0.0,10803.7651122,10803.6790339,0.0,4314.115992885618
1731068783.81,39.7,0.533,0.0,4.87,9202.2,6797.8,0.0,10804.4987106,10804.3116729,0.0,4315.031511249294
1731068784.31,40.3,0.472,0.0,0.924,9202.3,6797.7,0.0,10804.0559439,10804.3838986,0.0,4314.98991506579
1731068784.81,39.7,0.573,0.0,0.816,9202.4,6797.6,0.0,10804.6668467,10804.6999738,0.0,4315.56592442543
1731068785.31,40.3,0.689,0.0,0.83,9202.5,6797.5,0.0,10804.9524312,10804.6486945,0.0,4315.680068551403
1731068785.81,40.3,0.756,0.0,4.88,9202.6,6797.4,0.0,10804.7387421,10804.6231703,0.0,4315.6327561004255
1731068786.31,39.7,0.753,0.0,0.888,9202.7,6797.3,0.0,10804.6741592,10804.9775752,0.0,4315.99359979895
1731068786.81,40.3,0.688,0.0,0.926,9202.8,6797.2,0.0,10805.0782283,10805.2945163,0.0,4316.493620113242
1731068787.31,39.7,0.895,0.0,1.17,9202.9,6797.1,0.0,10805.4012681,10805.3463253,0.0,4316.717377654352
1731068787.81,40.3,1.013,0.0,0.88,9203.0,6797.0,0.0,10805.1878401,10805.0699482,0.0,4316.437255958697
1731068788.31,39.7,0.53,0.0,1.08,9203.1,6796.9,0.0,10805.6806177,10805.7934606,0.0,4317.347729181558
1731068788.81,39.7,0.56,0.0,1.39,9203.2,6796.8,0.0,10805.3378977,10805.3891248,0.0,4316.900811312602
1731068789.31,39.7,0.797,0.016,0.886,9203.3,6796.7,0.0,10806.1102227,10805.7358882,0.0,4317.565212346792
1731068789.81,39.7,0.682,0.0,0.955,9203.4,6796.6,0.0,10806.3209971,10806.0128599,0.0,4317.9563689407
1731068790.31,40.3,0.61,0.0,0.93,9203.5,6796.5,0.0,10805.9084038,10806.1655402,0.0,4318.000745349197
1731068790.81,40.3,0.738,0.0,0.816,9203.6,6796.4,0.0,10806.0910786,10806.4797843,0.0,4318.416090818962
1731068791.31,39.7,0.787,0.0,0.764,9203.7,6796.3,0.0,10806.5619329,10806.4113337,0.0,4318.583018144854
1731068791.81,39.7,1.019,0.0,1.12,9203.8,6796.2,0.0,10806.6387771,10806.6750573,0.0,4318.912169817867
1731068792.31,39.6,0.256,0.0,1.36,9203.9,6796.1,0.0,10806.7837198,10806.8981454,0.0,4319.228864316403
1731068792.81,41.0,0.254,0.0,0.835,9204.0,6796.0,0.0,10806.9347766,10807.2393976,0.0,4319.657556206522
1731068793.31,39.7,0.32,0.0,0.942,9204.1,6795.9,0.0,10806.7342796,10806.8500946,0.0,4319.277404325955
1731068793.81,39.7,0.285,0.016,1.42,9204.2,6795.8,0.0,10807.2428075,10807.3022603,0.0,4319.941738851288
1731068794.31,39.7,0.416,0.0,0.848,9204.3,6795.7,0.0,10807.4267475,10807.5199736,0.0,4320.267916359567
1731068794.81,40.3,0.333,0.0,1.11,9204.4,6795.6,0.0,10807.3304349,10807.6636486,0.0,4320.421356713515
1731068795.31,39.7,0.309,0.0,4.08,9204.5,6795.5,0.0,10807.8373404,10807.4707726,0.0,4320.486096183806
1731068795.81,40.3,0.461,0.0,1.37,9204.6,6795.4,0.0,10807.6610317,10807.5519111,0.0,4320.551773685676
1731068796.31,39.7,0.495,0.0,1.53,9204.7,6795.3,0.0,10808.1232176,10808.055655,0.0,4321.24680635962
1731068796.81,40.3,0.323,0.0,1.53,9204.8,6795.2,0.0,10807.7628051,10808.2789769,0.0,4321.376242514739
1731068797.31,39.7,0.438,0.0,1.77,9204.9,6795.1,0.0,10808.5131976,10808.4360965,0.0,4321.856303833661
1731068797.81,40.3,0.483,0.0,0.971,9205.0,6795.0,0.0,10808.4669073,10808.6930383,0.0,4322.13349267513
1731068798.31,39.7,0.385,0.0,0.866,9205.1,6794.9,0.0,10808.7968009,10808.773945,0.0,4322.386779959281
1731068798.81,39.7,0.614,0.0,0.787,9205.2,6794.8,0.0,10808.3949051,10808.9802494,0.0,4322.485046638292
1731068799.31,40.3,0.486,0.0,1.01,9205.3,6794.7,0.0,10808.5024958,10808.5957758,0.0,4322.223680181815
1731068799.81,39.7,0.583,0.016,1.1,9205.4,6794.6,0.0,10808.8881729,10808.6246207,0.0,4322.449302908706
1731068800.31,39.7,0.655,0.0,0.899,9205.5,6794.5,0.0,10809.0862866,10809.2114991,0.0,4323.123569778841
1731068800.81,39.7,0.408,0.0,1.22,9205.6,6794.4,0.0,10808.9810557,10809.4790437,0.0,4323.3887792953055
1731068801.31,40.3,0.607,0.0,0.741,9205.7,6794.3,0.0,10809.3848251,10809.6983524,0.0,4323.7979770929
1731068801.81,40.3,0.472,0.0,0.78,9205.8,6794.2,0.0,10809.8498564,10809.6449437,0.0,4323.976646294792
1731068802.31,39.7,0.577,0.0,0.818,9205.9,6794.1,0.0,10809.7623595,10810.0433592,0.0,4324.369957869411
1731068802.81,39.7,0.6,0.016,0.986,9206.0,6794.0,0.0,10809.6232145,10810.1257004,0.0,4324.45060736005
1731068803.31,39.7,0.61,0.0,0.905,9206.1,6793.9,0.0,10809.7971277,10810.3553366,0.0,4324.784150486108
1731068803.81,40.3,0.692,0.0,1.07,9206.2,6793.8,0.0,10810.4854889,10809.8099267,0.0,4324.58872741074
1731068804.31,39.7,0.811,0.0,1.71,9206.3,6793.7,0.0,10810.333383,10810.2427625,0.0,4324.99004123357
1731068804.81,39.7,0.574,0.0,6.88,9206.4,6793.6,0.0,10810.8366893,10810.7961437,0.0,4325.746403446472
1731068805.31,40.3,0.459,0.0,1.13,9206.5,6793.5,0.0,10810.8547549,10810.9339185,0.0,4325.936831379361
1731068805.81,39.7,0.677,0.0,1.86,9206.6,6793.4,0.0,10810.5372304,10810.4575645,0.0,4325.432477287086
1731068806.31,40.3,0.608,0.0,1.08,9206.7,6793.3,0.0,10810.8447288,10811.0447074,0.0,4326.147575473766
1731068806.81,40.3,0.601,0.0,1.28,9206.8,6793.2,0.0,10810.9752262,10810.8545993,0.0,4326.075199950907
1731068807.31,39.7,0.646,0.0,1.29,9206.9,6793.1,0.0,10811.0936038,10811.0990093,0.0,4326.4018719033265
1731068807.81,40.3,0.822,0.0,1.27,9207.0,6793.0,0.0,10811.4590964,10811.2443202,0.0,4326.728141314204
1731068808.31,39.7,0.721,0.0,1.13,9207.1,6792.9,0.0,10811.6167812,10811.1661649,0.0,4326.769819753827
1731068808.81,40.3,0.86,0.0,1.52,9207.2,6792.8,0.0,10811.7588993,10811.3829497,0.0,4327.079637000269
1731068809.31,39.1,0.531,0.0,4.04,9207.3,6792.7,0.0,10811.6970201,10812.0275116,0.0,4327.711109074912
1731068809.81,40.9,0.479,0.0,1.14,9207.4,6792.6,0.0,10811.9156238,10811.6879682,0.0,4327.532609137486
1731068810.31,39.7,0.545,0.0,0.987,9207.5,6792.5,0.0,10812.2424512,10812.1734272,0.0,4328.160440189477
1731068810.81,40.3,0.533,0.0,1.31,9207.6,6792.4,0.0,10812.6031872,10811.9983521,0.0,4328.187396951199
1731068811.31,39.7,0.607,0.0,0.772,9207.7,6792.3,0.0,10812.2870479,10812.559377,0.0,4328.647023337067
1731068811.81,40.3,0.627,0.0,0.903,9207.8,6792.2,0.0,10812.7389975,10812.8847912,0.0,4329.172597146399
1731068812.31,39.7,0.707,0.0,1.31,9207.9,6792.1,0.0,10812.9050554,10813.0537885,0.0,4329.446915844108
1731068812.81,39.7,0.827,0.016,0.703,9208.0,6792.0,0.0,10812.9422398,10812.7064195,0.0,4329.193886268292
1731068813.31,39.7,0.829,0.0,0.976,9208.1,6791.9,0.0,10812.9374816,10812.924754,0.0,4329.450705878171
