Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance
1731069778.8,8.32,0.911,0.0,1.09,3968.567562735954,19.8,0.895,0.0,1.04,3441.941720889532,40.3,0.581,0.0,0.787,4813.782026046998,19.8,0.878,0.0,1.88,4302.79025749571
1731069779.3,7.68,0.521,0.0,1.01,3968.477071245341,19.8,0.676,0.0,0.749,3442.1045146828405,39.0,0.671,0.016,0.893,4813.762524198989,19.8,0.831,0.0,3.76,4302.993732565736
1731069779.8,8.32,0.462,0.0,1.52,3968.386599110525,19.8,0.57,0.0,0.749,3442.2673123974555,39.7,0.832,0.0,0.883,4814.213628315008,20.5,0.862,0.0,1.82,4303.197212538603
1731069780.3,7.68,0.854,0.0,0.863,3968.296146332831,20.5,0.619,0.0,0.904,3442.4301140328184,40.3,0.788,0.0,0.803,4814.197299216475,19.8,1.106,0.0,2.17,4303.400697413616
1731069780.8,8.32,0.437,0.0,0.877,3968.205712913584,19.8,0.738,0.0,2.94,3442.592919588374,39.7,0.86,0.016,1.28,4814.715646433154,19.8,0.866,0.0,1.82,4303.604187190082
1731069781.3,7.69,1.127,0.0,0.8,3968.115298854104,19.8,0.707,0.0,0.748,3442.755729063564,39.7,0.881,0.0,0.88,4814.518319149272,19.8,0.984,0.0,1.96,4303.807681867302
1731069781.8,8.32,0.646,0.0,1.11,3968.024904155719,20.5,0.647,0.0,1.45,3442.918542457837,39.7,0.555,0.0,1.35,4815.219816944111,20.5,0.871,0.0,4.09,4304.011181444584
1731069782.3,7.67,0.556,0.0,1.22,3967.9345288197487,19.8,0.63,0.0,1.28,3443.081359770634,40.3,0.345,0.0,0.873,4815.515747570225,19.8,0.979,0.0,1.56,4304.214685921231
1731069782.8,7.68,0.496,0.0,4.23,3967.8441728475177,19.8,0.763,0.0,2.82,3443.2441810014,40.3,0.367,0.0,1.19,4815.29350077799,19.9,1.061,0.0,1.59,4304.418195296549
1731069783.3,8.32,0.498,0.0,0.949,3967.753836240349,19.8,0.876,0.0,1.24,3443.407006149579,39.7,0.408,0.0,1.03,4815.75306371392,19.8,1.005,0.0,2.14,4304.621709569843
1731069783.8,8.32,1.209,0.0,0.802,3967.6635189995623,19.8,1.145,0.0,1.14,3443.5698352146123,39.7,0.476,0.0,2.59,4815.845282441335,20.5,1.116,0.0,1.4,4304.825228740419
1731069784.3,7.68,0.763,0.0,0.82,3967.573221126486,20.5,0.791,0.0,1.32,3443.73266819595,40.3,0.502,0.0,0.974,4816.2225900465455,19.8,1.096,0.0,3.47,4305.028752807581
1731069784.8,8.32,0.692,0.0,1.18,3967.482942622438,19.8,0.822,0.0,1.15,3443.895505093033,40.3,0.436,0.0,0.983,4816.463036673044,19.9,1.047,0.0,2.02,4305.232281770636
1731069785.3,7.69,0.695,0.0,0.9,3967.3926834887434,19.8,1.009,0.0,1.53,3444.058345905308,39.7,0.595,0.0,1.0,4816.607577011325,19.8,0.96,0.0,2.03,4305.435815628889
1731069785.8,8.32,0.699,0.0,1.72,3967.30244372672,20.5,0.905,0.0,1.1,3444.2211906322173,39.0,0.872,0.016,0.76,4816.932489391545,19.9,0.804,0.0,4.05,4305.639354381647
1731069786.3,7.68,0.949,0.0,0.85,3967.2122233376926,19.8,0.942,0.0,7.8,3444.384039273204,39.1,0.39,0.032,1.02,4817.20144063566,20.5,0.724,0.0,2.34,4305.842898028213
1731069786.8,7.67,0.724,0.0,0.78,3967.122022322984,19.8,0.987,0.0,1.22,3444.5468918277184,40.3,0.425,0.0,1.13,4817.5630350052415,19.8,0.782,0.0,1.92,4306.046446567895
1731069787.3,8.33,0.813,0.0,1.06,3967.0318406839137,19.8,1.162,0.0,0.913,3444.709748295203,39.7,0.463,0.0,0.846,4817.929904168899,19.8,1.127,0.0,3.1,4306.25
1731069787.8,8.31,0.572,0.0,1.03,3966.9416784218047,20.5,1.058,0.0,1.8,3444.872608675102,39.7,0.512,0.016,0.742,4817.918004490113,20.5,0.842,0.0,1.79,4306.453558323833
1731069788.3,7.69,0.656,0.0,0.784,3966.851535537977,19.2,0.643,0.0,0.892,3445.0354729668616,39.7,0.487,0.0,0.765,4818.478032600686,19.8,0.976,0.0,1.96,4306.6571215387
1731069788.8,8.32,0.654,0.0,1.25,3966.76141203375,20.5,0.543,0.0,0.758,3445.1983411699234,39.7,0.761,0.016,0.825,4818.2992272712245,19.8,0.891,0.0,1.7,4306.860689643908
1731069789.3,7.68,0.678,0.0,1.13,3966.671307910449,19.8,0.493,0.0,0.851,3445.361213283739,39.7,0.735,0.0,1.06,4819.075237167383,19.8,0.886,0.0,2.51,4307.064262638764
1731069789.8,8.32,0.701,0.0,1.47,3966.5812231693935,20.5,0.752,0.0,0.963,3445.52408930775,39.7,0.786,0.0,1.53,4819.144809539799,19.8,1.151,0.0,1.8,4307.267840522574
1731069790.3,7.68,0.447,0.0,5.12,3966.491157811902,19.8,0.526,0.0,0.886,3445.686969241403,40.3,0.672,0.0,2.17,4819.337468002351,20.5,1.019,0.0,1.65,4307.471423294645
1731069790.8,8.32,0.608,0.0,0.865,3966.401111839296,19.8,0.586,0.0,0.836,3445.8498530841425,40.3,0.794,0.0,6.35,4819.857582839001,19.8,1.12,0.0,2.97,4307.675010954285
1731069791.3,7.68,0.632,0.0,3.7,3966.3110852528944,19.8,0.669,0.0,1.28,3446.012740835413,39.0,0.645,0.016,1.04,4819.53167347906,19.8,1.43,0.0,8.77,4307.8786035008
1731069791.8,8.32,0.679,0.0,0.898,3966.221078054021,20.5,0.66,0.0,1.86,3446.175632494664,40.3,0.584,0.0,0.892,4819.871623392577,20.5,1.104,0.0,1.65,4308.082200933497
1731069792.3,7.68,0.734,0.0,1.63,3966.131090243992,19.8,0.573,0.0,3.91,3446.3385280613397,39.7,0.681,0.0,1.01,4820.692404610913,19.8,1.204,0.0,3.44,4308.285803251683
1731069792.8,8.32,0.402,0.0,0.903,3966.0411218241297,19.8,0.452,0.0,2.45,3446.5014275348854,40.3,0.763,0.0,0.894,4820.764893800379,19.8,1.085,0.0,1.75,4308.4894104546665
1731069793.3,7.68,0.756,0.0,1.06,3965.951172795752,19.8,0.544,0.0,0.883,3446.664330914748,39.7,0.82,0.0,1.787,4820.68826936054,19.8,0.982,0.0,1.97,4308.6930225417545
1731069793.8,8.32,0.868,0.0,1.22,3965.861243160178,20.5,0.511,0.0,0.908,3446.82723820037,40.3,0.852,0.0,2.68,4821.012339657493,19.8,0.719,0.0,2.58,4308.896639512254
1731069794.3,7.68,0.856,0.0,0.947,3965.77133291873,19.8,0.494,0.0,0.933,3446.9901493912043,39.7,0.674,0.0,1.81,4821.190684988849,20.5,0.585,0.0,1.51,4309.100261365475
