Time,Bitrate,Jitter,Datagrams
1731067770.43,20.5,1.041,0.0
1731067770.93,19.8,0.995,0.0
1731067771.43,19.8,1.142,0.0
1731067771.93,20.5,1.259,0.0
1731067772.43,19.8,1.097,0.0
1731067772.93,19.8,1.214,0.0
1731067773.43,19.9,0.875,0.0
1731067773.93,19.8,0.650,0.0
1731067774.43,20.5,0.943,0.0
1731067774.93,19.8,0.629,0.0
1731067775.43,19.8,0.738,0.0
1731067775.93,20.5,0.687,0.0
1731067776.43,19.9,0.845,0.0
1731067776.93,19.8,0.925,0.0
1731067777.43,19.8,0.820,0.0
1731067777.93,19.8,0.986,0.0
1731067778.43,20.5,0.798,0.0
1731067778.93,19.8,0.749,0.0
1731067779.43,19.8,0.955,0.0
1731067779.93,20.5,0.822,0.0
1731067780.43,19.8,0.908,0.0
1731067780.93,19.9,0.836,0.0
1731067781.43,19.8,0.856,0.0
1731067781.93,20.5,0.880,0.0
1731067782.43,19.8,0.960,0.0
1731067782.93,19.9,1.002,0.0
1731067783.43,19.8,1.092,0.0
1731067783.93,19.9,1.090,0.0
1731067784.43,20.5,1.056,0.0
1731067784.93,19.8,1.146,0.0
1731067785.43,19.9,1.526,0.0
1731067785.93,20.5,1.230,0.0
1731067786.43,19.2,0.740,0.0
1731067786.93,20.5,0.999,0.0
1731067787.43,19.8,0.822,0.0
1731067787.93,20.5,0.899,0.0
1731067788.43,19.8,1.097,0.0
1731067788.93,19.8,0.820,0.0
1731067789.43,19.9,0.883,0.0
1731067789.93,20.5,0.896,0.0
1731067790.43,19.8,0.934,0.0
1731067790.93,19.8,1.031,0.0
1731067791.43,19.8,1.170,0.0
1731067791.93,20.5,1.153,0.0
1731067792.43,19.8,1.546,0.0
1731067792.93,19.8,1.284,0.0
1731067793.43,19.8,1.186,0.0
1731067793.93,20.5,1.293,0.0
1731067794.43,19.8,1.387,0.0
1731067794.93,19.8,1.091,0.0
1731067795.43,19.8,0.598,0.0
1731067795.93,20.5,0.759,0.0
1731067796.43,19.8,0.746,0.0
1731067796.93,19.8,0.781,0.0
1731067797.43,19.8,0.785,0.0
1731067797.93,20.5,0.692,0.0
1731067798.43,19.8,0.918,0.0
1731067798.93,19.9,0.898,0.0
1731067799.43,19.8,0.695,0.0
1731067799.93,20.5,0.932,0.0
1731067800.43,19.8,0.783,0.0
1731067800.93,19.8,0.764,0.0
1731067801.43,19.9,1.172,0.0
1731067801.93,20.5,0.989,0.0
1731067802.43,19.8,0.867,0.0
1731067802.93,19.8,1.066,0.0
1731067803.43,19.8,0.851,0.0
1731067803.93,19.8,1.160,0.0
1731067804.43,20.5,0.930,0.0
1731067804.93,19.9,0.967,0.0
1731067805.43,19.8,1.244,0.0
1731067805.93,20.5,1.254,0.0
1731067806.43,19.8,1.475,0.0
1731067806.93,19.8,1.295,0.0
1731067807.43,19.9,0.962,0.0
1731067807.93,19.8,0.959,0.0
1731067808.43,20.5,0.721,0.0
1731067808.93,19.8,0.880,0.0
1731067809.43,19.8,0.814,0.0
1731067809.93,20.5,0.906,0.0
1731067810.43,19.8,0.789,0.0
1731067810.93,19.8,1.147,0.0
1731067811.43,19.8,1.122,0.0
1731067811.93,19.9,1.103,0.0
1731067812.43,20.5,0.938,0.0
1731067812.93,19.8,1.126,0.0
1731067813.43,19.8,1.138,0.0
1731067813.93,20.5,1.037,0.0
1731067814.43,19.8,1.269,0.0
1731067814.93,19.8,1.171,0.0
1731067815.43,19.8,1.241,0.0
1731067815.93,20.5,1.413,0.0
1731067816.43,19.2,0.656,0.0
1731067816.93,20.5,0.621,0.0
1731067817.43,19.8,0.712,0.0
1731067817.93,20.5,0.845,0.0
1731067818.43,19.8,0.658,0.0
1731067818.93,19.9,0.734,0.0
1731067819.43,19.8,0.882,0.0
1731067819.93,19.9,0.971,0.0
1731067820.43,20.5,0.754,0.0
1731067820.93,19.9,0.677,0.0
1731067821.43,19.8,0.742,0.0
1731067821.93,20.5,0.707,0.0
1731067822.43,19.8,0.895,0.0
1731067822.93,19.8,0.812,0.0
1731067823.43,19.8,0.959,0.0
1731067823.93,20.5,0.862,0.0
1731067824.43,19.8,1.166,0.0
1731067824.93,19.8,0.983,0.0
1731067825.43,19.8,1.131,0.0
1731067825.93,19.8,1.098,0.0
1731067826.43,20.5,1.028,0.0
1731067826.93,19.8,1.096,0.0
1731067827.43,19.8,1.203,0.0
1731067827.93,20.5,1.132,0.0
1731067828.43,19.9,1.468,0.0
1731067828.93,19.8,0.964,0.0
1731067829.43,19.8,0.973,0.0
1731067829.93,20.5,0.922,0.0
1731067830.43,19.8,0.792,0.0
1731067830.93,19.8,1.028,0.0
1731067831.43,19.8,1.014,0.0
1731067831.93,20.5,1.026,0.0
1731067832.43,19.9,0.925,0.0
1731067832.93,19.8,1.001,0.0
1731067833.43,19.8,0.951,0.0
1731067833.93,20.5,0.996,0.0
1731067834.43,19.8,1.051,0.0
1731067834.93,19.9,1.032,0.0
1731067835.43,19.8,1.329,0.0
1731067835.93,20.5,1.221,0.0
1731067836.43,19.8,1.213,0.0
1731067836.93,19.9,1.301,0.0
1731067837.43,19.8,0.981,0.0
1731067837.93,19.8,0.705,0.0
1731067838.43,20.5,0.837,0.0
1731067838.93,19.8,0.748,0.0
1731067839.43,19.8,0.885,0.0
1731067839.93,20.5,1.030,0.0
1731067840.43,19.8,0.860,0.0
1731067840.93,19.8,0.943,0.0
1731067841.43,19.8,0.824,0.0
1731067841.93,19.8,0.934,0.0
1731067842.43,20.5,0.814,0.0
1731067842.93,19.8,0.767,0.0
1731067843.43,19.8,0.922,0.0
1731067843.93,20.5,0.924,0.0
1731067844.43,19.8,0.868,0.0
1731067844.93,19.8,0.907,0.0
1731067845.43,19.9,1.044,0.0
1731067845.93,20.5,0.991,0.0
1731067846.43,19.8,1.086,0.0
1731067846.93,19.8,0.949,0.0
1731067847.43,19.8,1.163,0.0
1731067847.93,20.5,1.356,0.0
1731067848.43,19.9,1.086,0.0
1731067848.93,19.8,1.276,0.0
1731067849.43,19.8,1.292,0.0
1731067849.93,20.5,1.188,0.0
1731067850.43,19.2,0.703,0.0
1731067850.93,20.5,0.734,0.0
1731067851.43,19.8,0.961,0.0
1731067851.93,20.5,0.771,0.0
1731067852.43,19.8,1.259,0.0
1731067852.93,19.9,1.061,0.0
1731067853.43,19.8,0.873,0.0
1731067853.93,20.5,1.022,0.0
1731067854.43,19.8,0.871,0.0
1731067854.93,19.8,1.161,0.0
1731067855.43,19.8,1.257,0.0
1731067855.93,20.5,1.011,0.0
1731067856.43,19.8,1.035,0.0
1731067856.93,19.8,1.014,0.0
1731067857.43,19.8,1.239,0.0
1731067857.93,20.5,1.136,0.0
1731067858.43,19.8,1.264,0.0
1731067858.93,19.8,1.032,0.0
1731067859.43,19.8,0.798,0.0
1731067859.93,20.5,0.635,0.0
1731067860.43,19.8,0.662,0.0
1731067860.93,19.8,0.713,0.0
1731067861.43,19.8,1.094,0.0
1731067861.93,20.5,1.078,0.0
1731067862.43,19.9,1.195,0.0
1731067862.93,19.8,1.044,0.0
1731067863.43,19.8,0.954,0.0
1731067863.93,20.5,0.747,0.0
1731067864.43,19.8,0.745,0.0
1731067864.93,19.9,1.008,0.0
1731067865.43,19.8,0.974,0.0
1731067865.93,19.8,0.894,0.0
1731067866.43,20.5,0.965,0.0
1731067866.93,19.8,1.057,0.0
1731067867.43,19.8,1.227,0.0
1731067867.93,19.9,1.085,0.0
1731067868.43,20.5,0.974,0.0
1731067868.93,19.8,1.072,0.0
1731067869.43,19.8,1.324,0.0
1731067869.93,20.5,1.047,0.0
1731067870.43,19.8,1.253,0.0
1731067870.93,19.9,2.694,0.0
1731067871.43,19.8,1.202,0.0
1731067871.93,19.8,0.728,0.0
1731067872.43,20.5,1.119,0.0
