Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance
1731069582.31,7.68,0.853,0.0,1.03,4005.2237471831695,40.3,0.342,0.0,1.05,4715.3605253226815,19.8,0.838,0.0,1.94,4224.017348745149,19.8,0.289,0.0,0.98,3378.9179762166464
1731069582.81,7.68,0.668,0.0,1.32,4005.125828235612,40.3,0.237,0.0,1.05,4716.202830423065,19.8,0.984,0.0,1.73,4224.218862701126,19.8,0.248,0.0,0.907,3379.0792014985386
1731069583.31,8.32,0.889,0.0,0.704,4005.0279281173566,39.7,0.471,0.0,1.2,4716.608698215384,19.8,1.25,0.0,1.34,4224.420381839384,19.8,0.535,0.0,0.826,3379.24043092527
1731069583.81,8.32,0.977,0.0,1.09,4004.930046829783,39.7,0.571,0.0,0.839,4716.832223494845,20.5,1.1,0.0,1.76,4224.621906159177,19.8,0.328,0.0,0.842,3379.401664496247
1731069584.31,7.68,0.475,0.0,3.11,4004.832184374271,40.3,0.37,0.0,2.36,4716.69073986738,19.8,1.508,0.0,1.58,4224.823435659768,20.5,0.278,0.0,1.5,3379.562902210875
1731069584.81,8.32,0.729,0.0,1.09,4004.734340752205,40.3,0.585,0.0,1.42,4717.146940803143,19.8,1.017,0.0,2.21,4225.024970340412,19.8,0.484,0.0,1.51,3379.724144068565
1731069585.31,7.68,0.422,0.0,0.9,4004.636515964963,39.0,0.396,0.016,1.02,4717.368590744181,19.8,0.493,0.0,1.8,4225.22651020037,19.8,0.42,0.0,0.843,3379.8853900687222
1731069585.81,8.32,0.96,0.0,0.831,4004.5387100139264,39.7,0.43,0.0,1.02,4717.365096969655,20.5,0.459,0.0,1.81,4225.428055238901,19.8,0.555,0.0,1.13,3380.0466402107536
1731069586.31,7.69,0.726,0.0,0.957,4004.4409229004746,40.3,0.484,0.0,0.729,4718.016273346448,19.8,0.462,0.0,2.35,4225.629605455263,20.5,0.455,0.0,1.23,3380.2078944940663
1731069586.81,8.32,0.547,0.0,1.12,4004.343154625986,40.3,0.86,0.0,0.727,4717.72245568252,19.8,0.68,0.0,9.99,4225.831160848716,19.8,0.647,0.0,0.901,3380.369152918064
1731069587.31,7.66,1.067,0.0,1.15,4004.245405191844,39.7,0.498,0.0,6.7,4718.395386003673,19.9,0.874,0.0,2.01,4226.032721418517,19.8,0.576,0.0,1.18,3380.530415482161
1731069587.81,8.34,1.316,0.0,1.0,4004.147674599428,40.3,0.719,0.0,6.41,4718.647320829151,20.5,1.008,0.0,1.9,4226.2342871639285,20.5,0.596,0.0,1.31,3380.6916821857626
1731069588.31,7.68,1.427,0.0,0.827,4004.0499628501143,39.6,0.588,0.0,1.22,4718.494902485316,19.8,0.654,0.0,1.91,4226.435858084208,19.8,0.507,0.0,0.776,3380.8529530282744
1731069588.81,8.32,0.663,0.0,0.626,4003.952269945286,40.4,0.479,0.0,1.09,4718.731019892129,19.8,0.43,0.0,2.23,4226.637434178617,19.9,0.394,0.0,1.03,3381.0142280091054
1731069589.31,7.68,0.899,0.0,0.995,4003.8545958863183,37.7,0.663,0.048,1.04,4719.477057620029,19.9,1.007,0.0,1.7,4226.839015446413,19.8,0.649,0.0,1.14,3381.1755071276607
1731069589.81,7.67,0.866,0.0,0.957,4003.756940674596,40.3,0.64,0.0,0.917,4719.571202664408,20.5,0.661,0.0,4.74,4227.040601886857,20.5,0.571,0.0,0.82,3381.3367903833528
1731069590.31,8.32,0.536,0.0,0.919,4003.6593043114954,39.0,0.689,0.016,2.92,4719.988482413843,19.8,1.263,0.0,2.2,4227.242193499209,19.8,0.821,0.0,0.877,3381.4980777755886
1731069590.81,8.31,1.037,0.0,0.881,4003.5616867983936,39.7,1.164,0.016,1.67,4720.1321196132585,19.8,1.664,0.0,2.5,4227.4437902827285,19.8,1.115,0.0,1.08,3381.659369303775
1731069591.31,7.68,0.57,0.0,0.83,4003.464088136673,39.7,0.603,0.0,0.88,4720.628077477559,19.8,0.657,0.0,6.1,4227.645392236676,19.8,0.745,0.0,3.81,3381.82066496732
1731069591.81,8.32,0.544,0.0,0.717,4003.3665083277097,40.3,0.526,0.0,0.735,4720.644293525196,20.5,1.304,0.0,1.54,4227.846999360313,20.5,0.556,0.0,0.684,3381.9819647656304
1731069592.31,7.04,0.942,0.0,1.11,4003.268947372884,38.4,2.124,0.0,1.03,4720.661221028317,18.5,2.195,0.0,1.53,4228.048611652898,19.2,0.6,0.0,1.88,3382.143268698119
1731069592.81,7.68,7.266,0.143,2.83,4003.171405273574,38.4,1.053,0.077,1.49,4721.042422831157,18.6,3.572,0.121,61.5,4228.250229113693,18.6,3.592,0.094,1.49,3382.304576764192
1731069593.31,7.69,4.315,0.0,0.728,4003.073882031158,39.7,0.829,0.0,0.726,4721.23011865165,19.8,0.932,0.0,1.75,4228.451851741958,19.8,0.834,0.0,1.28,3382.4658889632583
1731069593.81,8.32,2.174,0.0,0.791,4002.9763776470136,40.3,0.673,0.0,1.01,4721.2015151488695,20.5,0.747,0.0,1.83,4228.653479536955,20.5,0.43,0.0,1.23,3382.6272052947256
1731069594.31,7.68,1.284,0.0,0.796,4002.878892122517,39.7,0.788,0.0,3.03,4721.750984126298,19.8,0.915,0.0,1.37,4228.855112497944,19.8,0.411,0.0,1.92,3382.788525758001
1731069594.81,8.32,0.684,0.0,1.06,4002.781425459052,40.3,0.535,0.0,0.954,4721.771252376757,19.8,0.735,0.0,2.13,4229.056750624186,19.8,0.45,0.0,0.858,3382.949850352499
1731069595.31,7.68,0.892,0.0,1.07,4002.683977657991,39.7,0.554,0.0,1.01,4722.209882616943,19.8,0.674,0.0,2.27,4229.258393914943,19.9,0.453,0.0,0.799,3383.1111790776254
1731069595.81,7.68,0.713,0.0,7.19,4002.586548720715,39.7,0.622,0.0,1.04,4722.348564398167,20.5,0.834,0.0,5.66,4229.460042369475,20.5,0.546,0.0,0.893,3383.2725119327893
1731069596.31,8.32,0.629,0.0,2.39,4002.4891386485992,40.3,0.645,0.0,1.07,4722.657000746681,19.8,0.655,0.0,1.95,4229.661695987044,19.8,0.554,0.0,1.05,3383.4338489173992
1731069596.81,8.32,0.513,0.0,0.889,4002.391747443021,40.3,0.717,0.0,0.857,4723.129146126946,19.8,0.652,0.0,1.66,4229.863354766912,19.8,0.51,0.0,1.36,3383.5951900308637
1731069597.31,7.68,0.4,0.0,0.846,4002.29437510536,39.7,0.764,0.0,1.04,4723.092814007385,19.8,0.639,0.0,1.73,4230.065018708341,19.9,0.547,0.0,7.8,3383.756535272594
1731069597.81,8.32,0.529,0.0,0.974,4002.197021636991,40.3,0.89,0.0,1.41,4723.314435100622,19.8,0.407,0.0,1.72,4230.266687810592,20.5,0.573,0.0,1.03,3383.917884642002
1731069598.31,7.68,0.661,0.0,1.05,4002.099687039292,39.0,0.966,0.016,0.851,4723.781853552896,20.5,0.628,0.0,1.7,4230.468362072927,19.8,0.592,0.0,0.999,3384.079238138493
1731069598.81,8.32,0.646,0.0,0.883,4002.0023713136407,39.7,0.449,0.0,1.06,4724.207826211402,19.8,0.687,0.0,1.97,4230.670041494609,19.8,0.648,0.0,0.991,3384.2405957614787
1731069599.31,7.68,0.762,0.0,1.2,4001.905074461411,40.3,0.748,0.0,2.1,4724.610508837641,19.8,0.622,0.0,1.98,4230.8717260749,19.8,0.791,0.0,3.36,3384.4019575103653
1731069599.81,7.68,0.51,0.0,0.826,4001.807796483984,40.3,0.602,0.0,7.01,4724.199454623625,20.5,0.635,0.0,1.49,4231.073415813061,20.5,0.618,0.0,0.97,3384.563323384569
1731069600.31,8.32,0.687,0.0,0.901,4001.710537382733,39.7,0.683,0.0,4.02,4725.08027390602,19.8,0.672,0.0,2.06,4231.275110708355,19.8,0.666,0.0,1.68,3384.724693383496
1731069600.81,8.32,0.756,0.0,1.13,4001.613297159035,40.3,0.638,0.0,2.34,4724.842247088473,19.9,0.752,0.0,1.66,4231.476810760045,19.8,0.454,0.0,0.815,3384.886067506557
1731069601.31,7.68,0.76,0.0,1.67,4001.5160758142665,39.0,0.757,0.016,0.847,4725.042070693322,19.8,0.683,0.0,2.27,4231.678515967394,19.8,0.362,0.0,1.32,3385.047445753162
1731069601.81,8.32,0.686,0.0,0.917,4001.418873349801,40.3,0.773,0.0,1.32,4725.26144268382,20.5,0.877,0.0,1.9,4231.880226329663,20.5,0.364,0.0,1.57,3385.2088281227198
1731069602.31,7.68,0.623,0.0,7.6,4001.32168976702,38.4,0.972,0.032,1.03,4726.13904151439,19.8,0.88,0.0,1.7,4232.081941846117,19.8,0.439,0.0,3.38,3385.370214614643
1731069602.81,8.32,0.851,0.0,1.19,4001.224525067295,40.3,0.91,0.0,0.736,4726.098853677598,19.8,0.775,0.0,1.76,4232.283662516018,19.8,0.338,0.0,1.16,3385.531605228343
1731069603.31,7.68,0.597,0.0,1.42,4001.127379252003,38.4,0.244,0.032,1.02,4726.286615545309,19.9,0.685,0.0,2.39,4232.4853883386295,19.8,0.206,0.0,1.22,3385.692999963228
1731069603.81,8.32,0.841,0.0,1.33,4001.03025232252,40.3,0.271,0.0,1.43,4726.759971234083,20.5,0.954,0.0,1.92,4232.687119313215,20.5,0.23,0.0,1.56,3385.85439881871
1731069604.31,7.68,0.727,0.0,0.884,4000.9331442802186,39.7,0.403,0.0,1.78,4726.625703024763,19.9,0.92,0.0,1.69,4232.888855439037,19.8,0.312,0.0,1.01,3386.015801794196
1731069604.81,8.32,0.347,0.0,1.28,4000.836055126478,40.3,0.453,0.0,0.838,4726.751545418331,19.8,0.849,0.0,1.64,4233.090596715359,19.8,0.273,0.0,1.09,3386.177208889103
1731069605.31,7.68,3.538,0.0,1.11,4000.738984862672,37.1,7.678,0.049,0.743,4727.454480662565,14.1,3.543,0.0,9.46,4233.292343141447,16.0,2.158,0.0,2.1,3386.338620102839
1731069605.81,8.32,1.795,0.0,113.0,4000.641933490175,41.0,0.646,0.0,47.0,4727.205240569652,24.3,2.489,0.073,1.75,4233.494094716561,23.1,1.882,0.027,113.0,3386.500035434815
1731069606.31,7.68,1.551,0.0,0.912,4000.544901010362,39.7,0.395,0.0,0.808,4727.345620468637,19.8,0.938,0.0,1.68,4233.6958514399685,20.5,0.485,0.0,0.898,3386.6614548844423
1731069606.81,8.32,1.367,0.0,0.757,4000.447887424606,40.3,0.452,0.0,1.16,4727.902413443614,19.9,0.522,0.0,2.31,4233.897613310931,19.8,0.49,0.0,1.47,3386.8228784511293
1731069607.31,7.68,0.68,0.0,0.948,4000.350892734286,39.7,0.332,0.0,1.24,4728.237555136619,19.8,0.554,0.0,2.29,4234.099380328714,19.8,0.648,0.0,2.09,3386.9843061342926
1731069607.81,8.32,0.889,0.0,1.55,4000.253916940773,40.3,0.426,0.0,0.813,4728.584273263791,20.5,0.789,0.0,1.76,4234.301152492581,20.5,0.423,0.0,1.05,3387.145737933341
1731069608.31,7.04,0.598,0.083,0.771,4000.156960045444,39.7,0.547,0.0,0.819,4728.569052971144,19.8,0.744,0.0,1.65,4234.502929801797,19.8,0.391,0.0,6.97,3387.307173847687
1731069608.81,8.29,0.909,0.0,6.2,4000.06002204967,40.3,0.443,0.0,1.02,4729.177379323413,19.8,0.811,0.0,2.35,4234.704712255625,19.8,0.502,0.0,0.845,3387.4686138767406
1731069609.31,7.71,0.487,0.0,1.89,3999.9631029548254,39.6,0.499,0.0,1.43,4729.592405294648,19.8,0.534,0.0,1.64,4234.906499853332,19.8,0.375,0.0,5.43,3387.630058019912
1731069609.81,8.32,0.409,0.0,0.807,3999.8662027622872,40.4,0.636,0.0,0.928,4729.69977029358,20.5,0.611,0.0,5.28,4235.108292594181,19.8,0.401,0.0,1.48,3387.791506276618
1731069610.31,7.68,0.862,0.0,1.27,3999.769321473427,39.7,0.67,0.0,1.38,4729.716467251744,19.9,0.513,0.0,1.84,4235.310090477437,20.5,0.437,0.0,1.31,3387.952958646268
1731069610.81,8.32,0.621,0.0,1.67,3999.672459089619,40.3,1.042,0.0,1.31,4729.650865321999,19.8,0.638,0.0,2.37,4235.511893502367,19.8,0.621,0.0,1.34,3388.1144151282733
1731069611.31,7.68,1.091,0.0,4.36,3999.575615612237,39.7,0.621,0.0,1.12,4730.562727547823,19.8,0.576,0.0,2.03,4235.713701668233,19.8,0.628,0.0,1.59,3388.275875722048
1731069611.81,8.32,0.777,0.0,1.03,3999.478791042652,40.3,0.446,0.0,7.59,4730.333131008205,20.5,0.493,0.0,1.75,4235.915514974301,20.5,0.466,0.0,0.869,3388.4373404269986
1731069612.31,7.68,0.725,0.0,1.07,3999.381985382241,39.7,0.444,0.0,0.77,4730.896423540663,19.8,0.613,0.0,1.97,4236.117333419838,19.8,0.7,0.0,1.09,3388.598809242545
1731069612.81,7.68,0.511,0.0,0.998,3999.285198632376,39.1,0.604,0.016,4.61,4730.8559933311935,19.8,0.577,0.0,2.26,4236.319157004108,19.9,0.574,0.0,1.54,3388.760282168097
1731069613.31,8.32,0.639,0.0,2.32,3999.1884307944288,40.3,0.598,0.0,1.09,4731.374591492339,19.8,0.843,0.0,1.76,4236.520985726378,19.8,0.532,0.0,0.77,3388.9217592030664
1731069613.81,8.32,1.066,0.0,0.809,3999.091681869773,40.3,0.549,0.0,0.691,4731.656474458858,20.5,0.508,0.0,1.64,4236.722819585912,19.8,0.524,0.0,0.687,3389.083240346865
1731069614.31,7.68,0.715,0.0,1.4,3998.994951859778,39.7,0.671,0.0,0.697,4731.485834542742,19.8,0.52,0.0,2.07,4236.9246585819765,20.5,0.396,0.0,1.5,3389.244725598905
1731069614.81,8.32,0.529,0.0,6.36,3998.898240765823,40.3,1.199,0.0,1.11,4732.059951471768,19.8,0.596,0.0,2.37,4237.126502713838,19.8,0.384,0.0,1.59,3389.4062149586016
1731069615.31,7.68,0.542,0.0,1.68,3998.801548589277,39.7,0.821,0.0,1.1,4732.340657774591,19.8,0.871,0.0,2.44,4237.328351980762,19.8,0.49,0.0,1.1,3389.567708425368
1731069615.81,8.32,0.643,0.0,1.1,3998.704875331512,39.7,0.482,0.0,0.849,4732.734372951833,20.5,0.999,0.0,1.63,4237.530206382015,20.5,0.557,0.0,0.925,3389.7292059986157
1731069616.31,7.68,0.889,0.0,1.08,3998.6082209939,40.3,0.52,0.0,0.938,4732.492449130882,19.8,0.773,0.0,1.73,4237.732065916863,19.8,0.698,0.0,0.817,3389.8907076777573
1731069616.81,8.32,0.578,0.0,0.9,3998.5115855778126,39.7,0.581,0.016,1.42,4733.208653507819,19.9,0.734,0.0,1.81,4237.933930584572,19.8,0.503,0.0,1.08,3390.0522134622047
1731069617.31,7.68,0.519,0.0,0.857,3998.4149690846248,39.7,0.758,0.0,0.76,4733.469330223578,19.8,0.985,0.0,1.5,4238.13580038441,19.8,0.479,0.0,1.27,3390.2137233513754
1731069617.81,8.32,0.367,0.0,1.23,3998.318371515705,40.3,0.728,0.0,0.799,4733.415087572444,20.5,0.929,0.0,1.88,4238.337675315642,20.5,0.647,0.0,0.947,3390.3752373446805
1731069618.31,7.68,0.633,0.0,1.54,3998.2217928724262,39.7,0.688,0.0,1.39,4734.046717153432,19.8,0.981,0.0,4.23,4238.539555377536,19.8,0.531,0.0,1.1,3390.536755441534
1731069618.81,8.32,0.516,0.0,1.0,3998.125233156161,39.7,0.95,0.0,6.42,4734.524871955058,19.8,0.715,0.0,1.68,4238.741440569358,19.9,0.649,0.0,1.02,3390.6982776413483
1731069619.31,7.68,0.848,0.0,1.03,3998.028692368277,40.3,0.99,0.0,0.849,4734.331120952817,19.8,0.707,0.0,7.04,4238.943330890376,19.8,0.591,0.0,0.867,3390.859803943536
1731069619.81,8.32,0.655,0.0,4.42,3997.9321705101497,40.3,0.846,0.0,1.0,4735.0377446026205,20.5,0.646,0.0,2.19,4239.145226339857,20.5,0.583,0.0,0.697,3391.0213343475143
1731069620.31,7.68,0.704,0.0,1.62,3997.835667583148,39.7,0.523,0.0,1.34,4734.5692327264605,19.9,0.588,0.0,1.57,4239.347126917068,19.8,0.629,0.0,1.0,3391.182868852696
1731069620.81,8.32,0.818,0.0,1.39,3997.739183588645,39.7,0.497,0.0,0.854,4734.994856592678,19.8,0.728,0.0,1.53,4239.549032621277,19.8,0.729,0.0,7.95,3391.344407458494
1731069621.31,7.69,0.784,0.0,1.18,3997.642718528009,40.3,0.589,0.0,1.01,4735.457266693073,19.8,0.634,0.0,1.87,4239.75094345175,19.8,0.898,0.0,2.63,3391.5059501643227
1731069621.81,8.31,0.788,0.0,0.885,3997.546272402609,40.3,0.727,0.0,1.36,4735.252033356574,20.5,0.81,0.0,1.78,4239.952859407756,20.5,0.872,0.0,2.69,3391.667496969594
1731069622.31,7.68,0.738,0.0,0.959,3997.449845213821,39.7,0.761,0.0,0.927,4735.608226953472,19.9,0.924,0.0,1.7,4240.154780488561,19.8,0.576,0.0,3.25,3391.829047873727
1731069622.81,8.32,0.504,0.0,1.39,3997.353436963012,40.3,0.599,0.0,0.794,4735.799227459019,19.8,1.045,0.0,2.36,4240.356706693436,19.9,0.231,0.0,3.01,3391.9906028761343
1731069623.31,7.68,0.887,0.0,0.836,3997.257047651552,39.7,0.802,0.0,0.728,4736.133054792892,19.8,0.79,0.0,1.64,4240.558638021646,19.8,0.474,0.0,2.95,3392.152161976229
1731069623.81,8.32,0.724,0.0,1.08,3997.1606772808127,39.7,0.85,0.0,0.966,4736.868801431306,20.5,0.734,0.0,1.61,4240.7605744724615,20.5,0.289,0.0,1.11,3392.313725173426
1731069624.31,7.67,0.709,0.0,1.05,3997.064325852161,39.0,0.307,0.016,3.44,4736.99586518356,19.8,0.783,0.0,2.03,4240.962516045149,19.8,0.246,0.0,0.752,3392.475292467138
1731069624.81,8.33,0.624,0.0,7.8,3996.9679933669713,40.9,0.533,0.0,0.65,4737.261874053497,19.9,0.955,0.0,1.8,4241.164462738978,19.8,0.404,0.0,1.18,3392.636863856784
1731069625.31,7.68,0.317,0.0,0.906,3996.871679826612,39.7,0.355,0.0,1.01,4737.653553336533,19.8,0.918,0.0,1.98,4241.366414553216,19.8,0.359,0.0,1.25,3392.7984393417773
1731069625.81,8.32,0.672,0.0,0.837,3996.775385232451,39.7,0.356,0.0,1.36,4737.860642166978,20.5,0.823,0.0,1.75,4241.568371487132,20.5,0.313,0.0,7.3,3392.9600189215325
1731069626.31,7.68,0.328,0.0,0.697,3996.679109585858,40.4,0.328,0.0,0.843,4737.88555070091,19.9,0.822,0.0,1.86,4241.770333539995,19.8,0.228,0.0,0.859,3393.121602595464
1731069626.81,8.31,0.692,0.0,1.04,3996.582852888201,40.3,0.445,0.0,1.01,4737.972949706854,19.8,1.278,0.0,2.33,4241.972300711073,19.8,0.341,0.0,1.29,3393.2831903629844
1731069627.31,7.68,0.707,0.0,1.67,3996.4866151408537,39.7,0.655,0.0,1.34,4738.620336176809,19.8,1.0,0.0,1.89,4242.174272999637,19.8,0.32,0.0,1.7,3393.4447822235143
1731069627.81,8.32,0.75,0.0,0.972,3996.3903963451817,40.3,0.402,0.0,0.854,4738.513299008361,19.8,0.489,0.0,2.3,4242.376250404955,20.5,0.279,0.0,0.881,3393.6063781764674
1731069628.31,7.68,0.922,0.0,0.896,3996.2941965025543,39.7,0.406,0.0,1.01,4739.07596402836,20.5,0.399,0.0,1.49,4242.578232926295,19.8,0.442,0.0,0.889,3393.7679782212576
1731069628.81,8.33,0.451,0.0,1.14,3996.198015614342,39.7,0.452,0.0,1.39,4738.846473949488,19.8,0.466,0.0,9.77,4242.780220562927,19.9,0.524,0.0,1.46,3393.929582357301
1731069629.31,7.68,0.865,0.0,1.0,3996.10185368191,40.3,0.49,0.0,7.61,4739.271821774514,19.8,0.511,0.0,2.36,4242.9822133141215,19.8,0.415,0.0,0.866,3394.091190584012
1731069629.81,7.67,0.693,0.0,1.46,3996.00571070663,39.7,0.388,0.0,0.897,4739.619240945431,20.5,0.908,0.0,1.93,4243.184211179147,20.5,0.336,0.0,1.06,3394.2528029008085
1731069630.31,8.32,0.58,0.0,1.1,3995.909586689869,40.3,0.401,0.0,0.919,4740.051402461915,19.8,0.575,0.0,2.07,4243.386214157274,19.8,0.313,0.0,1.07,3394.4144193071065
1731069630.81,7.68,1.0,0.0,4.24,3995.813481632996,40.3,0.486,0.0,1.06,4739.839457580056,19.8,0.469,0.0,2.74,4243.588222247771,19.8,0.43,0.0,2.93,3394.5760398023203
1731069631.31,8.32,0.54,0.0,0.852,3995.717395537378,39.0,0.499,0.016,1.64,4740.010872079816,19.8,0.63,0.0,2.02,4243.79023544991,19.8,0.432,0.0,0.855,3394.737664385866
1731069631.81,7.68,1.075,0.0,1.38,3995.621328404381,39.6,0.553,0.0,0.8,4740.839632228632,20.5,0.588,0.0,2.28,4243.992253762959,20.5,0.459,0.0,1.01,3394.8992930571585
1731069632.31,8.32,0.773,0.0,2.4,3995.525280235378,40.4,0.572,0.0,0.863,4740.735465271418,19.8,0.942,0.0,2.09,4244.1942771861895,19.8,0.704,0.0,1.47,3395.0609258156173
1731069632.81,8.32,0.644,0.0,0.891,3995.429251031733,39.7,0.497,0.0,0.821,4740.805697670819,19.9,0.504,0.0,1.68,4244.396305718871,19.8,0.608,0.0,0.844,3395.2225626606573
1731069633.31,7.68,1.873,0.0,0.969,3995.333240794816,39.7,1.026,0.016,1.13,4741.207845112661,19.8,1.05,0.0,4.785,4244.598339360275,19.8,1.474,0.0,1.09,3395.384203591694
1731069633.81,8.32,1.418,0.0,0.807,3995.237249525992,39.0,0.829,0.032,1.37,4741.7869128482935,20.5,1.031,0.0,7.89,4244.80037810967,19.8,0.975,0.0,1.05,3395.5458486081448
1731069634.31,7.68,1.46,0.0,1.0,3995.141277226626,39.7,0.621,0.0,0.825,4741.720582166783,19.8,0.687,0.0,2.07,4245.002421966329,20.5,0.633,0.0,0.845,3395.707497709423
1731069634.81,8.31,0.72,0.0,1.34,3995.0453238980895,40.3,0.476,0.0,0.972,4742.133712141932,19.8,0.639,0.0,1.39,4245.204470929521,19.9,0.473,0.0,1.07,3395.869150894951
1731069635.31,7.69,0.678,0.0,1.01,3994.94938954175,39.0,0.579,0.016,0.733,4742.503712814337,19.9,0.534,0.0,1.595,4245.406524998519,19.8,0.378,0.0,0.998,3396.030808164143
1731069635.81,7.67,0.543,0.0,0.895,3994.853474158971,39.7,0.658,0.0,1.01,4742.693945984348,20.5,0.667,0.0,1.8,4245.608584172592,20.5,0.492,0.0,0.865,3396.192469516415
1731069636.31,8.32,0.548,0.0,1.08,3994.757577751121,40.3,0.798,0.0,1.24,4743.044417540132,19.9,0.877,0.0,1.86,4245.810648451012,19.8,0.492,0.0,1.61,3396.3541349511843
1731069636.81,8.32,1.187,0.0,1.52,3994.661700319564,40.3,0.726,0.0,2.87,4743.048612347038,19.8,0.746,0.0,1.82,4246.0127178330495,19.8,0.457,0.0,1.69,3396.5158044678656
1731069637.31,7.68,0.583,0.0,1.0,3994.5658418656703,39.7,0.554,0.0,0.796,4743.435811196751,19.8,0.558,0.0,1.8,4246.214792317977,19.8,0.616,0.0,0.845,3396.6774780658816
1731069637.81,8.32,0.583,0.0,6.63,3994.470002390806,40.3,0.71,0.0,1.02,4743.413109379723,20.5,0.709,0.0,2.28,4246.416871905065,20.5,0.534,0.0,6.35,3396.839155744646
1731069638.31,7.68,0.441,0.0,1.23,3994.3741818963335,39.7,0.638,0.0,1.36,4744.153415192253,19.8,0.713,0.0,3.65,4246.6189565935865,19.8,0.439,0.0,1.14,3397.0008375035773
1731069638.81,8.32,0.528,0.0,1.07,3994.278380383621,39.7,0.739,0.016,1.26,4743.948122871692,19.8,0.76,0.0,1.52,4246.821046382812,19.8,0.661,0.0,0.763,3397.1625233420914
1731069639.31,7.68,0.672,0.0,1.05,3994.182597854033,39.7,0.68,0.0,0.888,4744.423278505468,19.8,0.879,0.0,1.81,4247.023141272013,19.8,0.564,0.0,0.954,3397.3242132596047
1731069639.81,8.32,0.678,0.0,1.08,3994.0868343089383,40.3,0.717,0.0,0.822,4744.296734553535,20.5,1.172,0.0,1.92,4247.225241260463,20.5,0.607,0.0,1.45,3397.485907255539
1731069640.31,7.67,0.78,0.0,0.816,3993.9910897497,39.7,0.745,0.0,0.873,4745.305743371027,19.8,0.614,0.0,2.01,4247.427346347434,19.8,0.546,0.0,0.733,3397.647605329311
1731069640.81,8.34,0.492,0.0,1.38,3993.8953641776848,40.3,0.872,0.0,0.924,4745.249763802598,19.8,0.907,0.0,1.59,4247.629456532196,19.8,0.587,0.0,0.86,3397.8093074803364
1731069641.31,7.68,0.964,0.0,1.11,3993.7996575942566,39.7,0.653,0.0,1.44,4745.372777969093,19.9,1.441,0.0,1.66,4247.831571814024,19.8,0.643,0.0,0.742,3397.971013708034
1731069641.81,8.32,0.785,0.0,0.681,3993.703970000781,39.7,0.529,0.0,0.746,4745.8453158467255,20.5,0.656,0.0,2.13,4248.033692192189,20.5,0.647,0.0,0.884,3398.1327240118203
1731069642.31,7.68,0.871,0.0,0.993,3993.608301398624,39.6,0.549,0.016,1.26,4746.306080446317,19.8,0.533,0.0,1.67,4248.235817665964,19.8,0.619,0.0,1.15,3398.2944383911167
1731069642.81,8.32,0.729,0.0,6.48,3993.512651789149,39.7,0.545,0.0,1.18,4745.859857438484,19.8,0.866,0.0,1.77,4248.437948234621,19.8,0.834,0.0,2.2,3398.45615684534
1731069643.31,7.68,0.533,0.0,0.852,3993.417021173722,40.3,0.644,0.0,0.766,4746.777105213826,19.8,0.688,0.0,10.6,4248.640083897435,19.8,0.6,0.0,1.09,3398.6178793739086
1731069643.81,8.32,0.736,0.0,0.983,3993.3214095537073,39.6,0.806,0.016,4.68,4746.276517287379,20.5,0.861,0.0,2.1,4248.842224653677,19.8,0.35,0.0,1.86,3398.77960597624
1731069644.31,7.68,1.026,0.0,1.04,3993.225816930467,39.1,0.781,0.016,0.817,4747.055707339279,19.8,0.738,0.0,1.83,4249.044370502619,20.5,0.344,0.0,0.738,3398.941336651751
1731069644.81,8.32,1.055,0.0,1.02,3993.130243305369,40.3,0.782,0.0,4.95,4747.23331287369,19.8,0.659,0.0,1.57,4249.246521443537,19.8,0.268,0.0,1.219,3399.103071399865
1731069645.31,7.68,0.869,0.0,0.858,3993.034688679776,39.7,0.884,0.0,1.22,4747.264949183428,19.8,0.744,0.0,1.74,4249.448677475702,19.8,0.367,0.0,1.7,3399.2648102199983
1731069645.81,8.32,0.449,0.0,1.0,3992.939153055053,39.7,0.325,0.0,0.801,4747.871379085399,20.5,0.853,0.0,1.63,4249.65083859839,20.5,0.273,0.0,6.81,3399.4265531115693
1731069646.31,7.68,0.742,0.0,1.38,3992.8436364325626,40.3,0.32,0.0,1.01,4748.222296656946,19.8,0.669,0.0,1.64,4249.853004810872,19.8,0.279,0.0,1.14,3399.588300073997
1731069646.81,7.68,0.4,0.0,0.822,3992.748138813666,39.7,0.263,0.016,1.31,4748.455872691776,19.8,0.832,0.0,1.69,4250.055176112423,19.8,0.341,0.0,1.4,3399.7500511066974
1731069647.31,8.32,0.769,0.0,1.03,3992.652660199732,39.7,0.346,0.0,0.872,4748.504420474723,19.8,0.815,0.0,1.88,4250.257352502316,19.8,0.361,0.0,1.05,3399.911806209096
1731069647.81,8.32,0.7,0.0,2.83,3992.5572005921217,40.3,0.343,0.0,0.936,4748.564997557438,20.5,1.031,0.0,5.97,4250.459533979826,19.8,0.258,0.0,1.04,3400.073565380608
1731069648.31,7.68,0.404,0.0,0.824,3992.461759992198,39.7,0.504,0.0,1.16,4749.118854387728,19.8,1.148,0.0,1.81,4250.661720544226,20.5,0.414,0.0,1.46,3400.235328620653
