Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance
1731069046.81,7.69,0.36,0.0,1.41,4120.614238193136,39.7,0.656,0.016,0.82,4447.182509148384,19.8,0.808,0.0,1.83,4011.3300786646814,19.9,0.249,0.0,0.816,3208.7524694186045
1731069047.31,8.33,0.691,0.0,0.8,4120.496968206626,39.7,0.755,0.0,1.41,4446.838796804746,19.8,0.718,0.0,2.03,4011.525590408218,19.8,0.349,0.0,0.979,3208.9088940011984
1731069047.81,8.31,0.692,0.0,0.832,4120.379715511666,40.3,0.834,0.0,3.04,4447.311833856991,20.5,0.745,0.0,1.72,4011.721108202812,20.5,0.274,0.0,1.11,3209.065323423629
1731069048.31,7.68,0.783,0.0,1.27,4120.262480109732,39.1,0.342,0.0,1.27,4447.860635114601,19.8,0.917,0.0,1.68,4011.91663204758,19.8,0.255,0.0,0.918,3209.221757685187
1731069048.81,8.31,0.971,0.0,1.13,4120.1452620023,40.3,0.317,0.0,2.55,4447.750908566776,19.9,0.995,0.0,2.55,4012.1121619416376,19.8,0.31,0.0,1.0,3209.3781967851664
1731069049.31,7.68,0.473,0.0,0.928,4120.028061190845,40.3,0.258,0.0,1.06,4447.577059382717,19.8,1.106,0.0,1.59,4012.307697884099,19.8,0.248,0.0,0.904,3209.534640722856
1731069049.81,8.32,0.746,0.0,4.71,4119.910877676845,40.3,0.385,0.0,0.892,4448.432482372001,20.5,0.892,0.0,1.66,4012.5032398740814,20.5,0.359,0.0,0.827,3209.6910894975545
1731069050.31,7.68,0.425,0.0,0.776,4119.793711461777,39.7,0.319,0.0,0.761,4448.452840240323,19.8,0.964,0.0,7.67,4012.6987879107,19.8,0.291,0.0,0.913,3209.847543108551
1731069050.81,8.33,0.759,0.0,5.44,4119.6765625471135,40.3,0.585,0.0,0.86,4448.585660542053,19.8,0.99,0.0,2.11,4012.894341993071,19.8,0.28,0.0,3.84,3210.0040015551385
1731069051.31,7.68,0.711,0.0,1.39,4119.559430934333,39.7,0.407,0.0,0.717,4448.818863536789,19.9,0.761,0.0,1.96,4013.08990212031,19.8,0.308,0.0,1.07,3210.160464836611
1731069051.81,8.32,0.398,0.0,0.76,4119.442316624908,40.3,0.362,0.0,0.984,4449.207166541711,19.8,0.399,0.0,1.59,4013.2854682915354,20.5,0.303,0.0,0.853,3210.316932952258
1731069052.31,7.68,0.836,0.0,0.758,4119.32521962032,39.7,0.396,0.0,1.45,4449.513040726112,20.5,0.498,0.0,1.67,4013.48104050586,19.9,0.374,0.0,0.972,3210.4734059013786
1731069052.81,7.69,0.571,0.0,1.01,4119.208139922041,39.7,0.452,0.0,7.26,4449.908093000114,19.8,0.579,0.0,1.7,4013.676618762404,19.8,0.321,0.0,1.45,3210.6298836832625
1731069053.31,8.31,1.002,0.0,1.45,4119.091077531547,40.3,0.385,0.0,1.09,4449.775739121226,19.8,0.569,0.0,1.68,4013.8722030602817,19.8,0.351,0.0,0.854,3210.786366297204
1731069053.81,7.68,0.538,0.0,1.14,4118.974032450315,40.3,0.379,0.0,0.722,4449.929767642129,20.5,0.668,0.0,1.72,4014.067793398612,20.5,0.351,0.0,0.937,3210.942853742496
1731069054.31,8.32,0.488,0.0,1.66,4118.857004679817,39.7,0.391,0.0,0.992,4450.601478466865,19.8,0.529,0.0,2.09,4014.2633897765104,19.8,0.379,0.0,1.04,3211.099346018431
1731069054.81,8.32,0.843,0.0,1.4,4118.739994221534,40.3,0.521,0.0,1.11,4451.135860218804,19.8,0.471,0.0,2.91,4014.458992193095,19.8,0.377,0.0,0.997,3211.255843124306
1731069055.31,7.68,0.572,0.0,0.869,4118.623001076938,39.7,0.527,0.0,0.825,4450.725188482807,19.8,0.657,0.0,2.44,4014.6546006474823,19.8,0.366,0.0,1.07,3211.4123450594134
1731069055.81,8.32,0.966,0.0,0.869,4118.506025247505,39.7,0.707,0.0,1.0,4450.831510216226,19.8,0.759,0.0,1.63,4014.850215138792,20.5,0.507,0.0,1.43,3211.5688518230468
1731069056.31,7.68,0.515,0.0,0.965,4118.389066734711,40.3,0.534,0.0,1.17,4451.639839595279,20.5,0.504,0.0,2.44,4015.0458356661375,19.8,0.512,0.0,0.877,3211.7253634145004
1731069056.81,8.31,0.434,0.0,1.4,4118.272125540029,39.7,0.37,0.0,0.869,4451.52133001607,19.8,0.445,0.0,2.24,4015.2414622286415,19.8,0.498,0.0,1.03,3211.8818798330667
1731069057.31,7.68,0.761,0.0,0.841,4118.155201664939,40.4,0.461,0.0,0.944,4452.368036793777,19.8,0.548,0.0,1.67,4015.437094825419,19.8,0.482,0.0,0.775,3212.038401078044
1731069057.81,7.68,0.577,0.0,1.0,4118.038295110913,40.3,0.528,0.0,1.35,4452.164396560321,20.5,0.567,0.0,1.73,4015.632733455588,20.5,0.627,0.0,0.893,3212.1949271487247
1731069058.31,8.32,1.083,0.0,1.43,4117.921405879428,39.7,0.734,0.0,1.55,4452.692155155753,19.9,0.593,0.0,1.97,4015.828378118268,19.8,0.779,0.0,1.01,3212.3514580444034
1731069058.81,8.32,0.758,0.0,0.821,4117.804533971957,40.3,0.605,0.0,0.885,4453.040227863638,19.8,0.498,0.0,1.84,4016.024028812577,19.8,0.553,0.0,1.01,3212.5079937643745
1731069059.31,7.68,0.591,0.0,1.09,4117.687679389975,39.7,0.645,0.0,0.95,4452.68276442818,19.8,0.607,0.0,1.9,4016.219685537632,19.8,0.388,0.0,0.863,3212.664534307931
1731069059.81,8.32,0.38,0.0,1.27,4117.570842134959,40.3,0.582,0.0,1.01,4453.486793274301,20.5,0.561,0.0,10.0,4016.4153482925535,20.6,0.372,0.0,1.02,3212.8210796743715
1731069060.31,7.68,0.5,0.0,0.785,4117.454022208384,39.7,0.753,0.0,0.902,4453.796282556585,19.2,0.767,0.0,2.12,4016.611017076461,19.8,0.387,0.0,1.46,3212.9776298629904
1731069060.81,7.68,0.778,0.0,1.03,4117.337219611724,40.3,0.742,0.0,0.818,4453.983904378734,20.5,0.66,0.0,2.2,4016.806691888471,19.9,0.514,0.0,0.85,3213.1341848730817
1731069061.31,8.32,0.527,0.0,3.61,4117.220434346454,39.7,0.518,0.0,0.779,4454.453803160584,19.8,0.579,0.0,1.63,4017.002372727704,19.8,0.361,0.0,1.02,3213.290744703941
1731069061.81,8.32,0.481,0.0,0.84,4117.103666414047,40.3,0.497,0.0,1.07,4454.19940464744,20.5,0.606,0.0,1.55,4017.1980595932782,19.9,0.428,0.0,1.39,3213.447309354861
1731069062.31,7.68,0.422,0.0,0.69,4116.986915815982,39.1,0.685,0.016,1.41,4454.4967625353365,19.8,0.737,0.0,1.99,4017.3937524843145,20.5,0.578,0.0,1.71,3213.6038788251417
1731069062.81,8.32,0.562,0.0,0.941,4116.870182553733,40.3,0.629,0.0,0.815,4454.795510451957,19.8,0.761,0.0,1.82,4017.589451399931,19.8,0.527,0.0,0.938,3213.7604531140773
1731069063.31,7.68,0.646,0.0,1.43,4116.753466628771,39.7,0.834,0.0,0.79,4455.143007394449,19.8,0.716,0.0,1.74,4017.7851563392487,19.8,0.531,0.0,0.841,3213.917032220963
1731069063.81,8.31,0.638,0.0,0.963,4116.636768042574,40.3,0.766,0.0,0.798,4455.254386767116,20.5,0.691,0.0,1.9,4017.9808673013854,20.5,0.507,0.0,1.02,3214.073616145095
1731069064.31,7.69,1.151,0.0,1.02,4116.520086796613,39.7,1.39,0.0,5.91,4455.397896870962,19.8,1.81,0.0,7.61,4018.176584285464,19.8,1.593,0.0,1.08,3214.230204885766
1731069064.81,8.32,1.088,0.0,0.871,4116.403422892367,39.6,0.803,0.0,0.865,4455.750117762378,19.8,0.788,0.0,2.05,4018.3723072906014,19.8,0.696,0.0,6.26,3214.3867984422777
1731069065.31,7.68,1.04,0.0,1.18,4116.286776331309,40.3,0.658,0.0,1.02,4455.997072903808,19.9,0.904,0.0,1.53,4018.568036315921,19.9,0.619,0.0,0.869,3214.543396813924
1731069065.81,8.32,1.064,0.0,1.43,4116.170147114913,40.3,0.66,0.0,1.18,4456.375934056954,20.5,0.845,0.0,2.59,4018.763771360541,20.5,0.763,0.0,1.15,3214.7000000000007
1731069066.31,7.68,0.952,0.0,0.841,4116.053535244652,39.7,0.651,0.0,0.923,4456.245440492811,19.8,0.814,0.0,2.24,4018.9595124235834,19.8,0.752,0.0,1.45,3214.856607999804
1731069066.81,8.32,0.717,0.0,1.27,4115.936940722003,40.3,0.603,0.0,4.102,4456.378190861938,19.8,0.703,0.0,2.0,4019.155259504166,19.8,0.762,0.0,0.868,3215.013220812629
1731069067.31,7.68,0.462,0.0,1.16,4115.820363548439,39.7,0.914,0.0,7.28,4456.563454248436,19.9,0.648,0.0,1.75,4019.351012601413,19.8,0.49,0.0,0.992,3215.1698384377764
1731069067.81,8.32,0.741,0.0,3.61,4115.703803725433,40.3,0.634,0.0,1.12,4457.035923209065,20.5,0.693,0.0,1.79,4019.546771714443,19.8,0.248,0.0,1.24,3215.3264608745408
1731069068.31,7.68,0.708,0.0,0.876,4115.587261254462,39.7,0.812,0.0,0.856,4457.503555036442,19.8,0.806,0.0,1.77,4019.7425368423774,20.5,0.517,0.0,0.952,3215.483088122219
1731069068.81,8.32,0.777,0.0,1.22,4115.470736136998,39.7,0.921,0.0,0.856,4457.84727605788,19.8,0.835,0.0,3.81,4019.93830798434,19.8,0.334,0.0,7.52,3215.6397201801083
1731069069.31,7.63,0.677,0.0,1.07,4115.354228374515,40.0,0.895,0.0,3.84,4458.307341175379,19.8,0.887,0.0,1.91,4020.13408513945,19.8,0.333,0.0,0.759,3215.7963570475035
1731069069.81,8.37,0.43,0.0,0.788,4115.237737968488,39.9,0.351,0.0,0.841,4458.188413685702,20.5,0.931,0.0,2.35,4020.329868306828,20.5,0.381,0.0,4.9,3215.952998723706
1731069070.31,7.68,0.746,0.0,1.05,4115.121264920391,40.3,0.264,0.0,1.02,4458.386411962627,19.8,0.897,0.0,1.93,4020.525657485598,19.8,0.42,0.0,1.06,3216.1096452080114
1731069070.81,7.68,0.424,0.0,1.39,4115.004809231698,40.3,0.327,0.0,1.02,4458.72870427098,19.8,0.846,0.0,1.56,4020.72145267488,19.9,0.271,0.0,0.811,3216.2662964997166
1731069071.31,8.3,0.792,0.0,0.655,4114.888370903883,39.7,0.335,0.0,0.973,4458.928644982464,19.9,0.991,0.0,1.73,4020.9172538737976,19.8,0.46,0.0,1.08,3216.42295259812
1731069071.81,8.35,0.702,0.0,0.804,4114.771949938417,40.3,0.451,0.0,1.22,4458.918069075389,20.5,0.861,0.0,2.51,4021.113061081471,20.5,0.353,0.0,1.39,3216.579613502516
1731069072.31,7.68,0.357,0.0,1.09,4114.655546336777,39.7,0.35,0.0,0.855,4459.627083782424,19.8,0.778,0.0,1.55,4021.308874297024,19.9,0.253,0.0,0.781,3216.736279212207
1731069072.81,8.33,0.868,0.0,1.08,4114.539160100436,40.3,0.376,0.0,1.5,4460.057871911109,19.8,0.863,0.0,2.03,4021.5046935195783,19.8,0.367,0.0,1.31,3216.8929497264903
1731069073.31,7.68,0.456,0.0,2.6,4114.422791230867,39.7,0.446,0.0,1.42,4460.134569122248,19.8,0.526,0.0,1.59,4021.700518748257,19.8,0.391,0.0,1.38,3217.049625044662
1731069073.81,8.31,0.97,0.0,0.865,4114.306439729545,39.7,0.42,0.0,0.837,4460.055214415867,19.9,0.397,0.0,9.37,4021.896349982182,19.9,0.409,0.0,0.945,3217.206305166022
1731069074.31,7.68,0.673,0.0,0.822,4114.190105597941,40.3,0.595,0.0,0.809,4460.150984121074,20.5,0.629,0.0,1.86,4022.0921872204767,20.5,0.401,0.0,0.847,3217.3629900898645
1731069074.81,8.32,1.016,0.0,0.766,4114.073788837531,40.3,0.496,0.0,1.44,4460.909004507004,19.8,0.575,0.0,1.58,4022.288030462264,19.8,0.507,0.0,0.95,3217.519679815494
1731069075.31,7.68,1.104,0.0,1.2,4113.957489449788,39.7,0.419,0.0,0.692,4461.354591708217,19.8,0.646,0.0,1.69,4022.483879706667,19.8,0.348,0.0,1.16,3217.676374342205
1731069075.81,7.68,0.58,0.077,1.23,4113.841207436184,40.3,0.409,0.0,0.753,4461.154951993766,20.5,0.586,0.0,2.34,4022.6797349528088,20.5,0.448,0.0,0.923,3217.8330736692983
1731069076.31,7.68,1.011,0.0,0.741,4113.724942798194,39.7,0.495,0.0,0.842,4461.306199375281,19.8,0.499,0.0,2.03,4022.8755961998127,19.8,0.491,0.0,0.807,3217.989777796071
1731069076.81,8.32,0.549,0.0,0.845,4113.608695537288,39.7,0.594,0.0,1.18,4461.992918274705,19.9,1.069,0.0,1.77,4023.071463446802,19.8,0.513,0.0,0.842,3218.14648672182
1731069077.31,7.68,0.454,0.0,1.29,4113.492465654945,40.3,0.751,0.0,1.05,4461.874104355453,19.8,0.803,0.0,1.65,4023.2673366929034,19.8,0.648,0.0,0.82,3218.303200445849
1731069077.81,8.32,1.032,0.0,1.7,4113.376253152634,40.3,0.659,0.0,1.03,4462.012772931556,20.5,0.504,0.0,1.93,4023.4632159372354,19.9,0.473,0.0,1.07,3218.4599189674555
1731069078.31,7.68,0.507,0.0,1.0,4113.2600580318285,39.7,0.393,0.0,1.26,4462.268409977685,19.8,0.713,0.0,8.31,4023.6591011789255,20.5,0.431,0.0,1.16,3218.616642285938
1731069078.81,8.32,0.946,0.0,0.879,4113.143880294003,40.3,0.578,0.0,0.936,4463.211843163501,19.8,0.493,0.0,1.75,4023.8549924170975,19.9,0.881,0.0,0.817,3218.773370400595
1731069079.31,7.69,0.55,0.0,0.755,4113.027719940627,39.7,0.553,0.0,0.988,4462.832885779213,19.8,0.503,0.0,1.76,4024.050889650875,19.8,0.538,0.0,1.38,3218.930103310725
1731069079.81,8.31,0.469,0.0,0.785,4112.911576973179,40.3,0.512,0.0,0.905,4463.011481207179,20.5,0.488,0.0,2.32,4024.246792879383,20.5,0.498,0.0,0.909,3219.0868410156318
1731069080.31,7.69,0.355,0.0,1.0,4112.795451393127,39.7,0.558,0.0,7.86,4463.880291545755,19.8,0.625,0.0,1.79,4024.4427021017455,19.8,0.437,0.0,1.13,3219.243583514612
1731069080.81,8.32,0.445,0.0,1.09,4112.679343201948,40.3,0.643,0.0,1.28,4463.71928564551,19.9,0.629,0.0,1.66,4024.638617317088,19.8,0.482,0.0,1.07,3219.4003308069664
1731069081.31,7.68,1.087,0.0,1.06,4112.563252401112,39.7,0.65,0.0,0.838,4463.838468262318,19.8,0.636,0.0,1.72,4024.8345385245343,19.8,0.386,0.0,4.44,3219.557082891994
1731069081.81,8.32,0.52,0.0,7.46,4112.447178992089,39.7,0.787,0.0,0.988,4464.131346930928,20.5,0.63,0.0,1.85,4025.03046572321,20.5,0.398,0.0,1.61,3219.713839768993
1731069082.31,7.68,0.499,0.0,0.962,4112.331122976359,40.3,0.672,0.0,1.27,4464.774663802404,19.8,0.616,0.0,1.82,4025.22639891224,19.8,0.422,0.0,2.87,3219.8706014372688
1731069082.81,8.32,0.392,0.0,0.868,4112.215084355388,40.3,0.552,0.0,0.91,4464.490661562915,19.8,0.601,0.0,3.47,4025.42233809075,19.8,0.489,0.0,0.863,3220.027367896117
1731069083.31,7.68,0.581,0.0,1.02,4112.099063130654,39.7,0.508,0.0,0.823,4464.994738799871,19.8,0.761,0.0,2.06,4025.618283257865,19.8,0.493,0.0,1.27,3220.184139144841
1731069083.81,7.68,0.617,0.0,1.48,4111.983059303626,40.3,0.567,0.0,0.878,4464.888976607167,20.5,0.868,0.0,2.19,4025.814234412711,20.5,0.486,0.0,1.58,3220.34091518274
1731069084.31,8.32,0.789,0.0,0.806,4111.867072875775,39.7,0.62,0.0,0.948,4465.331510522686,19.8,0.765,0.0,1.7,4026.010191554413,19.8,0.461,0.0,1.1,3220.497696009111
1731069084.81,8.31,0.648,0.0,1.07,4111.751103848577,39.7,0.649,0.0,1.02,4465.893327374896,19.8,0.868,0.0,1.83,4026.206154682097,19.8,0.59,0.0,1.44,3220.654481623261
1731069085.31,7.68,0.435,0.0,1.5,4111.6351522235045,40.4,0.738,0.0,2.3,4465.678675154119,19.9,0.638,0.0,2.76,4026.40212379489,19.8,0.533,0.0,1.46,3220.811272024488
1731069085.81,8.32,0.598,0.0,0.726,4111.519218002028,39.6,0.82,0.0,7.28,4466.17849098637,19.8,0.625,0.0,2.09,4026.598098891917,20.5,0.548,0.0,2.08,3220.9680672120926
1731069086.31,7.68,0.553,0.0,0.776,4111.403301185619,40.3,0.917,0.0,0.843,4466.391670624106,20.5,0.593,0.0,1.7,4026.7940799723046,19.8,0.634,0.0,0.91,3221.1248671853764
1731069086.81,8.33,0.598,0.0,6.95,4111.2874017757495,39.7,0.704,0.0,0.779,4467.1367481144425,19.8,0.666,0.0,1.67,4026.990067035179,19.8,0.993,0.0,1.11,3221.281671943637
1731069087.31,7.67,0.909,0.0,1.16,4111.171519773894,40.3,0.614,0.0,0.891,4466.834494342892,19.8,0.626,0.0,1.98,4027.186060079668,19.8,0.753,0.0,0.956,3221.438481486182
1731069087.81,7.68,0.533,0.0,0.978,4111.055655181526,40.3,0.74,0.0,1.04,4466.8608938751,20.5,0.952,0.0,8.22,4027.382059104897,20.5,0.622,0.0,1.27,3221.5952958123094
1731069088.31,7.68,0.732,0.0,1.06,4110.939808000113,39.7,0.711,0.0,1.37,4467.787869891446,19.8,0.912,0.0,1.52,4027.578064109993,19.8,0.68,0.0,1.28,3221.752114921321
1731069088.81,8.32,0.624,0.071,1.0,4110.823978231129,40.3,0.659,0.0,0.874,4467.950899898238,19.8,0.647,0.0,2.15,4027.7740750940834,19.8,0.441,0.0,0.785,3221.908938812518
1731069089.31,7.68,1.036,0.0,0.896,4110.708165876044,39.7,0.983,0.0,1.23,4467.80405404902,19.8,1.088,0.0,2.4,4027.970092056296,19.8,0.221,0.0,1.58,3222.0657674852005
1731069089.81,8.32,0.772,0.0,0.906,4110.592370936334,39.7,0.776,0.0,1.4,4468.404273088746,20.5,0.952,0.0,2.4,4028.166114995756,20.5,0.203,0.0,1.27,3222.2226009386745
1731069090.31,7.68,0.401,0.0,0.857,4110.476593413469,39.7,0.865,0.016,0.917,4468.508886146158,19.9,0.73,0.0,1.83,4028.362143911592,19.8,0.425,0.0,1.09,3222.37943917224
1731069090.81,8.33,0.709,0.0,0.911,4110.36083330892,40.3,0.828,0.0,1.1,4468.98201981142,19.8,0.943,0.0,1.81,4028.5581788029326,19.8,0.298,0.0,1.34,3222.536282185199
1731069091.31,7.67,0.662,0.0,1.1,4110.245090624159,39.7,0.595,0.0,0.799,4469.355722070458,19.8,1.324,0.0,2.39,4028.754219668904,19.8,0.338,0.0,1.04,3222.693129976853
1731069091.81,7.69,0.858,0.0,1.03,4110.129365360657,40.2,0.255,0.0,1.77,4469.318461677251,20.5,1.146,0.0,2.44,4028.9502665086343,20.5,0.242,0.0,2.7,3222.849982546503
1731069092.31,8.31,0.72,0.0,1.23,4110.013657519888,39.7,0.264,0.0,0.988,4469.918123181864,19.9,1.082,0.0,8.35,4029.146319321253,19.9,0.297,0.0,0.978,3223.006839893455
1731069092.81,8.33,0.397,0.0,5.24,4109.897967103319,39.7,0.494,0.016,2.08,4469.436484497417,19.8,1.187,0.0,2.66,4029.3423781058864,19.8,0.355,0.0,0.855,3223.1637020170106
1731069093.31,7.68,0.748,0.0,0.869,4109.782294112427,39.7,0.376,0.0,1.07,4469.804980785589,19.8,1.09,0.0,3.09,4029.538442861664,19.8,0.398,0.0,0.903,3223.320568916471
1731069093.81,8.31,0.489,0.0,0.831,4109.66663854868,39.7,0.416,0.0,0.832,4470.707773733854,20.5,1.146,0.0,2.54,4029.7345135877126,19.8,0.32,0.0,1.1,3223.47744059114
1731069094.31,7.68,0.825,0.0,1.29,4109.551000413548,40.3,0.408,0.0,0.98,4470.763928761833,19.8,0.852,0.0,2.01,4029.9305902831625,20.5,0.363,0.0,1.13,3223.634317040317
1731069094.81,8.32,0.729,0.0,1.25,4109.435379708507,40.3,0.532,0.0,1.09,4470.752806892094,19.8,0.439,0.0,1.86,4030.126672947142,19.8,0.287,0.0,1.08,3223.791198263312
1731069095.31,7.68,0.499,0.0,0.817,4109.319776435024,39.6,0.418,0.0,1.03,4471.397499299173,19.8,0.495,0.0,1.53,4030.32276157878,19.8,0.371,0.0,0.827,3223.9480842594226
1731069095.81,8.32,0.818,0.0,0.766,4109.204190594573,39.8,0.339,0.0,0.844,4471.111264151499,20.5,0.481,0.0,2.44,4030.518856177204,20.5,0.329,0.0,1.02,3224.104975027954
1731069096.31,7.68,0.407,0.0,0.9,4109.088622188624,40.3,0.377,0.0,1.0,4471.692564387134,19.8,0.485,0.0,1.81,4030.714956741546,19.8,0.415,0.0,1.59,3224.261870568209
1731069096.81,8.32,0.837,0.0,1.35,4108.973071218647,39.7,0.5,0.0,1.35,4471.620213313696,19.8,0.535,0.0,4.58,4030.9110632709326,19.9,0.386,0.0,0.85,3224.418770879489
1731069097.31,7.68,0.681,0.0,0.89,4108.8575376861145,40.3,0.441,0.0,0.828,4472.292603892173,19.8,0.421,0.0,2.36,4031.1071757644954,19.8,0.356,0.0,1.0,3224.5756759611018
1731069097.81,8.32,0.572,0.0,1.06,4108.742021592497,39.7,0.623,0.0,0.932,4472.218557326322,20.5,0.43,0.0,1.76,4031.303294221361,20.5,0.413,0.0,1.19,3224.732585812349
1731069098.31,7.68,0.973,0.0,1.5,4108.626522939266,40.3,0.528,0.0,1.5,4472.48236748251,19.8,0.48,0.0,1.82,4031.4994186406634,19.8,0.393,0.0,0.86,3224.8895004325345
1731069098.81,8.31,0.506,0.0,7.16,4108.511041727891,39.7,0.645,0.0,0.808,4472.786238451663,19.9,0.464,0.0,2.41,4031.695549021528,19.8,0.361,0.0,4.97,3225.0464198209625
1731069099.31,7.68,0.991,0.0,0.919,4108.395577959844,40.3,0.679,0.0,4.94,4473.253851078253,19.8,0.875,0.0,1.72,4031.891685363088,19.8,0.523,0.0,1.1,3225.2033439769334
1731069099.81,8.32,0.485,0.0,0.865,4108.280131636594,40.3,0.427,0.0,1.44,4473.591167110408,20.5,0.547,0.0,1.65,4032.087827664472,19.9,0.507,0.0,0.944,3225.360272899757
1731069100.31,7.68,0.448,0.0,0.948,4108.164702759616,39.7,0.647,0.0,0.862,4473.230769717228,19.8,0.486,0.0,1.77,4032.283975924811,20.5,0.467,0.0,0.863,3225.5172065887355
1731069100.81,7.68,0.352,0.0,1.11,4108.049291330376,40.3,0.446,0.0,1.04,4473.746823757949,19.8,0.456,0.0,1.68,4032.480130143235,19.8,0.453,0.0,0.986,3225.674145043173
1731069101.31,8.32,0.51,0.0,1.42,4107.933897350346,39.7,0.548,0.0,0.841,4473.883290071149,19.8,0.767,0.0,1.97,4032.676290318874,19.8,0.387,0.0,1.35,3225.831088262373
1731069101.81,8.32,0.992,0.0,0.851,4107.818520820995,40.3,0.523,0.0,1.17,4474.326330067041,20.5,0.574,0.0,9.03,4032.8724564508607,19.8,0.361,0.0,0.857,3225.988036245639
1731069102.31,7.68,0.53,0.0,0.948,4107.703161743798,39.1,0.657,0.016,1.04,4474.649888026287,19.8,0.546,0.0,1.8,4033.068628538325,20.5,0.436,0.0,0.916,3226.14498899228
1731069102.81,8.32,0.464,0.0,1.33,4107.587820120222,40.3,0.713,0.0,0.903,4474.845903790714,19.8,0.594,0.0,2.35,4033.264806580396,19.8,0.356,0.0,1.04,3226.301946501598
1731069103.31,7.68,0.37,0.0,2.12,4107.472495951738,39.0,0.707,0.016,0.83,4474.80498109692,19.8,0.589,0.0,2.27,4033.460990576207,19.8,0.357,0.0,0.816,3226.4589087728987
1731069103.81,8.32,0.478,0.0,0.867,4107.357189239817,39.7,0.487,0.0,0.808,4475.0783116771,20.5,0.664,0.0,1.66,4033.6571805248896,20.5,0.476,0.0,0.693,3226.615875805486
1731069104.31,7.68,0.857,0.0,0.929,4107.241899985926,40.3,0.555,0.0,0.733,4475.705531030254,19.8,0.724,0.0,1.43,4033.8533764255735,19.8,0.506,0.0,0.828,3226.7728475986646
1731069104.81,7.68,0.698,0.0,1.35,4107.126628191539,40.3,0.473,0.0,0.762,4475.578012635161,19.8,0.696,0.0,1.48,4034.049578277392,19.8,0.46,0.0,0.681,3226.9298241517427
1731069105.31,8.32,0.877,0.0,0.749,4107.011373858125,39.7,0.619,0.0,0.754,4476.190173172542,19.9,0.754,0.0,2.36,4034.245786079475,19.8,0.591,0.0,2.44,3227.086805464024
1731069105.81,8.32,0.524,0.0,0.962,4106.896136987153,40.3,0.587,0.0,1.07,4476.397606196848,20.5,0.737,0.0,1.89,4034.4419998309554,20.5,0.489,0.0,1.32,3227.243791534814
1731069106.31,7.68,0.875,0.0,1.41,4106.780917580095,39.7,0.71,0.0,1.35,4476.497939356446,19.8,0.775,0.0,9.45,4034.6382195309657,19.8,0.535,0.0,0.866,3227.4007823634183
1731069106.81,7.68,0.871,0.0,0.866,4106.665715638417,40.3,0.753,0.0,0.887,4476.498369509492,19.8,0.72,0.0,1.52,4034.834445178637,19.8,0.564,0.0,0.838,3227.5577779491405
1731069107.31,8.32,0.726,0.0,1.07,4106.550531163594,39.7,0.875,0.0,0.936,4477.029275172768,19.8,0.674,0.0,1.77,4035.030676773102,19.8,0.57,0.0,2.78,3227.714778291291
1731069107.81,7.68,0.683,0.0,1.44,4106.435364157093,40.3,0.842,0.0,0.764,4477.757537645375,20.5,0.751,0.0,1.93,4035.2269143134936,20.5,0.638,0.0,0.824,3227.871783389173
1731069108.31,8.32,0.676,0.0,0.86,4106.320214620385,39.7,0.565,0.0,2.79,4477.324960783341,19.8,0.888,0.0,1.64,4035.423157798944,19.8,0.642,0.0,1.11,3228.0287932420933
1731069108.81,8.31,1.201,0.0,5.01,4106.205082554939,39.7,0.731,0.0,3.14,4477.583125273013,19.8,2.203,0.0,1.7,4035.6194072285857,19.8,0.956,0.0,1.48,3228.1858078493574
1731069109.31,7.68,0.85,0.0,1.44,4106.089967962222,40.3,0.589,0.0,2.92,4477.776468000041,19.8,0.908,0.0,2.34,4035.815662601552,19.9,0.826,0.0,0.811,3228.342827210269
1731069109.81,7.68,0.831,0.0,0.84,4105.974870843707,40.3,0.645,0.0,1.45,4478.398634965995,20.5,0.794,0.0,2.13,4036.011923916975,20.5,0.717,0.0,1.15,3228.4998513241403
1731069110.31,7.68,0.7,0.0,1.07,4105.859791200864,39.7,0.699,0.0,0.873,4478.526037313669,19.8,0.698,0.0,1.66,4036.208191173988,19.8,0.48,0.0,1.38,3228.656880190275
1731069110.81,8.32,0.344,0.0,1.68,4105.74472903516,40.3,0.734,0.0,0.751,4478.914263999299,19.9,0.786,0.0,4.86,4036.404464371726,19.8,0.292,0.0,0.812,3228.81391380798
1731069111.31,7.68,0.713,0.0,0.859,4105.629684348067,39.7,0.817,0.0,1.0,4479.105661269999,19.8,0.831,0.0,1.75,4036.6007435093206,19.8,0.365,0.0,0.917,3228.970952176561
1731069111.81,8.32,0.708,0.0,1.36,4105.5146571410505,39.7,0.975,0.0,0.806,4479.49596815282,20.5,0.839,0.0,1.89,4036.797028585906,20.5,0.287,0.0,3.73,3229.127995295323
1731069112.31,7.68,0.763,0.0,1.77,4105.399647415583,39.7,0.352,0.0,0.976,4479.732848864852,19.8,0.884,0.0,1.46,4036.993319600616,19.8,0.215,0.0,0.782,3229.285043163579
1731069112.81,8.32,0.734,0.0,1.86,4105.284655173135,41.0,0.253,0.0,1.36,4479.7803754838105,19.8,0.794,0.0,1.88,4037.189616552584,19.8,0.254,0.0,1.07,3229.442095780632
