Time,F4_X,F4_Y,F4_Z
1731071778.01,9800.0,6200.0,0.0
1731071778.51,9800.1,6199.9,0.0
1731071779.01,9800.2,6199.8,0.0
1731071779.51,9800.3,6199.7,0.0
1731071780.01,9800.4,6199.6,0.0
1731071780.51,9800.5,6199.5,0.0
1731071781.01,9800.6,6199.4,0.0
1731071781.52,9800.7,6199.3,0.0
1731071782.01,9800.8,6199.2,0.0
1731071782.51,9800.9,6199.1,0.0
1731071783.02,9801.0,6199.0,0.0
1731071783.52,9801.1,6198.9,0.0
1731071784.02,9801.2,6198.8,0.0
1731071784.52,9801.3,6198.7,0.0
1731071785.02,9801.4,6198.6,0.0
1731071785.52,9801.5,6198.5,0.0
1731071786.02,9801.6,6198.4,0.0
1731071786.52,9801.7,6198.3,0.0
1731071787.02,9801.8,6198.2,0.0
1731071787.52,9801.9,6198.1,0.0
1731071788.02,9802.0,6198.0,0.0
1731071788.52,9802.1,6197.9,0.0
1731071789.02,9802.2,6197.8,0.0
1731071789.52,9802.3,6197.7,0.0
1731071790.02,9802.4,6197.6,0.0
1731071790.52,9802.5,6197.5,0.0
1731071791.02,9802.6,6197.4,0.0
1731071791.52,9802.7,6197.3,0.0
1731071792.02,9802.8,6197.2,0.0
1731071792.52,9802.9,6197.1,0.0
1731071793.02,9803.0,6197.0,0.0
1731071793.52,9803.1,6196.9,0.0
1731071794.02,9803.2,6196.8,0.0
1731071794.52,9803.3,6196.7,0.0
1731071795.03,9803.4,6196.6,0.0
1731071795.53,9803.5,6196.5,0.0
1731071796.03,9803.6,6196.4,0.0
1731071796.53,9803.7,6196.3,0.0
1731071797.03,9803.8,6196.2,0.0
1731071797.53,9803.9,6196.1,0.0
1731071798.03,9804.0,6196.0,0.0
1731071798.53,9804.1,6195.9,0.0
1731071799.03,9804.2,6195.8,0.0
1731071799.53,9804.3,6195.7,0.0
1731071800.03,9804.4,6195.6,0.0
1731071800.53,9804.5,6195.5,0.0
1731071801.03,9804.6,6195.4,0.0
1731071801.53,9804.7,6195.3,0.0
1731071802.03,9804.8,6195.2,0.0
1731071802.53,9804.9,6195.1,0.0
1731071803.03,9805.0,6195.0,0.0
1731071803.53,9805.1,6194.9,0.0
1731071804.03,9805.2,6194.8,0.0
1731071804.53,9805.3,6194.7,0.0
1731071805.03,9805.4,6194.6,0.0
1731071805.54,9805.5,6194.5,0.0
1731071806.03,9805.6,6194.4,0.0
1731071806.54,9805.7,6194.3,0.0
1731071807.04,9805.8,6194.2,0.0
1731071807.54,9805.9,6194.1,0.0
1731071808.04,9806.0,6194.0,0.0
1731071808.54,9806.1,6193.9,0.0
1731071809.04,9806.2,6193.8,0.0
1731071809.54,9806.3,6193.7,0.0
1731071810.04,9806.4,6193.6,0.0
1731071810.54,9806.5,6193.5,0.0
1731071811.04,9806.6,6193.4,0.0
1731071811.54,9806.7,6193.3,0.0
1731071812.04,9806.8,6193.2,0.0
1731071812.54,9806.9,6193.1,0.0
1731071813.04,9807.0,6193.0,0.0
1731071813.54,9807.1,6192.9,0.0
1731071814.04,9807.2,6192.8,0.0
1731071814.54,9807.3,6192.7,0.0
1731071815.04,9807.4,6192.6,0.0
1731071815.55,9807.5,6192.5,0.0
1731071816.05,9807.6,6192.4,0.0
1731071816.55,9807.7,6192.3,0.0
1731071817.05,9807.8,6192.2,0.0
1731071817.55,9807.9,6192.1,0.0
1731071818.05,9808.0,6192.0,0.0
1731071818.55,9808.1,6191.9,0.0
1731071819.05,9808.2,6191.8,0.0
1731071819.55,9808.3,6191.7,0.0
1731071820.05,9808.4,6191.6,0.0
1731071820.55,9808.5,6191.5,0.0
1731071821.05,9808.6,6191.4,0.0
1731071821.55,9808.7,6191.3,0.0
1731071822.05,9808.8,6191.2,0.0
1731071822.55,9808.9,6191.1,0.0
1731071823.05,9809.0,6191.0,0.0
1731071823.55,9809.1,6190.9,0.0
1731071824.05,9809.2,6190.8,0.0
1731071824.55,9809.3,6190.7,0.0
1731071825.05,9809.4,6190.6,0.0
1731071825.56,9809.5,6190.5,0.0
1731071826.06,9809.6,6190.4,0.0
1731071826.56,9809.7,6190.3,0.0
1731071827.06,9809.8,6190.2,0.0
1731071827.56,9809.9,6190.1,0.0
1731071828.06,9810.0,6190.0,0.0
1731071828.56,9810.1,6189.9,0.0
1731071829.06,9810.2,6189.8,0.0
1731071829.56,9810.3,6189.7,0.0
1731071830.06,9810.4,6189.6,0.0
1731071830.56,9810.5,6189.5,0.0
1731071831.06,9810.6,6189.4,0.0
1731071831.56,9810.7,6189.3,0.0
1731071832.06,9810.8,6189.2,0.0
1731071832.56,9810.9,6189.1,0.0
1731071833.06,9811.0,6189.0,0.0
1731071833.56,9811.1,6188.9,0.0
1731071834.06,9811.2,6188.8,0.0
1731071834.56,9811.3,6188.7,0.0
1731071835.06,9811.4,6188.6,0.0
1731071835.56,9811.5,6188.5,0.0
1731071836.06,9811.6,6188.4,0.0
1731071836.56,9811.7,6188.3,0.0
1731071837.07,9811.8,6188.2,0.0
1731071837.57,9811.9,6188.1,0.0
1731071838.07,9812.0,6188.0,0.0
1731071838.57,9812.1,6187.9,0.0
1731071839.07,9812.2,6187.8,0.0
1731071839.57,9812.3,6187.7,0.0
1731071840.07,9812.4,6187.6,0.0
1731071840.57,9812.5,6187.5,0.0
1731071841.07,9812.6,6187.4,0.0
1731071841.57,9812.7,6187.3,0.0
1731071842.07,9812.8,6187.2,0.0
1731071842.57,9812.9,6187.1,0.0
1731071843.07,9813.0,6187.0,0.0
