Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,S1_X,S1_Y,S1_Z,Distance
1731071782.23,40.3,1.047,0.0,1.64,9800.8,6199.2,0.0,11702.0821908,11702.4240367,0.0,5822.400601742025
1731071782.73,39.7,1.016,0.0,1.71,9800.9,6199.1,0.0,11701.8542441,11702.4282771,0.0,5822.392048264206
1731071783.23,40.3,1.151,0.0,1.76,9801.0,6199.0,0.0,11702.19347,11702.5214558,0.0,5822.652748088418
1731071783.73,39.0,1.24,0.0,1.97,9801.1,6198.9,0.0,11702.7192531,11702.7383035,0.0,5823.091262794563
1731071784.23,40.3,0.475,0.0,1.67,9801.2,6198.8,0.0,11703.0200921,11702.7787885,0.0,5823.289634474072
1731071784.73,39.0,0.976,0.032,2.49,9801.3,6198.7,0.0,11703.0790463,11702.7157561,0.0,5823.311170145625
1731071785.23,40.3,0.506,0.0,12.0,9801.4,6198.6,0.0,11702.8143631,11702.8739886,0.0,5823.436161046288
1731071785.73,39.7,0.553,0.0,1.82,9801.5,6198.5,0.0,11703.0005296,11702.9524497,0.0,5823.632975649944
1731071786.23,40.3,0.689,0.0,1.9,9801.6,6198.4,0.0,11703.4330742,11703.2362902,0.0,5824.104362391176
1731071786.73,39.7,0.505,0.0,2.66,9801.7,6198.3,0.0,11703.1299314,11703.7892687,0.0,5824.5899316427995
1731071787.23,39.7,0.585,0.016,2.33,9801.8,6198.2,0.0,11703.3042789,11703.4754989,0.0,5824.412145570027
1731071787.73,39.7,0.623,0.0,2.27,9801.9,6198.1,0.0,11704.0608123,11703.7675688,0.0,5824.997093045275
1731071788.23,39.7,0.914,0.0,1.6,9802.0,6198.0,0.0,11704.0487222,11704.0288356,0.0,5825.301956129085
1731071788.73,40.3,0.642,0.0,2.31,9802.1,6197.9,0.0,11703.6775166,11703.7153627,0.0,5824.946339648286
1731071789.23,39.7,0.693,0.016,2.75,9802.2,6197.8,0.0,11704.2513804,11703.9718781,0.0,5825.438026866375
1731071789.73,39.7,0.786,0.0,5.97,9802.3,6197.7,0.0,11704.1361856,11704.3417339,0.0,5825.81188010622
1731071790.23,40.3,0.711,0.0,1.97,9802.4,6197.6,0.0,11704.7584228,11704.2048926,0.0,5825.947563444453
1731071790.73,39.6,0.896,0.0,2.46,9802.5,6197.5,0.0,11704.465833,11704.7106154,0.0,5826.391918870016
1731071791.23,39.7,0.953,0.0,2.14,9802.6,6197.4,0.0,11704.531937,11705.0326091,0.0,5826.779732390975
1731071791.73,40.3,0.935,0.0,2.34,9802.7,6197.3,0.0,11705.0993969,11705.2381748,0.0,5827.221156155362
1731071792.23,39.7,0.838,0.0,1.64,9802.8,6197.2,0.0,11704.8604234,11704.7329108,0.0,5826.727436375389
1731071792.73,40.3,0.666,0.0,1.82,9802.9,6197.1,0.0,11705.5993954,11704.9700218,0.0,5827.254685209722
1731071793.23,40.3,0.799,0.0,2.26,9803.0,6197.0,0.0,11705.3122389,11705.0158487,0.0,5827.266120900875
1731071793.73,39.0,0.772,0.016,1.66,9803.1,6196.9,0.0,11705.2701062,11705.8159917,0.0,5828.070565506985
1731071794.23,40.3,0.748,0.0,4.83,9803.2,6196.8,0.0,11705.36774,11705.7825369,0.0,5828.132694351241
1731071794.73,39.7,0.975,0.0,1.93,9803.3,6196.7,0.0,11705.8416583,11705.8387105,0.0,5828.402361976781
1731071795.23,40.3,0.949,0.0,2.69,9803.4,6196.6,0.0,11705.9563957,11706.1720933,0.0,5828.816817338585
1731071795.73,39.7,1.045,0.0,2.59,9803.5,6196.5,0.0,11706.4885862,11706.1331143,0.0,5829.015578414472
