Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,C1_X,C1_Y,C1_Z,Distance
1731067774.96,8.33,0.385,0.0,1.25,9000.8,6999.2,0.0,5001.54,5002.02,0.0,4470.213473649776
1731067775.46,7.68,0.73,0.0,0.783,9000.9,6999.1,0.0,5001.67,5002.21,0.0,4470.057076257528
1731067775.96,8.31,0.879,0.0,1.53,9001.0,6999.0,0.0,5001.8,5002.4,0.0,4469.900692409173
1731067776.46,7.68,1.084,0.0,0.902,9001.1,6998.9,0.0,5001.93,5002.59,0.0,4469.744322106131
1731067776.96,8.32,0.516,0.0,1.3,9001.2,6998.8,0.0,5002.06,5002.78,0.0,4469.587965349827
1731067777.46,7.68,0.881,0.0,1.1,9001.3,6998.7,0.0,5002.19,5002.97,0.0,4469.431622141678
1731067777.96,7.68,0.505,0.0,0.857,9001.4,6998.6,0.0,5002.32,5003.16,0.0,4469.275292483111
1731067778.46,8.31,0.491,0.0,0.77,9001.5,6998.5,0.0,5002.45,5003.35,0.0,4469.118976375546
1731067778.96,8.32,0.866,0.0,0.786,9001.6,6998.4,0.0,5002.58,5003.54,0.0,4468.962673820402
1731067779.46,7.68,0.456,0.0,1.86,9001.7,6998.3,0.0,5002.71,5003.73,0.0,4468.806384819106
1731067779.96,8.32,0.368,0.0,1.17,9001.8,6998.2,0.0,5002.84,5003.92,0.0,4468.650109373075
1731067780.46,7.68,0.243,0.0,0.812,9001.9,6998.1,0.0,5002.97,5004.11,0.0,4468.493847483735
1731067780.96,8.32,0.367,0.0,1.12,9002.0,6998.0,0.0,5003.1,5004.3,0.0,4468.337599152508
1731067781.46,7.68,0.6,0.0,0.808,9002.1,6997.9,0.0,5003.23,5004.49,0.0,4468.1813643808155
1731067781.96,7.67,0.43,0.0,1.58,9002.2,6997.8,0.0,5003.36,5004.68,0.0,4468.025143170079
1731067782.46,7.68,1.095,0.077,1.31,9002.3,6997.7,0.0,5003.49,5004.87,0.0,4467.868935521721
1731067782.96,8.32,0.748,0.0,0.888,9002.4,6997.6,0.0,5003.62,5005.06,0.0,4467.712741437166
1731067783.46,7.68,0.641,0.0,1.49,9002.5,6997.5,0.0,5003.75,5005.25,0.0,4467.556560917836
1731067783.96,8.32,0.47,0.0,1.16,9002.6,6997.4,0.0,5003.88,5005.44,0.0,4467.400393965153
1731067784.46,7.69,0.516,0.0,7.02,9002.7,6997.3,0.0,5004.01,5005.63,0.0,4467.24424058054
1731067784.96,8.31,1.111,0.0,1.2,9002.8,6997.2,0.0,5004.14,5005.82,0.0,4467.088100765418
1731067785.46,7.68,0.666,0.0,1.21,9002.9,6997.1,0.0,5004.27,5006.01,0.0,4466.931974521214
1731067785.96,8.33,0.755,0.0,0.793,9003.0,6997.0,0.0,5004.4,5006.2,0.0,4466.77586184935
1731067786.46,7.69,0.562,0.0,1.09,9003.1,6996.9,0.0,5004.53,5006.39,0.0,4466.6197627512465
1731067786.96,8.32,0.539,0.0,0.969,9003.2,6996.8,0.0,5004.66,5006.58,0.0,4466.463677228329
1731067787.46,7.68,0.508,0.0,1.42,9003.3,6996.7,0.0,5004.79,5006.77,0.0,4466.307605282018
