Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,F2_X,F2_Y,F2_Z,Distance
1731070780.55,19.8,0.89,0.0,1.91,9600.8,6399.2,0.0,7100.8,10401.2,0.0,4718.686681694389
1731070781.05,19.8,1.16,0.0,2.25,9600.9,6399.1,0.0,7100.9,10401.35,0.0,4718.898712888421
1731070781.55,20.5,0.961,0.0,3.05,9601.0,6399.0,0.0,7101.0,10401.5,0.0,4719.110747799844
1731070782.05,19.8,0.909,0.0,1.81,9601.1,6398.9,0.0,7101.1,10401.65,0.0,4719.322786428154
1731070782.55,19.8,1.055,0.0,4.86,9601.2,6398.8,0.0,7101.2,10401.8,0.0,4719.534828772852
1731070783.05,19.8,1.396,0.0,3.01,9601.3,6398.7,0.0,7101.3,10401.95,0.0,4719.746874833438
1731070783.55,20.5,1.038,0.0,1.39,9601.4,6398.6,0.0,7101.4,10402.1,0.0,4719.958924609408
1731070784.05,19.8,1.219,0.0,1.5,9601.5,6398.5,0.0,7101.5,10402.25,0.0,4720.170978100264
1731070784.55,19.8,1.33,0.0,1.76,9601.6,6398.4,0.0,7101.6,10402.4,0.0,4720.383035305504
1731070785.05,19.9,1.267,0.0,1.47,9601.7,6398.3,0.0,7101.7,10402.55,0.0,4720.595096224627
1731070785.55,20.5,1.35,0.0,1.87,9601.8,6398.2,0.0,7101.8,10402.7,0.0,4720.807160857135
1731070786.05,19.2,0.739,0.0,2.81,9601.9,6398.1,0.0,7101.9,10402.85,0.0,4721.019229202525
1731070786.55,20.5,0.869,0.0,1.67,9602.0,6398.0,0.0,7102.0,10403.0,0.0,4721.231301260297
1731070787.05,19.8,0.807,0.0,2.31,9602.1,6397.9,0.0,7102.1,10403.15,0.0,4721.443377029952
1731070787.55,19.8,0.742,0.0,7.37,9602.2,6397.8,0.0,7102.2,10403.3,0.0,4721.655456510989
1731070788.05,20.5,1.064,0.0,1.51,9602.3,6397.7,0.0,7102.3,10403.45,0.0,4721.867539702909
1731070788.55,19.9,0.723,0.0,2.16,9602.4,6397.6,0.0,7102.4,10403.6,0.0,4722.07962660521
1731070789.05,19.8,1.189,0.0,2.19,9602.5,6397.5,0.0,7102.5,10403.75,0.0,4722.291717217394
1731070789.55,19.8,0.863,0.0,2.21,9602.6,6397.4,0.0,7102.6,10403.9,0.0,4722.50381153896
1731070790.05,20.5,0.749,0.0,1.89,9602.7,6397.3,0.0,7102.7,10404.05,0.0,4722.715909569408
1731070790.55,19.8,0.722,0.0,1.56,9602.8,6397.2,0.0,7102.8,10404.2,0.0,4722.92801130824
1731070791.05,19.8,0.814,0.0,3.14,9602.9,6397.1,0.0,7102.9,10404.35,0.0,4723.140116754954
1731070791.55,19.8,0.736,0.0,1.76,9603.0,6397.0,0.0,7103.0,10404.5,0.0,4723.352225909052
1731070792.05,20.5,0.858,0.0,9.74,9603.1,6396.9,0.0,7103.1,10404.65,0.0,4723.564338770036
1731070792.55,19.8,0.772,0.0,1.83,9603.2,6396.8,0.0,7103.2,10404.8,0.0,4723.776455337403
1731070793.05,19.8,0.844,0.0,1.47,9603.3,6396.7,0.0,7103.3,10404.95,0.0,4723.988575610657
1731070793.55,19.9,1.374,0.0,1.7,9603.4,6396.6,0.0,7103.4,10405.1,0.0,4724.200699589297
1731070794.05,20.5,0.999,0.0,1.77,9603.5,6396.5,0.0,7103.5,10405.25,0.0,4724.412827272824
1731070794.55,19.8,0.903,0.0,1.73,9603.6,6396.4,0.0,7103.6,10405.4,0.0,4724.62495866074
1731070795.05,19.8,1.019,0.0,2.25,9603.7,6396.3,0.0,7103.7,10405.55,0.0,4724.837093752545
1731070795.55,19.9,1.103,0.0,1.87,9603.8,6396.2,0.0,7103.8,10405.7,0.0,4725.049232547742
1731070796.05,19.8,1.024,0.031,1.52,9603.9,6396.1,0.0,7103.9,10405.85,0.0,4725.2613750458295
1731070796.55,19.8,1.164,0.0,4.46,9604.0,6396.0,0.0,7104.0,10406.0,0.0,4725.47352124631
1731070797.05,19.8,1.431,0.0,1.83,9604.1,6395.9,0.0,7104.1,10406.15,0.0,4725.685671148685
1731070797.55,20.5,1.188,0.0,1.66,9604.2,6395.8,0.0,7104.2,10406.3,0.0,4725.8978247524565
1731070798.05,19.8,1.517,0.0,2.84,9604.3,6395.7,0.0,7104.3,10406.45,0.0,4726.109982057125
1731070798.55,19.8,1.072,0.0,1.89,9604.4,6395.6,0.0,7104.4,10406.6,0.0,4726.3221430621925
1731070799.05,19.8,0.744,0.0,1.84,9604.5,6395.5,0.0,7104.5,10406.75,0.0,4726.534307767161
1731070799.55,20.5,0.853,0.0,2.02,9604.6,6395.4,0.0,7104.6,10406.9,0.0,4726.746476171533
1731070800.05,19.8,0.921,0.0,1.89,9604.7,6395.3,0.0,7104.7,10407.05,0.0,4726.958648274807
1731070800.55,19.8,0.911,0.0,2.66,9604.8,6395.2,0.0,7104.8,10407.2,0.0,4727.17082407649
1731070801.05,19.8,0.826,0.0,1.93,9604.9,6395.1,0.0,7104.9,10407.35,0.0,4727.38300357608
1731070801.55,20.5,0.89,0.0,1.57,9605.0,6395.0,0.0,7105.0,10407.5,0.0,4727.595186773081
1731070802.05,19.9,0.9,0.0,2.96,9605.1,6394.9,0.0,7105.1,10407.65,0.0,4727.807373666994
1731070802.55,19.8,0.985,0.0,1.4,9605.2,6394.8,0.0,7105.2,10407.8,0.0,4728.019564257322
1731070803.05,19.8,0.946,0.0,2.04,9605.3,6394.7,0.0,7105.3,10407.95,0.0,4728.2317585435685
1731070803.55,19.8,1.327,0.0,1.71,9605.4,6394.6,0.0,7105.4,10408.1,0.0,4728.443956525233
1731070804.05,20.5,1.311,0.0,1.7,9605.5,6394.5,0.0,7105.5,10408.25,0.0,4728.65615820182
1731070804.55,19.8,1.134,0.0,2.4,9605.6,6394.4,0.0,7105.6,10408.4,0.0,4728.868363572833
1731070805.05,19.8,1.281,0.0,2.0,9605.7,6394.3,0.0,7105.7,10408.55,0.0,4729.080572637772
1731070805.55,19.8,1.198,0.0,2.31,9605.8,6394.2,0.0,7105.8,10408.7,0.0,4729.292785396143
1731070806.05,20.5,1.331,0.0,11.4,9605.9,6394.1,0.0,7105.9,10408.85,0.0,4729.505001847445
1731070806.55,19.8,1.417,0.0,1.51,9606.0,6394.0,0.0,7106.0,10409.0,0.0,4729.717221991184
1731070807.05,19.8,0.866,0.0,3.24,9606.1,6393.9,0.0,7106.1,10409.15,0.0,4729.929445826861
1731070807.55,19.8,0.606,0.0,1.69,9606.2,6393.8,0.0,7106.2,10409.3,0.0,4730.141673353981
1731070808.05,20.5,0.792,0.0,2.59,9606.3,6393.7,0.0,7106.3,10409.45,0.0,4730.353904572046
1731070808.55,19.8,0.822,0.0,2.83,9606.4,6393.6,0.0,7106.4,10409.6,0.0,4730.566139480559
1731070809.05,19.8,0.684,0.0,1.79,9606.5,6393.5,0.0,7106.5,10409.75,0.0,4730.778378079024
1731070809.55,19.8,0.816,0.0,1.73,9606.6,6393.4,0.0,7106.6,10409.9,0.0,4730.990620366943
1731070810.05,20.5,0.759,0.0,2.5,9606.7,6393.3,0.0,7106.7,10410.05,0.0,4731.202866343822
1731070810.55,19.8,0.883,0.0,8.88,9606.8,6393.2,0.0,7106.8,10410.2,0.0,4731.415116009163
1731070811.05,19.8,0.818,0.0,1.69,9606.9,6393.1,0.0,7106.9,10410.35,0.0,4731.627369362469
1731070811.55,19.9,0.779,0.0,2.54,9607.0,6393.0,0.0,7107.0,10410.5,0.0,4731.839626403244
