Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,C1_X,C1_Y,C1_Z,Distance
1731069778.8,8.32,0.911,0.0,1.09,9400.8,6599.2,0.0,5521.54,5762.02,0.0,3968.5675627359547
1731069779.3,7.68,0.521,0.0,1.01,9400.9,6599.1,0.0,5521.67,5762.21,0.0,3968.477071245341
1731069779.8,8.32,0.462,0.0,1.52,9401.0,6599.0,0.0,5521.8,5762.4,0.0,3968.386599110525
1731069780.3,7.68,0.854,0.0,0.863,9401.1,6598.9,0.0,5521.93,5762.59,0.0,3968.296146332831
1731069780.8,8.32,0.437,0.0,0.877,9401.2,6598.8,0.0,5522.06,5762.78,0.0,3968.2057129135837
1731069781.3,7.69,1.127,0.0,0.8,9401.3,6598.7,0.0,5522.19,5762.97,0.0,3968.1152988541044
1731069781.8,8.32,0.646,0.0,1.11,9401.4,6598.6,0.0,5522.32,5763.16,0.0,3968.0249041557186
1731069782.3,7.67,0.556,0.0,1.22,9401.5,6598.5,0.0,5522.45,5763.35,0.0,3967.9345288197487
1731069782.8,7.68,0.496,0.0,4.23,9401.6,6598.4,0.0,5522.58,5763.54,0.0,3967.8441728475177
1731069783.3,8.32,0.498,0.0,0.949,9401.7,6598.3,0.0,5522.71,5763.73,0.0,3967.753836240349
1731069783.8,8.32,1.209,0.0,0.802,9401.8,6598.2,0.0,5522.84,5763.92,0.0,3967.6635189995627
1731069784.3,7.68,0.763,0.0,0.82,9401.9,6598.1,0.0,5522.97,5764.11,0.0,3967.573221126486
1731069784.8,8.32,0.692,0.0,1.18,9402.0,6598.0,0.0,5523.1,5764.3,0.0,3967.482942622438
1731069785.3,7.69,0.695,0.0,0.9,9402.1,6597.9,0.0,5523.23,5764.49,0.0,3967.3926834887425
1731069785.8,8.32,0.699,0.0,1.72,9402.2,6597.8,0.0,5523.36,5764.68,0.0,3967.3024437267204
1731069786.3,7.68,0.949,0.0,0.85,9402.3,6597.7,0.0,5523.49,5764.87,0.0,3967.2122233376926
1731069786.8,7.67,0.724,0.0,0.78,9402.4,6597.6,0.0,5523.62,5765.06,0.0,3967.1220223229834
1731069787.3,8.33,0.813,0.0,1.06,9402.5,6597.5,0.0,5523.75,5765.25,0.0,3967.0318406839137
1731069787.8,8.31,0.572,0.0,1.03,9402.6,6597.4,0.0,5523.88,5765.44,0.0,3966.9416784218047
1731069788.3,7.69,0.656,0.0,0.784,9402.7,6597.3,0.0,5524.01,5765.63,0.0,3966.851535537977
1731069788.8,8.32,0.654,0.0,1.25,9402.8,6597.2,0.0,5524.14,5765.82,0.0,3966.76141203375
1731069789.3,7.68,0.678,0.0,1.13,9402.9,6597.1,0.0,5524.27,5766.01,0.0,3966.6713079104493
1731069789.8,8.32,0.701,0.0,1.47,9403.0,6597.0,0.0,5524.4,5766.2,0.0,3966.5812231693935
1731069790.3,7.68,0.447,0.0,5.12,9403.1,6596.9,0.0,5524.53,5766.39,0.0,3966.491157811902
1731069790.8,8.32,0.608,0.0,0.865,9403.2,6596.8,0.0,5524.66,5766.58,0.0,3966.4011118392964
1731069791.3,7.68,0.632,0.0,3.7,9403.3,6596.7,0.0,5524.79,5766.77,0.0,3966.3110852528944
1731069791.8,8.32,0.679,0.0,0.898,9403.4,6596.6,0.0,5524.92,5766.96,0.0,3966.2210780540204
1731069792.3,7.68,0.734,0.0,1.63,9403.5,6596.5,0.0,5525.05,5767.15,0.0,3966.1310902439923
1731069792.8,8.32,0.402,0.0,0.903,9403.6,6596.4,0.0,5525.18,5767.34,0.0,3966.0411218241297
1731069793.3,7.68,0.756,0.0,1.06,9403.7,6596.3,0.0,5525.31,5767.53,0.0,3965.9511727957524
1731069793.8,8.32,0.868,0.0,1.22,9403.8,6596.2,0.0,5525.44,5767.72,0.0,3965.8612431601787
1731069794.3,7.68,0.856,0.0,0.947,9403.9,6596.1,0.0,5525.57,5767.91,0.0,3965.77133291873
1731069794.8,8.32,0.808,0.0,0.834,9404.0,6596.0,0.0,5525.7,5768.1,0.0,3965.681442072724
1731069795.3,7.68,0.485,0.0,0.851,9404.1,6595.9,0.0,5525.83,5768.29,0.0,3965.5915706234805
1731069795.8,8.32,0.819,0.0,0.869,9404.2,6595.8,0.0,5525.96,5768.48,0.0,3965.5017185723177
