Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4C1Distance,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F2Distance,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4S1Distance,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F1Distance
1731067774.96,8.33,0.385,0.0,1.25,4470.213473649776,19.8,0.629,0.0,7.15,3536.94840222472,40.3,0.268,0.0,0.986,3811.051527831559,19.8,0.45,0.0,1.13,2829.205331890917
1731067775.46,7.68,0.73,0.0,0.783,4470.057076257528,19.8,0.738,0.0,1.83,3537.125254002182,39.7,0.479,0.0,1.29,3811.034683957764,19.8,0.58,0.0,1.03,2829.34683098414
1731067775.96,8.31,0.879,0.0,1.53,4469.900692409173,20.5,0.687,0.0,1.55,3537.3021146065544,40.3,0.408,0.0,1.2,3811.516406084585,20.5,0.635,0.0,0.959,2829.4883371380065
1731067776.46,7.68,1.084,0.0,0.902,4469.744322106131,19.9,0.845,0.0,1.99,3537.478984036513,39.7,0.55,0.0,0.914,3811.9522109635386,19.8,0.467,0.0,1.12,2829.629850351456
1731067776.96,8.32,0.516,0.0,1.3,4469.587965349827,19.8,0.925,0.0,1.78,3537.6558622907346,40.3,0.447,0.0,0.858,3812.2928580833454,19.9,0.38,0.0,0.843,2829.77137062343
1731067777.46,7.68,0.881,0.0,1.1,4469.431622141678,19.8,0.82,0.0,1.8,3537.8327493678958,39.7,0.331,0.0,1.35,3812.023641311588,19.8,0.433,0.0,1.8,2829.912897952867
1731067777.96,7.68,0.505,0.0,0.857,4469.275292483111,19.8,0.986,0.0,1.67,3538.009645266672,40.3,0.376,0.0,1.0,3812.4881462623,19.8,0.433,0.0,0.881,2830.054432338713
1731067778.46,8.31,0.491,0.0,0.77,4469.118976375546,20.5,0.798,0.0,1.85,3538.186549985741,39.7,0.42,0.0,7.78,3812.52604449048,20.5,0.458,0.0,1.26,2830.1959737799075
1731067778.96,8.32,0.866,0.0,0.786,4468.962673820402,19.8,0.749,0.0,2.08,3538.36346352378,40.3,0.305,0.0,0.875,3812.9010231352913,19.8,0.494,0.0,1.5,2830.337522275392
1731067779.46,7.68,0.456,0.0,1.86,4468.806384819106,19.8,0.955,0.0,8.2,3538.540385879466,39.7,0.428,0.0,1.06,3813.304021513012,19.8,0.645,0.0,7.3,2830.4790778241068
1731067779.96,8.32,0.368,0.0,1.17,4468.650109373075,20.5,0.822,0.0,2.09,3538.7173170514766,40.3,0.322,0.0,0.918,3813.386287044481,20.5,0.55,0.0,0.863,2830.6206404249924
1731067780.46,7.68,0.243,0.0,0.812,4468.493847483735,19.8,0.908,0.0,2.87,3538.8942570384893,39.7,0.627,0.0,1.06,3813.582254493147,19.8,0.594,0.0,1.33,2830.762210076996
1731067780.96,8.32,0.367,0.0,1.12,4468.337599152508,19.9,0.836,0.0,1.68,3539.071205839182,40.3,0.484,0.0,0.794,3813.7471378606174,19.8,0.527,0.0,0.808,2830.903786779056
1731067781.46,7.68,0.6,0.0,0.808,4468.181364380816,19.8,0.856,0.0,2.94,3539.2481634522323,39.7,0.438,0.0,1.61,3813.923325268371,19.8,0.539,0.0,1.37,2831.045370530116
1731067781.96,7.67,0.43,0.0,1.58,4468.025143170079,20.5,0.88,0.0,2.11,3539.4251298763197,40.3,0.392,0.0,0.835,3814.691675547918,19.8,0.665,0.0,0.712,2831.1869613291183
1731067782.46,7.68,1.095,0.077,1.31,4467.868935521721,19.8,0.96,0.0,1.54,3539.602105110121,39.7,0.463,0.0,1.1,3814.7419075788375,20.5,0.602,0.0,1.36,2831.3285591750023
1731067782.96,8.32,0.748,0.0,0.888,4467.712741437166,19.9,1.002,0.0,2.0,3539.779089152316,40.3,0.437,0.0,1.27,3815.381128694829,19.8,0.729,0.0,0.801,2831.4701640667163
1731067783.46,7.68,0.641,0.0,1.49,4467.556560917836,19.8,1.092,0.0,1.59,3539.956082001583,39.7,0.469,0.0,0.861,3815.114687532402,19.8,0.631,0.0,0.97,2831.6117760032007
1731067783.96,8.32,0.47,0.0,1.16,4467.400393965153,19.9,1.09,0.0,3.52,3540.1330836566017,40.3,0.491,0.0,1.74,3815.687809101344,20.5,0.628,0.0,1.14,2831.7533949833983
1731067784.46,7.69,0.516,0.0,7.02,4467.24424058054,20.5,1.056,0.0,1.83,3540.3100941160505,39.7,0.81,0.0,1.08,3815.693386558731,19.8,0.694,0.0,0.866,2831.895021006253
1731067784.96,8.31,1.111,0.0,1.2,4467.088100765418,19.8,1.146,0.0,1.81,3540.4871133786096,40.3,0.638,0.0,2.52,3815.9582525815554,19.8,0.475,0.0,1.24,2832.036654070705
1731067785.46,7.68,0.666,0.0,1.21,4466.931974521214,19.9,1.526,0.0,1.69,3540.664141442958,39.7,0.748,0.0,1.72,3816.52174374122,19.8,0.472,0.0,1.08,2832.1782941757037
1731067785.96,8.33,0.755,0.0,0.793,4466.77586184935,20.5,1.23,0.0,1.84,3540.841178307776,40.3,0.854,0.0,1.18,3816.523858408919,19.8,0.246,0.0,0.822,2832.319941320189
