Time,Bitrate,Jitter,Datagrams,Delay,F4_X,F4_Y,F4_Z,F2_X,F2_Y,F2_Z,Distance
1731067774.96,19.8,0.629,0.0,7.15,9000.8,6999.2,0.0,6500.8,9501.2,0.0,3536.94840222472
1731067775.46,19.8,0.738,0.0,1.83,9000.9,6999.1,0.0,6500.9,9501.35,0.0,3537.125254002182
1731067775.96,20.5,0.687,0.0,1.55,9001.0,6999.0,0.0,6501.0,9501.5,0.0,3537.3021146065544
1731067776.46,19.9,0.845,0.0,1.99,9001.1,6998.9,0.0,6501.1,9501.65,0.0,3537.478984036513
1731067776.96,19.8,0.925,0.0,1.78,9001.2,6998.8,0.0,6501.2,9501.8,0.0,3537.6558622907346
1731067777.46,19.8,0.82,0.0,1.8,9001.3,6998.7,0.0,6501.3,9501.95,0.0,3537.8327493678953
1731067777.96,19.8,0.986,0.0,1.67,9001.4,6998.6,0.0,6501.4,9502.1,0.0,3538.0096452666717
1731067778.46,20.5,0.798,0.0,1.85,9001.5,6998.5,0.0,6501.5,9502.25,0.0,3538.186549985741
1731067778.96,19.8,0.749,0.0,2.08,9001.6,6998.4,0.0,6501.6,9502.4,0.0,3538.36346352378
1731067779.46,19.8,0.955,0.0,8.2,9001.7,6998.3,0.0,6501.7,9502.55,0.0,3538.540385879466
1731067779.96,20.5,0.822,0.0,2.09,9001.8,6998.2,0.0,6501.8,9502.7,0.0,3538.7173170514766
1731067780.46,19.8,0.908,0.0,2.87,9001.9,6998.1,0.0,6501.9,9502.85,0.0,3538.8942570384893
1731067780.96,19.9,0.836,0.0,1.68,9002.0,6998.0,0.0,6502.0,9503.0,0.0,3539.071205839182
1731067781.46,19.8,0.856,0.0,2.94,9002.1,6997.9,0.0,6502.1,9503.15,0.0,3539.2481634522323
1731067781.96,20.5,0.88,0.0,2.11,9002.2,6997.8,0.0,6502.2,9503.3,0.0,3539.4251298763193
1731067782.46,19.8,0.96,0.0,1.54,9002.3,6997.7,0.0,6502.3,9503.45,0.0,3539.602105110121
1731067782.96,19.9,1.002,0.0,2.0,9002.4,6997.6,0.0,6502.4,9503.6,0.0,3539.779089152316
1731067783.46,19.8,1.092,0.0,1.59,9002.5,6997.5,0.0,6502.5,9503.75,0.0,3539.956082001583
