Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2F4Distance,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2S1Distance,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F2F1Distance,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2C1Distance
1731068939.31,19.8,1.166,0.0,1.9,3969.437058639424,39.7,0.699,0.0,2.96,4237.564845466579,19.8,0.498,0.0,6.12,794.2024128016748,8.32,0.799,0.0,1.91,4632.2695336627385
1731068939.81,20.5,1.019,0.0,2.48,3969.631248617433,40.3,0.72,0.0,1.72,4237.719469565753,20.5,0.644,0.0,0.848,794.2412353938826,8.32,1.386,0.0,2.38,4632.222228045628
1731068940.31,19.8,1.102,0.0,1.63,3969.825444840113,39.7,1.034,0.0,1.59,4237.3600455344085,19.8,0.558,0.0,1.05,794.2800592360354,7.68,0.751,0.0,2.1,4632.174922485117
1731068940.81,19.9,1.078,0.0,2.18,3970.019647306547,39.7,0.807,0.016,2.45,4237.34654256287,19.9,0.546,0.0,1.1,794.31888432795,8.32,0.688,0.0,2.95,4632.127616981207
1731068941.31,19.8,1.118,0.0,1.81,3970.213856015819,39.7,1.154,0.0,3.02,4237.7896763349245,19.8,0.502,0.0,0.836,794.3577106694428,7.68,0.652,0.0,1.77,4632.0803115339
1731068941.81,20.5,1.354,0.0,1.68,3970.408070967013,39.7,0.618,0.0,1.83,4238.005720706481,20.5,0.514,0.0,0.796,794.3965382603336,8.32,0.78,0.0,1.67,4632.0330061432
1731068942.31,19.8,1.224,0.0,1.77,3970.602292159213,40.3,0.871,0.0,1.68,4237.660165111446,19.8,0.612,0.0,1.11,794.4353671004337,7.68,1.02,0.0,2.41,4631.985700809104
1731068942.81,19.8,1.569,0.0,1.49,3970.796519591504,40.3,1.011,0.0,1.78,4237.814948702294,19.8,0.832,0.0,1.72,794.4741971895626,8.32,0.768,0.0,1.63,4631.938395531615
1731068943.31,19.9,1.371,0.0,4.49,3970.9907532629686,39.7,0.719,0.0,1.98,4238.155085143796,19.8,0.737,0.0,0.735,794.5130285275371,7.68,0.85,0.0,1.67,4631.891090310738
1731068943.81,19.8,1.512,0.0,2.24,3971.184993172693,40.3,1.014,0.0,1.73,4238.2485921928765,19.8,0.393,0.0,1.1,794.5518611141744,8.33,0.72,0.0,2.42,4631.843785146472
1731068944.31,20.5,1.662,0.0,1.94,3971.379239319761,39.7,0.938,0.0,10.7,4237.505610083907,20.5,0.525,0.0,3.27,794.5906949492938,7.67,1.0,0.0,2.53,4631.796480038821
1731068944.81,19.8,1.124,0.0,1.94,3971.573491703257,40.3,0.874,0.0,2.54,4237.977240925133,19.8,0.667,0.0,1.02,794.6295300327071,8.33,0.849,0.0,1.72,4631.749174987783
1731068945.31,19.8,0.696,0.0,2.06,3971.7677503222662,39.7,1.245,0.0,1.84,4237.886335236844,19.8,0.584,0.0,0.927,794.6683663642337,7.67,0.801,0.0,1.62,4631.7018699933615
1731068945.81,19.8,0.821,0.0,1.63,3971.9620151758754,40.3,1.205,0.0,1.68,4238.301064025629,20.5,0.48,0.0,0.833,794.7072039436908,8.32,0.838,0.0,7.29,4631.654565055559
1731068946.31,20.5,0.844,0.0,1.89,3972.156286263168,39.7,0.705,0.0,2.26,4238.3718476936765,19.8,0.644,0.0,0.993,794.7460427708955,7.68,0.614,0.0,2.05,4631.607260174376
1731068946.81,19.8,0.993,0.0,4.39,3972.350563583229,40.3,0.849,0.0,1.66,4238.282917563689,19.8,0.643,0.0,1.42,794.7848828456678,8.32,0.926,0.0,1.75,4631.559955349818
1731068947.31,19.9,0.828,0.0,3.76,3972.544847135146,39.6,0.739,0.0,1.72,4238.061836500985,19.8,0.632,0.0,0.851,794.8237241678188,7.68,0.766,0.0,1.72,4631.512650581881
1731068947.81,20.5,0.92,0.0,5.84,3972.739136918003,40.4,0.764,0.0,1.69,4238.016846429518,20.5,0.536,0.0,0.863,794.8625667371688,8.32,0.826,0.0,2.14,4631.46534587057
1731068948.31,19.8,0.891,0.0,1.89,3972.933432930887,39.7,0.83,0.0,1.86,4238.553472309423,19.8,0.598,0.0,0.803,794.9014105535347,7.68,0.993,0.0,2.14,4631.418041215887
1731068948.81,19.8,0.763,0.0,1.69,3973.1277351728822,40.3,0.983,0.0,4.34,4238.095315935023,19.8,0.72,0.0,0.718,794.9402556167338,8.32,0.514,0.0,1.96,4631.370736617831
1731068949.31,19.8,0.723,0.0,2.12,3973.322043643077,39.7,1.0,0.0,1.49,4238.627516715301,19.8,0.765,0.0,1.12,794.9791019265864,7.69,1.028,0.0,1.75,4631.3234320764095
1731068949.81,20.5,0.728,0.0,1.76,3973.516358340557,40.3,1.013,0.0,2.47,4238.276281791915,20.5,0.565,0.0,3.53,795.0179494829038,8.32,0.876,0.0,1.75,4631.276127591616
1731068950.31,19.9,0.904,0.0,1.51,3973.710679264408,39.0,0.516,0.0,2.03,4238.124603885124,19.8,0.619,0.0,0.926,795.0567982855061,7.67,0.891,0.0,5.65,4631.228823163459
1731068950.81,19.8,0.788,0.0,2.59,3973.905006413717,40.9,0.588,0.0,1.73,4238.817880904511,19.9,0.891,0.0,0.91,795.0956483342109,8.32,1.258,0.0,2.33,4631.181518791937
1731068951.31,19.9,0.882,0.0,1.81,3974.09933978757,39.7,0.731,0.0,1.78,4238.750875910295,19.8,0.909,0.0,0.878,795.1344996288352,7.68,0.628,0.0,1.7,4631.134214477053
1731068951.81,20.5,1.415,0.0,1.88,3974.293679385056,40.3,0.936,0.0,2.31,4238.66725703412,19.8,0.746,0.0,0.957,795.1733521691995,8.32,1.233,0.0,2.0,4631.08691021881
1731068952.31,19.8,0.918,0.0,3.04,3974.488025205259,39.7,1.131,0.0,1.79,4238.796907780898,20.5,0.793,0.0,0.976,795.2122059551153,7.68,0.74,0.0,1.93,4631.039606017206
1731068952.81,19.8,1.01,0.0,10.4,3974.682377247269,40.3,0.934,0.0,1.82,4238.353961108634,19.8,0.439,0.0,0.901,795.2510609864032,8.33,1.016,0.0,7.68,4630.992301872246
1731068953.31,19.9,1.242,0.0,2.54,3974.876735510172,39.7,1.042,0.0,2.7,4239.182686047662,19.8,0.316,0.0,1.73,795.2899172628803,7.68,1.222,0.0,1.67,4630.944997783929
1731068953.81,20.5,0.945,0.0,1.54,3975.071099993056,40.3,0.464,0.0,9.94,4238.860181109391,20.5,0.308,0.0,0.895,795.3287747843644,8.32,0.6,0.0,1.74,4630.897693752259
1731068954.31,19.9,1.141,0.0,2.38,3975.265470695008,39.7,0.901,0.0,2.56,4238.672709186276,19.8,0.444,0.0,0.809,795.3676335506756,7.67,1.142,0.0,2.13,4630.850389777239
1731068954.81,19.8,1.061,0.0,2.13,3975.459847615116,39.7,0.503,0.0,1.89,4238.6609262269785,19.8,0.467,0.0,0.872,795.406493561626,8.33,0.631,0.0,3.26,4630.803085858866
1731068955.31,19.8,1.158,0.0,1.72,3975.654230752468,40.3,0.528,0.0,1.67,4238.956247945175,19.8,0.351,0.0,1.14,795.4453548170358,7.67,1.046,0.0,1.76,4630.755781997146
1731068955.81,19.9,1.136,0.0,2.45,3975.848620106153,39.6,0.478,0.016,1.63,4239.390673126047,19.8,0.305,0.0,1.36,795.4842173167228,7.68,0.861,0.0,2.15,4630.708478192079
1731068956.31,20.5,1.163,0.0,3.12,3976.043015675258,39.7,0.498,0.0,1.35,4238.964011066408,20.5,0.353,0.0,0.731,795.5230810605046,8.32,0.882,0.0,1.61,4630.661174443666
1731068956.81,19.9,1.867,0.0,2.09,3976.237417458872,40.3,0.866,0.0,2.27,4238.83396466466,19.8,0.386,0.0,1.03,795.5619460482017,8.32,1.775,0.0,1.76,4630.613870751912
1731068957.31,19.8,1.111,0.0,7.48,3976.431825456084,39.7,0.689,0.0,4.02,4239.088300966496,19.8,0.402,0.0,1.06,795.6008122796261,7.68,0.903,0.0,1.75,4630.566567116815
1731068957.81,19.8,1.137,0.0,1.75,3976.626239665981,40.3,0.762,0.0,4.47,4239.067052337587,20.5,0.392,0.0,2.12,795.6396797545984,8.32,1.324,0.0,1.9,4630.519263538377
1731068958.31,20.5,0.911,0.0,3.34,3976.820660087653,39.7,0.706,0.0,12.5,4239.458330065507,19.8,0.411,0.0,0.89,795.6785484729364,7.68,0.864,0.0,1.79,4630.471960016603
1731068958.81,19.8,0.989,0.0,5.85,3977.01508672019,39.7,0.525,0.0,2.59,4239.506367245044,19.8,0.468,0.0,0.989,795.717418434458,8.33,0.791,0.0,1.84,4630.424656551491
1731068959.31,19.9,0.866,0.0,3.93,3977.20951956268,40.3,0.893,0.0,4.35,4239.62501013689,19.8,0.563,0.0,1.3,795.7562896389835,7.66,1.213,0.0,1.66,4630.377353143047
1731068959.81,20.5,0.971,0.0,4.84,3977.403958614212,40.4,0.743,0.0,3.21,4239.509048804946,20.5,0.376,0.0,0.727,795.7951620863254,8.33,0.731,0.0,6.74,4630.330049791268
1731068960.31,19.8,1.011,0.0,5.79,3977.598403873875,39.7,0.573,0.0,4.25,4239.619490013891,19.8,0.423,0.0,0.836,795.8340357763043,7.68,1.245,0.0,1.66,4630.282746496157
1731068960.81,19.8,0.919,0.0,5.42,3977.792855340761,40.3,0.687,0.0,2.64,4239.550548012478,19.8,0.449,0.0,1.05,795.8729107087381,8.33,0.638,0.0,1.68,4630.235443257719
1731068961.31,19.8,0.982,0.0,4.92,3977.9873130139567,39.7,0.856,0.0,3.37,4239.403626907803,19.8,0.455,0.0,1.3,795.9117868834448,7.67,0.785,0.0,1.81,4630.18814007595
1731068961.81,20.5,1.027,0.0,8.42,3978.1817768925534,40.3,0.786,0.0,2.69,4239.825601596505,20.5,0.411,0.0,0.9,795.9506643002453,8.32,0.63,0.0,1.74,4630.14083695086
1731068962.31,19.8,1.194,0.0,2.32,3978.3762469756425,39.7,0.945,0.0,2.34,4239.558479318283,19.8,0.601,0.0,0.967,795.9895429589518,7.68,0.697,0.0,1.91,4630.093533882442
1731068962.81,19.9,1.125,0.0,2.41,3978.5707232623126,40.3,0.895,0.0,8.71,4239.476948562552,19.9,0.559,0.0,1.41,796.028422859385,8.32,1.347,0.0,1.77,4630.046230870703
1731068963.31,19.8,1.169,0.0,1.88,3978.765205751654,39.7,0.593,0.0,1.71,4239.704375860524,19.8,0.538,0.0,0.828,796.0673040013634,7.68,0.733,0.0,1.69,4629.9989279156425
1731068963.81,20.5,1.136,0.0,2.31,3978.959694442757,40.3,0.683,0.0,3.74,4239.571333098408,20.5,0.552,0.0,4.86,796.1061863847048,8.33,0.734,0.0,1.7,4629.951625017263
1731068964.31,19.8,1.345,0.0,2.15,3979.1541893347135,39.7,1.079,0.0,2.63,4239.8271817335335,19.8,0.537,0.0,1.62,796.14507000923,7.67,0.727,0.0,2.69,4629.904322175567
1731068964.81,19.8,1.427,0.0,2.0,3979.348690426613,40.3,0.729,0.0,2.54,4239.982371082951,19.8,0.421,0.0,0.797,796.1839548747519,8.33,0.808,0.0,1.65,4629.857019390555
1731068965.31,19.8,1.453,0.0,1.91,3979.543197717547,39.7,0.897,0.0,1.93,4240.248709158516,19.9,0.638,0.0,0.782,796.2228409810912,7.67,0.695,0.0,1.65,4629.80971666223
1731068965.81,19.8,1.209,0.0,1.71,3979.7377112066074,40.3,1.094,0.0,2.22,4239.778283121137,20.5,0.437,0.0,1.1,796.2617283280662,8.32,0.73,0.0,2.18,4629.762413990592
1731068966.31,19.8,0.722,0.0,2.58,3979.932230892883,39.7,1.092,0.0,4.66,4239.795825841207,19.8,0.412,0.0,0.843,796.3006169154952,7.68,1.093,0.0,1.63,4629.7151113756445
1731068966.81,20.5,0.947,0.0,10.0,3980.126756775467,40.3,1.238,0.0,5.42,4239.805886768252,19.8,0.508,0.0,0.992,796.3395067431992,8.32,1.054,0.0,2.03,4629.6678088173885
1731068967.31,19.8,0.735,0.0,1.68,3980.3212888534513,39.0,0.886,0.016,6.65,4240.361914792038,19.9,0.516,0.0,1.13,796.3783978109909,7.68,1.121,0.0,1.53,4629.620506315826
1731068967.81,20.5,0.668,0.0,1.62,3980.515827125927,40.3,0.776,0.0,3.57,4239.921503163146,20.5,0.529,0.0,0.879,796.4172901186915,8.32,0.899,0.0,2.04,4629.573203870957
1731068968.31,19.9,0.583,0.0,2.44,3980.710371591985,39.7,0.796,0.0,2.52,4240.388304139015,19.8,0.436,0.0,1.0,796.4561836661193,7.68,0.837,0.0,2.47,4629.525901482785
1731068968.81,19.8,0.965,0.0,1.59,3980.904922250719,40.3,0.883,0.0,3.29,4240.362768831183,19.8,0.556,0.0,1.1,796.4950784530927,8.32,0.893,0.0,2.15,4629.478599151312
1731068969.31,19.8,0.768,0.0,1.58,3981.09947910122,39.7,0.913,0.0,2.06,4240.32232823732,19.8,0.692,0.0,0.862,796.5339744794329,7.68,0.566,0.0,10.8,4629.43129687654
1731068969.81,20.5,0.802,0.0,2.77,3981.29404214258,40.3,0.81,0.0,1.41,4240.780386951287,20.5,0.542,0.0,1.25,796.5728717449527,7.68,1.05,0.0,2.23,4629.383994658469
1731068970.31,19.8,0.88,0.0,1.93,3981.488611373892,39.7,1.121,0.0,1.67,4240.474356608347,19.8,0.808,0.0,1.29,796.6117702494736,8.32,1.092,0.0,2.09,4629.336692497101
1731068970.81,19.9,0.747,0.0,2.09,3981.683186794248,40.3,1.024,0.0,2.73,4240.469954904714,19.8,0.604,0.0,0.849,796.6506699928138,8.31,0.939,0.0,1.82,4629.28939039244
1731068971.31,19.8,0.74,0.0,7.65,3981.877768402742,39.7,1.107,0.0,2.39,4240.81250828861,19.8,0.642,0.0,1.08,796.6895709747921,7.68,0.984,0.0,1.7,4629.242088344483
1731068971.81,20.5,0.89,0.0,2.33,3982.0723561984655,39.7,0.633,0.0,1.84,4240.834328835074,20.5,0.667,0.0,1.24,796.7284731952298,8.32,0.482,0.0,2.54,4629.194786353239
1731068972.31,19.8,0.801,0.0,2.36,3982.2669501805126,40.3,0.567,0.0,10.1,4240.837113046488,19.9,0.684,0.0,0.909,796.7673766539397,7.68,1.083,0.0,1.75,4629.147484418702
1731068972.81,19.8,0.697,0.0,1.78,3982.461550347976,39.7,0.68,0.016,2.69,4240.810870860694,19.8,0.667,0.0,0.941,796.8062813507433,7.68,0.624,0.0,2.39,4629.100182540879
1731068973.31,19.8,0.826,0.0,1.72,3982.656156699948,39.7,0.719,0.0,2.29,4240.888858787096,19.8,0.505,0.0,4.52,796.8451872854595,8.32,0.972,0.0,1.65,4629.05288071977
1731068973.81,20.5,0.863,0.0,1.91,3982.8507692355233,40.3,0.721,0.0,2.02,4240.4752958064,19.9,0.377,0.0,1.09,796.8840944579068,8.32,1.003,0.0,6.26,4629.005578955376
1731068974.31,19.8,0.813,0.0,1.71,3983.0453879537954,39.6,0.872,0.0,1.66,4240.524422805228,20.5,0.265,0.0,1.14,796.9230028679068,7.68,0.701,0.0,1.61,4628.9582772477015
1731068974.81,19.8,1.074,0.0,1.8,3983.2400128538575,39.7,0.972,0.0,1.68,4241.216965681777,19.8,0.303,0.0,1.05,796.9619125152726,8.32,1.194,0.0,2.0,4628.910975596744
1731068975.31,19.8,0.954,0.0,2.73,3983.434643934804,40.3,0.909,0.0,1.73,4240.816247903275,19.8,0.394,0.0,0.774,797.0008233998255,7.68,0.622,0.0,1.58,4628.863674002509
1731068975.81,20.5,1.077,0.0,2.17,3983.6292811957287,39.7,0.775,0.0,2.4,4240.689816853894,20.5,0.598,0.0,1.52,797.0397355213848,8.32,0.971,0.0,3.12,4628.816372464995
1731068976.31,19.8,1.425,0.0,1.71,3983.823924635726,39.7,0.748,0.016,2.75,4240.834091962945,19.9,0.623,0.0,1.74,797.078648879769,7.68,0.833,0.0,2.07,4628.769070984206
1731068976.81,19.8,1.21,0.0,1.69,3984.01857425389,40.3,0.555,0.0,9.09,4240.940511782721,19.8,0.331,0.0,0.933,797.1175634748,8.32,0.671,0.0,1.97,4628.721769560145
1731068977.31,19.8,1.229,0.0,1.84,3984.2132300493154,39.7,0.496,0.0,1.85,4241.333139992978,19.8,0.34,0.0,1.11,797.1564793062907,7.68,1.228,0.0,1.82,4628.674468192811
1731068977.81,20.5,1.226,0.0,2.02,3984.407892021097,40.3,0.475,0.0,1.87,4241.256358895696,20.5,0.3,0.0,0.93,797.1953963740634,8.32,0.734,0.0,1.65,4628.627166882206
1731068978.31,19.8,1.489,0.0,1.58,3984.6025601683286,39.7,0.676,0.0,2.09,4241.493238675179,19.8,0.284,0.0,1.16,797.2343146779365,7.68,1.135,0.0,3.31,4628.579865628333
1731068978.81,19.8,1.05,0.0,1.57,3984.7972344901054,40.3,0.596,0.0,1.46,4241.365880610361,19.8,0.541,0.0,1.23,797.2732342177293,8.32,0.841,0.0,2.34,4628.532564431193
1731068979.31,19.8,0.797,0.0,2.29,3984.991914985525,39.7,0.737,0.0,1.79,4241.393125122708,19.8,0.368,0.0,1.57,797.3121549932634,7.69,0.84,0.0,1.84,4628.48526329079
1731068979.81,20.5,1.091,0.0,1.86,3985.186601653679,40.3,1.106,0.0,1.98,4241.060454642374,19.9,0.402,0.0,1.04,797.3510770043525,8.31,1.473,0.0,1.72,4628.437962207121
1731068980.31,19.9,0.871,0.0,1.78,3985.381294493665,39.7,0.697,0.0,1.55,4241.575970753431,20.5,0.46,0.0,1.11,797.3900002508183,7.68,0.865,0.0,2.43,4628.39066118019
1731068980.81,19.8,1.231,0.0,8.0,3985.5759935045776,40.3,0.884,0.0,1.9,4241.056194967147,19.8,0.477,0.0,0.941,797.4289247324799,8.32,1.26,0.0,1.57,4628.34336021
1731068981.31,19.9,0.917,0.0,1.71,3985.770698685513,39.7,0.52,0.0,6.31,4241.448488793507,19.8,0.463,0.0,1.0,797.4678504491565,7.68,0.857,0.0,1.72,4628.296059296553
1731068981.81,20.5,0.882,0.0,1.83,3985.9654100355674,40.4,0.934,0.0,7.01,4241.8491031941085,20.5,0.418,0.0,1.08,797.50677740067,8.33,0.774,0.0,1.71,4628.24875843985
1731068982.31,19.8,0.918,0.0,2.02,3986.160127553834,39.7,0.974,0.0,1.61,4241.460561248848,19.9,0.398,0.0,0.876,797.545705586834,7.68,0.771,0.0,2.35,4628.201457639891
1731068982.81,19.8,1.324,0.0,2.13,3986.3548512394127,40.3,0.792,0.0,1.6,4241.38479191257,19.8,0.392,0.0,1.41,797.5846350074705,8.32,0.754,0.0,2.21,4628.154156896678
1731068983.31,19.9,1.09,0.0,2.25,3986.549581091398,39.7,0.999,0.0,1.68,4242.05118717648,19.8,0.467,0.0,1.09,797.6235656623988,7.68,1.634,0.0,9.6,4628.106856210216
1731068983.81,19.8,1.117,0.0,1.9,3986.744317108886,40.3,0.81,0.0,2.0,4241.942057437804,20.5,0.621,0.0,2.39,797.6624975514383,8.32,0.972,0.0,2.3,4628.059555580502
1731068984.31,20.5,1.325,0.0,1.49,3986.9390592909754,39.7,0.882,0.0,1.6,4241.695677596935,19.8,0.764,0.0,0.837,797.7014306744109,7.69,0.825,0.0,3.4,4628.012255007544
1731068984.81,19.8,1.396,0.0,1.71,3987.1338076367592,40.3,0.594,0.0,1.68,4242.148891530354,19.8,0.511,0.0,0.804,797.7403650311302,8.31,0.737,0.0,1.78,4627.964954491336
1731068985.31,19.8,1.305,0.0,6.66,3987.328562145337,39.7,0.836,0.0,2.25,4241.803446405178,19.9,0.472,0.0,1.21,797.7793006214188,7.68,0.801,0.0,1.78,4627.917654031887
1731068985.81,20.5,1.509,0.0,1.7,3987.523322815805,40.3,0.827,0.0,1.92,4241.7136437249565,20.5,0.546,0.0,1.19,797.8182374450956,7.68,0.763,0.0,2.4,4627.870353629194
1731068986.31,19.8,1.287,0.0,1.85,3987.718089647261,39.7,0.878,0.0,11.4,4241.88991750584,19.8,0.723,0.0,0.905,797.8571755019806,8.32,0.753,0.0,2.03,4627.82305328326
1731068986.81,19.8,1.422,0.0,1.86,3987.9128626388015,40.3,0.908,0.0,1.68,4242.3254516088455,19.8,0.43,0.0,0.969,797.8961147918956,8.32,0.791,0.0,1.74,4627.775752994089
1731068987.31,19.9,1.122,0.0,2.13,3988.107641789524,39.7,1.045,0.0,1.97,4242.017103703268,19.8,0.393,0.0,0.834,797.9350553146546,7.68,0.899,0.0,2.74,4627.728452761678
1731068987.81,19.8,0.777,0.0,1.67,3988.302427098527,40.3,0.991,0.0,2.26,4241.974514065695,20.5,0.418,0.0,1.05,797.9739970700799,8.32,0.901,0.0,6.08,4627.681152586034
1731068988.31,20.5,0.656,0.0,1.68,3988.497218564907,39.7,1.301,0.0,1.72,4241.9117899111525,19.8,0.379,0.0,1.42,798.0129400579913,7.68,0.81,0.0,1.82,4627.633852467154
1731068988.81,19.8,0.661,0.0,1.74,3988.692016187763,39.6,0.552,0.0,1.52,4242.548778889212,19.8,0.43,0.0,0.731,798.0518842782079,8.32,0.734,0.0,2.26,4627.586552405043
1731068989.31,19.8,0.86,0.0,1.67,3988.886819966192,40.3,0.704,0.0,2.05,4242.619350898502,19.9,0.452,0.0,0.867,798.0908297305525,7.68,0.988,0.0,2.48,4627.539252399703
1731068989.81,19.9,0.992,0.0,1.76,3989.081629899293,40.3,0.68,0.0,2.23,4242.232615987348,20.5,0.516,0.0,1.04,798.129776414839,7.68,0.528,0.0,2.9,4627.491952451133
1731068990.31,20.5,0.812,0.0,7.47,3989.276445986164,39.7,1.031,0.0,2.08,4242.576252166726,19.8,0.543,0.0,0.758,798.1687243308899,8.32,0.922,0.0,2.31,4627.444652559337
1731068990.81,19.8,0.798,0.0,1.69,3989.471268225904,40.3,0.816,0.0,6.58,4242.528610023792,19.8,0.586,0.0,4.78,798.2076734785247,7.68,0.805,0.0,1.77,4627.397352724315
1731068991.31,19.8,0.767,0.0,1.59,3989.6660966176105,39.7,0.95,0.0,1.67,4242.627985532705,19.8,0.552,0.0,0.916,798.2466238575633,8.33,0.838,0.0,2.42,4627.35005294607
1731068991.81,19.9,0.739,0.0,2.65,3989.860931160383,39.7,1.044,0.0,2.46,4242.410918402666,20.5,0.586,0.0,0.753,798.2855754678283,8.31,0.897,0.0,2.54,4627.302753224605
1731068992.31,20.5,0.73,0.0,2.0,3990.055771853321,40.3,1.052,0.0,1.71,4242.340845403004,19.8,0.642,0.0,1.08,798.3245283091337,7.68,0.628,0.0,1.85,4627.255453559918
1731068992.81,19.8,0.808,0.0,1.9,3990.2506186955225,40.3,1.119,0.0,1.59,4242.933717062446,19.8,0.673,0.0,1.15,798.3634823813023,8.32,1.161,0.0,8.41,4627.208153952013
1731068993.31,19.8,0.742,0.0,1.83,3990.4454716860873,39.6,0.737,0.0,2.39,4242.311760959263,19.8,0.69,0.0,0.81,798.4024376841538,7.68,0.917,0.0,2.26,4627.160854400892
1731068993.81,20.5,0.942,0.0,2.4,3990.6403308241142,40.3,0.628,0.0,2.06,4242.935900760319,20.5,0.655,0.0,1.32,798.4413942175081,8.33,1.082,0.0,1.94,4627.1135549065575
1731068994.31,19.9,0.941,0.0,3.17,3990.835196108704,39.7,0.616,0.0,2.24,4242.414975066288,19.9,0.69,0.0,1.76,798.4803519811879,7.67,1.262,0.0,1.38,4627.06625546901
1731068994.81,19.8,0.82,0.0,11.8,3991.0300675389553,40.3,0.69,0.0,1.69,4242.877718853525,19.8,0.508,0.0,0.835,798.5193109750076,8.32,0.649,0.0,1.84,4627.01895608825
1731068995.31,19.8,0.831,0.0,2.2,3991.224945113968,39.7,1.003,0.0,3.05,4242.658650037943,19.8,0.338,0.0,0.749,798.5582711987898,7.68,1.234,0.0,1.67,4626.971656764281
1731068995.81,20.5,0.802,0.0,2.2,3991.419828832843,40.3,0.781,0.0,1.51,4243.121799873817,20.5,0.28,0.0,1.01,798.5972326523547,8.32,0.674,0.0,2.01,4626.924357497105
1731068996.31,19.9,0.911,0.0,2.59,3991.614718694679,39.7,1.157,0.0,1.62,4242.839841031688,19.8,0.226,0.0,1.53,798.6361953355221,7.69,0.964,0.0,1.66,4626.877058286722
1731068996.81,19.8,0.934,0.0,2.48,3991.8096146985768,39.7,0.952,0.016,2.24,4242.93475917482,19.8,0.456,0.0,0.797,798.675159248115,8.31,1.28,0.0,1.65,4626.8297591331375
1731068997.31,19.8,1.183,0.0,2.0,3992.004516843637,39.7,0.586,0.0,1.85,4243.406387929211,19.9,0.443,0.0,0.841,798.7141243899478,7.68,0.714,0.0,5.92,4626.782460036347
1731068997.81,20.5,1.21,0.0,1.92,3992.19942512896,40.1,0.87,0.0,1.57,4242.9321446223685,19.8,0.328,0.0,1.11,798.7530907608433,8.32,1.3,0.0,1.82,4626.735160996359
1731068998.31,19.8,1.22,0.0,1.58,3992.394339553647,39.9,0.408,0.0,2.7,4243.27566629448,20.5,0.438,0.0,1.41,798.7920583606218,7.69,0.693,0.0,1.92,4626.68786201317
1731068998.81,19.9,1.078,0.0,2.55,3992.589260116798,40.3,0.472,0.0,1.67,4243.213510813529,19.8,0.298,0.0,0.857,798.8310271891035,8.31,1.167,0.0,1.63,4626.640563086784
1731068999.31,19.8,1.232,0.0,6.34,3992.784186817514,39.7,0.648,0.0,1.73,4243.279377765352,19.8,0.391,0.0,0.827,798.8699972461113,7.68,0.796,0.0,2.0,4626.593264217205
1731068999.81,19.8,1.039,0.0,2.13,3992.9791196548977,40.3,0.676,0.0,2.48,4243.072275460176,20.5,0.808,0.0,1.36,798.9089685314598,8.32,0.904,0.0,2.57,4626.545965404429
1731069000.31,20.5,0.975,0.0,1.89,3993.174058628048,39.7,0.641,0.0,10.2,4243.1631535661445,19.9,0.363,0.0,1.46,798.9479410449719,7.69,1.432,0.0,1.85,4626.498666648463
1731069000.81,19.8,0.953,0.0,2.23,3993.369003736069,40.4,0.79,0.0,1.87,4243.404245303993,19.8,0.475,0.0,0.813,798.9869147864683,8.32,0.98,0.0,1.8,4626.451367949305
1731069001.31,19.8,0.87,0.0,1.89,3993.563954978059,39.6,0.572,0.0,1.54,4243.37880685404,19.8,0.519,0.0,0.973,799.025889755769,7.67,1.269,0.0,2.3,4626.404069306959
1731069001.81,20.5,0.804,0.0,1.7,3993.758912353123,40.3,0.46,0.0,1.89,4243.424552219269,20.5,0.346,0.0,4.66,799.0648659526971,8.32,0.679,0.0,2.31,4626.356770721429
1731069002.31,19.8,0.86,0.0,2.34,3993.953875860361,39.7,0.512,0.0,2.06,4243.454123002314,19.8,0.357,0.0,0.841,799.1038433770675,7.68,0.683,0.0,2.52,4626.309472192711
1731069002.81,19.8,0.964,0.0,2.4,3994.1488454988753,40.3,0.631,0.0,2.25,4243.2968955028255,19.8,0.375,0.0,1.03,799.1428220287034,7.68,0.69,0.0,1.8,4626.262173720811
1731069003.31,19.8,0.981,0.0,1.74,3994.343821267769,39.7,0.651,0.0,2.44,4243.390328129633,19.8,0.41,0.0,1.38,799.1818019074252,8.32,0.687,0.0,1.89,4626.214875305728
1731069003.81,20.5,1.1,0.0,1.84,3994.538803166143,40.3,0.746,0.0,1.66,4243.678082592899,20.5,0.541,0.0,0.831,799.2207830130534,8.32,1.236,0.0,1.73,4626.167576947466
1731069004.31,19.8,1.086,0.0,1.7,3994.733791193101,39.7,0.813,0.0,1.79,4243.867886210575,19.8,0.576,0.0,0.94,799.2597653454112,7.68,0.726,0.0,1.55,4626.120278646028
1731069004.81,19.9,1.04,0.0,2.25,3994.928785347744,40.3,0.773,0.0,2.42,4243.896293289468,19.8,0.532,0.0,1.27,799.2987489043136,8.32,0.751,0.0,1.64,4626.072980401412
1731069005.31,19.8,1.188,0.0,1.9,3995.123785629176,39.7,0.913,0.0,2.13,4243.640890569787,19.8,0.579,0.0,0.81,799.3377336895838,7.68,0.763,0.0,2.77,4626.025682213622
