Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2F4Distance,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2S1Distance,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F2F1Distance,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2C1Distance
1731068776.81,19.8,0.676,0.0,1.67,3906.661490326491,40.3,0.839,0.0,1.88,4221.362447691103,19.8,0.548,0.0,1.03,781.6523587887405,8.32,0.975,0.0,1.88,4647.646847599332
1731068777.31,19.9,0.709,0.0,1.61,3906.85360136517,39.7,0.795,0.0,1.6,4221.621562693885,19.8,0.548,0.0,0.868,781.6907652646287,7.68,0.504,0.0,7.22,4647.599523678864
1731068777.81,20.5,0.902,0.0,2.01,3907.045718954412,40.3,0.916,0.0,1.88,4222.084763210935,20.5,0.522,0.0,0.88,781.7291730516395,8.32,0.901,0.0,2.11,4647.552199814436
1731068778.31,19.8,0.84,0.0,1.74,3907.237843093251,39.7,1.075,0.0,1.57,4221.5604539790975,19.8,0.683,0.0,0.863,781.7675821495792,7.68,1.039,0.0,1.54,4647.504876006048
1731068778.81,19.9,0.609,0.0,2.03,3907.42997378072,40.3,1.51,0.0,1.73,4221.624815749271,19.8,0.612,0.0,4.05,781.805992558255,8.32,1.042,0.0,1.69,4647.457552253704
1731068779.31,19.8,0.635,0.0,1.69,3907.622111015854,39.7,1.208,0.0,2.4,4221.681749533895,19.8,0.606,0.0,0.824,781.8444042774762,7.69,1.057,0.0,2.54,4647.410228557406
1731068779.81,19.8,0.977,0.0,11.1,3907.814254797687,39.7,0.722,0.0,2.13,4221.805847397854,20.5,0.754,0.0,0.76,781.8828173070443,8.32,0.503,0.0,1.75,4647.362904917153
1731068780.31,20.5,0.761,0.0,2.2,3908.006405125253,40.3,0.772,0.0,2.82,4222.175602598965,19.8,0.638,0.0,1.03,781.9212316467689,7.68,1.058,0.0,1.71,4647.315581332948
1731068780.81,19.8,0.776,0.0,1.84,3908.198561997586,40.3,0.666,0.0,4.76,4221.802139702954,19.8,0.721,0.0,1.87,781.9596472964569,7.69,0.789,0.0,1.77,4647.268257804793
1731068781.31,19.8,0.923,0.0,1.76,3908.390725413722,39.7,0.746,0.0,2.03,4221.865553846499,19.8,0.648,0.0,0.907,781.9980642559151,8.32,1.104,0.0,1.98,4647.2209343326895
1731068781.81,20.5,0.78,0.0,2.2,3908.582895372695,40.4,0.74,0.0,1.99,4222.009081030763,19.8,0.28,0.0,1.08,782.0364825249534,7.68,1.121,0.077,2.98,4647.17361091664
1731068782.31,19.8,0.886,0.0,2.29,3908.77507187354,39.6,0.929,0.0,1.76,4222.499376417072,20.5,0.271,0.0,1.31,782.0749021033732,7.68,0.772,0.0,1.87,4647.1262875566445
1731068782.81,19.8,1.129,0.0,1.8,3908.967254915293,40.3,0.903,0.0,1.74,4222.070093253702,19.8,0.29,0.0,1.17,782.1133229909844,8.33,1.326,0.0,1.97,4647.078964252705
1731068783.31,19.9,0.951,0.0,1.89,3909.159444496988,39.7,0.934,0.0,2.34,4221.932619111241,19.8,0.22,0.0,2.02,782.1517451875941,7.67,0.717,0.0,1.88,4647.031641004825
1731068783.81,20.5,0.915,0.0,1.7,3909.351640617661,39.7,0.653,0.0,1.77,4222.662558182039,20.5,0.257,0.0,7.02,782.1901686930092,8.32,1.055,0.0,1.94,4646.984317813004
1731068784.31,19.8,0.982,0.0,4.38,3909.543843276348,40.3,0.356,0.0,1.67,4222.1168260347295,19.9,0.264,0.0,0.789,782.2285935070398,7.68,0.872,0.0,1.87,4646.936994677248
1731068784.81,19.8,1.077,0.0,1.59,3909.736052472085,40.3,0.416,0.0,1.95,4222.652535915822,19.8,0.381,0.0,0.952,782.2670196294874,8.32,0.682,0.0,1.59,4646.889671597552
1731068785.31,19.8,1.102,0.0,1.89,3909.9282682039066,39.7,0.566,0.0,2.13,4222.785117302394,19.8,0.435,0.0,1.06,782.305447060162,7.68,1.239,0.0,1.77,4646.842348573921
1731068785.81,20.5,1.348,0.0,1.71,3910.1204904708497,40.3,0.714,0.0,2.34,4222.438764862441,19.8,0.41,0.0,0.846,782.3438757988708,8.32,0.983,0.0,1.86,4646.795025606359
1731068786.31,19.8,1.249,0.0,1.58,3910.312719271951,39.7,0.638,0.0,2.04,4222.327321932811,20.5,0.389,0.0,0.904,782.3823058454212,7.68,1.574,0.0,2.18,4646.747702694864
1731068786.81,19.8,0.97,0.0,2.42,3910.5049546062464,40.4,0.538,0.0,1.64,4222.662299184026,19.8,0.348,0.0,1.24,782.4207371996232,8.32,0.997,0.0,9.61,4646.700379839442
1731068787.31,19.8,0.791,0.0,2.55,3910.697196472772,39.7,0.616,0.0,1.71,4222.8557041445565,19.8,0.323,0.0,1.61,782.4591698612784,7.68,0.789,0.0,1.7,4646.653057040088
1731068787.81,20.5,0.741,0.0,2.03,3910.8894448705655,40.3,0.953,0.0,2.32,4222.4501532528775,20.5,0.538,0.0,1.11,782.497603830197,8.32,1.48,0.0,1.56,4646.605734296811
1731068788.31,19.8,0.949,0.0,2.52,3911.081699798663,39.7,0.54,0.0,2.37,4222.967671369253,19.8,0.389,0.0,1.11,782.5360391061865,7.68,0.802,0.0,1.67,4646.558411609607
1731068788.81,19.8,1.101,0.0,2.57,3911.273961256102,40.3,0.512,0.0,1.79,4222.406177573944,19.8,0.399,0.0,0.902,782.5744756890542,8.32,1.302,0.0,1.9,4646.511088978481
1731068789.31,19.8,0.875,0.0,9.29,3911.4662292419193,39.7,0.526,0.0,1.84,4223.105979905297,19.8,0.395,0.0,1.54,782.6129135786106,7.68,0.801,0.0,1.79,4646.463766403436
1731068789.81,20.5,0.907,0.0,1.63,3911.6585037551527,40.3,0.619,0.0,3.28,4223.243689577628,20.5,0.421,0.0,1.92,782.6513527746572,7.68,0.756,0.0,1.53,4646.41644388447
1731068790.31,19.8,0.857,0.0,2.39,3911.85078479484,39.7,0.705,0.0,10.9,4222.746337418662,19.8,0.546,0.0,8.44,782.6897932770045,8.32,0.823,0.0,2.37,4646.369121421586
1731068790.81,19.9,0.973,0.0,1.91,3912.043072360017,40.3,0.658,0.0,2.03,4222.865589209148,19.8,0.425,0.0,1.34,782.7282350854599,7.68,0.804,0.0,1.93,4646.321799014786
1731068791.31,19.8,1.024,0.0,1.6,3912.235366449723,39.7,0.794,0.0,1.75,4223.174096545828,19.8,0.496,0.0,0.885,782.7666781998313,8.32,1.339,0.0,6.03,4646.274476664072
1731068791.81,19.9,1.163,0.0,1.68,3912.427667062997,40.3,0.814,0.0,1.85,4223.178553674017,20.5,0.495,0.0,1.09,782.8051226199287,7.68,0.684,0.0,1.59,4646.227154369447
1731068792.31,20.5,1.125,0.0,1.89,3912.6199741988735,39.7,0.844,0.0,1.82,4223.239539454122,19.8,0.491,0.0,1.51,782.8435683455546,8.32,0.809,0.0,1.76,4646.17983213091
1731068792.81,19.8,1.28,0.0,1.78,3912.8122878563954,40.3,0.737,0.0,1.6,4223.334477914353,19.8,0.579,0.0,0.784,782.8820153765189,8.32,0.699,0.0,2.1,4646.132509948462
1731068793.31,19.8,1.25,0.0,1.29,3913.0046080345983,39.7,0.628,0.0,2.02,4222.914717524077,19.8,0.627,0.0,0.734,782.9204637126297,7.68,0.762,0.0,2.04,4646.085187822108
1731068793.81,20.5,1.44,0.0,4.51,3913.196934732521,40.3,0.673,0.0,2.04,4223.383217907558,20.5,0.626,0.0,1.22,782.9589133536946,7.68,0.698,0.0,1.77,4646.0378657518495
1731068794.31,19.8,1.405,0.0,2.36,3913.3892679492033,39.7,0.81,0.0,1.8,4223.480815404922,19.8,0.654,0.0,1.35,782.9973642995241,8.32,0.879,0.0,2.07,4645.990543737687
1731068794.81,19.9,1.533,0.0,1.73,3913.5816076836823,40.3,0.939,0.0,5.56,4223.288598021339,19.8,0.43,0.0,0.761,783.0358165499206,8.32,0.933,0.0,1.8,4645.943221779621
1731068795.31,19.8,1.171,0.0,1.82,3913.773953935,39.7,0.963,0.0,2.13,4223.602655770791,19.8,0.341,0.0,0.738,783.0742701046945,7.68,0.748,0.0,1.82,4645.895899877654
1731068795.81,19.8,0.777,0.0,2.15,3913.966306702193,39.7,1.229,0.0,2.0,4223.317899121867,20.5,0.43,0.0,0.836,783.1127249636537,8.32,1.03,0.0,2.5,4645.84857803179
1731068796.31,20.5,0.599,0.0,2.31,3914.158665984301,40.3,1.151,0.0,2.05,4223.753594148304,19.8,0.385,0.0,0.962,783.1511811266062,7.68,0.837,0.0,8.67,4645.801256242026
1731068796.81,19.8,0.508,0.0,1.95,3914.351031780364,39.6,0.663,0.0,1.91,4223.323679050092,19.8,0.408,0.0,1.34,783.1896385933625,8.32,0.769,0.0,1.82,4645.753934508371
1731068797.31,19.8,0.596,0.0,1.89,3914.543404089422,40.4,0.664,0.0,1.75,4223.957226123685,19.9,0.437,0.0,1.72,783.2280973637252,7.68,0.95,0.0,2.11,4645.706612830819
1731068797.81,20.5,0.675,0.0,1.66,3914.7357829105135,40.3,0.665,0.0,1.64,4223.840451443049,20.5,0.442,0.0,0.851,783.2665574375048,7.68,0.549,0.0,1.82,4645.659291209376
1731068798.31,19.8,0.906,0.0,3.34,3914.9281682426817,39.7,0.856,0.0,1.86,4224.04741769896,19.8,0.776,0.0,1.31,783.3050188145095,8.32,1.151,0.0,1.82,4645.611969644042
1731068798.81,19.9,1.041,0.0,1.75,3915.120560084964,40.4,0.963,0.0,1.78,4223.573169844136,19.8,0.655,0.0,1.72,783.3434814945474,8.32,1.196,0.0,1.91,4645.564648134819
1731068799.31,19.8,0.603,0.0,1.73,3915.312958436401,39.7,0.974,0.0,3.8,4223.453881619371,19.8,0.555,0.0,1.12,783.3819454774292,7.68,0.978,0.0,2.1,4645.517326681713
1731068799.81,19.8,0.788,0.0,1.82,3915.505363296033,40.3,1.004,0.0,2.25,4223.702724122173,20.5,0.486,0.0,0.952,783.4204107629573,8.32,1.177,0.0,1.96,4645.470005284717
1731068800.31,20.5,0.627,0.0,1.94,3915.697774662902,39.7,1.134,0.0,2.0,4223.901553570124,19.8,0.652,0.0,1.06,783.458877350943,7.68,0.616,0.0,1.94,4645.422683943842
1731068800.81,19.8,0.632,0.0,1.93,3915.890192536047,40.3,1.099,0.0,1.81,4223.730026885354,19.8,0.592,0.0,0.924,783.4973452411942,8.32,1.177,0.0,8.97,4645.3753626590815
1731068801.31,19.8,0.652,0.0,1.63,3916.0826169145103,39.7,0.589,0.0,1.78,4224.041567890787,19.8,0.605,0.0,1.09,783.5358144335191,7.68,0.803,0.0,1.59,4645.328041430443
1731068801.81,20.5,0.705,0.0,4.36,3916.2750477973327,40.3,0.664,0.0,1.87,4224.347997518132,20.5,0.678,0.0,1.1,783.574284927729,8.32,0.915,0.0,1.91,4645.280720257927
1731068802.31,19.8,0.751,0.0,5.53,3916.4674851835553,39.7,0.625,0.0,1.54,4224.224710905789,19.8,0.629,0.0,1.04,783.6127567236261,7.68,1.11,0.0,2.16,4645.233399141533
1731068802.81,19.8,0.749,0.0,1.83,3916.6599290722193,40.3,0.744,0.0,2.11,4223.976343989712,19.8,0.432,0.0,0.961,783.6512298210218,8.32,0.7,0.0,1.73,4645.186078081265
1731068803.31,19.8,0.781,0.0,8.16,3916.852379462366,39.0,0.776,0.016,2.29,4224.06702621177,19.8,0.262,0.0,0.845,783.6897042197244,7.68,1.318,0.0,1.75,4645.138757077123
1731068803.81,19.9,0.868,0.0,2.35,3917.044836353038,40.3,0.893,0.0,2.18,4224.473871125297,20.5,0.321,0.0,4.67,783.7281799195422,8.32,0.78,0.0,1.29,4645.09143612911
1731068804.31,20.5,1.062,0.0,2.08,3917.237299743277,39.7,0.931,0.0,9.57,4224.295936869337,19.9,0.403,0.0,0.999,783.7666569202863,7.68,1.109,0.0,1.64,4645.044115237228
1731068804.81,19.9,1.15,0.0,1.73,3917.4297696321246,40.4,0.753,0.0,1.64,4224.78333818809,19.8,0.348,0.0,0.815,783.8051352217597,8.32,1.295,0.0,2.08,4644.996794401478
1731068805.31,19.8,1.382,0.0,1.56,3917.622246018623,39.0,0.367,0.0,1.82,4224.700840619754,19.8,0.407,0.0,1.02,783.8436148237734,7.68,0.652,0.0,6.71,4644.94947362186
1731068805.81,20.5,1.087,0.0,1.9,3917.814728901815,40.9,0.392,0.0,2.16,4224.146805088738,19.8,0.422,0.0,1.26,783.8820957261361,8.32,1.334,0.0,1.64,4644.902152898379
1731068806.31,19.9,1.032,0.0,2.4,3918.007218280742,39.7,0.559,0.0,1.75,4224.451959625017,20.5,0.291,0.0,0.975,783.9205779286561,7.68,0.648,0.0,2.04,4644.854832231034
1731068806.81,19.8,1.143,0.0,1.69,3918.199714154448,40.3,0.603,0.0,1.53,4224.401012505095,19.8,0.342,0.0,0.951,783.959061431145,8.32,1.075,0.0,2.11,4644.807511619832
1731068807.31,19.8,1.366,0.0,1.76,3918.392216521976,39.0,0.635,0.016,2.33,4224.441231345012,19.8,0.338,0.0,0.875,783.9975462334056,7.69,0.62,0.0,2.21,4644.760191064766
1731068807.81,20.5,1.574,0.0,5.83,3918.584725382367,40.4,0.787,0.0,1.82,4224.698056480873,20.5,0.67,0.0,0.942,784.0360323352493,8.31,0.596,0.0,2.67,4644.712870565843
1731068808.31,19.8,1.213,0.0,1.65,3918.7772407346656,39.7,0.757,0.0,1.68,4224.700060759179,19.8,0.437,0.0,1.01,784.0745197364847,7.68,1.313,0.0,1.62,4644.665550123066
1731068808.81,19.8,1.059,0.0,1.85,3918.969762577915,40.3,0.572,0.0,5.05,4224.756797385288,19.8,0.342,0.0,1.43,784.1130084369205,8.32,0.676,0.0,1.73,4644.618229736432
1731068809.31,19.8,1.056,0.0,2.55,3919.1622909111584,39.7,0.702,0.0,2.02,4224.716686694743,19.8,0.401,0.0,0.824,784.1514984363683,7.68,1.178,0.0,1.89,4644.570909405949
1731068809.81,20.5,0.945,0.0,1.98,3919.35482573344,40.3,0.537,0.0,1.89,4224.7159417083785,20.5,0.375,0.0,1.34,784.1899897346311,8.32,0.624,0.0,4.19,4644.523589131613
1731068810.31,19.9,0.845,0.0,2.28,3919.547367043802,39.7,0.608,0.0,1.6,4225.015774858263,19.8,0.511,0.0,6.32,784.2284823315206,7.67,0.825,0.0,1.85,4644.476268913429
1731068810.81,19.8,0.945,0.0,1.69,3919.7399148412896,39.7,0.585,0.016,1.74,4225.192093757087,19.8,0.497,0.0,0.811,784.2669762268453,7.69,0.813,0.0,2.1,4644.428948751396
1731068811.31,19.8,1.017,0.0,1.78,3919.9324691249462,39.7,0.749,0.0,1.98,4224.885158987207,19.8,0.394,0.0,0.85,784.3054714204143,8.32,0.839,0.0,2.1,4644.381628645518
1731068811.81,20.5,0.961,0.0,1.94,3920.125029893817,40.3,0.7,0.0,1.65,4225.268649367338,20.5,0.433,0.0,1.02,784.3439679120391,8.32,1.264,0.0,1.76,4644.334308595798
1731068812.31,19.8,1.219,0.0,2.28,3920.3175971469454,39.7,0.818,0.0,1.91,4225.337327476507,19.8,0.75,0.0,1.43,784.382465701523,7.69,0.67,0.0,1.69,4644.286988602233
1731068812.81,19.8,1.028,0.0,1.73,3920.510170883376,40.3,0.718,0.0,1.83,4225.158473965534,19.8,0.501,0.0,0.85,784.4209647886778,8.31,0.681,0.0,2.32,4644.239668664829
1731068813.31,19.8,1.167,0.0,1.55,3920.702751102154,39.7,0.885,0.0,2.32,4225.072882044993,19.8,0.474,0.0,0.854,784.4594651733123,7.68,0.641,0.0,1.69,4644.192348783586
1731068813.81,20.5,1.463,0.0,2.09,3920.895337802324,39.7,0.839,0.0,1.85,4225.160528891068,20.5,0.912,0.0,1.08,784.4979668552355,8.32,0.862,0.0,1.87,4644.145028958505
1731068814.31,19.8,1.262,0.0,2.0,3921.08793098293,40.3,0.608,0.0,1.81,4225.136741400175,19.8,0.622,0.0,1.65,784.5364698342594,7.69,1.053,0.0,1.79,4644.09770918959
1731068814.81,19.9,1.257,0.0,1.56,3921.28053064302,40.3,0.67,0.0,1.95,4225.381191876989,19.8,0.603,0.0,1.23,784.5749741101871,8.31,0.832,0.0,8.99,4644.050389476842
1731068815.31,19.8,1.379,0.0,1.72,3921.473136781636,39.7,0.723,0.0,1.96,4225.282205124986,19.8,0.446,0.0,0.99,784.6134796828309,7.68,0.884,0.0,1.91,4644.003069820261
1731068815.81,20.5,1.359,0.0,2.59,3921.6657493978246,40.3,0.748,0.0,1.74,4225.045204176318,19.8,0.372,0.0,4.45,784.6519865519994,8.32,0.677,0.0,1.84,4643.955750219849
1731068816.31,19.9,1.409,0.0,1.78,3921.858368490632,39.7,0.894,0.0,1.75,4225.327615996405,20.5,0.556,0.0,1.18,784.6904947175021,7.69,0.872,0.0,1.73,4643.9084306756085
1731068816.81,19.8,0.976,0.0,1.81,3922.0509940591032,40.3,0.936,0.0,2.31,4225.901532181264,19.8,0.451,0.0,1.26,784.7290041791508,8.31,0.683,0.0,2.54,4643.861111187543
1731068817.31,19.8,0.872,0.0,9.62,3922.243626102285,39.7,1.062,0.0,1.66,4225.446987700344,19.8,0.448,0.0,0.915,784.7675149367492,7.68,0.767,0.0,1.99,4643.813791755651
1731068817.81,20.5,0.607,0.0,1.65,3922.436264619223,40.3,1.091,0.0,1.75,4226.0339427954805,20.5,0.492,0.0,1.17,784.8060269901092,8.32,0.973,0.0,1.64,4643.766472379936
1731068818.31,19.8,0.701,0.0,1.69,3922.628909608962,39.7,0.651,0.0,8.17,4225.821071892807,19.8,0.421,0.0,1.38,784.8445403390401,7.68,0.917,0.0,1.5,4643.7191530604
1731068818.81,19.8,1.039,0.0,2.26,3922.821561070552,40.3,0.61,0.0,2.31,4225.669785811809,19.8,0.439,0.0,1.58,784.8830549833511,8.32,1.039,0.0,1.99,4643.671833797043
1731068819.31,19.9,0.838,0.0,1.96,3923.014219003036,39.7,0.673,0.0,1.94,4225.655081301136,19.8,0.429,0.0,0.908,784.9215709228545,7.68,1.092,0.0,7.34,4643.62451458987
1731068819.81,20.5,1.089,0.0,1.86,3923.206883405462,40.3,0.84,0.0,1.77,4226.039634113408,20.5,0.607,0.0,0.852,784.960088157354,8.32,1.162,0.0,1.64,4643.577195438879
1731068820.31,19.9,0.905,0.0,1.58,3923.3995542768776,39.0,0.838,0.016,1.79,4225.750258621672,19.8,0.553,0.0,1.51,784.9986066866616,7.68,1.042,0.0,1.97,4643.529876344072
1731068820.81,19.8,0.773,0.0,2.45,3923.592231616328,40.3,0.94,0.0,2.12,4225.8546234021205,19.8,0.642,0.0,1.79,785.0371265105869,8.33,0.537,0.0,2.32,4643.482557305454
1731068821.31,19.9,0.808,0.0,2.5,3923.7849154228634,39.7,1.088,0.0,1.82,4225.70248798984,19.8,0.557,0.0,7.31,785.0756476289391,7.67,1.079,0.0,2.16,4643.435238323023
1731068821.81,19.8,0.979,0.0,5.17,3923.977605695527,40.3,1.144,0.0,2.04,4225.988942457895,20.5,0.785,0.0,1.12,785.1141700415308,8.32,0.831,0.0,1.98,4643.387919396786
1731068822.31,20.5,0.657,0.0,2.26,3924.170302433369,39.7,0.534,0.0,1.59,4225.796626319258,19.8,0.684,0.0,0.883,785.1526937481657,7.68,0.884,0.0,1.65,4643.340600526737
1731068822.81,19.8,0.718,0.0,2.86,3924.363005635437,40.3,0.552,0.0,8.65,4225.875355271394,19.8,0.671,0.0,0.72,785.1912187486562,8.32,1.0,0.0,1.82,4643.293281712884
1731068823.31,19.8,0.911,0.0,2.79,3924.555715300778,39.7,0.712,0.0,1.83,4226.541645536682,19.8,0.773,0.0,1.51,785.2297450428117,7.69,0.484,0.0,2.13,4643.245962955225
1731068823.81,20.5,0.769,0.0,1.62,3924.74843142844,40.3,0.618,0.0,2.04,4225.842099105392,20.5,0.685,0.0,1.38,785.2682726304421,8.31,1.025,0.0,5.66,4643.198644253764
1731068824.31,19.8,0.871,0.0,1.7,3924.941154017472,39.7,0.81,0.0,1.85,4226.514417079009,19.8,0.514,0.0,0.817,785.3068015113595,7.68,0.538,0.0,1.73,4643.1513256085045
1731068824.81,19.8,0.81,0.0,2.61,3925.13388306692,40.4,0.857,0.0,1.38,4226.664141122774,19.8,0.25,0.0,1.02,785.3453316853681,8.32,0.891,0.0,1.92,4643.104007019442
1731068825.31,19.9,0.944,0.0,2.49,3925.3266185758353,39.7,0.808,0.0,2.02,4226.158233380578,19.8,0.276,0.0,1.37,785.3838631522805,7.68,1.314,0.0,2.05,4643.056688486584
1731068825.81,20.5,0.872,0.0,2.26,3925.5193605432646,40.3,0.873,0.0,2.58,4226.732367279478,20.5,0.347,0.0,0.848,785.4223959119062,8.32,0.63,0.0,1.86,4643.009370009929
1731068826.31,19.8,1.124,0.0,1.8,3925.712108968257,39.7,1.185,0.0,2.07,4226.222956579353,19.8,0.411,0.0,1.02,785.460929964055,7.68,1.407,0.0,2.29,4642.96205158948
1731068826.81,19.8,0.98,0.0,8.45,3925.9048638498616,39.7,0.363,0.0,1.9,4226.778888526636,19.8,0.431,0.0,1.09,785.4994653085397,8.33,0.658,0.0,1.81,4642.9147332252405
1731068827.31,19.8,1.22,0.0,1.58,3926.097625187127,40.3,0.479,0.0,5.42,4226.493141883142,19.8,0.357,0.0,2.38,785.5380019451642,7.67,1.127,0.0,1.74,4642.867414917208
1731068827.81,20.5,1.435,0.0,1.45,3926.290392979103,40.3,0.639,0.0,2.57,4226.75108668476,20.5,0.755,0.0,1.03,785.5765398737414,7.68,0.776,0.0,2.34,4642.820096665388
1731068828.31,19.9,1.414,0.0,2.37,3926.483167224839,39.7,0.556,0.0,2.27,4227.033246835817,19.9,0.49,0.0,0.919,785.6150790940809,8.32,0.86,0.0,1.95,4642.772778469779
1731068828.81,19.8,1.257,0.0,1.91,3926.6759479233833,40.3,0.589,0.0,1.67,4226.4070019854325,19.8,0.392,0.0,0.83,785.653619605993,8.33,1.287,0.0,9.97,4642.725460330386
1731068829.31,19.8,1.078,0.0,1.79,3926.8687350737855,39.0,0.657,0.016,1.75,4226.98901056989,19.8,0.36,0.0,1.03,785.69216140929,7.67,0.747,0.0,1.64,4642.67814224721
1731068829.81,19.8,0.992,0.0,1.7,3927.061528675098,40.3,0.573,0.0,1.86,4226.693811767875,20.5,0.44,0.0,0.852,785.7307045037765,8.32,1.095,0.0,2.03,4642.63082422025
1731068830.31,20.5,0.781,0.0,4.01,3927.254328726368,39.7,0.632,0.0,1.97,4226.746917177501,19.8,0.455,0.0,1.47,785.7692488892652,7.68,0.777,0.0,2.33,4642.583506249511
1731068830.81,19.8,0.846,0.0,5.89,3927.4471352266473,39.7,0.505,0.0,1.89,4226.796700925481,19.8,0.4,0.0,1.69,785.8077945655663,8.32,0.807,0.0,1.93,4642.536188334992
1731068831.31,19.9,0.981,0.0,7.01,3927.639948174985,40.3,0.746,0.0,1.74,4226.640147109889,19.9,0.429,0.0,0.911,785.8463415324896,7.68,1.069,0.0,2.01,4642.488870476697
1731068831.81,20.5,0.803,0.0,2.56,3927.832767570432,40.3,0.57,0.0,1.79,4226.831245117383,20.5,0.434,0.0,0.817,785.8848897898481,8.32,0.718,0.0,1.59,4642.441552674628
1731068832.31,19.8,1.03,0.0,3.45,3928.025593412039,39.7,0.614,0.0,1.65,4226.745531349929,19.8,0.426,0.0,0.8,785.9234393374464,7.68,1.21,0.0,1.71,4642.394234928784
1731068832.81,19.8,0.959,0.0,2.39,3928.218425698856,40.3,0.663,0.0,1.69,4226.866694356351,19.8,0.465,0.0,0.905,785.9619901750974,8.33,0.623,0.0,3.05,4642.346917239167
1731068833.31,19.8,1.015,0.0,2.16,3928.411264429935,39.7,0.654,0.0,2.16,4227.0769701043455,19.8,0.445,0.0,1.12,786.0005423026113,7.68,0.751,0.0,8.94,4642.299599605782
1731068833.81,20.5,1.061,0.0,1.93,3928.604109604326,40.3,0.703,0.0,2.05,4227.550301615029,20.5,0.468,0.0,1.54,786.0390957197983,8.32,0.664,0.0,1.76,4642.252282028627
1731068834.31,19.8,1.121,0.0,1.57,3928.796961221081,39.7,0.94,0.0,1.85,4227.402403316947,19.8,0.624,0.0,0.995,786.0776504264713,7.68,0.837,0.0,2.33,4642.204964507708
1731068834.81,19.8,1.17,0.0,2.8,3928.9898192792502,39.7,1.044,0.0,1.74,4227.477714617842,19.8,0.561,0.0,6.3,786.1162064224353,8.32,1.373,0.0,1.95,4642.157647043022
1731068835.31,19.8,1.22,0.0,2.39,3929.182683777887,40.3,0.635,0.0,2.53,4227.615462459009,19.9,0.606,0.0,0.815,786.1547637075031,7.68,1.006,0.0,1.77,4642.110329634573
1731068835.81,19.9,1.495,0.0,4.08,3929.3755547160417,40.4,0.651,0.0,2.12,4227.258761879704,19.8,0.593,0.0,4.87,786.1933222814852,8.32,1.021,0.0,2.39,4642.063012282362
1731068836.31,20.5,1.266,0.0,2.94,3929.568432092766,39.6,0.85,0.0,1.75,4227.564134023426,20.5,0.61,0.0,0.908,786.2318821441918,7.68,0.756,0.0,2.31,4642.015694986391
1731068836.81,19.8,1.357,0.0,2.23,3929.761315907113,40.3,0.835,0.0,8.4,4227.423150335126,19.8,0.453,0.0,0.918,786.2704432954363,8.32,0.797,0.0,2.49,4641.968377746665
1731068837.31,19.9,1.647,0.0,2.1,3929.954206158133,39.7,0.936,0.0,1.95,4227.806670329575,19.8,0.422,0.0,0.972,786.3090057350233,7.68,0.849,0.0,1.61,4641.921060563181
1731068837.81,20.5,1.434,0.0,2.54,3930.14710284488,40.4,0.946,0.0,2.27,4227.697411198595,20.5,0.504,0.0,0.847,786.3475694627663,8.32,0.735,0.0,3.3,4641.873743435942
1731068838.31,19.2,0.725,0.0,2.37,3930.340005966405,39.6,1.165,0.0,1.74,4227.778987074185,19.8,0.45,0.0,0.992,786.3861344784756,7.68,0.895,0.0,2.09,4641.82642636495
1731068838.81,20.5,0.833,0.0,3.06,3930.532915521762,40.4,1.132,0.0,2.69,4227.69600486282,19.8,0.545,0.0,1.21,786.4247007819619,8.32,1.106,0.0,1.54,4641.779109350206
1731068839.31,19.9,0.776,0.0,2.15,3930.7258315100025,39.6,1.026,0.0,1.81,4227.706346894807,19.8,0.583,0.0,0.855,786.4632683730383,7.69,1.055,0.0,1.57,4641.731792391715
1731068839.81,19.8,0.741,0.0,1.96,3930.91875393018,40.3,0.558,0.0,1.62,4227.648466059792,20.5,0.541,0.0,1.17,786.5018372515101,8.31,0.802,0.0,2.31,4641.684475489475
1731068840.31,20.5,0.674,0.0,4.17,3931.111682781348,39.7,0.646,0.0,1.7,4228.158937362715,19.8,0.452,0.0,1.46,786.5404074171905,7.68,0.828,0.0,1.8,4641.637158643489
1731068840.81,19.8,0.726,0.0,1.66,3931.304618062559,40.4,0.843,0.0,2.33,4228.00628807216,19.8,0.492,0.0,0.846,786.5789788698901,8.32,0.971,0.0,1.52,4641.589841853758
1731068841.31,19.8,0.74,0.0,2.16,3931.4975597728658,39.6,0.807,0.0,2.94,4227.799052859723,19.8,0.465,0.0,0.834,786.6175516094198,7.68,0.518,0.0,2.55,4641.542525120285
1731068841.81,20.5,1.157,0.0,1.92,3931.690507911324,40.3,1.062,0.0,1.7,4228.234113927358,20.5,0.486,0.0,1.21,786.656125635593,8.32,0.993,0.0,1.88,4641.495208443073
1731068842.31,19.8,0.869,0.0,2.18,3931.883462476984,39.7,0.944,0.0,1.72,4227.960005110004,19.8,0.51,0.0,6.73,786.6947009482146,7.68,1.07,0.0,1.94,4641.44789182212
1731068842.81,19.8,0.677,0.0,1.91,3932.076423468903,39.0,1.079,0.032,3.71,4228.19130592709,19.8,0.614,0.0,1.04,786.7332775470985,8.32,0.915,0.0,8.8,4641.400575257429
