Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2F4Distance,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2S1Distance,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2C1Distance,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F2F1Distance
1731069778.8,19.8,0.992,0.0,2.07,4302.79025749571,40.3,1.264,0.0,7.71,4318.9203158316695,7.68,0.693,0.0,1.78,4553.113354617915,19.8,0.582,0.0,0.754,860.8486568497403
1731069779.3,19.8,0.93,0.0,1.88,4302.993732565736,39.7,1.332,0.0,1.69,4319.126945608959,8.32,0.656,0.0,2.73,4553.06614629087,19.8,0.482,0.0,4.33,860.8893381265684
1731069779.8,20.5,0.952,0.0,1.58,4303.197212538603,40.3,1.263,0.0,1.89,4319.053080138277,8.32,1.392,0.0,8.2,4553.01893802343,19.8,0.615,0.0,1.73,860.9300203849323
1731069780.3,19.8,1.444,0.0,1.62,4303.400697413616,39.7,1.638,0.0,1.66,4318.733404058943,7.69,0.853,0.0,1.78,4552.971729815594,20.5,0.688,0.0,3.25,860.9707036246931
1731069780.8,19.8,1.015,0.0,2.84,4303.604187190082,40.3,1.614,0.0,2.13,4319.214071363705,8.31,0.67,0.0,3.16,4552.924521667364,19.8,0.699,0.0,0.92,861.0113878457114
1731069781.3,19.8,0.767,0.0,1.61,4303.807681867302,39.7,1.402,0.0,1.93,4319.072026110211,7.68,0.502,0.0,1.66,4552.877313578745,19.8,0.473,0.0,1.23,861.0520730478511
1731069781.8,20.5,0.76,0.0,1.44,4304.011181444584,39.7,1.735,0.0,2.0,4319.212595535635,8.32,0.586,0.0,1.72,4552.830105549734,20.5,0.504,0.0,0.696,861.0927592309675
1731069782.3,19.8,0.916,0.0,6.73,4304.214685921231,40.3,1.4,0.0,2.19,4319.552882487473,7.68,1.099,0.0,1.61,4552.782897580336,19.9,0.456,0.0,0.813,861.1334463949244
1731069782.8,19.8,0.879,0.0,1.75,4304.418195296549,40.3,1.395,0.0,1.66,4318.953027920303,7.68,0.777,0.0,1.65,4552.735689670552,19.8,0.519,0.0,1.31,861.1741345395825
1731069783.3,19.9,0.987,0.0,2.05,4304.621709569843,39.7,1.505,0.0,6.91,4319.439354871655,8.32,0.801,0.0,1.78,4552.688481820384,19.8,0.586,0.0,1.12,861.2148236648031
1731069783.8,19.8,1.121,0.0,3.33,4304.825228740419,39.7,1.377,0.0,1.7,4319.272719656038,8.32,0.566,0.0,1.73,4552.641274029836,20.5,0.894,0.0,1.69,861.2555137704502
1731069784.3,20.5,0.95,0.0,1.77,4305.028752807581,40.3,1.625,0.0,1.86,4319.431727779629,7.68,0.65,0.0,4.53,4552.594066298906,19.8,0.577,0.0,2.3,861.2962048563787
1731069784.8,19.8,1.075,0.0,2.02,4305.232281770636,40.3,1.394,0.0,3.46,4319.668128928739,8.32,0.731,0.0,1.87,4552.5468586275965,19.8,0.669,0.0,0.974,861.3368969224528
1731069785.3,19.8,1.084,0.0,1.71,4305.435815628889,39.7,1.837,0.0,1.89,4319.443933055776,7.68,0.852,0.0,1.85,4552.499651015912,19.8,0.831,0.0,1.24,861.3775899685335
1731069785.8,20.5,1.01,0.0,1.78,4305.639354381647,39.6,1.485,0.0,1.81,4319.817491112168,8.32,0.899,0.0,2.48,4552.452443463852,20.5,0.7,0.0,1.16,861.418283994482
1731069786.3,19.9,1.121,0.0,1.75,4305.842898028213,40.4,1.734,0.0,3.43,4319.702649848914,7.68,0.515,0.0,1.74,4552.405235971421,19.8,0.639,0.0,0.974,861.4589790001623
1731069786.8,19.8,1.062,0.0,1.77,4306.046446567895,39.0,1.575,0.016,1.6,4319.814818902231,8.32,0.673,0.0,1.57,4552.358028538616,19.8,0.692,0.0,1.04,861.4996749854297
1731069787.3,19.8,1.234,0.0,1.72,4306.25,40.3,1.318,0.0,1.84,4320.012917865806,7.04,1.03,0.083,3.08,4552.310821165444,19.8,0.853,0.0,1.85,861.5403719501484
1731069787.8,19.8,1.135,0.0,2.02,4306.453558323833,39.7,1.262,0.0,2.35,4319.831842271176,8.32,1.13,0.0,2.05,4552.263613851904,20.5,0.699,0.0,1.07,861.5810698941794
1731069788.3,20.5,1.165,0.0,1.42,4306.6571215387,40.3,1.496,0.0,1.5,4319.9485341736045,7.68,0.97,0.0,2.1,4552.216406597998,19.8,0.561,0.0,1.35,861.6217688173842
1731069788.8,19.8,1.242,0.0,1.84,4306.860689643908,40.3,1.463,0.0,1.88,4319.851479686156,8.32,0.585,0.0,4.09,4552.169199403731,19.8,0.421,0.0,2.87,861.662468719627
1731069789.3,19.8,0.767,0.0,1.62,4307.064262638764,39.7,1.733,0.0,1.62,4320.211859352284,7.68,0.971,0.0,9.41,4552.1219922691,19.8,0.464,0.0,8.52,861.7031696007627
1731069789.8,19.8,0.472,0.0,1.51,4307.267840522574,40.3,1.703,0.0,1.71,4319.820580136447,7.68,0.888,0.0,2.36,4552.07478519411,20.5,0.445,0.0,1.61,861.7438714606562
1731069790.3,20.5,0.555,0.0,1.77,4307.471423294645,39.7,1.671,0.0,1.81,4319.723300778727,8.32,1.288,0.0,3.46,4552.027578178761,19.8,0.488,0.0,2.99,861.7845742991684
1731069790.8,19.8,0.666,0.0,2.02,4307.675010954285,40.3,1.81,0.0,1.83,4320.156450867518,8.32,1.332,0.0,2.32,4551.980371223056,19.8,0.55,0.0,1.6,861.8252781161608
1731069791.3,19.8,0.936,0.0,1.49,4307.8786035008,39.7,1.14,0.0,2.03,4319.660138690626,7.68,0.673,0.0,1.99,4551.933164326999,19.8,0.709,0.0,1.39,861.8659829114977
1731069791.8,19.8,0.635,0.0,9.63,4308.082200933497,39.7,0.94,0.0,1.96,4319.95196509342,8.32,1.06,0.0,1.5,4551.885957490587,20.5,0.733,0.0,1.07,861.9066886850345
1731069792.3,20.5,0.6,0.0,2.2,4308.285803251683,40.3,1.14,0.0,1.54,4320.451668022148,7.68,0.586,0.0,1.85,4551.838750713826,19.8,0.735,0.0,1.93,861.9473954366357
1731069792.8,19.8,0.654,0.0,2.36,4308.4894104546665,40.3,0.922,0.0,10.3,4319.990152829815,8.32,1.118,0.0,1.88,4551.791543996715,19.8,0.685,0.0,1.07,861.9881031661627
1731069793.3,19.8,0.713,0.0,3.63,4308.6930225417545,39.7,1.211,0.0,1.74,4319.998445054434,7.68,1.078,0.0,2.09,4551.744337339257,19.8,0.732,0.0,1.02,862.0288118734768
1731069793.8,19.9,0.62,0.0,2.98,4308.896639512254,39.7,1.143,0.0,2.13,4320.265504751265,8.32,0.518,0.0,10.0,4551.697130741456,20.5,0.724,0.0,8.01,862.0695215584425
1731069794.3,20.5,0.731,0.0,2.03,4309.100261365475,40.3,1.012,0.0,3.43,4320.25865057475,7.68,0.894,0.0,2.56,4551.649924203311,19.8,0.791,0.0,1.06,862.1102322209156
1731069794.8,19.9,0.676,0.0,1.91,4309.303888100722,40.3,1.275,0.0,1.92,4320.676310915077,8.32,0.435,0.0,1.61,4551.602717724823,19.8,0.829,0.0,0.887,862.1509438607604
1731069795.3,19.9,0.744,0.0,1.79,4309.5075197173055,39.7,0.999,0.0,1.73,4320.287653661122,7.68,1.15,0.0,3.12,4551.555511305997,19.9,0.892,0.0,0.985,862.1916564778385
1731069795.8,19.8,0.759,0.0,1.83,4309.711156214532,39.7,1.232,0.0,1.74,4320.903888218434,7.68,0.691,0.0,1.83,4551.508304946834,20.5,0.881,0.0,0.978,862.2323700720113
1731069796.3,20.5,0.653,0.0,6.24,4309.914797591711,40.3,0.971,0.0,1.52,4320.333035189675,8.32,0.546,0.0,1.79,4551.461098647334,19.9,0.83,0.0,0.945,862.2730846431436
1731069796.8,19.8,0.8,0.0,1.77,4310.118443848151,40.3,1.194,0.0,1.75,4320.592219702693,8.32,0.931,0.0,6.58,4551.413892407501,19.8,0.711,0.0,0.813,862.3138001910911
1731069797.3,19.8,0.714,0.0,1.72,4310.322094983158,39.7,1.109,0.0,5.16,4320.822056397301,7.68,0.449,0.0,2.06,4551.366686227336,19.9,0.365,0.0,0.907,862.3545167157182
1731069797.8,19.9,0.86,0.0,1.56,4310.525750996043,39.7,1.155,0.0,1.76,4320.552454679325,8.32,1.245,0.0,2.09,4551.31948010684,20.5,0.421,0.0,0.773,862.3952342168868
1731069798.3,20.5,0.795,0.0,1.79,4310.729411886114,40.3,1.059,0.0,1.86,4320.92232758064,7.68,0.782,0.0,4.73,4551.272274046016,19.8,0.46,0.0,0.998,862.4359526944584
1731069798.8,19.8,0.789,0.0,1.86,4310.93307765268,40.3,1.101,0.0,1.96,4320.769753657533,8.32,0.718,0.0,1.37,4551.225068044868,19.8,0.411,0.0,0.869,862.4766721482977
1731069799.3,19.8,1.069,0.0,1.36,4311.136748295048,39.7,1.291,0.0,1.81,4321.083469761133,7.68,0.857,0.0,1.79,4551.177862103392,19.8,0.591,0.0,0.843,862.5173925782605
1731069799.8,19.9,0.894,0.0,1.89,4311.3404238125295,39.7,1.336,0.0,1.66,4321.321610693724,8.32,0.93,0.0,3.29,4551.130656221594,20.5,0.449,0.0,0.738,862.5581139842114
1731069800.3,20.5,1.134,0.0,1.7,4311.544104204432,40.3,1.417,0.0,1.47,4320.981971130458,7.68,1.739,0.0,1.96,4551.0834503994765,19.8,0.597,0.0,0.823,862.5988363660126
1731069800.8,19.8,0.899,0.0,1.61,4311.747789470066,39.1,1.222,0.032,2.21,4321.243212619904,8.32,1.117,0.0,1.77,4551.036244637037,19.8,0.512,0.0,0.955,862.6395597235255
1731069801.3,19.8,0.876,0.0,9.89,4311.95147960874,39.7,1.374,0.0,2.17,4321.306780331105,7.68,0.908,0.0,1.54,4550.989038934285,19.8,0.381,0.0,0.905,862.680284056615
1731069801.8,20.5,0.997,0.0,1.87,4312.155174619763,39.7,1.722,0.0,2.04,4321.002153052325,8.32,0.575,0.0,1.87,4550.941833291215,20.5,0.406,0.0,2.45,862.7210093651371
1731069802.3,19.9,0.937,0.0,1.84,4312.358874502445,39.7,1.486,0.016,10.0,4321.324845460197,7.67,0.642,0.0,1.67,4550.894627707832,19.9,0.58,0.0,0.858,862.7617356489566
1731069802.8,19.8,0.907,0.0,2.36,4312.562579256097,39.7,1.491,0.0,1.65,4320.971855186746,8.33,1.48,0.0,1.56,4550.847422184136,19.8,0.448,0.0,0.89,862.8024629079353
1731069803.3,19.9,0.813,0.0,1.8,4312.766288880027,40.3,1.673,0.0,2.04,4321.518945668001,7.68,0.802,0.0,9.33,4550.800216720131,19.8,0.436,0.0,0.921,862.8431911419351
1731069803.8,20.5,1.001,0.0,1.63,4312.970003373545,39.7,1.563,0.0,1.8,4321.375409723044,8.32,0.669,0.0,1.95,4550.75301131582,19.8,0.449,0.0,1.15,862.883920350821
1731069804.3,19.8,0.958,0.0,3.42,4313.173722735963,40.3,1.366,0.0,1.85,4321.432837618372,7.68,0.539,0.0,1.84,4550.705805971202,20.5,0.639,0.0,1.99,862.924650534449
1731069804.8,19.9,0.789,0.0,1.82,4313.377446966588,40.3,1.425,0.0,2.12,4321.477271624935,8.32,0.617,0.0,3.11,4550.658600686279,19.8,0.63,0.0,0.75,862.9653816926841
1731069805.3,19.8,0.872,0.0,1.81,4313.581176064732,39.7,1.433,0.0,2.06,4321.753093400143,7.68,0.624,0.0,1.97,4550.611395461053,19.8,0.568,0.0,0.886,863.0061138253883
1731069805.8,20.5,0.902,0.0,6.97,4313.784910029706,39.7,1.485,0.0,1.67,4321.295917134318,8.31,0.679,0.0,2.31,4550.5641902955285,20.5,0.718,0.0,0.881,863.0468469324235
1731069806.3,19.8,0.837,0.0,1.68,4313.98864886082,40.3,1.488,0.0,1.94,4321.174525650822,7.69,0.771,0.0,3.22,4550.516985189705,19.8,0.721,0.0,0.854,863.0875810136547
1731069806.8,19.8,1.15,0.0,1.69,4314.192392557384,40.3,1.576,0.0,9.7,4321.291118069068,8.32,0.504,0.0,1.82,4550.469780143584,19.8,0.806,0.0,0.853,863.1283160689383
1731069807.3,19.8,1.263,0.0,1.64,4314.396141118708,39.7,1.499,0.0,2.1,4322.010437703393,7.68,0.673,0.0,1.63,4550.4225751571685,19.8,0.662,0.0,1.04,863.1690520981391
1731069807.8,20.5,1.001,0.0,1.5,4314.599894544105,40.3,1.689,0.0,3.0,4322.007675694134,8.32,0.754,0.0,8.75,4550.37537023046,20.5,0.675,0.0,1.4,863.2097891011193
1731069808.3,19.8,1.011,0.0,1.86,4314.803652832884,39.7,1.316,0.0,1.77,4321.935351191234,7.68,1.076,0.0,1.67,4550.32816536346,19.8,0.925,0.0,2.37,863.2505270777411
1731069808.8,19.8,1.319,0.0,1.67,4315.007415984357,40.3,1.5,0.0,2.81,4322.177178345743,8.32,1.2,0.0,5.05,4550.280960556173,19.9,0.826,0.0,0.857,863.2912660278697
1731069809.3,19.8,1.266,0.0,1.49,4315.211183997835,39.7,1.453,0.0,1.59,4321.642513371001,7.68,0.72,0.0,1.39,4550.2337558085965,19.8,0.655,0.0,0.719,863.3320059513611
1731069809.8,19.9,1.153,0.0,1.84,4315.41495687263,40.3,1.306,0.0,1.64,4322.098653681383,8.32,0.841,0.0,2.47,4550.186551120733,19.8,0.517,0.0,0.793,863.3727468480806
1731069810.3,20.5,1.287,0.0,1.96,4315.618734608051,39.7,1.455,0.0,3.43,4321.6712423531,7.68,1.076,0.0,1.88,4550.139346492589,20.5,0.494,0.0,1.53,863.4134887178906
1731069810.8,19.9,0.905,0.0,2.31,4315.822517203413,40.3,1.487,0.0,1.7,4321.838717913992,8.32,1.047,0.0,1.53,4550.09214192416,19.8,0.501,0.0,1.35,863.454231560653
1731069811.3,19.8,0.882,0.0,2.2,4316.026304658024,39.7,1.861,0.0,5.0,4322.060358263442,7.68,1.212,0.0,3.55,4550.044937415455,19.8,0.631,0.0,2.73,863.4949753762335
1731069811.8,19.8,0.694,0.0,1.94,4316.230096971199,39.7,1.749,0.0,3.45,4322.077006491836,8.32,0.563,0.0,1.52,4549.997732966468,20.5,0.466,0.0,5.99,863.5357201644881
1731069812.3,20.5,0.754,0.0,3.28,4316.433894142247,39.7,1.159,0.0,1.88,4322.254698135618,7.68,0.891,0.0,3.09,4549.950528577207,19.8,0.873,0.0,1.08,863.5764659252822
1731069812.8,19.8,0.561,0.0,1.95,4316.637696170481,41.0,1.047,0.0,2.2,4321.949530683352,7.68,0.477,0.0,2.97,4549.903324247671,19.8,0.674,0.0,1.26,863.6172126584781
1731069813.3,19.8,1.319,0.0,1.94,4316.841503055214,39.7,1.492,0.0,1.7,4322.402256292034,8.32,1.034,0.0,1.84,4549.8561199778605,19.8,0.763,0.0,0.885,863.6579603639383
1731069813.8,19.9,0.829,0.0,1.65,4317.045314795758,39.7,1.065,0.0,2.06,4322.018940914163,8.32,1.038,0.0,2.22,4549.808915767782,20.5,0.742,0.0,0.955,863.698709041528
1731069814.3,20.5,0.635,0.0,2.2,4317.249131391423,40.3,1.033,0.0,1.83,4322.062537341681,7.68,0.544,0.0,2.41,4549.761711617433,19.8,0.686,0.0,1.04,863.7394586911038
1731069814.8,19.8,0.567,0.0,3.32,4317.452952841524,40.3,0.969,0.0,1.55,4322.223132632631,8.32,0.874,0.0,1.67,4549.714507526819,19.8,0.677,0.0,1.96,863.780209312531
1731069815.3,19.8,0.589,0.0,1.68,4317.656779145374,39.7,1.204,0.0,1.73,4322.593534383432,7.68,0.732,0.0,1.92,4549.667303495938,19.8,0.694,0.0,1.42,863.8209609056722
1731069815.8,19.9,0.8,0.0,2.63,4317.860610302282,39.7,1.397,0.0,2.99,4322.407833095256,8.32,1.207,0.0,1.49,4549.620099524794,20.5,0.842,0.0,1.78,863.8617134703899
1731069816.3,20.5,0.64,0.0,1.61,4318.064446311565,40.3,1.289,0.0,1.82,4322.762495838546,7.68,0.908,0.0,1.77,4549.57289561339,19.8,1.004,0.0,5.45,863.9024670065493
1731069816.8,19.8,0.6,0.0,1.46,4318.268287172533,40.3,1.002,0.0,1.92,4322.226160655893,8.32,0.537,0.0,2.45,4549.525691761724,19.9,0.802,0.0,0.789,863.9432215140073
1731069817.3,19.8,0.678,0.0,3.16,4318.4721328845,39.0,0.935,0.016,1.73,4322.928108641584,7.68,0.979,0.0,1.68,4549.478487969803,19.8,0.857,0.0,0.999,863.9839769926292
1731069817.8,20.5,0.617,0.0,1.64,4318.675983446778,39.7,1.089,0.0,1.42,4322.628060692916,8.32,0.492,0.0,1.94,4549.431284237624,19.8,0.606,0.0,1.01,864.0247334422777
1731069818.3,19.8,0.689,0.0,1.75,4318.879838858683,40.3,1.051,0.0,2.66,4323.030947102074,7.68,1.218,0.0,1.81,4549.384080565192,20.5,0.67,0.0,0.858,864.0654908628153
1731069818.8,19.8,0.777,0.0,3.81,4319.083699119525,40.3,1.032,0.0,1.72,4322.96777359877,8.32,0.904,0.0,1.82,4549.336876952509,19.8,0.431,0.0,1.12,864.1062492541076
1731069819.3,19.8,0.712,0.0,1.88,4319.287564228619,39.7,1.023,0.0,1.57,4322.522432179415,7.68,0.827,0.0,1.75,4549.289673399574,19.8,0.563,0.0,1.11,864.1470086160115
1731069819.8,19.8,0.956,0.0,9.8,4319.491434185279,39.7,1.278,0.0,3.3,4322.499797647302,8.32,1.133,0.0,2.03,4549.242469906391,20.5,0.44,0.0,1.69,864.1877689483923
1731069820.3,20.5,0.933,0.0,3.66,4319.695308988818,40.3,1.212,0.0,1.81,4322.608730865907,7.69,0.586,0.0,1.56,4549.1952664729615,19.8,0.452,0.0,0.775,864.228530251113
1731069820.8,19.9,0.931,0.0,2.46,4319.899188638549,39.7,1.138,0.0,9.43,4322.712723517548,8.31,1.508,0.0,1.81,4549.148063099287,19.8,0.741,0.0,1.25,864.2692925240361
1731069821.3,19.8,0.867,0.0,1.78,4320.103073133788,40.3,1.265,0.0,3.56,4322.961720576076,7.68,1.024,0.0,1.89,4549.100859785372,19.8,0.486,0.0,0.846,864.3100557670274
1731069821.8,19.9,1.066,0.0,3.43,4320.306962473847,39.7,1.36,0.0,1.73,4322.796121457666,8.32,0.72,0.0,7.4,4549.053656531214,20.5,0.487,0.0,0.962,864.3508199799437
1731069822.3,20.5,1.064,0.0,2.0,4320.510856658041,40.4,1.535,0.0,2.19,4322.679585371587,7.68,0.484,0.0,2.87,4549.006453336816,19.8,0.619,0.0,0.836,864.3915851626507
1731069822.8,19.8,1.101,0.0,2.08,4320.714755685684,40.3,1.467,0.0,2.22,4323.446202736256,8.32,0.559,0.0,1.62,4548.959250202182,19.8,0.413,0.0,1.26,864.4323513150113
1731069823.3,19.9,0.866,0.0,1.78,4320.9186595560905,39.7,1.43,0.0,1.77,4322.920248603537,7.68,1.464,0.0,1.43,4548.912047127312,19.8,0.431,0.0,0.972,864.4731184368881
1731069823.8,19.8,0.654,0.0,1.91,4321.122568268575,39.7,1.663,0.0,1.75,4323.265366020527,8.32,0.868,0.0,2.51,4548.86484411221,20.5,0.442,0.0,1.71,864.5138865281472
1731069824.3,20.5,0.838,0.0,4.21,4321.326481822451,40.3,1.671,0.0,1.89,4323.168386475744,7.68,0.697,0.0,1.56,4548.817641156876,19.8,0.447,0.0,0.842,864.5546555886453
1731069824.8,19.8,0.829,0.0,1.94,4321.530400217034,40.3,1.63,0.0,1.63,4323.493387388565,8.32,0.503,0.0,1.69,4548.770438261311,19.8,0.567,0.0,0.923,864.5954256182483
1731069825.3,19.8,0.849,0.0,1.76,4321.734323451639,39.7,1.054,0.0,4.48,4323.108155248806,7.68,0.623,0.0,2.84,4548.723235425519,19.8,0.497,0.0,0.664,864.6361966168193
1731069825.8,20.5,0.906,0.0,1.76,4321.938251525581,39.7,1.438,0.0,1.52,4323.203350335163,7.68,0.848,0.0,1.66,4548.6760326495,20.5,0.477,0.0,1.01,864.676968584221
1731069826.3,19.8,0.723,0.0,1.65,4322.142184438175,40.3,1.588,0.0,1.84,4323.382745412277,8.32,0.92,0.0,1.46,4548.628829933259,19.8,0.547,0.0,2.92,864.7177415203195
1731069826.8,19.9,0.764,0.0,2.5,4322.346122188736,40.3,1.317,0.0,3.49,4323.8472444722365,8.32,0.781,0.0,10.6,4548.581627276793,19.8,0.571,0.0,0.812,864.7585154249716
1731069827.3,19.9,0.94,0.0,1.56,4322.550064776578,39.7,1.455,0.0,1.52,4323.281764179137,7.67,0.594,0.0,2.08,4548.534424680108,19.8,0.599,0.0,0.681,864.7992902980436
1731069827.8,20.5,0.868,0.0,1.58,4322.754012201018,39.7,1.375,0.0,2.28,4323.651707035429,8.33,0.998,0.0,1.98,4548.487222143203,20.5,0.76,0.0,0.844,864.8400661393983
1731069828.3,19.8,1.076,0.0,2.91,4322.957964461371,40.3,1.5,0.0,2.01,4323.588688062018,7.68,1.256,0.0,3.67,4548.440019666083,19.8,0.661,0.0,0.708,864.8808429488989
1731069828.8,19.8,1.157,0.0,1.51,4323.161921556953,40.3,1.658,0.0,2.12,4323.749947574026,8.32,1.159,0.0,1.66,4548.392817248748,19.8,0.747,0.0,1.02,864.9216207264112
1731069829.3,19.8,1.201,0.0,8.89,4323.365883487078,39.1,1.213,0.0,4.1,4323.609957660012,7.68,1.047,0.0,1.71,4548.345614891199,19.8,0.723,0.0,1.12,864.9623994717927
1731069829.8,19.9,1.157,0.0,3.2,4323.569850251063,40.9,1.318,0.0,2.9,4323.755086126952,7.68,0.826,0.0,1.71,4548.29841259344,20.5,0.706,0.0,1.67,865.0031791849091
1731069830.3,20.5,1.255,0.0,1.84,4323.7738218482245,39.7,1.274,0.0,3.15,4323.735371499039,8.32,0.875,0.0,1.74,4548.25121035547,19.8,0.707,0.0,1.06,865.0439598656238
1731069830.8,19.8,1.432,0.0,2.24,4323.977798277878,40.3,1.294,0.0,1.93,4324.16240416818,8.32,0.847,0.0,1.68,4548.204008177293,19.8,0.658,0.0,0.888,865.0847415137999
1731069831.3,19.8,1.087,0.0,3.28,4324.181779539338,39.7,1.644,0.0,2.11,4323.880763079114,7.67,0.963,0.0,8.53,4548.1568060589125,19.8,0.524,0.0,0.878,865.1255241293035
1731069831.8,20.5,1.385,0.0,1.56,4324.385765631924,39.7,1.589,0.0,4.39,4323.8127031877975,8.32,0.886,0.0,1.73,4548.109604000327,20.5,0.469,0.0,0.8,865.1663077119919
1731069832.3,19.2,0.684,0.0,2.05,4324.589756554949,40.3,1.323,0.0,1.83,4324.383166593769,7.68,0.434,0.0,2.85,4548.0624020015375,19.8,0.587,0.0,0.819,865.2070922617313
1731069832.8,20.5,0.717,0.0,2.07,4324.793752307733,40.3,1.843,0.0,2.69,4323.79418315096,8.32,0.724,0.0,2.33,4548.01520006255,19.9,0.52,0.0,0.914,865.2478777783849
1731069833.3,19.8,0.702,0.0,1.72,4324.99775288959,39.6,1.68,0.0,1.75,4324.011611214421,7.68,0.692,0.0,1.62,4547.967998183364,19.8,0.62,0.0,0.941,865.2886642618162
1731069833.8,19.9,0.613,0.0,6.28,4325.201758299837,39.8,1.234,0.0,1.95,4323.831455464042,8.32,0.953,0.0,1.89,4547.920796363983,20.5,0.581,0.0,0.722,865.3294517118911
1731069834.3,20.5,0.737,0.0,1.75,4325.405768537791,40.4,1.485,0.0,3.73,4324.237993719893,7.68,1.146,0.0,2.28,4547.873594604406,19.8,0.747,0.0,0.663,865.3702401284672
1731069834.8,19.8,0.565,0.0,1.71,4325.609783602769,40.3,1.217,0.0,8.87,4324.407318359864,8.32,0.52,0.0,2.075,4547.826392904637,19.9,0.725,0.0,0.846,865.4110295114108
1731069835.3,19.8,0.519,0.0,1.7,4325.813803494089,38.4,0.785,0.032,2.17,4324.297240983255,7.68,0.862,0.0,1.87,4547.779191264677,19.8,0.73,0.0,1.04,865.4518198605853
1731069835.8,20.5,0.735,0.0,1.72,4326.017828211067,39.7,1.217,0.0,3.41,4324.243094533748,8.32,0.522,0.0,1.87,4547.731989684527,20.5,0.616,0.0,1.01,865.4926111758539
1731069836.3,19.8,0.648,0.0,1.99,4326.221857753021,40.3,1.114,0.0,1.75,4324.484137436936,7.68,1.122,0.0,2.83,4547.684788164193,19.8,0.721,0.0,8.73,865.5334034570833
1731069836.8,19.8,0.729,0.0,1.92,4326.425892119268,40.4,1.051,0.0,1.96,4324.231681470514,8.32,1.345,0.0,1.62,4547.637586703672,19.8,0.793,0.0,0.919,865.5741967041307
1731069837.3,19.8,0.768,0.0,1.5,4326.629931309125,39.6,1.201,0.0,4.12,4324.92841311432,7.68,0.716,0.0,3.19,4547.590385302969,19.8,0.766,0.0,0.873,865.6149909168626
1731069837.8,19.8,0.818,0.0,3.43,4326.83397532191,39.7,1.121,0.0,1.59,4324.437101344737,8.32,1.273,0.0,3.47,4547.543183962083,20.5,0.775,0.0,2.46,865.6557860951424
1731069838.3,20.5,0.717,0.0,4.76,4327.038024156941,40.3,1.02,0.0,2.01,4324.707801919973,7.68,0.661,0.0,1.93,4547.495982681017,19.8,0.788,0.0,1.13,865.6965822388338
1731069838.8,19.9,0.772,0.0,1.86,4327.242077813535,40.3,1.122,0.0,1.64,4324.50543570295,8.32,1.217,0.0,2.61,4547.448781459777,19.8,0.933,0.0,1.72,865.7373793478032
1731069839.3,19.8,0.75,0.0,3.52,4327.446136291012,39.7,1.328,0.0,9.25,4325.003732961545,7.68,0.87,0.0,3.15,4547.401580298358,19.8,0.742,0.0,0.851,865.7781774219081
1731069839.8,20.5,0.78,0.0,1.44,4327.650199588687,39.7,1.035,0.0,1.78,4324.825663671408,8.32,0.797,0.0,1.66,4547.354379196766,19.8,0.419,0.0,0.774,865.8189764610152
1731069840.3,19.8,1.018,0.0,1.93,4327.85426770588,40.3,1.353,0.0,1.52,4325.148239666848,7.68,1.139,0.0,2.25,4547.307178155001,20.5,0.495,0.0,0.839,865.8597764649879
1731069840.8,19.9,0.763,0.0,1.86,4328.05834064191,40.4,1.384,0.0,4.52,4325.049520524466,8.32,0.62,0.0,3.03,4547.259977173066,19.8,0.363,0.0,2.4,865.9005774336902
1731069841.3,19.8,0.946,0.0,2.08,4328.262418396093,39.7,1.587,0.0,2.33,4325.136346154338,7.68,1.327,0.0,1.84,4547.212776250964,19.8,0.406,0.0,2.29,865.9413793669881
1731069841.8,20.5,0.895,0.0,1.74,4328.46650096775,39.6,1.201,0.0,1.89,4325.358251208375,8.32,0.82,0.0,3.65,4547.165575388695,19.9,0.531,0.0,3.54,865.9821822647398
1731069842.3,19.8,0.823,0.0,1.55,4328.670588356199,40.3,1.565,0.0,3.72,4325.2571581684015,7.68,0.671,0.0,1.84,4547.118374586261,20.5,0.479,0.0,1.75,866.0229861268118
1731069842.8,19.8,1.144,0.0,2.55,4328.874680560757,40.3,1.391,0.0,1.6,4324.716172302707,7.68,0.518,0.0,2.13,4547.071173843664,19.8,0.521,0.0,1.4,866.0637909530677
1731069843.3,19.8,1.136,0.0,7.18,4329.078777580746,39.7,1.575,0.0,1.75,4325.306073646695,8.32,0.546,0.0,1.89,4547.023973160906,19.8,0.508,0.0,4.27,866.1045967433714
1731069843.8,20.5,1.121,0.0,1.82,4329.282879415481,39.7,1.424,0.0,5.68,4325.228334364825,8.32,1.328,0.0,1.8,4546.976772537991,19.9,0.431,0.0,0.976,866.1454034975894
1731069844.3,19.8,1.203,0.0,2.51,4329.486986064284,40.3,1.509,0.0,19.7,4325.287243639653,7.68,1.726,0.0,3.21,4546.929571974917,20.5,0.867,0.0,0.853,866.1862112155798
1731069844.8,19.9,1.064,0.0,1.83,4329.691097526474,40.3,1.705,0.0,1.9,4325.062485780175,8.32,1.013,0.0,1.9,4546.882371471687,19.8,0.547,0.0,0.916,866.2270198972092
1731069845.3,19.8,0.9,0.0,1.65,4329.895213801368,39.7,1.593,0.0,2.02,4325.47018497981,7.68,0.673,0.0,1.77,4546.835171028305,19.8,0.484,0.0,1.14,866.2678295423414
