Time,F2_X,F2_Y,F2_Z
1731071778.01,7300.0,10700.0,0.0
1731071778.51,7300.1,10700.15,0.0
1731071779.01,7300.2,10700.3,0.0
1731071779.51,7300.3,10700.45,0.0
1731071780.01,7300.4,10700.6,0.0
1731071780.51,7300.5,10700.75,0.0
1731071781.01,7300.6,10700.9,0.0
1731071781.52,7300.7,10701.05,0.0
1731071782.01,7300.8,10701.2,0.0
1731071782.51,7300.9,10701.35,0.0
1731071783.01,7301.0,10701.5,0.0
1731071783.51,7301.1,10701.65,0.0
1731071784.02,7301.2,10701.8,0.0
1731071784.52,7301.3,10701.95,0.0
1731071785.02,7301.4,10702.1,0.0
1731071785.52,7301.5,10702.25,0.0
1731071786.02,7301.6,10702.4,0.0
1731071786.52,7301.7,10702.55,0.0
1731071787.02,7301.8,10702.7,0.0
1731071787.52,7301.9,10702.85,0.0
1731071788.02,7302.0,10703.0,0.0
1731071788.52,7302.1,10703.15,0.0
1731071789.02,7302.2,10703.3,0.0
1731071789.52,7302.3,10703.45,0.0
1731071790.02,7302.4,10703.6,0.0
1731071790.52,7302.5,10703.75,0.0
1731071791.02,7302.6,10703.9,0.0
1731071791.52,7302.7,10704.05,0.0
1731071792.02,7302.8,10704.2,0.0
1731071792.52,7302.9,10704.35,0.0
1731071793.02,7303.0,10704.5,0.0
1731071793.52,7303.1,10704.65,0.0
1731071794.02,7303.2,10704.8,0.0
1731071794.52,7303.3,10704.95,0.0
1731071795.02,7303.4,10705.1,0.0
1731071795.53,7303.5,10705.25,0.0
1731071796.03,7303.6,10705.4,0.0
1731071796.53,7303.7,10705.55,0.0
1731071797.03,7303.8,10705.7,0.0
1731071797.53,7303.9,10705.85,0.0
1731071798.03,7304.0,10706.0,0.0
1731071798.53,7304.1,10706.15,0.0
1731071799.03,7304.2,10706.3,0.0
1731071799.53,7304.3,10706.45,0.0
1731071800.03,7304.4,10706.6,0.0
1731071800.53,7304.5,10706.75,0.0
1731071801.03,7304.6,10706.9,0.0
1731071801.53,7304.7,10707.05,0.0
1731071802.03,7304.8,10707.2,0.0
1731071802.53,7304.9,10707.35,0.0
1731071803.03,7305.0,10707.5,0.0
1731071803.53,7305.1,10707.65,0.0
1731071804.03,7305.2,10707.8,0.0
1731071804.53,7305.3,10707.95,0.0
1731071805.03,7305.4,10708.1,0.0
1731071805.53,7305.5,10708.25,0.0
1731071806.03,7305.6,10708.4,0.0
1731071806.53,7305.7,10708.55,0.0
1731071807.04,7305.8,10708.7,0.0
1731071807.54,7305.9,10708.85,0.0
1731071808.04,7306.0,10709.0,0.0
1731071808.54,7306.1,10709.15,0.0
1731071809.04,7306.2,10709.3,0.0
1731071809.54,7306.3,10709.45,0.0
1731071810.04,7306.4,10709.6,0.0
1731071810.54,7306.5,10709.75,0.0
1731071811.04,7306.6,10709.9,0.0
1731071811.54,7306.7,10710.05,0.0
1731071812.04,7306.8,10710.2,0.0
1731071812.54,7306.9,10710.35,0.0
1731071813.04,7307.0,10710.5,0.0
1731071813.54,7307.1,10710.65,0.0
1731071814.04,7307.2,10710.8,0.0
1731071814.54,7307.3,10710.95,0.0
1731071815.04,7307.4,10711.1,0.0
1731071815.54,7307.5,10711.25,0.0
1731071816.04,7307.6,10711.4,0.0
1731071816.54,7307.7,10711.55,0.0
1731071817.05,7307.8,10711.7,0.0
1731071817.55,7307.9,10711.85,0.0
1731071818.05,7308.0,10712.0,0.0
1731071818.55,7308.1,10712.15,0.0
1731071819.05,7308.2,10712.3,0.0
1731071819.55,7308.3,10712.45,0.0
1731071820.05,7308.4,10712.6,0.0
1731071820.55,7308.5,10712.75,0.0
1731071821.05,7308.6,10712.9,0.0
1731071821.55,7308.7,10713.05,0.0
1731071822.05,7308.8,10713.2,0.0
1731071822.55,7308.9,10713.35,0.0
1731071823.05,7309.0,10713.5,0.0
1731071823.55,7309.1,10713.65,0.0
1731071824.05,7309.2,10713.8,0.0
1731071824.55,7309.3,10713.95,0.0
1731071825.05,7309.4,10714.1,0.0
1731071825.55,7309.5,10714.25,0.0
1731071826.05,7309.6,10714.4,0.0
1731071826.56,7309.7,10714.55,0.0
1731071827.05,7309.8,10714.7,0.0
1731071827.56,7309.9,10714.85,0.0
1731071828.06,7310.0,10715.0,0.0
1731071828.56,7310.1,10715.15,0.0
1731071829.06,7310.2,10715.3,0.0
1731071829.56,7310.3,10715.45,0.0
1731071830.06,7310.4,10715.6,0.0
1731071830.56,7310.5,10715.75,0.0
1731071831.06,7310.6,10715.9,0.0
1731071831.56,7310.7,10716.05,0.0
1731071832.06,7310.8,10716.2,0.0
1731071832.56,7310.9,10716.35,0.0
1731071833.06,7311.0,10716.5,0.0
1731071833.56,7311.1,10716.65,0.0
1731071834.06,7311.2,10716.8,0.0
1731071834.56,7311.3,10716.95,0.0
1731071835.06,7311.4,10717.1,0.0
1731071835.56,7311.5,10717.25,0.0
1731071836.06,7311.6,10717.4,0.0
1731071836.56,7311.7,10717.55,0.0
1731071837.06,7311.8,10717.7,0.0
1731071837.57,7311.9,10717.85,0.0
1731071838.07,7312.0,10718.0,0.0
1731071838.57,7312.1,10718.15,0.0
1731071839.07,7312.2,10718.3,0.0
1731071839.57,7312.3,10718.45,0.0
1731071840.07,7312.4,10718.6,0.0
1731071840.57,7312.5,10718.75,0.0
1731071841.07,7312.6,10718.9,0.0
