Time,Bitrate,Jitter,Datagrams,Delay,F2_X,F2_Y,F2_Z,F1_X,F1_Y,F1_Z,Distance
1731067774.96,19.8,0.469,0.0,0.894,6500.8,9501.2,0.0,7001.3,9000.8,0.0,707.7431808219712
1731067775.46,19.8,0.41,0.0,0.795,6500.9,9501.35,0.0,7001.4,9000.9,0.0,707.7785335117198
1731067775.96,20.5,0.497,0.0,2.23,6501.0,9501.5,0.0,7001.5,9001.0,0.0,707.8138879677341
1731067776.46,19.8,0.69,0.0,0.739,6501.1,9501.65,0.0,7001.6,9001.1,0.0,707.8492441897492
1731067776.96,19.8,0.476,0.0,1.29,6501.2,9501.8,0.0,7001.7,9001.2,0.0,707.8846021775008
1731067777.46,19.8,0.543,0.0,0.937,6501.3,9501.95,0.0,7001.8,9001.3,0.0,707.9199619307267
1731067777.96,20.5,0.596,0.0,1.22,6501.4,9502.1,0.0,7001.9,9001.4,0.0,707.9553234491572
1731067778.46,19.8,0.588,0.0,1.03,6501.5,9502.25,0.0,7002.0,9001.5,0.0,707.9906867325304
1731067778.96,19.8,0.579,0.0,0.942,6501.6,9502.4,0.0,7002.1,9001.6,0.0,708.026051780582
1731067779.46,19.8,0.606,0.0,0.971,6501.7,9502.55,0.0,7002.2,9001.7,0.0,708.0614185930473
1731067779.96,19.8,0.438,0.0,6.16,6501.8,9502.7,0.0,7002.3,9001.8,0.0,708.0967871696647
1731067780.46,20.5,0.496,0.0,0.741,6501.9,9502.85,0.0,7002.4,9001.9,0.0,708.1321575101647
1731067780.96,19.8,0.467,0.0,4.32,6502.0,9503.0,0.0,7002.5,9002.0,0.0,708.1675296142855
1731067781.46,19.8,0.458,0.0,0.839,6502.1,9503.15,0.0,7002.6,9002.1,0.0,708.202903481763
1731067781.96,20.5,0.43,0.0,4.01,6502.2,9503.3,0.0,7002.7,9002.2,0.0,708.2382791123327
1731067782.46,19.9,0.566,0.0,0.977,6502.3,9503.45,0.0,7002.8,9002.3,0.0,708.2736565057332
1731067782.96,19.8,0.487,0.0,0.808,6502.4,9503.6,0.0,7002.9,9002.4,0.0,708.3090356616954
1731067783.46,19.8,0.463,0.0,1.5,6502.5,9503.75,0.0,7003.0,9002.5,0.0,708.3444165799573
1731067783.96,20.5,0.602,0.0,0.791,6502.6,9503.9,0.0,7003.1,9002.6,0.0,708.379799260255
1731067784.46,19.9,0.536,0.0,1.34,6502.7,9504.05,0.0,7003.2,9002.7,0.0,708.4151837023247
1731067784.96,19.8,0.555,0.0,0.893,6502.8,9504.2,0.0,7003.3,9002.8,0.0,708.4505699059049
1731067785.46,19.8,0.614,0.0,1.3,6502.9,9504.35,0.0,7003.4,9002.9,0.0,708.4859578707265
1731067785.96,20.5,0.614,0.0,0.831,6503.0,9504.5,0.0,7003.5,9003.0,0.0,708.521347596528
1731067786.46,19.8,0.644,0.0,0.956,6503.1,9504.65,0.0,7003.6,9003.1,0.0,708.5567390830457
1731067786.96,19.8,0.672,0.0,1.08,6503.2,9504.8,0.0,7003.7,9003.2,0.0,708.5921323300157
1731067787.46,19.8,0.77,0.0,1.03,6503.3,9504.95,0.0,7003.8,9003.3,0.0,708.627527337177
1731067787.96,19.9,0.652,0.0,0.808,6503.4,9505.1,0.0,7003.9,9003.4,0.0,708.6629241042604
1731067788.46,20.5,0.485,0.0,1.12,6503.5,9505.25,0.0,7004.0,9003.5,0.0,708.698322631005
1731067788.96,19.8,0.225,0.0,0.745,6503.6,9505.4,0.0,7004.1,9003.6,0.0,708.733722917147
1731067789.46,19.8,0.296,0.0,1.65,6503.7,9505.55,0.0,7004.2,9003.7,0.0,708.7691249624228
1731067789.96,20.5,0.414,0.0,1.13,6503.8,9505.7,0.0,7004.3,9003.8,0.0,708.8045287665715
1731067790.46,19.8,0.414,0.0,1.12,6503.9,9505.85,0.0,7004.4,9003.9,0.0,708.8399343293243
1731067790.96,19.8,0.32,0.0,1.33,6504.0,9506.0,0.0,7004.5,9004.0,0.0,708.8753416504202
1731067791.46,19.8,0.47,0.0,0.861,6504.1,9506.15,0.0,7004.6,9004.1,0.0,708.9107507295959
1731067791.96,20.5,0.549,0.0,1.44,6504.2,9506.3,0.0,7004.7,9004.2,0.0,708.9461615665879
1731067792.46,19.8,0.365,0.0,6.15,6504.3,9506.45,0.0,7004.8,9004.3,0.0,708.9815741611353
1731067792.96,19.8,0.39,0.0,1.3,6504.4,9506.6,0.0,7004.9,9004.4,0.0,709.0169885129698
1731067793.46,19.8,0.332,0.0,1.1,6504.5,9506.75,0.0,7005.0,9004.5,0.0,709.0524046218304
1731067793.96,20.5,0.458,0.0,0.928,6504.6,9506.9,0.0,7005.1,9004.6,0.0,709.0878224874541
1731067794.46,19.8,0.351,0.0,0.857,6504.7,9507.05,0.0,7005.2,9004.7,0.0,709.1232421095775
1731067794.96,19.8,0.389,0.0,1.3,6504.8,9507.2,0.0,7005.3,9004.8,0.0,709.1586634879401
1731067795.46,19.8,0.44,0.0,0.832,6504.9,9507.35,0.0,7005.4,9004.9,0.0,709.1940866222735
1731067795.96,20.5,0.408,0.0,1.42,6505.0,9507.5,0.0,7005.5,9005.0,0.0,709.2295115123171
1731067796.46,19.8,0.425,0.0,0.752,6505.1,9507.65,0.0,7005.6,9005.1,0.0,709.264938157808
1731067796.96,19.8,0.548,0.0,1.12,6505.2,9507.8,0.0,7005.7,9005.2,0.0,709.3003665584831
1731067797.46,19.8,0.425,0.0,0.981,6505.3,9507.95,0.0,7005.8,9005.3,0.0,709.335796714082
1731067797.96,20.5,0.435,0.0,1.06,6505.4,9508.1,0.0,7005.9,9005.4,0.0,709.3712286243365
1731067798.46,19.8,0.417,0.0,0.8,6505.5,9508.25,0.0,7006.0,9005.5,0.0,709.4066622889864
1731067798.96,19.8,0.523,0.0,1.58,6505.6,9508.4,0.0,7006.1,9005.6,0.0,709.4420977077688
1731067799.46,19.8,0.486,0.0,2.6,6505.7,9508.55,0.0,7006.2,9005.7,0.0,709.4775348804206
1731067799.96,20.5,0.596,0.0,1.04,6505.8,9508.7,0.0,7006.3,9005.8,0.0,709.512973806682
1731067800.46,19.8,0.511,0.0,0.821,6505.9,9508.85,0.0,7006.4,9005.9,0.0,709.5484144862849
1731067800.96,19.8,0.454,0.0,1.9,6506.0,9509.0,0.0,7006.5,9006.0,0.0,709.5838569189691
1731067801.46,19.8,0.438,0.0,0.875,6506.1,9509.15,0.0,7006.6,9006.1,0.0,709.619301104472
1731067801.96,20.5,0.477,0.0,0.778,6506.2,9509.3,0.0,7006.7,9006.2,0.0,709.6547470425309
1731067802.46,19.8,0.372,0.0,1.24,6506.3,9509.45,0.0,7006.8,9006.3,0.0,709.6901947328859
1731067802.96,19.8,0.483,0.0,0.895,6506.4,9509.6,0.0,7006.9,9006.4,0.0,709.725644175269
1731067803.46,19.8,0.533,0.0,1.1,6506.5,9509.75,0.0,7007.0,9006.5,0.0,709.7610953694208
1731067803.96,20.5,0.508,0.0,0.958,6506.6,9509.9,0.0,7007.1,9006.6,0.0,709.7965483150783
1731067804.46,19.8,0.488,0.0,1.97,6506.7,9510.05,0.0,7007.2,9006.7,0.0,709.8320030119793
1731067804.96,19.8,0.485,0.0,0.8,6506.8,9510.2,0.0,7007.3,9006.8,0.0,709.8674594598639
1731067805.46,19.8,0.57,0.0,1.51,6506.9,9510.35,0.0,7007.4,9006.9,0.0,709.9029176584646
1731067805.96,20.5,0.53,0.0,0.764,6507.0,9510.5,0.0,7007.5,9007.0,0.0,709.9383776075216
1731067806.46,19.8,0.632,0.0,1.44,6507.1,9510.65,0.0,7007.6,9007.1,0.0,709.9738393067728
1731067806.96,19.8,0.674,0.0,0.924,6507.2,9510.8,0.0,7007.7,9007.2,0.0,710.0093027559558
1731067807.46,19.9,0.655,0.0,8.18,6507.3,9510.95,0.0,7007.8,9007.3,0.0,710.044767954811
1731067807.96,20.5,0.628,0.0,1.01,6507.4,9511.1,0.0,7007.9,9007.4,0.0,710.0802349030712
1731067808.46,19.8,0.709,0.0,0.971,6507.5,9511.25,0.0,7008.0,9007.5,0.0,710.1157036004766
1731067808.96,19.8,0.733,0.0,0.858,6507.6,9511.4,0.0,7008.1,9007.6,0.0,710.1511740467654
1731067809.46,19.8,0.48,0.0,1.1,6507.7,9511.55,0.0,7008.2,9007.7,0.0,710.1866462416754
1731067809.96,19.8,0.272,0.0,0.921,6507.8,9511.7,0.0,7008.3,9007.8,0.0,710.2221201849471
1731067810.46,20.5,0.199,0.0,1.15,6507.9,9511.85,0.0,7008.4,9007.9,0.0,710.2575958763135
1731067810.96,19.8,0.377,0.0,0.87,6508.0,9512.0,0.0,7008.5,9008.0,0.0,710.2930733155154
1731067811.46,19.8,0.493,0.0,1.27,6508.1,9512.15,0.0,7008.6,9008.1,0.0,710.3285525022904
1731067811.96,20.5,0.323,0.0,1.12,6508.2,9512.3,0.0,7008.7,9008.2,0.0,710.3640334363773
1731067812.46,19.9,0.425,0.0,1.23,6508.3,9512.45,0.0,7008.8,9008.3,0.0,710.3995161175164
1731067812.96,19.8,0.435,0.0,0.978,6508.4,9512.6,0.0,7008.9,9008.4,0.0,710.435000545441
1731067813.46,19.8,0.302,0.0,0.802,6508.5,9512.75,0.0,7009.0,9008.5,0.0,710.4704867198918
1731067813.96,20.5,0.417,0.0,1.25,6508.6,9512.9,0.0,7009.1,9008.6,0.0,710.5059746406073
1731067814.46,19.8,0.416,0.0,1.17,6508.7,9513.05,0.0,7009.2,9008.7,0.0,710.5414643073257
1731067814.96,19.8,0.314,0.0,1.85,6508.8,9513.2,0.0,7009.3,9008.8,0.0,710.576955719788
1731067815.46,19.8,0.331,0.0,1.05,6508.9,9513.35,0.0,7009.4,9008.9,0.0,710.6124488777274
1731067815.96,20.5,0.447,0.0,0.832,6509.0,9513.5,0.0,7009.5,9009.0,0.0,710.647943780885
1731067816.46,19.8,0.489,0.0,1.05,6509.1,9513.65,0.0,7009.6,9009.1,0.0,710.6834404289995
1731067816.96,19.8,0.381,0.0,0.85,6509.2,9513.8,0.0,7009.7,9009.2,0.0,710.7189388218092
1731067817.46,19.8,0.372,0.0,1.3,6509.3,9513.95,0.0,7009.8,9009.3,0.0,710.7544389590553
1731067817.96,20.5,0.573,0.0,1.11,6509.4,9514.1,0.0,7009.9,9009.4,0.0,710.7899408404713
1731067818.46,19.8,0.442,0.0,1.01,6509.5,9514.25,0.0,7010.0,9009.5,0.0,710.8254444657985
1731067818.96,19.8,0.402,0.0,0.728,6509.6,9514.4,0.0,7010.1,9009.6,0.0,710.8609498347755
1731067819.46,19.8,0.607,0.0,1.11,6509.7,9514.55,0.0,7010.2,9009.7,0.0,710.8964569471411
1731067819.96,20.5,0.542,0.0,0.838,6509.8,9514.7,0.0,7010.3,9009.8,0.0,710.9319658026368
1731067820.46,19.8,0.529,0.0,1.23,6509.9,9514.85,0.0,7010.4,9009.9,0.0,710.967476400996
1731067820.96,19.8,0.516,0.0,1.13,6510.0,9515.0,0.0,7010.5,9010.0,0.0,711.0029887419602
1731067821.46,19.8,0.591,0.0,0.903,6510.1,9515.15,0.0,7010.6,9010.1,0.0,711.0385028252684
1731067821.96,20.5,0.624,0.0,6.48,6510.2,9515.3,0.0,7010.7,9010.2,0.0,711.0740186506596
1731067822.46,19.8,0.511,0.0,0.855,6510.3,9515.45,0.0,7010.8,9010.3,0.0,711.1095362178752
1731067822.96,19.8,0.481,0.0,4.15,6510.4,9515.6,0.0,7010.9,9010.4,0.0,711.145055526649
1731067823.46,19.8,0.484,0.0,0.77,6510.5,9515.75,0.0,7011.0,9010.5,0.0,711.1805765767228
1731067823.96,19.8,0.445,0.0,4.15,6510.6,9515.9,0.0,7011.1,9010.6,0.0,711.2160993678358
1731067824.46,20.5,0.53,0.0,0.989,6510.7,9516.05,0.0,7011.2,9010.7,0.0,711.2516238997268
1731067824.96,19.8,0.474,0.0,2.94,6510.8,9516.2,0.0,7011.3,9010.8,0.0,711.2871501721379
1731067825.46,19.8,0.578,0.0,0.838,6510.9,9516.35,0.0,7011.4,9010.9,0.0,711.322678184803
1731067825.96,20.5,0.659,0.0,1.33,6511.0,9516.5,0.0,7011.5,9011.0,0.0,711.3582079374638
1731067826.46,19.8,0.515,0.0,1.48,6511.1,9516.65,0.0,7011.6,9011.1,0.0,711.3937394298598
1731067826.96,19.8,0.507,0.0,1.41,6511.2,9516.8,0.0,7011.7,9011.2,0.0,711.4292726617302
1731067827.46,19.8,0.692,0.0,1.21,6511.3,9516.95,0.0,7011.8,9011.3,0.0,711.4648076328172
1731067827.96,20.5,0.58,0.0,1.08,6511.4,9517.1,0.0,7011.9,9011.4,0.0,711.5003443428546
1731067828.46,19.8,0.632,0.0,1.49,6511.5,9517.25,0.0,7012.0,9011.5,0.0,711.5358827915849
1731067828.96,19.8,0.655,0.0,3.53,6511.6,9517.4,0.0,7012.1,9011.6,0.0,711.5714229787473
1731067829.46,19.8,0.744,0.0,0.801,6511.7,9517.55,0.0,7012.2,9011.7,0.0,711.6069649040813
1731067829.96,20.5,0.661,0.0,1.44,6511.8,9517.7,0.0,7012.3,9011.8,0.0,711.6425085673294
1731067830.46,19.8,0.744,0.0,6.38,6511.9,9517.85,0.0,7012.4,9011.9,0.0,711.6780539682256
1731067830.96,19.8,0.605,0.0,1.27,6512.0,9518.0,0.0,7012.5,9012.0,0.0,711.7136011065126
1731067831.46,19.8,0.278,0.0,0.886,6512.1,9518.15,0.0,7012.6,9012.1,0.0,711.7491499819296
1731067831.96,20.5,0.271,0.0,1.31,6512.2,9518.3,0.0,7012.7,9012.2,0.0,711.7847005942166
1731067832.46,19.8,0.268,0.0,0.782,6512.3,9518.45,0.0,7012.8,9012.3,0.0,711.8202529431159
1731067832.96,19.8,0.269,0.0,1.026,6512.4,9518.6,0.0,7012.9,9012.4,0.0,711.8558070283622
1731067833.46,19.8,0.232,0.0,1.27,6512.5,9518.75,0.0,7013.0,9012.5,0.0,711.8913628496978
1731067833.96,20.5,0.35,0.0,0.948,6512.6,9518.9,0.0,7013.1,9012.6,0.0,711.9269204068626
1731067834.46,19.8,0.359,0.0,0.865,6512.7,9519.05,0.0,7013.2,9012.7,0.0,711.9624796995965
1731067834.96,19.9,0.281,0.0,1.37,6512.8,9519.2,0.0,7013.3,9012.8,0.0,711.9980407276423
1731067835.46,19.8,0.306,0.0,0.729,6512.9,9519.35,0.0,7013.4,9012.9,0.0,712.0336034907347
1731067835.96,20.5,0.521,0.0,1.14,6513.0,9519.5,0.0,7013.5,9013.0,0.0,712.0691679886161
1731067836.46,19.8,0.397,0.0,0.846,6513.1,9519.65,0.0,7013.6,9013.1,0.0,712.1047342210269
1731067836.96,19.8,0.357,0.0,1.67,6513.2,9519.8,0.0,7013.7,9013.2,0.0,712.1403021877069
1731067837.46,19.9,0.427,0.0,0.91,6513.3,9519.95,0.0,7013.8,9013.3,0.0,712.1758718883991
1731067837.96,20.5,0.374,0.0,1.41,6513.4,9520.1,0.0,7013.9,9013.4,0.0,712.2114433228385
1731067838.46,19.8,0.408,0.0,0.901,6513.5,9520.25,0.0,7014.0,9013.5,0.0,712.2470164907678
1731067838.96,19.8,0.534,0.0,4.14,6513.6,9520.4,0.0,7014.1,9013.6,0.0,712.2825913919273
1731067839.46,19.8,0.447,0.0,1.1,6513.7,9520.55,0.0,7014.2,9013.7,0.0,712.3181680260574
1731067839.96,19.9,0.502,0.0,0.811,6513.8,9520.7,0.0,7014.3,9013.8,0.0,712.353746392901
1731067840.46,20.5,0.585,0.0,1.52,6513.9,9520.85,0.0,7014.4,9013.9,0.0,712.3893264921933
1731067840.96,19.9,0.738,0.0,0.811,6514.0,9521.0,0.0,7014.5,9014.0,0.0,712.4249083236773
1731067841.46,19.8,0.812,0.0,1.58,6514.1,9521.15,0.0,7014.6,9014.1,0.0,712.4604918870936
1731067841.96,20.5,0.564,0.0,0.803,6514.2,9521.3,0.0,7014.7,9014.2,0.0,712.4960771821825
1731067842.46,19.8,0.542,0.0,1.11,6514.3,9521.45,0.0,7014.8,9014.3,0.0,712.5316642086873
1731067842.96,19.8,0.747,0.0,1.16,6514.4,9521.6,0.0,7014.9,9014.4,0.0,712.5672529663433
1731067843.46,19.8,0.58,0.0,0.959,6514.5,9521.75,0.0,7015.0,9014.5,0.0,712.6028434548939
1731067843.96,19.8,0.386,0.0,1.11,6514.6,9521.9,0.0,7015.1,9014.6,0.0,712.6384356740796
1731067844.46,20.5,0.629,0.0,0.885,6514.7,9522.05,0.0,7015.2,9014.7,0.0,712.6740296236412
1731067844.96,19.8,0.422,0.0,1.32,6514.8,9522.2,0.0,7015.3,9014.8,0.0,712.7096253033219
1731067845.46,19.8,0.536,0.0,0.825,6514.9,9522.35,0.0,7015.4,9014.9,0.0,712.7452227128574
1731067845.96,20.5,0.63,0.0,1.54,6515.0,9522.5,0.0,7015.5,9015.0,0.0,712.7808218519912
1731067846.46,19.8,0.559,0.0,0.774,6515.1,9522.65,0.0,7015.6,9015.1,0.0,712.8164227204641
1731067846.96,19.8,0.446,0.0,1.1,6515.2,9522.8,0.0,7015.7,9015.2,0.0,712.8520253180168
1731067847.46,19.8,0.492,0.0,0.867,6515.3,9522.95,0.0,7015.8,9015.3,0.0,712.8876296443932
1731067847.96,20.5,0.59,0.0,0.855,6515.4,9523.1,0.0,7015.9,9015.4,0.0,712.9232356993288
1731067848.46,19.8,0.569,0.0,1.1,6515.5,9523.25,0.0,7016.0,9015.5,0.0,712.9588434825673
1731067848.96,19.8,0.652,0.0,1.0,6515.6,9523.4,0.0,7016.1,9015.6,0.0,712.9944529938499
1731067849.46,19.8,0.652,0.0,7.81,6515.7,9523.55,0.0,7016.2,9015.7,0.0,713.0300642329175
1731067849.96,20.5,0.667,0.0,1.09,6515.8,9523.7,0.0,7016.3,9015.8,0.0,713.065677199514
1731067850.46,19.8,0.625,0.0,0.778,6515.9,9523.85,0.0,7016.4,9015.9,0.0,713.1012918933752
1731067850.96,19.9,0.629,0.0,1.46,6516.0,9524.0,0.0,7016.5,9016.0,0.0,713.136908314245
1731067851.46,19.8,0.759,0.0,0.831,6516.1,9524.15,0.0,7016.6,9016.1,0.0,713.1725264618648
1731067851.96,20.5,0.724,0.0,1.29,6516.2,9524.3,0.0,7016.7,9016.2,0.0,713.2081463359757
1731067852.46,19.9,0.568,0.0,0.898,6516.3,9524.45,0.0,7016.8,9016.3,0.0,713.2437679363217
1731067852.96,19.8,0.26,0.0,1.15,6516.4,9524.6,0.0,7016.9,9016.4,0.0,713.2793912626389
1731067853.46,19.8,0.255,0.0,0.922,6516.5,9524.75,0.0,7017.0,9016.5,0.0,713.3150163146714
1731067853.96,19.9,0.247,0.0,0.814,6516.6,9524.9,0.0,7017.1,9016.6,0.0,713.3506430921607
1731067854.46,20.5,0.225,0.0,1.33,6516.7,9525.05,0.0,7017.2,9016.7,0.0,713.3862715948482
