Time,F2_X,F2_Y,F2_Z
1731068772.6,6700.0,9800.0,0.0
1731068773.09,6700.1,9800.15,0.0
1731068773.59,6700.2,9800.3,0.0
1731068774.09,6700.3,9800.45,0.0
1731068774.59,6700.4,9800.6,0.0
1731068775.1,6700.5,9800.75,0.0
1731068775.6,6700.6,9800.9,0.0
1731068776.1,6700.7,9801.05,0.0
1731068776.6,6700.8,9801.2,0.0
1731068777.1,6700.9,9801.35,0.0
1731068777.6,6701.0,9801.5,0.0
1731068778.1,6701.1,9801.65,0.0
1731068778.6,6701.2,9801.8,0.0
1731068779.1,6701.3,9801.95,0.0
1731068779.6,6701.4,9802.1,0.0
1731068780.1,6701.5,9802.25,0.0
1731068780.6,6701.6,9802.4,0.0
1731068781.1,6701.7,9802.55,0.0
1731068781.6,6701.8,9802.7,0.0
1731068782.1,6701.9,9802.85,0.0
1731068782.6,6702.0,9803.0,0.0
1731068783.1,6702.1,9803.15,0.0
1731068783.6,6702.2,9803.3,0.0
1731068784.11,6702.3,9803.45,0.0
1731068784.61,6702.4,9803.6,0.0
1731068785.11,6702.5,9803.75,0.0
1731068785.61,6702.6,9803.9,0.0
1731068786.11,6702.7,9804.05,0.0
1731068786.61,6702.8,9804.2,0.0
1731068787.11,6702.9,9804.35,0.0
1731068787.61,6703.0,9804.5,0.0
1731068788.11,6703.1,9804.65,0.0
1731068788.61,6703.2,9804.8,0.0
1731068789.11,6703.3,9804.95,0.0
1731068789.61,6703.4,9805.1,0.0
1731068790.11,6703.5,9805.25,0.0
1731068790.61,6703.6,9805.4,0.0
1731068791.11,6703.7,9805.55,0.0
1731068791.61,6703.8,9805.7,0.0
1731068792.11,6703.9,9805.85,0.0
1731068792.61,6704.0,9806.0,0.0
1731068793.11,6704.1,9806.15,0.0
1731068793.61,6704.2,9806.3,0.0
1731068794.11,6704.3,9806.45,0.0
1731068794.61,6704.4,9806.6,0.0
1731068795.12,6704.5,9806.75,0.0
1731068795.62,6704.6,9806.9,0.0
1731068796.12,6704.7,9807.05,0.0
1731068796.62,6704.8,9807.2,0.0
1731068797.12,6704.9,9807.35,0.0
1731068797.62,6705.0,9807.5,0.0
1731068798.12,6705.1,9807.65,0.0
1731068798.62,6705.2,9807.8,0.0
1731068799.12,6705.3,9807.95,0.0
1731068799.62,6705.4,9808.1,0.0
1731068800.12,6705.5,9808.25,0.0
1731068800.62,6705.6,9808.4,0.0
1731068801.12,6705.7,9808.55,0.0
1731068801.62,6705.8,9808.7,0.0
1731068802.12,6705.9,9808.85,0.0
1731068802.62,6706.0,9809.0,0.0
1731068803.12,6706.1,9809.15,0.0
1731068803.62,6706.2,9809.3,0.0
1731068804.12,6706.3,9809.45,0.0
1731068804.62,6706.4,9809.6,0.0
1731068805.13,6706.5,9809.75,0.0
1731068805.63,6706.6,9809.9,0.0
1731068806.13,6706.7,9810.05,0.0
1731068806.63,6706.8,9810.2,0.0
1731068807.13,6706.9,9810.35,0.0
1731068807.63,6707.0,9810.5,0.0
1731068808.13,6707.1,9810.65,0.0
1731068808.63,6707.2,9810.8,0.0
1731068809.13,6707.3,9810.95,0.0
1731068809.63,6707.4,9811.1,0.0
1731068810.13,6707.5,9811.25,0.0
1731068810.63,6707.6,9811.4,0.0
1731068811.13,6707.7,9811.55,0.0
1731068811.63,6707.8,9811.7,0.0
1731068812.13,6707.9,9811.85,0.0
1731068812.63,6708.0,9812.0,0.0
1731068813.13,6708.1,9812.15,0.0
1731068813.63,6708.2,9812.3,0.0
1731068814.13,6708.3,9812.45,0.0
1731068814.63,6708.4,9812.6,0.0
1731068815.14,6708.5,9812.75,0.0
1731068815.64,6708.6,9812.9,0.0
1731068816.14,6708.7,9813.05,0.0
1731068816.64,6708.8,9813.2,0.0
1731068817.14,6708.9,9813.35,0.0
1731068817.64,6709.0,9813.5,0.0
1731068818.14,6709.1,9813.65,0.0
1731068818.64,6709.2,9813.8,0.0
1731068819.14,6709.3,9813.95,0.0
1731068819.64,6709.4,9814.1,0.0
1731068820.14,6709.5,9814.25,0.0
1731068820.64,6709.6,9814.4,0.0
1731068821.14,6709.7,9814.55,0.0
1731068821.64,6709.8,9814.7,0.0
1731068822.14,6709.9,9814.85,0.0
1731068822.64,6710.0,9815.0,0.0
1731068823.14,6710.1,9815.15,0.0
1731068823.64,6710.2,9815.3,0.0
1731068824.14,6710.3,9815.45,0.0
1731068824.64,6710.4,9815.6,0.0
1731068825.14,6710.5,9815.75,0.0
1731068825.64,6710.6,9815.9,0.0
1731068826.15,6710.7,9816.05,0.0
1731068826.64,6710.8,9816.2,0.0
1731068827.15,6710.9,9816.35,0.0
1731068827.65,6711.0,9816.5,0.0
1731068828.15,6711.1,9816.65,0.0
1731068828.65,6711.2,9816.8,0.0
1731068829.15,6711.3,9816.95,0.0
1731068829.65,6711.4,9817.1,0.0
1731068830.15,6711.5,9817.25,0.0
1731068830.65,6711.6,9817.4,0.0
1731068831.15,6711.7,9817.55,0.0
1731068831.65,6711.8,9817.7,0.0
1731068832.15,6711.9,9817.85,0.0
1731068832.65,6712.0,9818.0,0.0
1731068833.15,6712.1,9818.15,0.0
1731068833.65,6712.2,9818.3,0.0
1731068834.15,6712.3,9818.45,0.0
1731068834.65,6712.4,9818.6,0.0
1731068835.15,6712.5,9818.75,0.0
1731068835.65,6712.6,9818.9,0.0
1731068836.15,6712.7,9819.05,0.0
1731068836.66,6712.8,9819.2,0.0
1731068837.16,6712.9,9819.35,0.0
1731068837.66,6713.0,9819.5,0.0
1731068838.16,6713.1,9819.65,0.0
1731068838.66,6713.2,9819.8,0.0
1731068839.16,6713.3,9819.95,0.0
1731068839.66,6713.4,9820.1,0.0
1731068840.16,6713.5,9820.25,0.0
1731068840.66,6713.6,9820.4,0.0
1731068841.16,6713.7,9820.55,0.0
1731068841.66,6713.8,9820.7,0.0
1731068842.16,6713.9,9820.85,0.0
1731068842.66,6714.0,9821.0,0.0
1731068843.16,6714.1,9821.15,0.0
1731068843.66,6714.2,9821.3,0.0
1731068844.16,6714.3,9821.45,0.0
1731068844.66,6714.4,9821.6,0.0
1731068845.16,6714.5,9821.75,0.0
1731068845.66,6714.6,9821.9,0.0
1731068846.16,6714.7,9822.05,0.0
1731068846.66,6714.8,9822.2,0.0
1731068847.16,6714.9,9822.35,0.0
1731068847.67,6715.0,9822.5,0.0
1731068848.17,6715.1,9822.65,0.0
1731068848.67,6715.2,9822.8,0.0
1731068849.17,6715.3,9822.95,0.0
1731068849.67,6715.4,9823.1,0.0
1731068850.17,6715.5,9823.25,0.0
1731068850.67,6715.6,9823.4,0.0
1731068851.17,6715.7,9823.55,0.0
1731068851.67,6715.8,9823.7,0.0
1731068852.17,6715.9,9823.85,0.0
1731068852.67,6716.0,9824.0,0.0
1731068853.17,6716.1,9824.15,0.0
1731068853.67,6716.2,9824.3,0.0
1731068854.17,6716.3,9824.45,0.0
1731068854.67,6716.4,9824.6,0.0
1731068855.17,6716.5,9824.75,0.0
1731068855.67,6716.6,9824.9,0.0
1731068856.17,6716.7,9825.05,0.0
1731068856.67,6716.8,9825.2,0.0
1731068857.17,6716.9,9825.35,0.0
1731068857.68,6717.0,9825.5,0.0
1731068858.18,6717.1,9825.65,0.0
1731068858.68,6717.2,9825.8,0.0
1731068859.18,6717.3,9825.95,0.0
1731068859.68,6717.4,9826.1,0.0
1731068860.18,6717.5,9826.25,0.0
1731068860.68,6717.6,9826.4,0.0
1731068861.18,6717.7,9826.55,0.0
1731068861.68,6717.8,9826.7,0.0
1731068862.18,6717.9,9826.85,0.0
1731068862.68,6718.0,9827.0,0.0
1731068863.18,6718.1,9827.15,0.0
1731068863.68,6718.2,9827.3,0.0
1731068864.18,6718.3,9827.45,0.0
1731068864.68,6718.4,9827.6,0.0
1731068865.18,6718.5,9827.75,0.0
1731068865.68,6718.6,9827.9,0.0
1731068866.18,6718.7,9828.05,0.0
1731068866.69,6718.8,9828.2,0.0
1731068867.19,6718.9,9828.35,0.0
1731068867.69,6719.0,9828.5,0.0
1731068868.19,6719.1,9828.65,0.0
1731068868.69,6719.2,9828.8,0.0
1731068869.19,6719.3,9828.95,0.0
1731068869.69,6719.4,9829.1,0.0
1731068870.19,6719.5,9829.25,0.0
1731068870.69,6719.6,9829.4,0.0
1731068871.19,6719.7,9829.55,0.0
1731068871.69,6719.8,9829.7,0.0
1731068872.19,6719.9,9829.85,0.0
1731068872.69,6720.0,9830.0,0.0
1731068873.19,6720.1,9830.15,0.0
1731068873.69,6720.2,9830.3,0.0
1731068874.19,6720.3,9830.45,0.0
1731068874.69,6720.4,9830.6,0.0
1731068875.19,6720.5,9830.75,0.0
1731068875.69,6720.6,9830.9,0.0
1731068876.19,6720.7,9831.05,0.0
1731068876.69,6720.8,9831.2,0.0
1731068877.2,6720.9,9831.35,0.0
1731068877.7,6721.0,9831.5,0.0
1731068878.2,6721.1,9831.65,0.0
1731068878.7,6721.2,9831.8,0.0
1731068879.2,6721.3,9831.95,0.0
1731068879.7,6721.4,9832.1,0.0
1731068880.2,6721.5,9832.25,0.0
1731068880.7,6721.6,9832.4,0.0
1731068881.2,6721.7,9832.55,0.0
1731068881.7,6721.8,9832.7,0.0
1731068882.2,6721.9,9832.85,0.0
1731068882.7,6722.0,9833.0,0.0
1731068883.2,6722.1,9833.15,0.0
1731068883.7,6722.2,9833.3,0.0
1731068884.2,6722.3,9833.45,0.0
1731068884.7,6722.4,9833.6,0.0
1731068885.2,6722.5,9833.75,0.0
1731068885.7,6722.6,9833.9,0.0
1731068886.2,6722.7,9834.05,0.0
1731068886.7,6722.8,9834.2,0.0
1731068887.21,6722.9,9834.35,0.0
1731068887.71,6723.0,9834.5,0.0
1731068888.21,6723.1,9834.65,0.0
1731068888.71,6723.2,9834.8,0.0
1731068889.21,6723.3,9834.95,0.0
1731068889.71,6723.4,9835.1,0.0
1731068890.21,6723.5,9835.25,0.0
